-----
{
 "description": "This data provides details of Hon\u2019ble Members of the Eighth Lok Sabha from 31st December 1984 to 27th November 1989. It consists of name of members, constituency name, state name and party name.", 
 "file_name": "Members_of_Eighth_Lok_Sabha_From_31st_December_1984_to_27th_November_1989.xls", 
 "title": "Download XLS for Members of Eighth Lok Sabha from 31st December 1984 to 27th November 1989", 
 "url": "http://data.gov.in/sites/default/files/Members_of_Eighth_Lok_Sabha_From_31st_December_1984_to_27th_November_1989.xls"
}
-----
"Lok Sabha","Member Name","Gender","Constituency Name","State Name","Party Name"
"Eighth Lok Sabha","Dr. Krupasindhu Bhoi","Male","Sambalpur                                                                                           ","Odisha                                                      ","Congress (I)"
"Eighth Lok Sabha","Shri Gotte Bhoopathy","Male","Peddapalli-SC                                                                                       ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eighth Lok Sabha","Shri Prataprao Baburao Bhosale","Male","Satara                                                                                              ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Reshma Motiram Bhoye","Male","Dhule-ST                                                                                            ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Sitaram Sayaji Bhoye","Male","Malegaon-ST                                                                                         ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Haren Bhumij","Male","Dibrugarh                                                                                           ","Assam                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri Dileep Singh Bhuria","Male","Jhabua-ST                                                                                           ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Shri Birbal Ram","Male","Ganganagar-SC                                                                                       ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Ajoy Biswas","Male","Tripura West                                                                                        ","Tripura                                                     ","Communist Party of India (Marxist)"
"Eighth Lok Sabha","Shri Brahm Dutt","Male","Tehri Garhwal                                                                                       ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Narendra Budania","Male","Churu                                                                                               ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Sujan Singh Bundela","Male","Jhansi                                                                                              ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Sardar Buta Singh","Male","Jalore-SC                                                                                           ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Parag Chaliha","Male","Jorhat                                                                                              ","Assam                                                       ","Asom Gana Parishad"
"Eighth Lok Sabha","Shri Chandra Shekhar Singh","Male","Banka                                                                                               ","Bihar                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri Chandulal Chandrakar","Male","Durg                                                                                                ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Smt. Maragatham Chandrasekhar","Female","Sriperumbudur-SC                                                                                    ","Tamil Nadu                                                  ","Congress (I)"
"Eighth Lok Sabha","Shri T.V. Chandrashekarappa","Male","Shimoga                                                                                             ","Karnataka                                                   ","Congress (I)"
"Eighth Lok Sabha","Chaudhari Charan Singh","Male","Baghpat                                                                                             ","Uttar Pradesh                                               ","Lok Dal"
"Eighth Lok Sabha","Shri A. Charles","Male","Trivandrum                                                                                          ","Kerala                                                      ","Congress (I)"
"Eighth Lok Sabha","Shri Somnath Chatterjee","Male","Bolpur                                                                                              ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eighth Lok Sabha","Shri Naresh Chander Chaturvedi","Male","Kanpur                                                                                              ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Smt. Vidyawati Chaturvedi","Female","Khajuraho                                                                                           ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Shri Manphool Singh Bhadu Chaudhary","Male","Bikaner                                                                                             ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Raghuraj Singh Chaudhary","Male","Etawah                                                                                              ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Ram Prakash Chaudhary","Male","Ambala-SC                                                                                           ","Haryana                                                     ","Congress (I)"
"Eighth Lok Sabha","Sqn.Ldr.(Retd.) Kamal Chaudhry","Male","Hoshiarpur                                                                                          ","Punjab                                                      ","Congress (I)"
"Eighth Lok Sabha","Shri Ashok Shankarrao Chavan","Male","Nanded                                                                                              ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Smt. Premalabai Dajisaheb Chavan","Female","Karad                                                                                               ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri SHankarrao Bhaurao Chavan","Male","Nanded                                                                                              ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Ishwarbhai Khodabhai Chavda","Male","Anand                                                                                               ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Palaniappan Chidambaram","Male","Sivaganga                                                                                           ","Tamil Nadu                                                  ","Congress (I)"
"Eighth Lok Sabha","Shri Chingwang Konyak","Male","Nagaland                                                                                            ","Nagaland                                                    ","Congress (I)"
"Eighth Lok Sabha","Dr. Chinta Mohan","Male","Tirupathi-SC                                                                                        ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eighth Lok Sabha","Shri Narayan Choubey","Male","Midnapore                                                                                           ","West Bengal                                                 ","Communist Party of India"
"Eighth Lok Sabha","Smt. Usha Prakash Choudhari","Female","Amravati                                                                                            ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Nandlal Choudhary","Male","Sagar-SC                                                                                            ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Shri Samar Brahma Choudhary","Male","Kokrajhar-ST                                                                                        ","Assam                                                       ","Unattached"
"Eighth Lok Sabha","Shri A.B.A. Ghani Khan Choudhury","Male","Malda                                                                                               ","West Bengal                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Saifuddin Choudhury","Male","Katwa                                                                                               ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eighth Lok Sabha","Shri Jagannath Chowdhary","Male","Ballia                                                                                              ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Ajitsinh Dabhi","Male","Kaira                                                                                               ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Mool Chand Daga","Male","Pali                                                                                                ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Dalbir Singh","Male","Sirsa-SC                                                                                            ","Haryana                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Dalbir Singh","Male","Shahdol-ST                                                                                          ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Shri Hussain Dalwai","Male","Ratnagiri                                                                                           ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Somjibhai Damor","Male","Dohad-ST                                                                                            ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Prof. Madhu Dandavate","Male","Rajapur                                                                                             ","Maharashtra                                                 ","Janata Party"
"Eighth Lok Sabha","Shri Teja Singh Dardi","Male","Bhatinda-SC                                                                                         ","Punjab                                                      ","Akali Dal"
"Eighth Lok Sabha","Shri Anadi Charan Das","Male","Jajpur-SC                                                                                           ","Odisha                                                      ","Congress (I)"
"Eighth Lok Sabha","Shri Bipinpal Das","Male","Tezpur                                                                                              ","Assam                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri Renu Pada Das","Male","Krishnagar                                                                                          ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eighth Lok Sabha","Shri Priya Ranjan Dasmunsi","Male","Howrah                                                                                              ","West Bengal                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Amal Datta","Male","Diamond Harbour                                                                                     ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eighth Lok Sabha","Shri Sarat Kumar Deb","Male","Kendrapara                                                                                          ","Odisha                                                      ","Janata Party"
"Eighth Lok Sabha","Shri N. Dennis","Male","Nagercoil                                                                                           ","Tamil Nadu                                                  ","Congress (I)"
"Eighth Lok Sabha","Shri V. Kishore Chandra Deo","Male","Parvathipuram-ST                                                                                    ","Andhra Pradesh                                              ","Congress (S)"
"Eighth Lok Sabha","Shri Murli Deora","Male","Bombay South                                                                                        ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri B.V. Desai","Male","Raichur                                                                                             ","Karnataka                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Sontosh Mohan Dev","Male","Silchar                                                                                             ","Assam                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri B. Devarajan","Male","Rasipuram-SC                                                                                        ","Tamil Nadu                                                  ","Congress (I)"
"Eighth Lok Sabha","Smt. Chanra Bhanu Devi","Female","Balia                                                                                               ","Bihar                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri Shanti Kumar Dhariwal","Male","Kota                                                                                                ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Dr. Gurdial Singh Dhillon","Male","Ferozepur                                                                                           ","Punjab                                                      ","Congress (I)"
"Eighth Lok Sabha","Shri Radhakanta Digal","Male","Phulbani-SC                                                                                         ","Odisha                                                      ","Congress (I)"
"Eighth Lok Sabha","Shri Sharad Dighe","Male","Bombay North Central                                                                                ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Digvijaya Singh","Male","Raigarh-ST                                                                                          ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Dr. Pratapsinh Jala Digvijaysinh ","Male","Surendranagar                                                                                       ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Smt. Sheila Dikshit","Female","Kannauj                                                                                             ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Dinesh Singh","Male","Pratapgarh                                                                                          ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Girdhari Lal Dogra","Male","Udhampur                                                                                            ","Jammu and Kashmir                                           ","Congress (I)"
"Eighth Lok Sabha","Shri Sahebrao P. Dongaonkar","Male","Aurangabad                                                                                          ","Maharashtra                                                 ","Congress (S)"
"Eighth Lok Sabha","Shri H.A. Dora","Male","Srikakulam                                                                                          ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eighth Lok Sabha","Shri Bhishma Deo Dube","Male","Banda                                                                                               ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Sunil Dutt","Male","Bombay North West                                                                                   ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Biren Singh Engti","Male","Autonomous District-ST                                                                              ","Assam                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri Eduardo Faleiro","Male","Mormugao                                                                                            ","Goa                                                         ","Congress (I)"
"Eighth Lok Sabha","Shri Oscar Fernandes","Male","Udipi                                                                                               ","Karnataka                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Vithal Narhar Gadgil","Male","Pune                                                                                                ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Bheravdan Khetdangi Gadhvi","Male","Banaskantha                                                                                         ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Ranjit Sinh Gaekwad","Male","Baroda                                                                                              ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Udaysingrao Gaikwad","Male","Kolhapur                                                                                            ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Giridhar Gamang","Male","Koraput-ST                                                                                          ","Odisha                                                      ","Congress (I)"
"Eighth Lok Sabha","Shri Chhitubhai Gamit","Male","Mandvi-ST                                                                                           ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Rajiv Gandhi","Male","Amethi                                                                                              ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Ganga Ram","Male","Firozabad-SC                                                                                        ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Sitaram Jivyabhai Gavali","Male","Dadra and Nagar Haveli-ST                                                                           ","Dadra and Nagar Haveli                                      ","Independent"
"Eighth Lok Sabha","Shri Manikrao Hodlya Gavit","Male","Nandurbar-ST                                                                                        ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Ashok Gehlot","Male","Jodhpur                                                                                             ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Abdul Ghafoor","Male","Siwan                                                                                               ","Bihar                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri Shantaram Gopal Gholap","Male","Thane                                                                                               ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri M.Y. Ghorpade","Male","Raichur                                                                                             ","Karnataka                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Debi Ghosal","Male","Barrackpore                                                                                         ","West Bengal                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Bimal Kanti Ghosh","Male","Serampore                                                                                           ","West Bengal                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Tarun Kanti Ghosh","Male","Barasat                                                                                             ","West Bengal                                                 ","Congress (I)"
"Eighth Lok Sabha","Smt. Bibha Ghosh Goswami","Female","Nabadwip-SC                                                                                         ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eighth Lok Sabha","Shri Satyendra Chandra Ghuria","Male","Nainital                                                                                            ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Mewa Singh Gill","Male","Ludhiana                                                                                            ","Punjab                                                      ","Akali Dal"
"Eighth Lok Sabha","Chowdhry Girdhari Lal","Male","Bijnor-SC                                                                                           ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Gigabhai Gohil","Male","Bhavnagar                                                                                           ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Gopeshwar","Male","Jamshedpur                                                                                          ","Bihar                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri Dinesh Goswami","Male","Guwahati                                                                                            ","Assam                                                       ","Asom Gana Parishad"
"Eighth Lok Sabha","Shri Senapathi A. Gounder","Male","Palani                                                                                              ","Tamil Nadu                                                  ","Congress (I)"
"Eighth Lok Sabha","Shri H.N. Nanje Gowda","Male","Hassan                                                                                              ","Karnataka                                                   ","Congress (I)"
"Eighth Lok Sabha","Smt. Phulrenu Guha","Female","Contai                                                                                              ","West Bengal                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Indrajit Gupta","Male","Basirhat                                                                                            ","West Bengal                                                 ","Communist Party of India"
"Eighth Lok Sabha","Shri Janak Raj Gupta","Male","Jammu                                                                                               ","Jammu and Kashmir                                           ","Congress (I)"
"Eighth Lok Sabha","Smt. Prabhawati Gupta","Female","Motihari                                                                                            ","Bihar                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri S.M. Guraddi","Male","Bijapur                                                                                             ","Karnataka                                                   ","Janata Party"
"Eighth Lok Sabha","Prof. Manoranjan Halder","Male","Mathurapur-SC                                                                                       ","West Bengal                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Abdul Hamid","Male","Dhubri                                                                                              ","Assam                                                       ","Independent"
"Eighth Lok Sabha","Shri Matilal Hansda","Male","Jhargram-ST                                                                                         ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eighth Lok Sabha","Shri Hardwari Lal","Male","Rohtak                                                                                              ","Haryana                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Harpal Singh","Male","Kurukshetra                                                                                         ","Haryana                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Seth Hembram","Male","Rajmahal-ST                                                                                         ","Bihar                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri Het Ram","Male","Sirsa-SC                                                                                            ","Haryana                                                     ","Janata Party"
"Eighth Lok Sabha","Shri Syed Masudal Hossain","Male","Murshidabad                                                                                         ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eighth Lok Sabha","Shri V.S. Krishna Iyer","Male","Bangalore South                                                                                     ","Karnataka                                                   ","Janata Party"
"Eighth Lok Sabha","Shri Daulatsinhji Pratapsinhji Jadeja","Male","Jamnagar                                                                                            ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri C.K. Jaffer Sharief","Male","Bangalore North                                                                                     ","Karnataka                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Jagannath Prasad","Male","Mohanlalganj-SC                                                                                     ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri S. Jagathrakshakan","Male","Chengalpattu                                                                                        ","Tamil Nadu                                                  ","All India Anna Dravida Munnetra Kazhagam"
"Eighth Lok Sabha","Shri Jagjivan Ram","Male","Sasaram-SC                                                                                          ","Bihar                                                       ","Unattached"
"Eighth Lok Sabha","Shri Jaideep Singh","Male","Godhra                                                                                              ","Gujarat                                                     ","Congress (I)"
"Eighth Lok Sabha","Shri Dal Chander Jain","Male","Damoh                                                                                               ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Shri Nihal Singh Jain","Male","Agra                                                                                                ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Virdhi Chand Jain","Male","Barmer                                                                                              ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Dr. Bal Ram Jakhar","Male","Sikar                                                                                               ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Jamilur Rahman","Male","Kishanganj                                                                                          ","Bihar                                                       ","Congress (I)"
"Eighth Lok Sabha","Shri M.R. Kadambur Janarthanan","Male","Tirunelveli                                                                                         ","Tamil Nadu                                                  ","All India Anna Dravida Munnetra Kazhagam"
"Eighth Lok Sabha","Shri Khelan Ram Jangde","Male","Bilaspur-SC                                                                                         ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Shri Kammodilal Jatav","Male","Morena-SC                                                                                           ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Shri Adikesavan Jayamohan","Male","Tirupattur                                                                                          ","Tamil Nadu                                                  ","Congress (I)"
"Eighth Lok Sabha","Shri Rangaswamy Jeevarathinam","Male","Arakkonam                                                                                           ","Tamil Nadu                                                  ","Congress (I)"
"Eighth Lok Sabha","Shri Chintamani Jena","Male","Balasore                                                                                            ","Odisha                                                      ","Congress (I)"
"Eighth Lok Sabha","Smt. N.P. Jhansi Lakshmi","Female","Chittoor                                                                                            ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eighth Lok Sabha","Shri Mohan Lal Jhikram","Male","Mandla-ST                                                                                           ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Shri Jitender Singh","Male","Maharajganj                                                                                         ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Jitendra Prasada","Male","Shahjahanpur                                                                                        ","Uttar Pradesh                                               ","Congress (I)"
"Eighth Lok Sabha","Shri Jujhar Singh","Male","Jhalawar                                                                                            ","Rajasthan                                                   ","Congress (I)"
"Eighth Lok Sabha","Shri Abdul Rashid Kabuli","Male","Srinagar                                                                                            ","Jammu and Kashmir                                           ","National Conference"
"Eighth Lok Sabha","Shri Sambhajirao Sahebrao Kakade","Male","Baramati                                                                                            ","Maharashtra                                                 ","Janata Party"
"Eighth Lok Sabha","Dr. A. Kalanitthi","Male","Madras Central                                                                                      ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eighth Lok Sabha","Dr.(Smt.) T. Kalpana Devi","Female","Warangal                                                                                            ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eighth Lok Sabha","Shri Kamal Nath","Male","Chhindwara                                                                                          ","Madhya Pradesh                                              ","Congress (I)"
"Eighth Lok Sabha","Shri Gurudas Kamat","Male","Bombay North East                                                                                   ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Shri Arvind Tulsiram Kamble","Male","Osmanabad-SC                                                                                        ","Maharashtra                                                 ","Congress (I)"
"Eighth Lok Sabha","Kumari Kamla Kumari","Female","Palamau-SC                                                                                          ","Bihar                                                       ","Congress (I)"
"Eighth Lok Sabha","Prof. Meijinlung Kamson","Male","Outer Manipur-ST                                                                                    ","Manipur                                                     ","Congress (I)"
