-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Dugwells. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Dugwells", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total,
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,3885,3798,2229,6,16,6049,
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,4856,3623,2565,40,29,6256,
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,796,788,774,0,0,1562,
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,4656,2845,2520,247,0,5611,
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,3001,2927,2535,7,0,5469,
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,5912,4959,3534,202,8,8703,
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,5654,5424,4193,30,0,9647,
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,3256,3215,2014,1,32,5263,
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,4001,3795,3307,0,3,7106,
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,6545,5665,2506,38,0,8209,
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,934,911,877,0,0,1788,
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,4771,4671,3518,4,0,8193,
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,1606,965,1406,65,95,2531,
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,4176,4064,3858,51,23,7996,
ANDHRA PRADESH,KARIMNAGAR,KATARAM,607,544,252,5,2,802,
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,3762,3327,1436,122,0,4885,
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,4691,4590,3763,4,2,8359,
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,3365,3144,1954,122,1,5222,
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,3653,3626,2577,400,105,6707,
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,3547,3148,2176,33,108,5465,
ANDHRA PRADESH,KARIMNAGAR,KORATLA,3617,3159,1846,184,22,5212,
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,735,680,682,31,0,1392,
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,798,753,416,9,4,1182,
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,3923,3698,2838,168,5,6707,
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,3873,3737,2726,117,0,6581,
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,6825,6342,5063,45,0,11451,
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,1220,1200,742,10,0,1953,
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,4574,4377,2594,73,4,7048,
ANDHRA PRADESH,KARIMNAGAR,METPALLE,2689,2672,1545,9,68,4294,
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,3423,3292,2783,2,54,6131,
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,607,441,409,1,0,852,
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,1424,1367,652,2,5,2026,
ANDHRA PRADESH,KARIMNAGAR,ODELA,4204,4170,3588,37,2,7796,
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,3413,3028,2708,26,10,5773,
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,2999,2987,2982,2,2,5973,
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,3290,3202,2549,14,0,5765,
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,5400,5258,3589,15,3,8865,
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,1298,1219,888,15,16,2138,
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,5391,4761,2978,30,73,7842,
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,2520,2460,903,13,10,3386,
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,4182,4030,2697,14,0,6741,
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,2643,2626,2209,100,71,5006,
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,3991,3886,3546,10,1,7443,
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,6265,5695,5155,161,68,11080,
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,5370,4528,3457,11,0,7996,
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,3764,5154,3725,21,9,8909,
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,4225,3777,2315,95,63,6250,
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,774,744,689,0,16,1449,
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,207,203,32,0,0,235,
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,593,588,52,0,0,640,
ANDHRA PRADESH,KHAMMAM,BAYYARAM,1755,1705,532,0,0,2237,
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,152,152,119,0,0,271,
ANDHRA PRADESH,KHAMMAM,BONAKAL,919,917,116,0,0,1032,
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,202,180,76,0,0,257,
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,481,481,0,0,0,481,
ANDHRA PRADESH,KHAMMAM,CHERLA,85,85,81,0,0,166,
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,1385,1296,298,0,0,1594,
ANDHRA PRADESH,KHAMMAM,CHINTUR,91,91,3,0,0,93,
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,173,169,49,0,0,218,
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,91,89,17,0,0,106,
ANDHRA PRADESH,KHAMMAM,ENKURU,1134,1131,81,0,0,1212,
ANDHRA PRADESH,KHAMMAM,GARLA,1450,1330,675,0,0,2005,
ANDHRA PRADESH,KHAMMAM,GUNDALA,81,81,0,0,0,81,
ANDHRA PRADESH,KHAMMAM,JULURPAD,1389,1389,300,0,0,1690,
ANDHRA PRADESH,KHAMMAM,KALLURU,489,489,0,0,0,489,
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,1699,1625,98,0,0,1724,
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,4526,4497,916,0,0,5413,
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,3938,3743,1240,0,30,5013,
ANDHRA PRADESH,KHAMMAM,KONIJERLA,1218,1218,383,0,0,1601,
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,1052,1034,198,0,0,1232,
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,303,267,89,0,0,356,
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,41,41,0,0,0,41,
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,3838,3668,1439,0,0,5107,
ANDHRA PRADESH,KHAMMAM,MADHIRA,913,909,121,0,0,1030,
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,2727,2471,550,0,0,3021,
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,1413,1411,607,0,0,2018,
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,1613,1597,230,0,0,1827,
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,254,251,5,0,0,255,
ANDHRA PRADESH,KHAMMAM,PENUBALLI,860,859,61,0,0,920,
ANDHRA PRADESH,KHAMMAM,PINAPAKA,35,35,0,0,0,35,
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,537,530,45,0,0,575,
ANDHRA PRADESH,KHAMMAM,SINGARENI,1359,1359,0,0,0,1359,
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,552,552,0,0,0,552,
ANDHRA PRADESH,KHAMMAM,THALLADA,197,197,22,0,0,219,
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,6388,6053,1320,0,0,7372,
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,82,81,4,0,0,86,
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,27,27,0,0,0,27,
ANDHRA PRADESH,KHAMMAM,VEMSOOR,414,414,18,0,0,432,
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,10,10,1,0,0,12,
ANDHRA PRADESH,KHAMMAM,WAZEED,3,3,3,0,0,6,
ANDHRA PRADESH,KHAMMAM,WYRA,291,289,61,0,0,350,
ANDHRA PRADESH,KHAMMAM,YELLANDU,640,640,2,0,0,641,
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,1062,1056,13,0,0,1069,
ANDHRA PRADESH,KRISHNA,A KONDURU,1979,1670,698,250,14,2632,
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,1055,900,427,164,2,1494,
ANDHRA PRADESH,KRISHNA,BAPULAPADU,2890,2114,1850,792,32,4788,
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,1267,1068,23,164,410,1666,
ANDHRA PRADESH,KRISHNA,CHATRAI,1420,674,319,168,391,1552,
ANDHRA PRADESH,KRISHNA,G KONDURU,765,617,52,123,49,841,
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,1412,1274,269,9,7,1559,
ANDHRA PRADESH,KRISHNA,GANNAVARAM,689,352,265,261,155,1034,
ANDHRA PRADESH,KRISHNA,GUDIVADA,10,31,0,0,0,31,
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,118,111,10,4,1,126,
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,1595,1278,617,147,80,2121,
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,314,315,33,2,0,350,
ANDHRA PRADESH,KRISHNA,MUSUNURU,4067,1004,2768,370,51,4193,
ANDHRA PRADESH,KRISHNA,MYLAVARAM,1014,578,327,188,38,1130,
ANDHRA PRADESH,KRISHNA,NANDIGAMA,732,479,141,100,165,886,
ANDHRA PRADESH,KRISHNA,NUZVID,2371,1834,1586,539,179,4137,
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,1,1,0,0,0,1,
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,578,284,114,103,205,705,
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,1005,600,575,430,90,1694,
ANDHRA PRADESH,KRISHNA,TIRUVURU,992,852,300,20,117,1290,
ANDHRA PRADESH,KRISHNA,UNGUTURU,547,575,88,33,11,708,
ANDHRA PRADESH,KRISHNA,VATSAVAI,1714,1299,422,110,11,1842,
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,490,467,135,48,2,651,
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,158,151,0,17,7,175,
ANDHRA PRADESH,KRISHNA,VISSANNAPET,778,344,292,306,38,980,
ANDHRA PRADESH,KURNOOL,ADONI,1682,1202,894,1,1,2098,
ANDHRA PRADESH,KURNOOL,ALLAGADDA,747,724,136,30,0,890,
ANDHRA PRADESH,KURNOOL,ALUR,53,38,26,0,0,64,
ANDHRA PRADESH,KURNOOL,ASPARI,1021,869,498,3,0,1370,
ANDHRA PRADESH,KURNOOL,ATMAKUR,1515,1457,603,27,0,2087,
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,974,951,443,0,0,1393,
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,386,381,319,0,0,700,
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,75,59,17,0,0,76,
ANDHRA PRADESH,KURNOOL,C.BELAGAL,1973,1954,1942,17,0,3913,
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,711,749,127,0,0,876,
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,56,55,35,0,0,89,
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,1623,1538,1240,2,2,2782,
ANDHRA PRADESH,KURNOOL,DHONE,976,784,435,23,3,1245,
ANDHRA PRADESH,KURNOOL,DORNIPADU,5,5,0,0,0,5,
ANDHRA PRADESH,KURNOOL,GADIVEMULA,508,441,127,0,0,569,
ANDHRA PRADESH,KURNOOL,GONEGANDLA,2998,2844,2212,0,0,5057,
ANDHRA PRADESH,KURNOOL,GOSPADU,408,371,234,0,55,659,
ANDHRA PRADESH,KURNOOL,GUDUR,854,687,405,0,0,1092,
ANDHRA PRADESH,KURNOOL,HALAHARVI,153,153,95,0,0,247,
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,457,437,336,0,0,773,
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,1182,1105,632,0,0,1737,
ANDHRA PRADESH,KURNOOL,KALLUR,1417,1328,999,0,0,2327,
ANDHRA PRADESH,KURNOOL,KODUMUR,1184,948,755,0,0,1703,
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,145,132,31,12,0,174,
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,336,333,72,0,0,404,
ANDHRA PRADESH,KURNOOL,KOSIGI,2018,2019,1781,0,0,3799,
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,1215,1221,104,0,5,1330,
ANDHRA PRADESH,KURNOOL,KOWTHALAM,1171,747,925,0,0,1673,
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,1425,808,630,0,0,1438,
ANDHRA PRADESH,KURNOOL,KURNOOL,862,682,390,109,7,1188,
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,436,300,145,0,0,445,
ANDHRA PRADESH,KURNOOL,MAHANANDI,2072,1617,294,378,0,2289,
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,685,657,441,0,0,1098,
ANDHRA PRADESH,KURNOOL,MIDTHUR,951,515,551,0,0,1066,
ANDHRA PRADESH,KURNOOL,NANDAVARAM,658,731,366,0,0,1097,
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,681,506,309,0,0,816,
ANDHRA PRADESH,KURNOOL,NANDYAL,691,555,174,0,0,728,
ANDHRA PRADESH,KURNOOL,ORVAKAL,1089,1043,316,20,0,1380,
ANDHRA PRADESH,KURNOOL,OWK,712,711,274,6,2,993,
ANDHRA PRADESH,KURNOOL,PAGIDYALA,532,530,157,0,0,687,
ANDHRA PRADESH,KURNOOL,PAMULAPADU,1345,1347,475,0,0,1821,
ANDHRA PRADESH,KURNOOL,PANYAM,230,230,56,0,0,286,
ANDHRA PRADESH,KURNOOL,PATTIKANDA,423,378,198,18,20,614,
ANDHRA PRADESH,KURNOOL,PEAPALLY,1302,1182,902,2,0,2087,
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,1683,1397,930,6,0,2333,
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,861,873,539,1,0,1413,
ANDHRA PRADESH,KURNOOL,SANJAMALA,726,726,4,0,0,729,
ANDHRA PRADESH,KURNOOL,SIRVEL,2277,2166,929,0,0,3095,
ANDHRA PRADESH,KURNOOL,TUGGALI,982,722,476,0,5,1203,
ANDHRA PRADESH,KURNOOL,UYYALAWADA,63,59,4,0,0,63,
ANDHRA PRADESH,KURNOOL,VELDURTHI,1312,1203,844,0,0,2047,
ANDHRA PRADESH,KURNOOL,VELGODU,411,368,269,0,0,636,
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,2319,2225,1715,2,0,3943,
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,1399,1220,594,10,0,1824,
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,1697,1515,900,0,0,2415,
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,1817,1770,839,1,2,2613,
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,478,427,231,5,23,685,
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,1149,2271,1741,61,1,4074,
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,421,414,86,65,0,565,
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,1738,1581,799,5,1,2386,
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,2313,2356,224,0,1,2581,
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,1292,1001,564,121,1,1686,
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,1387,1352,94,0,0,1446,
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,1162,1135,148,1,0,1284,
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,737,738,296,0,0,1033,
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,1343,1323,382,0,0,1705,
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,878,838,323,69,5,1235,
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,1608,1529,356,0,0,1885,
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,2739,2439,1490,9,1,3939,
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,1265,1230,752,0,1,1983,
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,1859,1851,113,0,0,1964,
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,1013,1008,799,18,6,1830,
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,1144,1108,70,1,9,1188,
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,3903,3826,1122,24,5,4976,
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,3118,3059,943,0,0,4002,
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,1756,1687,465,7,16,2176,
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,1821,1530,974,95,1,2600,
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,1601,1574,65,0,0,1639,
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,2356,2045,789,1,11,2847,
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,1035,971,127,0,2,1100,
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,1982,1644,764,20,4,2432,
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,805,802,398,3,0,1204,
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,2342,2360,195,4,0,2558,
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,1227,879,532,12,5,1428,
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,1646,1317,669,1,81,2068,
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,2043,1966,585,41,2,2594,
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,827,792,75,14,1,882,
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,1535,1515,1190,0,6,2711,
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,1364,815,644,8,31,1498,
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,1552,1517,126,0,0,1643,
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,1178,1173,34,5,3,1215,
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,516,516,87,0,0,603,
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,1388,1273,352,13,0,1638,
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,261,247,77,12,0,336,
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,2279,2228,1884,8,0,4120,
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,1541,1530,937,2,1,2470,
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,1329,1074,441,2,2,1519,
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,2471,2342,782,32,6,3162,
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,1024,1011,210,0,17,1237,
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,2627,2595,1261,151,39,4047,
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,2174,2075,630,241,1,2947,
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,2285,2002,760,317,225,3304,
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,1531,1510,302,4,1,1818,
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,1396,1291,169,1,11,1472,
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,1610,2081,892,4,0,2977,
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,1288,1271,864,17,0,2153,
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,692,637,198,0,0,835,
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,2098,1774,498,15,12,2298,
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,2074,1664,947,7,0,2618,
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,1929,1260,717,2,0,1979,
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,1316,1163,919,0,0,2082,
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,2320,2052,280,0,26,2358,
ANDHRA PRADESH,MEDAK,ALLADURG,162,136,91,7,0,234,
ANDHRA PRADESH,MEDAK,ANDOLE,60,34,14,12,0,61,
ANDHRA PRADESH,MEDAK,CHEGUNTA,1545,1545,2,0,0,1547,
ANDHRA PRADESH,MEDAK,CHINNA KODUR,4537,3364,2420,0,0,5784,
ANDHRA PRADESH,MEDAK,DOULTABAD,1652,1501,963,0,0,2465,
ANDHRA PRADESH,MEDAK,DUBBAK,1337,1341,664,0,0,2005,
ANDHRA PRADESH,MEDAK,GAJWEL,931,930,472,0,0,1402,
ANDHRA PRADESH,MEDAK,HATHNOORA,33,33,5,0,0,38,
ANDHRA PRADESH,MEDAK,JAGDEVPUR,867,907,350,0,0,1257,
ANDHRA PRADESH,MEDAK,JHARASANGAM,1918,1071,673,808,11,2563,
ANDHRA PRADESH,MEDAK,JINNARAM,541,539,32,0,0,571,
ANDHRA PRADESH,MEDAK,KALHER,81,81,26,0,0,107,
ANDHRA PRADESH,MEDAK,KANGTI,204,169,102,3,0,274,
ANDHRA PRADESH,MEDAK,KOHIR,3091,1662,1053,1648,96,4460,
ANDHRA PRADESH,MEDAK,KONDAPAK,2298,2201,1187,33,16,3437,
ANDHRA PRADESH,MEDAK,KONDAPUR,1201,1048,298,74,3,1423,
ANDHRA PRADESH,MEDAK,KOWDIPALLE,823,823,0,0,0,823,
ANDHRA PRADESH,MEDAK,KULCHARAM,104,104,49,0,0,152,
ANDHRA PRADESH,MEDAK,MANOOR,607,379,260,71,4,713,
ANDHRA PRADESH,MEDAK,MEDAK,284,284,163,1,0,448,
ANDHRA PRADESH,MEDAK,MIRDODDI,2053,2020,887,0,0,2907,
ANDHRA PRADESH,MEDAK,MULUG,916,910,5,0,0,916,
ANDHRA PRADESH,MEDAK,MUNPALLE,394,300,89,105,0,494,
ANDHRA PRADESH,MEDAK,NANGANUR,3268,2993,1696,15,3,4708,
ANDHRA PRADESH,MEDAK,NARAYANKHED,989,987,223,0,0,1210,
ANDHRA PRADESH,MEDAK,NARSAPUR,310,310,1,0,0,311,
ANDHRA PRADESH,MEDAK,NYALKAL,1623,617,644,505,15,1782,
ANDHRA PRADESH,MEDAK,PAPANNAPET,61,66,17,0,2,85,
ANDHRA PRADESH,MEDAK,PATANCHERU,116,116,25,11,0,153,
ANDHRA PRADESH,MEDAK,PULKAL,88,80,4,4,0,88,
ANDHRA PRADESH,MEDAK,RAIKODE,605,543,96,84,2,724,
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,123,123,55,0,0,178,
ANDHRA PRADESH,MEDAK,RAMAYAMPET,1243,1231,33,1,0,1265,
ANDHRA PRADESH,MEDAK,REGODE,557,413,163,92,41,710,
ANDHRA PRADESH,MEDAK,SADASIVPET,728,657,134,8,5,804,
ANDHRA PRADESH,MEDAK,SANGAREDDY,731,721,32,20,0,773,
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),67,57,32,0,0,90,
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),196,162,21,22,0,205,
ANDHRA PRADESH,MEDAK,SHIVAMPET,1604,1635,6,0,0,1641,
ANDHRA PRADESH,MEDAK,SIDDIPET,3870,3873,3469,5,0,7347,
ANDHRA PRADESH,MEDAK,TEKMAL,88,86,5,0,0,91,
ANDHRA PRADESH,MEDAK,TUPRAN,461,454,172,0,0,626,
ANDHRA PRADESH,MEDAK,WARGAL,982,828,176,0,0,1004,
ANDHRA PRADESH,MEDAK,YELDURTHY,248,248,0,0,0,248,
ANDHRA PRADESH,MEDAK,ZAHIRABAD,4458,1521,840,2967,5,5333,
ANDHRA PRADESH,NALGONDA,ALAIR,4877,3327,2094,393,33,5847,
ANDHRA PRADESH,NALGONDA,ANUMULA,907,641,330,94,6,1071,
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),3543,3251,1535,26,13,4825,
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),2217,2062,1556,2,5,3626,
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,2121,2114,1045,0,0,3158,
ANDHRA PRADESH,NALGONDA,BIBINAGAR,825,908,612,1,0,1520,
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,541,536,163,0,0,699,
ANDHRA PRADESH,NALGONDA,CHANDAM PET,1517,1154,680,37,0,1872,
ANDHRA PRADESH,NALGONDA,CHANDUR,1837,1652,899,67,2,2620,
ANDHRA PRADESH,NALGONDA,CHILKUR,283,210,210,67,0,488,
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,1847,1823,829,0,0,2651,
ANDHRA PRADESH,NALGONDA,CHITYALA,1950,1601,598,3,2,2204,
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,2047,1634,966,1,122,2723,
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,2229,1704,1333,0,0,3037,
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,732,667,535,52,2,1257,
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,1498,1498,310,0,0,1808,
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,1001,980,681,5,1,1667,
ANDHRA PRADESH,NALGONDA,GUNDALA,2037,1681,1246,0,52,2980,
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,1370,1180,560,0,0,1740,
ANDHRA PRADESH,NALGONDA,GURRAMPODE,1208,842,475,87,274,1679,
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,760,693,559,36,1,1288,
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,1139,967,372,62,8,1408,
ANDHRA PRADESH,NALGONDA,KANGAL,743,605,403,101,0,1110,
ANDHRA PRADESH,NALGONDA,KATTANGOOR,2039,1925,1718,19,5,3668,
ANDHRA PRADESH,NALGONDA,KETHEPALLE,2084,1745,1591,0,0,3336,
ANDHRA PRADESH,NALGONDA,KODAD,2174,1456,791,711,0,2958,
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,1516,1341,389,93,3,1826,
ANDHRA PRADESH,NALGONDA,MARRI GUDA,1347,1227,703,14,10,1954,
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,795,777,205,0,0,982,
ANDHRA PRADESH,NALGONDA,MELLACHERVU,241,143,36,86,0,265,
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,838,835,687,0,0,1522,
ANDHRA PRADESH,NALGONDA,MOTHEY,3644,3420,3188,60,0,6668,
ANDHRA PRADESH,NALGONDA,MOTHKUR,1662,1532,1125,2,11,2670,
ANDHRA PRADESH,NALGONDA,MUNAGALA,3760,3415,2133,36,1,5585,
