-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.9.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells according to Horse Power of Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.9.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Horse Power (0 - 6),Horse Power (6 - 12),Horse Power (12 - 18),Horse Power ( > 18),Total
ORISSA,RAYAGADA,KOLNARA,1,0,2,0,3
ORISSA,RAYAGADA,RAYAGADA,2,1,0,0,3
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,9,0,0,0,9
ORISSA,SAMBALPUR,GOVINDAPUR,1,0,0,0,1
ORISSA,SAMBALPUR,JAMANKIRA,7,0,0,0,7
ORISSA,SAMBALPUR,JUJUMURA,1,0,0,0,1
ORISSA,SAMBALPUR,MANESWAR,4,0,0,0,4
ORISSA,SAMBALPUR,RENGALI,11,0,0,0,11
ORISSA,SONEPUR,DUNGURIPALI,1,0,0,0,1
ORISSA,SONEPUR,SONEPUR,1,1,0,0,2
ORISSA,SUNDARGARH,BADAGAON,2,0,0,0,2
ORISSA,SUNDARGARH,BONAI,1,0,0,0,1
ORISSA,SUNDARGARH,HEMAGIRI,1,0,0,0,1
ORISSA,SUNDARGARH,KUANRAMUNDA,1,0,0,0,1
ORISSA,SUNDARGARH,KUTRA,6,0,0,0,6
ORISSA,SUNDARGARH,LAHUNIPADA,2,0,0,0,2
ORISSA,SUNDARGARH,LATHIKATA,4,0,0,0,4
ORISSA,SUNDARGARH,LEPHRIPADA,5,0,0,0,5
ORISSA,SUNDARGARH,SUBDEGA,2,0,0,0,2
ORISSA,SUNDARGARH,SUNDARGARH,14,0,0,0,14
ORISSA,SUNDARGARH,TANGARPALI,5,0,0,0,5
PONDICHERRY,KARAIKAL,NEDUNGADU,0,1,2,3,6
PONDICHERRY,KARAIKAL,THIRUNALLAR,0,0,13,0,13
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,0,16,10,0,26
PONDICHERRY,PONDICHERRY,BAHOUR,0,4,14,4,22
PONDICHERRY,PONDICHERRY,MANNADIPET,1,19,105,20,145
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,0,6,38,2,46
PONDICHERRY,PONDICHERRY,OULGARET,0,0,4,0,4
PONDICHERRY,PONDICHERRY,VILLIANUR,0,0,26,40,66
PUNJAB,AMRITSER,BABA BAKALA,0,0,0,2,2
PUNJAB,AMRITSER,TARN TARAN,0,0,0,2,2
PUNJAB,GURDASPUR,BAMIAL,0,0,1,1,2
PUNJAB,GURDASPUR,DERA BABA NANAK,879,11,2,1,893
PUNJAB,GURDASPUR,DHARIWAL,48,0,1,0,49
PUNJAB,GURDASPUR,DHARKALAN,0,0,0,22,22
PUNJAB,GURDASPUR,DINANAGAR,895,78,11,4,988
PUNJAB,GURDASPUR,KAHNUWAN,0,0,3,0,3
PUNJAB,GURDASPUR,PATHANKOT,0,1,3,33,37
PUNJAB,GURDASPUR,QUADIAN,0,0,0,14,14
PUNJAB,HOSHIARPUR,BHUNGA,3,44,7,172,226
PUNJAB,HOSHIARPUR,DASUYA,0,0,0,19,19
PUNJAB,HOSHIARPUR,GARHSHANKAR,39,116,57,87,299
PUNJAB,HOSHIARPUR,HAZIPUR,1,0,0,8,9
PUNJAB,HOSHIARPUR,HOSHIARPUR 2,68,489,38,87,682
PUNJAB,HOSHIARPUR,HOSHIARPUR-I,47,112,5,29,193
PUNJAB,HOSHIARPUR,MAHILPUR,5,187,59,128,379
PUNJAB,HOSHIARPUR,TALWARA,0,0,1,17,18
PUNJAB,HOSHIARPUR,TANDA,0,0,0,1,1
PUNJAB,KAPURTHALA,NADALA,9,1,3,0,13
PUNJAB,KAPURTHALA,SULTANPUR,0,0,1,0,1
PUNJAB,LUDHIANA,DORAHA,1,3,44,0,48
PUNJAB,LUDHIANA,LUDHIANA,1,3,0,4,8
PUNJAB,LUDHIANA,MANGAT,0,0,6,1,7
PUNJAB,LUDHIANA,MASHIWARA,42,0,0,0,42
PUNJAB,LUDHIANA,SAMRALA,2,0,0,4,6
PUNJAB,LUDHIANA,SIDHWAN BET,1,0,0,0,1
PUNJAB,LUDHIANA,SUDHAR,190,29,1,2,222
PUNJAB,MOGA,NIHAL SINGH WALA,2,99,0,0,101
PUNJAB,NAWANSHAHAR,AUR,132,20,0,0,152
PUNJAB,NAWANSHAHAR,BALACHOR,18,57,28,83,186
PUNJAB,NAWANSHAHAR,SADOYA,0,27,30,52,109
PUNJAB,PATIALA,DERABASSI,9,178,241,136,564
PUNJAB,PATIALA,KANOR,2,28,65,69,164
PUNJAB,PATIALA,NABHA,6,21,1,0,28
PUNJAB,PATIALA,PATRAN,8,199,814,127,1148
PUNJAB,PATIALA,RAJPURA,17,142,127,13,299
PUNJAB,PATIALA,SAMANA,0,1,1,0,2
PUNJAB,ROPAR,ANANDPUR SAHIB,0,2,5,19,26
PUNJAB,ROPAR,KHARAR,44,111,128,80,363
PUNJAB,ROPAR,MAJRI,54,40,4,145,243
PUNJAB,ROPAR,MORINDA,0,0,0,6,6
PUNJAB,ROPAR,NOORPUR BEDI,0,0,8,56,64
PUNJAB,ROPAR,ROPAR,48,4,6,133,191
PUNJAB,SANGRUR,AHMADGARH,0,0,6,6,12
PUNJAB,SANGRUR,ANDANA,10,72,2,4,88
PUNJAB,SANGRUR,BARNALA,82,135,2,1,220
PUNJAB,SANGRUR,BHAVANIGARH,1,4,17,0,22
PUNJAB,SANGRUR,DHURI,10,23,8,0,41
PUNJAB,SANGRUR,LEHRAGAGA,230,9,0,0,239
PUNJAB,SANGRUR,SANGRUR,1221,191,0,0,1412
PUNJAB,SANGRUR,SHERPUR,49,55,16,4,124
RAJASTHAN,AJMER,AJMER,39,0,0,0,39
RAJASTHAN,AJMER,KISHANGARH,10,4,0,0,14
RAJASTHAN,AJMER,NASIRABAD,0,14,0,0,14
RAJASTHAN,AJMER,PISAGAON,0,4,0,0,4
RAJASTHAN,ALWAR,RAJGARH,0,25,0,0,25
RAJASTHAN,ALWAR,RAMGARH,0,0,0,1,1
RAJASTHAN,ALWAR,THANAGAZI,1,1,0,0,2
RAJASTHAN,BANSWARA,BAGIDORA,106,3,0,0,109
RAJASTHAN,BANSWARA,BANSWARA,47,38,0,0,85
RAJASTHAN,BARAN,ANTA,268,1026,10,11,1315
RAJASTHAN,BARAN,ATRU,599,1717,11,5,2332
RAJASTHAN,BARAN,BARAN,712,2186,122,2,3022
RAJASTHAN,BARAN,CHABRA,671,27,11,7,716
RAJASTHAN,BARAN,CHIPA BAROD,173,496,12,2,683
RAJASTHAN,BARAN,KISHANGANJ,50,135,7,0,192
RAJASTHAN,BARAN,MANGROL,6,68,10,0,84
RAJASTHAN,BARAN,SHAHABAD,231,696,6,8,941
RAJASTHAN,BARMER,BAYTOO,2,0,0,29,31
RAJASTHAN,BARMER,GUDAMALANI,1,36,0,0,37
RAJASTHAN,BARMER,PACH PADRA,0,4,0,0,4
RAJASTHAN,BARMER,SHIV,2,1,0,206,209
RAJASTHAN,BARMER,SIWANA,11,57,103,17,188
RAJASTHAN,BHARATPUR,BEIR,287,359,5,0,651
RAJASTHAN,BHARATPUR,BHARATPUR,137,66,18,6,227
RAJASTHAN,BHARATPUR,KUMBHER,21,0,0,0,21
RAJASTHAN,BHARATPUR,NADBAI,6,16,0,0,22
RAJASTHAN,BHARATPUR,ROOPBAS,9,56,0,1,66
RAJASTHAN,BHILWARA,BANEDA,22,0,0,0,22
RAJASTHAN,BHILWARA,BHILWARA,31,11,0,0,42
RAJASTHAN,BHILWARA,BIJOLIYA,7,74,0,0,81
RAJASTHAN,BHILWARA,KOTADI,1,0,0,0,1
RAJASTHAN,BHILWARA,MANDALGARH,23,52,0,0,75
RAJASTHAN,BHILWARA,RAIPUR,3,6,0,0,9
RAJASTHAN,BHILWARA,SAHADA,12,4,0,0,16
RAJASTHAN,BHILWARA,SHAHPURA,1,0,0,0,1
RAJASTHAN,BIKANER,BIKANER,1,0,11,488,500
RAJASTHAN,BIKANER,DOONGAR GARH,3,0,11,512,526
RAJASTHAN,BIKANER,KOLAYAT,1,0,0,243,244
RAJASTHAN,BIKANER,LUNKARANSAR,1,0,0,115,116
RAJASTHAN,BIKANER,NOKHA,10,2,1,1088,1101
RAJASTHAN,BUNDI,BUNDI,1500,1945,45,10,3500
RAJASTHAN,BUNDI,HINDOLI,7,12,0,0,19
RAJASTHAN,BUNDI,INDRAGARH,8,2,0,0,10
RAJASTHAN,BUNDI,KESHORAIPATAN,21,166,0,0,187
RAJASTHAN,BUNDI,NAINWA,104,182,1,0,287
RAJASTHAN,CHITTORGARH,BADI SADRI,178,543,24,17,762
RAJASTHAN,CHITTORGARH,BENGU,380,835,3,4,1222
RAJASTHAN,CHITTORGARH,BHADESAR,114,103,13,0,230
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,173,831,1,0,1005
RAJASTHAN,CHITTORGARH,CHITTORGARH,707,1229,2,6,1944
RAJASTHAN,CHITTORGARH,DUNGLA,7,0,0,0,7
RAJASTHAN,CHITTORGARH,GANGARAR,192,49,1,0,242
RAJASTHAN,CHITTORGARH,KAPASAN,87,49,0,0,136
RAJASTHAN,CHITTORGARH,NIMBAHERA,218,1374,61,20,1673
RAJASTHAN,CHITTORGARH,PRATAPGARH,56,18,4,3,81
RAJASTHAN,CHITTORGARH,RASHMI,93,10,0,0,103
RAJASTHAN,CHITTORGARH,RAWATBHATA,19,24,0,0,43
RAJASTHAN,CHURU,RATANGARH,2,1,11,310,324
RAJASTHAN,CHURU,SUJANGARH,12,17,72,771,872
RAJASTHAN,DAUSA,MAHUA,0,15,0,0,15
RAJASTHAN,DUNGARPUR,SAGWARA,50,0,0,0,50
RAJASTHAN,DUNGARPUR,SIMALWARA,23,4,0,0,27
RAJASTHAN,JAIPUR,AMER,0,7,0,0,7
RAJASTHAN,JAIPUR,BASSI,6,4,0,0,10
RAJASTHAN,JAIPUR,CHOMU,0,102,0,0,102
RAJASTHAN,JAIPUR,PHULERA,0,4,0,0,4
RAJASTHAN,JAIPUR,SANGANER,0,17,0,1,18
RAJASTHAN,JAISALMER,JAISALMER,3,6,8,436,453
RAJASTHAN,JAISALMER,POKARAN,0,0,35,414,449
RAJASTHAN,JALORE,AHORE,2,15,2,1,20
RAJASTHAN,JALORE,BAGODA,23,408,174,206,811
RAJASTHAN,JALORE,BHINMAL,6,4,45,62,117
RAJASTHAN,JALORE,JALORE,0,31,3,1,35
RAJASTHAN,JALORE,RANIWARA,0,11,2,1,14
RAJASTHAN,JALORE,SANCHORE,0,30,43,1,74
RAJASTHAN,JALORE,SAYLA,0,0,0,3,3
RAJASTHAN,JHALAWAR,JHALARA PATAN,10,5,0,0,15
RAJASTHAN,JHALAWAR,KHANPUR,38,458,6,0,502
RAJASTHAN,JHALAWAR,PACHPAHAR,0,1,1,0,2
RAJASTHAN,JHALAWAR,PIRAWA,0,26,0,0,26
RAJASTHAN,JHUNJHUNU,BUHANA,0,0,7,0,7
RAJASTHAN,JODHPUR,BHOPAL GARH,62,466,691,3073,4292
RAJASTHAN,JODHPUR,BILADA,19,406,625,1103,2153
RAJASTHAN,JODHPUR,JODHPUR,9,176,225,279,689
RAJASTHAN,JODHPUR,ONSIA,55,80,422,4490,5047
RAJASTHAN,JODHPUR,PHALODI,10,0,0,1135,1145
RAJASTHAN,JODHPUR,SHER GARH,5,5,61,266,337
RAJASTHAN,KAROLI,HINDON,70,55,0,0,125
RAJASTHAN,KAROLI,NADOTI,0,7,0,0,7
RAJASTHAN,KAROLI,SAPOTRA,0,23,38,0,61
RAJASTHAN,KAROLI,TODA BHIM,12,126,90,14,242
RAJASTHAN,KOTA,DIGOD,487,1117,25,4,1633
RAJASTHAN,KOTA,LADPURA,66,114,0,0,180
RAJASTHAN,KOTA,PIPALLDA,0,9,5,0,14
RAJASTHAN,KOTA,RAMGANJMANDI,2,0,0,0,2
RAJASTHAN,KOTA,SANGOD,14,12,0,0,26
RAJASTHAN,NAGAUR,DEEDWANA,0,0,9,0,9
RAJASTHAN,NAGAUR,DEGANA,1,8,55,274,338
RAJASTHAN,NAGAUR,JAYAL,0,10,84,90,184
RAJASTHAN,NAGAUR,KHEEVSAR,21,0,11,1220,1252
RAJASTHAN,NAGAUR,LADNU,3,26,592,100,721
RAJASTHAN,NAGAUR,MAKRANA,0,0,8,0,8
RAJASTHAN,NAGAUR,MERTA,10,28,279,3392,3709
RAJASTHAN,NAGAUR,NAGAUR,211,24,508,1874,2617
RAJASTHAN,NAGAUR,NAWA,5,4,65,110,184
RAJASTHAN,NAGAUR,PARBATSAR,17,4,17,0,38
RAJASTHAN,PALI,BALI,1,9,0,0,10
RAJASTHAN,PALI,JAITARAN,1,9,21,399,430
RAJASTHAN,PALI,MARWAR JUNCTION,9,42,0,0,51
RAJASTHAN,PALI,PALI,6,0,0,0,6
RAJASTHAN,PALI,RAIPUR,1,0,0,0,1
RAJASTHAN,PALI,ROHAT,0,1,0,0,1
RAJASTHAN,PALI,SOJAT,5,71,19,7,102
RAJASTHAN,PALI,SUMERPUR,0,4,0,0,4
RAJASTHAN,RAJSAMAND,AMET,18,18,0,0,36
RAJASTHAN,RAJSAMAND,DEVGARH,1,2,0,0,3
RAJASTHAN,RAJSAMAND,RAILMAGRA,6,0,0,0,6
RAJASTHAN,RAJSAMAND,RAJSAMAND,68,16,1,0,85
RAJASTHAN,SAWAI MADHOPUR,BAOLI,5,0,1,0,6
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,179,2,0,0,181
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,2,0,0,0,2
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,14,520,46,2,582
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,89,179,0,1,269
RAJASTHAN,SIKAR,DATARAM GARH,0,4,0,5,9
RAJASTHAN,SIKAR,LAXMAN GARH,0,2,51,1,54
RAJASTHAN,SIKAR,SHRI MADHOPUR,0,3,0,0,3
RAJASTHAN,SIKAR,SIKAR,0,1,21,17,39
RAJASTHAN,SIROHI,ABUROAD,1,2,0,0,3
RAJASTHAN,SIROHI,REVDAR,1,4,0,0,5
RAJASTHAN,SIROHI,SHIVGANJ,0,9,5,0,14
RAJASTHAN,SIROHI,SIROHI,12,32,7,0,51
RAJASTHAN,TONK,UNIYARA,1,131,124,0,256
RAJASTHAN,UDAIPUR,GIRWA,102,42,0,1,145
RAJASTHAN,UDAIPUR,GOGUNDA,1,0,0,0,1
RAJASTHAN,UDAIPUR,JHADOL,30,1,0,1,32
RAJASTHAN,UDAIPUR,KHERWADA,27,0,0,0,27
RAJASTHAN,UDAIPUR,MAWLI,41,67,0,0,108
RAJASTHAN,UDAIPUR,VALLABH NAGAR,49,4,0,0,53
TAMIL NADU,COIMBATORE,ANAMALAI,694,67,0,0,761
TAMIL NADU,COIMBATORE,ANNUR,718,459,2,1,1180
TAMIL NADU,COIMBATORE,AVINASHI,540,1351,1,0,1892
TAMIL NADU,COIMBATORE,KINATHUKADAVU,1385,51,0,0,1436
TAMIL NADU,COIMBATORE,KUDIMANGALAM,1451,198,3,1,1653
TAMIL NADU,COIMBATORE,MADATTHUKULAM,470,32,0,0,502
TAMIL NADU,COIMBATORE,MADUKKARAI,472,109,0,0,581
TAMIL NADU,COIMBATORE,METTUPALAYAM,633,200,3,0,836
TAMIL NADU,COIMBATORE,PALLADAM,236,40,0,0,276
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,452,358,163,1,974
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,1468,82,0,0,1550
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,952,96,0,0,1048
TAMIL NADU,COIMBATORE,PONGALUR,1364,297,3,5,1669
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,215,500,9,0,724
TAMIL NADU,COIMBATORE,SOOLUR,209,393,0,0,602
TAMIL NADU,COIMBATORE,SULTHANPET,730,108,1,0,839
TAMIL NADU,COIMBATORE,THIRUPPUR,994,265,3,58,1320
TAMIL NADU,COIMBATORE,THONDAMUTHUR,360,1267,374,6,2007
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,1874,246,1,2,2123
TAMIL NADU,CUDDALORE,ANNAGRAMAM,0,0,3,0,3
TAMIL NADU,CUDDALORE,BHUVANAGIRI,7,0,5,0,12
TAMIL NADU,CUDDALORE,CUDDALORE,20,143,219,151,533
TAMIL NADU,CUDDALORE,KAMMAPURAM,7,40,178,176,401
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,254,225,476,25,980
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,2,147,214,0,363
TAMIL NADU,CUDDALORE,KUMARATCHI,8,4,3,0,15
TAMIL NADU,CUDDALORE,KURINJIPADY,1,11,277,121,410
TAMIL NADU,CUDDALORE,MANGALORE,13,16,0,0,29
TAMIL NADU,CUDDALORE,NALLUR,3,9,0,6,18
TAMIL NADU,CUDDALORE,PANRUTI,1,0,0,25,26
TAMIL NADU,CUDDALORE,VRIDHACHALAM,4,148,457,391,1000
TAMIL NADU,DHARMAPURI,BARUGUR,98,0,0,0,98
TAMIL NADU,DHARMAPURI,HOSUR,730,31,1,0,762
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,14,1,0,0,15
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),194,2,0,0,196
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,10,0,0,0,10
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,94,8,0,0,102
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,274,39,1,2,316
TAMIL NADU,DHARMAPURI,THALLY,489,33,0,0,522
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,3,0,0,0,3
TAMIL NADU,DINDIGUL,ATHOOR,337,20,0,0,357
TAMIL NADU,DINDIGUL,BATLAGUNDU,73,0,0,0,73
TAMIL NADU,DINDIGUL,DINDIGUL,2,0,0,0,2
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,260,71,0,2,333
TAMIL NADU,DINDIGUL,NATHAM,19,1,0,1,21
TAMIL NADU,DINDIGUL,NILAKOTTAI,40,1,0,0,41
TAMIL NADU,DINDIGUL,ODDANCHATRAM,788,51,0,0,839
TAMIL NADU,DINDIGUL,PALANI,55,5,0,0,60
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,34,0,0,0,34
TAMIL NADU,DINDIGUL,SHANARPATTI,113,20,0,0,133
TAMIL NADU,DINDIGUL,THOPPAMPATTI,238,21,0,0,259
TAMIL NADU,DINDIGUL,VADAMADURAI,267,10,0,0,277
TAMIL NADU,DINDIGUL,VEDASANDUR,485,43,0,0,528
TAMIL NADU,ERODE,AMMAPETTAI,40,6,0,0,46
TAMIL NADU,ERODE,ANTHIYUR,96,52,1,0,149
TAMIL NADU,ERODE,BHAVANI,235,73,6,2,316
TAMIL NADU,ERODE,BHAVANISAGAR,401,54,1,0,456
TAMIL NADU,ERODE,CHENNIMALAI,122,48,1,0,171
TAMIL NADU,ERODE,DHARAPURAM,31,4,0,0,35
TAMIL NADU,ERODE,ERODE,5,0,0,0,5
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,903,407,3,0,1313
TAMIL NADU,ERODE,KANGEYAM,34,2,0,0,36
TAMIL NADU,ERODE,KODUMUDI,0,1,0,0,1
TAMIL NADU,ERODE,KUMDADAM,61,13,0,0,74
TAMIL NADU,ERODE,MODAKURICHI,261,0,0,1,262
TAMIL NADU,ERODE,MOOLANUR,48,2,0,0,50
TAMIL NADU,ERODE,NAMBIYUR,1482,149,1,1,1633
TAMIL NADU,ERODE,PERUNTHURAI,390,189,1,2,582
TAMIL NADU,ERODE,SATHYAMANGALAM,300,93,0,3,396
TAMIL NADU,ERODE,THALAVADI,147,124,9,1,281
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,308,100,4,1,413
TAMIL NADU,ERODE,UTHUKULI,157,333,0,0,490
TAMIL NADU,KANCHEEPURAM,ACHIRAPPAKKAM,1,0,0,0,1
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,131,0,0,0,131
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,12,86,0,0,98
TAMIL NADU,KANCHEEPURAM,KUNDRATHUR,25,0,0,0,25
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,29,37,49,0,115
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,34,0,0,0,34
TAMIL NADU,KANCHEEPURAM,WALAJABAD,0,0,78,0,78
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,16,0,0,0,16
TAMIL NADU,KANYAKUMARI,KURUNTHENCODE,7,0,0,0,7
TAMIL NADU,KANYAKUMARI,MELPURAM,2,0,0,0,2
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,266,0,0,0,266
TAMIL NADU,KANYAKUMARI,THOVALAI,20,0,0,0,20
TAMIL NADU,KANYAKUMARI,THUCKALAY,0,0,0,1,1
TAMIL NADU,KARUR,ARAVAKURICHI,306,18,0,0,324
TAMIL NADU,KARUR,K.PARAMATHI,50,0,0,0,50
TAMIL NADU,KARUR,KADAVUR,175,7,1,0,183
TAMIL NADU,KARUR,KARUR,29,2,0,0,31
TAMIL NADU,KARUR,KRISHNARAYAPURAM,2,7,0,0,9
TAMIL NADU,KARUR,KULITHALAI,3,0,0,0,3
TAMIL NADU,KARUR,THANTHONI,240,29,0,0,269
TAMIL NADU,KARUR,THOGAMALAI,55,5,0,2,62
TAMIL NADU,MADURAI,ALANGANALLUR,63,10,0,0,73
TAMIL NADU,MADURAI,CHELLAMPATTI,63,15,1,0,79
TAMIL NADU,MADURAI,KALLIKUDI,1,0,0,0,1
TAMIL NADU,MADURAI,KALLUPATTI(T),4,0,0,0,4
TAMIL NADU,MADURAI,KOTTAMPATTI,18,0,0,0,18
TAMIL NADU,MADURAI,MADURAI EAST,37,0,0,0,37
TAMIL NADU,MADURAI,MADURAI WEST,8,0,0,0,8
TAMIL NADU,MADURAI,MELUR,50,1,0,0,51
TAMIL NADU,MADURAI,SEDAPATTI,24,0,0,0,24
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,64,0,0,0,64
TAMIL NADU,MADURAI,TIRUMANGALAM,14,2,0,0,16
TAMIL NADU,MADURAI,USILAMPATTI,25,0,0,0,25
TAMIL NADU,MADURAI,VADIPATTI,5,1,1,0,7
TAMIL NADU,NAMAKKAL,ELACHIPALAYAM,858,3,0,1,862
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,86,3,0,0,89
TAMIL NADU,NAMAKKAL,KABILARMALAI,11,0,0,0,11
TAMIL NADU,NAMAKKAL,KOLLIHILLS,4,0,0,0,4
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,476,0,0,0,476
TAMIL NADU,NAMAKKAL,MOHANUR,133,12,0,0,145
TAMIL NADU,NAMAKKAL,NAMAGIRIPET,2,15,0,0,17
TAMIL NADU,NAMAKKAL,NAMAKKAL,202,0,0,0,202
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,332,2,0,0,334
TAMIL NADU,NAMAKKAL,PARAMATHI,240,9,0,0,249
TAMIL NADU,NAMAKKAL,PUDUCHATTIRAM,84,8,0,0,92
TAMIL NADU,NAMAKKAL,RASIPURAM,51,46,0,0,97
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,72,33,0,0,105
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,963,15,0,1,979
TAMIL NADU,NAMAKKAL,VENNANDHUR,98,0,0,0,98
TAMIL NADU,NILGIRIS,KOTAGIRI,0,1,0,0,1
TAMIL NADU,PERAMBALUR,ANDIMADAM,7,31,313,45,396
TAMIL NADU,PERAMBALUR,ARIYALUR,2,47,1,0,50
TAMIL NADU,PERAMBALUR,JAYANKONDAM,84,198,118,14,414
TAMIL NADU,PERAMBALUR,SENDURAI,370,489,60,2,921
TAMIL NADU,PERAMBALUR,THIRUMANUR,36,26,1,0,63
TAMIL NADU,PERAMBALUR,TPALUR,291,276,12,0,579
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,35,0,0,0,35
TAMIL NADU,PERAMBALUR,VEPPUR,73,128,37,0,238
TAMIL NADU,PUDUKKOTTAI,ANNAVASAL,1,0,0,0,1
TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,227,1009,103,4,1343
TAMIL NADU,PUDUKKOTTAI,ARIMALAM,76,85,36,8,205
TAMIL NADU,PUDUKKOTTAI,AVUDAYARKOIL,2,2,0,0,4
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,44,307,381,26,758
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,148,1560,173,3,1884
TAMIL NADU,PUDUKKOTTAI,KUNNANDARKOIL,35,24,0,0,59
TAMIL NADU,PUDUKKOTTAI,MANAMELKUDI,12,1,0,0,13
TAMIL NADU,PUDUKKOTTAI,PONNAMARAVATHI,13,0,0,0,13
TAMIL NADU,PUDUKKOTTAI,PUDUKKOTTAI,324,511,24,2,861
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,268,2088,210,12,2578
TAMIL NADU,PUDUKKOTTAI,VIRALIMALAI,18,0,0,0,18
TAMIL NADU,RAMANATHAPURAM,BOGALUR,1,0,0,0,1
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,155,127,0,0,282
TAMIL NADU,RAMANATHAPURAM,NAINARKOIL,45,3,0,0,48
TAMIL NADU,RAMANATHAPURAM,PARAMAKKUDI,206,38,0,0,244
TAMIL NADU,RAMANATHAPURAM,TIRUVADANAI,1,1,1,0,3
TAMIL NADU,SALEM,ATTUR,63,30,0,0,93
TAMIL NADU,SALEM,AYODYAPATTANAM,55,14,0,0,69
TAMIL NADU,SALEM,EDAPPADI,612,0,0,0,612
TAMIL NADU,SALEM,GANGAVALLI,6,0,0,0,6
TAMIL NADU,SALEM,KADAYAMPATTI,399,3,0,0,402
TAMIL NADU,SALEM,KOLATHUR,283,4,0,0,287
TAMIL NADU,SALEM,KONGANAPURAM,220,68,0,0,288
TAMIL NADU,SALEM,MAGUDANCHAVADI,52,375,0,0,427
TAMIL NADU,SALEM,MECHERI,595,14,0,0,609
TAMIL NADU,SALEM,NANGAVALLI,302,26,0,0,328
TAMIL NADU,SALEM,OMALUR,281,0,0,0,281
TAMIL NADU,SALEM,PANAMARATHUPATTI,7,0,0,0,7
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,284,89,0,0,373
TAMIL NADU,SALEM,SANKARI,746,36,0,0,782
TAMIL NADU,SALEM,THALAIVASAL,95,28,0,0,123
TAMIL NADU,SALEM,THARAMANGALAM,404,0,0,0,404
TAMIL NADU,SALEM,VALAPPADY,536,60,0,0,596
TAMIL NADU,SALEM,VEERAPANDI,38,1,0,0,39
TAMIL NADU,SIVAGANGA,DEVAKOTTAI,54,25,1,0,80
TAMIL NADU,SIVAGANGA,ILAYANGUDI,146,20,0,0,166
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,12,0,0,0,12
TAMIL NADU,SIVAGANGA,KALLAL,30,0,0,0,30
TAMIL NADU,SIVAGANGA,KANNANGUDI,11,2,0,2,15
TAMIL NADU,SIVAGANGA,MANAMADURAI,6,2,0,0,8
TAMIL NADU,SIVAGANGA,S. PUDUR,20,2,0,0,22
TAMIL NADU,SIVAGANGA,SAKKOTTAI,22,25,6,3,56
TAMIL NADU,SIVAGANGA,SINGAMPUNERI,56,0,0,0,56
TAMIL NADU,SIVAGANGA,SIVAGANGA,14,0,0,0,14
