-----
{
 "description": "This table provides data related to Gross Budgetary Support Allocation in Tenth (2002-07) and Eleventh Plan (2007-12).", 
 "file_name": "FR1011_12_1.xls", 
 "title": "Download XLS for Gross Budgetary Support Allocation in Tenth and Eleventh Plans", 
 "url": "http://data.gov.in/sites/default/files/FR1011_12_1.xls"
}
-----
"Item","Tenth Plan Realization : Amount","Tenth Plan Realization : % share in Total GBS","Eleventh Plan Projection : Amount","Eleventh Plan Projection : % share in Total GBS","% Increase over Tenth Plan"
"Central Sector",486798.0,73.5545519243,1096860.0,77.1507008105,125.321385873
"Support to State Plan (Grant Component)",175021.0,26.4454480757,324851.0,22.8492991895,85.6068700327
"Total",661819.0,100.0,1421711.0,100.0,114.818704208
