-----
{
 "description": "The table refers to block wise distribution of shallow tubewells by status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.6.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.6.csv"
}
-----
State,District,Block,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
BIHAR,KATIHAR,MANSHAHI,529,1,0,0,0,0,1,530
BIHAR,KATIHAR,SAMELI,519,1,0,0,0,0,1,520
BIHAR,KHAGARIA,ALAULI,1909,27,0,0,0,1,28,1937
BIHAR,KHAGARIA,BELDAUR,1522,18,0,0,0,1,19,1541
BIHAR,KHAGARIA,CHAUTHAM,1803,5,0,3,5,2,15,1818
BIHAR,KHAGARIA,GOGRI,1372,1,0,0,0,0,1,1373
BIHAR,KHAGARIA,KHAGARIA,1824,29,0,6,0,39,74,1898
BIHAR,KHAGARIA,MANSI,636,1,0,11,0,1,13,649
BIHAR,KHAGARIA,PARBATTA,1469,11,0,1,10,1,23,1492
BIHAR,KISHANGANJ,BAHADURGANJ,945,102,0,24,174,9,309,1254
BIHAR,KISHANGANJ,DHIGHATBANK,918,15,0,22,39,0,76,994
BIHAR,KISHANGANJ,KISHANGANJ,1429,1,0,0,23,4,28,1457
BIHAR,KISHANGANJ,KOCHADHAMIN,1668,1,0,3,106,5,115,1783
BIHAR,KISHANGANJ,POTHIA,838,14,0,0,0,1,15,853
BIHAR,KISHANGANJ,TERHAGACHH,1209,4,0,0,0,0,4,1213
BIHAR,KISHANGANJ,THAKURGANJ,1380,3,0,3,6,1,13,1393
BIHAR,KODARMA,SATGAWAN,211,2,0,1,0,0,3,214
BIHAR,LAKHISARAI,BARAHIYA,666,0,0,3,0,1,4,670
BIHAR,LAKHISARAI,HALSI,1029,5,0,1,0,3,9,1038
BIHAR,LAKHISARAI,LOKHISARAI,1799,2,0,1,2,1,6,1805
BIHAR,LAKHISARAI,PIPARIA,116,2,0,0,2,0,4,120
BIHAR,LAKHISARAI,SURAJGARA,672,7,0,82,40,2,131,803
BIHAR,MADHEPURA,ALAMNAGAR,1256,1,0,1,20,67,89,1345
BIHAR,MADHEPURA,BIHARIGANJ,517,0,0,0,1,0,1,518
BIHAR,MADHEPURA,CHAUSA,1689,0,0,0,0,1,1,1690
BIHAR,MADHEPURA,GAWALPARA,850,0,0,0,4,0,4,854
BIHAR,MADHEPURA,KUMAR KHAND,2026,5,0,3,0,369,377,2403
BIHAR,MADHEPURA,MADHEPURA,2211,0,0,0,1,0,1,2212
BIHAR,MADHEPURA,MURLIGANJ,1734,11,0,9,0,0,20,1754
BIHAR,MADHEPURA,PURAINI,731,0,0,0,0,0,0,731
BIHAR,MADHEPURA,SHANKERPUR,534,11,0,3,0,0,14,548
BIHAR,MADHEPURA,SINGHESWAR,966,11,0,4,12,1,28,994
BIHAR,MADHEPURA,UDA KISHANGANJ,1082,2,0,2,38,1,43,1125
BIHAR,MADHUBANI,ANDHARADATHI,279,0,0,2,0,0,2,281
BIHAR,MADHUBANI,BABUBARHI,567,0,0,0,1,0,1,568
BIHAR,MADHUBANI,BASOPATTI,845,14,0,8,0,2,24,869
BIHAR,MADHUBANI,BENIPATTI,753,6,0,6,4,2,18,771
BIHAR,MADHUBANI,BISFI,818,16,6,1,3,0,26,844
BIHAR,MADHUBANI,GHOGARDIHA,378,0,0,0,0,0,0,378
BIHAR,MADHUBANI,HARLAKHI,312,0,0,0,0,0,0,312
BIHAR,MADHUBANI,JAITYAGAR,1177,3,2,3,1,4,13,1190
BIHAR,MADHUBANI,JHANJHARPUR,585,26,0,8,16,0,50,635
BIHAR,MADHUBANI,KHAJAULI,1343,60,35,0,0,0,95,1438
BIHAR,MADHUBANI,LADANIA,827,28,0,0,1,0,29,856
BIHAR,MADHUBANI,LAKHNAUR,500,0,0,0,0,0,0,500
BIHAR,MADHUBANI,LAUKAHA,231,1,0,0,2,1,4,235
BIHAR,MADHUBANI,LAUKAHI,1172,2,0,0,2,0,4,1176
BIHAR,MADHUBANI,MADHAWAPUR,501,10,2,0,0,0,12,513
BIHAR,MADHUBANI,MADUBANI,398,47,7,14,3,3,74,472
BIHAR,MADHUBANI,MEDEPUR,539,5,251,0,1,0,257,796
BIHAR,MADHUBANI,PANDAUL,1163,21,0,5,3,2,31,1194
BIHAR,MADHUBANI,PHULPARAS,629,9,2,0,0,0,11,640
BIHAR,MADHUBANI,RAJNAGAR,668,28,0,28,2,0,58,726
BIHAR,MUNGER,BARIAPUR,69,0,0,0,0,0,0,69
BIHAR,MUNGER,DHARHARA,259,2,0,0,0,0,2,261
BIHAR,MUNGER,JAMALPUR,85,5,0,0,0,0,5,90
BIHAR,MUNGER,KHARAGPUR,346,10,1,1,0,0,12,358
BIHAR,MUNGER,MUNGER,352,0,0,0,0,0,0,352
BIHAR,MUNGER,SANGRAMPUR,576,24,3,0,1,1,29,605
BIHAR,MUNGER,TARAPUR,931,1,0,0,1,1,3,934
BIHAR,MUNGER,TETIA BUMBER,432,0,0,0,0,0,0,432
BIHAR,MUZAFFARPUR,AURAI,1659,6,2,11,2,0,21,1680
BIHAR,MUZAFFARPUR,BANDRA,999,3,0,0,1,5,9,1008
BIHAR,MUZAFFARPUR,BOCHAHA,2155,13,5,0,3,0,21,2176
BIHAR,MUZAFFARPUR,GAIGHAT,1518,25,17,1,0,0,43,1561
BIHAR,MUZAFFARPUR,KANTI,2204,0,0,0,0,0,0,2204
BIHAR,MUZAFFARPUR,KATRA,1636,24,0,0,0,0,24,1660
BIHAR,MUZAFFARPUR,KURHANI,3894,4,7,4,6,2,23,3917
BIHAR,MUZAFFARPUR,MINAPUR,3356,14,0,0,0,1,15,3371
BIHAR,MUZAFFARPUR,MORAUL,853,11,1,11,11,0,34,887
BIHAR,MUZAFFARPUR,MOTIPUR,388,0,3,0,0,0,3,391
BIHAR,MUZAFFARPUR,MUSHAHARI,1512,106,3,2,2,0,113,1625
BIHAR,MUZAFFARPUR,PAROO,2253,5,0,1,8,0,14,2267
BIHAR,MUZAFFARPUR,SAHEBGANJ,2110,23,0,3,15,2,43,2153
BIHAR,MUZAFFARPUR,SAKRA,3322,54,2,12,4,9,81,3403
BIHAR,MUZAFFARPUR,SARAIYA,2572,7,0,1,13,0,21,2593
BIHAR,NALANDA,ASTHAWAN,903,18,0,4,0,0,22,925
BIHAR,NALANDA,BEN,396,44,0,1,1,0,46,442
BIHAR,NALANDA,BIHARSARIF,696,1,0,7,0,0,8,704
BIHAR,NALANDA,BIND,770,49,0,5,1,2,57,827
BIHAR,NALANDA,CHANDI,997,6,0,5,6,0,17,1014
BIHAR,NALANDA,EKANGARSARAI,993,15,0,4,0,2,21,1014
BIHAR,NALANDA,GIRIAK,927,17,0,2,2,2,23,950
BIHAR,NALANDA,HARNAUT,1221,3,0,3,6,0,12,1233
BIHAR,NALANDA,HILSA,1629,88,0,27,10,0,125,1754
BIHAR,NALANDA,ISLAMPUR,1126,43,0,1,0,0,44,1170
BIHAR,NALANDA,KARAI PARSURAI,716,0,0,4,0,0,4,720
BIHAR,NALANDA,KATRISARAI,347,0,0,0,0,0,0,347
BIHAR,NALANDA,NAGAR NAUSA,1033,11,0,8,0,0,19,1052
BIHAR,NALANDA,NOORSARAI,113,18,0,6,0,0,24,137
BIHAR,NALANDA,PARWALPUR,329,10,0,0,0,1,11,340
BIHAR,NALANDA,RAHUI,941,18,0,16,4,1,39,980
BIHAR,NALANDA,RAJGIR,836,5,0,1,0,0,6,842
BIHAR,NALANDA,SARMERA,1081,53,0,0,3,0,56,1137
BIHAR,NALANDA,SILAO,643,7,0,0,0,0,7,650
BIHAR,NALANDA,THARTHARI,365,0,0,6,0,0,6,371
BIHAR,NAWADA,AKBARPUR,2029,68,0,7,4,0,79,2108
BIHAR,NAWADA,GOBINDPUR,571,6,0,0,3,0,9,580
BIHAR,NAWADA,HISUA,817,0,0,0,0,0,0,817
BIHAR,NAWADA,KANWAKOL,674,0,0,6,0,0,6,680
BIHAR,NAWADA,KASHICHOK,160,51,0,57,0,1,109,269
BIHAR,NAWADA,MESKAUR,617,2,0,0,0,0,2,619
BIHAR,NAWADA,NARDIGANJ,1140,5,0,0,0,0,5,1145
BIHAR,NAWADA,NARHAT,1264,15,0,3,0,1,19,1283
BIHAR,NAWADA,NAWADA,1987,40,0,10,3,1,54,2041
BIHAR,NAWADA,PAKRIWARAMA,1619,2,0,39,0,0,41,1660
BIHAR,NAWADA,RAJANLI,1223,19,0,31,2,0,52,1275
BIHAR,NAWADA,ROH,1099,19,0,16,3,0,38,1137
BIHAR,NAWADA,SIRDOLA,946,8,0,2,4,1,15,961
BIHAR,NAWADA,WARSHALAGANJ,1323,3,0,0,0,0,3,1326
BIHAR,PAKUR,MAHESHPUR,156,0,0,0,0,0,0,156
BIHAR,PAKUR,PAKUR,45,0,0,0,0,0,0,45
BIHAR,PATNA,ATHMAL GOLA,526,2,0,0,0,0,2,528
BIHAR,PATNA,BAKHTIARPUR,1157,20,0,2,5,0,27,1184
BIHAR,PATNA,BARH,941,25,0,8,1,1,35,976
BIHAR,PATNA,BELCHI,571,24,0,25,0,0,49,620
BIHAR,PATNA,BIHTA,1752,26,0,5,0,0,31,1783
BIHAR,PATNA,BIKRAM,797,42,0,0,0,10,52,849
BIHAR,PATNA,DANAPUR,688,1,0,15,0,0,16,704
BIHAR,PATNA,DANIAWAN,253,3,0,0,0,0,3,256
BIHAR,PATNA,DHANARUA,2789,19,0,46,0,1,66,2855
BIHAR,PATNA,DULHAN BAZAR,633,0,0,0,0,0,0,633
BIHAR,PATNA,FATUHA,736,9,0,38,38,0,85,821
BIHAR,PATNA,GHOSWARI,527,9,0,3,0,0,12,539
BIHAR,PATNA,KHUSRUPUR,783,13,0,0,0,0,13,796
BIHAR,PATNA,MANER,754,7,0,62,0,0,69,823
BIHAR,PATNA,MASAURHI,1793,3,0,7,0,0,10,1803
BIHAR,PATNA,MOKAMAH,690,17,0,7,0,11,35,725
BIHAR,PATNA,NAUBATPUR,1655,12,0,2,0,0,14,1669
BIHAR,PATNA,PALIGANJ,1333,2,0,10,2,4,18,1351
BIHAR,PATNA,PANDARAK,857,0,0,0,0,0,0,857
BIHAR,PATNA,PATNA SADAR,450,109,0,0,0,0,109,559
BIHAR,PATNA,PHULWARISARIF,967,1,0,8,0,0,9,976
BIHAR,PATNA,PUNPUN,1125,1,0,0,5,0,6,1131
BIHAR,PATNA,SAMPATCHAK,1008,0,0,3,0,0,3,1011
BIHAR,PURNIA,AMOUR,2074,0,0,0,0,0,0,2074
BIHAR,PURNIA,BAISA,1914,0,0,0,37,0,37,1951
BIHAR,PURNIA,BAISI,1690,0,0,0,0,0,0,1690
BIHAR,PURNIA,BAMNANKHI,2466,12,0,0,6,0,18,2484
BIHAR,PURNIA,BARAHARAKOTHI,971,0,0,0,0,0,0,971
BIHAR,PURNIA,BHAWANIPUR,1686,0,0,0,0,0,0,1686
BIHAR,PURNIA,DAGARUA,1581,0,0,0,0,0,0,1581
BIHAR,PURNIA,DHAMDAHA,1609,0,0,13,3,0,16,1625
BIHAR,PURNIA,JALALGARH,945,0,0,0,0,0,0,945
BIHAR,PURNIA,KASBA,1298,0,0,3,0,0,3,1301
BIHAR,PURNIA,KRITYANANDNAGAR,2665,6,0,1,0,74,81,2746
BIHAR,PURNIA,PURNIA EAST,1562,15,0,27,31,8,81,1643
BIHAR,PURNIA,RUPAULI,2569,0,0,1,9,0,10,2579
BIHAR,PURNIA,SOINAGAR,796,5,0,3,1,3,12,808
BIHAR,RANCHI,BERO,3,0,0,0,0,0,0,3
BIHAR,RANCHI,MANDAR,76,0,0,0,0,0,0,76
BIHAR,RANCHI,TAMAR,2,0,0,0,0,0,0,2
BIHAR,RANCHI,TORPA,9,0,0,0,0,0,0,9
BIHAR,ROHTAS,AKORHIGOLA,805,1,0,0,0,0,1,806
BIHAR,ROHTAS,BIKRAMGANJ,822,10,0,1,1,2,14,836
BIHAR,ROHTAS,CHENARI,414,12,0,5,0,0,17,431
BIHAR,ROHTAS,DAWATH,383,1,0,2,2,0,5,388
BIHAR,ROHTAS,DEHRI,1935,0,0,0,0,0,0,1935
BIHAR,ROHTAS,DINARA,1637,40,0,12,1,0,53,1690
BIHAR,ROHTAS,KARAKAT,807,0,0,1,0,0,1,808
BIHAR,ROHTAS,KARGHAHAR,2791,8,0,4,3,0,15,2806
BIHAR,ROHTAS,KUCHAI,1340,1,0,6,0,0,7,1347
BIHAR,ROHTAS,NASHRIGANJ,486,0,0,1,0,0,1,487
BIHAR,ROHTAS,NAWHATTA,44,0,0,0,0,0,0,44
BIHAR,ROHTAS,NOKHA,524,2,0,0,2,0,4,528
BIHAR,ROHTAS,RAJPUR,301,11,0,2,0,0,13,314
BIHAR,ROHTAS,ROHTAS,562,1,0,5,0,0,6,568
BIHAR,ROHTAS,SANJHANLI,316,2,0,1,1,1,5,321
BIHAR,ROHTAS,SASARAM,945,2,0,1,0,1,4,949
BIHAR,ROHTAS,SHEOSAGAR,870,21,0,8,4,8,41,911
BIHAR,ROHTAS,SURJPURA,208,0,0,0,0,1,1,209
BIHAR,ROHTAS,TELAUTHU,1928,3,0,0,0,0,3,1931
BIHAR,SAHARSA,BANMA ITAHARI,343,17,0,6,0,0,23,366
BIHAR,SAHARSA,KAHRA,1018,1,0,0,0,0,1,1019
BIHAR,SAHARSA,MAHISHI,1040,16,0,0,0,0,16,1056
BIHAR,SAHARSA,NAUHATTA,1280,0,0,0,0,0,0,1280
BIHAR,SAHARSA,PATARGHAT,548,0,0,0,0,0,0,548
BIHAR,SAHARSA,SALAKHUA,658,173,0,6,1,10,190,848
BIHAR,SAHARSA,SATTAR KATAIYA,1837,7,0,0,0,0,7,1844
BIHAR,SAHARSA,SAUR BAZAR,953,0,0,0,0,0,0,953
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,821,56,0,0,0,0,56,877
BIHAR,SAHARSA,SONBARSA,1020,0,0,0,0,0,0,1020
BIHAR,SAHEBGANJ,BARHAIT,1,0,0,0,0,0,0,1
BIHAR,SAHEBGANJ,BARHARWA,56,0,0,0,0,0,0,56
BIHAR,SAHEBGANJ,MANDRO,2,0,0,0,0,0,0,2
BIHAR,SAHEBGANJ,RAJMAHAL,225,0,0,1,0,0,1,226
BIHAR,SAHEBGANJ,SAHEBGANJ,700,0,0,0,0,0,0,700
BIHAR,SAHEBGANJ,UDHUWA,777,0,0,2,0,0,2,779
BIHAR,SAMASTIPUR,BIBHUTIPUR,2727,4,0,13,18,0,35,2762
BIHAR,SAMASTIPUR,BITHAN,950,17,0,3,0,0,20,970
BIHAR,SAMASTIPUR,DALSINGHSARAI,1586,18,0,35,25,8,86,1672
BIHAR,SAMASTIPUR,HASANPUR,1393,112,0,32,43,0,187,1580
BIHAR,SAMASTIPUR,KALYANPUR,2459,34,0,46,68,2,150,2609
BIHAR,SAMASTIPUR,KHANPUR,1125,20,0,5,4,3,32,1157
BIHAR,SAMASTIPUR,MOHANPUR,330,0,0,0,0,0,0,330
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,1165,4,0,0,0,0,4,1169
BIHAR,SAMASTIPUR,MORWA,1620,64,0,2,25,1,92,1712
BIHAR,SAMASTIPUR,PATORI,1108,4,0,12,1,11,28,1136
BIHAR,SAMASTIPUR,PUSA,1044,38,0,33,9,6,86,1130
BIHAR,SAMASTIPUR,ROSERA,1210,37,0,18,0,5,60,1270
BIHAR,SAMASTIPUR,SAMASTIPUR,1689,70,0,39,4,1,114,1803
BIHAR,SAMASTIPUR,SARAIRANJAN,1495,139,0,8,29,6,182,1677
BIHAR,SAMASTIPUR,SHIWAJINAGAR,1550,6,0,13,2,0,21,1571
BIHAR,SAMASTIPUR,SINGHIYA,848,21,0,33,13,0,67,915
BIHAR,SAMASTIPUR,TAJPUR,1520,0,0,23,0,0,23,1543
BIHAR,SAMASTIPUR,UJIARPUR,2264,17,0,1,1,7,26,2290
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,1390,8,0,12,1,2,23,1413
BIHAR,SAMASTIPUR,WARISNAGAR,1094,17,0,10,7,3,37,1131
BIHAR,SARAN,AMNOUR,1872,18,1,3,11,0,33,1905
BIHAR,SARAN,BANIAPUR,710,0,0,4,1,0,5,715
BIHAR,SARAN,CHAPRA,934,4,0,4,2,0,10,944
BIHAR,SARAN,DARIYAPUR,1725,6,220,66,3,32,327,2052
BIHAR,SARAN,DIGHWARA,688,7,4,0,2,3,16,704
BIHAR,SARAN,EKMA,1426,12,0,0,0,0,12,1438
BIHAR,SARAN,GARKHA,1749,8,45,11,1,0,65,1814
BIHAR,SARAN,ISUAPUR,1028,3,2,10,2,0,17,1045
BIHAR,SARAN,JALALPUR,1503,8,2,6,3,1,20,1523
BIHAR,SARAN,LAHLADPUR JANTA BAZA,315,0,1,0,1,0,2,317
BIHAR,SARAN,MAKER,595,4,1,1,0,0,6,601
BIHAR,SARAN,MANJHI,1720,24,23,11,5,1,64,1784
BIHAR,SARAN,MARHAURA,2329,29,6,33,0,4,72,2401
BIHAR,SARAN,MASARAKH,1658,5,1,5,3,2,16,1674
BIHAR,SARAN,NAGRA,835,9,0,2,0,0,11,846
BIHAR,SARAN,PANAPUR,1014,22,1,0,0,0,23,1037
BIHAR,SARAN,PARSA,1310,3,7,0,2,0,12,1322
BIHAR,SARAN,RIVILGANJ,520,0,0,0,0,0,0,520
BIHAR,SARAN,SONEPUR,737,0,0,0,0,0,0,737
BIHAR,SARAN,TARAIYA,1007,3,0,2,0,0,5,1012
BIHAR,SHEIKHPURA,ARIARI,1310,1,0,0,0,0,1,1311
BIHAR,SHEIKHPURA,BARBIGHA,1133,0,0,0,0,1,1,1134
BIHAR,SHEIKHPURA,CHEBARA,962,19,0,1,0,0,20,982
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,278,0,0,0,0,0,0,278
BIHAR,SHEIKHPURA,SHEIKHPURA,1011,0,0,5,0,0,5,1016
BIHAR,SHEIKHPURA,SHEKHOPURSARAI,590,15,0,20,0,0,35,625
BIHAR,SHEOHAR,DUMARI KATSARI,476,0,0,0,0,0,0,476
BIHAR,SHEOHAR,PIPRAHI,832,50,0,9,19,15,93,925
BIHAR,SHEOHAR,PURNAHIA,680,2,0,0,0,0,2,682
BIHAR,SHEOHAR,SHEOHAR,1373,12,0,0,0,3,15,1388
BIHAR,SHEOHAR,TARIYANI,970,13,0,2,0,0,15,985
BIHAR,SINGHBHUM EAST,BAHARAGORA,684,97,0,16,8,6,127,811
BIHAR,SINGHBHUM EAST,CHAKULIA,109,256,0,67,18,13,354,463
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,4,0,0,0,0,0,0,4
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,0,0,0,0,11,0,11,11
BIHAR,SINGHBHUM WEST,SARAIKELA,4,0,0,0,0,0,0,4
BIHAR,SITAMARHI,BAIRBANJYA,729,17,0,30,50,0,97,826
BIHAR,SITAMARHI,BAJAPATTI,695,2,0,1,0,3,6,701
BIHAR,SITAMARHI,BATHNAHA,2266,7,0,7,12,0,26,2292
BIHAR,SITAMARHI,BELSAND,639,0,0,0,0,0,0,639
BIHAR,SITAMARHI,BOKHARA,530,0,0,3,3,0,6,536
BIHAR,SITAMARHI,CHURAUT,249,0,0,0,0,1,1,250
BIHAR,SITAMARHI,DUMRA,1362,4,0,0,1,0,5,1367
BIHAR,SITAMARHI,MEJARGANJ,918,8,0,5,0,0,13,931
BIHAR,SITAMARHI,NANPUR,742,8,0,1,2,0,11,753
BIHAR,SITAMARHI,PARIHAR,392,7,0,55,17,1,80,472
BIHAR,SITAMARHI,PARSAUNI,636,8,0,0,3,0,11,647
BIHAR,SITAMARHI,PUPARI,575,1,0,0,0,1,2,577
BIHAR,SITAMARHI,RIGA,968,0,0,0,0,0,0,968
BIHAR,SITAMARHI,RUNISAIDPUR,1765,9,0,3,0,5,17,1782
BIHAR,SITAMARHI,SONBARSA,974,34,0,0,0,3,37,1011
BIHAR,SITAMARHI,SUPPI,872,50,0,4,17,1,72,944
BIHAR,SITAMARHI,SURSAND,198,15,0,1,2,0,18,216
BIHAR,SIWAN,ANDAR,1624,19,0,0,0,0,19,1643
BIHAR,SIWAN,BARHARIA,2380,1,0,16,0,1,18,2398
BIHAR,SIWAN,BASANTPUR,694,6,0,1,0,0,7,701
BIHAR,SIWAN,BHAGWANPUR GHAT,1713,0,0,1,0,0,1,1714
BIHAR,SIWAN,DARAULI,1921,0,0,5,0,0,5,1926
BIHAR,SIWAN,DARAUNDHA,2116,0,0,0,0,0,0,2116
BIHAR,SIWAN,GORAIKOTHI,1287,9,0,3,0,2,14,1301
BIHAR,SIWAN,GUTHANI,1448,0,0,0,0,1,1,1449
BIHAR,SIWAN,HUSSAINGANJ,1771,1,0,1,0,0,2,1773
BIHAR,SIWAN,LAKRI NABIGANJ,991,0,0,0,4,0,4,995
BIHAR,SIWAN,MAHRAJGANJ,1692,1,0,1,0,5,7,1699
BIHAR,SIWAN,MAIRWA,1960,0,0,0,0,1,1,1961
BIHAR,SIWAN,PACHRUKHI,2143,1,0,1,1,0,3,2146
BIHAR,SIWAN,RAGHUNATHPUR,1564,1,0,1,0,0,2,1566
BIHAR,SIWAN,SISWAN,1581,15,0,0,0,0,15,1596
BIHAR,SIWAN,SIWAN,1892,1,0,0,0,0,1,1893
BIHAR,SUPAUL,BASANTPUR,1246,0,0,0,7,0,7,1253
BIHAR,SUPAUL,CHHATAPUR,880,198,0,33,76,0,307,1187
BIHAR,SUPAUL,KISHANPUR,1667,0,0,0,1,0,1,1668
BIHAR,SUPAUL,MARAUNA,1076,0,0,2,0,0,2,1078
BIHAR,SUPAUL,NIRMALI,430,0,0,0,0,0,0,430
BIHAR,SUPAUL,PIPRA,1694,3,0,2,0,2,7,1701
BIHAR,SUPAUL,PRATAPGANJ,597,0,0,0,0,0,0,597
BIHAR,SUPAUL,RAGHOPUR,635,0,0,0,5,0,5,640
BIHAR,SUPAUL,SUPAUL,2752,0,0,0,118,8,126,2878
BIHAR,SUPAUL,TRIBANIGANJ,1885,16,0,4,1,0,21,1906
BIHAR,VAISHALI,BHAGWANPUR,1250,5,0,0,1,8,14,1264
BIHAR,VAISHALI,BIDUPUR,1264,5,0,6,0,0,11,1275
BIHAR,VAISHALI,CHEHRALALA,798,0,0,0,0,0,0,798
BIHAR,VAISHALI,GORAUL,921,8,0,3,0,0,11,932
BIHAR,VAISHALI,HAJIPUR,1693,13,0,10,0,0,23,1716
BIHAR,VAISHALI,JANDAHA,1841,17,0,3,5,0,25,1866
BIHAR,VAISHALI,LALGANJ,1457,5,0,1,0,0,6,1463
BIHAR,VAISHALI,MAHNAR,733,2,0,0,2,0,4,737
BIHAR,VAISHALI,MAHUA,2398,4,0,2,0,1,7,2405
BIHAR,VAISHALI,PATEHRIBELSAR,623,5,0,1,0,0,6,629
BIHAR,VAISHALI,PATEPUR,2742,22,0,7,1,0,30,2772
BIHAR,VAISHALI,PREMRAJ,654,10,0,0,0,0,10,664
BIHAR,VAISHALI,RAGHOPUR,1220,0,0,1,0,0,1,1221
BIHAR,VAISHALI,RAJAPAKAR,1010,0,0,2,0,1,3,1013
BIHAR,VAISHALI,SAHDAI BUZURG,1449,0,0,1,7,0,8,1457
BIHAR,VAISHALI,VAISHALI,1210,6,0,8,0,0,14,1224
GOA,NORTH GOA,SATARI,20,0,0,0,0,0,0,20
GOA,SOUTH GOA,CANACONA,3,0,0,0,0,1,1,4
GOA,SOUTH GOA,MORMUGAO,1,0,0,0,0,1,1,2
GOA,SOUTH GOA,SANGUEM,2,0,0,0,0,0,0,2
HARYANA,AMBALA,AMBALA,5373,0,0,0,0,9,9,5382
HARYANA,AMBALA,BARARA,3021,0,0,0,0,1,1,3022
HARYANA,AMBALA,NARAINGARH,6337,0,0,0,0,3,3,6340
HARYANA,BHIWANI,BAWANI KHERA,1341,0,0,0,0,0,0,1341
HARYANA,BHIWANI,BHIWANI KHERA,4775,0,0,0,0,35,35,4810
HARYANA,BHIWANI,DADRI,8691,0,0,0,0,198,198,8889
HARYANA,BHIWANI,LOHARU,2637,0,0,0,0,9,9,2646
HARYANA,BHIWANI,TOSHAM,786,0,0,0,0,0,0,786
HARYANA,FARIDABAD,BALLABHGARH,6510,0,0,0,0,9,9,6519
HARYANA,FARIDABAD,FARIDABAD,5068,0,0,0,0,8,8,5076
HARYANA,FARIDABAD,HATHIN,2691,0,0,0,0,3,3,2694
HARYANA,FARIDABAD,HODAL,1085,0,0,0,0,5,5,1090
HARYANA,FARIDABAD,PALWAL,10204,0,0,0,0,22,22,10226
HARYANA,GURGAON,FEROZEPUR JHARIKA,3473,0,0,0,0,0,0,3473
HARYANA,GURGAON,GURGAON,10354,0,0,0,0,23,23,10377
HARYANA,GURGAON,NUH,9519,0,0,0,0,7,7,9526
HARYANA,GURGAON,PUNHANA,5348,0,0,0,0,16,16,5364
HARYANA,HISAR,ADAMPUR,2059,0,0,0,0,2,2,2061
HARYANA,HISAR,FATEHABAD,9558,0,0,0,0,27,27,9585
HARYANA,HISAR,HANSI I,7462,0,0,0,0,18,18,7480
HARYANA,HISAR,HISAR I,11100,0,0,0,0,23,23,11123
HARYANA,HISAR,NARNAUND,1779,0,0,0,0,2,2,1781
HARYANA,HISAR,RATIA,5458,0,0,0,0,13,13,5471
HARYANA,HISAR,TOHANA,7864,0,0,0,0,7,7,7871
HARYANA,JIND,JIND,10788,0,0,0,0,10,10,10798
HARYANA,JIND,NARWANA,10552,0,0,0,0,16,16,10568
HARYANA,JIND,SAFIDON,8349,0,0,0,0,4,4,8353
HARYANA,KAITHAL,GUHALA,11573,0,0,0,0,14,14,11587
HARYANA,KAITHAL,KAITHAL,19178,0,0,0,0,200,200,19378
HARYANA,KARNAL,ASANDH,7707,0,0,0,0,65,65,7772
HARYANA,KARNAL,GHARAUNDA,12271,0,0,0,0,62,62,12333
HARYANA,KARNAL,INDRI,9692,0,0,0,0,55,55,9747
HARYANA,KARNAL,KARNAL,14388,0,0,0,0,127,127,14515
HARYANA,KARNAL,NILOKHERI,7894,0,0,0,0,41,41,7935
HARYANA,KURUKSHETRA,PEHOWA,11205,0,0,0,0,37,37,11242
HARYANA,KURUKSHETRA,SHAHBAD,6272,0,0,0,0,17,17,6289
HARYANA,KURUKSHETRA,THANESAR,18310,0,0,0,0,66,66,18376
HARYANA,MEHANDERGARH,MAHENDERGARH,13793,0,0,0,0,57,57,13850
HARYANA,MEHANDERGARH,NARNAUL,10356,0,0,0,0,24,24,10380
HARYANA,PANCHKULA,KALKA,456,0,0,0,0,0,0,456
HARYANA,PANCHKULA,PANCHKULA,727,0,0,0,0,0,0,727
HARYANA,PANIPAT,PANIPAT,18212,0,0,0,0,31,31,18243
HARYANA,PANIPAT,SMALKHA,8024,0,0,0,0,83,83,8107
HARYANA,RIWARI,BAWAL,3561,0,0,0,0,28,28,3589
HARYANA,RIWARI,NAHAR,4407,0,0,0,0,49,49,4456
HARYANA,RIWARI,RIWARI,15175,0,0,0,0,38,38,15213
HARYANA,ROHTAK,BAHADURGARH,8462,0,0,0,0,41,41,8503
HARYANA,ROHTAK,BERI,3384,0,0,0,0,4,4,3388
HARYANA,ROHTAK,JHAJJAR,22616,0,0,0,0,124,124,22740
HARYANA,ROHTAK,MEHAM,5056,0,0,0,0,0,0,5056
HARYANA,ROHTAK,ROHTAK,10929,0,0,0,0,39,39,10968
HARYANA,SIRSA,DABWALI,4834,0,0,0,0,29,29,4863
