-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical breakdown,Constraints in utilisation - Less water discharge,Constraints in utilisation - Storage siltation,Constraints in utilisation - Channel break down,Constraints in utilisation - Other reasons,Total,Total in use
ANDHRA PRADESH,NELLORE,VIDAVALUR,22,0,0,0,0,0,0,0,22
ANDHRA PRADESH,NELLORE,VINJAMUR,24,0,0,4,0,0,0,4,28
ANDHRA PRADESH,NIZAMABAD,BANSWADA,217,3,0,0,0,0,0,3,220
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,93,3,6,19,1,0,0,29,122
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,143,6,0,0,0,0,0,6,149
ANDHRA PRADESH,NIZAMABAD,BODHAN,55,0,0,0,0,0,0,0,55
ANDHRA PRADESH,NIZAMABAD,JUKKAL,8,0,0,0,0,0,0,0,8
ANDHRA PRADESH,NIZAMABAD,KOTGIRI,107,0,0,0,0,0,0,0,107
ANDHRA PRADESH,NIZAMABAD,LINGAMPET,51,13,0,0,4,0,0,17,68
ANDHRA PRADESH,NIZAMABAD,MADNUR,0,3,0,0,0,0,0,3,3
ANDHRA PRADESH,NIZAMABAD,MORTAD,78,0,0,0,0,0,0,0,78
ANDHRA PRADESH,NIZAMABAD,NAGA REDDIPET,112,31,0,1,2,0,0,34,146
ANDHRA PRADESH,NIZAMABAD,NIZAM SAGAR,30,295,1,0,0,0,0,296,326
ANDHRA PRADESH,NIZAMABAD,PITLAM,223,117,0,0,0,0,0,117,340
ANDHRA PRADESH,NIZAMABAD,YELLAREDDY,46,84,0,21,0,0,9,114,160
ANDHRA PRADESH,PRAKASAM,ADDANKI,11,0,0,23,0,0,1,24,35
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,1,0,0,6,0,0,0,6,7
ANDHRA PRADESH,PRAKASAM,BALLIKURUVA,6,0,0,2,0,0,0,2,8
ANDHRA PRADESH,PRAKASAM,CHADRASEKARAPURAM,68,0,0,16,0,0,0,16,84
ANDHRA PRADESH,PRAKASAM,CHIMAKURTHI,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,PRAKASAM,CHINAGANJAM,16,0,0,2,0,0,0,2,18
ANDHRA PRADESH,PRAKASAM,CHIRALA,14,0,0,0,0,0,0,0,14
ANDHRA PRADESH,PRAKASAM,INKOLLU,15,0,0,0,0,0,0,0,15
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,38,0,0,0,0,0,0,0,38
ANDHRA PRADESH,PRAKASAM,KANDUKUR,0,0,0,1,2,0,3,6,6
ANDHRA PRADESH,PRAKASAM,KANIGIRI,0,0,0,2,1,0,0,3,3
ANDHRA PRADESH,PRAKASAM,KARAMCHEDU,2,0,0,40,0,0,2,42,44
ANDHRA PRADESH,PRAKASAM,KONAKANAMITLA,16,0,0,0,0,0,0,0,16
ANDHRA PRADESH,PRAKASAM,KONDAPI,45,0,0,0,0,0,0,0,45
ANDHRA PRADESH,PRAKASAM,KORISAPADU,17,0,0,4,0,0,0,4,21
ANDHRA PRADESH,PRAKASAM,KOTHAPATNAM,7,0,0,1,0,0,0,1,8
ANDHRA PRADESH,PRAKASAM,KURICHEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,LINGASAMUDRAM,10,0,0,0,0,0,0,0,10
ANDHRA PRADESH,PRAKASAM,MADDIPADU,9,0,0,109,0,0,0,109,118
ANDHRA PRADESH,PRAKASAM,MARKAPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,MARTUR,55,0,0,0,0,0,0,0,55
ANDHRA PRADESH,PRAKASAM,MUNDLAMURU,23,1,0,0,0,0,0,1,24
ANDHRA PRADESH,PRAKASAM,NAGULUPPALAPADU,24,0,0,0,0,0,0,0,24
ANDHRA PRADESH,PRAKASAM,ONGOLE,8,0,0,17,0,0,0,17,25
ANDHRA PRADESH,PRAKASAM,PAMUR,31,0,0,0,7,0,0,7,38
ANDHRA PRADESH,PRAKASAM,PARCHUR,11,0,0,30,0,0,3,33,44
ANDHRA PRADESH,PRAKASAM,PEDACHERLOPALLE,269,0,0,1,0,0,0,1,270
ANDHRA PRADESH,PRAKASAM,PODILI,10,0,0,0,0,0,0,0,10
ANDHRA PRADESH,PRAKASAM,PONNALURU,17,0,0,2,0,0,0,2,19
ANDHRA PRADESH,PRAKASAM,SANTHAMAGULURU,10,0,0,0,0,0,0,0,10
ANDHRA PRADESH,PRAKASAM,SANTHANUTHLAPADU,50,0,0,11,0,0,0,11,61
ANDHRA PRADESH,PRAKASAM,SINGARAYAKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,TANGUTUR,49,0,0,8,0,0,0,8,57
ANDHRA PRADESH,PRAKASAM,THALLUR,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,PRAKASAM,TRIPURANTHAKAM,0,0,0,4,0,0,0,4,4
ANDHRA PRADESH,PRAKASAM,ULAVAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,VETAPALEM,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,PRAKASAM,VOLETIVARIPALEM,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,PRAKASAM,YEDDANAPUDI,0,0,0,79,0,0,0,79,79
ANDHRA PRADESH,PRAKASAM,ZARUGUMILLI,23,0,0,2,0,0,0,2,25
ANDHRA PRADESH,RANGAREDDY,BASHEERABAD,0,0,0,1,0,0,0,1,1
ANDHRA PRADESH,RANGAREDDY,GHATKESAR,97,0,0,35,0,0,0,35,132
ANDHRA PRADESH,RANGAREDDY,MARPALLE,45,0,0,12,0,0,0,12,57
ANDHRA PRADESH,RANGAREDDY,TANDUR,12,12,0,0,0,0,0,12,24
ANDHRA PRADESH,RANGAREDDY,UPPAL,14,0,1,32,0,0,0,33,47
ANDHRA PRADESH,SRIKAKULAM,BHAMINI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,ETCHERLA,5,1,0,0,0,0,0,1,6
ANDHRA PRADESH,SRIKAKULAM,GARA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,KOTHURU,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,SRIKAKULAM,L.N.PETA,0,0,1,0,0,0,0,1,1
ANDHRA PRADESH,SRIKAKULAM,MANDASA,0,0,0,1,0,0,0,1,1
ANDHRA PRADESH,SRIKAKULAM,MEILAPUTTI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,PALAKONDA,0,0,0,1,0,0,0,1,1
ANDHRA PRADESH,SRIKAKULAM,PATHAPATNAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,REGIDIAMADALAVALASA,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,SRIKAKULAM,SARAVAKOTA,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,SRIKAKULAM,SARUBUJJILI,0,0,0,1,0,0,0,1,1
ANDHRA PRADESH,SRIKAKULAM,SEETHAMPETA,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,SRIKAKULAM,SOMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SRIKAKULAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,VANGARA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,ANAKAPALLI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,ARAKU VALLEY,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,CHODAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,DUMBRIGUDA,0,0,3,0,0,0,0,3,3
ANDHRA PRADESH,VISAKHAPATNAM,HUKUMPETA,1,0,6,0,0,0,0,6,7
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,0,0,1,0,0,0,0,1,1
ANDHRA PRADESH,VISAKHAPATNAM,MUNAGAPAKA,25,0,0,0,0,0,0,0,25
ANDHRA PRADESH,VISAKHAPATNAM,PADERU,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,VISAKHAPATNAM,PENDURTHI,0,0,1,0,0,0,0,1,1
ANDHRA PRADESH,VIZIANAGARAM,BOBBILI,4,0,0,6,0,0,0,6,10
ANDHRA PRADESH,VIZIANAGARAM,DENKADA,1,0,0,1,0,0,0,1,2
ANDHRA PRADESH,VIZIANAGARAM,GUMMALAKSHMIPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,KURUPAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,MERAKAMUDIDAM,1,0,0,1,0,0,0,1,2
ANDHRA PRADESH,VIZIANAGARAM,NELLIMARLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,PUSAPATIREGA,15,0,0,1,0,0,0,1,16
ANDHRA PRADESH,VIZIANAGARAM,SALUR,4,0,0,0,0,0,0,0,4
ANDHRA PRADESH,VIZIANAGARAM,SEETHANAGARAM,27,23,0,3,45,0,54,125,152
ANDHRA PRADESH,WARANGAL,BHUPALPALLE,0,0,1,0,0,0,0,1,1
ANDHRA PRADESH,WARANGAL,CHENNARAOPET,3,0,0,0,0,0,0,0,3
ANDHRA PRADESH,WARANGAL,DORNAKAL,7,0,0,19,0,0,0,19,26
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,32,0,0,0,0,0,0,0,32
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,5,0,0,4,0,0,0,4,9
ANDHRA PRADESH,WARANGAL,GUDUR,23,0,0,2,0,0,0,2,25
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,68,1,1,0,0,0,0,2,70
ANDHRA PRADESH,WARANGAL,KURAVI,0,0,0,4,0,0,0,4,4
ANDHRA PRADESH,WARANGAL,MANGAPET,17,0,0,0,0,0,0,0,17
ANDHRA PRADESH,WARANGAL,TADVAI,9,0,0,15,0,0,0,15,24
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,0,0,0,12,0,0,0,12,12
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,69,0,1,0,0,0,0,1,70
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,0,1,0,1,0,0,0,2,2
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,0,18,0,0,0,0,0,18,18
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,7,0,0,0,0,0,0,0,7
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,22,1,0,0,0,0,0,1,23
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,94,5,1,0,1,0,0,7,101
ARUNACHAL PRADESH,DIBANG VALLEY,ROING-DAMBUK,0,0,3,0,0,0,0,3,3
ARUNACHAL PRADESH,LOHIT,NAMSAI-CHOWKHAM,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,TEZU-SUNPURA,0,0,2,0,0,0,0,2,2
ARUNACHAL PRADESH,TIRAP,NIAUSA,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SUBANSIRI,DAPORIJO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,UPPER SUBANSIRI,NACHO,0,0,1,0,0,0,0,1,1
ARUNACHAL PRADESH,WEST KAMENG,KALAKTANG,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST KAMENG,THRIZINO,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,WEST SIANG,BASAR,0,0,1,0,0,0,0,1,1
ASSAM,BARPETA,BARPETA,1,0,0,0,3,0,0,3,4
ASSAM,BARPETA,CHAK-CHAKA,0,0,0,0,2,0,0,2,2
ASSAM,BARPETA,CHENGA,0,0,1,0,0,0,0,1,1
ASSAM,BARPETA,GOBARDHANA,0,0,0,0,10,0,0,10,10
ASSAM,BARPETA,JALAH,0,0,0,0,1,0,0,1,1
ASSAM,BARPETA,RUPSI -PT,0,0,6,0,1,0,0,7,7
ASSAM,BONGAIGAON,BAITAMARI,0,0,0,0,0,160,0,160,160
ASSAM,BONGAIGAON,DANGTOLA,0,0,0,0,0,3,0,3,3
ASSAM,BONGAIGAON,MANIKPUR,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,SRIJANGRAM,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,TAPALARI,0,0,0,0,6,17,0,23,23
ASSAM,CACHAR,BARJALENGA,0,0,0,11,0,0,0,11,11
ASSAM,CACHAR,BAR-KHOLA,0,0,0,7,0,1,0,8,8
ASSAM,CACHAR,BASKANDI,0,0,0,0,1,0,1,2,2
ASSAM,CACHAR,BINNAPANDI PT.,7,0,0,0,0,0,0,0,7
ASSAM,CACHAR,KALAIN,0,0,0,0,0,2,13,15,15
ASSAM,CACHAR,KATIGORAH,0,0,0,0,0,0,8,8,8
ASSAM,CACHAR,LAKHIPUR,0,0,0,11,1,0,1,13,13
ASSAM,CACHAR,NARSINGPUR,0,0,15,0,0,3,0,18,18
ASSAM,CACHAR,PALANGHAT,0,0,2,0,0,0,0,2,2
ASSAM,CACHAR,RAJA BAZAR,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,SAL-CHAPRA,0,0,0,0,0,0,6,6,6
ASSAM,CACHAR,SILCHAR,1,0,0,70,0,2,0,72,73
ASSAM,CACHAR,SONAI,0,0,11,3,0,1,12,27,27
ASSAM,CACHAR,TAPANG,0,0,1,3,0,0,0,4,4
ASSAM,CACHAR,UDARBAND,10,0,0,0,0,1,12,13,23
ASSAM,DARRANG,DOLGAON-SIALMARI,0,0,0,0,1,0,0,1,1
ASSAM,DARRANG,KALAIGAON,0,0,0,0,0,1,1,2,2
ASSAM,DARRANG,KHIRABARI,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,PACHIM-MANGALDAI,0,0,0,0,0,1,0,1,1
ASSAM,DHEMAJI,MACH KHOWA,0,0,0,0,0,0,0,0,0
ASSAM,DHEMAJI,MSTD BLOCK,0,0,0,0,2,0,0,2,2
ASSAM,DHEMAJI,SISSIBOR GAON,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,BILASHI PARA,0,0,0,0,1,0,0,1,1
ASSAM,DHUBRI,CHAPAR-SALKOCHS,0,0,0,0,15,0,0,15,15
ASSAM,DHUBRI,DEBITOLA,0,0,0,0,3,0,0,3,3
ASSAM,DHUBRI,GOLOKGANJ,0,0,0,0,1,0,0,1,1
ASSAM,DHUBRI,JAMADARHAT,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,MANKACHAR,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,SOUTH SALMARA,0,0,0,0,0,0,0,0,0
ASSAM,DIBRUGARH,BARBARUA,0,0,0,0,1,0,0,1,1
ASSAM,DIBRUGARH,KHOWANG,0,0,0,0,2,0,0,2,2
ASSAM,GOALPARA,BALIJAN,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,JALESWAR,2,0,0,0,0,0,0,0,2
ASSAM,GOALPARA,KRISHNAI,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,KUSHDHAWA,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,LAKHIPUR,6,0,0,0,0,0,0,0,6
ASSAM,GOALPARA,MATIA,0,0,0,0,2,0,0,2,2
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,0,0,0,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,0,0,0,31,0,0,31,31
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,0,0,0,0,1,0,0,1,1
ASSAM,HAILAKANDI,HAILAKANDI,0,3,0,0,0,0,1,4,4
ASSAM,HAILAKANDI,LALA,0,2,1,0,0,0,5,8,8
ASSAM,HAILAKANDI,SOUTH HAILAKANDI,0,0,0,0,0,0,1,1,1
ASSAM,JORHAT,JORHAT NORTH WEST,0,7,0,0,0,2,0,9,9
ASSAM,JORHAT,KALIAPANI,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,MAJULI,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,UJANI MAJULI,1,0,0,0,3,0,0,3,4
ASSAM,KAMRUP,BONGAON,0,0,0,0,1,0,0,1,1
ASSAM,KAMRUP,CHAMARIA,0,0,0,0,0,3,0,3,3
ASSAM,KAMRUP,CHANDRAPUR,0,0,0,0,0,3,0,3,3
ASSAM,KAMRUP,CHHAYGAON,0,0,0,0,8,0,0,8,8
ASSAM,KAMRUP,DIMORIA,0,0,0,0,16,0,0,16,16
ASSAM,KAMRUP,GAROI MARI,0,0,0,0,31,0,0,31,31
ASSAM,KAMRUP,GORESWAR,0,0,0,0,0,1,0,1,1
ASSAM,KAMRUP,HAJO,0,0,0,0,0,18,0,18,18
ASSAM,KAMRUP,RANGIA,0,0,0,0,13,0,0,13,13
ASSAM,KAMRUP,SUALKUCHI,0,0,0,0,0,12,0,12,12
ASSAM,KARBIANGLONG,BOKAJAN,0,0,0,0,2,0,0,2,2
ASSAM,KARBIANGLONG,HOWRAGHAT,0,0,0,0,3,0,0,3,3
ASSAM,KARBIANGLONG,LONGSOMEPI,0,0,0,0,2,0,0,2,2
ASSAM,KARBIANGLONG,LUMBATANG,0,0,0,0,1,0,0,1,1
ASSAM,KARBIANGLONG,NILIP,0,0,0,0,2,0,0,2,2
ASSAM,KARBIANGLONG,RONGKHAG,0,0,0,0,12,0,0,12,12
ASSAM,KARIMGANJ,BADARPUR,0,0,0,0,8,0,0,8,8
ASSAM,KARIMGANJ,DULLV  CHERRA,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,PATHERKANDI,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,0,0,2,0,0,0,2,4,4
ASSAM,KOKRAJHAR,DOTOMA,2,2,6,6,15,15,0,44,46
ASSAM,KOKRAJHAR,GOSSAIGAON,2,0,0,1,0,0,0,1,3
ASSAM,KOKRAJHAR,KACHUGAON,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,KOKRAJHAR,1,0,0,1,1,0,1,3,4
ASSAM,LAKHIMPUR,BIHPURIA,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,0,0,0,13,0,0,13,13
ASSAM,LAKHIMPUR,NOWBOICHA,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,BHUR- BANDHA,0,0,0,0,2,0,0,2,2
ASSAM,MORIGAON,LAHORIGHAT,0,0,0,0,2,0,0,2,2
ASSAM,MORIGAON,MAYONG,0,0,0,0,0,32,0,32,32
ASSAM,NAGOAN,BAJIAGAON,7,0,0,0,1,4,0,5,12
ASSAM,NAGOAN,BARHAMPUR,9,0,0,0,0,4,2,6,15
ASSAM,NAGOAN,BATADRAWA,2,0,0,0,0,0,0,0,2
ASSAM,NAGOAN,BINNAKANDI,0,0,0,0,6,0,0,6,6
ASSAM,NAGOAN,DALONG GHAT,0,0,0,0,0,15,0,15,15
ASSAM,NAGOAN,JOGIJAN,3,0,0,2,2,0,2,6,9
ASSAM,NAGOAN,JURIA,3,0,0,0,2,0,0,2,5
ASSAM,NAGOAN,KALIABOR,2,0,0,0,0,0,0,0,2
ASSAM,NAGOAN,KATHITOLI,190,0,10,2,8,62,1,83,273
ASSAM,NAGOAN,KHAGARIJAN,0,0,0,0,1,0,0,1,1
ASSAM,NAGOAN,LIMDING DEV,22,0,0,0,0,0,26,26,48
ASSAM,NAGOAN,RAHA,0,0,0,0,4,0,0,4,4
ASSAM,NAGOAN,RUPAHI,0,0,0,0,2,0,0,2,2
ASSAM,NAGOAN,UDALI,30,0,0,0,0,0,0,0,30
ASSAM,NALBARI,BARKHETRI,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,BASKA,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,MADHUPUR,0,0,1,0,0,0,0,1,1
ASSAM,NALBARI,NAGRIJULI,1,0,0,0,2,0,0,2,3
ASSAM,NALBARI,PACHIM NALBARI,0,1,0,0,5,0,0,6,6
ASSAM,NALBARI,PUB-NALBARI,3,0,0,0,0,0,0,0,3
ASSAM,NALBARI,TAMULPUR,14,0,0,0,5,10,0,15,29
ASSAM,NALBARI,TIHU,0,0,0,0,0,0,0,0,0
ASSAM,NC HILLS,DIYANG VELLEY,0,0,0,0,0,2,0,2,2
ASSAM,SIBSAGAR,DEMOW,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,GOURISAGAR,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,NAZIRA,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,SIBSAGAR,6,0,1,0,0,0,0,1,7
ASSAM,SIBSAGAR,SONARI,0,0,0,0,0,2,0,2,2
ASSAM,SONITPUR,BAGHMARA,0,0,0,0,0,41,0,41,41
ASSAM,SONITPUR,BIHAGURI,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,BISHWANATH,0,0,0,0,1,0,0,1,1
ASSAM,SONITPUR,CHATIA,0,0,0,0,0,1,0,1,1
ASSAM,SONITPUR,DHEKIAJULI,0,0,0,0,2,0,0,2,2
ASSAM,SONITPUR,GABHARU,0,0,0,0,0,2,0,2,2
ASSAM,SONITPUR,PUB-CHAIDUAR,0,0,0,0,1,0,0,1,1
ASSAM,TINSUKIA,KAKAPATHAR,0,0,0,0,16,3,0,19,19
ASSAM,TINSUKIA,MARGHERITA,1,0,0,0,12,0,0,12,13
ASSAM,TINSUKIA,SADIYA,9,0,0,0,7,58,0,65,74
ASSAM,TINSUKIA,SAIKHOWA,0,0,0,0,0,7,0,7,7
BIHAR,AURANGABAD,AURANGABAD,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,BARUN,0,17,1,12,3,7,0,40,40
BIHAR,AURANGABAD,DAUDNAGAR,0,0,0,1,0,0,0,1,1
BIHAR,AURANGABAD,DEO,0,19,0,12,3,0,0,34,34
BIHAR,AURANGABAD,GOH,0,0,2,0,0,0,0,2,2
BIHAR,AURANGABAD,MADANPUR,0,0,4,0,0,0,0,4,4
BIHAR,AURANGABAD,OBRA,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,RAFIGANAJ,0,0,1,0,0,0,0,1,1
BIHAR,BANKA,BANKA,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,BELHAR,0,0,0,0,0,16,0,16,16
BIHAR,BANKA,BOUNSI,0,0,0,0,1,0,1,2,2
BIHAR,BANKA,CHANAN,0,1,12,76,5,18,10,122,122
BIHAR,BANKA,DHORAIYA,0,1,0,1,0,0,0,2,2
BIHAR,BANKA,KATORIYA,0,19,5,220,11,1,6,262,262
BIHAR,BEGUSARAI,BACHHAWARA,0,0,111,0,0,2,0,113,113
BIHAR,BEGUSARAI,BAKHRI,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,BEGUSARAI,0,0,0,0,0,13,0,13,13
BIHAR,BEGUSARAI,BHAGWANPUR,0,0,0,0,0,4,0,4,4
BIHAR,BEGUSARAI,BIRPUR,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,CH.BARIYARPUR,0,0,0,0,0,1,0,1,1
BIHAR,BEGUSARAI,DANDARI,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,GADHPURA,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,KHODAWANDPUR,0,2,0,0,0,0,0,2,2
BIHAR,BEGUSARAI,MANSOORCHAK,0,0,0,0,0,1,0,1,1
BIHAR,BEGUSARAI,NAWAKOTHI,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,S.KAMAL,0,0,0,0,71,17,0,88,88
BIHAR,BHAGALPUR,GOURADIH,0,0,0,3,0,0,0,3,3
BIHAR,BHAGALPUR,KHARIK,0,0,0,0,0,1,0,1,1
BIHAR,BHAGALPUR,SANHAULA,0,0,1,8,0,35,0,44,44
BIHAR,BHAGALPUR,SHAHKUND,0,0,0,3,3,1,0,7,7
BIHAR,BHAGALPUR,SULTANGANJ,0,0,0,4,0,0,0,4,4
BIHAR,BHOJPUR,JAGDISHPUR,0,0,0,0,0,0,0,0,0
BIHAR,BHOJPUR,SAHAR,0,0,0,0,0,6,0,6,6
BIHAR,BHOJPUR,SHAHPUR,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,BRAHMPUR,0,0,1,0,0,0,0,1,1
BIHAR,BUXAR,BUXAR,0,0,2,0,0,0,0,2,2
BIHAR,BUXAR,DUMRAON,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,BAHERI,0,3,0,0,0,0,0,3,3
BIHAR,DARBHANGA,BIRAUL,0,1,0,0,0,0,0,1,1
BIHAR,DARBHANGA,DARBHANGA,0,4,2,6,2,0,21,35,35
BIHAR,DARBHANGA,GAURA BAURAM,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,KEOTI RUNWAY,0,0,0,2,0,5,19,26,26
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,0,0,2,0,0,0,0,2,2
BIHAR,DARBHANGA,MANIGACHHI,0,32,15,20,10,8,26,111,111
BIHAR,DARBHANGA,SINGHWARA,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,TARDIH,0,7,9,3,74,1,17,111,111
BIHAR,EAST CHAMPARAN,ADAPUR,0,0,0,0,0,5,0,5,5
BIHAR,EAST CHAMPARAN,AREARAJ,0,0,1,0,0,8,1,10,10
BIHAR,EAST CHAMPARAN,BANKATWA,0,0,1,0,0,0,0,1,1
BIHAR,EAST CHAMPARAN,CHAURADANO,0,0,1,0,0,44,0,45,45
BIHAR,EAST CHAMPARAN,GHORASAHAN,0,0,2,0,0,0,0,2,2
BIHAR,EAST CHAMPARAN,HARSIDHI,0,1,0,0,0,1,0,2,2
BIHAR,EAST CHAMPARAN,KALYANPUR,0,0,0,0,0,5,1,6,6
BIHAR,EAST CHAMPARAN,KESARIA,0,0,0,2,0,0,0,2,2
BIHAR,EAST CHAMPARAN,MOTIHARI,0,0,10,0,0,0,0,10,10
BIHAR,EAST CHAMPARAN,PAKRIDYAL,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,RAMGARHWA,0,0,1,0,0,0,0,1,1
BIHAR,EAST CHAMPARAN,RAXAUL,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,TETARIA,0,0,0,0,0,0,0,0,0
BIHAR,EAST CHAMPARAN,TURKAULIA,0,0,0,0,0,0,0,0,0
