-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical breakdown,Constraints in utilisation - Less water discharge,Constraints in utilisation - Storage siltation,Constraints in utilisation - Channel break down,Constraints in utilisation - Other reasons,Total,Total in use
GUJARAT,VALSAD,PARDI,40,0,0,0,0,0,6,6,46
GUJARAT,VALSAD,UMBERGAON,31,0,0,0,0,0,0,0,31
GUJARAT,VALSAD,VALSAD,49,0,0,0,0,0,0,0,49
HARYANA,BHIWANI,BADHRA,0,47,0,2,23,0,0,72,72
HARYANA,BHIWANI,BAWANI-KHERA,0,0,0,0,12,0,0,12,12
HARYANA,BHIWANI,BHIWANI,0,0,0,0,66,0,0,66,66
HARYANA,BHIWANI,DADRI-I,0,0,0,0,58,0,0,58,58
HARYANA,BHIWANI,DADRI-II,0,0,0,0,38,0,0,38,38
HARYANA,BHIWANI,KURU,0,0,0,0,10,0,0,10,10
HARYANA,BHIWANI,LOHARU,0,31,0,0,0,0,0,31,31
HARYANA,BHIWANI,SIWANI,0,0,0,0,23,0,0,23,23
HARYANA,BHIWANI,TOSHAM,0,0,0,0,9,0,0,9,9
HARYANA,FATEHABAD,TOHANA,0,0,0,0,90,0,0,90,90
HARYANA,PANCHKULA,MORNI,0,0,0,0,135,0,0,135,135
HARYANA,PANCHKULA,PINJORE,0,0,0,0,7,1,1,9,9
HARYANA,SIRSA,BARAGUDHA,0,10,1,1,17,0,0,29,29
HARYANA,SONEPAT,GANAUR,0,4,5,11,17,0,0,37,37
HIMACHAL PRADESH,Bilaspur,BILASPUR SADAR,4,0,0,0,4,0,2,6,10
HIMACHAL PRADESH,Bilaspur,GHUMARWIN,38,0,0,0,1,0,0,1,39
HIMACHAL PRADESH,Bilaspur,JHANDUTA,23,6,0,0,0,1,0,7,30
HIMACHAL PRADESH,Bilaspur,NAINA DEVI (ST),6,0,0,0,0,0,0,0,6
HIMACHAL PRADESH,Chamba,Bhattiyat,0,0,0,1,0,0,0,1,1
HIMACHAL PRADESH,Chamba,Chamba,1,0,0,0,0,0,0,0,1
HIMACHAL PRADESH,Chamba,Chaurah,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Chamba,Dalhousie,0,0,0,0,0,0,1,1,1
HIMACHAL PRADESH,Chamba,Sihunta,2,0,0,1,0,0,0,1,3
HIMACHAL PRADESH,Hamirpur,BARSAR,1,0,0,3,0,0,0,3,4
HIMACHAL PRADESH,Hamirpur,BHORANJ,4,0,0,0,0,0,0,0,4
HIMACHAL PRADESH,Hamirpur,BIJHARI (SUB-TEHSIL),18,0,0,0,0,0,1,1,19
HIMACHAL PRADESH,Hamirpur,HAMIRPUR,15,0,0,1,0,2,0,3,18
HIMACHAL PRADESH,Hamirpur,NADAUN,35,0,0,0,0,1,1,2,37
HIMACHAL PRADESH,Hamirpur,TIHRA SUJANPUR,5,0,0,1,0,10,3,14,19
HIMACHAL PRADESH,Kangra,BAIJNATH,4,0,2,0,2,0,0,4,8
HIMACHAL PRADESH,Kangra,BAROH,0,0,0,0,0,0,3,3,3
HIMACHAL PRADESH,Kangra,DERA GOPIPUR,2,0,6,17,1,0,9,33,35
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),5,0,0,0,0,0,0,0,5
HIMACHAL PRADESH,Kangra,INDORA,3,0,0,0,0,0,0,0,3
HIMACHAL PRADESH,Kangra,JAISINGHPUR,6,0,0,1,0,0,2,3,9
HIMACHAL PRADESH,Kangra,JASWAN,1,0,0,1,0,0,0,1,2
HIMACHAL PRADESH,Kangra,JAWALI,11,0,0,1,0,0,0,1,12
HIMACHAL PRADESH,Kangra,KANGRA,2,0,0,0,0,2,0,2,4
HIMACHAL PRADESH,Kangra,NURPUR,21,0,1,1,1,0,0,3,24
HIMACHAL PRADESH,Kangra,PALAMPUR,7,0,0,0,0,0,0,0,7
HIMACHAL PRADESH,Kangra,RAKKAR (ST),0,0,0,2,1,0,0,3,3
HIMACHAL PRADESH,Kangra,THURAL (ST),3,0,2,1,0,0,0,3,6
HIMACHAL PRADESH,Kullu,ANI (ST),2,0,0,0,0,0,0,0,2
HIMACHAL PRADESH,Kullu,KULLU,2,1,2,1,0,0,3,7,9
HIMACHAL PRADESH,Lahul & Spiti,UDAIPUR (ST),3,0,0,0,0,0,0,0,3
HIMACHAL PRADESH,Mandi,AUT (ST),0,0,4,0,0,0,0,4,4
HIMACHAL PRADESH,Mandi,BALDWARA (ST),7,0,0,0,0,0,0,0,7
HIMACHAL PRADESH,Mandi,DHARAMPUR (ST),2,0,0,0,1,0,0,1,3
HIMACHAL PRADESH,Mandi,JOGINDARNAGAR,2,0,1,0,0,0,0,1,3
HIMACHAL PRADESH,Mandi,KARSOG,0,0,0,0,1,0,0,1,1
HIMACHAL PRADESH,Mandi,MANDI,14,0,5,1,1,0,9,16,30
HIMACHAL PRADESH,Mandi,PADHAR,0,0,0,1,0,0,1,2,2
HIMACHAL PRADESH,Mandi,SARKAGHAT,2,0,0,0,0,0,0,0,2
HIMACHAL PRADESH,Mandi,SUNDARNAGAR,4,1,0,6,0,0,0,7,11
HIMACHAL PRADESH,Shimla,CHAUPAL,1,0,0,0,0,0,0,0,1
HIMACHAL PRADESH,Shimla,JUBBAL,2,0,0,0,0,0,0,0,2
HIMACHAL PRADESH,Shimla,ROHRU,0,0,0,0,0,0,3,3,3
HIMACHAL PRADESH,Shimla,SEONI,1,0,2,0,1,0,0,3,4
HIMACHAL PRADESH,Shimla,THEOG,6,1,0,0,0,0,2,3,9
HIMACHAL PRADESH,Sirmaur,DADAHU (ST),2,0,0,0,0,0,0,0,2
HIMACHAL PRADESH,Sirmaur,NAHAN,2,5,0,17,1,0,0,23,25
HIMACHAL PRADESH,Sirmaur,PACHHAD,0,0,0,0,1,0,1,2,2
HIMACHAL PRADESH,Sirmaur,PAJHAUTA,0,0,0,0,1,0,0,1,1
HIMACHAL PRADESH,Sirmaur,PAONTA SAHIB,3,2,5,0,28,0,7,42,45
HIMACHAL PRADESH,Sirmaur,RAJGARH,8,0,0,1,0,0,1,2,10
HIMACHAL PRADESH,Sirmaur,RENUKA,0,0,0,0,0,1,0,1,1
HIMACHAL PRADESH,Solan,ARKI,6,3,0,0,0,0,0,3,9
HIMACHAL PRADESH,Solan,KANDAGHAT,6,1,4,5,3,0,0,13,19
HIMACHAL PRADESH,Solan,KRISHANGARH (ST),0,0,0,0,2,0,0,2,2
HIMACHAL PRADESH,Solan,NALAGARH,13,19,0,38,24,1,8,90,103
HIMACHAL PRADESH,Solan,RAMSHAHR (ST),3,0,0,3,0,0,2,5,8
HIMACHAL PRADESH,Solan,SOLAN,11,2,0,0,0,0,24,26,37
HIMACHAL PRADESH,Una,AMB,4,0,0,0,5,0,0,5,9
HIMACHAL PRADESH,Una,BANGANA,4,0,0,0,0,0,0,0,4
HIMACHAL PRADESH,Una,UNA,0,0,0,0,19,0,2,21,21
JAMMU & KASHMIR,ANANTNAG,ACHABAL,1,0,0,1,0,0,0,1,2
JAMMU & KASHMIR,ANANTNAG,DACHNIPORA,2,0,0,0,0,0,0,0,2
JAMMU & KASHMIR,ANANTNAG,LARKI PORA,1,0,0,0,0,0,0,0,1
JAMMU & KASHMIR,ANANTNAG,QAIMOH,1,0,0,0,2,1,0,3,4
JAMMU & KASHMIR,BADGAM,B.K. PORA,16,0,0,0,0,1,0,1,17
JAMMU & KASHMIR,BADGAM,BUDGAM,7,0,0,0,0,0,0,0,7
JAMMU & KASHMIR,BADGAM,CHADOORA,3,3,1,0,0,5,0,9,12
JAMMU & KASHMIR,BADGAM,KHANSAHIB,6,0,0,3,0,9,0,12,18
JAMMU & KASHMIR,BADGAM,NAGAM,4,0,0,1,0,0,0,1,5
JAMMU & KASHMIR,BADGAM,TEH. CHADOORA,19,0,0,1,0,0,0,1,20
JAMMU & KASHMIR,BARAMULLA,AJAS,0,0,0,4,0,0,0,4,4
JAMMU & KASHMIR,BARAMULLA,BARAMULLA,8,0,0,2,0,0,1,3,11
JAMMU & KASHMIR,BARAMULLA,BONIYAR,5,0,0,0,0,0,0,0,5
JAMMU & KASHMIR,BARAMULLA,DANGIWACHA,0,1,0,0,0,0,0,1,1
JAMMU & KASHMIR,BARAMULLA,GUNDI SADERKOOT,2,0,0,2,0,0,0,2,4
JAMMU & KASHMIR,BARAMULLA,GUREZ,1,0,0,0,0,0,0,0,1
JAMMU & KASHMIR,BARAMULLA,HAJIN,19,19,0,10,0,0,0,29,48
JAMMU & KASHMIR,BARAMULLA,KOSUM BAGH,2,0,0,2,0,0,0,2,4
JAMMU & KASHMIR,BARAMULLA,PATTAN,41,0,1,1,0,2,21,25,66
JAMMU & KASHMIR,BARAMULLA,SAFA PORA,0,0,0,1,0,0,0,1,1
JAMMU & KASHMIR,BARAMULLA,SOPORE,1,1,0,0,0,0,0,1,2
JAMMU & KASHMIR,BARAMULLA,SUMBAL,5,6,0,20,0,0,0,26,31
JAMMU & KASHMIR,DODA,PADDAR,20,0,0,0,0,0,0,0,20
JAMMU & KASHMIR,JAMMU,MARH,4,0,0,0,0,0,0,0,4
JAMMU & KASHMIR,JAMMU,R. S. PURA,0,0,0,1,0,1,0,2,2
JAMMU & KASHMIR,JAMMU,SAMBA,0,0,0,0,0,0,1,1,1
JAMMU & KASHMIR,KATHUA,BARNOTI,8,0,0,0,0,0,0,0,8
JAMMU & KASHMIR,KATHUA,BILLAWAR,8,0,0,0,0,0,0,0,8
JAMMU & KASHMIR,KATHUA,GHAGWAL,8,0,0,0,0,0,0,0,8
JAMMU & KASHMIR,KATHUA,HIRANAGAR,1,3,0,0,0,0,0,3,4
JAMMU & KASHMIR,KATHUA,KATHUA,22,0,0,0,0,0,0,0,22
JAMMU & KASHMIR,KATHUA,TEH. HIRANAGAR,1,0,0,0,0,0,0,0,1
JAMMU & KASHMIR,KUPWARA,SOGAM,1,0,0,0,0,0,0,0,1
JAMMU & KASHMIR,POONCH,POONCH,2,0,0,0,0,0,0,0,2
JAMMU & KASHMIR,PULWAMA,KAKAPORA,2,0,0,3,1,0,2,6,8
JAMMU & KASHMIR,PULWAMA,PAMPORE,4,10,1,0,1,3,0,15,19
JAMMU & KASHMIR,PULWAMA,PULWAMA,3,1,0,6,1,0,0,8,11
JAMMU & KASHMIR,PULWAMA,SHOPIAN,0,0,0,0,1,0,0,1,1
JAMMU & KASHMIR,PULWAMA,TRAL,5,0,0,1,1,0,0,2,7
JAMMU & KASHMIR,RAJOURI,NOWSHERA,1,0,0,0,0,0,0,0,1
JAMMU & KASHMIR,RAJOURI,RAJOURI,2,0,0,0,0,0,0,0,2
JAMMU & KASHMIR,RAJOURI,SUNDERBANI,3,0,0,0,0,0,0,0,3
JAMMU & KASHMIR,SRINAGAR,LAR,2,0,0,1,0,0,0,1,3
JAMMU & KASHMIR,SRINAGAR,SRINAGAR,73,0,0,3,0,0,1,4,77
JAMMU & KASHMIR,UDHAMPUR,POUNI,0,1,0,0,0,0,0,1,1
JAMMU & KASHMIR,UDHAMPUR,REASI,0,1,0,0,0,0,0,1,1
JAMMU & KASHMIR,UDHAMPUR,UDHAMPUR,0,0,1,1,0,0,0,2,2
JHARKHAND,BOKARO,CHANDANKIYARI,0,0,0,4,0,0,0,4,4
JHARKHAND,BOKARO,CHAS,0,0,1,417,0,0,0,418,418
JHARKHAND,BOKARO,KASMAR,0,0,6,82,0,0,0,88,88
JHARKHAND,CHATRA,CHATRA,0,0,0,3,0,0,0,3,3
JHARKHAND,CHATRA,GIDHAUR,0,0,0,1,0,0,0,1,1
JHARKHAND,CHATRA,HANTARGANJ,0,0,0,11,0,0,0,11,11
JHARKHAND,CHATRA,LAWALONG,0,0,0,8,0,0,0,8,8
JHARKHAND,CHATRA,PRATAPPUR,0,0,0,11,0,0,0,11,11
JHARKHAND,CHATRA,SIMARIA,0,0,0,30,0,0,0,30,30
JHARKHAND,CHATRA,TANDVA,0,0,0,10,0,0,0,10,10
JHARKHAND,DEOGHAR,DEOGHAR,0,0,9,109,11,0,0,129,129
JHARKHAND,DEOGHAR,DEVIPUR,0,0,4,4,4,0,0,12,12
JHARKHAND,DEOGHAR,KAROO,0,12,0,0,3,0,0,15,15
JHARKHAND,DEOGHAR,MADHUPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,MOHANPUR,0,0,0,6,22,0,2,30,30
JHARKHAND,DEOGHAR,PALOJORI,0,0,0,2,0,0,0,2,2
JHARKHAND,DEOGHAR,SARATH,0,0,2,1,2,0,0,5,5
JHARKHAND,DEOGHAR,SARRAMA,0,0,0,0,2,0,2,4,4
JHARKHAND,DHANBAD,BALIYAPUR,0,1,0,347,57,0,1,406,406
JHARKHAND,DHANBAD,DHANBAD,0,0,0,3,1,0,0,4,4
JHARKHAND,DHANBAD,GOBINDPUR,0,0,0,2,0,0,0,2,2
JHARKHAND,DHANBAD,JHARIYA,0,0,0,1,2,0,0,3,3
JHARKHAND,DHANBAD,NIRSA,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,TOPCHANCHI,0,1,2,35,41,0,2,81,81
JHARKHAND,DHANBAD,TUNDI,0,1,8,18,4,0,1,32,32
JHARKHAND,DUMKA,DUMKA,0,0,4,3,0,0,0,7,7
JHARKHAND,DUMKA,GOPIKANDAR,0,0,0,1,0,0,0,1,1
JHARKHAND,DUMKA,JAMA,0,0,0,7,2,0,0,9,9
JHARKHAND,DUMKA,JARMUNDI,0,0,0,11,0,0,6,17,17
JHARKHAND,DUMKA,KATIKUND,0,0,0,59,76,0,0,135,135
JHARKHAND,DUMKA,MASALIA,0,0,0,5,1,1,1,8,8
JHARKHAND,DUMKA,RAMGARH,0,13,3,12,12,0,0,40,40
JHARKHAND,DUMKA,RANESHWAR,0,123,12,350,126,0,3,614,614
JHARKHAND,DUMKA,SAREYAHAT,0,0,0,0,11,0,0,11,11
JHARKHAND,DUMKA,SHIKARIPADA,0,0,23,232,304,3,78,640,640
JHARKHAND,GARHWA,BHANDARIYA,0,0,0,0,2,0,0,2,2
JHARKHAND,GARHWA,BHAVNATHPUR,0,0,2,0,0,0,0,2,2
JHARKHAND,GARHWA,CHINIYA,0,0,0,13,0,0,0,13,13
JHARKHAND,GARHWA,DANDAI,0,4,0,0,0,0,0,4,4
JHARKHAND,GARHWA,DHURAKI,0,1,0,0,16,0,0,17,17
JHARKHAND,GARHWA,GADAWA,0,0,0,6,0,0,0,6,6
JHARKHAND,GARHWA,KHARAUNDI,0,0,0,0,1,0,0,1,1
JHARKHAND,GARHWA,MANJHIAON,0,1,0,1,0,0,0,2,2
JHARKHAND,GARHWA,MERAL,0,1,0,0,0,0,0,1,1
JHARKHAND,GARHWA,NAGAR UTARI,0,5,1,3,8,0,0,17,17
JHARKHAND,GARHWA,RAMNA,0,0,0,0,19,0,0,19,19
JHARKHAND,GARHWA,RANKA,0,0,1,16,17,0,0,34,34
JHARKHAND,GIRIDIH,BAGODAR,0,7,1,2,37,0,0,47,47
JHARKHAND,GIRIDIH,BENGABAD,0,2,2,39,48,2,19,112,112
JHARKHAND,GIRIDIH,BIRNI,0,0,0,0,6,0,0,6,6
JHARKHAND,GIRIDIH,DHANWAR,0,0,0,0,3,0,0,3,3
JHARKHAND,GIRIDIH,DUMARI,0,0,0,4,22,0,0,26,26
JHARKHAND,GIRIDIH,GANDEY,0,0,0,39,0,0,0,39,39
JHARKHAND,GIRIDIH,GAWA,0,0,0,5,1,0,0,6,6
JHARKHAND,GIRIDIH,GIRIDIH,0,0,1,1,16,0,0,18,18
JHARKHAND,GIRIDIH,JAMUA,0,0,0,1,14,0,2,17,17
JHARKHAND,GIRIDIH,TISRI,0,0,0,89,6,0,0,95,95
JHARKHAND,GODDA,GODDA,0,0,0,5,0,0,0,5,5
JHARKHAND,GODDA,SUNDER PAHARI,0,0,0,3,0,0,0,3,3
JHARKHAND,GUMLA,BISHUNPUR,0,0,0,1,0,0,0,1,1
JHARKHAND,GUMLA,CHAINPUR,0,0,0,10,0,0,0,10,10
JHARKHAND,GUMLA,DUMRI,0,0,0,0,34,0,0,34,34
JHARKHAND,GUMLA,GHAGHRA,0,0,1,0,1,0,0,2,2
JHARKHAND,GUMLA,GUMLA,0,0,1,11,14,0,0,26,26
JHARKHAND,GUMLA,PALKOT,0,0,0,0,112,0,0,112,112
JHARKHAND,GUMLA,SISAI,0,0,0,0,1,0,0,1,1
JHARKHAND,HAZARIBAGH,BARHI,0,0,0,1,0,0,0,1,1
JHARKHAND,HAZARIBAGH,BARKAGAON,0,0,0,0,60,0,0,60,60
JHARKHAND,HAZARIBAGH,BARKATTA,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,CHOUPARAN,0,0,0,3,3,0,0,6,6
JHARKHAND,HAZARIBAGH,CHURCHU,0,0,1,5,0,0,0,6,6
JHARKHAND,HAZARIBAGH,GANDARI,0,0,0,4,10,0,0,14,14
JHARKHAND,HAZARIBAGH,GOLA,0,2,0,0,0,0,0,2,2
JHARKHAND,HAZARIBAGH,HAZARIBAGH,0,0,0,1,1,0,0,2,2
JHARKHAND,HAZARIBAGH,ICHAK,0,0,2,0,0,0,0,2,2
JHARKHAND,HAZARIBAGH,KATKAMSANDI,0,0,5,0,52,0,0,57,57
JHARKHAND,HAZARIBAGH,PADMA,0,0,1,0,1,0,0,2,2
JHARKHAND,HAZARIBAGH,PATRATU,0,1,0,0,0,0,0,1,1
JHARKHAND,HAZARIBAGH,RAMGARH,0,0,0,8,0,0,0,8,8
JHARKHAND,HAZARIBAGH,VISHNUGARH,0,2,0,0,1,0,0,3,3
JHARKHAND,JAMTARA,JAMTARA,0,1,7,188,555,0,6,757,757
JHARKHAND,JAMTARA,KUNDHIT,0,35,22,241,1023,2,9,1332,1332
JHARKHAND,JAMTARA,NALA,0,5,0,201,681,11,3,901,901
JHARKHAND,JAMTARA,NARAYANPUR,0,0,14,1,24,0,0,39,39
JHARKHAND,KODERMA,CHANDWARA,0,0,0,3,0,0,0,3,3
JHARKHAND,KODERMA,KODERMA,0,0,0,0,3,0,0,3,3
JHARKHAND,KODERMA,MARKATCHHO,0,0,2,0,4,0,0,6,6
JHARKHAND,LATEHAR,BALUMATH,0,2,14,41,31,0,1,89,89
JHARKHAND,LATEHAR,BARWADIH,0,0,1,69,24,0,0,94,94
JHARKHAND,LATEHAR,GARU,0,1,0,20,2,0,0,23,23
JHARKHAND,LATEHAR,LATEHAR,0,22,0,64,30,0,18,134,134
JHARKHAND,LATEHAR,MAHUATAND,0,0,0,0,5,0,0,5,5
JHARKHAND,LATEHAR,MANIKA,0,10,2,6,4,0,0,22,22
JHARKHAND,LOHARDAGA,BHANDRA,0,0,0,2,0,0,0,2,2
JHARKHAND,LOHARDAGA,KUDU,0,0,0,0,1,0,4,5,5
JHARKHAND,LOHARDAGA,LOHARDAGA,0,0,0,72,15,0,0,87,87
JHARKHAND,PAKUR,HIRANPUR,0,0,8,0,1,0,0,9,9
JHARKHAND,PAKUR,LITTIPARA,0,0,2,6,12,0,0,20,20
JHARKHAND,PAKUR,MAHESHPUR,0,0,5,3,0,0,0,8,8
JHARKHAND,PAKUR,PAKUR,0,1,3,77,109,0,17,207,207
JHARKHAND,PAKUR,PAKURIYA,0,1,0,5,6,2,1,15,15
JHARKHAND,PALAMU,BISHRAMPUR,0,0,4,4,2,0,0,10,10
JHARKHAND,PALAMU,HARIHARGANJ,0,0,0,0,2,0,0,2,2
JHARKHAND,PALAMU,LESLIGANJ,0,0,0,0,4,0,0,4,4
JHARKHAND,PALAMU,PANKI,0,0,0,0,4,0,0,4,4
JHARKHAND,PALAMU,SATBARWA,0,0,0,0,5,0,0,5,5
JHARKHAND,RANCHI,BUNDU,0,0,0,0,2,0,0,2,2
JHARKHAND,RANCHI,KANKE,0,0,0,20,0,0,0,20,20
JHARKHAND,RANCHI,KARRA,0,0,0,1,0,0,0,1,1
JHARKHAND,RANCHI,KHUNTI,0,0,4,23,33,0,0,60,60
JHARKHAND,RANCHI,LAPUNG,0,0,0,8,18,0,0,26,26
JHARKHAND,RANCHI,MANDAR,0,0,0,13,3,0,0,16,16
JHARKHAND,RANCHI,MURHU,0,0,0,0,3,0,0,3,3
JHARKHAND,RANCHI,ORMANJHI,0,0,0,6,1,0,0,7,7
JHARKHAND,RANCHI,RATU,0,0,5,47,23,0,0,75,75
JHARKHAND,RANCHI,SILLI,0,0,0,0,1,0,0,1,1
JHARKHAND,RANCHI,SONAHATU,0,21,0,16,30,0,0,67,67
JHARKHAND,RANCHI,TAMAR,0,0,2,19,64,0,0,85,85
JHARKHAND,SAHEBGANJ,BARHARWA,0,7,42,77,1105,2,0,1233,1233
JHARKHAND,SAHEBGANJ,BARHET,0,0,2,84,99,2,0,187,187
JHARKHAND,SAHEBGANJ,BORIYO,0,0,0,12,10,0,0,22,22
JHARKHAND,SAHEBGANJ,MANDHARI,0,0,0,0,0,0,2,2,2
JHARKHAND,SAHEBGANJ,PATANA,0,0,11,270,31,0,1,313,313
JHARKHAND,SAHEBGANJ,RAJMAHAL,0,3,0,64,129,0,27,223,223
JHARKHAND,SAHEBGANJ,TALJHARI,0,0,0,0,1,0,0,1,1
JHARKHAND,SAHEBGANJ,UDHAWA,0,0,0,211,230,1,0,442,442
JHARKHAND,SARAIKELA,CHANDIL,0,0,3,2,5,3,0,13,13
JHARKHAND,SARAIKELA,GAMHARIYA,0,2,3,9,4,0,0,18,18
JHARKHAND,SARAIKELA,KHARSAVA,0,0,5,0,0,0,1,6,6
JHARKHAND,SARAIKELA,KUCHAI,0,0,0,0,1,2,0,3,3
JHARKHAND,SARAIKELA,NIMDIH,0,0,0,25,49,0,0,74,74
JHARKHAND,SARAIKELA,RAJNAGAR,0,0,4,0,65,0,1,70,70
JHARKHAND,SARAIKELA,SARAIKELA,0,2,4,4,5,0,0,15,15
JHARKHAND,SIMDEGA,BANO,0,0,0,0,0,0,2,2,2
JHARKHAND,SIMDEGA,KOLBA,0,4,0,0,0,0,0,4,4
JHARKHAND,SIMDEGA,KOLEBIRA,0,0,0,0,5,0,0,5,5
JHARKHAND,SIMDEGA,KURDEG,0,0,0,2,20,0,0,22,22
JHARKHAND,SIMDEGA,SIMDEGA,0,0,0,3,6,0,0,9,9
JHARKHAND,SIMDEGA,THETHAI TANGAR,0,0,1,28,19,0,0,48,48
JHARKHAND,WEST SINGHBHUM,BANDGAON,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,CHAKARDHARPUR,0,0,0,11,4,1,0,16,16
JHARKHAND,WEST SINGHBHUM,GOILKERA,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,JAGANATHPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,JHIKPANI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,KHUNTPANI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,KUMAR DUNGI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,MAJHGAON,0,0,0,3,1,0,0,4,4
JHARKHAND,WEST SINGHBHUM,MANJHARI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,MANOHARPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,NOWAMUNDI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,SADAR CHAIBASA,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,SHONUWA,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,TANATNAGAR,0,0,0,0,0,0,0,0,0
KARNATAKA,Bagalkote,BADAMI,634,274,0,1,0,2,0,277,911
KARNATAKA,Bagalkote,BAGALKOTE,11,66,1,0,538,448,0,1053,1064
KARNATAKA,Bagalkote,BILGI,4,1873,6,1,24,1,0,1905,1909
KARNATAKA,Bagalkote,HUNGUND,395,172,0,628,11,4,74,889,1284
KARNATAKA,Bagalkote,JAMAKHANDI,2599,1593,0,3,24,22,181,1823,4422
KARNATAKA,Bagalkote,MUDHOL,578,699,8,79,91,262,259,1398,1976
KARNATAKA,Bangalore,ANEKAL,34,1,0,0,12,1,37,51,85
KARNATAKA,Bangalore,BANGALORE EAST,0,0,0,0,0,182,0,182,182
KARNATAKA,Bangalore,BANGALORE SOUTH,0,3,0,0,0,26,0,29,29
KARNATAKA,Bangalore Rural,DODDBALLAPUR,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore Rural,HOSKOTE,0,1,0,0,0,0,0,1,1
KARNATAKA,Bangalore Rural,KANAKAPURA,602,87,1,0,2,45,109,244,846
KARNATAKA,Bangalore Rural,MAGADI,0,3,0,0,0,1,9,13,13
KARNATAKA,Bangalore Rural,RAMANAGARA,0,4,0,3,0,0,0,7,7
KARNATAKA,Belgaum,ATHANI,2821,32,0,1,0,0,60,93,2914
KARNATAKA,Belgaum,BAILAHONGAL,0,11,0,90,13,9,0,123,123
KARNATAKA,Belgaum,BELGAUM,3,20,0,0,0,57,0,77,80
KARNATAKA,Belgaum,CHIKODI,1156,1715,3,61,2,4,739,2524,3680
KARNATAKA,Belgaum,GOKAK,597,550,52,128,0,5,572,1307,1904
KARNATAKA,Belgaum,HUKKERI,164,9,0,1006,202,36,106,1359,1523
KARNATAKA,Belgaum,KHANAPUR,891,107,0,31,3,51,0,192,1083
KARNATAKA,Belgaum,RAIBAG,309,67,0,1,0,125,1,194,503
KARNATAKA,Belgaum,RAMDURGA,887,51,0,1,2,0,1,55,942
KARNATAKA,Belgaum,SOUNDATTI,88,31,0,6,12,8,6,63,151
KARNATAKA,Bellary,BELLARY,6,6,0,5,10,561,0,582,588
KARNATAKA,Bellary,HADAGALI,0,73,0,0,20,0,217,310,310
KARNATAKA,Bellary,HAGARIBOMMANAHALLI,0,14,0,0,0,0,0,14,14
KARNATAKA,Bellary,HOSPET,499,5,0,0,0,11,0,16,515
KARNATAKA,Bellary,SANDUR,0,9,0,0,0,5,0,14,14
KARNATAKA,Bellary,SIRUGUPPA,918,206,0,75,77,10,578,946,1864
KARNATAKA,Bidar,AURAD,248,88,0,0,0,8,7,103,351
KARNATAKA,Bidar,BASAVAKALYAN,0,18,0,0,0,1,0,19,19
KARNATAKA,Bidar,BHALKI,110,118,0,7,13,26,83,247,357
KARNATAKA,Bidar,BIDAR,49,28,0,18,4,4,55,109,158
KARNATAKA,Bijapur,BASAVANA BAGEWADI,0,8,0,0,0,212,0,220,220
KARNATAKA,Bijapur,BIJAPUR,875,1,0,0,2,56,1,60,935
KARNATAKA,Bijapur,INDI,899,1124,4,108,5,315,0,1556,2455
KARNATAKA,Bijapur,MUDDEBIHAL,6,86,2,17,127,635,0,867,873
KARNATAKA,Bijapur,SINDGI,95,23,0,0,0,0,0,23,118
KARNATAKA,Chamaraja Nagara,GUNDLUPET,1,1,0,0,0,0,0,1,2
KARNATAKA,Chamaraja Nagara,KOLLEGAL,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikmagalur,CHIKMAGALUR,52,2,0,15,0,0,5,22,74
KARNATAKA,Chikmagalur,KADUR,0,5,0,0,0,0,0,5,5
KARNATAKA,Chikmagalur,KOPPA,0,2,6,0,2,355,0,365,365
KARNATAKA,Chikmagalur,MUDIGERE,0,0,0,14,2,576,1,593,593
