-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to The Farmers holding size. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.3.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to The Farmers holding size", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.3.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Marginal (0-1 ha),Small (1-2 ha),Medium (2-10 ha),Big ( > 10 ha),Total
ANDHRA PRADESH,VIZIANAGARAM,LAKKAVARAPUKOTA,26,33,24,4,87
ANDHRA PRADESH,VIZIANAGARAM,MAKKUVA,7,36,56,3,102
ANDHRA PRADESH,VIZIANAGARAM,MENTADA,15,22,44,0,81
ANDHRA PRADESH,VIZIANAGARAM,MERAKAMUDIDAM,0,13,7,1,21
ANDHRA PRADESH,VIZIANAGARAM,NELLIMARLA,23,28,10,0,61
ANDHRA PRADESH,VIZIANAGARAM,PACHIPENTA,31,52,49,0,132
ANDHRA PRADESH,VIZIANAGARAM,PARVATHIPURAM,14,48,19,0,81
ANDHRA PRADESH,VIZIANAGARAM,PUSAPATIREGA,29,164,82,5,280
ANDHRA PRADESH,VIZIANAGARAM,RAMABHADRAPURAM,12,63,56,1,132
ANDHRA PRADESH,VIZIANAGARAM,SALUR,49,292,175,3,519
ANDHRA PRADESH,VIZIANAGARAM,SEETHANAGARAM,59,239,210,8,516
ANDHRA PRADESH,VIZIANAGARAM,SRUNGAVARAPUKOTA,109,342,279,2,732
ANDHRA PRADESH,VIZIANAGARAM,THERLAM,1,111,12,1,125
ANDHRA PRADESH,VIZIANAGARAM,VEPADA,30,26,7,1,64
ANDHRA PRADESH,VIZIANAGARAM,VIZIANAGARAM,0,6,0,0,6
ANDHRA PRADESH,WARANGAL,ATMAKUR,0,3,0,0,3
ANDHRA PRADESH,WARANGAL,BACHANNAPETA,292,641,910,21,1864
ANDHRA PRADESH,WARANGAL,CHERIYAL,772,1148,695,21,2636
ANDHRA PRADESH,WARANGAL,CHITYAL,95,112,30,1,238
ANDHRA PRADESH,WARANGAL,DEVARUPPULA,408,924,400,108,1840
ANDHRA PRADESH,WARANGAL,DHARMASAGAR,55,17,5,0,77
ANDHRA PRADESH,WARANGAL,DUGGONDI,3,3,1,0,7
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,52,180,39,6,277
ANDHRA PRADESH,WARANGAL,GEESUGONDA,8,5,0,0,13
ANDHRA PRADESH,WARANGAL,GHANAPUR,9,12,4,0,25
ANDHRA PRADESH,WARANGAL,GHANPUR(stn),339,604,452,3,1398
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,9,18,1,0,28
ANDHRA PRADESH,WARANGAL,HANAMKONDA,152,193,44,0,389
ANDHRA PRADESH,WARANGAL,HASANPARTHY,5,7,0,1,13
ANDHRA PRADESH,WARANGAL,JANGAON,746,353,209,8,1316
ANDHRA PRADESH,WARANGAL,KODAKANDLA,672,536,164,1,1373
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,8,36,60,10,114
ANDHRA PRADESH,WARANGAL,LINGALA GHANPUR,238,417,215,9,879
ANDHRA PRADESH,WARANGAL,MADDUR,696,653,288,13,1650
ANDHRA PRADESH,WARANGAL,MANGAPET,193,320,205,1,719
ANDHRA PRADESH,WARANGAL,MARIPEDA,170,195,119,3,487
ANDHRA PRADESH,WARANGAL,MOGULLAPALLE,60,98,61,1,220
ANDHRA PRADESH,WARANGAL,MULUG,234,492,21,3,750
ANDHRA PRADESH,WARANGAL,NALLABELLY,43,98,26,0,167
ANDHRA PRADESH,WARANGAL,NARMETTA,561,518,355,0,1434
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,216,135,52,1,404
ANDHRA PRADESH,WARANGAL,NELLIKUDUR,30,13,1,0,44
ANDHRA PRADESH,WARANGAL,PALAKURTHI,491,544,278,35,1348
ANDHRA PRADESH,WARANGAL,PARVATHAGIRI,272,183,49,4,508
ANDHRA PRADESH,WARANGAL,RAGHUNATHA PALLE,817,685,459,6,1967
ANDHRA PRADESH,WARANGAL,RAIPARTHY,566,900,272,0,1738
ANDHRA PRADESH,WARANGAL,REGONDA,7,7,2,0,16
ANDHRA PRADESH,WARANGAL,SANGEM,58,151,25,0,234
ANDHRA PRADESH,WARANGAL,TADVAI,37,138,76,0,251
ANDHRA PRADESH,WARANGAL,THORRUR,497,536,218,4,1255
ANDHRA PRADESH,WARANGAL,VENKATAPUR,141,362,83,2,588
ANDHRA PRADESH,WARANGAL,WARDHANNAPET,653,358,188,4,1203
ANDHRA PRADESH,WARANGAL,ZAFFERGADH,493,681,306,6,1486
ANDHRA PRADESH,WEST GODAVARI,ACHANTA,605,37,25,0,667
ANDHRA PRADESH,WEST GODAVARI,ATTILI,40,24,14,0,78
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,0,0,122,1,123
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,4,60,343,18,425
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,60,157,512,11,740
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,378,579,457,14,1428
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,0,0,43,35,78
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,20,60,133,15,228
ANDHRA PRADESH,WEST GODAVARI,IRAGAVARAM,193,203,40,0,436
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,82,224,424,11,741
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,2,10,471,1,484
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,211,331,1881,4,2427
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,31,103,290,12,436
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,0,15,256,0,271
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,118,275,429,1,823
ANDHRA PRADESH,WEST GODAVARI,PALACOLE,84,3,0,0,87
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,71,355,522,16,964
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,2,21,5,0,28
ANDHRA PRADESH,WEST GODAVARI,PENUGONDA,506,141,96,0,743
ANDHRA PRADESH,WEST GODAVARI,PENUMANTRA,36,58,147,1,242
ANDHRA PRADESH,WEST GODAVARI,PERAVALI,255,336,407,4,1002
ANDHRA PRADESH,WEST GODAVARI,PODURU,312,57,25,0,394
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,176,164,181,0,521
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,28,68,141,25,262
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,0,3,0,3
ANDHRA PRADESH,WEST GODAVARI,TANUKU,50,100,109,0,259
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,37,89,522,25,673
ANDHRA PRADESH,WEST GODAVARI,UNDRAJAVARAM,154,246,436,0,836
ANDHRA PRADESH,WEST GODAVARI,VEERAVASARAM,83,31,27,0,141
ANDHRA PRADESH,WEST GODAVARI,YELAMANCHILI,326,2,1,0,329
ASSAM,BARPETA,BAJALI,232,559,8,0,799
ASSAM,BARPETA,BARPETA,131,460,25,0,616
ASSAM,BARPETA,BHAWANIPUR,15,64,0,0,79
ASSAM,BARPETA,CHAK-CHAKA,20,17,5,0,42
ASSAM,BARPETA,CHENGA,62,550,0,0,612
ASSAM,BARPETA,GOBARDHANA,178,514,565,0,1257
ASSAM,BARPETA,GUMAFULBARI,202,362,1,0,565
ASSAM,BARPETA,JALAH,68,335,499,0,902
ASSAM,BARPETA,MONDIA,496,1324,602,13,2435
ASSAM,BARPETA,PAKABETBARI,718,523,120,0,1361
ASSAM,BARPETA,RUPSI -PT,337,451,31,0,819
ASSAM,BARPETA,SARUKHETRI,210,84,1,0,295
ASSAM,BONGAIGAON,BAITAMARI,188,245,61,7,501
ASSAM,BONGAIGAON,BOROBAZAR,128,186,18,0,332
ASSAM,BONGAIGAON,DANGTOLA,21,534,246,1,802
ASSAM,BONGAIGAON,MANIKPUR,1144,414,82,7,1647
ASSAM,BONGAIGAON,SIDLI- CHIRANG PT,62,316,12,0,390
ASSAM,BONGAIGAON,SRIJANGRAM,759,697,40,0,1496
ASSAM,BONGAIGAON,TAPALARI,652,385,67,1,1105
ASSAM,DARRANG,BECHIMARI,68,164,155,71,458
ASSAM,DARRANG,BHERGAON,23,81,95,0,199
ASSAM,DARRANG,DOLGAON-SIALMARI,48,225,351,4,628
ASSAM,DARRANG,KALAIGAON,364,510,381,0,1255
ASSAM,DARRANG,KHIRABARI,3,149,0,0,152
ASSAM,DARRANG,MAZBAT,121,154,118,20,413
ASSAM,DARRANG,PACHIM-MANGALDAI,176,417,148,4,745
ASSAM,DARRANG,PUB-MANGALDAI,162,360,352,1,875
ASSAM,DARRANG,RAWTA,54,35,6,0,95
ASSAM,DARRANG,SIPAJHAR,744,103,76,0,923
ASSAM,DARRANG,UDALGURI,80,40,6,1,127
ASSAM,DHEMAJI,BORDOLONI,0,266,22,0,288
ASSAM,DHEMAJI,DHEMAJI,157,150,3,0,310
ASSAM,DHEMAJI,MACH KHOWA,3,60,10,1,74
ASSAM,DHEMAJI,MSTD BLOCK,0,11,0,0,11
ASSAM,DHEMAJI,SISSIBOR GAON,136,203,51,29,419
ASSAM,DHUBRI,AGAMONI,651,105,317,2,1075
ASSAM,DHUBRI,BILASHI PARA,506,4,0,0,510
ASSAM,DHUBRI,BIRASHINGJARUA,100,45,3,0,148
ASSAM,DHUBRI,CHAPAR-SALKOCHS,3,537,0,0,540
ASSAM,DHUBRI,DEBITOLA,313,208,20,8,549
ASSAM,DHUBRI,FEKAMANI,397,53,7,0,457
ASSAM,DHUBRI,GAURIPUR,531,382,30,1,944
ASSAM,DHUBRI,GOLOKGANJ,578,354,30,0,962
ASSAM,DHUBRI,JAMADARHAT,14,27,2,0,43
ASSAM,DHUBRI,MAHAMAYA,256,632,223,0,1111
ASSAM,DHUBRI,MANKACHAR,357,240,100,20,717
ASSAM,DHUBRI,NAYERALGA,733,1,0,0,734
ASSAM,DHUBRI,RUPSI PT.,917,379,122,0,1418
ASSAM,DHUBRI,SOUTH SALMARA,590,8,0,0,598
ASSAM,DIBRUGARH,BARBARUA,47,362,184,41,634
ASSAM,DIBRUGARH,JOYPUR,15,648,13,1,677
ASSAM,DIBRUGARH,KHOWANG,165,455,145,36,801
ASSAM,DIBRUGARH,LAHOWAL,59,151,20,1,231
ASSAM,DIBRUGARH,PANITOLA,22,243,132,0,397
ASSAM,DIBRUGARH,TENGAKHAT,415,215,38,0,668
ASSAM,DIBRUGARH,TINGKHONG,36,464,259,1,760
ASSAM,GOALPARA,BALIJAN,148,74,3,0,225
ASSAM,GOALPARA,DUDHNAI,5,10,0,0,15
ASSAM,GOALPARA,JALESWAR,24,313,168,0,505
ASSAM,GOALPARA,KHARMUJA,947,29,0,0,976
ASSAM,GOALPARA,KRISHNAI,50,48,33,5,136
ASSAM,GOALPARA,KUSHDHAWA,36,52,16,3,107
ASSAM,GOALPARA,LAKHIPUR,69,136,41,0,246
ASSAM,GOALPARA,MATIA,122,128,88,4,342
ASSAM,GOLAGHAT,GAMARIGURI,43,245,545,1,834
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,41,157,22,0,220
ASSAM,GOLAGHAT,GOLAGHAT EAST,44,147,34,5,230
ASSAM,GOLAGHAT,GOLAGHAT NORTH,1,252,16,0,269
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,160,219,172,16,567
ASSAM,GOLAGHAT,GOLAGHAT WEST,658,1,0,0,659
ASSAM,GOLAGHAT,KAKODONGA,55,175,0,0,230
ASSAM,GOLAGHAT,MORONGI,72,137,3,0,212
ASSAM,HAILAKANDI,ALGAPUR,0,0,0,0,0
ASSAM,JORHAT,JORHAT CENTRAL,3,53,19,0,75
ASSAM,JORHAT,JORHAT EAST,25,3,8,2,38
ASSAM,JORHAT,JORHAT NORTH WEST,69,237,113,0,419
ASSAM,JORHAT,KALIAPANI,3,1,170,224,398
ASSAM,JORHAT,MAJULI,0,351,178,1,530
ASSAM,JORHAT,TITABAR,9,38,0,0,47
ASSAM,JORHAT,UJANI MAJULI,98,98,1,0,197
ASSAM,KAMRUP,BEZERA,25,92,144,19,280
ASSAM,KAMRUP,BIHDIA -JAJIKENA,23,130,198,3,354
ASSAM,KAMRUP,BOKO BONGAON,95,11,0,0,106
ASSAM,KAMRUP,BONGAON,119,43,16,1,179
ASSAM,KAMRUP,CHAMARIA,1175,2,1,0,1178
ASSAM,KAMRUP,CHANDRAPUR,5,74,2,0,81
ASSAM,KAMRUP,CHAYANI BARDUAR,83,45,2,0,130
ASSAM,KAMRUP,CHHAYGAON,40,229,63,0,332
ASSAM,KAMRUP,DIMORIA,70,71,48,3,192
ASSAM,KAMRUP,GAROI MARI,397,31,6,0,434
ASSAM,KAMRUP,GORESWAR,0,148,134,1,283
ASSAM,KAMRUP,HAJO,1037,538,85,1,1661
ASSAM,KAMRUP,KAMALPUR,2,104,273,27,406
ASSAM,KAMRUP,RAMPUR (PALAS BARI),434,2,0,0,436
ASSAM,KAMRUP,RANGIA,0,34,341,0,375
ASSAM,KAMRUP,RANI,20,17,0,0,37
ASSAM,KAMRUP,SUALKUCHI,304,161,37,0,502
ASSAM,KARBIANGLONG,RONGKHAG,0,65,0,0,65
ASSAM,KARIMGANJ,NORTH KARIMGANJ,4,0,0,0,4
ASSAM,KOKRAJHAR,DOTOMA,377,270,48,0,695
ASSAM,KOKRAJHAR,GOSSAIGAON,276,91,33,1,401
ASSAM,KOKRAJHAR,HATIDHURA,72,51,15,0,138
ASSAM,KOKRAJHAR,KACHUGAON,36,58,20,1,115
ASSAM,KOKRAJHAR,KOKRAJHAR,703,314,6,0,1023
ASSAM,KOKRAJHAR,SIDLI-CHIRANG PT,98,1,0,0,99
ASSAM,LAKHIMPUR,BIHPURIA,30,75,34,6,145
ASSAM,LAKHIMPUR,BOGINODI,29,62,0,0,91
ASSAM,LAKHIMPUR,DHAKUAKHANA,1,10,33,98,142
ASSAM,LAKHIMPUR,GHILAMARI,26,0,0,0,26
ASSAM,LAKHIMPUR,KARUNABARI,2,29,55,0,86
ASSAM,LAKHIMPUR,LAKHIMPUR,23,39,29,0,91
ASSAM,LAKHIMPUR,NARAYANPUR,61,137,157,1,356
ASSAM,LAKHIMPUR,NOWBOICHA,44,48,2,0,94
ASSAM,LAKHIMPUR,TELAHI,24,22,0,0,46
ASSAM,MORIGAON,BHUR- BANDHA,233,220,28,1,482
ASSAM,MORIGAON,DULONGGHAT,17,150,80,4,251
ASSAM,MORIGAON,KAPILI,0,1,0,0,1
ASSAM,MORIGAON,LAHORIGHAT,250,532,1659,28,2469
ASSAM,MORIGAON,MAIRABARI,18,67,492,5,582
ASSAM,MORIGAON,MAYONG,716,671,225,80,1692
ASSAM,NAGOAN,BAJIAGAON,375,288,243,4,910
ASSAM,NAGOAN,BARHAMPUR,10,32,13,0,55
ASSAM,NAGOAN,BATADRAWA,0,880,1,0,881
ASSAM,NAGOAN,BINNAKANDI,18,82,12,0,112
ASSAM,NAGOAN,DALONG GHAT,52,82,21,3,158
ASSAM,NAGOAN,DHALPUKHURI,140,341,262,2,745
ASSAM,NAGOAN,JOGIJAN,144,268,21,0,433
ASSAM,NAGOAN,JURIA,202,636,426,13,1277
ASSAM,NAGOAN,KALIABOR,12,142,34,0,188
ASSAM,NAGOAN,KATHITOLI,114,291,192,0,597
ASSAM,NAGOAN,KHAGARIJAN,110,97,32,1,240
ASSAM,NAGOAN,LAO-KHOWA,4,243,176,2,425
ASSAM,NAGOAN,LIMDING DEV,0,0,1,0,1
ASSAM,NAGOAN,PACHIM KALIABOR,0,0,2,23,25
ASSAM,NAGOAN,PAKHIMORIA,0,60,17,1,78
ASSAM,NAGOAN,RAHA,0,127,0,1,128
ASSAM,NAGOAN,RUPAHI,3,46,338,0,387
ASSAM,NAGOAN,UDALI,8,8,0,2,18
ASSAM,NALBARI,BARBHAG,69,47,20,23,159
ASSAM,NALBARI,BARIGOG-BANBHAG,0,7,94,36,137
ASSAM,NALBARI,BARKHETRI,389,645,500,2,1536
ASSAM,NALBARI,BASKA,35,34,34,0,103
ASSAM,NALBARI,DHAMDHAMA,9,18,5,0,32
ASSAM,NALBARI,MADHUPUR,0,18,56,0,74
ASSAM,NALBARI,NAGRIJULI,153,114,65,33,365
ASSAM,NALBARI,PACHIM NALBARI,23,150,162,6,341
ASSAM,NALBARI,PUB-NALBARI,19,66,92,3,180
ASSAM,NALBARI,TAMULPUR,28,22,23,9,82
ASSAM,NALBARI,TIHU,1,104,19,14,138
ASSAM,NALBARI,TIHU BARAMA,0,145,15,3,163
ASSAM,SIBSAGAR,DEMOW,204,339,64,7,614
ASSAM,SIBSAGAR,GOURISAGAR,60,146,109,2,317
ASSAM,SIBSAGAR,LAKWA,1,87,13,1,102
ASSAM,SIBSAGAR,NAZIRA,15,36,2,0,53
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,0,7,37,25,69
ASSAM,SIBSAGAR,SEPEKHATI,228,5,0,0,233
ASSAM,SIBSAGAR,SIBSAGAR,232,201,27,1,461
ASSAM,SIBSAGAR,SONARI,54,119,18,0,191
ASSAM,SONITPUR,BAGHMARA,107,27,5,1,140
ASSAM,SONITPUR,BALIPARA,146,179,168,1,494
ASSAM,SONITPUR,BEHELI,31,20,3,4,58
ASSAM,SONITPUR,BIHAGURI,133,39,5,0,177
ASSAM,SONITPUR,BISHWANATH,12,23,0,0,35
ASSAM,SONITPUR,BORCHALA,56,260,317,4,637
ASSAM,SONITPUR,CHAIDUAR,5,3,4,3,15
ASSAM,SONITPUR,CHATIA,33,26,8,0,67
ASSAM,SONITPUR,DHEKIAJULI,64,86,117,1,268
ASSAM,SONITPUR,GABHARU,391,60,16,1,468
ASSAM,SONITPUR,NADUAR,142,75,24,0,241
ASSAM,SONITPUR,PUB-CHAIDUAR,2,20,35,1,58
ASSAM,SONITPUR,RANGAPARA,17,6,1,0,24
ASSAM,SONITPUR,SOKAMATHA,19,7,0,0,26
ASSAM,TINSUKIA,GUIJAN,95,55,73,0,223
ASSAM,TINSUKIA,HAPJAN,278,122,19,2,421
ASSAM,TINSUKIA,ITAKHULI,110,79,43,3,235
ASSAM,TINSUKIA,KAKAPATHAR,215,344,132,2,693
ASSAM,TINSUKIA,MARGHERITA,34,180,78,0,292
ASSAM,TINSUKIA,SADIYA,40,45,5,0,90
ASSAM,TINSUKIA,SAIKHOWA,98,151,62,0,311
BIHAR,ARARIA,ARARIA,414,351,203,37,1005
BIHAR,ARARIA,BHARGAMA,337,527,2392,6,3262
BIHAR,ARARIA,FORBESGANJ,489,806,325,38,1658
BIHAR,ARARIA,JOKIHAT,334,844,503,117,1798
BIHAR,ARARIA,KURSAKANTA,181,555,326,53,1115
BIHAR,ARARIA,NARPATGANJ,602,567,230,71,1470
BIHAR,ARARIA,PALASI,475,719,225,74,1493
BIHAR,ARARIA,RANIGANJ,264,681,289,51,1285
BIHAR,ARARIA,SIKTI,87,144,333,2,566
BIHAR,AURANGABAD,AURANGABAD,80,129,162,11,382
BIHAR,AURANGABAD,BARUN,189,351,366,22,928
BIHAR,AURANGABAD,DAUDNAGAR,120,197,187,39,543
BIHAR,AURANGABAD,DEO,12,29,31,3,75
BIHAR,AURANGABAD,GOH,447,704,765,34,1950
BIHAR,AURANGABAD,HASPURA,289,700,373,17,1379
BIHAR,AURANGABAD,KUTUMBA,153,257,99,13,522
BIHAR,AURANGABAD,MADANPUR,139,230,130,29,528
BIHAR,AURANGABAD,NABINAGAR,53,29,72,10,164
BIHAR,AURANGABAD,OBRA,121,215,362,40,738
BIHAR,AURANGABAD,RAFIGANAJ,438,466,380,86,1370
BIHAR,BANKA,AMARPUR,396,560,124,22,1102
BIHAR,BANKA,BANKA,154,126,43,0,323
BIHAR,BANKA,BARAHAT,178,114,46,2,340
BIHAR,BANKA,BELHAR,216,160,125,0,501
BIHAR,BANKA,BOUNSI,33,43,15,0,91
BIHAR,BANKA,DHORAIYA,476,482,163,7,1128
BIHAR,BANKA,PHULLIDUMER,14,28,52,7,101
BIHAR,BANKA,RAJOUN,249,480,183,0,912
BIHAR,BANKA,SAMBHUGANJ,231,448,325,4,1008
BIHAR,BEGUSARAI,BACHHAWARA,616,977,335,27,1955
BIHAR,BEGUSARAI,BAKHRI,407,287,59,5,758
BIHAR,BEGUSARAI,BALLIA,551,400,129,9,1089
BIHAR,BEGUSARAI,BARAUNI,865,379,160,16,1420
BIHAR,BEGUSARAI,BEGUSARAI,1092,1167,225,58,2542
BIHAR,BEGUSARAI,BHAGWANPUR,639,442,112,19,1212
BIHAR,BEGUSARAI,BIRPUR,322,359,242,43,966
BIHAR,BEGUSARAI,CH.BARIYARPUR,834,440,206,25,1505
BIHAR,BEGUSARAI,CHHAURAHI,504,446,286,51,1287
BIHAR,BEGUSARAI,DANDARI,388,249,110,22,769
BIHAR,BEGUSARAI,GADHPURA,214,305,319,20,858
BIHAR,BEGUSARAI,KHODAWANDPUR,464,282,98,6,850
BIHAR,BEGUSARAI,MANSOORCHAK,201,283,1,1,486
BIHAR,BEGUSARAI,MATIHANI,707,346,276,156,1485
BIHAR,BEGUSARAI,NAWAKOTHI,586,379,157,0,1122
BIHAR,BEGUSARAI,S.KAMAL,239,529,774,187,1729
BIHAR,BEGUSARAI,SAMHO AKHA KURHA,158,86,6,3,253
BIHAR,BEGUSARAI,TEGHRA,222,547,33,2,804
BIHAR,BHAGALPUR,BIHPUR,276,476,490,51,1293
BIHAR,BHAGALPUR,GOPALPUR,373,327,28,0,728
BIHAR,BHAGALPUR,GOURADIH,125,165,84,4,378
BIHAR,BHAGALPUR,ISMAILPUR,34,151,4,0,189
BIHAR,BHAGALPUR,JAGDISHPUR,46,13,5,0,64
BIHAR,BHAGALPUR,KAHALGAON,160,169,131,0,460
BIHAR,BHAGALPUR,KHARIK,435,320,146,0,901
BIHAR,BHAGALPUR,NARAYANPUR,173,162,71,12,418
BIHAR,BHAGALPUR,NATHNAGAR,516,245,73,1,835
BIHAR,BHAGALPUR,NAVGACHHIA,622,294,142,39,1097
BIHAR,BHAGALPUR,PIRPAINTY,242,345,391,35,1013
BIHAR,BHAGALPUR,RANGRA CHOWK,358,53,1,0,412
BIHAR,BHAGALPUR,SABOUR,190,174,71,6,441
BIHAR,BHAGALPUR,SANHAULA,423,511,152,4,1090
BIHAR,BHAGALPUR,SHAHKUND,860,524,317,26,1727
BIHAR,BHAGALPUR,SULTANGANJ,159,198,470,23,850
BIHAR,BHOJPUR,AGIAON,727,207,0,0,934
BIHAR,BHOJPUR,ARA,914,464,233,3,1614
BIHAR,BHOJPUR,BARHARA,82,291,297,12,682
BIHAR,BHOJPUR,BEHEA,526,823,196,26,1571
BIHAR,BHOJPUR,CHARPOKHARI,152,392,223,3,770
BIHAR,BHOJPUR,GARHANI,170,330,163,12,675
BIHAR,BHOJPUR,JAGDISHPUR,1492,1156,527,24,3199
BIHAR,BHOJPUR,KOILWAR,447,394,518,12,1371
BIHAR,BHOJPUR,PIRO,885,988,372,49,2294
BIHAR,BHOJPUR,SAHAR,158,128,47,33,366
BIHAR,BHOJPUR,SANDESH,159,598,229,2,988
BIHAR,BHOJPUR,SHAHPUR,158,500,570,7,1235
BIHAR,BHOJPUR,TARARI,285,634,451,13,1383
BIHAR,BHOJPUR,UDWANTNAGAR,298,683,220,9,1210
BIHAR,BUXAR,BRAHMPUR,691,636,287,62,1676
BIHAR,BUXAR,BUXAR,608,456,357,28,1449
BIHAR,BUXAR,CHAKKI,129,38,28,0,195
BIHAR,BUXAR,CHOUGAI,259,349,94,7,709
BIHAR,BUXAR,CHOUSA,183,372,428,18,1001
BIHAR,BUXAR,DUMRAON,344,484,316,37,1181
BIHAR,BUXAR,ITARHI,322,811,976,41,2150
BIHAR,BUXAR,KESATH,145,155,43,21,364
BIHAR,BUXAR,NAWANAGAR,390,430,325,29,1174
BIHAR,BUXAR,RAJPUR,437,912,915,200,2464
BIHAR,BUXAR,SIMRI,555,469,314,81,1419
BIHAR,DARBHANGA,ALINAGAR,126,164,62,1,353
BIHAR,DARBHANGA,BAHADURPUR,171,225,415,2,813
BIHAR,DARBHANGA,BAHERI,711,801,188,52,1752
BIHAR,DARBHANGA,BENIPUR,184,398,186,5,773
BIHAR,DARBHANGA,BIRAUL,269,645,270,85,1269
BIHAR,DARBHANGA,DARBHANGA,223,415,173,6,817
BIHAR,DARBHANGA,GAURA BAURAM,253,349,169,4,775
BIHAR,DARBHANGA,GHANSHYAMPUR,181,255,120,8,564
BIHAR,DARBHANGA,HANUMAN NAGAR,188,283,224,57,752
BIHAR,DARBHANGA,HAYAGHAT,188,193,97,0,478
BIHAR,DARBHANGA,JALE,141,353,232,9,735
BIHAR,DARBHANGA,KEOTI RUNWAY,288,431,145,1,865
BIHAR,DARBHANGA,KIRATPUR,24,65,128,5,222
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,170,87,90,5,352
BIHAR,DARBHANGA,KUSESHWAR ASTHAN (E),23,109,122,44,298
BIHAR,DARBHANGA,MANIGACHHI,370,131,18,1,520
BIHAR,DARBHANGA,SINGHWARA,345,360,171,10,886
BIHAR,DARBHANGA,TARDIH,105,109,131,0,345
BIHAR,EAST CHAMPARAN,ADAPUR,591,393,361,83,1428
BIHAR,EAST CHAMPARAN,AREARAJ,246,361,319,13,939
BIHAR,EAST CHAMPARAN,BANJARIYA,378,499,103,18,998
BIHAR,EAST CHAMPARAN,BANKATWA,121,179,301,64,665
BIHAR,EAST CHAMPARAN,CHAKIYA,632,751,490,22,1895
BIHAR,EAST CHAMPARAN,CHAURADANO,578,485,226,28,1317
BIHAR,EAST CHAMPARAN,CHIRIYA,146,528,265,37,976
BIHAR,EAST CHAMPARAN,DHAKA,152,605,435,60,1252
BIHAR,EAST CHAMPARAN,GHORASAHAN,512,271,176,32,991
BIHAR,EAST CHAMPARAN,HARSIDHI,1041,702,477,19,2239
BIHAR,EAST CHAMPARAN,KALYANPUR,474,1287,458,52,2271
BIHAR,EAST CHAMPARAN,KESARIA,219,420,312,47,998
BIHAR,EAST CHAMPARAN,KOTWA,133,408,92,9,642
BIHAR,EAST CHAMPARAN,MADHUBAN,756,639,504,68,1967
BIHAR,EAST CHAMPARAN,MEHSI,726,876,388,58,2048
BIHAR,EAST CHAMPARAN,MOTIHARI,564,685,496,85,1830
BIHAR,EAST CHAMPARAN,PAHARPUR,776,430,393,35,1634
BIHAR,EAST CHAMPARAN,PAKRIDYAL,748,586,142,29,1505
BIHAR,EAST CHAMPARAN,PATAHI,287,594,448,18,1347
BIHAR,EAST CHAMPARAN,PHENHARA,271,373,237,34,915
BIHAR,EAST CHAMPARAN,PIPRAKOTHI,337,316,105,19,777
BIHAR,EAST CHAMPARAN,RAMGARHWA,283,272,184,5,744
BIHAR,EAST CHAMPARAN,RAXAUL,196,275,210,29,710
BIHAR,EAST CHAMPARAN,SANGRAMPUR,161,480,175,2,818
BIHAR,EAST CHAMPARAN,SUGAULI,439,873,22,0,1334
BIHAR,EAST CHAMPARAN,TETARIA,212,605,293,17,1127
BIHAR,EAST CHAMPARAN,TURKAULIA,526,764,166,79,1535
BIHAR,GAYA,AMAS,68,93,23,0,184
BIHAR,GAYA,ATRI,514,104,28,0,646
BIHAR,GAYA,BANKE BAZAR,453,237,123,3,816
BIHAR,GAYA,BARACHATTY,231,125,89,9,454
BIHAR,GAYA,BATHANI,328,277,148,9,762
BIHAR,GAYA,BELAGANJ,863,975,539,36,2413
BIHAR,GAYA,BODHGAYA,584,195,7,0,786
BIHAR,GAYA,DOBHI,110,163,43,4,320
