-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No Constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total,Total in use
BIHAR,SARAN,MANJHI,0,0,0,0,0,0,0
BIHAR,SARAN,MARAURAH,23,0,93,6,0,99,122
BIHAR,SARAN,MASHRAKH,1,0,0,2,0,2,3
BIHAR,SARAN,NAGRA,8,0,12,3,0,15,23
BIHAR,SARAN,PANAPUR,79,0,0,3,0,3,82
BIHAR,SARAN,REVILGANJ,12,0,9,0,0,9,21
BIHAR,SARAN,SADAR,11,0,1,309,0,310,321
BIHAR,SARAN,SONPUR,0,0,0,0,0,0,0
BIHAR,SARAN,TRAIYA,0,0,130,55,6,191,191
BIHAR,SHEKHPURA,ARIYARI,5,1,13,96,44,154,159
BIHAR,SHEKHPURA,BARBIGHA,12,0,0,35,3,38,50
BIHAR,SHEKHPURA,CHEWARA,0,0,2,126,32,160,160
BIHAR,SHEKHPURA,GHAT KUSUMBHA,0,1,2,0,0,3,3
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,51,0,60,5,1,66,117
BIHAR,SHEKHPURA,SHEKHPURA,42,2,3,15,0,20,62
BIHAR,SIWAN,ANDER,0,0,0,0,12,12,12
BIHAR,SIWAN,BARHARIA,0,0,12,5,45,62,62
BIHAR,SIWAN,BASANTPUR,0,0,0,0,2,2,2
BIHAR,SIWAN,BHAGWANPUR-HAT,0,0,0,0,115,115,115
BIHAR,SIWAN,DARAULI,0,0,0,0,5,5,5
BIHAR,SIWAN,DARAUNDHA,0,0,0,0,5,5,5
BIHAR,SIWAN,GOREAKOTHI,0,0,0,0,39,39,39
BIHAR,SIWAN,GUTHANI,0,0,0,22,233,255,255
BIHAR,SIWAN,HASANPURA,0,0,0,0,0,0,0
BIHAR,SIWAN,HUSSAINGANJ,0,0,0,0,0,0,0
BIHAR,SIWAN,JIRADEI,0,0,0,0,2,2,2
BIHAR,SIWAN,LAKRI NABIGANJ,0,1,0,42,12,55,55
BIHAR,SIWAN,MAHARAJGANJ,0,0,0,0,68,68,68
BIHAR,SIWAN,MAIRWA,0,0,0,1,6,7,7
BIHAR,SIWAN,NAUTAN,0,0,0,0,56,56,56
BIHAR,SIWAN,PACHRUKHI,0,0,0,0,35,35,35
BIHAR,SIWAN,RAGHUNATHPUR,0,0,0,0,52,52,52
BIHAR,SIWAN,SISWAN,0,0,0,0,1,1,1
BIHAR,SIWAN,SIWAN,0,0,0,0,112,112,112
BIHAR,VAISHALI,BIDUPUR,519,57,52,74,53,236,755
BIHAR,VAISHALI,CHEHRAKALA,0,1,0,0,0,1,1
BIHAR,VAISHALI,GORAUL,1,0,0,0,0,0,1
BIHAR,VAISHALI,HAJIPUR,73,0,0,24,0,24,97
BIHAR,VAISHALI,LALGANJ,0,0,0,0,16,16,16
BIHAR,VAISHALI,MAHNAR,0,0,12,24,0,36,36
BIHAR,VAISHALI,PATEDHI BELSAR,0,0,1,0,0,1,1
BIHAR,VAISHALI,PATEPUR,0,0,0,0,0,0,0
BIHAR,VAISHALI,SAHDEI BUZURG,0,0,0,0,0,0,0
CHHATTISGARH,BASTER,JAGDALPUR,1,17,2,228,1030,1277,1278
CHHATTISGARH,BASTER,KESHKAL,3,0,0,67,948,1015,1018
CHHATTISGARH,BASTER,KONDAGAON,0,1,0,451,389,841,841
CHHATTISGARH,BASTER,NARAYANPUR,0,0,0,7,85,92,92
CHHATTISGARH,BILASPUR,BELHA,104,2,0,1,318,321,425
CHHATTISGARH,BILASPUR,BILASPUR,561,2,0,3,1208,1213,1774
CHHATTISGARH,BILASPUR,KOTA,82,13,3,1,255,272,354
CHHATTISGARH,BILASPUR,LORMI,83,3,7,4,2062,2076,2159
CHHATTISGARH,BILASPUR,MASTURI,90,0,0,0,214,214,304
CHHATTISGARH,BILASPUR,MUNGELI,491,6,1,11,1388,1406,1897
CHHATTISGARH,BILASPUR,PENDRA-ROAD,394,1,1,33,1248,1283,1677
CHHATTISGARH,BILASPUR,TAKHATPUR,333,6,0,1,952,959,1292
CHHATTISGARH,DANTEWADA,BEEJAPUR,0,1,0,4,142,147,147
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,0,7,0,214,123,344,344
CHHATTISGARH,DANTEWADA,DANTEVADA,0,0,0,3,0,3,3
CHHATTISGARH,DANTEWADA,KONTA,4,0,0,7,24,31,35
CHHATTISGARH,DHAMTARI,DHAMTARI,165,0,0,8,314,322,487
CHHATTISGARH,DHAMTARI,KURUD,0,0,8,1708,614,2330,2330
CHHATTISGARH,DHAMTARI,NAGARI,0,7,12,129,1713,1861,1861
CHHATTISGARH,DURG,BALOD,0,16,4,426,437,883,883
CHHATTISGARH,DURG,BEMETARA,0,9,0,2,5,16,16
CHHATTISGARH,DURG,BERLA,0,1,0,158,308,467,467
CHHATTISGARH,DURG,DHMADHA,0,3,0,157,317,477,477
CHHATTISGARH,DURG,DONDILOHAR,0,0,0,28,3,31,31
CHHATTISGARH,DURG,DURG,0,0,0,62,670,732,732
CHHATTISGARH,DURG,GUNDERDEHI,0,11,0,162,327,500,500
CHHATTISGARH,DURG,GURUR,0,0,0,565,47,612,612
CHHATTISGARH,DURG,NAVAGARH,0,1,0,13,55,69,69
CHHATTISGARH,DURG,PATAN,5,0,0,146,344,490,495
CHHATTISGARH,DURG,SAJA,14,2,34,160,299,495,509
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,443,1,1,8,1807,1817,2260
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,35,1,0,34,671,706,741
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,499,1,0,4,1951,1956,2455
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,76,0,1,12,1649,1662,1738
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,733,2,0,10,2063,2075,2808
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,6,0,0,2,490,492,498
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,85,0,0,0,1785,1785,1870
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,5,0,1,0,160,161,166
CHHATTISGARH,JASHPUR,BAGICHA,100,5,2,14,5486,5507,5607
CHHATTISGARH,JASHPUR,JASHPUR,680,60,7,719,5645,6431,7111
CHHATTISGARH,JASHPUR,KUNKURI,715,8,5,631,7362,8006,8721
CHHATTISGARH,JASHPUR,PATHALGAON,571,0,0,260,3847,4107,4678
CHHATTISGARH,KANKER,ANTAGAR,0,0,0,16,276,292,292
CHHATTISGARH,KANKER,BHANUPRATAPPUR,0,2,10,87,703,802,802
CHHATTISGARH,KANKER,CHARAMA,2,0,1,10,444,455,457
CHHATTISGARH,KANKER,KANKER,0,8,0,150,379,537,537
CHHATTISGARH,KANKER,NARHARPUR,99,11,14,605,725,1355,1454
CHHATTISGARH,KANKER,PAKHANJUR,0,0,0,22,16,38,38
CHHATTISGARH,KORBA,KARTALA,643,13,1,9,1831,1854,2497
CHHATTISGARH,KORBA,KATGHORA,663,4,2,58,1557,1621,2284
CHHATTISGARH,KORBA,KORBA,249,2,1,0,482,485,734
CHHATTISGARH,KORBA,PALI,26,41,0,126,1183,1350,1376
CHHATTISGARH,KORIA,BAIKUNTHPUR,2042,23,5,1429,7088,8545,10587
CHHATTISGARH,KORIA,BHARATPUR,0,1,2,1,38,42,42
CHHATTISGARH,KORIA,MANENDRAGARH,4,27,0,949,3830,4806,4810
CHHATTISGARH,KORIA,SONHAT,7,1,0,633,2180,2814,2821
CHHATTISGARH,KVARDHA,KVARDHA,0,28,5,37,308,378,378
CHHATTISGARH,KVARDHA,PANDARIYA,0,74,16,50,266,406,406
CHHATTISGARH,MAHASAMUND,BASNA,1,85,2,213,135,435,436
CHHATTISGARH,MAHASAMUND,MAHASAMUND,23,25,4,804,1911,2744,2767
CHHATTISGARH,MAHASAMUND,SARIYPALI,0,67,0,74,305,446,446
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,278,3,0,141,3557,3701,3979
CHHATTISGARH,RAIGARH,GHARGODA,677,0,0,21,1153,1174,1851
CHHATTISGARH,RAIGARH,KHARSIYA,0,0,0,0,225,225,225
CHHATTISGARH,RAIGARH,LAILUNGA,216,3,0,171,3738,3912,4128
CHHATTISGARH,RAIGARH,RAIGARH,43,23,0,13,966,1002,1045
CHHATTISGARH,RAIGARH,SARANGARH,333,7,4,117,3698,3826,4159
CHHATTISGARH,RAIPUR,ABHANPUR,5,0,0,26,437,463,468
CHHATTISGARH,RAIPUR,ARANG,4,0,1,174,979,1154,1158
CHHATTISGARH,RAIPUR,BHATAPARA,9,0,5,10,48,63,72
CHHATTISGARH,RAIPUR,BILAIGARH,0,46,18,311,108,483,483
CHHATTISGARH,RAIPUR,BLOUDABAJAR,54,0,2,71,1839,1912,1966
CHHATTISGARH,RAIPUR,DEVBHOG,0,0,1,0,1143,1144,1144
CHHATTISGARH,RAIPUR,GARIYABAND,39,17,3,85,1911,2016,2055
CHHATTISGARH,RAIPUR,KASDOL,2,6,0,275,1557,1838,1840
CHHATTISGARH,RAIPUR,PALARI,1,0,0,1,119,120,121
CHHATTISGARH,RAIPUR,RAIPUR,41,0,0,22,212,234,275
CHHATTISGARH,RAIPUR,RAJIM,0,0,1,204,622,827,827
CHHATTISGARH,RAIPUR,SIMGA,0,2,0,17,144,163,163
CHHATTISGARH,RAIPUR,TILDA,2,6,13,177,799,995,997
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,126,0,0,5,91,96,222
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,4,1,0,7,693,701,705
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,0,19,0,73,357,449,449
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,0,0,0,14,479,493,493
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,3,0,0,95,512,607,610
CHHATTISGARH,RAJNANDGAON,MANPUR,93,1,0,339,68,408,501
CHHATTISGARH,RAJNANDGAON,MOHLA,0,1,1,151,445,598,598
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,247,16,0,31,1096,1143,1390
CHHATTISGARH,SURGUJA,AMBIKAPUR,338,6,2,357,6258,6623,6961
CHHATTISGARH,SURGUJA,LUNDRA,517,2,2,78,943,1025,1542
CHHATTISGARH,SURGUJA,PAL,1396,51,0,63,3407,3521,4917
CHHATTISGARH,SURGUJA,PRATAPPUR,234,12,1,82,3227,3322,3556
CHHATTISGARH,SURGUJA,RAJPUR,979,4,1,44,1129,1178,2157
CHHATTISGARH,SURGUJA,SAMRI,95,4,1,81,3131,3217,3312
CHHATTISGARH,SURGUJA,SITAPUR,739,9,16,1135,3599,4759,5498
CHHATTISGARH,SURGUJA,SURAJPUR,4982,25,4,1415,19219,20663,25645
CHHATTISGARH,SURGUJA,WADRAFNAGAR,751,4,0,170,1006,1180,1931
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,96,0,0,0,0,0,96
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,8,0,0,0,0,0,8
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,55,0,0,0,0,0,55
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,4,0,0,0,0,0,4
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,35,0,0,0,0,0,35
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,64,0,0,0,0,0,64
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,18,0,0,0,0,0,18
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,130,0,0,0,0,0,130
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,63,0,0,0,0,0,63
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,62,0,0,0,0,0,62
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,37,0,0,0,0,0,37
GOA,NORTH GOA,BARDEZ,463,18,0,134,338,490,953
GOA,NORTH GOA,BICHOLIM,232,27,55,128,60,270,502
GOA,NORTH GOA,PERNEM,145,15,10,125,45,195,340
GOA,NORTH GOA,PONDA,517,20,0,35,73,128,645
GOA,NORTH GOA,SATTARI,299,7,8,21,9,45,344
GOA,NORTH GOA,TISWADI,425,8,2,26,434,470,895
GOA,SOUTH GOA,CANACONA,480,1,1,2,44,48,528
GOA,SOUTH GOA,MORMUGAO,27,9,11,23,36,79,106
GOA,SOUTH GOA,QUEPEM,116,10,0,7,43,60,176
GOA,SOUTH GOA,SALCETE,64,2,6,17,47,72,136
GOA,SOUTH GOA,SANGUEM,323,3,0,66,16,85,408
GUJARAT,AHMEDABAD,BARWALA,0,0,0,78,250,328,328
GUJARAT,AHMEDABAD,BAVLA,4,148,0,368,10,526,530
GUJARAT,AHMEDABAD,DASKROI,0,39,4,4,30,77,77
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD,DHANDHUKA,0,0,1,371,50,422,422
GUJARAT,AHMEDABAD,DHOLKA,7,127,9,68,6,210,217
GUJARAT,AHMEDABAD,MANDAL,0,6,0,0,0,6,6
GUJARAT,AHMEDABAD,RANPUR,0,62,0,331,7,400,400
GUJARAT,AHMEDABAD,SANAND,38,48,0,7,1,56,94
GUJARAT,AHMEDABAD,VIRAMGAM,0,10,73,249,0,332,332
GUJARAT,AMRELI,AMRELI,0,0,0,4629,0,4629,4629
GUJARAT,AMRELI,BABRA,0,0,0,3134,0,3134,3134
GUJARAT,AMRELI,BAGASARA,0,0,0,331,0,331,331
GUJARAT,AMRELI,DHARI,0,0,0,3584,0,3584,3584
GUJARAT,AMRELI,JAFRABAD,0,0,0,584,0,584,584
GUJARAT,AMRELI,KHAMBHA,0,0,0,0,0,0,0
GUJARAT,AMRELI,KUNKAVAV VADIA,0,0,0,2553,0,2553,2553
GUJARAT,AMRELI,LATHI,0,0,0,7025,0,7025,7025
GUJARAT,AMRELI,LILIA,0,0,0,444,0,444,444
GUJARAT,AMRELI,RAJULA,0,0,0,3548,0,3548,3548
GUJARAT,AMRELI,SAVARKUNDLA,0,0,0,5586,0,5586,5586
GUJARAT,ANAND,ANAND,0,4,0,0,226,230,230
GUJARAT,ANAND,ANKLAV,0,0,0,0,127,127,127
GUJARAT,ANAND,BORSAD,0,0,0,0,7,7,7
GUJARAT,ANAND,PETLAD,6,2,0,0,310,312,318
GUJARAT,ANAND,SOJITRA,5,0,0,0,189,189,194
GUJARAT,ANAND,TARAPUR,22,0,0,0,186,186,208
GUJARAT,ANAND,UMRETH,10,0,0,0,464,464,474
GUJARAT,BANASKANTHA,AMIRGADH,5,10,45,1672,966,2693,2698
GUJARAT,BANASKANTHA,BHABHAR,0,157,0,11,225,393,393
GUJARAT,BANASKANTHA,DANTA,1,18,3,5139,27,5187,5188
GUJARAT,BANASKANTHA,DANTIWADA,9,1,0,356,1195,1552,1561
GUJARAT,BANASKANTHA,DEESA,60,395,187,3215,4713,8510,8570
GUJARAT,BANASKANTHA,DEODAR,0,0,0,2,89,91,91
GUJARAT,BANASKANTHA,DHANERA,10,75,62,624,6761,7522,7532
GUJARAT,BANASKANTHA,KANKAREJ,5,326,19,91,160,596,601
GUJARAT,BANASKANTHA,PALANPUR,52,737,2075,1352,785,4949,5001
GUJARAT,BANASKANTHA,THARAD,6,235,2,394,4955,5586,5592
GUJARAT,BANASKANTHA,VADAGAM,7,385,485,287,4135,5292,5299
GUJARAT,BANASKANTHA,WAV,0,2,0,48,244,294,294
GUJARAT,BHARUCH,AMOD,2,0,0,0,844,844,846
GUJARAT,BHARUCH,ANKLESVAR,1,6,1,2,29,38,39
GUJARAT,BHARUCH,BHARUCH,0,740,1,5,55,801,801
GUJARAT,BHARUCH,HANSOT,107,10,0,2,4,16,123
GUJARAT,BHARUCH,JAMBUSAR,1,198,1,0,0,199,200
GUJARAT,BHARUCH,JHAGADIA,406,233,0,11,31,275,681
GUJARAT,BHARUCH,VAGRA,0,65,0,1,2,68,68
GUJARAT,BHARUCH,VALIA,606,6,10,54,539,609,1215
GUJARAT,BHAVNAGAR,BHAVNAGAR,0,0,0,6871,0,6871,6871
GUJARAT,BHAVNAGAR,BOTAD,0,0,0,5911,0,5911,5911
GUJARAT,BHAVNAGAR,GADHADA,0,0,0,9761,0,9761,9761
GUJARAT,BHAVNAGAR,GARIADHAR,0,0,0,5036,0,5036,5036
GUJARAT,BHAVNAGAR,GHOGHA,0,0,0,7214,0,7214,7214
GUJARAT,BHAVNAGAR,MAHUVA,0,0,0,14157,0,14157,14157
GUJARAT,BHAVNAGAR,PALITANA,0,0,0,11123,0,11123,11123
GUJARAT,BHAVNAGAR,SIHOR,0,0,0,10412,0,10412,10412
GUJARAT,BHAVNAGAR,TALAJA,0,0,0,22638,0,22638,22638
GUJARAT,BHAVNAGAR,UMRALA,0,0,0,6581,0,6581,6581
GUJARAT,BHAVNAGAR,VALLABHIPUR,0,0,0,3065,0,3065,3065
GUJARAT,DAHOD,DEVGADH BARIA,4,2,9,6048,1,6060,6064
GUJARAT,DAHOD,DHANPUR,38,0,6,2286,29,2321,2359
GUJARAT,DAHOD,DOHAD,0,0,2,1423,1,1426,1426
GUJARAT,DAHOD,FATEPURA,2,3,2,4856,0,4861,4863
GUJARAT,DAHOD,GARBADA,0,0,0,993,0,993,993
GUJARAT,DAHOD,JHALOD,0,1,3,7641,0,7645,7645
GUJARAT,DAHOD,LIMKHEDA,101,31,80,7682,64,7857,7958
GUJARAT,DANG,DANG,0,1,2,1237,0,1240,1240
GUJARAT,GANDHINAGAR,DEHGAM,0,0,0,0,0,0,0
GUJARAT,GANDHINAGAR,GANDHINAGAR,0,0,0,0,0,0,0
GUJARAT,JAMNAGAR,BHANVAD,0,0,0,0,9582,9582,9582
GUJARAT,JAMNAGAR,DHROL,0,0,0,0,2986,2986,2986
GUJARAT,JAMNAGAR,JAMJODHPUR,0,0,0,0,7701,7701,7701
GUJARAT,JAMNAGAR,JAMNAGAR,0,0,0,0,11748,11748,11748
GUJARAT,JAMNAGAR,JODIYA,0,0,0,0,1061,1061,1061
GUJARAT,JAMNAGAR,KALAVAD,0,0,0,0,14386,14386,14386
GUJARAT,JAMNAGAR,KALYANPUR,0,0,0,0,12478,12478,12478
GUJARAT,JAMNAGAR,KHAMBHALIA,0,0,0,0,12381,12381,12381
GUJARAT,JAMNAGAR,LALPUR,0,0,0,0,8875,8875,8875
GUJARAT,JAMNAGAR,OKHA MANDAL,0,0,0,0,1743,1743,1743
GUJARAT,JUNAGADH,BHESANA,0,0,1,3008,0,3009,3009
GUJARAT,JUNAGADH,JUNAGADH,0,0,0,8094,0,8094,8094
GUJARAT,JUNAGADH,KESHOD,0,0,1,11005,0,11006,11006
GUJARAT,JUNAGADH,KODINAR,0,2,0,5,10122,10129,10129
GUJARAT,JUNAGADH,MALIA,0,0,0,12162,0,12162,12162
GUJARAT,JUNAGADH,MANAVADAR,0,0,25,12963,0,12988,12988
GUJARAT,JUNAGADH,MANGROL,0,0,0,13808,8,13816,13816
GUJARAT,JUNAGADH,MENDARDA,0,0,2,5859,0,5861,5861
GUJARAT,JUNAGADH,PATAN-VERAVAL,0,0,0,10492,0,10492,10492
GUJARAT,JUNAGADH,SUTRAPADA,11,5,0,455,4783,5243,5254
GUJARAT,JUNAGADH,TALALA,0,0,0,7747,0,7747,7747
GUJARAT,JUNAGADH,UNA,0,0,1,3135,12470,15606,15606
GUJARAT,JUNAGADH,VATHALI,0,0,0,7891,0,7891,7891
GUJARAT,JUNAGADH,VISAVADAR,1,0,1,9544,3,9548,9549
GUJARAT,KACHCHH,ABDASA,769,2,7,206,110,325,1094
GUJARAT,KACHCHH,ANJAR,1735,70,0,83,161,314,2049
GUJARAT,KACHCHH,BHACHAU,1829,11,0,15,91,117,1946
GUJARAT,KACHCHH,BHUJ,1652,517,8,64,380,969,2621
GUJARAT,KACHCHH,GANDHIDHAM,30,0,0,0,102,102,132
GUJARAT,KACHCHH,LAKHPAT,202,1,3,21,113,138,340
GUJARAT,KACHCHH,MANDVI,2690,375,1,63,242,681,3371
GUJARAT,KACHCHH,MUNDRA,1991,31,5,10,108,154,2145
GUJARAT,KACHCHH,NAKHATRANA,2384,168,26,134,662,990,3374
GUJARAT,KACHCHH,RAPAR,3814,7,2,420,917,1346,5160
GUJARAT,KHEDA,BALASINOR,0,14,0,732,0,746,746
GUJARAT,KHEDA,KAPADVANJ,0,0,0,181,0,181,181
GUJARAT,KHEDA,KATHLAL,0,849,0,489,1,1339,1339
GUJARAT,KHEDA,KHEDA,0,0,0,312,0,312,312
GUJARAT,KHEDA,MAHUDHA,0,14,0,520,0,534,534
GUJARAT,KHEDA,MATAR,0,0,0,421,0,421,421
GUJARAT,KHEDA,MEHMEDABAD,0,3,0,1249,3,1255,1255
GUJARAT,KHEDA,NADIAD,0,872,0,286,0,1158,1158
GUJARAT,KHEDA,THASRA,0,3,0,2211,3,2217,2217
GUJARAT,KHEDA,VIRPUR,0,4,0,1020,0,1024,1024
GUJARAT,MEHSANA,BECHARAJI,0,0,0,0,2,2,2
GUJARAT,MEHSANA,KADI,5,1,3,53,44,101,106
GUJARAT,MEHSANA,KHERALU,12,2,3,495,371,871,883
GUJARAT,MEHSANA,MEHSANA,0,6,0,1,30,37,37
GUJARAT,MEHSANA,SATLASANA,0,34,18,412,872,1336,1336
GUJARAT,MEHSANA,UNJHA,0,0,0,0,36,36,36
GUJARAT,MEHSANA,VADNAGAR,68,1,4,186,177,368,436
GUJARAT,MEHSANA,VIJAPUR,0,17,0,0,0,17,17
GUJARAT,MEHSANA,VISNAGAR,0,2,0,22,2,26,26
GUJARAT,NARMADA,DEDIAPADA,22,0,0,45,589,634,656
GUJARAT,NARMADA,NANDOD,0,0,0,0,896,896,896
GUJARAT,NARMADA,SAGBARA,38,34,64,71,360,529,567
GUJARAT,NARMADA,TILAKWADA,0,0,1,0,290,291,291
GUJARAT,NAVSARI,BANSDA,0,473,2,1922,698,3095,3095
GUJARAT,NAVSARI,CHIKHLI,31,46,0,2399,2045,4490,4521
GUJARAT,NAVSARI,GANDEVI,2124,0,0,0,0,0,2124
GUJARAT,NAVSARI,JALALPORE,4,1104,11,0,1,1116,1120
GUJARAT,NAVSARI,NAVSARI,0,1643,3,0,0,1646,1646
GUJARAT,PANCHMAHAL,GHOGHAMBA,0,0,0,722,0,722,722
GUJARAT,PANCHMAHAL,GODHRA,0,0,5,6605,0,6610,6610
GUJARAT,PANCHMAHAL,HALOL,0,0,0,1913,0,1913,1913
GUJARAT,PANCHMAHAL,JAMBUGHODA,0,0,0,132,0,132,132
GUJARAT,PANCHMAHAL,KADANA,0,0,12,3128,4,3144,3144
GUJARAT,PANCHMAHAL,KALOL,0,0,0,1527,0,1527,1527
GUJARAT,PANCHMAHAL,KHANPUR,0,0,0,2334,0,2334,2334
GUJARAT,PANCHMAHAL,LUNAWADA,5,2,3,4647,0,4652,4657
GUJARAT,PANCHMAHAL,MORWAHADAF,0,0,2,5148,0,5150,5150
GUJARAT,PANCHMAHAL,SANTRAMPUR,0,0,6,6002,51,6059,6059
GUJARAT,PANCHMAHAL,SHEHERA,1,0,1,5179,0,5180,5181
GUJARAT,PATAN,RADHANPUR,0,0,0,14,0,14,14
GUJARAT,PATAN,SAMI,0,17,0,3,0,20,20
GUJARAT,PATAN,SANTALPUR,0,0,0,0,4,4,4
GUJARAT,PATAN,SIDHPUR,0,7,0,32,12,51,51
GUJARAT,PORBANDAR,KUTIYANA,0,0,0,52,0,52,52
GUJARAT,PORBANDAR,PORBANDAR,1,1,31,10953,0,10985,10986
GUJARAT,PORBANDAR,RANAVAV,0,0,0,625,0,625,625
GUJARAT,RAJKOT,DHORAJI,6,3,238,851,4687,5779,5785
GUJARAT,RAJKOT,GONDAL,21,0,414,3653,267,4334,4355
GUJARAT,RAJKOT,JAMKANDORNA,0,4,121,2076,2307,4508,4508
GUJARAT,RAJKOT,JASDAN,220,1,7300,1912,522,9735,9955
GUJARAT,RAJKOT,JETPUR,0,0,756,491,116,1363,1363
GUJARAT,RAJKOT,KOTADA SANGANI,0,308,2,142,2,454,454
GUJARAT,RAJKOT,LODHIKA,0,35,99,1960,1577,3671,3671
GUJARAT,RAJKOT,MALIYA,0,14,118,71,225,428,428
GUJARAT,RAJKOT,MORVI,0,24,563,716,18,1321,1321
GUJARAT,RAJKOT,PADDHARI,0,0,0,1592,2075,3667,3667
GUJARAT,RAJKOT,RAJKOT,3,1,7,2,3349,3359,3362
GUJARAT,RAJKOT,TANKARA,0,5,597,2903,784,4289,4289
GUJARAT,RAJKOT,UPLETA,1,0,2,2624,1305,3931,3932
GUJARAT,RAJKOT,WANKANER,17,3,1050,934,97,2084,2101
GUJARAT,SABARKANTHA,BAYAD,0,180,1,5805,70,6056,6056
GUJARAT,SABARKANTHA,BHILODA,0,19,12,10055,735,10821,10821
GUJARAT,SABARKANTHA,DHANSURA,0,14,0,4011,203,4228,4228
GUJARAT,SABARKANTHA,HIMATNAGAR,0,24,0,8199,3543,11766,11766
GUJARAT,SABARKANTHA,IDAR,0,0,0,8263,3921,12184,12184
GUJARAT,SABARKANTHA,KHEDBRAHMA,0,76,15,7062,865,8018,8018
GUJARAT,SABARKANTHA,MALPUR,0,279,32,4748,758,5817,5817
GUJARAT,SABARKANTHA,MEGHRAJ,0,926,1,5655,632,7214,7214
GUJARAT,SABARKANTHA,MODASA,0,245,14,4148,123,4530,4530
GUJARAT,SABARKANTHA,PRANTIJ,0,7,5,2570,618,3200,3200
GUJARAT,SABARKANTHA,TALOD,0,0,0,1708,189,1897,1897
GUJARAT,SABARKANTHA,VADALI,0,0,0,4385,391,4776,4776
GUJARAT,SABARKANTHA,VIJAYNAGAR,0,0,0,1754,1870,3624,3624
GUJARAT,SURAT,BARDOLI,0,0,0,30,1751,1781,1781
GUJARAT,SURAT,CHORASI,0,0,0,0,1977,1977,1977
GUJARAT,SURAT,KAMREJ,0,0,0,492,1010,1502,1502
GUJARAT,SURAT,MAHUVA,0,0,0,0,1877,1877,1877
GUJARAT,SURAT,MANDVI,1,0,0,1649,485,2134,2135
GUJARAT,SURAT,MANGROL,0,0,0,0,699,699,699
GUJARAT,SURAT,NIZAR,0,0,0,0,1608,1608,1608
GUJARAT,SURAT,OLPAD,0,0,0,0,1224,1224,1224
GUJARAT,SURAT,PALSANA,0,0,0,0,844,844,844
GUJARAT,SURAT,SONGADH,0,0,0,0,2121,2121,2121
GUJARAT,SURAT,UCHCHHAL,0,0,0,0,486,486,486
GUJARAT,SURAT,UMARPADA,0,0,0,0,447,447,447
GUJARAT,SURAT,VALOD,0,0,0,19,1056,1075,1075
GUJARAT,SURAT,VYARA,1,0,0,1,3345,3346,3347
GUJARAT,SURENDRANAGAR,CHOTILA,0,2,642,829,2,1475,1475
GUJARAT,SURENDRANAGAR,CHUDA,4,7,270,4881,24,5182,5186
GUJARAT,SURENDRANAGAR,DASADA,96,1,2,672,597,1272,1368
GUJARAT,SURENDRANAGAR,DHRANGADHRA,0,276,878,1235,20,2409,2409
GUJARAT,SURENDRANAGAR,HALVAD,0,6,277,139,133,555,555
GUJARAT,SURENDRANAGAR,LAKHTAR,0,0,0,0,155,155,155
