-----
{
 "description": "The table refers to Block wise Potential Utilized through Dugwells. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.13.csv", 
 "title": "Download CSV for Blockwise Potential Utilized through Dugwells", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Kharif,Rabi,Perennial,Others,Total
BIHAR,BANKA,PHULLIDUMER,88,50,2,9,149
BIHAR,BANKA,RAJOUN,147,172,101,73,493
BIHAR,BANKA,SAMBHUGANJ,242,297,22,32,595
BIHAR,BHAGALPUR,GOURADIH,194,165,15,1,375
BIHAR,BHAGALPUR,JAGDISHPUR,68,136,0,0,204
BIHAR,BHAGALPUR,KAHALGAON,119,102,3,8,232
BIHAR,BHAGALPUR,NATHNAGAR,60,76,0,1,137
BIHAR,BHAGALPUR,PIRPAINTY,272,894,333,145,1644
BIHAR,BHAGALPUR,SABOUR,86,193,4,1,285
BIHAR,BHAGALPUR,SANHAULA,115,83,4,40,242
BIHAR,BHAGALPUR,SHAHKUND,235,187,13,1,436
BIHAR,BHAGALPUR,SULTANGANJ,39,46,0,2,87
BIHAR,BHOJPUR,ARA,26,84,0,0,110
BIHAR,BHOJPUR,BARHARA,3,41,0,0,44
BIHAR,BHOJPUR,BEHEA,30,19,1,0,50
BIHAR,BHOJPUR,CHARPOKHARI,40,38,0,0,78
BIHAR,BHOJPUR,GARHANI,19,19,0,0,37
BIHAR,BHOJPUR,JAGDISHPUR,117,102,1,0,219
BIHAR,BHOJPUR,KOILWAR,63,46,87,33,229
BIHAR,BHOJPUR,PIRO,603,505,17,7,1131
BIHAR,BHOJPUR,SAHAR,34,19,15,6,74
BIHAR,BHOJPUR,SANDESH,3,67,5,0,74
BIHAR,BHOJPUR,SHAHPUR,10,30,8,0,48
BIHAR,BHOJPUR,TARARI,408,257,22,2,689
BIHAR,BHOJPUR,UDWANTNAGAR,14,16,6,0,36
BIHAR,BUXAR,BRAHMPUR,6,5,0,0,10
BIHAR,BUXAR,BUXAR,21,21,0,0,42
BIHAR,BUXAR,CHOUGAI,51,30,1,3,84
BIHAR,BUXAR,CHOUSA,86,85,0,0,171
BIHAR,BUXAR,DUMRAON,78,74,8,0,160
BIHAR,BUXAR,ITARHI,7,10,0,1,18
BIHAR,BUXAR,RAJPUR,521,529,11,13,1074
BIHAR,BUXAR,SIMRI,0,0,0,0,0
BIHAR,EAST CHAMPARAN,AREARAJ,132,4016,0,0,4147
BIHAR,EAST CHAMPARAN,GHORASAHAN,0,0,0,0,0
BIHAR,GAYA,AMAS,168,97,4,1,269
BIHAR,GAYA,ATRI,547,480,33,54,1113
BIHAR,GAYA,BANKE BAZAR,157,75,0,0,232
BIHAR,GAYA,BARACHATTY,873,351,23,16,1263
BIHAR,GAYA,BATHANI,262,255,0,2,519
BIHAR,GAYA,BELAGANJ,925,878,150,32,1985
BIHAR,GAYA,BODHGAYA,622,630,69,29,1350
BIHAR,GAYA,DOBHI,1629,901,4,6,2540
BIHAR,GAYA,DUMARIYA,496,780,132,46,1454
BIHAR,GAYA,FATEHPUR,354,470,14,44,881
BIHAR,GAYA,GAYA NAGAR,44,18,0,0,63
BIHAR,GAYA,GURARU,107,113,11,3,233
BIHAR,GAYA,GURUA,170,447,4,4,626
BIHAR,GAYA,IMAMGANJ,1349,638,77,29,2092
BIHAR,GAYA,KHIZARSARAI,203,161,5,0,369
BIHAR,GAYA,KONCH,262,303,41,16,621
BIHAR,GAYA,MANPUR,951,835,471,10,2268
BIHAR,GAYA,MOHANPUR,222,70,0,0,292
BIHAR,GAYA,PARAIYA,457,413,22,0,892
BIHAR,GAYA,SHERGHATTY,302,201,4,4,510
BIHAR,GAYA,TANKUPPA,159,154,1,15,329
BIHAR,GAYA,TEKARI,1178,1118,36,25,2357
BIHAR,GAYA,WAZIRGANJ,470,592,36,17,1116
BIHAR,GOPAALGANJ,BAIKUNTHPUR,6,16,2,1,25
BIHAR,GOPAALGANJ,BARAULI,0,0,0,0,0
BIHAR,GOPAALGANJ,BHOREY,7,10,0,0,17
BIHAR,GOPAALGANJ,BIJAIPUR,2,6,2,0,10
BIHAR,GOPAALGANJ,HATHUA,22,29,0,0,51
BIHAR,GOPAALGANJ,KATEYA,10,4,0,0,14
BIHAR,GOPAALGANJ,KUCHAIKOTE,3,9,0,0,12
BIHAR,GOPAALGANJ,MANJHA,4,19,0,0,23
BIHAR,GOPAALGANJ,PANCHDEWRI,2,2,0,0,3
BIHAR,GOPAALGANJ,PHULWARIYA,5,5,3,3,15
BIHAR,GOPAALGANJ,THAWE,0,0,0,0,0
BIHAR,GOPAALGANJ,UCHKAGAON,98,97,2,0,197
BIHAR,JAMUI,ALIGANJ,119,31,0,0,150
BIHAR,JAMUI,BARHAT,126,164,5,0,295
BIHAR,JAMUI,CHAKAI,908,538,44,5,1494
BIHAR,JAMUI,GHIDHOR,63,26,15,26,130
BIHAR,JAMUI,JAMUI,83,56,8,4,152
BIHAR,JAMUI,JHAJHA,128,247,19,5,399
BIHAR,JAMUI,KHAIRA,820,432,51,26,1329
BIHAR,JAMUI,LAXMIPUR,20,401,0,0,420
BIHAR,JAMUI,SIKANDARA,99,122,0,0,220
BIHAR,JAMUI,SONO,585,619,78,96,1378
BIHAR,JEHANABAD,ARWAL,46,39,1,12,98
BIHAR,JEHANABAD,GHOSHI,9,78,14,5,107
BIHAR,JEHANABAD,HULASGANJ,20,102,15,15,152
BIHAR,JEHANABAD,JEHANABAD,39,58,16,4,116
BIHAR,JEHANABAD,KAKO,172,199,66,37,473
BIHAR,JEHANABAD,KALER,37,46,2,7,91
BIHAR,JEHANABAD,KARPI,200,100,5,4,309
BIHAR,JEHANABAD,KURTHA,96,81,7,29,213
BIHAR,JEHANABAD,MAKHDUMPUR,193,88,21,6,308
BIHAR,JEHANABAD,MODANGANJ,37,48,6,3,95
BIHAR,JEHANABAD,RATNI,48,33,9,0,90
BIHAR,JEHANABAD,VANSHI,17,5,0,0,22
BIHAR,KAIMUR (BHABUA),ADHAURA,57,17,2,0,76
BIHAR,KAIMUR (BHABUA),BHABUA,2659,1797,14,1,4470
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,553,485,26,18,1082
BIHAR,KAIMUR (BHABUA),CHAINPUR,2395,2427,0,0,4823
BIHAR,KAIMUR (BHABUA),CHAND,1242,1110,0,0,2352
BIHAR,KAIMUR (BHABUA),DURGAWATI,625,471,20,36,1152
BIHAR,KAIMUR (BHABUA),KUDRA,1111,1051,2,45,2209
BIHAR,KAIMUR (BHABUA),MOHANIA,655,531,23,1,1209
BIHAR,KAIMUR (BHABUA),NUAON,901,757,230,64,1952
BIHAR,KAIMUR (BHABUA),RAMGARH,1274,910,259,165,2607
BIHAR,KAIMUR (BHABUA),RAMPUR,377,309,36,14,736
BIHAR,KATIHAR,AZAMNAGAR,0,6,0,0,6
BIHAR,LAKHISARAI,HALSI,7,60,0,0,67
BIHAR,LAKHISARAI,LAKHISARAI,87,119,13,2,220
BIHAR,LAKHISARAI,RAMGHAR CHOK,15,20,0,2,37
BIHAR,LAKHISARAI,SURYAGARAH,28,100,8,6,142
BIHAR,MADHEPURA,GAMHARIA,0,0,0,0,0
BIHAR,MADHEPURA,KUMAR KHAND,0,0,0,0,0
BIHAR,MADHEPURA,SINGHESHWAR,0,0,0,0,0
BIHAR,MADHUBANI,BABUBARHI,3,2,0,0,5
BIHAR,MADHUBANI,HARLAKHI,48,36,0,0,84
BIHAR,MADHUBANI,JAYNAGAR,29,39,10,7,84
BIHAR,MADHUBANI,LAKHANAUR,2,5,2,3,12
BIHAR,MUNGER,ASARGANJ,41,45,1,24,111
BIHAR,MUNGER,BARIYARPUR,12,16,7,6,42
BIHAR,MUNGER,DHARAHARA,2,318,0,0,320
BIHAR,MUNGER,HAWALI KHAGARHPUR,70,214,3,0,287
BIHAR,MUNGER,JAMALPUR,37,359,2,0,398
BIHAR,MUNGER,SADAR MUNGER,19,330,4,4,357
BIHAR,MUNGER,SANGRAMPUR,37,67,9,21,133
BIHAR,MUNGER,TARAPUR,33,64,35,15,147
BIHAR,MUNGER,TATIA BAMBAR,15,46,0,0,61
BIHAR,MUZAFFARPUR,KANTI,0,0,0,0,0
BIHAR,MUZAFFARPUR,KATRA,1,1,0,0,2
BIHAR,MUZAFFARPUR,KURHANI,8,15,6,5,35
BIHAR,MUZAFFARPUR,MINAPUR,0,0,0,0,0
BIHAR,MUZAFFARPUR,MORAUL,0,0,0,0,0
BIHAR,MUZAFFARPUR,MUSHAHARI,0,0,0,0,0
BIHAR,NALANDA,ASTHAWAN,764,742,0,14,1520
BIHAR,NALANDA,BEN,832,1213,57,1,2104
BIHAR,NALANDA,BIHARSHARIF,2407,2129,135,20,4690
BIHAR,NALANDA,BIND,236,229,3,0,468
BIHAR,NALANDA,CHANDI,1244,880,47,1,2172
BIHAR,NALANDA,EKANGARSARAI,349,415,1,3,768
BIHAR,NALANDA,GIRIYAK,470,402,14,27,914
BIHAR,NALANDA,HARNAUT,1056,929,46,69,2100
BIHAR,NALANDA,HILSA,1472,1227,200,50,2949
BIHAR,NALANDA,ISLAMPUR,118,133,21,9,280
BIHAR,NALANDA,KARAIPARSURAI,445,438,116,51,1050
BIHAR,NALANDA,KATRISARAI,138,108,0,0,247
BIHAR,NALANDA,NAGARNAUSA,636,555,16,147,1355
BIHAR,NALANDA,NOORSARAI,3030,3573,610,149,7362
BIHAR,NALANDA,PARWALPUR,1090,1025,473,81,2670
BIHAR,NALANDA,RAHUI,1572,1777,132,67,3548
BIHAR,NALANDA,RAJGIR,507,527,2,67,1102
BIHAR,NALANDA,SARMERA,240,265,10,9,524
BIHAR,NALANDA,SILAO,1417,1416,130,23,2986
BIHAR,NALANDA,THARTHARI,381,359,4,10,755
BIHAR,NAWADA,AKBARPUR,180,159,5,3,347
BIHAR,NAWADA,GOVINDPUR,294,1712,60,12,2079
BIHAR,NAWADA,HASUA,79,152,29,20,279
BIHAR,NAWADA,KASHICHAK,61,120,85,2,268
BIHAR,NAWADA,KAWAKOLE,121,110,33,17,281
BIHAR,NAWADA,MESKAUR,63,84,20,0,166
BIHAR,NAWADA,NARDIGUNJ,64,46,26,3,140
BIHAR,NAWADA,NARHAT,14,15,2,1,32
BIHAR,NAWADA,NAWADA,134,123,59,9,325
BIHAR,NAWADA,PAKRIBRAWAN,30,22,3,11,66
BIHAR,NAWADA,RAJAULI,112,88,25,1,227
BIHAR,NAWADA,ROH,26,17,3,0,46
BIHAR,NAWADA,SIRDALA,339,289,122,3,753
BIHAR,NAWADA,WARISALIGUNJ,107,90,25,1,223
BIHAR,PATNA,ATHAMALGOLA,17,17,0,0,35
BIHAR,PATNA,BAKHTIARPUR,1,1,0,0,2
BIHAR,PATNA,BARH,155,138,18,1,312
BIHAR,PATNA,BELCHCHI,14,14,6,7,40
BIHAR,PATNA,BIHTA,54,113,5,58,229
BIHAR,PATNA,DANIYAWAN,211,207,10,2,430
BIHAR,PATNA,DHANARUA,521,547,11,0,1078
BIHAR,PATNA,DULHIN BAZAR,114,90,0,0,205
BIHAR,PATNA,FATUHA,37,74,27,9,147
BIHAR,PATNA,GHOSWARI,32,37,0,0,69
BIHAR,PATNA,KHUSRUPUR,52,52,0,0,104
BIHAR,PATNA,MANER,9,6,6,3,24
BIHAR,PATNA,MASAURHI,342,270,4,0,616
BIHAR,PATNA,MOKAMA,33,33,0,0,65
BIHAR,PATNA,NAUBATPUR,133,116,4,0,252
BIHAR,PATNA,PALIGANJ,27,28,1,0,56
BIHAR,PATNA,PANDARAK,70,97,0,0,167
BIHAR,PATNA,PATNA SADAR,106,111,0,0,217
BIHAR,PATNA,PHULWARI,97,101,0,7,204
BIHAR,PATNA,PUNPUN,109,109,0,1,218
BIHAR,PATNA,SAMPATCHAK,124,124,0,0,248
BIHAR,PATNA,VIKRAM,121,110,1,0,231
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,2,3,0,0,5
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,251,243,0,1,495
BIHAR,ROHTAS(SASARAM),CHENARI,1089,731,15,6,1841
BIHAR,ROHTAS(SASARAM),DAWATH,120,112,0,1,233
BIHAR,ROHTAS(SASARAM),DEHRI,94,59,1,5,158
BIHAR,ROHTAS(SASARAM),DINARA,13,14,0,0,27
BIHAR,ROHTAS(SASARAM),KARAKAT,216,206,13,0,435
BIHAR,ROHTAS(SASARAM),KARGAHAR,286,211,0,0,498
BIHAR,ROHTAS(SASARAM),KOCHAS,324,306,1,1,632
BIHAR,ROHTAS(SASARAM),NASRIGANJ,48,33,8,0,89
BIHAR,ROHTAS(SASARAM),NAUHATTA,830,1252,0,0,2082
BIHAR,ROHTAS(SASARAM),NOKHA,0,0,0,0,0
BIHAR,ROHTAS(SASARAM),RAJPUR,36,31,0,1,68
BIHAR,ROHTAS(SASARAM),ROHTAS,488,339,1,29,857
BIHAR,ROHTAS(SASARAM),SANJHAULI,55,51,7,0,112
BIHAR,ROHTAS(SASARAM),SASARAM,581,511,46,26,1164
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,421,285,2,1,709
BIHAR,ROHTAS(SASARAM),SURAJPURA,38,45,0,16,100
BIHAR,ROHTAS(SASARAM),TILOUTTHU,95,100,9,1,205
BIHAR,SARAN,AMNAUR,8,8,0,0,17
BIHAR,SARAN,BANIYAPUR,22,22,0,0,44
BIHAR,SARAN,DARIYAPUR,17,17,0,0,34
BIHAR,SARAN,DIGHWARA,0,26,0,0,26
BIHAR,SARAN,EKMA,0,0,0,0,0
BIHAR,SARAN,GARKHA,24,83,2,8,118
BIHAR,SARAN,ISHUAPUR,9,18,5,3,34
BIHAR,SARAN,JALAPUR,8,16,0,12,36
BIHAR,SARAN,LAHLADPUR,18,40,0,0,58
BIHAR,SARAN,MAKER,0,0,0,0,0
BIHAR,SARAN,MANJHI,0,0,0,0,0
BIHAR,SARAN,MARAURAH,0,0,0,0,0
BIHAR,SARAN,MASHRAKH,1,1,0,0,2
BIHAR,SARAN,NAGRA,3,9,2,0,14
BIHAR,SARAN,PANAPUR,0,82,0,0,82
BIHAR,SARAN,REVILGANJ,9,19,1,2,30
BIHAR,SARAN,SADAR,45,111,0,0,156
BIHAR,SARAN,SONPUR,0,0,0,0,0
BIHAR,SARAN,TRAIYA,0,91,1,12,104
BIHAR,SHEKHPURA,ARIYARI,50,45,7,7,109
BIHAR,SHEKHPURA,BARBIGHA,14,10,0,0,24
BIHAR,SHEKHPURA,CHEWARA,40,27,20,20,106
BIHAR,SHEKHPURA,GHAT KUSUMBHA,0,1,1,0,2
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,28,37,1,0,66
BIHAR,SHEKHPURA,SHEKHPURA,12,9,1,1,22
BIHAR,SIWAN,ANDER,0,3,0,0,3
BIHAR,SIWAN,BARHARIA,11,19,1,4,36
BIHAR,SIWAN,BASANTPUR,0,0,0,0,0
BIHAR,SIWAN,BHAGWANPUR-HAT,1,7,2,0,10
BIHAR,SIWAN,DARAULI,0,0,0,0,0
BIHAR,SIWAN,DARAUNDHA,0,0,0,0,0
BIHAR,SIWAN,GOREAKOTHI,1,1,0,0,2
BIHAR,SIWAN,GUTHANI,192,364,2,0,557
BIHAR,SIWAN,HASANPURA,0,0,0,0,0
BIHAR,SIWAN,HUSSAINGANJ,0,0,0,0,0
BIHAR,SIWAN,JIRADEI,0,0,0,0,0
BIHAR,SIWAN,LAKRI NABIGANJ,23,27,1,0,52
BIHAR,SIWAN,MAHARAJGANJ,0,0,0,0,0
BIHAR,SIWAN,MAIRWA,1,4,0,1,6
BIHAR,SIWAN,NAUTAN,0,29,2,15,46
BIHAR,SIWAN,PACHRUKHI,6,11,0,0,17
BIHAR,SIWAN,RAGHUNATHPUR,1,10,1,0,12
BIHAR,SIWAN,SISWAN,0,0,0,0,0
BIHAR,SIWAN,SIWAN,55,100,19,14,188
BIHAR,VAISHALI,BIDUPUR,312,428,560,175,1475
BIHAR,VAISHALI,CHEHRAKALA,0,3,2,1,6
BIHAR,VAISHALI,GORAUL,2,3,0,0,5
BIHAR,VAISHALI,HAJIPUR,70,114,133,2,319
BIHAR,VAISHALI,LALGANJ,8,15,2,0,26
BIHAR,VAISHALI,MAHNAR,17,17,0,0,34
BIHAR,VAISHALI,PATEDHI BELSAR,2,0,0,0,2
BIHAR,VAISHALI,PATEPUR,0,0,0,0,0
BIHAR,VAISHALI,SAHDEI BUZURG,0,0,0,0,0
CHHATTISGARH,BASTER,JAGDALPUR,68,382,0,0,451
CHHATTISGARH,BASTER,KESHKAL,0,881,0,0,881
CHHATTISGARH,BASTER,KONDAGAON,36,233,1,0,270
CHHATTISGARH,BASTER,NARAYANPUR,0,8,1,0,9
CHHATTISGARH,BILASPUR,BELHA,101,102,0,0,203
CHHATTISGARH,BILASPUR,BILASPUR,527,473,28,11,1038
CHHATTISGARH,BILASPUR,KOTA,134,124,0,0,258
CHHATTISGARH,BILASPUR,LORMI,1262,1219,1023,0,3504
CHHATTISGARH,BILASPUR,MASTURI,66,57,0,19,142
CHHATTISGARH,BILASPUR,MUNGELI,544,519,2,1,1066
CHHATTISGARH,BILASPUR,PENDRA-ROAD,873,426,0,0,1299
CHHATTISGARH,BILASPUR,TAKHATPUR,405,358,19,0,782
CHHATTISGARH,DANTEWADA,BEEJAPUR,1,58,0,0,59
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,9,86,1,1,97
CHHATTISGARH,DANTEWADA,DANTEVADA,0,0,0,0,0
CHHATTISGARH,DANTEWADA,KONTA,2,17,0,0,18
CHHATTISGARH,DHAMTARI,DHAMTARI,295,255,0,75,625
CHHATTISGARH,DHAMTARI,KURUD,321,1294,6,6,1627
CHHATTISGARH,DHAMTARI,NAGARI,387,319,17,0,724
CHHATTISGARH,DURG,BALOD,545,208,36,201,991
CHHATTISGARH,DURG,BEMETARA,31,20,0,0,52
CHHATTISGARH,DURG,BERLA,595,304,555,0,1455
CHHATTISGARH,DURG,DHMADHA,458,269,8,0,736
CHHATTISGARH,DURG,DONDILOHAR,8,3,0,0,12
CHHATTISGARH,DURG,DURG,870,454,9,1,1335
CHHATTISGARH,DURG,GUNDERDEHI,493,218,5,12,728
CHHATTISGARH,DURG,GURUR,230,204,0,0,434
CHHATTISGARH,DURG,NAVAGARH,66,37,2,0,105
CHHATTISGARH,DURG,PATAN,354,185,0,0,539
CHHATTISGARH,DURG,SAJA,290,236,6,0,531
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,536,547,0,0,1083
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,47,39,0,0,86
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,1340,773,0,0,2113
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,91,175,0,0,266
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,536,577,0,0,1113
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,0,52,0,2,54
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,32,106,0,0,137
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,29,9,0,1,38
CHHATTISGARH,JASHPUR,BAGICHA,6,364,0,0,371
CHHATTISGARH,JASHPUR,JASHPUR,0,445,0,0,445
CHHATTISGARH,JASHPUR,KUNKURI,2,1203,1,0,1206
CHHATTISGARH,JASHPUR,PATHALGAON,27,288,1,0,316
CHHATTISGARH,KANKER,ANTAGAR,9,48,0,0,57
CHHATTISGARH,KANKER,BHANUPRATAPPUR,40,625,0,0,665
CHHATTISGARH,KANKER,CHARAMA,163,135,8,0,307
CHHATTISGARH,KANKER,KANKER,362,175,3,3,543
CHHATTISGARH,KANKER,NARHARPUR,251,292,6,5,554
CHHATTISGARH,KANKER,PAKHANJUR,20,22,0,0,42
CHHATTISGARH,KORBA,KARTALA,16,178,0,0,195
CHHATTISGARH,KORBA,KATGHORA,37,176,0,0,213
CHHATTISGARH,KORBA,KORBA,3,71,0,0,75
CHHATTISGARH,KORBA,PALI,49,122,1,0,173
CHHATTISGARH,KORIA,BAIKUNTHPUR,1,362,0,0,363
CHHATTISGARH,KORIA,BHARATPUR,0,12,0,0,12
CHHATTISGARH,KORIA,MANENDRAGARH,0,183,0,0,183
CHHATTISGARH,KORIA,SONHAT,0,57,0,1,58
CHHATTISGARH,KVARDHA,KVARDHA,341,140,20,8,508
CHHATTISGARH,KVARDHA,PANDARIYA,456,209,23,0,688
CHHATTISGARH,MAHASAMUND,BASNA,233,108,3,0,345
CHHATTISGARH,MAHASAMUND,MAHASAMUND,1479,672,13,0,2164
CHHATTISGARH,MAHASAMUND,SARIYPALI,1344,98,6,0,1449
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,21,298,0,1,320
CHHATTISGARH,RAIGARH,GHARGODA,27,127,0,0,154
CHHATTISGARH,RAIGARH,KHARSIYA,0,15,0,0,15
CHHATTISGARH,RAIGARH,LAILUNGA,0,235,4,1,240
CHHATTISGARH,RAIGARH,RAIGARH,57,65,0,0,122
CHHATTISGARH,RAIGARH,SARANGARH,214,218,3,2,436
CHHATTISGARH,RAIPUR,ABHANPUR,363,395,0,9,768
CHHATTISGARH,RAIPUR,ARANG,683,510,5,20,1217
CHHATTISGARH,RAIPUR,BHATAPARA,56,33,0,0,89
CHHATTISGARH,RAIPUR,BILAIGARH,35,53,1,0,89
CHHATTISGARH,RAIPUR,BLOUDABAJAR,323,245,0,0,568
CHHATTISGARH,RAIPUR,DEVBHOG,5,112,1,0,118
CHHATTISGARH,RAIPUR,GARIYABAND,483,494,1,0,978
CHHATTISGARH,RAIPUR,KASDOL,140,246,1,0,387
CHHATTISGARH,RAIPUR,PALARI,30,40,0,0,70
CHHATTISGARH,RAIPUR,RAIPUR,436,296,3,24,758
CHHATTISGARH,RAIPUR,RAJIM,108,508,0,0,616
CHHATTISGARH,RAIPUR,SIMGA,90,39,14,0,144
CHHATTISGARH,RAIPUR,TILDA,423,208,1,7,638
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,38,28,1,0,68
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,283,425,0,1,709
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,335,233,6,0,575
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,305,184,10,1,500
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,310,225,5,6,547
CHHATTISGARH,RAJNANDGAON,MANPUR,61,80,1,0,143
CHHATTISGARH,RAJNANDGAON,MOHLA,25,116,1,0,141
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,1589,1267,67,67,2989
CHHATTISGARH,SURGUJA,AMBIKAPUR,2,744,5,0,751
CHHATTISGARH,SURGUJA,LUNDRA,0,165,0,0,166
CHHATTISGARH,SURGUJA,PAL,0,691,7,0,698
CHHATTISGARH,SURGUJA,PRATAPPUR,0,748,1,0,748
CHHATTISGARH,SURGUJA,RAJPUR,0,279,0,1,280
CHHATTISGARH,SURGUJA,SAMRI,1,250,1,0,252
CHHATTISGARH,SURGUJA,SITAPUR,3,503,1,0,507
CHHATTISGARH,SURGUJA,SURAJPUR,11,1923,12,0,1946
CHHATTISGARH,SURGUJA,WADRAFNAGAR,1,495,3,1,500
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,117,38,8,0,164
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,10,3,0,0,14
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,113,35,5,0,153
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,4,1,0,0,5
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,33,21,0,0,54
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,38,13,0,0,51
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,23,6,0,0,28
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,194,55,12,0,261
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,77,32,0,0,109
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,88,26,8,0,122
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,51,22,5,0,78
GOA,NORTH GOA,BARDEZ,50,82,73,50,256
GOA,NORTH GOA,BICHOLIM,0,57,200,23,280
GOA,NORTH GOA,PERNEM,2,27,121,48,199
GOA,NORTH GOA,PONDA,0,3,529,7,540
GOA,NORTH GOA,SATTARI,0,7,393,1,402
GOA,NORTH GOA,TISWADI,0,294,64,65,422
GOA,SOUTH GOA,CANACONA,3,62,132,67,264
GOA,SOUTH GOA,MORMUGAO,0,5,16,2,23
GOA,SOUTH GOA,QUEPEM,0,13,283,0,295
GOA,SOUTH GOA,SALCETE,31,29,53,1,114
GOA,SOUTH GOA,SANGUEM,0,40,631,18,689
GUJARAT,AHMEDABAD,BARWALA,37617,13526,0,0,51143
GUJARAT,AHMEDABAD,BAVLA,1207,1632,159,92,3090
GUJARAT,AHMEDABAD,DASKROI,69,112,1,42,224
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,0,0,0,0,0
GUJARAT,AHMEDABAD,DHANDHUKA,1927,483,0,0,2411
GUJARAT,AHMEDABAD,DHOLKA,621,871,144,76,1711
GUJARAT,AHMEDABAD,MANDAL,0,0,0,8,8
GUJARAT,AHMEDABAD,RANPUR,861,112,1,0,974
GUJARAT,AHMEDABAD,SANAND,276,192,28,2,497
GUJARAT,AHMEDABAD,VIRAMGAM,1412,602,277,0,2291
GUJARAT,AMRELI,AMRELI,0,0,0,0,0
GUJARAT,AMRELI,BABRA,0,0,0,0,0
GUJARAT,AMRELI,BAGASARA,0,0,0,0,0
GUJARAT,AMRELI,DHARI,0,0,0,0,0
GUJARAT,AMRELI,JAFRABAD,0,0,0,0,0
GUJARAT,AMRELI,KHAMBHA,0,0,0,0,0
GUJARAT,AMRELI,KUNKAVAV VADIA,0,0,0,0,0
GUJARAT,AMRELI,LATHI,0,0,0,0,0
GUJARAT,AMRELI,LILIA,0,0,0,0,0
GUJARAT,AMRELI,RAJULA,0,0,0,0,0
GUJARAT,AMRELI,SAVARKUNDLA,0,0,0,0,0
GUJARAT,ANAND,ANAND,510,1534,31,839,2914
GUJARAT,ANAND,ANKLAV,419,773,60,494,1746
GUJARAT,ANAND,BORSAD,13,22,0,28,63
GUJARAT,ANAND,PETLAD,808,2045,6,1287,4146
GUJARAT,ANAND,SOJITRA,489,1195,0,744,2428
GUJARAT,ANAND,TARAPUR,793,1029,0,456,2278
GUJARAT,ANAND,UMRETH,1227,2300,4,1592,5123
GUJARAT,BANASKANTHA,AMIRGADH,7533,4225,66,55,11878
GUJARAT,BANASKANTHA,BHABHAR,685,1740,48,49,2521
GUJARAT,BANASKANTHA,DANTA,8150,4870,546,557,14123
GUJARAT,BANASKANTHA,DANTIWADA,1389,2869,11,2624,6893
GUJARAT,BANASKANTHA,DEESA,25823,22838,72,8240,56973
GUJARAT,BANASKANTHA,DEODAR,247,176,0,0,423
GUJARAT,BANASKANTHA,DHANERA,23026,23860,347,1904,49137
GUJARAT,BANASKANTHA,KANKAREJ,599,1802,13,170,2584
GUJARAT,BANASKANTHA,PALANPUR,7521,8475,213,1261,17470
GUJARAT,BANASKANTHA,THARAD,12775,15903,2313,5,30994
GUJARAT,BANASKANTHA,VADAGAM,11585,8603,686,1763,22637
GUJARAT,BANASKANTHA,WAV,1112,835,30,24,2000
GUJARAT,BHARUCH,AMOD,656,2048,0,0,2704
GUJARAT,BHARUCH,ANKLESVAR,15,68,0,0,83
GUJARAT,BHARUCH,BHARUCH,7,1521,284,30,1842
