-----
{
 "description": "The table refers to District wise Distribution of Shallow Tubewells according to ownership. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.2.csv", 
 "title": "Download CSV for Districtwise Distribution of Shallow Tubewells according to ownership", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.2.csv"
}
-----
"State","District","Government","Cooperative Societies","Panchayat","Group of farmers","Individual farmers","Others","Total"
"TAMIL NADU","NAMAKKAL",0,0,0,7,839,0,846
"TAMIL NADU","NILGIRIS",0,0,0,0,3,0,3
"TAMIL NADU","PERAMBALUR",2,3,0,0,5514,0,5519
"TAMIL NADU","PUDUKKOTTAI",12,0,1,53,1178,0,1244
"TAMIL NADU","RAMANATHAPURAM",4,0,2,4,783,1,794
"TAMIL NADU","SALEM",0,0,0,2,102,0,104
"TAMIL NADU","SIVAGANGA",13,2,9,2,296,3,325
"TAMIL NADU","THANJAVUR",4,3,16,0,27461,0,27484
"TAMIL NADU","THENI",0,0,0,25,657,0,682
"TAMIL NADU","THIRUVALLUR",0,1,1,23,14377,20,14422
"TAMIL NADU","THIRUVARUR",0,0,2,0,15380,1,15383
"TAMIL NADU","TIRUCHIRAPPALLI",16,1,0,76,6061,86,6240
"TAMIL NADU","TIRUNELVELI",3,0,1,74,382,12,472
"TAMIL NADU","TIRUVANNAMALAI",0,0,1,17,419,0,437
"TAMIL NADU","TUTICORIN DISTRICT",4,0,0,11,719,13,747
"TAMIL NADU","VELLORE",60,0,0,24,696,1,781
"TAMIL NADU","VILLUPPURAM",38,4,91,834,17972,23,18962
"TAMIL NADU","VIRUDHUNAGAR",2,0,1,7,334,3,347
"TRIPURA","NORTH TRIPURA",0,0,3,0,12,0,15
"TRIPURA","SOUTH TRIPURA",18,0,13,9,465,4,509
"TRIPURA","WEST TRIPURA",38,3,31,17,560,5,654
"UTTAR PRADESH","AGRA",0,0,0,0,66478,0,66478
"UTTAR PRADESH","ALIGARH",15,48,4,453,45713,53,46286
"UTTAR PRADESH","ALLAHABAD",0,0,1,0,29714,1,29716
"UTTAR PRADESH","AMBEDAKAR NAGAR",0,0,0,0,56441,0,56441
"UTTAR PRADESH","AURAIYA",0,0,3,0,32558,0,32561
"UTTAR PRADESH","AZAMGARH",5,1,1,1,65506,0,65514
"UTTAR PRADESH","BAGHPAT",2,1,5,21,24848,13,24890
"UTTAR PRADESH","BAHARAICH",2,0,0,0,51155,0,51157
"UTTAR PRADESH","BALLIA",0,0,0,0,33543,0,33543
"UTTAR PRADESH","BALRAMPUR",0,0,0,0,45651,0,45651
"UTTAR PRADESH","BANDA",0,0,0,0,10307,0,10307
"UTTAR PRADESH","BARABANKI",1,0,0,0,89974,1,89976
"UTTAR PRADESH","BAREILLY",49,5,2,781,108656,9,109502
"UTTAR PRADESH","BASTI",0,0,0,5,67236,1,67242
"UTTAR PRADESH","BIJNOR",6,5,2,21,85434,1,85469
"UTTAR PRADESH","BUDAUN",13,1,0,0,96494,0,96508
"UTTAR PRADESH","BULAND SAHAR",27,0,0,895,60750,0,61672
"UTTAR PRADESH","CHANDAULI",0,0,0,0,11965,0,11965
"UTTAR PRADESH","CHITRAKOOT",0,0,0,0,3456,0,3456
"UTTAR PRADESH","DEORIA",1,0,0,1,55787,0,55789
"UTTAR PRADESH","ETAH",6,0,0,0,66222,0,66228
"UTTAR PRADESH","ETAWAH",0,0,0,0,30217,0,30217
"UTTAR PRADESH","FAIZABAD",1,0,0,0,63556,1,63558
"UTTAR PRADESH","FARRUKHABAD",11,0,0,0,25886,0,25897
"UTTAR PRADESH","FATEHPUR",0,0,0,0,35176,0,35176
"UTTAR PRADESH","FIROZABAD",0,0,0,0,30272,0,30272
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",0,0,0,0,23539,0,23539
"UTTAR PRADESH","GHAZIABAD",0,0,1,0,35241,0,35242
"UTTAR PRADESH","GHAZIPUR",0,0,0,0,67309,0,67309
"UTTAR PRADESH","GONDA",0,0,0,0,92805,0,92805
"UTTAR PRADESH","GORAKHPUR",0,0,0,0,76608,0,76608
"UTTAR PRADESH","HAMIRPUR",0,0,0,0,10489,0,10489
"UTTAR PRADESH","HARDOI",4,4,2,5,53630,11532,65177
"UTTAR PRADESH","HATHRAS",0,0,0,0,30484,0,30484
"UTTAR PRADESH","JALAUN",0,0,0,0,9570,0,9570
"UTTAR PRADESH","JAUNPUR",3,0,2,0,75877,0,75882
"UTTAR PRADESH","JHANSI",1,0,0,0,9357,0,9358
"UTTAR PRADESH","JYOTIBA PHULENAGAR",0,0,0,0,69684,0,69684
"UTTAR PRADESH","KANNAUJ",1,1,2,0,26809,0,26813
"UTTAR PRADESH","KANPUR DEHAT",42,0,0,1,26247,0,26290
"UTTAR PRADESH","KANPUR NAGAR",22,0,1,3,27669,0,27695
"UTTAR PRADESH","KAUSHAMBI",2,4,4,44,14172,18,14244
"UTTAR PRADESH","KHERI",0,0,0,0,99746,0,99746
"UTTAR PRADESH","KUSHINAGAR",1,0,0,0,42614,92,42707
"UTTAR PRADESH","LALITPUR",0,0,0,0,937,0,937
"UTTAR PRADESH","LUCKNOW",5,1,7,3,29706,2244,31966
"UTTAR PRADESH","MAHARAJ GANJ",1,0,0,0,62372,0,62373
"UTTAR PRADESH","MAHOBA",0,0,0,0,753,0,753
"UTTAR PRADESH","MAINPURI",0,0,0,0,57984,0,57984
"UTTAR PRADESH","MATHURA",0,0,0,0,54486,0,54486
"UTTAR PRADESH","MAU",0,0,0,1,30722,0,30723
"UTTAR PRADESH","MEERUT",6,5,2,578,49882,1372,51845
"UTTAR PRADESH","MIRZAPUR",0,0,0,0,7012,0,7012
"UTTAR PRADESH","MORADABAD",0,0,0,0,101422,0,101422
"UTTAR PRADESH","MUZZAFARNAGAR",14,9,6,1797,88910,972,91708
"UTTAR PRADESH","PILIBHIT",0,0,0,0,73920,0,73920
"UTTAR PRADESH","PRATAPGARH",0,0,0,0,90747,0,90747
"UTTAR PRADESH","RAEBARELI",1,0,0,3,68721,0,68725
"UTTAR PRADESH","RAMPUR",0,0,0,0,71419,0,71419
"UTTAR PRADESH","SAHARANPUR",4,0,0,2256,77848,2,80110
"UTTAR PRADESH","SANT KABIR NAGAR",1,2,1,2,36225,0,36231
"UTTAR PRADESH","SANT RAVI DAS NAGAR",1,0,0,0,7183,0,7184
"UTTAR PRADESH","SHAHJAHANPUR",0,0,0,0,94928,0,94928
"UTTAR PRADESH","SHRAWASTI",0,3,0,54,39887,0,39944
"UTTAR PRADESH","SIDDHARTH NAGAR",3,0,0,1,47001,1,47006
"UTTAR PRADESH","SITAPUR",0,0,0,0,116992,0,116992
"UTTAR PRADESH","SONBHADRA",0,0,0,0,4915,0,4915
"UTTAR PRADESH","SULTANPUR",0,0,0,1,119923,1,119925
"UTTAR PRADESH","UNNAO",3,0,2,0,68692,2,68699
"UTTAR PRADESH","VARANASI",0,0,0,0,14476,0,14476
"UTTARANCHAL","CHAMPAWAT",0,0,0,0,628,0,628
"UTTARANCHAL","DEHRA DUN",0,0,1,0,177,0,178
"UTTARANCHAL","HARIDWAR",36,4,5,3254,22725,7,26031
"UTTARANCHAL","NAINITAL",3,0,0,0,556,0,559
"UTTARANCHAL","UDHAM SINGH NAGAR",263,7,1,403,24019,10,24703
"WEST BENGAL","BANKURA",562,87,283,3295,23856,0,28083
"WEST BENGAL","BIRBHUM",121,48,37,652,16603,0,17461
"WEST BENGAL","BURDWAN",402,2420,389,1571,46928,0,51710
"WEST BENGAL","COOCHBEHAR",2984,243,3590,1217,33172,0,41206
"WEST BENGAL","DAKSHIN DINAJPUR",132,28,198,126,24611,0,25095
"WEST BENGAL","DARJEELING",35,6,31,0,1411,0,1483
"WEST BENGAL","HAORA",8,0,0,92,1031,0,1131
"WEST BENGAL","HOOGHLY",461,567,820,1880,17107,0,20835
"WEST BENGAL","JALPAIGURI",821,17,2520,88,5044,0,8490
"WEST BENGAL","MALDA",374,35,137,215,36494,0,37255
"WEST BENGAL","MIDNAPORE",723,94,620,5659,71132,0,78228
"WEST BENGAL","MURSHIDABAD",617,186,247,452,82465,0,83967
"WEST BENGAL","NADIA",787,272,228,361,93141,0,94789
"WEST BENGAL","NORTH 24 PARGANAS",322,31,59,56,62734,0,63202
"WEST BENGAL","PURULIA",2,0,0,0,0,0,2
"WEST BENGAL","SOUTH 24 PARGANAS",28,1,7,31,9385,0,9452
"WEST BENGAL","UTTAR DINAJPUR",284,2,134,260,40598,0,41278
