-----
{
 "description": "The table refers to Block wise Distribution of Dugwells according to The Farmers holding size. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.3.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells according to The Farmers holding size", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.3.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Marginal (0-1 ha),Small (1-2 ha),Medium (2-10 ha),Big ( > 10 ha),Total
BIHAR,BHAGALPUR,SHAHKUND,637,98,58,1,794
BIHAR,BHAGALPUR,SULTANGANJ,72,41,17,0,130
BIHAR,BHOJPUR,ARA,26,1,3,0,30
BIHAR,BHOJPUR,BARHARA,3,7,0,0,10
BIHAR,BHOJPUR,BEHEA,6,14,0,0,20
BIHAR,BHOJPUR,CHARPOKHARI,38,172,43,1,254
BIHAR,BHOJPUR,GARHANI,23,23,2,0,48
BIHAR,BHOJPUR,JAGDISHPUR,85,94,139,2,320
BIHAR,BHOJPUR,KOILWAR,83,6,15,0,104
BIHAR,BHOJPUR,PIRO,328,442,143,13,926
BIHAR,BHOJPUR,SAHAR,33,52,10,5,100
BIHAR,BHOJPUR,SANDESH,7,95,26,1,129
BIHAR,BHOJPUR,SHAHPUR,2,12,4,0,18
BIHAR,BHOJPUR,TARARI,141,213,162,4,520
BIHAR,BHOJPUR,UDWANTNAGAR,27,25,15,2,69
BIHAR,BUXAR,BRAHMPUR,84,73,24,0,181
BIHAR,BUXAR,BUXAR,23,26,10,1,60
BIHAR,BUXAR,CHOUGAI,11,10,15,0,36
BIHAR,BUXAR,CHOUSA,2,18,8,0,28
BIHAR,BUXAR,DUMRAON,17,56,24,0,97
BIHAR,BUXAR,ITARHI,9,25,68,4,106
BIHAR,BUXAR,RAJPUR,53,72,58,3,186
BIHAR,BUXAR,SIMRI,31,16,0,3,50
BIHAR,EAST CHAMPARAN,AREARAJ,0,14,6,0,20
BIHAR,EAST CHAMPARAN,GHORASAHAN,2,0,0,0,2
BIHAR,GAYA,AMAS,382,117,64,3,566
BIHAR,GAYA,ATRI,165,253,201,7,626
BIHAR,GAYA,BANKE BAZAR,330,128,27,1,486
BIHAR,GAYA,BARACHATTY,1068,451,182,11,1712
BIHAR,GAYA,BATHANI,181,131,102,3,417
BIHAR,GAYA,BELAGANJ,204,347,287,19,857
BIHAR,GAYA,BODHGAYA,467,173,148,44,832
BIHAR,GAYA,DOBHI,458,257,123,14,852
BIHAR,GAYA,DUMARIYA,699,187,116,10,1012
BIHAR,GAYA,FATEHPUR,577,365,265,2,1209
BIHAR,GAYA,GAYA NAGAR,18,47,3,0,68
BIHAR,GAYA,GURARU,116,86,64,4,270
BIHAR,GAYA,GURUA,424,201,108,7,740
BIHAR,GAYA,IMAMGANJ,1032,494,166,15,1707
BIHAR,GAYA,KHIZARSARAI,157,113,51,0,321
BIHAR,GAYA,KONCH,167,195,189,17,568
BIHAR,GAYA,MANPUR,280,478,260,19,1037
BIHAR,GAYA,MOHANPUR,647,402,44,0,1093
BIHAR,GAYA,PARAIYA,200,237,175,2,614
BIHAR,GAYA,SHERGHATTY,102,90,13,2,207
BIHAR,GAYA,TANKUPPA,39,152,109,3,303
BIHAR,GAYA,TEKARI,344,300,264,3,911
BIHAR,GAYA,WAZIRGANJ,285,438,264,8,995
BIHAR,GOPAALGANJ,BAIKUNTHPUR,2,9,2,0,13
BIHAR,GOPAALGANJ,BARAULI,355,195,42,0,592
BIHAR,GOPAALGANJ,BHOREY,465,310,112,7,894
BIHAR,GOPAALGANJ,BIJAIPUR,73,88,21,4,186
BIHAR,GOPAALGANJ,HATHUA,216,236,123,8,583
BIHAR,GOPAALGANJ,KATEYA,123,23,10,1,157
BIHAR,GOPAALGANJ,KUCHAIKOTE,364,151,7,7,529
BIHAR,GOPAALGANJ,MANJHA,47,52,27,1,127
BIHAR,GOPAALGANJ,PANCHDEWRI,98,106,45,4,253
BIHAR,GOPAALGANJ,PHULWARIYA,133,295,96,1,525
BIHAR,GOPAALGANJ,THAWE,4,3,1,0,8
BIHAR,GOPAALGANJ,UCHKAGAON,268,220,46,6,540
BIHAR,JAMUI,ALIGANJ,87,41,3,0,131
BIHAR,JAMUI,BARHAT,59,114,14,1,188
BIHAR,JAMUI,CHAKAI,576,488,174,9,1247
BIHAR,JAMUI,GHIDHOR,43,51,20,1,115
BIHAR,JAMUI,JAMUI,202,34,12,5,253
BIHAR,JAMUI,JHAJHA,885,687,118,8,1698
BIHAR,JAMUI,KHAIRA,576,492,76,5,1149
BIHAR,JAMUI,LAXMIPUR,511,160,49,1,721
BIHAR,JAMUI,SIKANDARA,389,160,49,1,599
BIHAR,JAMUI,SONO,1141,241,153,1,1536
BIHAR,JEHANABAD,ARWAL,45,35,55,3,138
BIHAR,JEHANABAD,GHOSHI,46,87,47,1,181
BIHAR,JEHANABAD,HULASGANJ,51,89,99,7,246
BIHAR,JEHANABAD,JEHANABAD,45,41,5,0,91
BIHAR,JEHANABAD,KAKO,213,168,76,3,460
BIHAR,JEHANABAD,KALER,31,27,5,1,64
BIHAR,JEHANABAD,KARPI,229,123,98,6,456
BIHAR,JEHANABAD,KURTHA,122,93,29,7,251
BIHAR,JEHANABAD,MAKHDUMPUR,68,149,39,7,263
BIHAR,JEHANABAD,MODANGANJ,36,74,10,0,120
BIHAR,JEHANABAD,RATNI,7,66,13,0,86
BIHAR,JEHANABAD,VANSHI,44,2,2,0,48
BIHAR,KAIMUR (BHABUA),ADHAURA,30,51,15,0,96
BIHAR,KAIMUR (BHABUA),BHABUA,288,518,627,217,1650
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,266,308,187,6,767
BIHAR,KAIMUR (BHABUA),CHAINPUR,354,500,354,78,1286
BIHAR,KAIMUR (BHABUA),CHAND,326,291,321,73,1011
BIHAR,KAIMUR (BHABUA),DURGAWATI,141,192,246,1,580
BIHAR,KAIMUR (BHABUA),KUDRA,135,270,435,46,886
BIHAR,KAIMUR (BHABUA),MOHANIA,110,166,230,40,546
BIHAR,KAIMUR (BHABUA),NUAON,115,103,188,24,430
BIHAR,KAIMUR (BHABUA),RAMGARH,136,272,288,31,727
BIHAR,KAIMUR (BHABUA),RAMPUR,208,152,170,34,564
BIHAR,KATIHAR,AZAMNAGAR,0,3,10,2,15
BIHAR,LAKHISARAI,HALSI,50,40,15,0,105
BIHAR,LAKHISARAI,LAKHISARAI,352,49,13,0,414
BIHAR,LAKHISARAI,RAMGHAR CHOK,72,1,0,0,73
BIHAR,LAKHISARAI,SURYAGARAH,385,103,51,3,542
BIHAR,MADHEPURA,GAMHARIA,0,0,0,0,0
BIHAR,MADHEPURA,KUMAR KHAND,0,2,0,0,2
BIHAR,MADHEPURA,SINGHESHWAR,0,1,0,0,1
BIHAR,MADHUBANI,BABUBARHI,7,13,9,0,29
BIHAR,MADHUBANI,HARLAKHI,15,1,5,0,21
BIHAR,MADHUBANI,JAYNAGAR,18,42,1,1,62
BIHAR,MADHUBANI,LAKHANAUR,5,0,0,0,5
BIHAR,MUNGER,ASARGANJ,103,1,0,0,104
BIHAR,MUNGER,BARIYARPUR,6,28,5,0,39
BIHAR,MUNGER,DHARAHARA,458,146,37,7,648
BIHAR,MUNGER,HAWALI KHAGARHPUR,538,188,20,11,757
BIHAR,MUNGER,JAMALPUR,319,112,30,8,469
BIHAR,MUNGER,SADAR MUNGER,250,76,14,4,344
BIHAR,MUNGER,SANGRAMPUR,354,5,0,0,359
BIHAR,MUNGER,TARAPUR,225,91,14,2,332
BIHAR,MUNGER,TATIA BAMBAR,105,65,18,0,188
BIHAR,MUZAFFARPUR,KANTI,1,47,1,0,49
BIHAR,MUZAFFARPUR,KATRA,0,2,0,0,2
BIHAR,MUZAFFARPUR,KURHANI,10,1,6,0,17
BIHAR,MUZAFFARPUR,MINAPUR,2,2,0,0,4
BIHAR,MUZAFFARPUR,MORAUL,5,17,0,0,22
BIHAR,MUZAFFARPUR,MUSHAHARI,0,3,1,0,4
BIHAR,NALANDA,ASTHAWAN,661,494,153,34,1342
BIHAR,NALANDA,BEN,230,358,306,27,921
BIHAR,NALANDA,BIHARSHARIF,934,900,332,19,2185
BIHAR,NALANDA,BIND,253,84,72,8,417
BIHAR,NALANDA,CHANDI,586,361,140,7,1094
BIHAR,NALANDA,EKANGARSARAI,285,181,61,0,527
BIHAR,NALANDA,GIRIYAK,286,247,148,10,691
BIHAR,NALANDA,HARNAUT,503,473,278,29,1283
BIHAR,NALANDA,HILSA,881,462,211,44,1598
BIHAR,NALANDA,ISLAMPUR,285,191,33,5,514
BIHAR,NALANDA,KARAIPARSURAI,122,356,82,5,565
BIHAR,NALANDA,KATRISARAI,66,69,117,2,254
BIHAR,NALANDA,NAGARNAUSA,256,311,58,0,625
BIHAR,NALANDA,NOORSARAI,1220,1025,476,17,2738
BIHAR,NALANDA,PARWALPUR,301,323,116,10,750
BIHAR,NALANDA,RAHUI,735,637,394,18,1784
BIHAR,NALANDA,RAJGIR,253,302,128,23,706
BIHAR,NALANDA,SARMERA,117,136,127,4,384
BIHAR,NALANDA,SILAO,649,615,317,32,1613
BIHAR,NALANDA,THARTHARI,175,256,103,24,558
BIHAR,NAWADA,AKBARPUR,300,89,37,0,426
BIHAR,NAWADA,GOVINDPUR,279,141,21,1,442
BIHAR,NAWADA,HASUA,232,152,85,12,481
BIHAR,NAWADA,KASHICHAK,32,40,39,8,119
BIHAR,NAWADA,KAWAKOLE,630,94,15,0,739
BIHAR,NAWADA,MESKAUR,151,108,35,1,295
BIHAR,NAWADA,NARDIGUNJ,237,22,7,0,266
BIHAR,NAWADA,NARHAT,136,23,2,0,161
BIHAR,NAWADA,NAWADA,188,78,34,10,310
BIHAR,NAWADA,PAKRIBRAWAN,1,14,0,0,15
BIHAR,NAWADA,RAJAULI,262,60,15,9,346
BIHAR,NAWADA,ROH,69,29,0,0,98
BIHAR,NAWADA,SIRDALA,472,126,98,6,702
BIHAR,NAWADA,WARISALIGUNJ,373,162,60,4,599
BIHAR,PATNA,ATHAMALGOLA,1,1,4,0,6
BIHAR,PATNA,BAKHTIARPUR,4,45,19,0,68
BIHAR,PATNA,BARH,97,47,67,4,215
BIHAR,PATNA,BELCHCHI,2,11,2,0,15
BIHAR,PATNA,BIHTA,98,72,57,50,277
BIHAR,PATNA,DANIYAWAN,149,50,18,3,220
BIHAR,PATNA,DHANARUA,137,204,122,8,471
BIHAR,PATNA,DULHIN BAZAR,35,41,22,11,109
BIHAR,PATNA,FATUHA,69,42,23,2,136
BIHAR,PATNA,GHOSWARI,33,27,5,2,67
BIHAR,PATNA,KHUSRUPUR,0,117,0,0,117
BIHAR,PATNA,MANER,2,5,9,0,16
BIHAR,PATNA,MASAURHI,294,379,167,7,847
BIHAR,PATNA,MOKAMA,26,6,1,0,33
BIHAR,PATNA,NAUBATPUR,64,167,125,11,367
BIHAR,PATNA,PALIGANJ,135,33,8,1,177
BIHAR,PATNA,PANDARAK,82,47,12,1,142
BIHAR,PATNA,PATNA SADAR,123,82,4,0,209
BIHAR,PATNA,PHULWARI,197,55,17,0,269
BIHAR,PATNA,PUNPUN,237,271,95,8,611
BIHAR,PATNA,SAMPATCHAK,105,64,108,2,279
BIHAR,PATNA,VIKRAM,56,22,20,1,99
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,0,1,0,0,1
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,31,89,92,3,215
BIHAR,ROHTAS(SASARAM),CHENARI,280,261,565,25,1131
BIHAR,ROHTAS(SASARAM),DAWATH,35,65,58,2,160
BIHAR,ROHTAS(SASARAM),DEHRI,15,54,34,0,103
BIHAR,ROHTAS(SASARAM),DINARA,11,30,28,2,71
BIHAR,ROHTAS(SASARAM),KARAKAT,93,157,141,4,395
BIHAR,ROHTAS(SASARAM),KARGAHAR,39,113,156,31,339
BIHAR,ROHTAS(SASARAM),KOCHAS,122,125,177,18,442
BIHAR,ROHTAS(SASARAM),NASRIGANJ,28,35,30,0,93
BIHAR,ROHTAS(SASARAM),NAUHATTA,309,313,159,47,828
BIHAR,ROHTAS(SASARAM),NOKHA,0,2,0,0,2
BIHAR,ROHTAS(SASARAM),RAJPUR,6,14,49,3,72
BIHAR,ROHTAS(SASARAM),ROHTAS,195,220,147,3,565
BIHAR,ROHTAS(SASARAM),SANJHAULI,5,31,57,8,101
BIHAR,ROHTAS(SASARAM),SASARAM,274,266,329,9,878
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,201,212,330,38,781
BIHAR,ROHTAS(SASARAM),SURAJPURA,41,80,154,7,282
BIHAR,ROHTAS(SASARAM),TILOUTTHU,28,37,20,0,85
BIHAR,SARAN,AMNAUR,1010,103,24,5,1142
BIHAR,SARAN,BANIYAPUR,567,499,110,2,1178
BIHAR,SARAN,DARIYAPUR,936,533,45,1,1515
BIHAR,SARAN,DIGHWARA,104,14,0,0,118
BIHAR,SARAN,EKMA,767,81,34,1,883
BIHAR,SARAN,GARKHA,222,135,34,0,391
BIHAR,SARAN,ISHUAPUR,782,342,73,6,1203
BIHAR,SARAN,JALAPUR,509,283,77,3,872
BIHAR,SARAN,LAHLADPUR,228,148,28,0,404
BIHAR,SARAN,MAKER,81,42,37,0,160
BIHAR,SARAN,MANJHI,11,5,4,0,20
BIHAR,SARAN,MARAURAH,908,287,59,18,1272
BIHAR,SARAN,MASHRAKH,136,109,29,0,274
BIHAR,SARAN,NAGRA,118,26,0,0,144
BIHAR,SARAN,PANAPUR,25,66,5,3,99
BIHAR,SARAN,REVILGANJ,74,33,21,0,128
BIHAR,SARAN,SADAR,489,21,7,0,517
BIHAR,SARAN,SONPUR,341,0,0,0,341
BIHAR,SARAN,TRAIYA,782,361,78,8,1229
BIHAR,SHEKHPURA,ARIYARI,51,68,51,7,177
BIHAR,SHEKHPURA,BARBIGHA,41,4,4,1,50
BIHAR,SHEKHPURA,CHEWARA,53,64,28,3,148
BIHAR,SHEKHPURA,GHAT KUSUMBHA,4,9,3,0,16
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,44,66,18,4,132
BIHAR,SHEKHPURA,SHEKHPURA,15,37,11,6,69
BIHAR,SIWAN,ANDER,318,327,86,1,732
BIHAR,SIWAN,BARHARIA,428,195,77,14,714
BIHAR,SIWAN,BASANTPUR,252,178,16,0,446
BIHAR,SIWAN,BHAGWANPUR-HAT,825,506,157,4,1492
BIHAR,SIWAN,DARAULI,674,280,107,10,1071
BIHAR,SIWAN,DARAUNDHA,281,217,1,0,499
BIHAR,SIWAN,GOREAKOTHI,750,418,101,4,1273
BIHAR,SIWAN,GUTHANI,346,457,119,17,939
BIHAR,SIWAN,HASANPURA,177,152,38,2,369
BIHAR,SIWAN,HUSSAINGANJ,371,134,13,0,518
BIHAR,SIWAN,JIRADEI,325,300,108,6,739
BIHAR,SIWAN,LAKRI NABIGANJ,342,197,8,12,559
BIHAR,SIWAN,MAHARAJGANJ,621,296,48,0,965
BIHAR,SIWAN,MAIRWA,226,129,66,0,421
BIHAR,SIWAN,NAUTAN,185,184,109,2,480
BIHAR,SIWAN,PACHRUKHI,246,52,11,0,309
BIHAR,SIWAN,RAGHUNATHPUR,165,264,167,7,603
BIHAR,SIWAN,SISWAN,479,313,31,0,823
BIHAR,SIWAN,SIWAN,604,248,94,9,955
BIHAR,VAISHALI,BIDUPUR,358,294,105,1,758
BIHAR,VAISHALI,CHEHRAKALA,1,0,0,0,1
BIHAR,VAISHALI,GORAUL,1,0,0,0,1
BIHAR,VAISHALI,HAJIPUR,31,38,20,6,95
BIHAR,VAISHALI,LALGANJ,8,8,0,0,16
BIHAR,VAISHALI,MAHNAR,31,3,2,0,36
BIHAR,VAISHALI,PATEDHI BELSAR,0,0,1,0,1
BIHAR,VAISHALI,PATEPUR,72,23,8,0,103
BIHAR,VAISHALI,SAHDEI BUZURG,5,2,0,0,7
CHHATTISGARH,BASTER,JAGDALPUR,295,351,652,41,1339
CHHATTISGARH,BASTER,KESHKAL,240,342,393,62,1037
CHHATTISGARH,BASTER,KONDAGAON,212,309,329,32,882
CHHATTISGARH,BASTER,NARAYANPUR,38,127,111,4,280
CHHATTISGARH,BILASPUR,BELHA,42,54,44,2,142
CHHATTISGARH,BILASPUR,BILASPUR,295,180,125,6,606
CHHATTISGARH,BILASPUR,KOTA,65,25,25,5,120
CHHATTISGARH,BILASPUR,LORMI,365,272,152,9,798
CHHATTISGARH,BILASPUR,MASTURI,23,28,46,2,99
CHHATTISGARH,BILASPUR,MUNGELI,312,195,139,13,659
CHHATTISGARH,BILASPUR,PENDRA-ROAD,148,192,208,15,563
CHHATTISGARH,BILASPUR,TAKHATPUR,163,176,96,4,439
CHHATTISGARH,DANTEWADA,BEEJAPUR,26,31,70,19,146
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,69,93,171,19,352
CHHATTISGARH,DANTEWADA,DANTEVADA,0,0,0,0,0
CHHATTISGARH,DANTEWADA,KONTA,11,14,14,0,39
CHHATTISGARH,DHAMTARI,DHAMTARI,292,253,197,10,752
CHHATTISGARH,DHAMTARI,KURUD,697,880,877,16,2470
CHHATTISGARH,DHAMTARI,NAGARI,546,649,1142,44,2381
CHHATTISGARH,DURG,BALOD,557,732,696,37,2022
CHHATTISGARH,DURG,BEMETARA,0,1,16,0,17
CHHATTISGARH,DURG,BERLA,354,341,246,24,965
CHHATTISGARH,DURG,DHMADHA,226,175,162,10,573
CHHATTISGARH,DURG,DONDILOHAR,36,34,42,3,115
CHHATTISGARH,DURG,DURG,331,346,287,19,983
CHHATTISGARH,DURG,GUNDERDEHI,259,274,408,29,970
CHHATTISGARH,DURG,GURUR,351,270,282,36,939
CHHATTISGARH,DURG,NAVAGARH,28,28,29,8,93
CHHATTISGARH,DURG,PATAN,215,179,142,14,550
CHHATTISGARH,DURG,SAJA,334,261,334,30,959
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,263,281,212,6,762
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,141,97,68,0,306
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,128,290,402,3,823
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,251,259,168,7,685
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,411,321,209,12,953
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,61,35,57,0,153
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,131,219,255,43,648
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,26,15,12,0,53
CHHATTISGARH,JASHPUR,BAGICHA,167,334,1204,167,1872
CHHATTISGARH,JASHPUR,JASHPUR,297,295,1471,314,2377
CHHATTISGARH,JASHPUR,KUNKURI,348,569,1764,215,2896
CHHATTISGARH,JASHPUR,PATHALGAON,285,401,822,94,1602
CHHATTISGARH,KANKER,ANTAGAR,95,209,413,33,750
CHHATTISGARH,KANKER,BHANUPRATAPPUR,261,459,960,125,1805
CHHATTISGARH,KANKER,CHARAMA,92,146,220,9,467
CHHATTISGARH,KANKER,KANKER,148,227,257,14,646
CHHATTISGARH,KANKER,NARHARPUR,319,494,1062,64,1939
CHHATTISGARH,KANKER,PAKHANJUR,8,8,20,2,38
CHHATTISGARH,KORBA,KARTALA,178,242,357,50,827
CHHATTISGARH,KORBA,KATGHORA,271,223,227,20,741
CHHATTISGARH,KORBA,KORBA,74,74,105,8,261
CHHATTISGARH,KORBA,PALI,121,140,198,13,472
CHHATTISGARH,KORIA,BAIKUNTHPUR,855,1188,1474,30,3547
CHHATTISGARH,KORIA,BHARATPUR,2,4,3,3,12
CHHATTISGARH,KORIA,MANENDRAGARH,293,336,968,47,1644
CHHATTISGARH,KORIA,SONHAT,170,201,557,28,956
CHHATTISGARH,KVARDHA,KVARDHA,201,220,246,27,694
CHHATTISGARH,KVARDHA,PANDARIYA,223,147,141,6,517
CHHATTISGARH,MAHASAMUND,BASNA,105,190,266,26,587
CHHATTISGARH,MAHASAMUND,MAHASAMUND,761,1113,1624,134,3632
CHHATTISGARH,MAHASAMUND,SARIYPALI,137,168,205,22,532
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,238,297,706,76,1317
CHHATTISGARH,RAIGARH,GHARGODA,196,208,299,80,783
CHHATTISGARH,RAIGARH,KHARSIYA,28,18,53,4,103
CHHATTISGARH,RAIGARH,LAILUNGA,263,413,679,93,1448
CHHATTISGARH,RAIGARH,RAIGARH,169,124,117,10,420
CHHATTISGARH,RAIGARH,SARANGARH,566,578,488,53,1685
CHHATTISGARH,RAIPUR,ABHANPUR,157,229,289,29,704
CHHATTISGARH,RAIPUR,ARANG,423,448,396,44,1311
CHHATTISGARH,RAIPUR,BHATAPARA,55,35,34,3,127
CHHATTISGARH,RAIPUR,BILAIGARH,287,347,355,45,1034
CHHATTISGARH,RAIPUR,BLOUDABAJAR,661,627,877,87,2252
CHHATTISGARH,RAIPUR,DEVBHOG,347,442,706,23,1518
CHHATTISGARH,RAIPUR,GARIYABAND,676,1017,1562,82,3337
CHHATTISGARH,RAIPUR,KASDOL,621,757,807,45,2230
CHHATTISGARH,RAIPUR,PALARI,49,24,43,3,119
CHHATTISGARH,RAIPUR,RAIPUR,123,147,134,15,419
CHHATTISGARH,RAIPUR,RAJIM,251,296,303,2,852
CHHATTISGARH,RAIPUR,SIMGA,74,62,28,0,164
CHHATTISGARH,RAIPUR,TILDA,354,421,561,52,1388
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,95,80,47,2,224
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,201,182,330,43,756
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,408,114,85,11,618
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,130,203,187,9,529
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,341,337,343,85,1106
CHHATTISGARH,RAJNANDGAON,MANPUR,153,282,258,7,700
CHHATTISGARH,RAJNANDGAON,MOHLA,224,508,702,68,1502
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,537,741,630,44,1952
CHHATTISGARH,SURGUJA,AMBIKAPUR,569,729,1986,123,3407
CHHATTISGARH,SURGUJA,LUNDRA,109,177,433,53,772
CHHATTISGARH,SURGUJA,PAL,369,599,1355,106,2429
CHHATTISGARH,SURGUJA,PRATAPPUR,288,451,976,55,1770
CHHATTISGARH,SURGUJA,RAJPUR,276,325,452,41,1094
CHHATTISGARH,SURGUJA,SAMRI,213,330,990,116,1649
CHHATTISGARH,SURGUJA,SITAPUR,398,531,1698,120,2747
CHHATTISGARH,SURGUJA,SURAJPUR,2470,3453,6509,450,12882
CHHATTISGARH,SURGUJA,WADRAFNAGAR,170,304,442,44,960
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,53,26,15,2,96
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,3,3,2,0,8
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,20,15,18,2,55
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,2,2,0,0,4
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,18,16,1,0,35
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,44,19,1,0,64
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,5,5,5,3,18
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,57,44,28,1,130
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,33,18,8,4,63
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,21,28,11,2,62
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,23,8,5,1,37
GOA,NORTH GOA,BARDEZ,908,23,3,0,934
GOA,NORTH GOA,BICHOLIM,353,110,25,7,495
GOA,NORTH GOA,PERNEM,269,42,16,0,327
GOA,NORTH GOA,PONDA,439,110,74,10,633
GOA,NORTH GOA,SATTARI,151,93,84,15,343
GOA,NORTH GOA,TISWADI,622,11,8,0,641
GOA,SOUTH GOA,CANACONA,373,72,74,7,526
GOA,SOUTH GOA,MORMUGAO,89,10,0,0,99
GOA,SOUTH GOA,QUEPEM,101,36,35,1,173
GOA,SOUTH GOA,SALCETE,113,10,6,0,129
GOA,SOUTH GOA,SANGUEM,169,97,125,20,411
GUJARAT,AHMEDABAD,BARWALA,57,173,239,8,477
GUJARAT,AHMEDABAD,BAVLA,465,434,515,178,1592
GUJARAT,AHMEDABAD,DASKROI,1563,663,680,58,2964
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,110,158,84,3,355
GUJARAT,AHMEDABAD,DHANDHUKA,237,189,137,7,570
GUJARAT,AHMEDABAD,DHOLKA,278,152,253,33,716
GUJARAT,AHMEDABAD,MANDAL,71,119,128,5,323
GUJARAT,AHMEDABAD,RANPUR,307,367,826,31,1531
GUJARAT,AHMEDABAD,SANAND,535,563,785,143,2026
GUJARAT,AHMEDABAD,VIRAMGAM,288,672,1318,353,2631
GUJARAT,AMRELI,AMRELI,26,32,7210,1,7269
GUJARAT,AMRELI,BABRA,1189,2267,8072,48,11576
GUJARAT,AMRELI,BAGASARA,0,0,3091,0,3091
GUJARAT,AMRELI,DHARI,9,0,7300,0,7309
GUJARAT,AMRELI,JAFRABAD,6,0,3376,0,3382
GUJARAT,AMRELI,KHAMBHA,960,1836,2316,160,5272
GUJARAT,AMRELI,KUNKAVAV VADIA,9,0,5205,0,5214
GUJARAT,AMRELI,LATHI,513,982,7524,8,9027
GUJARAT,AMRELI,LILIA,1060,867,1066,4,2997
GUJARAT,AMRELI,RAJULA,9,0,6175,0,6184
GUJARAT,AMRELI,SAVARKUNDLA,1176,1947,14863,44,18030
GUJARAT,ANAND,ANAND,388,194,21,0,603
GUJARAT,ANAND,ANKLAV,54,57,56,1,168
GUJARAT,ANAND,BORSAD,11,2,1,2,16
GUJARAT,ANAND,PETLAD,106,119,91,2,318
GUJARAT,ANAND,SOJITRA,55,55,83,1,194
GUJARAT,ANAND,TARAPUR,21,20,117,66,224
GUJARAT,ANAND,UMRETH,191,176,111,0,478
GUJARAT,BANASKANTHA,AMIRGADH,400,857,1418,156,2831
GUJARAT,BANASKANTHA,BHABHAR,61,50,300,62,473
GUJARAT,BANASKANTHA,DANTA,1867,2082,1469,89,5507
GUJARAT,BANASKANTHA,DANTIWADA,717,1067,935,5,2724
GUJARAT,BANASKANTHA,DEESA,1362,2270,4726,310,8668
GUJARAT,BANASKANTHA,DEODAR,9,13,70,10,102
GUJARAT,BANASKANTHA,DHANERA,465,1705,5199,586,7955
GUJARAT,BANASKANTHA,KANKAREJ,108,557,880,38,1583
GUJARAT,BANASKANTHA,PALANPUR,1011,1493,4234,432,7170
GUJARAT,BANASKANTHA,THARAD,201,1237,4943,385,6766
GUJARAT,BANASKANTHA,VADAGAM,938,1983,3469,360,6750
GUJARAT,BANASKANTHA,WAV,108,61,201,33,403
GUJARAT,BHARUCH,AMOD,54,301,737,2,1094
GUJARAT,BHARUCH,ANKLESVAR,3,6,26,1,36
GUJARAT,BHARUCH,BHARUCH,347,232,336,13,928
GUJARAT,BHARUCH,HANSOT,42,54,57,1,154
GUJARAT,BHARUCH,JAMBUSAR,104,57,39,0,200
GUJARAT,BHARUCH,JHAGADIA,149,163,605,28,945
GUJARAT,BHARUCH,VAGRA,22,14,39,6,81
GUJARAT,BHARUCH,VALIA,203,440,743,80,1466
GUJARAT,BHAVNAGAR,BHAVNAGAR,3035,2648,1362,18,7063
GUJARAT,BHAVNAGAR,BOTAD,1580,2095,2336,33,6044
GUJARAT,BHAVNAGAR,GADHADA,3364,3600,3383,32,10379
GUJARAT,BHAVNAGAR,GARIADHAR,1684,2101,1899,24,5708
