-----
{
 "description": "The table refers to Block wise Distribution of Dugwells according to Horse Power of Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.10.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells according to Horse Power of Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.10.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Horse Power (0-2),Horse Power (2 - 4),Horse Power (4 - 6),Horse Power (6 -8),Horse Power (8 - 10),Horse Power (Above 10),Unspecified,Total
ANDAMAN & NICOBARS,NICOBAR,CAMPBELL BAY,4,0,1,0,0,0,3,8
ANDHRA PRADESH,ADILABAD,ADILABAD,0,215,209,0,0,0,45,469
ANDHRA PRADESH,ADILABAD,ASIFABAD,0,67,2,0,0,1,0,70
ANDHRA PRADESH,ADILABAD,BAZARHATHNOOR,1,281,121,0,0,0,0,403
ANDHRA PRADESH,ADILABAD,BEJJUR,12,29,74,0,0,0,207,322
ANDHRA PRADESH,ADILABAD,BELA,9,44,264,6,5,0,0,328
ANDHRA PRADESH,ADILABAD,BELLAMPALLE,189,211,54,0,0,0,77,531
ANDHRA PRADESH,ADILABAD,BHAINSA,0,0,21,0,0,0,0,21
ANDHRA PRADESH,ADILABAD,BHEEMINI,0,97,177,0,0,0,0,274
ANDHRA PRADESH,ADILABAD,BOATH,0,6,88,0,0,0,0,94
ANDHRA PRADESH,ADILABAD,CHENNUR,57,234,81,0,0,0,0,372
ANDHRA PRADESH,ADILABAD,DAHEGAON,0,124,252,0,0,4,0,380
ANDHRA PRADESH,ADILABAD,DANDEPALLE,11,1617,162,3,0,3,0,1796
ANDHRA PRADESH,ADILABAD,DILAWARPUR,0,109,763,0,0,4,0,876
ANDHRA PRADESH,ADILABAD,GUDIHATHNUR,1,159,255,5,1,1,0,422
ANDHRA PRADESH,ADILABAD,ICHODA,7,189,329,0,0,1,0,526
ANDHRA PRADESH,ADILABAD,INDERAVELLY,6,292,441,1,1,2,0,743
ANDHRA PRADESH,ADILABAD,JAINAD,0,1,176,1,1,0,0,179
ANDHRA PRADESH,ADILABAD,JAINOOR,20,4,207,0,0,9,0,240
ANDHRA PRADESH,ADILABAD,JAIPUR,121,292,98,0,0,5,0,516
ANDHRA PRADESH,ADILABAD,JANNARAM,8,332,36,0,0,3,0,379
ANDHRA PRADESH,ADILABAD,KADDAMPEDDUR,45,1665,53,1,0,1,0,1765
ANDHRA PRADESH,ADILABAD,KAGAZ NAGAR,0,162,171,0,0,2,0,335
ANDHRA PRADESH,ADILABAD,KASIPET,17,124,21,0,1,0,0,163
ANDHRA PRADESH,ADILABAD,KERAMERI,0,150,31,0,2,0,0,183
ANDHRA PRADESH,ADILABAD,KHANPUR,11,2286,200,0,0,14,0,2511
ANDHRA PRADESH,ADILABAD,KOTAPALLE,10,76,42,0,0,0,0,128
ANDHRA PRADESH,ADILABAD,KOUTHALA,4,224,154,1,0,1,0,384
ANDHRA PRADESH,ADILABAD,KUBEER,0,15,39,0,0,0,0,54
ANDHRA PRADESH,ADILABAD,KUNTALA,0,10,16,0,0,0,0,26
ANDHRA PRADESH,ADILABAD,LAXMANCHANDA,0,1032,163,0,0,12,0,1207
ANDHRA PRADESH,ADILABAD,LOHESRA,0,0,159,0,0,1,0,160
ANDHRA PRADESH,ADILABAD,LUXETTIPET,1,1412,164,0,0,3,0,1580
ANDHRA PRADESH,ADILABAD,MAMDA,70,345,114,0,0,0,2,531
ANDHRA PRADESH,ADILABAD,MANCHERIAL,1,1589,330,1,2,8,0,1931
ANDHRA PRADESH,ADILABAD,MANDAMARRI,2,444,142,2,5,2,0,597
ANDHRA PRADESH,ADILABAD,NARNOOR,10,269,325,3,0,0,0,607
ANDHRA PRADESH,ADILABAD,NENNAL,44,204,105,0,3,0,0,356
ANDHRA PRADESH,ADILABAD,NERADIGONDA,0,46,80,0,0,0,0,126
ANDHRA PRADESH,ADILABAD,NIRMAL,1,1278,481,0,0,0,1,1761
ANDHRA PRADESH,ADILABAD,REBBANA,0,129,1,0,0,0,178,308
ANDHRA PRADESH,ADILABAD,SARANGAPUR,0,133,63,0,0,0,0,196
ANDHRA PRADESH,ADILABAD,SIRPUR (T),7,183,155,0,0,5,0,350
ANDHRA PRADESH,ADILABAD,SIRPUR (U),0,41,343,0,3,0,0,387
ANDHRA PRADESH,ADILABAD,TALAMADUGU,22,373,388,0,0,0,30,813
ANDHRA PRADESH,ADILABAD,TAMSI,0,197,237,8,1,1,1,445
ANDHRA PRADESH,ADILABAD,TANDUR,1,55,160,0,0,2,0,218
ANDHRA PRADESH,ADILABAD,TIRYANI,5,43,135,0,0,1,0,184
ANDHRA PRADESH,ADILABAD,UTNUR,5,502,256,2,2,2,0,769
ANDHRA PRADESH,ADILABAD,VEMANPALLE,10,94,130,0,0,0,0,234
ANDHRA PRADESH,ADILABAD,WANKDI,0,9,127,0,0,0,4,140
ANDHRA PRADESH,ANANTHAPUR,AGALI,10,0,690,247,0,3,12,962
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,2,319,613,8,2,0,10,954
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,0,0,451,60,2,0,2,515
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,0,36,460,66,45,0,9,616
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,0,0,659,56,0,0,1,716
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,0,0,525,75,0,1,8,609
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,0,0,421,24,0,0,1,446
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,0,0,172,9,0,0,48,229
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,13,10,667,4,0,0,1,695
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,2,419,342,112,28,1,2,906
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,0,1,1760,55,0,0,6,1822
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,4,64,667,15,0,10,21,781
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,5,27,1302,6,0,8,0,1348
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,0,4,600,6,0,0,3,613
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,0,0,1645,1,1,3,11,1661
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,0,167,426,12,0,0,188,793
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,1,19,528,167,3,0,3,721
ANDHRA PRADESH,ANANTHAPUR,GOOTY,0,2,463,4,3,5,9,486
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,0,82,1115,13,1,2,5,1218
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,0,1,546,87,8,0,2,644
ANDHRA PRADESH,ANANTHAPUR,GUMMAGATTA,0,0,699,11,0,0,2,712
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,1,2,517,1,0,1,12,534
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,0,3,877,62,1,1,1,945
ANDHRA PRADESH,ANANTHAPUR,KADIRI,2,299,321,1,0,2,7,632
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,3,14,908,103,4,1,21,1054
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,0,0,821,3,0,0,1,825
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,1,4,717,174,5,2,17,920
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,0,1,114,48,22,0,1,186
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,1,19,1368,17,0,9,26,1440
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,0,0,736,70,4,0,1,811
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,0,0,981,28,0,2,1,1012
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,0,1,544,47,1,0,1,594
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,15,24,1394,28,0,8,27,1496
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,143,8,1101,14,0,1,3,1270
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,0,115,396,23,2,1,2,539
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,12,200,805,0,0,1,10,1028
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,1,451,527,0,0,3,1,983
ANDHRA PRADESH,ANANTHAPUR,NARPALA,4,0,1197,585,22,6,25,1839
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,1,124,982,6,1,15,15,1144
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,12,0,326,4,4,0,22,368
ANDHRA PRADESH,ANANTHAPUR,PARIGI,0,3,650,62,2,2,11,730
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,1,2,299,75,0,0,0,377
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,0,0,22,7,0,0,0,29
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,9,10,1185,8,3,5,21,1241
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,0,0,1354,309,0,1,13,1677
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,0,1,817,6,0,1,2,827
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,0,0,524,9,0,0,1,534
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,0,1,372,237,8,1,5,624
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,0,1,549,115,2,53,0,720
ANDHRA PRADESH,ANANTHAPUR,RODDAM,0,0,297,0,0,0,512,809
ANDHRA PRADESH,ANANTHAPUR,ROLLA,1,51,682,75,0,6,27,842
ANDHRA PRADESH,ANANTHAPUR,SETTUR,0,4,692,14,0,0,2,712
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,0,0,1039,68,16,0,4,1127
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,10,20,687,4,0,0,12,733
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,0,1,1032,43,0,0,8,1084
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,1,33,380,143,18,17,204,796
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,0,373,739,9,0,3,105,1229
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,35,214,851,0,0,2,17,1119
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,0,0,417,31,5,0,120,573
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,1,0,275,15,4,0,17,312
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,0,1,178,11,0,1,6,197
ANDHRA PRADESH,ANANTHAPUR,YADIKI,0,0,86,438,0,1,2,527
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,0,0,964,78,0,6,3,1051
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,0,211,247,112,0,0,14,584
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,28,1857,827,48,0,2,281,3043
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,1,1419,1818,128,21,25,31,3443
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,7,156,425,0,2,0,2,592
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,1,1403,1241,38,15,9,59,2766
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,2,381,513,545,6,3,19,1469
ANDHRA PRADESH,CHITTOOR,CHITTOOR,8,1316,1144,41,5,5,52,2571
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,0,966,671,4,0,6,12,1659
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,189,1944,1858,89,4,1,23,4108
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,6,1030,767,1,0,5,386,2195
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,25,677,205,7,0,0,2,916
ANDHRA PRADESH,CHITTOOR,GUDIPALA,14,1316,1215,13,8,3,26,2595
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,1,1016,645,17,0,6,24,1709
ANDHRA PRADESH,CHITTOOR,IRALA,22,785,1835,58,12,3,41,2756
ANDHRA PRADESH,CHITTOOR,K V P PURAM,1,179,1037,4,1,0,2,1224
ANDHRA PRADESH,CHITTOOR,KALAKADA,0,1287,483,7,5,8,89,1879
ANDHRA PRADESH,CHITTOOR,KALIKIRI,0,951,374,6,1,1,26,1359
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,3,2331,256,3,0,8,54,2655
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,0,1661,559,8,0,1,1,2230
ANDHRA PRADESH,CHITTOOR,KUPPAM,0,1378,1150,2,0,1,2,2533
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,0,241,716,4,8,1,13,983
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,2,336,671,54,0,3,7,1073
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,3,330,480,13,31,10,5,872
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,1,309,610,11,0,1,33,965
ANDHRA PRADESH,CHITTOOR,NAGARI,0,336,1171,61,22,39,9,1638
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,1,424,317,2,0,2,77,823
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,1,505,316,10,0,2,185,1019
ANDHRA PRADESH,CHITTOOR,NINDRA,0,13,1252,18,0,5,52,1340
ANDHRA PRADESH,CHITTOOR,PAKALA,0,1313,843,20,7,8,79,2270
ANDHRA PRADESH,CHITTOOR,PALAMANER,6,1109,820,5,0,27,40,2007
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,3,820,821,16,10,0,60,1730
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,15,991,582,52,1,6,122,1769
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,2,856,130,5,0,2,8,1003
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,3,239,770,12,0,3,228,1255
ANDHRA PRADESH,CHITTOOR,PENUMURU,99,782,1566,26,8,0,69,2550
ANDHRA PRADESH,CHITTOOR,PICHATUR,0,79,875,135,8,2,2,1101
ANDHRA PRADESH,CHITTOOR,PILERU,7,1233,390,3,0,3,28,1664
ANDHRA PRADESH,CHITTOOR,PULICHERLA,6,810,650,8,3,1,11,1489
ANDHRA PRADESH,CHITTOOR,PUNGANUR,3,892,366,23,1,4,365,1654
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,10,1024,1888,37,12,0,26,2997
ANDHRA PRADESH,CHITTOOR,PUTTUR,20,992,728,10,1,7,33,1791
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,11,1478,251,5,2,1,117,1865
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,0,600,1403,13,0,0,0,2016
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,15,655,808,23,0,2,21,1524
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,0,983,184,8,1,2,49,1227
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,0,58,477,109,26,3,272,945
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,0,649,341,13,0,0,85,1088
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,15,603,737,88,10,45,20,1518
ANDHRA PRADESH,CHITTOOR,SODAM,5,1617,496,15,9,1,422,2565
ANDHRA PRADESH,CHITTOOR,SOMALA,1,1147,906,11,3,4,13,2085
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,5,552,1016,17,0,2,20,1612
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,13,1048,887,42,0,0,51,2041
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,30,358,420,2,0,10,239,1059
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,0,148,2961,8,10,4,15,3146
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,0,262,932,89,8,0,129,1420
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,0,46,923,78,9,0,879,1935
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,0,99,78,13,2,1,6,199
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,15,1526,315,9,1,0,7,1873
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,4,43,714,16,1,0,29,807
ANDHRA PRADESH,CHITTOOR,VAYALPAD,5,782,452,8,2,5,29,1283
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,0,1947,858,19,1,3,364,3192
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,3,2106,440,55,2,19,40,2665
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,1,685,868,4,0,0,6,1564
ANDHRA PRADESH,CHITTOOR,YADAMARI,2,804,1381,31,44,20,164,2446
ANDHRA PRADESH,CHITTOOR,YERPEDU,1,641,849,28,1,14,36,1570
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,2,480,212,1,0,0,4,699
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,0,0,700,2,8,3,2,715
ANDHRA PRADESH,CUDDAPAH,ATLUR,0,28,954,76,1,2,76,1137
ANDHRA PRADESH,CUDDAPAH,B KODUR,0,1,693,0,0,2,4,700
ANDHRA PRADESH,CUDDAPAH,BADVEL,0,0,510,12,18,1,132,673
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,0,2,833,0,0,1,0,836
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,0,38,1123,4,0,0,4,1169
ANDHRA PRADESH,CUDDAPAH,CHAPAD,0,0,166,114,4,4,3,291
ANDHRA PRADESH,CUDDAPAH,CHENNUR,0,5,73,6,40,3,0,127
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,0,1115,427,1,10,0,16,1569
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,0,1,826,182,9,6,1,1025
ANDHRA PRADESH,CUDDAPAH,CHITVEL,0,2,477,47,35,0,0,561
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,0,0,192,2,16,1,0,211
ANDHRA PRADESH,CUDDAPAH,DUVVUR,0,0,901,23,1,0,1,926
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,0,739,1479,5,1,11,41,2276
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,0,2,477,36,10,1,4,530
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,0,1,296,4,1,2,0,304
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,0,0,616,0,0,0,0,616
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,54,442,11,0,2,3,512
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,0,0,446,93,44,4,0,587
ANDHRA PRADESH,CUDDAPAH,KODUR,0,1,1168,44,0,0,34,1247
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,0,0,65,0,0,0,0,65
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,0,599,984,3,0,0,3,1589
ANDHRA PRADESH,CUDDAPAH,LINGALA,0,3,595,128,0,2,2,730
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,0,0,436,0,0,2,1,439
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,0,0,560,8,5,0,0,573
ANDHRA PRADESH,CUDDAPAH,NANDALUR,0,0,586,8,0,3,1,598
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,0,2,1310,0,0,0,0,1312
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,0,105,29,0,0,0,134
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,0,0,263,0,0,1,0,264
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,0,0,269,73,1,2,15,360
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,0,3,1663,38,0,0,4,1708
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,0,0,88,7,2,0,0,97
ANDHRA PRADESH,CUDDAPAH,PULIVENDLA,0,0,573,9,0,0,0,582
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,0,0,1234,17,4,13,15,1283
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,0,0,1288,7,9,97,3,1404
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,0,10,54,10,3,0,0,77
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,0,508,342,90,0,0,0,940
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,0,853,830,8,0,0,203,1894
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,0,1,1150,12,83,23,12,1281
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,0,1032,660,12,9,26,55,1794
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,0,31,440,224,4,1,0,700
ANDHRA PRADESH,CUDDAPAH,SIMHADRIPURAM,0,1,647,8,0,2,0,658
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,0,363,1040,92,13,6,3,1517
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,0,562,10,0,0,0,572
ANDHRA PRADESH,CUDDAPAH,VALLUR,0,28,483,4,0,6,0,521
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,55,1025,6,0,0,0,1086
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,0,0,471,19,3,3,0,496
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,0,5,570,27,6,0,2,610
ANDHRA PRADESH,CUDDAPAH,VEMULA,0,1,682,5,2,1,3,694
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,0,60,1088,367,55,0,3,1573
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,0,1,209,7,0,3,0,220
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,0,0,0,0,0,1,0,1
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,0,3,0,1,0,3,7
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,0,0,15,1,0,0,0,16
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,0,0,96,2,0,98
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,1,0,78,33,6,1,1,120
ANDHRA PRADESH,EAST GODAVARI,KARAPA,0,2,0,0,0,0,0,2
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,0,0,44,86,1,0,0,131
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,0,0,180,1,0,0,1,182
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,1,0,39,0,0,0,0,40
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,0,0,0,0,0,2,0,2
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,0,0,7,13,6,0,0,26
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,6,9,35,47,4,0,5,106
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,0,2,87,23,56,1,169
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,0,0,0,9,2,0,0,11
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,0,0,16,0,0,0,0,16
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,0,0,70,54,39,6,64,233
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,0,2,21,267,47,0,1,338
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,0,0,19,0,0,0,0,19
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,0,0,36,35,2,0,2,75
ANDHRA PRADESH,EAST GODAVARI,TUNI,4,21,183,400,2,0,2,612
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,0,0,3,0,0,0,0,3
ANDHRA PRADESH,GUNTUR,ACHAMPETA,6,12,512,0,0,1,17,548
ANDHRA PRADESH,GUNTUR,AMARAVATHI,4,184,532,0,0,6,22,748
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,0,0,4,0,0,0,0,4
ANDHRA PRADESH,GUNTUR,BAPATLA,2,6,268,0,0,1,2829,3106
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,0,1,267,0,0,0,6,274
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,0,0,32,0,0,0,0,32
ANDHRA PRADESH,GUNTUR,CHEBROLE,24,8,32,0,0,0,723,787
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,0,4,2,0,0,0,1108,1114
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,116,301,28,0,0,8,15,468
ANDHRA PRADESH,GUNTUR,DACHEPALLE,0,5,35,0,0,0,0,40
ANDHRA PRADESH,GUNTUR,EDLAPADU,0,2,265,3,0,0,4,274
ANDHRA PRADESH,GUNTUR,GUNTUR,3,25,12,0,0,0,2,42
ANDHRA PRADESH,GUNTUR,GURAZALA,0,0,13,0,0,0,0,13
ANDHRA PRADESH,GUNTUR,IPURU,0,2,130,3,5,1,9,150
ANDHRA PRADESH,GUNTUR,KAREMPUDI,0,6,20,0,0,0,0,26
ANDHRA PRADESH,GUNTUR,KARLAPALEM,0,1,7,0,0,0,1481,1489
ANDHRA PRADESH,GUNTUR,KROSURU,29,21,251,0,0,0,28,329
ANDHRA PRADESH,GUNTUR,MACHAVARAM,0,0,58,0,0,0,0,58
ANDHRA PRADESH,GUNTUR,MACHERLA,0,1,158,0,0,0,0,159
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,28,188,29,0,0,0,4,249
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,18,13,3,0,0,19,53
ANDHRA PRADESH,GUNTUR,MUPPALLA,13,182,0,0,0,0,1,196
ANDHRA PRADESH,GUNTUR,NADENDLA,5,49,59,0,0,0,21,134
ANDHRA PRADESH,GUNTUR,NAGARAM,0,2,1,0,0,0,305,308
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,0,0,60,0,0,0,0,60
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,54,95,137,1,0,4,25,316
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,0,1,9,0,1,0,122,133
ANDHRA PRADESH,GUNTUR,NUZENDLA,0,0,75,0,1,0,0,76
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,0,48,18,0,1,0,4,71
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,2,19,209,0,0,0,67,297
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,70,0,0,0,0,70
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,4,51,0,0,0,0,0,55
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,0,6,0,0,0,0,744,750
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,0,0,0,0,0,14,14
ANDHRA PRADESH,GUNTUR,RAJUPALEM,128,10,37,0,0,1,0,176
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,0,5,16,2,0,0,0,23
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,0,12,150,0,5,0,4,171
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,22,28,8,0,0,0,0,58
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,0,15,0,0,0,0,15
ANDHRA PRADESH,GUNTUR,TADIKONDA,0,18,0,0,0,0,22,40
ANDHRA PRADESH,GUNTUR,THADEPALLE,0,112,4,0,0,0,0,116
ANDHRA PRADESH,GUNTUR,THULLUR,4,33,26,0,0,0,0,63
ANDHRA PRADESH,GUNTUR,VELDURTHI,0,0,246,0,0,0,5,251
ANDHRA PRADESH,GUNTUR,VINUKONDA,0,9,23,0,0,1,2,35
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,4735,1136,0,1,0,4,5876
