-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by type", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Tanks,Storage,Permanent Diversion,Temporary Diversion,Water Conversation,Total
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,68,35,1,0,0,104
ANDHRA PRADESH,KHAMMAM,CHERLA,27,5,0,0,0,32
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,0,36,0,0,0,36
ANDHRA PRADESH,KHAMMAM,CHINTUR,38,0,0,0,0,38
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,247,6,2,2,0,257
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,47,0,3,0,0,50
ANDHRA PRADESH,KHAMMAM,ENKURU,17,0,0,0,0,17
ANDHRA PRADESH,KHAMMAM,GARLA,74,12,0,0,0,86
ANDHRA PRADESH,KHAMMAM,GUNDALA,21,88,0,0,0,109
ANDHRA PRADESH,KHAMMAM,JULURPAD,20,0,0,0,3,23
ANDHRA PRADESH,KHAMMAM,KALLURU,16,73,0,0,0,89
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,15,66,5,1,0,87
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,34,31,0,5,0,70
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,68,0,0,0,0,68
ANDHRA PRADESH,KHAMMAM,KONIJERLA,22,0,0,0,0,22
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,42,0,0,0,0,42
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,30,17,0,0,0,47
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,8,0,0,0,0,8
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,48,0,6,0,0,54
ANDHRA PRADESH,KHAMMAM,MADHIRA,26,13,11,0,0,50
ANDHRA PRADESH,KHAMMAM,MANUGURU,11,15,0,0,0,26
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,40,7,1,0,0,48
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,80,1,0,0,0,81
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,19,4,0,0,0,23
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,44,5,0,0,1,50
ANDHRA PRADESH,KHAMMAM,PENUBALLI,49,53,0,0,2,104
ANDHRA PRADESH,KHAMMAM,PINAPAKA,121,0,0,0,0,121
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,45,34,0,0,0,79
ANDHRA PRADESH,KHAMMAM,SINGARENI,87,0,0,0,0,87
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,47,55,2,2,0,106
ANDHRA PRADESH,KHAMMAM,THALLADA,13,13,0,0,1,27
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,33,61,0,0,0,94
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,34,0,0,0,0,34
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,11,0,0,0,0,11
ANDHRA PRADESH,KHAMMAM,VEMSOOR,77,0,0,0,0,77
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,39,4,0,0,0,43
ANDHRA PRADESH,KHAMMAM,WAZEED,23,0,0,0,0,23
ANDHRA PRADESH,KHAMMAM,WYRA,4,1,0,0,0,5
ANDHRA PRADESH,KHAMMAM,YELLANDU,24,22,0,0,0,46
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,30,0,6,1,0,37
ANDHRA PRADESH,KRISHNA,A KONDURU,33,3,1,0,0,37
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,87,0,0,0,0,87
ANDHRA PRADESH,KRISHNA,BAPULAPADU,51,0,1,0,0,52
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,4,1,0,0,0,5
ANDHRA PRADESH,KRISHNA,CHATRAI,116,0,0,0,0,116
ANDHRA PRADESH,KRISHNA,G KONDURU,36,17,0,0,0,53
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,55,5,2,0,0,62
ANDHRA PRADESH,KRISHNA,GANNAVARAM,52,0,0,0,0,52
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,5,0,1,0,1,7
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,10,0,0,0,0,10
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,5,0,0,0,0,5
ANDHRA PRADESH,KRISHNA,MUSUNURU,80,0,1,0,0,81
ANDHRA PRADESH,KRISHNA,MYLAVARAM,38,0,0,0,0,38
ANDHRA PRADESH,KRISHNA,NANDIGAMA,5,0,0,0,0,5
ANDHRA PRADESH,KRISHNA,NUZVID,84,0,0,0,0,84
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,3,1,0,0,0,4
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,104,0,1,1,0,106
ANDHRA PRADESH,KRISHNA,TIRUVURU,59,1,0,0,0,60
ANDHRA PRADESH,KRISHNA,UNGUTURU,2,0,1,0,0,3
ANDHRA PRADESH,KRISHNA,VATSAVAI,18,1,0,0,0,19
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,11,1,0,0,0,12
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,17,0,0,0,0,17
ANDHRA PRADESH,KRISHNA,VIJAYAWADA URBAN,1,0,0,0,0,1
ANDHRA PRADESH,KRISHNA,VISSANNAPET,114,0,1,0,0,115
ANDHRA PRADESH,KURNOOL,ADONI,5,4,0,0,0,9
ANDHRA PRADESH,KURNOOL,ALLAGADDA,4,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,ALUR,2,1,0,0,0,3
ANDHRA PRADESH,KURNOOL,ASPARI,33,0,0,9,1,43
ANDHRA PRADESH,KURNOOL,ATMAKUR,7,0,0,0,0,7
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,6,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,20,0,0,0,0,20
ANDHRA PRADESH,KURNOOL,C.BELAGAL,3,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,1,0,1,0,0,2
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,3,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,DHONE,5,2,6,1,0,14
ANDHRA PRADESH,KURNOOL,GADIVEMULA,3,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,GONEGANDLA,6,6,0,0,0,12
ANDHRA PRADESH,KURNOOL,GUDUR,6,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,HALAHARVI,4,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,6,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,3,0,0,0,0,3
ANDHRA PRADESH,KURNOOL,KALLUR,2,0,1,0,0,3
ANDHRA PRADESH,KURNOOL,KODUMUR,5,1,0,0,0,6
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,20,1,0,0,0,21
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,8,0,0,0,0,8
ANDHRA PRADESH,KURNOOL,KOWTHALAM,35,0,0,0,0,35
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,19,3,0,0,0,22
ANDHRA PRADESH,KURNOOL,KURNOOL,141,0,0,0,0,141
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,12,0,0,0,3,15
ANDHRA PRADESH,KURNOOL,MAHANANDI,6,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,4,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,MIDTHUR,4,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,NANDAVARAM,5,2,0,0,0,7
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,4,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,ORVAKAL,4,4,0,0,3,11
ANDHRA PRADESH,KURNOOL,OWK,24,0,0,0,0,24
ANDHRA PRADESH,KURNOOL,PANYAM,9,0,0,0,0,9
ANDHRA PRADESH,KURNOOL,PEAPALLY,39,0,0,0,0,39
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,22,0,0,2,0,24
ANDHRA PRADESH,KURNOOL,SIRVEL,4,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,TUGGALI,22,0,1,0,41,64
ANDHRA PRADESH,KURNOOL,UYYALAWADA,2,0,0,0,0,2
ANDHRA PRADESH,KURNOOL,VELDURTHI,21,0,0,0,0,21
ANDHRA PRADESH,KURNOOL,VELGODU,6,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,4,0,2,0,0,6
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,91,28,0,0,4,123
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,22,57,0,0,21,100
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,2,0,0,0,0,2
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,28,66,0,0,237,331
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,1,0,0,0,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,71,0,0,0,0,71
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,137,1,0,0,79,217
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,22,121,0,0,0,143
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,36,79,0,0,20,135
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,34,125,1,0,0,160
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,18,95,0,0,0,113
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,37,1,0,0,0,38
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,17,28,0,0,0,45
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,55,15,0,0,0,70
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,122,0,1,0,0,123
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,51,3,0,0,0,54
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,120,0,0,0,0,120
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,176,935,6,0,0,1117
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,14,91,0,0,13,118
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,21,128,1,0,133,283
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,7,88,0,0,110,205
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,5,67,0,0,9,81
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,32,142,0,0,42,216
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,91,8,1,1,183,284
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,23,101,0,0,0,124
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,10,45,0,0,0,55
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,25,121,0,0,11,157
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,26,47,0,0,0,73
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,119,0,0,0,0,119
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,12,50,0,0,3,65
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,49,33,1,0,29,112
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,92,16,0,0,0,108
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,4,43,0,0,96,143
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,97,0,0,0,0,97
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,14,135,0,0,0,149
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,18,79,1,0,0,98
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,6,70,0,0,0,76
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,0,0,0,0,1,1
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,11,116,0,0,210,337
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,17,108,0,0,46,171
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,17,88,0,0,0,105
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,83,0,0,0,0,83
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,127,37,0,0,0,164
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,239,12,0,0,53,304
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,18,25,0,0,0,43
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,20,75,0,0,0,95
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,21,61,0,0,79,161
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,56,2,0,0,59,117
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,10,77,0,3,0,90
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,8,130,0,0,76,214
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,377,28,0,0,2,407
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,25,199,0,0,0,224
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,11,99,0,0,10,120
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,2,96,0,0,106,204
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,6,29,0,0,0,35
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,34,49,0,0,14,97
ANDHRA PRADESH,MEDAK,ALLADURG,30,54,1,0,0,85
ANDHRA PRADESH,MEDAK,ANDOLE,11,104,0,0,0,115
ANDHRA PRADESH,MEDAK,CHEGUNTA,43,162,0,0,37,242
ANDHRA PRADESH,MEDAK,CHINNA KODUR,15,56,0,0,0,71
ANDHRA PRADESH,MEDAK,DOULTABAD,87,145,0,0,0,232
ANDHRA PRADESH,MEDAK,DUBBAK,19,230,0,0,0,249
ANDHRA PRADESH,MEDAK,GAJWEL,35,130,0,0,0,165
ANDHRA PRADESH,MEDAK,HATHNOORA,19,203,0,0,0,222
ANDHRA PRADESH,MEDAK,JAGDEVPUR,134,14,0,0,0,148
ANDHRA PRADESH,MEDAK,JHARASANGAM,7,5,2,1,0,15
ANDHRA PRADESH,MEDAK,JINNARAM,46,143,2,0,0,191
ANDHRA PRADESH,MEDAK,KALHER,3,96,0,0,0,99
ANDHRA PRADESH,MEDAK,KANGTI,8,3,0,0,0,11
ANDHRA PRADESH,MEDAK,KOHIR,0,0,0,5,0,5
ANDHRA PRADESH,MEDAK,KONDAPAK,44,136,0,0,0,180
ANDHRA PRADESH,MEDAK,KONDAPUR,5,12,0,0,0,17
ANDHRA PRADESH,MEDAK,KOWDIPALLE,177,17,0,0,0,194
ANDHRA PRADESH,MEDAK,KULCHARAM,12,93,0,0,0,105
ANDHRA PRADESH,MEDAK,MEDAK,26,173,0,0,0,199
ANDHRA PRADESH,MEDAK,MIRDODDI,59,148,0,0,0,207
ANDHRA PRADESH,MEDAK,MULUG,23,131,0,0,0,154
ANDHRA PRADESH,MEDAK,MUNPALLE,1,14,0,0,0,15
ANDHRA PRADESH,MEDAK,NANGANUR,12,95,0,0,0,107
ANDHRA PRADESH,MEDAK,NARSAPUR,65,86,0,0,0,151
ANDHRA PRADESH,MEDAK,PAPANNAPET,15,93,0,0,0,108
ANDHRA PRADESH,MEDAK,PATANCHERU,8,129,0,0,0,137
ANDHRA PRADESH,MEDAK,PULKAL,55,90,0,0,0,145
ANDHRA PRADESH,MEDAK,RAIKODE,1,18,0,0,0,19
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,5,10,0,0,0,15
ANDHRA PRADESH,MEDAK,RAMAYAMPET,53,33,3,0,60,149
ANDHRA PRADESH,MEDAK,REGODE,4,29,0,0,0,33
ANDHRA PRADESH,MEDAK,SADASIVPET,22,59,0,0,0,81
ANDHRA PRADESH,MEDAK,SANGAREDDY,112,0,0,0,0,112
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),1,109,0,0,0,110
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),24,156,0,0,0,180
ANDHRA PRADESH,MEDAK,SHIVAMPET,28,149,0,0,0,177
ANDHRA PRADESH,MEDAK,SIDDIPET,23,161,0,0,0,184
ANDHRA PRADESH,MEDAK,TEKMAL,0,26,0,0,0,26
ANDHRA PRADESH,MEDAK,TUPRAN,13,201,0,0,0,214
ANDHRA PRADESH,MEDAK,WARGAL,98,19,0,12,0,129
ANDHRA PRADESH,MEDAK,YELDURTHY,154,4,0,0,0,158
ANDHRA PRADESH,MEDAK,ZAHIRABAD,9,0,0,0,0,9
ANDHRA PRADESH,NALGONDA,ALAIR,101,1,0,0,0,102
ANDHRA PRADESH,NALGONDA,ANUMULA,25,0,0,0,0,25
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),2,109,0,0,0,111
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),24,74,0,0,0,98
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,124,0,0,0,0,124
ANDHRA PRADESH,NALGONDA,BIBINAGAR,40,19,4,0,0,63
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,28,9,4,0,0,41
ANDHRA PRADESH,NALGONDA,CHANDAM PET,11,41,4,0,86,142
ANDHRA PRADESH,NALGONDA,CHANDUR,49,2,0,0,0,51
ANDHRA PRADESH,NALGONDA,CHILKUR,6,11,0,0,0,17
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,39,56,4,0,0,99
ANDHRA PRADESH,NALGONDA,CHITYALA,123,0,0,6,0,129
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,33,47,1,0,0,81
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,55,4,1,0,0,60
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,10,3,0,0,0,13
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,21,40,0,0,0,61
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,74,0,3,0,0,77
ANDHRA PRADESH,NALGONDA,GUNDALA,22,82,0,0,0,104
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,9,36,1,0,0,46
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,32,0,0,0,0,32
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,111,0,0,0,0,111
ANDHRA PRADESH,NALGONDA,KATTANGOOR,49,12,34,0,0,95
ANDHRA PRADESH,NALGONDA,KETHEPALLE,6,65,0,0,0,71
ANDHRA PRADESH,NALGONDA,KODAD,27,24,0,4,0,55
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,110,0,0,0,0,110
ANDHRA PRADESH,NALGONDA,MARRI GUDA,0,31,0,0,0,31
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,10,0,0,6,0,16
ANDHRA PRADESH,NALGONDA,MELLACHERVU,16,3,0,0,0,19
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,3,36,0,0,0,39
ANDHRA PRADESH,NALGONDA,MOTHEY,143,0,2,0,0,145
ANDHRA PRADESH,NALGONDA,MOTHKUR,52,124,0,0,0,176
ANDHRA PRADESH,NALGONDA,MUNAGALA,24,19,0,0,0,43
ANDHRA PRADESH,NALGONDA,MUNUGODE,67,0,0,5,0,72
ANDHRA PRADESH,NALGONDA,NADIGUDEM,26,7,0,0,0,33
ANDHRA PRADESH,NALGONDA,NAKREKAL,88,0,0,6,0,94
ANDHRA PRADESH,NALGONDA,NALGONDA,144,0,0,0,0,144
ANDHRA PRADESH,NALGONDA,NAMPALLE,85,57,0,4,56,202
ANDHRA PRADESH,NALGONDA,NARAYANAPUR,24,0,0,13,13,50
ANDHRA PRADESH,NALGONDA,NARKETPALLE,106,69,1,0,1,177
ANDHRA PRADESH,NALGONDA,NERED CHERLA,39,45,0,0,0,84
ANDHRA PRADESH,NALGONDA,NIDAMANUR,69,1,0,0,0,70
ANDHRA PRADESH,NALGONDA,NUTHANKAL,92,0,0,0,0,92
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLAPALLE,7,120,0,0,33,160
ANDHRA PRADESH,NALGONDA,PEDDAVURA,99,0,0,0,0,99
ANDHRA PRADESH,NALGONDA,PENPAHAD,59,0,0,0,0,59
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,20,7,1,0,0,28
ANDHRA PRADESH,NALGONDA,RAJAPET,55,0,0,0,0,55
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,40,47,1,0,17,105
ANDHRA PRADESH,NALGONDA,SALIGOURARAM,76,1,0,0,0,77
ANDHRA PRADESH,NALGONDA,SURYAPET,63,2,0,0,0,65
ANDHRA PRADESH,NALGONDA,THIPPARTHI,93,0,0,0,0,93
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,17,89,17,0,0,123
ANDHRA PRADESH,NALGONDA,THRIPURARAM,12,0,0,0,0,12
ANDHRA PRADESH,NALGONDA,THUNGA THURTHI,108,0,0,0,0,108
ANDHRA PRADESH,NALGONDA,VALIGONDA,18,111,7,3,0,139
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,3,0,0,0,0,3
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,110,0,0,0,0,110
ANDHRA PRADESH,NELLORE,ALLUR,4,0,0,0,0,4
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,11,2,0,1,0,14
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,30,0,0,0,0,30
ANDHRA PRADESH,NELLORE,ATMAKUR,14,5,1,0,0,20
ANDHRA PRADESH,NELLORE,BALAYAPALLE,80,0,0,0,0,80
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,2,0,0,0,0,2
ANDHRA PRADESH,NELLORE,CHEJERLA,22,2,0,0,0,24
ANDHRA PRADESH,NELLORE,CHILLAKUR,57,11,0,0,0,68
ANDHRA PRADESH,NELLORE,CHITTAMUR,82,0,0,0,0,82
ANDHRA PRADESH,NELLORE,DAGADARTHI,42,0,0,0,0,42
ANDHRA PRADESH,NELLORE,DAKKILI,63,0,0,0,0,63
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,130,0,0,0,0,130
ANDHRA PRADESH,NELLORE,DUTTALUR,28,27,0,0,28,83
ANDHRA PRADESH,NELLORE,GUDUR,36,0,0,0,0,36
ANDHRA PRADESH,NELLORE,JALADANKI,17,0,0,0,0,17
ANDHRA PRADESH,NELLORE,KALIGIRI,50,0,0,0,0,50
ANDHRA PRADESH,NELLORE,KALUVOYA,21,0,0,0,0,21
ANDHRA PRADESH,NELLORE,KAVALI,28,0,0,0,0,28
ANDHRA PRADESH,NELLORE,KONDAPURAM,41,0,1,0,0,42
ANDHRA PRADESH,NELLORE,KOTA,52,0,0,0,0,52
ANDHRA PRADESH,NELLORE,MANUBOLU,5,0,0,0,0,5
ANDHRA PRADESH,NELLORE,MARRIPADU,36,0,0,0,0,36
ANDHRA PRADESH,NELLORE,NAIDUPETA,54,5,0,0,0,59
ANDHRA PRADESH,NELLORE,NELLORE,15,0,0,0,0,15
ANDHRA PRADESH,NELLORE,OJILI,62,0,0,0,0,62
ANDHRA PRADESH,NELLORE,PELLAKUR,62,0,0,0,0,62
ANDHRA PRADESH,NELLORE,PODLAKUR,62,0,0,0,0,62
ANDHRA PRADESH,NELLORE,RAPUR,53,0,1,0,0,54
ANDHRA PRADESH,NELLORE,SANGAM,12,0,11,0,0,23
ANDHRA PRADESH,NELLORE,SEETHARAMAPURAM,22,0,0,0,0,22
ANDHRA PRADESH,NELLORE,SULLURPETA,60,11,2,0,0,73
ANDHRA PRADESH,NELLORE,SYDAPURAM,45,0,0,0,0,45
ANDHRA PRADESH,NELLORE,TADA,45,1,0,0,0,46
ANDHRA PRADESH,NELLORE,UDAYAGIRI,39,0,0,0,0,39
ANDHRA PRADESH,NELLORE,VAKADU,34,0,0,0,0,34
ANDHRA PRADESH,NELLORE,VARIKUNTAPADU,29,0,0,0,0,29
ANDHRA PRADESH,NELLORE,VENKATACHALAM,13,0,0,0,0,13
ANDHRA PRADESH,NELLORE,VENKATAGIRI,99,0,0,0,0,99
ANDHRA PRADESH,NELLORE,VINJAMUR,34,0,0,0,0,34
ANDHRA PRADESH,NIZAMABAD,ARMUR,22,0,0,0,0,22
ANDHRA PRADESH,NIZAMABAD,BALKONDA,46,0,0,0,0,46
ANDHRA PRADESH,NIZAMABAD,BANSWADA,46,3,1,0,0,50
ANDHRA PRADESH,NIZAMABAD,BHEEMGAL,34,30,0,0,0,64
ANDHRA PRADESH,NIZAMABAD,BHIKNUR,9,0,0,0,0,9
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,57,68,0,0,0,125
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,41,3,0,0,0,44
ANDHRA PRADESH,NIZAMABAD,BODHAN,14,0,1,0,0,15
ANDHRA PRADESH,NIZAMABAD,DHAR PALLE,5,4,2,0,0,11
ANDHRA PRADESH,NIZAMABAD,DICH PALLE,29,1,0,0,0,30
ANDHRA PRADESH,NIZAMABAD,DOMAKONDA,67,0,0,0,0,67
ANDHRA PRADESH,NIZAMABAD,GANDHARI,97,0,0,0,2,99
ANDHRA PRADESH,NIZAMABAD,JAKRANPALLE,36,0,0,0,0,36
ANDHRA PRADESH,NIZAMABAD,JUKKAL,9,7,0,0,0,16
ANDHRA PRADESH,NIZAMABAD,KAMAREDDY,24,32,0,0,2,58
ANDHRA PRADESH,NIZAMABAD,KAMMAR PALLE,14,29,0,0,0,43
ANDHRA PRADESH,NIZAMABAD,KOTGIRI,37,0,0,0,0,37
ANDHRA PRADESH,NIZAMABAD,LINGAMPET,106,12,3,0,1,122
ANDHRA PRADESH,NIZAMABAD,MACHAREDDY,111,0,0,0,0,111
ANDHRA PRADESH,NIZAMABAD,MADNUR,71,0,0,0,0,71
ANDHRA PRADESH,NIZAMABAD,MAKLOOR,66,0,0,0,0,66
ANDHRA PRADESH,NIZAMABAD,MORTAD,27,19,0,0,0,46
ANDHRA PRADESH,NIZAMABAD,NAGA REDDIPET,45,0,0,0,0,45
ANDHRA PRADESH,NIZAMABAD,NANDIPET,59,0,0,0,0,59
ANDHRA PRADESH,NIZAMABAD,NAVIPET,67,0,0,13,0,80
ANDHRA PRADESH,NIZAMABAD,NIZAM SAGAR,73,1,0,0,0,74
ANDHRA PRADESH,NIZAMABAD,NIZAMABAD,82,1,0,0,0,83
ANDHRA PRADESH,NIZAMABAD,PITLAM,120,1,7,0,0,128
ANDHRA PRADESH,NIZAMABAD,RANJAL,15,11,0,0,0,26
ANDHRA PRADESH,NIZAMABAD,SADASIVANAGAR,39,36,0,0,0,75
ANDHRA PRADESH,NIZAMABAD,SIRKONDA,26,0,0,0,0,26
ANDHRA PRADESH,NIZAMABAD,TADWAI,22,35,0,0,0,57
ANDHRA PRADESH,NIZAMABAD,VARNI,30,1,1,0,0,32
ANDHRA PRADESH,NIZAMABAD,VELPUR,22,22,0,0,0,44
ANDHRA PRADESH,NIZAMABAD,YEDA PALLE,18,0,0,0,0,18
ANDHRA PRADESH,NIZAMABAD,YELLAREDDY,76,4,1,0,1,82
ANDHRA PRADESH,PRAKASAM,ADDANKI,9,1,0,0,0,10
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,12,7,0,0,0,19
