-----
{
 "description": "The table refers to Block wise Surface Flow Schemes- Potential Created and Utilized through Tanks. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.12.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes- Potential Created and Utilized through Tanks", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Tanks,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total,Irrigation potential utilised - Kharif,Irrigation potential utilised - Rabi,Irrigation potential utilised - Perennial,Irrigation potential utilised - Others,Total,
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,1,1,0,0,0,1,0,0,0,0,0,
ANDHRA PRADESH,GUNTUR,DURGI,3,69,0,0,0,69,52,0,0,0,52,
ANDHRA PRADESH,GUNTUR,EDLAPADU,5,124,0,0,0,124,74,0,0,0,74,
ANDHRA PRADESH,GUNTUR,GUNTUR,12,336,0,0,0,336,232,0,0,0,232,
ANDHRA PRADESH,GUNTUR,IPURU,11,678,0,0,0,678,295,0,0,0,295,
ANDHRA PRADESH,GUNTUR,KAREMPUDI,5,116,0,0,0,116,116,0,0,0,116,
ANDHRA PRADESH,GUNTUR,KROSURU,6,339,24,0,0,364,323,0,0,0,323,
ANDHRA PRADESH,GUNTUR,MACHAVARAM,4,149,19,0,0,168,144,15,0,0,158,
ANDHRA PRADESH,GUNTUR,MACHERLA,5,256,0,0,0,256,83,0,0,0,83,
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,12,140,0,0,0,140,0,0,0,0,0,
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,1,24,0,0,0,24,24,0,0,0,24,
ANDHRA PRADESH,GUNTUR,MUPPALLA,10,76,0,0,0,76,44,0,0,0,44,
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,6,220,22,0,0,242,220,22,0,0,242,
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,6,240,0,0,0,240,240,0,0,0,240,
ANDHRA PRADESH,GUNTUR,NUZENDLA,13,479,0,0,0,479,316,0,0,0,316,
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,8,93,0,0,0,93,83,0,0,0,83,
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,1,28,0,0,0,28,15,0,0,0,15,
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,4,31,37,2,0,69,30,37,2,0,68,
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,7,228,0,0,0,228,228,0,0,0,228,
ANDHRA PRADESH,GUNTUR,PRATHIPADU,6,240,0,0,0,240,231,0,0,0,231,
ANDHRA PRADESH,GUNTUR,RAJUPALEM,1,25,0,0,0,25,20,0,0,0,20,
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,2,27,0,0,0,27,27,0,0,0,27,
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,7,182,0,0,7,190,182,0,0,7,190,
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,2,191,0,0,0,191,90,0,0,0,90,
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,10,190,0,0,0,190,190,0,0,0,190,
ANDHRA PRADESH,GUNTUR,TADIKONDA,8,440,0,0,0,440,420,0,0,0,420,
ANDHRA PRADESH,GUNTUR,THADEPALLE,2,7,0,0,0,7,0,0,0,0,0,
ANDHRA PRADESH,GUNTUR,THULLUR,1,50,0,0,0,50,12,0,0,0,12,
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,1,44,0,0,0,44,44,0,0,0,44,
ANDHRA PRADESH,GUNTUR,VELDURTHI,5,514,0,0,0,514,40,0,0,0,40,
ANDHRA PRADESH,GUNTUR,VINUKONDA,6,719,65,0,0,783,719,65,0,0,783,
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,93,1345,0,0,0,1345,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,88,1212,177,0,0,1390,191,0,0,0,191,
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,18,662,0,0,0,662,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,50,1406,0,0,0,1406,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,65,1315,670,0,0,1984,0,243,0,0,243,
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,115,1107,371,0,0,1477,337,96,0,0,433,
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,105,1861,794,0,0,2655,1543,394,0,0,1936,
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,131,1142,677,0,0,1819,844,589,0,0,1434,
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,19,426,308,0,0,734,426,283,0,0,709,
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,55,1701,117,0,0,1818,42,117,0,0,159,
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,84,1554,149,0,0,1702,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,59,1388,0,0,0,1388,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,79,1002,951,0,0,1953,32,0,0,0,32,
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,60,742,87,0,0,828,43,28,0,0,70,
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,205,2811,339,0,0,3150,497,0,0,0,497,
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,107,1734,0,0,0,1734,252,0,0,0,252,
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,41,1304,776,0,0,2080,528,296,0,0,824,
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,59,1179,901,0,0,2080,397,125,0,0,522,
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,171,3037,675,0,0,3712,1748,269,0,0,2017,
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,21,257,109,0,0,366,135,109,0,0,244,
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,49,1786,806,0,0,2591,1405,617,0,0,2022,
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,14,345,170,0,0,515,98,91,0,0,189,
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,142,1909,1909,0,0,3817,72,0,0,0,72,
ANDHRA PRADESH,KARIMNAGAR,KATARAM,48,1488,246,0,0,1734,1045,140,0,0,1185,
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,24,1345,912,0,0,2257,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,52,938,594,0,0,1532,869,433,0,0,1302,
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,62,913,0,0,0,913,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,100,1492,0,0,0,1492,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,54,1077,1077,0,0,2153,237,20,0,0,257,
ANDHRA PRADESH,KARIMNAGAR,KORATLA,56,1492,668,0,0,2161,692,374,0,0,1066,
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,34,847,86,0,0,933,557,74,0,0,632,
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,56,1716,533,0,0,2250,1243,195,0,0,1438,
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,54,1065,636,0,0,1700,820,158,0,0,978,
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,57,608,232,0,0,840,134,120,0,0,254,
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,217,2388,247,0,0,2635,362,247,0,0,609,
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,117,2416,819,0,0,3235,1846,402,0,0,2248,
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,18,1247,162,0,0,1408,148,127,0,0,275,
ANDHRA PRADESH,KARIMNAGAR,METPALLE,51,1666,638,0,0,2304,546,94,0,0,640,
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,64,1175,0,0,0,1175,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,46,2949,880,0,0,3829,266,736,0,0,1002,
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,23,220,0,0,0,220,165,0,0,0,165,
ANDHRA PRADESH,KARIMNAGAR,ODELA,101,885,284,0,0,1169,873,236,0,0,1109,
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,33,1208,330,0,0,1538,751,326,0,0,1078,
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,75,1407,1407,0,0,2814,889,783,0,0,1672,
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,83,1013,37,0,0,1051,470,21,0,0,491,
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,94,1368,138,0,0,1507,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,87,839,151,0,0,991,295,137,0,0,432,
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,72,1698,562,0,0,2260,656,156,0,0,811,
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,13,351,217,0,0,567,219,62,0,0,281,
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,74,1407,0,0,0,1407,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,116,1719,1621,0,0,3340,1586,385,0,0,1970,
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,177,2101,2024,0,0,4125,1861,1111,0,0,2972,
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,106,957,766,0,0,1723,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,10,153,35,0,0,189,107,0,0,0,107,
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,40,1113,786,0,0,1899,713,467,0,0,1179,
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,85,1148,627,0,0,1774,0,0,0,0,0,
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,61,1459,837,0,0,2296,525,444,0,0,969,
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,29,2129,459,0,0,2588,2128,20,0,0,2148,
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,40,1578,534,0,0,2112,1197,332,0,0,1528,
ANDHRA PRADESH,KHAMMAM,BAYYARAM,28,859,204,0,0,1063,816,0,0,0,816,
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,43,305,0,0,0,305,273,0,0,0,273,
ANDHRA PRADESH,KHAMMAM,BONAKAL,12,549,83,0,0,632,503,0,0,0,503,
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,45,576,0,0,0,576,550,0,0,0,550,
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,68,2188,71,0,0,2258,2151,0,0,0,2151,
ANDHRA PRADESH,KHAMMAM,CHERLA,27,614,12,0,0,626,610,12,0,0,622,
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,0,0,0,0,0,0,0,0,0,0,0,
ANDHRA PRADESH,KHAMMAM,CHINTUR,38,152,0,0,0,152,58,0,0,0,58,
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,247,2510,40,0,0,2550,2255,0,0,0,2255,
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,47,481,0,0,0,481,481,0,0,0,481,
ANDHRA PRADESH,KHAMMAM,ENKURU,17,235,30,0,0,265,235,0,0,0,235,
ANDHRA PRADESH,KHAMMAM,GARLA,74,1850,354,0,0,2204,1769,0,0,0,1769,
ANDHRA PRADESH,KHAMMAM,GUNDALA,21,560,0,0,0,560,433,0,0,0,433,
ANDHRA PRADESH,KHAMMAM,JULURPAD,20,534,0,0,0,534,532,0,0,0,532,
ANDHRA PRADESH,KHAMMAM,KALLURU,16,982,121,0,0,1104,978,0,0,0,978,
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,15,1236,223,0,0,1458,1111,0,0,0,1111,
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,34,813,67,0,0,880,773,57,0,0,830,
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,68,1791,129,0,0,1921,1602,69,0,0,1671,
ANDHRA PRADESH,KHAMMAM,KONIJERLA,22,729,272,0,0,1001,689,272,0,0,961,
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,42,1380,0,0,0,1380,1227,0,0,0,1227,
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,30,395,0,0,0,395,364,0,0,0,364,
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,8,129,0,0,0,129,118,0,0,0,118,
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,48,908,51,0,0,959,477,0,0,0,477,
ANDHRA PRADESH,KHAMMAM,MADHIRA,26,471,0,0,0,471,466,0,0,0,466,
ANDHRA PRADESH,KHAMMAM,MANUGURU,11,620,208,0,0,829,620,182,0,0,803,
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,40,1006,144,0,0,1149,801,144,0,0,945,
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,80,1072,92,0,0,1164,813,11,0,0,824,
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,19,1002,202,0,0,1205,982,0,0,0,982,
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,44,355,0,0,0,355,318,0,0,0,318,
ANDHRA PRADESH,KHAMMAM,PENUBALLI,49,1831,533,0,0,2364,1828,167,0,0,1995,
ANDHRA PRADESH,KHAMMAM,PINAPAKA,121,3678,263,0,0,3941,3462,0,0,0,3462,
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,45,3357,619,0,0,3976,3050,6,0,0,3056,
ANDHRA PRADESH,KHAMMAM,SINGARENI,87,1688,344,0,0,2032,1660,0,0,0,1660,
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,47,337,0,0,0,337,308,0,0,0,308,
ANDHRA PRADESH,KHAMMAM,THALLADA,13,518,0,0,0,518,518,0,0,0,518,
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,33,1121,82,0,0,1203,1082,82,0,0,1164,
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,34,434,0,0,0,434,412,0,0,0,412,
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,11,36,0,0,0,36,36,0,0,0,36,
ANDHRA PRADESH,KHAMMAM,VEMSOOR,77,3096,822,0,0,3918,2617,0,0,0,2617,
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,39,731,53,0,0,784,724,0,0,0,724,
ANDHRA PRADESH,KHAMMAM,WAZEED,23,427,40,0,0,467,349,0,0,0,349,
ANDHRA PRADESH,KHAMMAM,WYRA,4,141,0,0,0,141,141,0,0,0,141,
ANDHRA PRADESH,KHAMMAM,YELLANDU,24,810,101,0,0,912,810,0,0,0,810,
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,30,904,0,0,0,904,748,0,0,0,748,
ANDHRA PRADESH,KRISHNA,A KONDURU,33,1624,376,0,0,2000,1168,214,0,0,1382,
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,87,2370,57,0,0,2427,2245,57,0,0,2301,
ANDHRA PRADESH,KRISHNA,BAPULAPADU,51,924,0,0,0,924,917,0,0,0,917,
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,4,264,0,0,0,264,259,0,0,0,259,
ANDHRA PRADESH,KRISHNA,CHATRAI,116,4428,706,0,0,5134,3536,291,0,0,3827,
ANDHRA PRADESH,KRISHNA,G KONDURU,36,2610,537,0,0,3147,2205,499,0,0,2704,
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,55,1806,320,0,0,2126,1359,121,0,0,1480,
ANDHRA PRADESH,KRISHNA,GANNAVARAM,52,3912,0,0,0,3912,3559,0,0,0,3559,
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,5,507,33,121,0,661,384,33,121,0,538,
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,10,472,389,0,0,862,449,350,0,0,799,
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,5,756,0,0,0,756,756,0,0,0,756,
ANDHRA PRADESH,KRISHNA,MUSUNURU,80,2308,125,0,0,2434,1995,125,0,0,2120,
ANDHRA PRADESH,KRISHNA,MYLAVARAM,38,2654,342,0,0,2996,2390,117,0,0,2508,
ANDHRA PRADESH,KRISHNA,NANDIGAMA,5,465,0,0,0,465,428,0,0,0,428,
ANDHRA PRADESH,KRISHNA,NUZVID,84,2606,882,184,184,3857,2158,16,184,176,2535,
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,3,260,0,0,0,260,260,0,0,0,260,
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,104,3302,3001,0,0,6303,2470,1921,0,0,4391,
ANDHRA PRADESH,KRISHNA,TIRUVURU,59,3329,887,0,0,4216,2655,494,0,0,3149,
ANDHRA PRADESH,KRISHNA,UNGUTURU,2,35,0,0,0,35,35,0,0,0,35,
ANDHRA PRADESH,KRISHNA,VATSAVAI,18,463,30,0,0,493,420,12,0,0,431,
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,11,584,0,0,0,584,522,0,0,0,522,
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,17,1053,0,0,0,1053,748,0,0,0,748,
ANDHRA PRADESH,KRISHNA,VIJAYAWADA URBAN,1,5,0,0,0,5,5,0,0,0,5,
ANDHRA PRADESH,KRISHNA,VISSANNAPET,114,3458,353,0,0,3811,2892,0,0,0,2892,
ANDHRA PRADESH,KURNOOL,ADONI,5,303,40,0,0,344,233,40,0,0,274,
ANDHRA PRADESH,KURNOOL,ALLAGADDA,4,126,0,0,0,126,0,0,0,0,0,
ANDHRA PRADESH,KURNOOL,ALUR,2,22,23,0,0,45,22,23,0,0,45,
ANDHRA PRADESH,KURNOOL,ASPARI,33,783,264,0,0,1047,536,248,0,0,784,
ANDHRA PRADESH,KURNOOL,ATMAKUR,7,2555,0,0,0,2555,2555,0,0,0,2555,
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,6,251,1,0,0,253,146,1,0,0,147,
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,20,1672,186,0,0,1858,1447,0,0,0,1447,
ANDHRA PRADESH,KURNOOL,C.BELAGAL,3,203,203,0,0,406,203,159,0,0,362,
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,1,131,0,0,0,131,105,0,0,0,105,
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,3,171,329,0,0,500,106,184,0,0,291,
ANDHRA PRADESH,KURNOOL,DHONE,5,78,0,0,0,78,42,0,0,0,42,
ANDHRA PRADESH,KURNOOL,GADIVEMULA,3,128,0,0,0,128,128,0,0,0,128,
ANDHRA PRADESH,KURNOOL,GONEGANDLA,6,45,0,0,0,45,0,0,0,0,0,
ANDHRA PRADESH,KURNOOL,GUDUR,6,75,109,0,0,184,48,93,0,0,141,
ANDHRA PRADESH,KURNOOL,HALAHARVI,4,33,223,0,0,256,0,214,0,0,214,
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,6,240,0,0,0,240,155,0,0,0,155,
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,3,965,965,0,0,1930,295,0,0,0,295,
ANDHRA PRADESH,KURNOOL,KALLUR,2,244,222,0,0,466,244,0,0,0,244,
ANDHRA PRADESH,KURNOOL,KODUMUR,5,105,0,0,0,105,0,0,0,0,0,
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,20,572,261,0,0,833,396,249,0,0,645,
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,8,467,0,0,0,467,8,0,0,0,8,
ANDHRA PRADESH,KURNOOL,KOWTHALAM,35,63,0,0,0,63,63,0,0,0,63,
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,19,1309,535,3,0,1847,637,273,0,0,910,
ANDHRA PRADESH,KURNOOL,KURNOOL,141,82,0,0,0,82,82,0,0,0,82,
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,12,331,134,0,0,465,67,46,0,0,113,
ANDHRA PRADESH,KURNOOL,MAHANANDI,6,674,215,0,0,889,622,215,0,0,836,
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,4,100,4,0,0,104,71,0,0,0,71,
ANDHRA PRADESH,KURNOOL,MIDTHUR,4,676,158,0,0,834,428,81,0,0,509,
ANDHRA PRADESH,KURNOOL,NANDAVARAM,5,17,0,0,0,17,0,0,0,0,0,
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,4,53,4,0,0,56,49,0,0,0,49,
ANDHRA PRADESH,KURNOOL,ORVAKAL,4,31,9,0,0,39,31,4,0,0,35,
ANDHRA PRADESH,KURNOOL,OWK,24,1294,327,0,0,1621,979,185,0,0,1163,
ANDHRA PRADESH,KURNOOL,PANYAM,9,576,0,0,236,812,529,0,0,236,765,
ANDHRA PRADESH,KURNOOL,PEAPALLY,39,410,0,0,0,410,246,0,0,0,246,
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,22,947,0,0,0,947,889,0,0,0,889,
ANDHRA PRADESH,KURNOOL,SIRVEL,4,526,0,0,0,526,400,0,0,0,400,
ANDHRA PRADESH,KURNOOL,TUGGALI,22,434,0,0,0,434,183,0,0,0,183,
ANDHRA PRADESH,KURNOOL,UYYALAWADA,2,45,8,0,0,53,40,0,0,0,40,
ANDHRA PRADESH,KURNOOL,VELDURTHI,21,545,611,0,0,1156,77,363,0,0,440,
ANDHRA PRADESH,KURNOOL,VELGODU,6,895,895,0,0,1790,784,260,0,0,1044,
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,4,235,0,0,0,235,175,0,0,0,175,
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,91,2822,42,0,0,2865,1027,0,0,0,1027,
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,22,529,0,0,0,529,195,0,0,0,195,
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,2,17,0,0,0,17,1,0,0,0,1,
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,28,104,178,0,0,282,0,40,0,0,40,
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,1,22,22,0,0,44,22,0,0,0,22,
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,71,1163,684,0,0,1847,319,250,0,0,569,
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,137,1267,290,0,0,1557,269,49,0,0,318,
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,22,192,1,0,0,193,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,36,1269,0,0,0,1269,150,0,0,0,150,
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,34,657,134,0,0,791,130,18,0,0,148,
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,18,1123,704,0,0,1827,61,450,0,0,511,
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,37,1913,300,0,0,2213,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,17,377,42,0,0,419,40,0,0,0,40,
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,55,1102,52,0,0,1154,14,6,0,0,20,
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,122,948,756,0,0,1705,23,16,0,0,40,
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,51,633,697,0,0,1331,54,169,0,0,223,
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,120,120,0,0,0,120,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,176,60,57,0,0,117,58,54,0,0,112,
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,14,274,31,0,0,305,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,21,1335,160,0,0,1495,356,0,0,0,356,
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,7,368,135,0,0,503,147,35,0,0,182,
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,5,288,144,0,0,432,148,81,0,0,229,
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,32,205,89,0,0,294,172,0,0,0,172,
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,91,713,53,0,0,766,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,23,584,220,0,0,804,129,7,0,0,135,
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,10,867,512,0,0,1378,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,25,365,19,0,0,383,49,0,0,0,49,
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,26,1710,41,0,0,1750,473,41,0,0,514,
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,119,2,1907,0,0,1909,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,12,1910,379,0,0,2289,658,34,0,0,693,
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,49,580,39,0,0,619,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,92,1534,661,0,0,2195,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,4,150,136,0,0,287,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,97,1398,0,0,0,1398,115,0,0,0,115,
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,14,383,103,0,0,486,61,26,0,0,87,
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,18,896,312,0,0,1208,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,6,183,0,0,0,183,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,0,0,0,0,0,0,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,11,701,616,0,0,1317,133,0,0,0,133,
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,17,1208,509,0,0,1717,40,0,0,0,40,
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,17,190,8,0,0,198,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,83,1827,0,0,0,1827,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,127,1322,169,0,0,1490,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,239,1932,266,0,0,2197,1751,0,0,0,1751,
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,18,120,0,0,0,120,72,0,0,0,72,
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,20,20,0,0,0,20,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,21,1472,223,0,0,1694,308,49,0,0,356,
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,56,634,16,5,102,757,179,0,4,8,191,
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,10,80,67,0,0,147,5,4,0,0,9,
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,8,602,0,0,0,602,168,0,0,0,168,
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,377,265,0,0,0,265,101,0,0,0,101,
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,25,96,69,0,0,165,0,0,0,0,0,
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,11,585,0,0,0,585,233,0,0,0,233,
