-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes by Type", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,On river,On stream,On drain/canal,On tank/pond,Total
MADHYA PRADESH,HOSHANGABAD,KESLA,742,639,886,47,2314
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,170,97,8,51,326
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,1305,333,169,4,1811
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,984,77,142,11,1214
MADHYA PRADESH,INDORE,DEPAL PUR,457,22,54,43,576
MADHYA PRADESH,INDORE,INDORE,551,0,6,0,557
MADHYA PRADESH,INDORE,MHOW,119,17,0,118,254
MADHYA PRADESH,INDORE,SANWER,673,10,0,2,685
MADHYA PRADESH,JABALPUR,BARGI,399,396,11,21,827
MADHYA PRADESH,JABALPUR,KUNDAM,276,50,0,5,331
MADHYA PRADESH,JABALPUR,MAJHOLI,803,34,0,1,838
MADHYA PRADESH,JABALPUR,PANAGAR,377,393,50,1,821
MADHYA PRADESH,JABALPUR,PATAN,536,29,1,1,567
MADHYA PRADESH,JABALPUR,SHAHPURA,248,105,0,13,366
MADHYA PRADESH,JABALPUR,SIHORA,506,190,0,6,702
MADHYA PRADESH,JHABUA,ALIRAJPUR,118,71,1,2,192
MADHYA PRADESH,JHABUA,BHABHARA,27,96,0,0,123
MADHYA PRADESH,JHABUA,JHABUA,90,31,0,20,141
MADHYA PRADESH,JHABUA,JOBAT,46,25,3,5,79
MADHYA PRADESH,JHABUA,KATTHIWADA,20,4,0,1,25
MADHYA PRADESH,JHABUA,MEGHNAGAR,163,68,0,64,295
MADHYA PRADESH,JHABUA,PETLAWAD,308,526,41,146,1021
MADHYA PRADESH,JHABUA,RAMA,87,31,0,42,160
MADHYA PRADESH,JHABUA,SONDWA,147,181,7,17,352
MADHYA PRADESH,JHABUA,THANDLA,196,99,1,41,337
MADHYA PRADESH,JHABUA,UDAIGARH,56,390,7,12,465
MADHYA PRADESH,KATNI,BADWARA,183,323,0,63,569
MADHYA PRADESH,KATNI,BAHORIBAND,1336,19,95,14,1464
MADHYA PRADESH,KATNI,DHIMAR KHERA,1313,194,19,20,1546
MADHYA PRADESH,KATNI,KATNI,716,40,9,8,773
MADHYA PRADESH,KATNI,RITHI,320,425,15,43,803
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,735,269,52,233,1289
MADHYA PRADESH,KHANDWA,BALADI,303,138,7,13,461
MADHYA PRADESH,KHANDWA,BURHANPUR,135,2,0,62,199
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,135,37,4,26,202
MADHYA PRADESH,KHANDWA,HARSOOD,797,111,1,6,915
MADHYA PRADESH,KHANDWA,KHAKNAR,248,18,0,0,266
MADHYA PRADESH,KHANDWA,KHALWA,461,80,0,26,567
MADHYA PRADESH,KHANDWA,KHANDWA,442,17,12,46,517
MADHYA PRADESH,KHANDWA,PANDHANA,424,91,1,32,548
MADHYA PRADESH,KHANDWA,PUNASA,411,6,2,35,454
MADHYA PRADESH,KHARGONE,BARWAHA,1402,91,2,2,1497
MADHYA PRADESH,KHARGONE,BHAGWANPURA,325,179,0,15,519
MADHYA PRADESH,KHARGONE,BHIKANGAON,785,227,37,14,1063
MADHYA PRADESH,KHARGONE,GOGAWA,405,79,7,25,516
MADHYA PRADESH,KHARGONE,KASRAWAD,1089,28,17,9,1143
MADHYA PRADESH,KHARGONE,KHARGONE,456,65,0,11,532
MADHYA PRADESH,KHARGONE,MAHESHWAR,1171,65,33,31,1300
MADHYA PRADESH,KHARGONE,SEGOAN,226,190,0,40,456
MADHYA PRADESH,KHARGONE,ZIRNYA,292,285,0,2,579
MADHYA PRADESH,MANDLA,BICHHIA,4,0,9,44,57
MADHYA PRADESH,MANDLA,BIJADANDI,33,32,0,0,65
MADHYA PRADESH,MANDLA,GHUGHRI,3,0,0,0,3
MADHYA PRADESH,MANDLA,MANDLA,339,101,62,30,532
MADHYA PRADESH,MANDLA,MOHGAON,50,0,0,0,50
MADHYA PRADESH,MANDLA,NAINPUR,2,21,0,19,42
MADHYA PRADESH,MANDLA,NARAYANGANJ,61,74,0,0,135
MADHYA PRADESH,MANDLA,NIVAS,14,6,0,15,35
MADHYA PRADESH,MANDSAUR,BHANPURA,233,12,0,0,245
MADHYA PRADESH,MANDSAUR,GAROTH,113,24,0,0,137
MADHYA PRADESH,MANDSAUR,MALHARGAR,306,66,0,1,373
MADHYA PRADESH,MANDSAUR,MANDSAUR,820,354,2,1,1177
MADHYA PRADESH,MANDSAUR,SITAMAU,308,74,1,1,384
MADHYA PRADESH,MORENA,JOURA,10,0,0,0,10
MADHYA PRADESH,MORENA,KAILARAS,4,0,0,0,4
MADHYA PRADESH,MORENA,MORENA,110,1,78,17,206
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,43,17,0,9,69
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,143,27,0,14,184
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,363,141,110,0,614
MADHYA PRADESH,NARSINGHPUR,KARELI,149,20,0,2,171
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,715,323,0,0,1038
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,229,0,0,8,237
MADHYA PRADESH,NEEMUCH,JAWAD,74,37,0,1,112
MADHYA PRADESH,NEEMUCH,MANASA,66,22,0,0,88
MADHYA PRADESH,NEEMUCH,NEEMUCH,50,20,2,2,74
MADHYA PRADESH,PANNA,AJAYGARH,110,207,525,39,881
MADHYA PRADESH,PANNA,GUNOUR,1209,1027,18,42,2296
MADHYA PRADESH,PANNA,PANNA,311,1999,246,79,2635
MADHYA PRADESH,PANNA,PAWAI,774,979,110,66,1929
MADHYA PRADESH,PANNA,SHAHNAGAR,1720,1032,197,88,3037
MADHYA PRADESH,RAISEN,ABDULLA GANJ,1174,348,27,177,1726
MADHYA PRADESH,RAISEN,BADI,839,767,0,74,1680
MADHYA PRADESH,RAISEN,BEGAMGANJ,871,635,2,129,1637
MADHYA PRADESH,RAISEN,GAIRATGANJ,931,115,61,32,1139
MADHYA PRADESH,RAISEN,SANCHI,900,66,195,68,1229
MADHYA PRADESH,RAISEN,SILVANI,980,510,10,135,1635
MADHYA PRADESH,RAISEN,UDAYPURA,293,94,4,345,736
MADHYA PRADESH,RAJGARH,BIAORA,667,95,61,51,874
MADHYA PRADESH,RAJGARH,KHILCHIPUR,145,65,45,20,275
MADHYA PRADESH,RAJGARH,NARSINGARH,256,115,0,0,371
MADHYA PRADESH,RAJGARH,RAJGARH,436,26,0,71,533
MADHYA PRADESH,RAJGARH,SARANGPUR,929,105,1,0,1035
MADHYA PRADESH,RAJGARH,ZEERAPUR],60,5,0,0,65
MADHYA PRADESH,RATLAM,ALOT,179,15,0,8,202
MADHYA PRADESH,RATLAM,BAJNA,793,55,1,3,852
MADHYA PRADESH,RATLAM,JAORA,138,9,0,1,148
MADHYA PRADESH,RATLAM,PIPLODA,5,3,0,0,8
MADHYA PRADESH,RATLAM,RATLAM,50,56,1,0,107
MADHYA PRADESH,RATLAM,SAILANA,190,238,38,7,473
MADHYA PRADESH,REWA,GANGEO,459,95,4,44,602
MADHYA PRADESH,REWA,HANUMANA,825,247,1,35,1108
MADHYA PRADESH,REWA,JAWA,545,50,0,111,706
MADHYA PRADESH,REWA,MAUGANJ,306,152,5,34,497
MADHYA PRADESH,REWA,NAIGARHI,154,69,0,34,257
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,78,29,0,19,126
MADHYA PRADESH,REWA,REWA,333,56,9,21,419
MADHYA PRADESH,REWA,SIRMOUR,595,231,0,166,992
MADHYA PRADESH,REWA,TEONTHER,408,112,0,54,574
MADHYA PRADESH,SAGAR,BANDA,2012,587,0,79,2678
MADHYA PRADESH,SAGAR,BINA,1562,537,1,11,2111
MADHYA PRADESH,SAGAR,DEORI,1327,714,36,153,2230
MADHYA PRADESH,SAGAR,JAISINAGAR,1848,469,25,118,2460
MADHYA PRADESH,SAGAR,KESLI,983,230,38,65,1316
MADHYA PRADESH,SAGAR,KHURAI,1504,755,14,74,2347
MADHYA PRADESH,SAGAR,MALTHONE,1412,537,2,143,2094
MADHYA PRADESH,SAGAR,RAHATGARH,1698,802,17,123,2640
MADHYA PRADESH,SAGAR,REHLI,1939,411,21,44,2415
MADHYA PRADESH,SAGAR,SAGAR,1207,244,5,106,1562
MADHYA PRADESH,SAGAR,SHAHGARH,746,207,53,12,1018
MADHYA PRADESH,SATNA,AMARPATAN,166,19,0,4,189
MADHYA PRADESH,SATNA,MAIHAR,635,314,3,31,983
MADHYA PRADESH,SATNA,MAJHAGAWAN,236,225,5,67,533
MADHYA PRADESH,SATNA,NAGOD,359,137,13,5,514
MADHYA PRADESH,SATNA,RAMNAGER,71,69,1,6,147
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,603,21,1,0,625
MADHYA PRADESH,SATNA,SOHAWAL,261,124,4,5,394
MADHYA PRADESH,SATNA,UCHEHARA,193,7,29,48,277
MADHYA PRADESH,SEHORE,ASHTA,1014,129,2,0,1145
MADHYA PRADESH,SEHORE,BUDHNI,487,52,1,2,542
MADHYA PRADESH,SEHORE,ICHAWAR,40,22,4,4,70
MADHYA PRADESH,SEHORE,NASRULLAGANJ,201,8,7,14,230
MADHYA PRADESH,SEONI,BARGHAT,11,23,0,0,34
MADHYA PRADESH,SEONI,CHHAPARA,96,84,9,8,197
MADHYA PRADESH,SEONI,DHANORA,6,16,62,0,84
MADHYA PRADESH,SEONI,GHANSOR,16,0,7,2,25
MADHYA PRADESH,SEONI,KURAI,117,19,76,5,217
MADHYA PRADESH,SEONI,LAKHNADON,190,127,39,19,375
MADHYA PRADESH,SEONI,SEONI,165,144,23,3,335
MADHYA PRADESH,SHAHDOL,ANUPPUR,37,39,18,29,123
MADHYA PRADESH,SHAHDOL,BEOHARI,551,240,15,119,925
MADHYA PRADESH,SHAHDOL,BURHAR,315,133,14,46,508
MADHYA PRADESH,SHAHDOL,GOHPARU,62,178,31,4,275
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,105,182,31,30,348
MADHYA PRADESH,SHAHDOL,JAITHARI,60,211,19,2,292
MADHYA PRADESH,SHAHDOL,KOTMA,29,27,3,38,97
MADHYA PRADESH,SHAHDOL,PUSHPARAJGARH,13,10,0,0,23
MADHYA PRADESH,SHAHDOL,SOHAGPUR,230,526,131,122,1009
MADHYA PRADESH,SHAJAPUR,AGAR,76,98,62,0,236
MADHYA PRADESH,SHAJAPUR,BAROD,171,159,2,0,332
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,391,27,0,12,430
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,394,63,0,16,473
MADHYA PRADESH,SHAJAPUR,NALKHEDA,70,15,0,0,85
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,568,31,0,0,599
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,367,0,0,0,367
MADHYA PRADESH,SHAJAPUR,SUSNER,216,32,13,0,261
MADHYA PRADESH,SHEOPUR,KARHAL,243,109,12,95,459
MADHYA PRADESH,SHEOPUR,SHEOPUR,594,441,32,24,1091
MADHYA PRADESH,SHEOPUR,VIJAYPUR,126,4,0,0,130
MADHYA PRADESH,SHIVPURI,BADARWAS,433,24,73,12,542
MADHYA PRADESH,SHIVPURI,KARERA,434,4,221,0,659
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,5,8,0,0,13
MADHYA PRADESH,SHIVPURI,KOLARAS,700,42,72,26,840
MADHYA PRADESH,SHIVPURI,NARWAR,151,13,0,0,164
MADHYA PRADESH,SHIVPURI,PICHHORE,269,0,0,0,269
MADHYA PRADESH,SHIVPURI,POHARI,630,64,7,4,705
MADHYA PRADESH,SHIVPURI,SHIVPURI,305,107,23,15,450
MADHYA PRADESH,SIDHI,CHITRANGI,86,242,2,9,339
MADHYA PRADESH,SIDHI,DEOSAR,202,220,5,36,463
MADHYA PRADESH,SIDHI,KUSMI,44,50,0,12,106
MADHYA PRADESH,SIDHI,MAJHOULI,324,84,23,24,455
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,284,107,3,19,413
MADHYA PRADESH,SIDHI,SIDHI,278,194,2,18,492
MADHYA PRADESH,SIDHI,SIHAWAL,17,10,2,11,40
MADHYA PRADESH,SIDHI,WAIDHAN,265,415,48,10,738
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,293,110,69,26,498
MADHYA PRADESH,TIKAMGARH,JATARA,158,2,293,34,487
MADHYA PRADESH,TIKAMGARH,NIWARI,42,19,0,0,61
MADHYA PRADESH,TIKAMGARH,PALERA,41,0,1,2,44
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,187,186,7,8,388
MADHYA PRADESH,UJJAIN,BARNAGAR,313,0,0,0,313
MADHYA PRADESH,UJJAIN,GHATTIA,612,30,50,8,700
MADHYA PRADESH,UJJAIN,KHACHROD,1186,133,0,34,1353
MADHYA PRADESH,UJJAIN,MEHIDPUR,168,16,0,0,184
MADHYA PRADESH,UJJAIN,TARANA,492,56,13,23,584
MADHYA PRADESH,UJJAIN,UJJAIN,286,25,3,2,316
MADHYA PRADESH,UMARIA,KARKELI,411,530,12,146,1099
MADHYA PRADESH,UMARIA,MANPUR,558,485,5,71,1119
MADHYA PRADESH,UMARIA,PALI,193,109,5,13,320
MADHYA PRADESH,VIDISHA,BASODA,2812,579,69,503,3963
MADHYA PRADESH,VIDISHA,GYARASPUR,1081,834,1,114,2030
MADHYA PRADESH,VIDISHA,KURWAI,1725,309,2,220,2256
MADHYA PRADESH,VIDISHA,LATERI,345,164,45,20,574
MADHYA PRADESH,VIDISHA,NATERAN,2499,615,71,95,3280
MADHYA PRADESH,VIDISHA,SIRONJ,2087,443,45,51,2626
MADHYA PRADESH,VIDISHA,VIDISHA,1721,232,9,40,2002
MAHARASHTRA,AHMEDNAGAR,AKOLA,235,0,0,0,235
MAHARASHTRA,AHMEDNAGAR,KARJAT,317,0,1,0,318
MAHARASHTRA,AHMEDNAGAR,NAGAR,0,0,0,4,4
MAHARASHTRA,AHMEDNAGAR,NEVASA,33,0,2,0,35
MAHARASHTRA,AHMEDNAGAR,PARNER,956,205,325,426,1912
MAHARASHTRA,AHMEDNAGAR,RAHURI,8,0,0,0,8
MAHARASHTRA,AHMEDNAGAR,SHRIGONDA,3,0,0,0,3
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,82,1,0,33,116
MAHARASHTRA,AKOLA,AKOLA,160,38,84,115,397
MAHARASHTRA,AKOLA,BALAPUR,26,0,0,0,26
MAHARASHTRA,AKOLA,MURTIJAPUR,77,70,0,77,224
MAHARASHTRA,AKOLA,PATUR,112,0,49,0,161
MAHARASHTRA,AKOLA,TELHARA,15,3,0,0,18
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,73,8,0,0,81
MAHARASHTRA,AMRAVATI,DARYAPUR,1,4,0,16,21
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,59,0,0,1,60
MAHARASHTRA,AMRAVATI,DHARNI,33,124,30,7,194
MAHARASHTRA,AMRAVATI,MORSHI,4,15,0,0,19
MAHARASHTRA,AMRAVATI,NANDGAON KHANDESHWAR,7,0,0,0,7
MAHARASHTRA,AMRAVATI,WARUD,30,1,1,0,32
MAHARASHTRA,AURANGABAD,PAITHAN,0,0,14,0,14
MAHARASHTRA,BEED,PARLI,488,33,2,127,650
MAHARASHTRA,BEED,PATODA,16,0,0,0,16
MAHARASHTRA,BEED,SHIRUR (KASAR),10,2,0,0,12
MAHARASHTRA,BHANDARA,BHANDARA,16,0,0,115,131
MAHARASHTRA,BHANDARA,LAKHANDUR,60,1,2,1,64
MAHARASHTRA,BHANDARA,LAKHANI,9,0,0,0,9
MAHARASHTRA,BHANDARA,MOHADI,21,27,0,24,72
MAHARASHTRA,BHANDARA,PAVANI,0,0,1,0,1
MAHARASHTRA,BHANDARA,TUMSAR,1,0,0,0,1
MAHARASHTRA,BULDANA,CHIKHLI,36,27,0,4,67
MAHARASHTRA,BULDANA,DEULGAON RAJA,279,3,1,0,283
MAHARASHTRA,BULDANA,JALGAON JAMOD,0,0,0,3,3
MAHARASHTRA,BULDANA,MALKAPUR,2,1,7,0,10
MAHARASHTRA,BULDANA,MEHKAR,11,45,7,103,166
MAHARASHTRA,BULDANA,MOTALA,13,39,0,0,52
MAHARASHTRA,BULDANA,SHEGAON,1,0,0,0,1
MAHARASHTRA,CHANDRAPUR,BALLARPUR,41,0,0,1,42
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,8,7,1,2,18
MAHARASHTRA,CHANDRAPUR,BRAMHAPURI,1,3,3,27,34
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,13,2,0,8,23
MAHARASHTRA,CHANDRAPUR,CHIMUR,133,4,2,2,141
MAHARASHTRA,CHANDRAPUR,GONDPIPRI,21,3,0,1,25
MAHARASHTRA,CHANDRAPUR,KORPANA,49,43,5,291,388
MAHARASHTRA,CHANDRAPUR,POMBHURNA,6,0,0,0,6
MAHARASHTRA,CHANDRAPUR,RAJURA,29,35,4,0,68
MAHARASHTRA,CHANDRAPUR,SAWALI,8,5,0,1,14
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,37,18,0,7,62
MAHARASHTRA,CHANDRAPUR,WARORA,3,0,0,0,3
MAHARASHTRA,DHULE,DHULE,0,16,0,8,24
MAHARASHTRA,DHULE,SAKRI,4,107,2,19,132
MAHARASHTRA,DHULE,SHIRPUR,1,72,0,0,73
MAHARASHTRA,DHULE,SINDKHEDA,1,30,0,8,39
MAHARASHTRA,GADCHIROLI,ARMORI,9,5,12,0,26
MAHARASHTRA,GADCHIROLI,CHAMORSHI,1,1,0,0,2
MAHARASHTRA,GADCHIROLI,DHANORA,1,8,11,22,42
MAHARASHTRA,GADCHIROLI,ETTAPALLI,2,3,0,0,5
MAHARASHTRA,GADCHIROLI,GADCHIROLI,3,17,2,0,22
MAHARASHTRA,GADCHIROLI,KORCHI,1,2,4,0,7
MAHARASHTRA,GADCHIROLI,KURKHEDA,9,0,2,1,12
MAHARASHTRA,GADCHIROLI,SIRONCHA,7,0,0,0,7
MAHARASHTRA,GONDIYA,A / MORGAON,5,0,0,0,5
MAHARASHTRA,GONDIYA,AMGAON,0,0,105,0,105
MAHARASHTRA,GONDIYA,DEVRI,7,0,0,0,7
MAHARASHTRA,GONDIYA,GONDIYA,6,3,1,0,10
MAHARASHTRA,GONDIYA,GOREGAON,0,0,0,14,14
MAHARASHTRA,GONDIYA,SADAK ARJUNI,5,0,10,6,21
MAHARASHTRA,GONDIYA,SALEKASA,0,2,21,25,48
MAHARASHTRA,GONDIYA,TIRODA,19,1,7,0,27
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),79,0,15,220,314
MAHARASHTRA,HINGOLI,BASMATH,91,94,88,3,276
MAHARASHTRA,HINGOLI,HINGOLI,134,5,0,299,438
MAHARASHTRA,HINGOLI,KALAMNURI,146,29,0,10,185
MAHARASHTRA,HINGOLI,SENGAON,377,8,62,285,732
MAHARASHTRA,JALGAON,AMALNER,2,0,0,0,2
MAHARASHTRA,JALGAON,BHUSAWAL,21,0,0,0,21
MAHARASHTRA,JALGAON,PAROLA,9,0,0,1,10
MAHARASHTRA,JALGAON,RAVER,28,0,0,0,28
MAHARASHTRA,JALNA,AMBAD,7,0,0,0,7
MAHARASHTRA,JALNA,GHANSAWANGI,1,0,0,0,1
MAHARASHTRA,JALNA,MANTHA,6,0,0,0,6
MAHARASHTRA,KOLHAPUR,AJRA,169,621,558,238,1586
MAHARASHTRA,KOLHAPUR,BHUDARGAD,129,460,402,59,1050
MAHARASHTRA,KOLHAPUR,CHANDGAD,92,400,902,542,1936
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,1158,769,1182,48,3157
MAHARASHTRA,KOLHAPUR,GAGANBAVDA,478,435,16,0,929
MAHARASHTRA,KOLHAPUR,HATKANANGALE,660,12,330,99,1101
MAHARASHTRA,KOLHAPUR,KAGAL,151,2091,284,378,2904
MAHARASHTRA,KOLHAPUR,KARVIR,274,41,934,58,1307
MAHARASHTRA,KOLHAPUR,PANHALA,166,1707,965,19,2857
MAHARASHTRA,KOLHAPUR,RADHANAGARI,468,149,806,306,1729
MAHARASHTRA,KOLHAPUR,SHAHUWADI,164,717,204,116,1201
MAHARASHTRA,KOLHAPUR,SHIROL,295,4,1942,344,2585
MAHARASHTRA,LATUR,AHMADPUR,315,30,0,35,380
MAHARASHTRA,LATUR,AUSA,286,22,0,4,312
MAHARASHTRA,LATUR,DEONI,211,0,0,15,226
MAHARASHTRA,LATUR,JALKOT,156,6,0,19,181
MAHARASHTRA,LATUR,LATUR,1,105,120,0,226
MAHARASHTRA,LATUR,NILANGA,697,152,3,306,1158
MAHARASHTRA,LATUR,RENAPUR,0,27,1,0,28
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,339,135,29,364,867
MAHARASHTRA,LATUR,UDGIR,391,4,2,20,417
MAHARASHTRA,NAGPUR,BHIWAPUR,20,15,0,4,39
MAHARASHTRA,NAGPUR,HINGNA,104,19,2,0,125
MAHARASHTRA,NAGPUR,KAMPTEE,2,1,0,0,3
MAHARASHTRA,NAGPUR,KUHI,10,7,0,0,17
MAHARASHTRA,NAGPUR,MOUDA,53,14,0,2,69
MAHARASHTRA,NAGPUR,NAGPUR RURAL,79,80,0,1,160
MAHARASHTRA,NAGPUR,NAGPUR(URBAN)1&2,5,0,0,0,5
MAHARASHTRA,NAGPUR,NARKHED,2,0,0,0,2
MAHARASHTRA,NAGPUR,PARSEONI,5,2,0,0,7
MAHARASHTRA,NAGPUR,RAMTEK,3,7,0,6,16
MAHARASHTRA,NAGPUR,SAVNER,4,1,2,0,7
MAHARASHTRA,NAGPUR,UMRED,12,4,10,10,36
MAHARASHTRA,NANDED,ARDHAPUR,21,0,0,0,21
MAHARASHTRA,NANDED,BHOKAR,68,127,36,8,239
MAHARASHTRA,NANDED,BILOLI,132,0,12,0,144
MAHARASHTRA,NANDED,DEGLUR,177,30,5,53,265
MAHARASHTRA,NANDED,DHARMABAD,83,0,0,0,83
MAHARASHTRA,NANDED,HADGAON,305,8,0,0,313
MAHARASHTRA,NANDED,HIMAYATNAGAR,311,0,0,14,325
MAHARASHTRA,NANDED,KANDHAR,617,103,0,47,767
MAHARASHTRA,NANDED,KINWAT,322,147,70,583,1122
MAHARASHTRA,NANDED,LOHA,169,146,1,14,330
MAHARASHTRA,NANDED,MAHOOR,124,49,43,63,279
MAHARASHTRA,NANDED,MUDKHED,115,64,0,0,179
MAHARASHTRA,NANDED,MUKHED,274,57,1,493,825
MAHARASHTRA,NANDED,NAIGAON (KHAIRGAON),409,64,23,212,708
MAHARASHTRA,NANDED,NANDED,934,7,243,673,1857
MAHARASHTRA,NANDED,UMRI,310,24,1,103,438
MAHARASHTRA,NANDURBAR,AKKALKUWA,1,72,0,0,73
MAHARASHTRA,NANDURBAR,AKRANI,0,144,0,16,160
MAHARASHTRA,NANDURBAR,NANDURBAR,0,0,0,49,49
MAHARASHTRA,NANDURBAR,NAWAPUR,1,124,1,1,127
MAHARASHTRA,NANDURBAR,SHAHADE,134,163,1,99,397
MAHARASHTRA,NANDURBAR,TALODA,0,81,0,0,81
MAHARASHTRA,NASHIK,BAGLAN,0,26,0,0,26
MAHARASHTRA,NASHIK,CHANDWAD,0,35,0,0,35
MAHARASHTRA,NASHIK,DINDORI,19,0,1,0,20
MAHARASHTRA,NASHIK,IGATPURI,120,140,12,0,272
MAHARASHTRA,NASHIK,KALWAN,0,96,1,0,97
MAHARASHTRA,NASHIK,MALEGAON,0,114,0,0,114
MAHARASHTRA,NASHIK,NANDGAON,0,83,0,0,83
MAHARASHTRA,NASHIK,NASHIK,0,22,0,0,22
MAHARASHTRA,NASHIK,NIPHAD,927,653,82,2,1664
MAHARASHTRA,NASHIK,PEINT,0,43,0,0,43
MAHARASHTRA,NASHIK,SINNAR,34,45,3,0,82
MAHARASHTRA,NASHIK,TRIMBAKESHWAR,0,106,0,0,106
MAHARASHTRA,NASHIK,YEOLA,0,70,0,0,70
MAHARASHTRA,OSMANABAD,BHOOM,166,222,0,33,421
MAHARASHTRA,OSMANABAD,KALAMB,175,0,0,174,349
MAHARASHTRA,OSMANABAD,LOHARA,448,46,9,0,503
MAHARASHTRA,OSMANABAD,OMARGA,242,276,26,35,579
MAHARASHTRA,OSMANABAD,OSMANABAD,218,1,0,69,288
MAHARASHTRA,OSMANABAD,PARANDA,170,33,315,17,535
MAHARASHTRA,OSMANABAD,TULJAPUR,142,41,12,235,430
MAHARASHTRA,PARBHANI,GANGAKHED,174,15,0,3,192
MAHARASHTRA,PARBHANI,JINTUR,772,72,10,54,908
MAHARASHTRA,PARBHANI,MANWAT,18,64,111,14,207
MAHARASHTRA,PARBHANI,PARBHANI,414,0,0,0,414
MAHARASHTRA,PARBHANI,SAILU,185,15,0,0,200
MAHARASHTRA,PUNE,AMBEGAON,1,0,0,0,1
MAHARASHTRA,PUNE,HAVELI,0,2,0,0,2
MAHARASHTRA,PUNE,INDAPUR,0,97,0,0,97
MAHARASHTRA,PUNE,JUNNAR,3,0,0,0,3
MAHARASHTRA,PUNE,MAWAL,1,0,0,0,1
MAHARASHTRA,RAIGHAR,KHALAPUR,12,85,36,16,149
MAHARASHTRA,RAIGHAR,MAHAD,25,0,0,9,34
MAHARASHTRA,RAIGHAR,MANGOAN,2,2,0,0,4
MAHARASHTRA,RAIGHAR,MHASLA,5,0,0,0,5
MAHARASHTRA,RAIGHAR,MURUD,27,0,0,0,27
MAHARASHTRA,RAIGHAR,PANVEL,2,2,0,54,58
MAHARASHTRA,RAIGHAR,PEN,9,0,0,31,40
MAHARASHTRA,RAIGHAR,SHRIVARDHAN,2,0,0,663,665
MAHARASHTRA,RAIGHAR,SUDHAGAD,70,7,0,10,87
MAHARASHTRA,RAIGHAR,URAN,2,0,0,0,2
MAHARASHTRA,RATNAGIRI,CHIPLUN,55,0,3,0,58
MAHARASHTRA,RATNAGIRI,DAPOLI,12,3,0,0,15
MAHARASHTRA,RATNAGIRI,GUHAGAR,65,10,0,0,75
MAHARASHTRA,RATNAGIRI,KHED,36,1,0,1,38
MAHARASHTRA,RATNAGIRI,LANJA,5,8,0,2,15
MAHARASHTRA,RATNAGIRI,RAJAPUR,9,2,0,9,20
MAHARASHTRA,RATNAGIRI,RATNAGIRI,27,3,0,1,31
MAHARASHTRA,RATNAGIRI,SANGAMESHWAR,8,0,0,7,15
MAHARASHTRA,SANGLI,JAT,106,26,0,30,162
MAHARASHTRA,SANGLI,KAVATHE-MAHANKLA,59,40,0,0,99
MAHARASHTRA,SANGLI,KHANAPUR,113,3,0,60,176
MAHARASHTRA,SANGLI,MIRAJ,275,9,17,2,303
MAHARASHTRA,SANGLI,PALUS,2434,8,169,0,2611
MAHARASHTRA,SANGLI,SHIRALA,115,4,18,36,173
MAHARASHTRA,SANGLI,TASGAON,357,362,4,3,726
MAHARASHTRA,SANGLI,WALWA,2910,5,326,3,3244
MAHARASHTRA,SATARA,JAOLI,0,79,1,0,80
MAHARASHTRA,SATARA,KARAD,633,90,2,11,736
MAHARASHTRA,SATARA,KOREGAON,62,0,13,4,79
MAHARASHTRA,SATARA,MAHABALESHWAR,3,0,1,0,4
MAHARASHTRA,SATARA,PATAN,1946,60,39,130,2175
MAHARASHTRA,SATARA,PHALTAN,938,44,458,0,1440
