-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes according to Social status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.4.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes according to Social status", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Scheduled caste,Scheduled tribe,Other social status of farmers,Total
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,1,0,66,67
ANDHRA PRADESH,KARIMNAGAR,ODELA,1,0,19,20
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,2,0,25,27
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,1,2,21,24
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,0,0,5,5
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,5,13,10,28
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,3,1,64,68
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,2,59,9,70
ANDHRA PRADESH,KHAMMAM,BAYYARAM,0,11,10,21
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,2,0,50,52
ANDHRA PRADESH,KHAMMAM,BONAKAL,5,10,127,142
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,11,18,70,99
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,0,1,1
ANDHRA PRADESH,KHAMMAM,CHERLA,3,0,4,7
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,0,0,2,2
ANDHRA PRADESH,KHAMMAM,CHINTUR,0,106,128,234
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,0,10,4,14
ANDHRA PRADESH,KHAMMAM,ENKURU,0,16,43,59
ANDHRA PRADESH,KHAMMAM,GARLA,4,6,70,80
ANDHRA PRADESH,KHAMMAM,GUNDALA,0,3,2,5
ANDHRA PRADESH,KHAMMAM,KALLURU,4,0,84,88
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,3,50,227,280
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,0,16,68,84
ANDHRA PRADESH,KHAMMAM,KONIJERLA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,23,164,158,345
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,25,168,193
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,0,19,106,125
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,0,0,0,0
ANDHRA PRADESH,KHAMMAM,MADHIRA,13,1,199,213
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,4,88,101,193
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,0,0,0,0
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,9,36,257,302
ANDHRA PRADESH,KHAMMAM,PENUBALLI,2,1,41,44
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,1,9,43,53
ANDHRA PRADESH,KHAMMAM,SINGARENI,3,25,1,29
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,1,120,30,151
ANDHRA PRADESH,KHAMMAM,THALLADA,12,5,246,263
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,0,0,1,1
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,66,202,0,268
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,0,36,56,92
ANDHRA PRADESH,KHAMMAM,VEMSOOR,0,0,2,2
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,22,45,163,230
ANDHRA PRADESH,KHAMMAM,WAZEED,0,0,0,0
ANDHRA PRADESH,KHAMMAM,WYRA,12,0,118,130
ANDHRA PRADESH,KHAMMAM,YELLANDU,0,0,0,0
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,3,0,33,36
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,0,0,1,1
ANDHRA PRADESH,KRISHNA,BAPULAPADU,2,0,11,13
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,0,0,0,0
ANDHRA PRADESH,KRISHNA,CHATRAI,1,0,0,1
ANDHRA PRADESH,KRISHNA,G KONDURU,0,0,0,0
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,0,0,3,3
ANDHRA PRADESH,KRISHNA,GANNAVARAM,0,0,3,3
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,0,0,0,0
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,0,0,3,3
ANDHRA PRADESH,KRISHNA,KAIKALUR,0,0,9,9
ANDHRA PRADESH,KRISHNA,KALIDINDI,0,0,5,5
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,1,0,1,2
ANDHRA PRADESH,KRISHNA,MUSUNURU,0,0,0,0
ANDHRA PRADESH,KRISHNA,NAGAYALANKA,0,0,0,0
ANDHRA PRADESH,KRISHNA,NANDIGAMA,0,0,1,1
ANDHRA PRADESH,KRISHNA,NANDIVADA,0,0,1,1
ANDHRA PRADESH,KRISHNA,PEDANA,0,0,0,0
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,0,0,0,0
ANDHRA PRADESH,KRISHNA,PENAMALURU,0,0,0,0
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,0,0,1,1
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,0,0,0,0
ANDHRA PRADESH,KRISHNA,TIRUVURU,0,0,1,1
ANDHRA PRADESH,KRISHNA,UNGUTURU,0,0,2,2
ANDHRA PRADESH,KRISHNA,VATSAVAI,1,0,0,1
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,1,0,1,2
ANDHRA PRADESH,KRISHNA,VISSANNAPET,0,0,0,0
ANDHRA PRADESH,KURNOOL,ADONI,9,0,86,95
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,0,0,0,0
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,15,2,191,208
ANDHRA PRADESH,KURNOOL,C.BELAGAL,12,0,170,182
ANDHRA PRADESH,KURNOOL,DORNIPADU,1,0,24,25
ANDHRA PRADESH,KURNOOL,GOSPADU,3,0,91,94
ANDHRA PRADESH,KURNOOL,HALAHARVI,1,0,47,48
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,4,0,70,74
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,12,1,328,341
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,0,0,16,16
ANDHRA PRADESH,KURNOOL,KOWTHALAM,1,0,60,61
ANDHRA PRADESH,KURNOOL,MAHANANDI,0,0,0,0
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,5,0,151,156
ANDHRA PRADESH,KURNOOL,NANDAVARAM,13,0,216,229
ANDHRA PRADESH,KURNOOL,NANDYAL,12,0,137,149
ANDHRA PRADESH,KURNOOL,PANYAM,5,1,81,87
ANDHRA PRADESH,KURNOOL,UYYALAWADA,5,0,349,354
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,3,0,87,90
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,9,0,200,209
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,32,0,163,195
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,0,0,26,26
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,44,8,427,479
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,0,0,26,26
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,36,1,297,334
ANDHRA PRADESH,MEDAK,ANDOLE,21,0,94,115
ANDHRA PRADESH,MEDAK,KOWDIPALLE,1,0,76,77
ANDHRA PRADESH,MEDAK,KULCHARAM,16,1,140,157
ANDHRA PRADESH,MEDAK,MANOOR,0,0,31,31
ANDHRA PRADESH,MEDAK,PAPANNAPET,26,5,182,213
ANDHRA PRADESH,MEDAK,PULKAL,5,4,104,113
ANDHRA PRADESH,MEDAK,SADASIVPET,1,0,3,4
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),7,0,270,277
ANDHRA PRADESH,NALGONDA,ANUMULA,0,0,7,7
ANDHRA PRADESH,NALGONDA,CHILKUR,2,7,123,132
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,64,301,578,943
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,14,27,363,404
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,6,1,302,309
ANDHRA PRADESH,NALGONDA,KETHEPALLE,0,0,1,1
ANDHRA PRADESH,NALGONDA,KODAD,13,14,708,735
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,10,40,268,318
ANDHRA PRADESH,NALGONDA,MELLACHERVU,17,22,185,224
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,5,2,435,442
ANDHRA PRADESH,NALGONDA,MOTHEY,0,0,1,1
ANDHRA PRADESH,NALGONDA,MUNAGALA,0,0,0,0
ANDHRA PRADESH,NALGONDA,NADIGUDEM,10,10,87,107
ANDHRA PRADESH,NALGONDA,NERED CHERLA,5,58,180,243
ANDHRA PRADESH,NALGONDA,NIDAMANUR,0,0,9,9
ANDHRA PRADESH,NALGONDA,PEDDAVURA,5,17,126,148
ANDHRA PRADESH,NALGONDA,PENPAHAD,0,0,19,19
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,0,0,6,6
ANDHRA PRADESH,NALGONDA,THRIPURARAM,0,1,15,16
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,0,0,0,0
ANDHRA PRADESH,NELLORE,ALLUR,6,4,47,57
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,0,0,17,17
ANDHRA PRADESH,NELLORE,ATMAKUR,9,1,45,55
ANDHRA PRADESH,NELLORE,BALAYAPALLE,37,3,249,289
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,10,1,13,24
ANDHRA PRADESH,NELLORE,CHEJERLA,3,1,80,84
ANDHRA PRADESH,NELLORE,CHILLAKUR,2,0,116,118
ANDHRA PRADESH,NELLORE,CHITTAMUR,0,0,0,0
ANDHRA PRADESH,NELLORE,DAGADARTHI,0,0,1,1
ANDHRA PRADESH,NELLORE,DAKKILI,33,20,208,261
ANDHRA PRADESH,NELLORE,DUTTALUR,5,0,43,48
ANDHRA PRADESH,NELLORE,GUDUR,7,0,0,7
ANDHRA PRADESH,NELLORE,KALIGIRI,0,0,0,0
ANDHRA PRADESH,NELLORE,KALUVOYA,3,1,56,60
ANDHRA PRADESH,NELLORE,KAVALI,1,2,29,32
ANDHRA PRADESH,NELLORE,KONDAPURAM,6,3,45,54
ANDHRA PRADESH,NELLORE,MANUBOLU,0,0,4,4
ANDHRA PRADESH,NELLORE,MARRIPADU,14,3,84,101
ANDHRA PRADESH,NELLORE,NELLORE,14,3,99,116
ANDHRA PRADESH,NELLORE,PODLAKUR,58,13,472,543
ANDHRA PRADESH,NELLORE,RAPUR,4,0,48,52
ANDHRA PRADESH,NELLORE,SANGAM,12,7,203,222
ANDHRA PRADESH,NELLORE,SULLURPETA,23,0,21,44
ANDHRA PRADESH,NELLORE,SYDAPURAM,10,3,114,127
ANDHRA PRADESH,NELLORE,TADA,26,8,106,140
ANDHRA PRADESH,NELLORE,VARIKUNTAPADU,11,0,87,98
ANDHRA PRADESH,NELLORE,VENKATACHALAM,1,7,59,67
ANDHRA PRADESH,NELLORE,VENKATAGIRI,5,4,85,94
ANDHRA PRADESH,NELLORE,VIDAVALUR,4,0,17,21
ANDHRA PRADESH,NELLORE,VINJAMUR,1,0,39,40
ANDHRA PRADESH,NIZAMABAD,BANSWADA,22,2,197,221
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,16,0,106,122
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,7,2,140,149
ANDHRA PRADESH,NIZAMABAD,BODHAN,7,3,45,55
ANDHRA PRADESH,NIZAMABAD,JUKKAL,3,0,5,8
ANDHRA PRADESH,NIZAMABAD,KOTGIRI,4,2,100,106
ANDHRA PRADESH,NIZAMABAD,LINGAMPET,3,1,61,65
ANDHRA PRADESH,NIZAMABAD,MADNUR,0,0,3,3
ANDHRA PRADESH,NIZAMABAD,MORTAD,8,0,70,78
ANDHRA PRADESH,NIZAMABAD,NAGA REDDIPET,10,2,134,146
ANDHRA PRADESH,NIZAMABAD,NIZAM SAGAR,23,5,298,326
ANDHRA PRADESH,NIZAMABAD,PITLAM,30,29,281,340
ANDHRA PRADESH,NIZAMABAD,YELLAREDDY,13,5,142,160
ANDHRA PRADESH,PRAKASAM,ADDANKI,17,1,52,70
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,0,0,12,12
ANDHRA PRADESH,PRAKASAM,BALLIKURUVA,2,1,4,7
ANDHRA PRADESH,PRAKASAM,CHADRASEKARAPURAM,11,0,73,84
ANDHRA PRADESH,PRAKASAM,CHIMAKURTHI,0,0,1,1
ANDHRA PRADESH,PRAKASAM,CHINAGANJAM,0,0,20,20
ANDHRA PRADESH,PRAKASAM,CHIRALA,0,1,10,11
ANDHRA PRADESH,PRAKASAM,INKOLLU,0,0,7,7
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,1,0,34,35
ANDHRA PRADESH,PRAKASAM,KANDUKUR,0,0,4,4
ANDHRA PRADESH,PRAKASAM,KANIGIRI,0,0,0,0
ANDHRA PRADESH,PRAKASAM,KARAMCHEDU,1,0,40,41
ANDHRA PRADESH,PRAKASAM,KONAKANAMITLA,0,0,14,14
ANDHRA PRADESH,PRAKASAM,KONDAPI,0,0,30,30
ANDHRA PRADESH,PRAKASAM,KORISAPADU,0,0,21,21
ANDHRA PRADESH,PRAKASAM,KOTHAPATNAM,3,0,6,9
ANDHRA PRADESH,PRAKASAM,KURICHEDU,0,0,0,0
ANDHRA PRADESH,PRAKASAM,LINGASAMUDRAM,0,0,9,9
ANDHRA PRADESH,PRAKASAM,MADDIPADU,9,0,122,131
ANDHRA PRADESH,PRAKASAM,MARKAPUR,0,0,0,0
ANDHRA PRADESH,PRAKASAM,MARTUR,0,0,55,55
ANDHRA PRADESH,PRAKASAM,MUNDLAMURU,1,0,21,22
ANDHRA PRADESH,PRAKASAM,NAGULUPPALAPADU,3,0,21,24
ANDHRA PRADESH,PRAKASAM,ONGOLE,3,0,22,25
ANDHRA PRADESH,PRAKASAM,PAMUR,1,0,37,38
ANDHRA PRADESH,PRAKASAM,PARCHUR,0,0,40,40
ANDHRA PRADESH,PRAKASAM,PEDACHERLOPALLE,11,10,251,272
ANDHRA PRADESH,PRAKASAM,PODILI,3,0,9,12
ANDHRA PRADESH,PRAKASAM,PONNALURU,0,0,14,14
ANDHRA PRADESH,PRAKASAM,SANTHAMAGULURU,0,0,9,9
ANDHRA PRADESH,PRAKASAM,SANTHANUTHLAPADU,1,0,60,61
ANDHRA PRADESH,PRAKASAM,SINGARAYAKONDA,0,0,0,0
ANDHRA PRADESH,PRAKASAM,TANGUTUR,2,0,51,53
ANDHRA PRADESH,PRAKASAM,THALLUR,0,0,2,2
ANDHRA PRADESH,PRAKASAM,TRIPURANTHAKAM,0,0,4,4
ANDHRA PRADESH,PRAKASAM,ULAVAPADU,0,0,0,0
ANDHRA PRADESH,PRAKASAM,VETAPALEM,0,0,2,2
ANDHRA PRADESH,PRAKASAM,VOLETIVARIPALEM,0,0,2,2
ANDHRA PRADESH,PRAKASAM,YEDDANAPUDI,0,0,80,80
ANDHRA PRADESH,PRAKASAM,ZARUGUMILLI,0,0,26,26
ANDHRA PRADESH,RANGAREDDY,BASHEERABAD,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,GHATKESAR,20,0,113,133
ANDHRA PRADESH,RANGAREDDY,MARPALLE,12,1,44,57
ANDHRA PRADESH,RANGAREDDY,TANDUR,0,0,24,24
ANDHRA PRADESH,RANGAREDDY,UPPAL,4,0,51,55
ANDHRA PRADESH,SRIKAKULAM,BHAMINI,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,ETCHERLA,0,0,6,6
ANDHRA PRADESH,SRIKAKULAM,GARA,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,KOTHURU,0,0,2,2
ANDHRA PRADESH,SRIKAKULAM,L.N.PETA,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,MANDASA,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,MEILAPUTTI,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,PALAKONDA,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,PATHAPATNAM,0,0,1,1
ANDHRA PRADESH,SRIKAKULAM,REGIDIAMADALAVALASA,0,0,1,1
ANDHRA PRADESH,SRIKAKULAM,SARAVAKOTA,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SARUBUJJILI,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SEETHAMPETA,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SOMPETA,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SRIKAKULAM,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,VANGARA,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,ANAKAPALLI,1,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,ARAKU VALLEY,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,CHODAVARAM,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLE,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,DUMBRIGUDA,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,HUKUMPETA,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,1,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,MUNAGAPAKA,25,0,0,25
ANDHRA PRADESH,VISAKHAPATNAM,PADERU,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,PENDURTHI,1,0,0,1
ANDHRA PRADESH,VIZIANAGARAM,BOBBILI,0,0,10,10
ANDHRA PRADESH,VIZIANAGARAM,DENKADA,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,GUMMALAKSHMIPURAM,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,KURUPAM,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,MERAKAMUDIDAM,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,NELLIMARLA,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,PUSAPATIREGA,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,SALUR,0,0,4,4
ANDHRA PRADESH,VIZIANAGARAM,SEETHANAGARAM,3,0,149,152
ANDHRA PRADESH,WARANGAL,BHUPALPALLE,0,0,0,0
ANDHRA PRADESH,WARANGAL,CHENNARAOPET,0,0,3,3
ANDHRA PRADESH,WARANGAL,DORNAKAL,22,3,1,26
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,12,17,3,32
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,0,0,0,0
ANDHRA PRADESH,WARANGAL,GUDUR,1,11,13,25
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,13,5,10,28
ANDHRA PRADESH,WARANGAL,KURAVI,0,0,0,0
ANDHRA PRADESH,WARANGAL,MANGAPET,0,0,17,17
ANDHRA PRADESH,WARANGAL,TADVAI,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,0,0,12,12
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,1,0,69,70
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,0,0,18,18
