-----
{
 "description": "The table refers to District wise Culturable Command Area and Potential Created through Shallow Tubewells . The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.12.csv", 
 "title": "Download CSV for Districtwise Culturable Command Area and Potential Created through Shallow Tubewells", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.12.csv"
}
-----
"State","District","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total - Irrigation potential created"
"TAMIL NADU","VILLUPPURAM",30144,16470,10094,6642,2961,36168
"TAMIL NADU","VIRUDHUNAGAR",481,229,173,161,16,578
"TRIPURA","NORTH TRIPURA",31,23,19,0,1,43
"TRIPURA","SOUTH TRIPURA",1757,1169,1373,8,90,2641
"TRIPURA","WEST TRIPURA",2825,1615,2360,161,112,4247
"UTTAR PRADESH","AGRA",123095,45202,98542,33067,9341,186151
"UTTAR PRADESH","ALIGARH",155859,76368,130535,44960,11901,263764
"UTTAR PRADESH","ALLAHABAD",110199,50899,69182,4888,11626,136597
"UTTAR PRADESH","AMBEDAKAR NAGAR",182467,102517,99901,25522,20152,248091
"UTTAR PRADESH","AURAIYA",97683,32561,65122,0,0,97683
"UTTAR PRADESH","AZAMGARH",257343,230404,156908,68233,35024,490569
"UTTAR PRADESH","BAGHPAT",70089,29255,30912,38493,7362,106022
"UTTAR PRADESH","BAHARAICH",167758,109018,104121,19632,11700,244471
"UTTAR PRADESH","BALLIA",137532,74170,96531,16963,7576,195240
"UTTAR PRADESH","BALRAMPUR",155562,66443,71833,48011,8264,194551
"UTTAR PRADESH","BANDA",41702,13950,33290,2372,320,49933
"UTTAR PRADESH","BARABANKI",232748,143573,136459,51707,40952,372690
"UTTAR PRADESH","BAREILLY",301906,172695,170794,59876,16351,419717
"UTTAR PRADESH","BASTI",170697,67579,103635,887,785,172886
"UTTAR PRADESH","BIJNOR",198798,67026,64249,70974,11749,213999
"UTTAR PRADESH","BUDAUN",312438,132309,216193,65999,34958,449459
"UTTAR PRADESH","BULAND SAHAR",216908,130667,145442,53192,16633,345934
"UTTAR PRADESH","CHANDAULI",37215,23464,27727,14780,4295,70267
"UTTAR PRADESH","CHITRAKOOT",15224,3301,11329,1923,64,16617
"UTTAR PRADESH","DEORIA",153190,59693,95561,1671,1090,158015
"UTTAR PRADESH","ETAH",456287,110803,174143,39195,132447,456587
"UTTAR PRADESH","ETAWAH",90651,30217,60434,0,0,90651
"UTTAR PRADESH","FAIZABAD",182299,93170,84477,55194,26797,259637
"UTTAR PRADESH","FARRUKHABAD",105174,64584,41468,3849,930,110831
"UTTAR PRADESH","FATEHPUR",129684,149160,76198,20729,11035,257123
"UTTAR PRADESH","FIROZABAD",113897,40396,93797,26208,14024,174426
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",54417,42739,47256,3281,2318,95594
"UTTAR PRADESH","GHAZIABAD",94031,44929,44377,36993,12372,138671
"UTTAR PRADESH","GHAZIPUR",234261,147810,158701,73324,22784,402619
"UTTAR PRADESH","GONDA",283667,170394,196198,95668,12112,474373
"UTTAR PRADESH","GORAKHPUR",175108,79369,121990,6498,6394,214251
"UTTAR PRADESH","HAMIRPUR",37045,6894,29251,2787,512,39444
"UTTAR PRADESH","HARDOI",244254,90648,159743,22301,28424,301115
"UTTAR PRADESH","HATHRAS",92096,33912,84094,416,3569,121991
"UTTAR PRADESH","JALAUN",27287,1402,25853,75,28,27358
"UTTAR PRADESH","JAUNPUR",319776,130664,175275,24956,27989,358884
"UTTAR PRADESH","JHANSI",26427,8902,22421,696,98,32117
"UTTAR PRADESH","JYOTIBA PHULENAGAR",113887,97175,93349,6012,11085,207622
"UTTAR PRADESH","KANNAUJ",97881,56241,54785,3588,8509,123124
"UTTAR PRADESH","KANPUR DEHAT",83295,34680,50094,4686,2782,92243
"UTTAR PRADESH","KANPUR NAGAR",119725,44931,71653,19691,12370,148645
"UTTAR PRADESH","KAUSHAMBI",63328,24044,38017,6650,7331,76042
"UTTAR PRADESH","KHERI",385416,190082,135059,150180,34290,509611
"UTTAR PRADESH","KUSHINAGAR",224744,78558,85960,47757,13018,225294
"UTTAR PRADESH","LALITPUR",2077,107,1971,0,0,2078
"UTTAR PRADESH","LUCKNOW",89513,68761,73829,37717,23132,203439
"UTTAR PRADESH","MAHARAJ GANJ",187844,109115,133090,44779,23424,310407
"UTTAR PRADESH","MAHOBA",2254,148,1581,540,9,2277
"UTTAR PRADESH","MAINPURI",128209,59395,103803,56694,21419,241311
"UTTAR PRADESH","MATHURA",114353,64137,101623,17863,11166,194790
"UTTAR PRADESH","MAU",120084,71707,73547,38665,10692,194611
"UTTAR PRADESH","MEERUT",123777,46758,49416,73541,6891,176605
"UTTAR PRADESH","MIRZAPUR",23215,11826,16748,2735,1747,33056
"UTTAR PRADESH","MORADABAD",165099,140787,135187,8758,15882,300615
"UTTAR PRADESH","MUZZAFARNAGAR",221364,84263,83289,120783,17241,305576
"UTTAR PRADESH","PILIBHIT",155066,134068,133561,19912,718,288259
"UTTAR PRADESH","PRATAPGARH",295126,171327,194455,30148,42687,438616
"UTTAR PRADESH","RAEBARELI",214132,103659,131228,24543,21001,280430
"UTTAR PRADESH","RAMPUR",115801,99190,95106,6102,11286,211685
"UTTAR PRADESH","SAHARANPUR",320791,128509,123439,150314,23868,426130
"UTTAR PRADESH","SANT KABIR NAGAR",111444,50918,68201,9853,6542,135513
"UTTAR PRADESH","SANT RAVI DAS NAGAR",31683,13206,17756,9065,2407,42433
"UTTAR PRADESH","SHAHJAHANPUR",238738,224870,227116,7569,2921,462476
"UTTAR PRADESH","SHRAWASTI",144640,87456,100025,17120,12205,216806
"UTTAR PRADESH","SIDDHARTH NAGAR",179601,131952,157740,18801,7959,316452
"UTTAR PRADESH","SITAPUR",381185,130283,223564,258,32992,387095
"UTTAR PRADESH","SONBHADRA",13272,9639,10282,4456,575,24951
"UTTAR PRADESH","SULTANPUR",380792,263134,209398,73285,41993,587810
"UTTAR PRADESH","UNNAO",245968,97493,159021,28224,16896,301633
"UTTAR PRADESH","VARANASI",58716,22563,29552,17025,6576,75716
"UTTARANCHAL","CHAMPAWAT",866,792,764,4,2,1563
"UTTARANCHAL","DEHRA DUN",546,420,413,30,15,878
"UTTARANCHAL","HARIDWAR",78678,36149,33949,44083,6050,120231
"UTTARANCHAL","NAINITAL",2079,1366,1142,580,161,3248
"UTTARANCHAL","UDHAM SINGH NAGAR",73569,49212,45701,17655,4290,116858
"WEST BENGAL","BANKURA",43431,42404,23072,545,17333,83354
"WEST BENGAL","BIRBHUM",45681,36744,22339,729,28130,87942
"WEST BENGAL","BURDWAN",144717,129365,79513,861,107325,317063
"WEST BENGAL","COOCHBEHAR",58121,39969,32532,522,25012,98035
"WEST BENGAL","DAKSHIN DINAJPUR",43971,15561,12653,404,27685,56303
"WEST BENGAL","DARJEELING",5932,5931,5191,1,743,11865
"WEST BENGAL","HAORA",2564,2367,1506,32,1839,5744
"WEST BENGAL","HOOGHLY",72785,52049,29765,306,38976,121096
"WEST BENGAL","JALPAIGURI",28008,26697,11270,336,1408,39711
"WEST BENGAL","MALDA",83938,34121,21124,2657,49359,107261
"WEST BENGAL","MIDNAPORE",180145,94468,32465,1401,122166,250500
"WEST BENGAL","MURSHIDABAD",148878,116710,78105,7581,70723,273120
"WEST BENGAL","NADIA",92193,73339,35027,2740,45549,156656
"WEST BENGAL","NORTH 24 PARGANAS",90875,69709,40721,10501,54850,175781
"WEST BENGAL","PURULIA",5,1,1,1,1,5
"WEST BENGAL","SOUTH 24 PARGANAS",15188,4335,3356,899,10650,19240
"WEST BENGAL","UTTAR DINAJPUR",113476,73317,56906,5541,64889,200653
