-----
{
 "description": "This data provides details of Hon\u2019ble Members of the Fourth Lok Sabha from 4th March 1967 to 27th December 1970. It consists of name of members, constituency name, state name and party name.", 
 "file_name": "Members_of_Fourth_Lok_Sabha_From_4th_March_1967_to_27th_December_1970.xls", 
 "title": "Download XLS for Members of Fourth Lok Sabha from 4th March 1967 to 27th December 1970", 
 "url": "http://data.gov.in/sites/default/files/Members_of_Fourth_Lok_Sabha_From_4th_March_1967_to_27th_December_1970.xls"
}
-----
"Lok Sabha","Member Name","Gender","Constituency Name","State Name","Party Name"
"Fourth Lok Sabha","Shri Bharat Singh Chowhan","Male","Dhar-ST                                                                                             ","Madhya Pradesh                                              ","Jan Sangh"
"Fourth Lok Sabha","Shri Dalbir Singh","Male","Sirsa-SC                                                                                            ","Haryana                                                     ","Congress"
"Fourth Lok Sabha","Shri Suraj Ratan Fatehchand Damani","Male","Solapur                                                                                             ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri N. Dandekar","Male","Jamnagar                                                                                            ","Gujarat                                                     ","Swatantra Party"
"Fourth Lok Sabha","Shri Shripad Amrit Dange","Male","Bombay Central South                                                                                ","Maharashtra                                                 ","Communist Party"
"Fourth Lok Sabha","Shri Abdul Ghani Dar","Male","Gurgaon                                                                                             ","Haryana                                                     ","Independent"
"Fourth Lok Sabha","Shri Nayan Tara Das","Male","Jamui-SC                                                                                            ","Bihar                                                       ","Congress"
"Fourth Lok Sabha","Shri Ram Dhani Das","Male","Gaya-SC                                                                                             ","Bihar                                                       ","Congress"
"Fourth Lok Sabha","Shri M.Tulsidas Dasappa","Male","Mysore                                                                                              ","Mysore                                                      ","Congress"
"Fourth Lok Sabha","Shri Benoy Krishna Daschowdhury","Male","Cooch Behar-SC                                                                                      ","West Bengal                                                 ","All India Forward Bloc"
"Fourth Lok Sabha","Shri C. Dass","Male","Tirupathi-SC                                                                                        ","Andhra Pradesh                                              ","Congress"
"Fourth Lok Sabha","Shri D.N. Deb","Male","Angul                                                                                               ","Odisha                                                      ","Swatantra Party"
"Fourth Lok Sabha","H.H.Maharaja Manikya Kirit Bikram Kishore Deb Burman","Male","Tripura East-ST                                                                                     ","Tripura                                                     ","Congress"
"Fourth Lok Sabha","Shri M. Deiveekan","Male","Kallakurichi                                                                                        ","Madras                                                      ","Dravida Munnetra Kazhagam"
"Fourth Lok Sabha","Shri Sanjibhai Rupjibhai Delkar","Male","Dadra and Nagar Haveli-ST                                                                           ","Dadra and Nagar Haveli                                      ","Congress"
"Fourth Lok Sabha","Shri Pratap Keshari Deo","Male","Kalahandi                                                                                           ","Odisha                                                      ","Swatantra Party"
"Fourth Lok Sabha","Shri Narendra Ramchandraji Deoghare","Male","Nagpur                                                                                              ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Chandulal Chunnilal Desai","Male","Sabarkantha                                                                                         ","Gujarat                                                     ","Swatantra Party"
"Fourth Lok Sabha","Shri Dinker Desai","Male","Kanara                                                                                              ","Mysore                                                      ","Independent"
"Fourth Lok Sabha","Shri Morarji Ranchhodji Desai","Male","Surat                                                                                               ","Gujarat                                                     ","Congress"
"Fourth Lok Sabha","Shri Bhaurao Dagdurao Deshmukh","Male","Aurangabad                                                                                          ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Krishnarao Gulabrao Deshmukh","Male","Amravati                                                                                            ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Shivajirao Shankarrao Deshmukh","Male","Parbhani                                                                                            ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Hardayal Devgun","Male","East Delhi                                                                                          ","Delhi                                                       ","Jan Sangh"
"Fourth Lok Sabha","Shri C.T. Dhandapani","Male","Dharampuram-SC                                                                                      ","Madras                                                      ","Dravida Munnetra Kazhagam"
"Fourth Lok Sabha","Dr. Gurdial Singh Dhillon","Male","Taran Taran                                                                                         ","Punjab                                                      ","Congress"
"Fourth Lok Sabha","H.H. Maharaja Sriraj Meghrajji Dhrangadhra","Male","Surendranagar                                                                                       ","Gujarat                                                     ","Independent"
"Fourth Lok Sabha","Shri Dhuleshwar Meena","Male","Udaipur                                                                                             ","Rajasthan                                                   ","Congress"
"Fourth Lok Sabha","Chaudhary Digambar Singh","Male","Mathura                                                                                             ","Uttar Pradesh                                               ","Bharatiya Kranti Dal"
"Fourth Lok Sabha","Mahant Digvijai Nath","Male","Gorakhpur                                                                                           ","Uttar Pradesh                                               ","Hindu Mahasabha"
"Fourth Lok Sabha","Shri Dinesh Singh","Male","Pratapgarh                                                                                          ","Uttar Pradesh                                               ","Congress"
"Fourth Lok Sabha","Shri Anirudha Dipa","Male","Phulbani-SC                                                                                         ","Odisha                                                      ","Swatantra Party"
"Fourth Lok Sabha","Shri Gangacharan Dixit","Male","Khandwa                                                                                             ","Madhya Pradesh                                              ","Congress"
"Fourth Lok Sabha","Shri A. Durairasu","Male","Perambalur-SC                                                                                       ","Madras                                                      ","Dravida Munnetra Kazhagam"
"Fourth Lok Sabha","Shri Nageshwar Dwivedi","Male","Machhlishahr                                                                                        ","Uttar Pradesh                                               ","Congress"
"Fourth Lok Sabha","Shri Surendranath Dwivedy","Male","Kendrapara                                                                                          ","Odisha                                                      ","Praja Socialist Party (PSP)"
"Fourth Lok Sabha","Shri D. Ering","Male","NA","N.E.F.A.                                                    ","Congress"
"Fourth Lok Sabha","Shri P.P. Esthose","Male","Muvattupuzha                                                                                        ","Kerala                                                      ","Communist Party(Marxist)"
"Fourth Lok Sabha","Shri George Fernandes","Male","Bombay South                                                                                        ","Maharashtra                                                 ","Samyukta Socialist Party"
"Fourth Lok Sabha","Smt. Indira Gandhi","Female","Raebareli                                                                                           ","Uttar Pradesh                                               ","Congress"
"Fourth Lok Sabha","Shri K.R. Ganesh","Male","Andaman and Nicobar Islands                                                                         ","Andaman and Nicobar Islands                                 ","Congress"
"Fourth Lok Sabha","Smt. Ganga Devi","Female","Mohanlalganj-SC                                                                                     ","Uttar Pradesh                                               ","Congress"
"Fourth Lok Sabha","Shri Ganpat Sahai","Male","Sultanpur                                                                                           ","Uttar Pradesh                                               ","Congress"
"Fourth Lok Sabha","Shri Devinder Singh Garcha","Male","Ludhiana                                                                                            ","Punjab                                                      ","Congress"
"Fourth Lok Sabha","Shri Chintaman Dhivruji Gautam","Male","Balaghat                                                                                            ","Madhya Pradesh                                              ","Congress"
"Fourth Lok Sabha","Shri Tukaram Huraji Gavit","Male","Nandurbar-ST                                                                                        ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Rajmata of Jaipur Gayatri Devi","Female","Jaipur                                                                                              ","Rajasthan                                                   ","Swatantra Party"
"Fourth Lok Sabha","Shri A.C. George","Male","Mukundapuram                                                                                        ","Kerala                                                      ","Congress"
"Fourth Lok Sabha","Shri Bimal Kanti Ghosh","Male","Serampore                                                                                           ","West Bengal                                                 ","Congress"
"Fourth Lok Sabha","Shri Ganesh Ghosh","Male","Calcutta South                                                                                      ","West Bengal                                                 ","Communist Party(Marxist)"
"Fourth Lok Sabha","Shri Parimal Ghosh","Male","Ghatal                                                                                              ","West Bengal                                                 ","Congress"
"Fourth Lok Sabha","Shri Prashant Kumar Ghosh","Male","Ranchi                                                                                              ","Bihar                                                       ","Congress"
"Fourth Lok Sabha","Smt. Girja Kumari","Female","Shahdol-ST                                                                                          ","Madhya Pradesh                                              ","Congress"
"Fourth Lok Sabha","Shri C.C. Gohain","Male","NA","N.E.F.A.                                                    ","Congress"
"Fourth Lok Sabha","Shri Ayillath Kuttieri Gopalan","Male","Kasaragod                                                                                           ","Kerala                                                      ","Communist Party(Marxist)"
"Fourth Lok Sabha","Shri P. Gopalan","Male","Tellicherry                                                                                         ","Kerala                                                      ","Communist Party(Marxist)"
"Fourth Lok Sabha","Smt. Suseela Gopalan","Female","Ambalapuzha                                                                                         ","Kerala                                                      ","Communist Party(Marxist)"
"Fourth Lok Sabha","Shri Y. Gadilingana Goud","Male","Kurnool                                                                                             ","Andhra Pradesh                                              ","Swatantra Party"
"Fourth Lok Sabha","Shri R. Muthu Goundar","Male","Tiruppattur                                                                                         ","Madras                                                      ","Dravida Munnetra Kazhagam"
"Fourth Lok Sabha","Shri C. Muthuswamy Gounder","Male","Karur                                                                                               ","Madras                                                      ","Swatantra Party"
"Fourth Lok Sabha","Shri V. Krishnamoorthi Gounder","Male","Cuddalore                                                                                           ","Madras                                                      ","Dravida Munnetra Kazhagam"
"Fourth Lok Sabha","Shri M. Huche Gowda","Male","Chikmagalur                                                                                         ","Mysore                                                      ","Praja Socialist Party (PSP)"
"Fourth Lok Sabha","Shri M.K. Nanja Gowder","Male","Nilgiris                                                                                            ","Madras                                                      ","Swatantra Party"
"Fourth Lok Sabha","Shri Shrichand Goyal","Male","Chandigarh                                                                                          ","Chandigarh                                                  ","Jan Sangh"
"Fourth Lok Sabha","Shri Basagondappa Kadappa Gudadinni","Male","Bijapur                                                                                             ","Mysore                                                      ","Congress"
"Fourth Lok Sabha","Prof. Samar Guha","Male","Contai                                                                                              ","West Bengal                                                 ","Praja Socialist Party (PSP)"
"Fourth Lok Sabha","Shri Indrajit Gupta","Male","Alipore                                                                                             ","West Bengal                                                 ","Communist Party"
"Fourth Lok Sabha","Shri Kanwar Lal Gupta","Male","Delhi Sadar                                                                                         ","Delhi                                                       ","Jan Sangh"
"Fourth Lok Sabha","Shri Lakhan Lal Gupta","Male","Raipur                                                                                              ","Madhya Pradesh                                              ","Congress"
"Fourth Lok Sabha","Shri Ram Kishan Gupta","Male","Hoshiarpur                                                                                          ","Punjab                                                      ","Congress"
"Fourth Lok Sabha","Shri Ram Krishan Gupta","Male","Hissar                                                                                              ","Haryana                                                     ","Congress"
"Fourth Lok Sabha","Shri Ramchandra Matand Hajarnavis","Male","Chimur                                                                                              ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Kansari Halder","Male","Mathurapur-SC                                                                                       ","West Bengal                                                 ","Communist Party"
"Fourth Lok Sabha","Shri K. Hanumanthaiya","Male","Bangalore City                                                                                      ","Mysore                                                      ","Congress"
"Fourth Lok Sabha","Shri Hari Krishna","Male","Allahabad                                                                                           ","Uttar Pradesh                                               ","Congress"
"Fourth Lok Sabha","Shri J.N. Hazarika","Male","Dibrugarh                                                                                           ","Assam                                                       ","Congress"
"Fourth Lok Sabha","Shri Heerji Bhai","Male","Banswara-ST                                                                                         ","Rajasthan                                                   ","Congress"
"Fourth Lok Sabha","Shri Hem Barua","Male","Mangaldoi                                                                                           ","Assam                                                       ","Praja Socialist Party (PSP)"
"Fourth Lok Sabha","Shri Hem Raj","Male","Kangra                                                                                              ","Himachal Pradesh                                            ","Congress"
"Fourth Lok Sabha","Shri Prabhu Dayal Himatsingka","Male","Godda                                                                                               ","Bihar                                                       ","Congress"
"Fourth Lok Sabha","Shri Niral Enem Horo","Male","Khunti-ST                                                                                           ","Bihar                                                       ","Independent"
"Fourth Lok Sabha","Shri Humayun Kabir","Male","Basirhat                                                                                            ","West Bengal                                                 ","Bangla Congress"
"Fourth Lok Sabha","Shri J. Mohamed Imam","Male","Chitradurga                                                                                         ","Mysore                                                      ","Swatantra Party"
"Fourth Lok Sabha","Sardar Iqbal Singh","Male","Fazilka                                                                                             ","Punjab                                                      ","Congress"
"Fourth Lok Sabha","Shri Tulshidas Subhanrao Jadhav","Male","Baramati                                                                                            ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri V.N. Jadhav","Male","Jalna                                                                                               ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri K. Jaggaiah","Male","Ongole                                                                                              ","Andhra Pradesh                                              ","Congress"
"Fourth Lok Sabha","Shri Jagjivan Ram","Male","Sasaram-SC                                                                                          ","Bihar                                                       ","Congress"
"Fourth Lok Sabha","Shri Jai Singh","Male","Hoshiarpur                                                                                          ","Punjab                                                      ","Jan Sangh"
"Fourth Lok Sabha","Shri Jaipal Singh","Male","Khunti-ST                                                                                           ","Bihar                                                       ","Congress"
"Fourth Lok Sabha","Shri S.C. Jamir","Male","Nagaland                                                                                            ","Nagaland                                                    ","Congress"
"Fourth Lok Sabha","Shri C. Janardhanan","Male","Trichur                                                                                             ","Kerala                                                      ","Communist Party"
"Fourth Lok Sabha","Shri Dharanidhar Jena","Male","Bhadrak-SC                                                                                          ","Odisha                                                      ","Swatantra Party"
"Fourth Lok Sabha","Shri Bhogendra Jha","Male","Jaynagar                                                                                            ","Bihar                                                       ","Communist Party"
"Fourth Lok Sabha","Shri Shiva Chandra Jha","Male","Madhubani                                                                                           ","Bihar                                                       ","Samyukta Socialist Party"
"Fourth Lok Sabha","Shri Jharkhande Rai","Male","Ghosi                                                                                               ","Uttar Pradesh                                               ","Communist Party"
"Fourth Lok Sabha","Shri Jagannath Rao Joshi","Male","Bhopal                                                                                              ","Madhya Pradesh                                              ","Jan Sangh"
"Fourth Lok Sabha","Shri S.M. Joshi","Male","Poona                                                                                               ","Maharashtra                                                 ","Samyukta Socialist Party"
"Fourth Lok Sabha","Shri Hukam Chand Kachwai","Male","Ujjain-SC                                                                                           ","Madhya Pradesh                                              ","Jan Sangh"
"Fourth Lok Sabha","Shri Zambru Mangalu Kahandole","Male","Malegaon-ST                                                                                         ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Dhireswar Kalita","Male","Gauhati                                                                                             ","Assam                                                       ","Communist Party"
"Fourth Lok Sabha","Shri M. Kamalanathan","Male","Krishnagiri                                                                                         ","Madras                                                      ","Dravida Munnetra Kazhagam"
"Fourth Lok Sabha","Shri K. Kamaraj Nadar","Male","Nagercoil                                                                                           ","Madras                                                      ","Congress"
"Fourth Lok Sabha","Shri Tulsiram Dashrath Kamble","Male","Latur                                                                                               ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Kameshwar Singh","Male","Khagaria                                                                                            ","Bihar                                                       ","Samyukta Socialist Party"
"Fourth Lok Sabha","Kumari Kamla Kumari","Female","Palamau-SC                                                                                          ","Bihar                                                       ","Congress"
"Fourth Lok Sabha","Shri Subbanarayan Kandappan","Male","Mettur                                                                                              ","Madras                                                      ","Dravida Munnetra Kazhagam"
"Fourth Lok Sabha","Smt. T. Lakshmi Kantamma","Female","Khammam                                                                                             ","Andhra Pradesh                                              ","Congress"
"Fourth Lok Sabha","Shri Lakhan Lal Kapoor","Male","Kishanganj                                                                                          ","Bihar                                                       ","Praja Socialist Party (PSP)"
"Fourth Lok Sabha","Dr. Karan Singh","Male","Udhampur                                                                                            ","Jammu and Kashmir                                           ","Congress"
"Fourth Lok Sabha","Dr.Maharaja Bikaner Karni Singh","Male","Bikaner                                                                                             ","Rajasthan                                                   ","Independent"
"Fourth Lok Sabha","Shri Arjun Shripat Kasture","Male","Khamgaon-SC                                                                                         ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Birendra Nath Katham","Male","Jalpaiguri                                                                                          ","West Bengal                                                 ","Congress"
"Fourth Lok Sabha","Shri Bhanudas Ramchandra Kavade","Male","Nashik                                                                                              ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Chhaganbhai Madaribhai Kedaria","Male","Mandvi-ST                                                                                           ","Gujarat                                                     ","Congress"
"Fourth Lok Sabha","Shri Sitaram Kesri","Male","Katihar                                                                                             ","Bihar                                                       ","Congress"
"Fourth Lok Sabha","Shri Raghunath Keshav Khadilkar","Male","Khed                                                                                                ","Maharashtra                                                 ","Congress"
"Fourth Lok Sabha","Shri Ghayoor Ali Khan","Male","Kairana                                                                                             ","Uttar Pradesh                                               ","Samyukta Socialist Party"
"Fourth Lok Sabha","Shri H. Ajamal Khan","Male","Periyakulam                                                                                         ","Madras                                                      ","Swatantra Party"
"Fourth Lok Sabha","Shri Latafat Ali Khan","Male","Muzaffarnagar                                                                                       ","Uttar Pradesh                                               ","Communist Party"
