-----
{
 "description": "The table refers to block wise distribution of surface lift schemes by type. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.5.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes by its type for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.5.csv"
}
-----
"State","District","Block","Lift Scheme - On River","Lift Scheme - On Stream","Lift Scheme - On Drain","Lift Scheme - On Tank/Pond","Total"
"ANDHRA PRADESH","VIJAYA NAGARAM","MERAKAMUDIDAM",2,0,0,0,2
"ANDHRA PRADESH","VIJAYA NAGARAM","NELLIMARLA",1,0,0,0,1
"ANDHRA PRADESH","VIJAYA NAGARAM","PUSAPATIREGA",5,1,0,0,6
"ANDHRA PRADESH","VIJAYA NAGARAM","RAMABHADRAPURAM",2,0,0,0,2
"ANDHRA PRADESH","VIJAYA NAGARAM","SALUR",7,2,0,0,9
"ANDHRA PRADESH","VIJAYA NAGARAM","SEETHANAGARAM",84,15,0,0,99
"ANDHRA PRADESH","VIJAYA NAGARAM","SRUNGAVARAPUKOTA",1,0,0,0,1
"ANDHRA PRADESH","VISAKHAPATNAM","ANAKAPALLE",0,1,0,0,1
"ANDHRA PRADESH","VISAKHAPATNAM","ARAKU VALLEY",0,3,0,0,3
"ANDHRA PRADESH","VISAKHAPATNAM","DEVARAPALLE",4,0,0,0,4
"ANDHRA PRADESH","VISAKHAPATNAM","DUMBRIGUDA",0,2,0,0,2
"ANDHRA PRADESH","VISAKHAPATNAM","HUKUMPETA",0,9,0,0,9
"ANDHRA PRADESH","VISAKHAPATNAM","MADUGULA",3,0,0,0,3
"ANDHRA PRADESH","VISAKHAPATNAM","MUNAGAPAKA",5,21,0,0,26
"ANDHRA PRADESH","VISAKHAPATNAM","PAYAKARAOPETA",1,0,0,0,1
"ANDHRA PRADESH","WARANGAL","BHUPALPALLE",0,1,0,0,1
"ANDHRA PRADESH","WARANGAL","CHENNARAOPET",0,1,0,0,1
"ANDHRA PRADESH","WARANGAL","DORNAKAL",1,15,0,0,16
"ANDHRA PRADESH","WARANGAL","GOVINDARAOPET",71,237,0,0,308
"ANDHRA PRADESH","WARANGAL","GUDUR",0,16,0,0,16
"ANDHRA PRADESH","WARANGAL","KODAKANDLA",0,1,0,0,1
"ANDHRA PRADESH","WARANGAL","KOTHAGUDEM",2,81,0,0,83
"ANDHRA PRADESH","WARANGAL","MANGAPET",0,11,0,0,11
"ANDHRA PRADESH","WARANGAL","MULUG",1,118,0,11,130
"ANDHRA PRADESH","WARANGAL","TADVAI",0,23,0,0,23
"ANDHRA PRADESH","WARANGAL","THORRUR",0,18,1,0,19
"ANDHRA PRADESH","WEST GODAVARI","CHAGALLU",0,0,64,0,64
"ANDHRA PRADESH","WEST GODAVARI","DENDULURU",1,0,1,0,2
"ANDHRA PRADESH","WEST GODAVARI","ELURU",0,0,0,19,19
"ANDHRA PRADESH","WEST GODAVARI","KOVVUR",1,0,0,0,1
"ANDHRA PRADESH","WEST GODAVARI","NIDADAVOLE",8,0,0,0,8
"ANDHRA PRADESH","WEST GODAVARI","PEDAPADU",8,0,0,0,8
"ANDHRA PRADESH","WEST GODAVARI","PENTAPADU",1,0,0,0,1
"ANDHRA PRADESH","WEST GODAVARI","PERAVALI",3,0,0,0,3
"ANDHRA PRADESH","WEST GODAVARI","POLAVARAM",23,1,0,1,25
"ANDHRA PRADESH","WEST GODAVARI","TADEPALLIGUDEM",1,0,0,0,1
"ANDHRA PRADESH","WEST GODAVARI","THALLAPUDI",11,2,0,0,13
"ASSAM","BARPETA","BAJALI",24,0,0,4,28
"ASSAM","BARPETA","BARPETA",8,0,0,30,38
"ASSAM","BARPETA","BHAWANIPUR",3,3,0,4,10
"ASSAM","BARPETA","CHENGA",0,0,0,2,2
"ASSAM","BARPETA","GOBARDHANA",15,0,1,21,37
"ASSAM","BARPETA","JALAH",2,5,0,39,46
"ASSAM","BARPETA","MANDIA",25,30,0,2,57
"ASSAM","BARPETA","RUPSI",9,0,0,37,46
"ASSAM","BONGAIGAON","BOITAMARI",6,0,0,39,45
"ASSAM","BONGAIGAON","BOROBAZAR",1,1,20,37,59
"ASSAM","BONGAIGAON","MANIKPUR",6,0,0,12,18
"ASSAM","BONGAIGAON","SIDLI-CHIRANG",1,0,0,10,11
"ASSAM","BONGAIGAON","SRIJANGRAM",2,0,0,1,3
"ASSAM","CACHAR","KATIGORA",10,0,0,0,10
"ASSAM","CACHAR","RAJABAZAR",3,0,0,0,3
"ASSAM","CACHAR","SALCHAPRA",12,0,0,0,12
"ASSAM","CACHAR","SONAI",17,0,0,0,17
"ASSAM","CACHAR","UDARBOND",20,0,0,0,20
"ASSAM","DARRANG","DALGAON SIALMARI",8,0,0,86,94
"ASSAM","DARRANG","KALAIGAON",26,9,19,7,61
"ASSAM","DARRANG","KHAIRABARI",4,12,1,74,91
"ASSAM","DARRANG","MAZBAT",36,4,0,28,68
"ASSAM","DARRANG","SIPAJHAR",9,0,0,179,188
"ASSAM","DARRANG","UDALGURI",7,3,16,16,42
"ASSAM","DHEMAJI","BORDOLONI",1,2,0,76,79
"ASSAM","DHEMAJI","DHEMAJI",2,3,0,53,58
"ASSAM","DHEMAJI","MURKONGSELLECK",1,3,0,2,6
"ASSAM","DHUBRI","AGAMONI",4,1,0,0,5
"ASSAM","DHUBRI","BILASIPARA",22,6,0,11,39
"ASSAM","DHUBRI","CHAPAR SALKOCHA",6,0,0,0,6
"ASSAM","DHUBRI","GAURIPUR",13,0,0,3,16
"ASSAM","DHUBRI","GOLOKGANJ",17,0,1,0,18
"ASSAM","DHUBRI","MANKACHAR",3,0,0,0,3
"ASSAM","DHUBRI","SOUTH SALMARA",8,0,0,0,8
"ASSAM","DIBRUGARH","BARBARUAH",4,1,0,75,80
"ASSAM","DIBRUGARH","JOYPUR",0,6,0,44,50
"ASSAM","DIBRUGARH","KHOWANG",12,6,0,134,152
"ASSAM","DIBRUGARH","LAHOWAL",3,0,0,32,35
"ASSAM","DIBRUGARH","TENGAKHAT",1,1,0,71,73
"ASSAM","GOALPARA","BALIJANA",31,2,1,98,132
"ASSAM","GOALPARA","DUDHNOI",2,0,5,183,190
"ASSAM","GOALPARA","LAKHIPUR",2,14,0,68,84
"ASSAM","GOALPARA","MATIA",4,3,0,70,77
"ASSAM","GOLAGHAT","GOLAGHAT CENTRAL",1,70,0,1,72
"ASSAM","GOLAGHAT","GOLAGHAT EAST",7,0,5,17,29
"ASSAM","GOLAGHAT","GOLAGHAT NORTH",1,0,0,0,1
"ASSAM","GOLAGHAT","GOLAGHAT SOUTH",16,0,40,130,186
"ASSAM","GOLAGHAT","GOLAGHAT WEST",8,2,1,6,17
"ASSAM","GOLAGHAT","GOMARIGURI",1,0,10,41,52
"ASSAM","HAILAKANDI","HAILAKANDI",5,0,0,0,5
"ASSAM","HAILAKANDI","KATLICHARA",2,0,0,0,2
"ASSAM","HAILAKANDI","LALA",10,0,0,0,10
"ASSAM","JORHAT","JORHAT",0,3,11,151,165
"ASSAM","JORHAT","JORHAT CENTRAL",45,2,2,191,240
"ASSAM","JORHAT","JORHAT EAST",109,35,0,58,202
"ASSAM","JORHAT","MAJULI",21,1,0,327,349
"ASSAM","JORHAT","NORTH WEST JORHAT",6,0,0,83,89
"ASSAM","JORHAT","TITABOR",0,2,0,268,270
"ASSAM","KAMRUP","BOKO BANGAON",0,0,0,112,112
"ASSAM","KAMRUP","CHAMARIA",2,0,0,41,43
"ASSAM","KAMRUP","CHANDRAPUR",7,0,0,0,7
"ASSAM","KAMRUP","CHHAYGAON",1,0,0,35,36
"ASSAM","KAMRUP","DIMORIA",36,0,0,353,389
"ASSAM","KAMRUP","HAJO",6,0,0,18,24
"ASSAM","KAMRUP","KAMALPUR",17,0,9,32,58
"ASSAM","KAMRUP","KARARA",0,0,0,11,11
"ASSAM","KAMRUP","RAMPUR",1,0,0,23,24
"ASSAM","KAMRUP","RANGIA",15,0,0,25,40
"ASSAM","KAMRUP","RANI",0,0,0,3,3
"ASSAM","KARBI ANGLONG","BOKAJAN",3,1,2,0,6
"ASSAM","KARBI ANGLONG","HOWRAGHAT",0,1,0,0,1
"ASSAM","KARBI ANGLONG","LUMBAJONG",1,0,18,0,19
"ASSAM","KARBI ANGLONG","RONGKHONG",0,5,16,1,22
"ASSAM","KARIMGANJ","BADARPUR",1,0,0,0,1
"ASSAM","KARIMGANJ","NORTH KARIMGANJ",1,0,0,0,1
"ASSAM","KARIMGANJ","PATHARKANDI",7,0,0,0,7
"ASSAM","KARIMGANJ","RAMKRISHNA NAGAR",9,0,0,0,9
"ASSAM","KARIMGANJ","SOUTH KARIMGANJ",6,0,0,0,6
"ASSAM","KOKRAJHAR","DOTOMA",12,4,0,0,16
"ASSAM","KOKRAJHAR","GOSSAIGAON",0,0,0,5,5
"ASSAM","KOKRAJHAR","KACHUGAON",4,0,0,34,38
"ASSAM","KOKRAJHAR","KOKRAJHAR",0,2,1,55,58
"ASSAM","KOKRAJHAR","SIDLI CHIRANG (PART)",2,0,0,0,2
"ASSAM","LAKHIMPUR","BIHPURIA",0,0,0,12,12
"ASSAM","LAKHIMPUR","BORDALANI",0,0,0,6,6
"ASSAM","LAKHIMPUR","DHAKUAKHANA",0,2,0,22,24
"ASSAM","LAKHIMPUR","LAKHIMPUR",4,10,0,38,52
"ASSAM","LAKHIMPUR","NARAYANPUR",0,1,0,23,24
"ASSAM","LAKHIMPUR","NOWBOICHA",4,9,0,22,35
"ASSAM","MARIGAON","BHURBANDHA",3,0,0,73,76
"ASSAM","MARIGAON","KAPILI",4,0,0,18,22
"ASSAM","MARIGAON","LAHARIGHAT",1,0,0,214,215
"ASSAM","MARIGAON","MAYONG",137,0,1,16,154
"ASSAM","NAGAON","BATADRAVA",0,24,0,31,55
"ASSAM","NAGAON","JUGIJAN",1,0,0,108,109
"ASSAM","NAGAON","JURIA",8,35,0,102,145
"ASSAM","NAGAON","KALIABOR",6,0,0,192,198
"ASSAM","NAGAON","KAPILI",0,0,0,104,104
"ASSAM","NAGAON","KAPILI PT.I",2,7,1,305,315
"ASSAM","NAGAON","KATHIATOLI",43,3,0,494,540
"ASSAM","NAGAON","KHAGARIJAN",17,5,0,116,138
"ASSAM","NAGAON","LANKA",4,0,0,216,220
"ASSAM","NAGAON","LAOKHOWA",1,8,0,73,82
"ASSAM","NAGAON","RUPAHI",5,4,0,51,60
"ASSAM","NALBARI","BARIGOG BANBHAG",9,0,1,30,40
"ASSAM","NALBARI","BARKHETRI",0,0,0,14,14
"ASSAM","NALBARI","BASKA",5,2,0,21,28
"ASSAM","NALBARI","PASCHIM NALBARI",3,7,0,15,25
"ASSAM","NALBARI","PUB NALBARI",4,10,1,39,54
"ASSAM","NALBARI","TAMULPUR",9,1,2,17,29
"ASSAM","NALBARI","TIHU BARAMA",11,9,0,16,36
"ASSAM","NORTH CACHAR HILLS","DIYANG VALLEY",5,0,0,0,5
"ASSAM","NORTH CACHAR HILLS","HARANGAJAW",1,0,0,0,1
"ASSAM","SIBSAGAR","AMGURI",9,0,0,1,10
"ASSAM","SIBSAGAR","DEMOW",10,0,0,121,131
"ASSAM","SIBSAGAR","NAZIRA",32,0,0,0,32
"ASSAM","SIBSAGAR","SAPEKHATI",7,2,0,211,220
"ASSAM","SIBSAGAR","SIBSAGAR",3,2,0,0,5
"ASSAM","SIBSAGAR","SONARI",36,0,3,185,224
"ASSAM","SONITPUR","BALIPARA",1,7,0,46,54
"ASSAM","SONITPUR","BEHALI",9,3,0,12,24
"ASSAM","SONITPUR","BISWANATH",1,0,0,47,48
"ASSAM","SONITPUR","CHAIDUAR",60,1,53,66,180
"ASSAM","SONITPUR","DHEKIAJULI",1,1,0,52,54
"ASSAM","SONITPUR","GABHORU",7,0,0,2,9
"ASSAM","SONITPUR","NADUAR",7,4,1,160,172
"ASSAM","TINSUKIA","HAPJAN",1,21,0,0,22
"ASSAM","TINSUKIA","KAKOPATHAR",9,36,0,2,47
"ASSAM","TINSUKIA","MARGHERITA",24,4,1,48,77
"ASSAM","TINSUKIA","SADIYA",63,46,36,94,239
"BIHAR","ARARIA","BHARGAMA",4,0,0,0,4
"BIHAR","ARARIA","FORBESGANJ",3,0,0,0,3
"BIHAR","ARARIA","JOKIHAT",1,0,0,0,1
"BIHAR","ARARIA","PALASI",1,0,0,0,1
"BIHAR","AURANGABAD","AURANGABAD",1,0,0,0,1
"BIHAR","AURANGABAD","BARUN",4,0,2,0,6
"BIHAR","AURANGABAD","GOH",4,0,0,0,4
"BIHAR","AURANGABAD","HASPURA",4,0,0,0,4
"BIHAR","AURANGABAD","KUTUMBA",0,0,1,0,1
"BIHAR","AURANGABAD","NABINAGAR",4,0,0,0,4
"BIHAR","AURANGABAD","OBRA",17,0,1,0,18
"BIHAR","AURANGABAD","RAFIGANJ",18,1,0,0,19
"BIHAR","BANKA","AMARPUR",10,0,0,0,10
"BIHAR","BANKA","BANKA",2,0,0,0,2
"BIHAR","BANKA","BAUSI",1,0,1,21,23
"BIHAR","BANKA","CHANAN",10,3,1,21,35
"BIHAR","BANKA","DHURAIYA",5,0,0,5,10
"BIHAR","BANKA","KATORIA",29,10,5,22,66
"BIHAR","BANKA","SAMBHUGANJ",1,0,0,0,1
"BIHAR","BEGUSARAI","BACHHAWARA",2,1,0,0,3
"BIHAR","BEGUSARAI","BAKHARI",1,0,0,0,1
"BIHAR","BEGUSARAI","BEGUSARAI",12,0,2,0,14
"BIHAR","BEGUSARAI","BHAGAWANPUR",7,0,0,0,7
"BIHAR","BEGUSARAI","BIRPUR",3,0,2,0,5
"BIHAR","BEGUSARAI","CHERIA BARIARPUR",6,0,3,0,9
"BIHAR","BEGUSARAI","DANDARI",3,0,0,0,3
"BIHAR","BEGUSARAI","GARHPURA",6,0,0,0,6
"BIHAR","BEGUSARAI","KHUDABANDPUR",1,0,5,0,6
"BIHAR","BEGUSARAI","MANSURCHAK",2,1,0,0,3
"BIHAR","BEGUSARAI","NAOKHOTHI",0,0,0,3,3
"BIHAR","BHABUA","ADHAURA",2,0,0,0,2
"BIHAR","BHABUA","BHABUA",24,0,0,0,24
"BIHAR","BHABUA","BHAGWANPUR",1,0,0,0,1
"BIHAR","BHABUA","CHAINPUR",0,0,0,13,13
"BIHAR","BHABUA","CHAND",4,0,0,0,4
"BIHAR","BHABUA","DURGAWATI",6,0,0,0,6
"BIHAR","BHABUA","KUDRA",4,0,5,0,9
"BIHAR","BHABUA","MOHANIA",1,0,0,0,1
"BIHAR","BHABUA","RAMGAR",0,1,0,0,1
"BIHAR","BHAGALPUR","JAGDISHPUR",0,0,0,5,5
"BIHAR","BHAGALPUR","KAHALGAON",1,0,0,0,1
"BIHAR","BHAGALPUR","KHARIK",5,0,0,0,5
"BIHAR","BHAGALPUR","NATHNAGAR",0,0,0,6,6
"BIHAR","BHAGALPUR","NAUGACHHIA",4,3,0,0,7
"BIHAR","BHAGALPUR","PIRPAINTI",0,0,1,29,30
"BIHAR","BHAGALPUR","RANGRACHOWK",1,0,0,0,1
"BIHAR","BHAGALPUR","SABOUR",4,0,0,1,5
"BIHAR","BHAGALPUR","SHAHKUND",17,0,0,16,33
"BIHAR","BHAGALPUR","SONHAULLA",91,1,4,18,114
"BIHAR","BHAGALPUR","SULTANGANJ",18,0,1,12,31
"BIHAR","BHOJPUR","AGIAON",5,0,0,0,5
"BIHAR","BHOJPUR","ARRAHSADAR",2,0,0,1,3
"BIHAR","BHOJPUR","BARBARA",0,0,0,1,1
"BIHAR","BHOJPUR","BEHIA",1,0,0,0,1
"BIHAR","BHOJPUR","GARHANI",1,0,0,2,3
"BIHAR","BHOJPUR","KOILWAR",1,0,0,0,1
"BIHAR","BHOJPUR","SAHAR",0,0,0,2,2
"BIHAR","BHOJPUR","SAHPUR",0,3,0,0,3
"BIHAR","BHOJPUR","SANDISH",1,0,0,0,1
"BIHAR","BHOJPUR","TARARI",21,0,0,0,21
"BIHAR","BHOJPUR","UDWABTNAGAR",0,0,0,4,4
"BIHAR","BOKARO","CHAS",2,0,11,1,14
"BIHAR","BUXAR","BUXAR",2,0,0,0,2
"BIHAR","BUXAR","ITARHI",4,0,1,0,5
"BIHAR","BUXAR","RAJPUR",6,0,1,0,7
"BIHAR","CHAMPARAN EAST","ADAPUR",5,0,0,0,5
"BIHAR","CHAMPARAN EAST","CHAURADANO",1,0,0,0,1
"BIHAR","CHAMPARAN EAST","CHIRAIYA",6,0,0,1,7
"BIHAR","CHAMPARAN EAST","GHORASAHAN",9,0,0,1,10
"BIHAR","CHAMPARAN EAST","HARSIDHI",4,1,0,0,5
"BIHAR","CHAMPARAN EAST","KALYANPUR",1,0,0,0,1
"BIHAR","CHAMPARAN EAST","MADHUBAN",1,4,0,0,5
"BIHAR","CHAMPARAN EAST","PAKARIDAYAL",4,2,0,2,8
"BIHAR","CHAMPARAN EAST","PIPRAKOTHI",3,5,0,0,8
"BIHAR","CHAMPARAN EAST","RAMGARHWA",3,0,0,0,3
"BIHAR","CHAMPARAN EAST","RAXAUL",4,0,0,0,4
"BIHAR","CHAMPARAN EAST","SUGAULI",6,0,1,10,17
"BIHAR","CHAMPARAN EAST","TETARIA",3,0,0,0,3
"BIHAR","CHAMPARAN EAST","TURKAULIA",0,0,1,0,1
"BIHAR","CHAMPARAN WEST","GAUNAHA",10,0,11,1,22
"BIHAR","CHAMPARAN WEST","LAURIYA",11,0,0,0,11
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",8,0,0,0,8
"BIHAR","CHAMPARAN WEST","NAUTAN",0,0,4,0,4
"BIHAR","CHATRA","CHATRA",3,2,0,20,25
"BIHAR","CHATRA","GIDDHAUR",0,0,0,4,4
"BIHAR","CHATRA","HUNTERGANJ",12,0,0,3,15
"BIHAR","CHATRA","ITKHORI",4,0,0,0,4
"BIHAR","CHATRA","LAVALONG",0,1,0,25,26
"BIHAR","CHATRA","PATTHERGARHA",2,0,0,5,7
"BIHAR","CHATRA","PRATAP PUR",3,3,0,2,8
"BIHAR","CHATRA","SEMARIA",3,10,2,28,43
"BIHAR","CHATRA","TANDAWA",1,1,0,118,120
"BIHAR","DARBHANGA","BAHERI",3,0,0,0,3
"BIHAR","DARBHANGA","BENIPUR",14,0,1,1,16
"BIHAR","DARBHANGA","DARBHANGA",6,0,0,0,6
"BIHAR","DARBHANGA","GHANSHYAMPUR",2,0,0,0,2
"BIHAR","DARBHANGA","KEOTI(RANWAY)",3,0,0,0,3
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",2,0,0,0,2
"BIHAR","DARBHANGA","MANIGACHHI",0,0,0,6,6
"BIHAR","DEOGHAR","KARON",97,44,0,65,206
"BIHAR","DEOGHAR","MADHUPUR",12,34,17,83,146
"BIHAR","DEOGHAR","SARATH",26,1,10,185,222
"BIHAR","DHANBAD","BAGHMARA",1,5,0,0,6
"BIHAR","DHANBAD","NIRSA",10,0,0,62,72
"BIHAR","DHANBAD","TUNDI",6,1,0,14,21
"BIHAR","DUMKA","DUMKA",8,0,1,15,24
"BIHAR","DUMKA","GOPIKANDAR",7,0,0,0,7
"BIHAR","DUMKA","JAMA",13,0,20,27,60
"BIHAR","DUMKA","JAMTARA",21,1,0,33,55
"BIHAR","DUMKA","JARMUNDI",8,0,2,4,14
"BIHAR","DUMKA","KATHIKUND",17,79,2,115,213
"BIHAR","DUMKA","KUNDHIT",22,0,1,18,41
"BIHAR","DUMKA","MASALIA",26,3,3,364,396
"BIHAR","DUMKA","NALA",98,6,0,293,397
"BIHAR","DUMKA","NARAYANPUR",37,23,0,62,122
"BIHAR","DUMKA","RAMGARH",6,0,0,0,6
"BIHAR","DUMKA","RANESHWAR",51,4,6,43,104
"BIHAR","DUMKA","SHIKARIPARA",20,5,0,338,363
"BIHAR","GARHWA","BHANDARIA",6,0,0,0,6
"BIHAR","GARHWA","BHAWNATHPUR",7,0,0,1,8
"BIHAR","GARHWA","CHIRIA",1,0,0,0,1
"BIHAR","GARHWA","DHURKI",4,0,0,20,24
"BIHAR","GARHWA","GARHWA",13,0,0,2,15
"BIHAR","GARHWA","MAJHIAURA",0,2,0,2,4
"BIHAR","GARHWA","NAYARKTARI",9,0,1,1,11
"BIHAR","GARHWA","RAMIA",13,0,0,2,15
"BIHAR","GAYA","ATARI",5,0,1,2,8
"BIHAR","GAYA","DUMARIA",17,0,0,0,17
"BIHAR","GAYA","GAYA SADAR",2,0,0,16,18
"BIHAR","GAYA","KHIZIRSORAI",0,0,0,7,7
"BIHAR","GAYA","KONCH",0,0,0,3,3
"BIHAR","GAYA","NIMCHAK BATHANI",2,0,0,2,4
"BIHAR","GAYA","TANKUPPA",2,0,0,0,2
"BIHAR","GIRIDIH","BAGODAR",2,3,0,0,5
"BIHAR","GIRIDIH","BENGABAD",17,4,4,4,29
"BIHAR","GIRIDIH","BIRNI",7,9,0,23,39
"BIHAR","GIRIDIH","DEORI",4,0,0,0,4
"BIHAR","GIRIDIH","DYMIR",11,1,6,14,32
"BIHAR","GIRIDIH","GANDEY",2,18,0,0,20
"BIHAR","GIRIDIH","GAWAN",5,0,0,0,5
"BIHAR","GIRIDIH","JAMYA",8,0,0,1,9
"BIHAR","GIRIDIH","RAJ DHANWAR",8,0,0,18,26
"BIHAR","GODDA","BOARIJORE",2,0,0,169,171
"BIHAR","GODDA","GODDA",22,1,2,4,29
"BIHAR","GODDA","MAHAGAMA",2,0,0,0,2
"BIHAR","GODDA","MEHARWAN",0,0,5,81,86
"BIHAR","GODDA","PATHARGAMA",7,4,0,0,11
"BIHAR","GODDA","THAKUR BANGTI",20,9,18,50,97
"BIHAR","GOPALGANJ","BAIKUNTHPUR",0,0,0,1,1
"BIHAR","GOPALGANJ","BARAULI",1,0,0,0,1
"BIHAR","GOPALGANJ","BHOREY",0,0,0,4,4
"BIHAR","GOPALGANJ","KUCHAIKOTE",2,0,0,0,2
"BIHAR","GOPALGANJ","PHULWARIYA",1,0,0,0,1
"BIHAR","GOPALGANJ","UCHKAGAON",0,0,0,2,2
"BIHAR","GUMLA","BALBA",14,0,0,0,14
"BIHAR","GUMLA","BANO",0,0,0,4,4
"BIHAR","GUMLA","BASIA",0,0,2,0,2
"BIHAR","GUMLA","BHARNO",13,0,54,21,88
"BIHAR","GUMLA","BISHUNPUR",10,2,0,0,12
"BIHAR","GUMLA","CHAINPUR",0,0,0,3,3
"BIHAR","GUMLA","GHAGHRA",2,5,0,0,7
"BIHAR","GUMLA","KANIDARA",3,0,0,0,3
"BIHAR","GUMLA","KOLUBIRA",1,0,0,2,3
"BIHAR","GUMLA","KURDEG",16,1,0,0,17
"BIHAR","GUMLA","PALKOT",23,20,0,14,57
"BIHAR","GUMLA","RAIDIH",94,13,2,7,116
"BIHAR","GUMLA","SIMDEGA",6,0,0,5,11
"BIHAR","GUMLA","SISAI",6,0,7,4,17
"BIHAR","GUMLA","THETHAITANGA",23,0,1,0,24
"BIHAR","HAZARIBAG","BARHI",16,0,0,0,16
"BIHAR","HAZARIBAG","BARKATTHA",2,0,0,0,2
"BIHAR","HAZARIBAG","BISHNUGARH",10,0,0,0,10
"BIHAR","HAZARIBAG","CHAUPARAN",5,0,1,9,15
"BIHAR","HAZARIBAG","CHURCHU",1,0,0,2,3
"BIHAR","HAZARIBAG","GOLA",3,0,0,0,3
"BIHAR","HAZARIBAG","HAZARIBAGH",2,0,3,3,8
"BIHAR","HAZARIBAG","ICHAK",2,0,0,8,10
"BIHAR","HAZARIBAG","KEREDARI",3,0,0,8,11
"BIHAR","HAZARIBAG","PADMA",3,0,1,0,4
"BIHAR","HAZARIBAG","PATRATU",0,6,6,0,12
"BIHAR","JAMUI","BARHAT",11,0,1,0,12
"BIHAR","JAMUI","GIDHOUR",3,1,0,0,4
"BIHAR","JAMUI","JHAJHA",6,0,3,5,14
"BIHAR","JAMUI","LAKSHMIPUR",3,3,0,0,6
"BIHAR","JAMUI","SIKANDRA",26,0,0,7,33
"BIHAR","JAMUI","SONO",7,0,0,0,7
"BIHAR","JEHANABAD","MAKHDOMPUR",5,0,0,0,5
"BIHAR","KATIHAR","BARARI",5,0,0,1,6
"BIHAR","KATIHAR","HASANGANJ",1,0,0,0,1
"BIHAR","KHAGARIA","ALAULI",2,0,1,0,3
"BIHAR","KHAGARIA","CHAUTHAM",254,3,0,0,257
"BIHAR","KHAGARIA","GOGRI",1,1,0,0,2
"BIHAR","KHAGARIA","KHAGARIA",2,0,0,0,2
"BIHAR","KHAGARIA","MANSI",177,0,0,0,177
"BIHAR","KISHANGANJ","BAHADURGANJ",3,0,0,0,3
"BIHAR","KISHANGANJ","KOCHADHAMIN",1,0,0,0,1
"BIHAR","KISHANGANJ","POTHIA",6,0,0,0,6
"BIHAR","KODARMA","CHANDWA",9,0,0,1,10
"BIHAR","KODARMA","JAINAGAR",1,0,0,0,1
"BIHAR","KODARMA","MARKACHO",10,8,1,35,54
"BIHAR","KODARMA","SATGAWAN",3,3,0,0,6
"BIHAR","LAKHISARAI","SURAJGARA",1,0,0,0,1
"BIHAR","LOHARDAGA","BHANDRA",2,0,1,0,3
"BIHAR","LOHARDAGA","KISKO",13,0,1,0,14
"BIHAR","LOHARDAGA","KURU",18,3,2,11,34
"BIHAR","LOHARDAGA","LOHARDAGA",14,6,0,0,20
"BIHAR","LOHARDAGA","SENHA",26,0,0,1,27
"BIHAR","MADHEPURA","KUMAR KHAND",2,0,0,0,2
"BIHAR","MADHEPURA","MADHEPURA",2,0,0,0,2
"BIHAR","MADHEPURA","UDA KISHANGANJ",2,0,0,0,2
"BIHAR","MADHUBANI","ANDHARADATHI",16,0,0,0,16
"BIHAR","MADHUBANI","BASOPATTI",1,0,0,0,1
"BIHAR","MADHUBANI","BENIPATTI",1,0,1,1,3
"BIHAR","MADHUBANI","KHAJAULI",14,0,4,0,18
"BIHAR","MADHUBANI","LADANIA",11,0,0,4,15
"BIHAR","MADHUBANI","LAKHNAUR",0,0,0,1,1
"BIHAR","MADHUBANI","MADHAWAPUR",19,2,1,108,130
"BIHAR","MADHUBANI","MADUBANI",16,0,0,91,107
"BIHAR","MUNGER","DHARHARA",8,0,0,1,9
"BIHAR","MUNGER","JAMALPUR",1,0,0,0,1
"BIHAR","MUNGER","KHARAGPUR",1,0,0,0,1
"BIHAR","MUZAFFARPUR","AURAI",1,0,0,0,1
"BIHAR","MUZAFFARPUR","BANDRA",4,0,0,0,4
"BIHAR","MUZAFFARPUR","MINAPUR",1,0,0,0,1
"BIHAR","MUZAFFARPUR","MORAUL",2,0,0,0,2
"BIHAR","MUZAFFARPUR","MOTIPUR",7,1,0,0,8
"BIHAR","MUZAFFARPUR","SAHEBGANJ",1,0,0,0,1
"BIHAR","MUZAFFARPUR","SAKRA",4,0,0,0,4
"BIHAR","MUZAFFARPUR","SARAIYA",1,3,1,0,5
"BIHAR","NALANDA","ASTHAWAN",6,0,0,10,16
"BIHAR","NALANDA","BEN",2,1,0,1,4
"BIHAR","NALANDA","BIHARSARIF",0,0,0,2,2
"BIHAR","NALANDA","BIND",0,0,1,4,5
"BIHAR","NALANDA","CHANDI",6,0,0,0,6
"BIHAR","NALANDA","EKANGARSARAI",11,1,4,1,17
"BIHAR","NALANDA","GIRIAK",3,0,0,0,3
"BIHAR","NALANDA","HARNAUT",0,0,0,11,11
"BIHAR","NALANDA","HILSA",4,0,1,6,11
"BIHAR","NALANDA","KARAI PARSURAI",0,0,0,6,6
"BIHAR","NALANDA","PARWALPUR",2,3,0,0,5
"BIHAR","NALANDA","RAHUI",0,0,0,1,1
"BIHAR","NALANDA","RAJGIR",11,0,1,27,39
"BIHAR","NALANDA","SARMERA",0,1,0,0,1
"BIHAR","NAWADA","GOBINDPUR",2,0,0,0,2
