-----
{
 "description": "The table refers to Village wise Distribution of Dugwells according to ownership. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "tab1.2.csv", 
 "title": "Download CSV for Villagewise Distribution of Dugwells according to ownership(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/tab1.2.csv"
}
-----
-----
{
 "description": "The table refers to Block wise Surface Lift Schemes in the command of Major/Medium Projects and Supplementary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.14.csv", 
 "title": "Download CSV for Blockwise Surface Lift Schemes in the command of Major/Medium Projects and Supplimentary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of  Schemes (Nos) - Inside Command,Location of Schemes (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
KARNATAKA,Mandya,SRIRANGAPATTANA,1,0,1,0,0,0,0,0
KARNATAKA,Mysore,HEGGADADEVANKOTE,0,5,5,0,0,0,0,0
KARNATAKA,Mysore,HUNSUR,0,19,19,0,0,0,0,0
KARNATAKA,Mysore,KRISHNARAJANAGARA,0,1,1,0,0,0,0,0
KARNATAKA,Mysore,MYSORE,0,3,3,0,0,0,0,0
KARNATAKA,Mysore,PERIYAPATNA,0,2,2,0,0,0,0,0
KARNATAKA,Mysore,T.NARASIPURA,0,17,17,0,0,0,0,0
KARNATAKA,Raichur,DEODURGA,12,194,206,0,0,0,0,0
KARNATAKA,Raichur,LINGASUGUR,0,403,403,0,0,0,0,0
KARNATAKA,Raichur,MANVI,29,985,1014,0,0,0,0,0
KARNATAKA,Raichur,RAICHUR,15,733,748,0,0,0,0,0
KARNATAKA,Raichur,SINDHANUR,4,286,290,0,0,0,0,0
KARNATAKA,Shimoga,BHADRAVATHI,75,374,449,0,0,0,0,0
KARNATAKA,Shimoga,HOSANAGARA,18,167,185,0,0,0,0,0
KARNATAKA,Shimoga,SAGAR,22,249,271,0,0,0,0,0
KARNATAKA,Shimoga,SHIKARIPURA,223,117,340,0,0,0,0,0
KARNATAKA,Shimoga,SHIMOGA,83,201,284,0,0,0,0,0
KARNATAKA,Shimoga,SORAB,1,418,419,0,0,0,0,0
KARNATAKA,Shimoga,THIRTHAHALLI,48,1216,1264,0,0,0,0,0
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,0,1,1,0,0,0,0,0
KARNATAKA,Tumkur,GUBBI,0,1,1,0,0,0,0,0
KARNATAKA,Tumkur,KORATAGERE,1,1,2,0,0,0,0,0
KARNATAKA,Tumkur,KUNIGAL,0,6,6,0,0,0,0,0
KARNATAKA,Tumkur,PAVAGADA,0,2,2,0,0,0,0,0
KARNATAKA,Tumkur,SIRA,0,3,3,0,0,0,0,0
KARNATAKA,Tumkur,TUMKUR,0,1,1,0,0,0,0,0
KARNATAKA,Tumkur,TURUVEKERE,0,22,22,0,0,0,0,0
KARNATAKA,Udupi,KARKAL,1,619,620,0,0,0,0,0
KARNATAKA,Udupi,KUNDAPURA,0,423,423,0,0,0,0,0
KARNATAKA,Udupi,UDUPI,0,941,941,0,0,0,0,0
KARNATAKA,Uttara Kannada,ANKOLA,0,104,104,0,0,0,0,0
KARNATAKA,Uttara Kannada,BHATKAL,0,21,21,0,0,0,0,0
KARNATAKA,Uttara Kannada,HALIYAL,0,249,249,0,0,0,0,0
KARNATAKA,Uttara Kannada,HONAVAR,3,27,30,0,0,0,0,0
KARNATAKA,Uttara Kannada,KARWAR,1,5,6,0,0,0,0,0
KARNATAKA,Uttara Kannada,KUMTA,0,2,2,0,0,0,0,0
KARNATAKA,Uttara Kannada,MUNDGOD,0,5,5,0,0,0,0,0
KARNATAKA,Uttara Kannada,SIDDAPUR,0,27,27,0,0,0,0,0
KARNATAKA,Uttara Kannada,SIRSI,0,294,294,0,0,0,0,0
KARNATAKA,Uttara Kannada,SUPA,1,143,144,0,0,0,0,0
KARNATAKA,Uttara Kannada,YELLAPUR,0,75,75,0,0,0,0,0
KERALA,ALAPPUZHA,ARYAD,0,12,12,0,0,0,0,0
KERALA,ALAPPUZHA,BHARANICAVU,0,10,10,0,0,0,0,0
KERALA,ALAPPUZHA,CHEMBAKULAM,0,170,170,0,0,0,0,0
KERALA,ALAPPUZHA,CHENGANNUR,5,0,5,85,37,130,0,252
KERALA,ALAPPUZHA,CHENGANNUR-999,0,1,1,0,0,0,0,0
KERALA,ALAPPUZHA,HARIPAD,0,13,13,0,0,0,0,0
KERALA,ALAPPUZHA,MAVELIKARA,0,23,23,0,0,0,0,0
KERALA,ALAPPUZHA,MAVELIKKARA,0,1,1,0,0,0,0,0
KERALA,ALAPPUZHA,MUTHUKULAMD,0,28,28,0,0,0,0,0
KERALA,ALAPPUZHA,VELIYANADU,0,69,69,0,0,0,0,0
KERALA,ERANAKULAM,ALANGAD,0,80,80,0,0,0,0,0
KERALA,ERANAKULAM,ANGALAMALY,4,94,98,0,0,0,0,0
KERALA,ERANAKULAM,ANGAMALY,0,1,1,0,0,0,0,0
KERALA,ERANAKULAM,EDAPPALY,3,114,117,0,0,0,0,0
KERALA,ERANAKULAM,KALAMASSERY,0,18,18,0,0,0,0,0
KERALA,ERANAKULAM,KOCHI CORPORATION,0,45,45,0,0,0,0,0
KERALA,ERANAKULAM,KOOVAPPADY,0,11,11,0,0,0,0,0
KERALA,ERANAKULAM,KOTHAMANGALAM,0,35,35,0,0,0,0,0
KERALA,ERANAKULAM,KOTHAMANGALAM-999,0,22,22,0,0,0,0,0
KERALA,ERANAKULAM,MOOVATTUPUZHA,0,120,120,0,0,0,0,0
KERALA,ERANAKULAM,MULANTHURUTHY,0,236,236,0,0,0,0,0
KERALA,ERANAKULAM,PALLURUTHY,0,10,10,0,0,0,0,0
KERALA,ERANAKULAM,PAMPAKUDA,0,28,28,0,0,0,0,0
KERALA,ERANAKULAM,PARAKADAVU,0,35,35,0,0,0,0,0
KERALA,ERANAKULAM,PERUMBAVOOR,0,5,5,0,0,0,0,0
KERALA,ERANAKULAM,THIPPUNITHURA,0,204,204,0,0,0,0,0
KERALA,ERANAKULAM,VADAVUKODE,2,16,18,0,0,0,0,0
KERALA,ERANAKULAM,VAZHAKULAM,0,19,19,0,0,0,0,0
KERALA,ERANAKULAM,VYTILLA,0,111,111,0,0,0,0,0
KERALA,IDDUKKI,AZHUTHA,0,38,38,8,0,0,0,8
KERALA,IDDUKKI,DEVIKULAM,1,1,2,0,0,0,0,0
KERALA,IDDUKKI,ELAMDESAM,0,12,12,0,0,0,0,0
KERALA,IDDUKKI,IDUKKI,0,60,60,0,0,0,0,0
KERALA,IDDUKKI,KATTAPPANA,0,34,34,0,0,0,0,0
KERALA,IDDUKKI,NEDUMKANDAM,0,4,4,0,0,0,0,0
KERALA,IDDUKKI,THODUPUZHA,0,71,71,0,0,0,0,0
KERALA,IDDUKKI,THODUPUZHA MUNICIP,0,10,10,0,0,0,0,0
KERALA,KANNUR,IRIKKUR,0,5,5,0,0,0,0,0
KERALA,KANNUR,IRITTY,0,335,335,0,0,0,0,0
KERALA,KANNUR,KUTHUPARAMBA,0,6,6,0,0,0,0,0
KERALA,KANNUR,MATTANNUR,0,22,22,0,0,0,0,0
KERALA,KANNUR,PAYYANNUR,0,390,390,0,0,0,0,0
KERALA,KANNUR,PAYYANNUR-999,0,35,35,0,0,0,0,0
KERALA,KANNUR,PERAVOOR,0,135,135,0,0,0,0,0
KERALA,KANNUR,THALASSERY,0,7,7,0,0,0,0,0
KERALA,KANNUR,THALASSERY-999,0,2,2,0,0,0,0,0
KERALA,KANNUR,THALIPARAMBA,0,18,18,0,0,0,0,0
KERALA,KASARAGODE,KANHANGAD MUNICIP,0,5,5,0,0,0,0,0
KERALA,KASARAGODE,KASARAGODE,0,29,29,0,0,0,0,0
KERALA,KASARAGODE,KASARAGODE MUNICIP,0,3,3,0,0,0,0,0
KERALA,KASARAGODE,MANJESWARAM,0,10,10,0,0,0,0,0
KERALA,KOLLAM,ANCHAL,0,1,1,0,0,0,0,0
KERALA,KOLLAM,CHITTUMALA,0,1,1,0,0,0,0,0
KERALA,KOLLAM,ITHIKKARA,0,3,3,0,0,0,0,0
KERALA,KOLLAM,KOTTARAKKARA,0,1,1,0,0,0,0,0
KERALA,KOLLAM,PUNALUR,0,1,1,0,0,0,0,0
KERALA,KOLLAM,SASTHAMCOTTA,0,8,8,0,0,0,0,0
KERALA,KOLLAM,VETTIKKAVALA,1,19,20,0.46,0,0.14,0.22,1
KERALA,KOTTAYAM,CHANGANASSERY,0,2,2,0,0,0,0,0
KERALA,KOTTAYAM,ERATTUPETTAH,0,33,33,0,0,0,0,0
KERALA,KOTTAYAM,ETTUMANOOR,1,92,93,0,0,0,0,0
KERALA,KOTTAYAM,KADUTHURUTHY,0,261,261,0,0,0,0,0
KERALA,KOTTAYAM,LALAM,0,21,21,0,0,0,0,0
KERALA,KOTTAYAM,MADAPPALLY,0,84,84,0,0,0,0,0
KERALA,KOTTAYAM,PALA,0,6,6,0,0,0,0,0
KERALA,KOTTAYAM,PALLAM,6,50,56,0,0,0,0,0
KERALA,KOTTAYAM,UZHAVOOR,0,235,235,0,0,0,0,0
KERALA,KOTTAYAM,VAIKOM,0,190,190,0,0,0,0,0
KERALA,KOZHIKODE,BALUSSERY,0,29,29,0,0,0,0,0
KERALA,KOZHIKODE,CHELANNUR,0,125,125,0,0,0,0,0
KERALA,KOZHIKODE,KODUVALLY,0,59,59,0,0,0,0,0
KERALA,KOZHIKODE,KOZHIKKODE,0,8,8,0,0.1,0,0,0
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,0,7,7,0,0,0,0,0
KERALA,KOZHIKODE,KUNNAMANGALAM,0,260,260,0,0,0,0,0
KERALA,KOZHIKODE,KUNNUMEL,1,23,24,0,0.1,0.2,0.02,0
KERALA,KOZHIKODE,PANTHALAYANI,0,8,8,0,0,0,0,0
KERALA,KOZHIKODE,PERAMBRA,0,12,12,0,0,0,0,0
KERALA,KOZHIKODE,THODANNUR,0,27,27,0,0,0,0,0
KERALA,KOZHIKODE,THUNERI,0,17,17,0,0,0,0,0
KERALA,KOZHIKODE,VADAKARA-999,0,3,3,0,0,0,0,0
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,0,3,3,0,0,0,0,0
KERALA,MALAPPURAM,AREACODE,0,200,200,0,0,0,0,0
KERALA,MALAPPURAM,KONDOTTY,0,20,20,0,0,0,0,0
KERALA,MALAPPURAM,KUTTIPPURAM,0,2,2,0,0,0,0,0
KERALA,MALAPPURAM,MALAPPURAM,0,27,27,0,0,0,0,0
KERALA,MALAPPURAM,MALAPURAM MUNI,0,11,11,0,0,0,0,0
KERALA,MALAPPURAM,MANJERI MUNI,0,22,22,0,0,0,0,0
KERALA,MALAPPURAM,MANKADA,7,198,205,0,0,0,0,0
KERALA,MALAPPURAM,NILAMBOOR,1,1187,1188,5,0,0,0,5
KERALA,MALAPPURAM,PERINTHALMANNA,0,167,167,0,0,0,0,0
KERALA,MALAPPURAM,PONNANI,0,6,6,0,0,0,0,0
KERALA,MALAPPURAM,PONNANI MUNI,0,13,13,0,0,0,0,0
KERALA,MALAPPURAM,THANUR,0,45,45,0,0,0,0,0
KERALA,MALAPPURAM,THIRUR,0,4,4,0,0,0,0,0
KERALA,MALAPPURAM,THIRURANGADI,1,290,291,0,0,0,0,0
KERALA,MALAPPURAM,TIRUR MUNI,0,5,5,0,0,0,0,0
KERALA,MALAPPURAM,VENGARA,0,36,36,0,0,0,0,0
KERALA,MALAPPURAM,WANDOOR,0,375,375,0,0,0,0,0
KERALA,PALAKKAD,ALATHUR,158,484,642,6,86.61,4.8,0,97
KERALA,PALAKKAD,ATTAPPADY,0,274,274,0,0,0,0,0
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,5,0,5,0,4.3,0.7,0,5
KERALA,PALAKKAD,CHITUR,3,6,9,1.33,1.17,1.33,0.67,5
KERALA,PALAKKAD,KOLLENGODE,48,81,129,1.51,130.71,6,0,138
KERALA,PALAKKAD,KUZHALMANNAM,1,23,24,5.39,5.39,0,0,11
KERALA,PALAKKAD,MALAMPUZHA,0,166,166,0,0,0,0,0
KERALA,PALAKKAD,MANNARKKAD,0,333,333,0,0,0,0,0
KERALA,PALAKKAD,NENMARA,39,278,317,0,13.88,0,0,14
KERALA,PALAKKAD,OTTAPPALAM,0,7,7,0,0,0,0,0
KERALA,PALAKKAD,OTTAPPALAM MUNI,0,15,15,0,0,0,0,0
KERALA,PALAKKAD,PALAKKAD,0,118,118,0,0,0,0,0
KERALA,PALAKKAD,PATTAMBI,0,64,64,0,0,0,0,0
KERALA,PALAKKAD,SHORANNUR MUNI,0,12,12,0,0,0,0,0
KERALA,PALAKKAD,SREEKRISHNAPURAM,0,132,132,0,0,0,0,0
KERALA,PALAKKAD,THRITHALA,0,7,7,0,0,0,0,0
KERALA,PATHANAMTHITTA,ELANTHUR,0,3,3,0,0,0,0,0
KERALA,PATHANAMTHITTA,KOIPURAM,0,12,12,0,0,0,0,0
KERALA,PATHANAMTHITTA,KONNI,0,13,13,0,0,0,0,0
KERALA,PATHANAMTHITTA,KULANADA,0,8,8,0,0,0,0,0
KERALA,PATHANAMTHITTA,MALLAPPALLY,0,101,101,0,0,0,0,0
KERALA,PATHANAMTHITTA,PANDALAM,3,14,17,0,0,0,0,0
KERALA,PATHANAMTHITTA,PARAKKODE,1,3,4,0,0,0,0,0
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,0,1,1,0,0,0,0,0
KERALA,PATHANAMTHITTA,PULIKEEZHU,0,23,23,0,0,0,0,0
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,0,4,4,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,0,17,17,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,NEMOM,0,5,5,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,0,1,1,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,0,15,15,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,VARKALA,0,3,3,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,VELLANADU,0,1,1,0,0,0,0,0
KERALA,THRISSUR,ANTHIKKAD,0,268,268,0,0,0,0,0
KERALA,THRISSUR,CHALAKKUDY,0,67,67,0,0,0,0,0
KERALA,THRISSUR,CHALAKUDY MUNI,0,44,44,0,0,0,0,0
KERALA,THRISSUR,CHERPU,0,131,131,0,0,0,0,0
KERALA,THRISSUR,CHOWANNUR,0,15,15,0,0,0,0,0
KERALA,THRISSUR,IRINJALAKKUDA,0,112,112,0,0,0,0,0
KERALA,THRISSUR,IRINJALAKUDA MUNI,0,13,13,0,0,0,0,0
KERALA,THRISSUR,KODAKARA,0,110,110,0,0,0,0,0
KERALA,THRISSUR,KODUNGALLUR,0,386,386,0,0,0,0,0
KERALA,THRISSUR,MALA,0,46,46,0,0,0,0,0
KERALA,THRISSUR,MATHILAKOM,0,582,582,0,0,0,0,0
KERALA,THRISSUR,MULLASSERY,0,10,10,0,0,0,0,0
KERALA,THRISSUR,OLLUKKARA,1,389,390,0.1,0.1,0,0.1,0
KERALA,THRISSUR,PAZHAYANNUR,0,124,124,0.41,0.41,0,0,1
KERALA,THRISSUR,PUZHAKKAL,12,63,75,0,1.05,0,126.7,128
KERALA,THRISSUR,THALIKULAM,0,450,450,0,0,0,0,0
KERALA,THRISSUR,THRISSUR CORPORATION,0,47,47,0,0,0,0,0
KERALA,THRISSUR,VADAKKANCHERRY,3,80,83,0,23.74,0,0,24
KERALA,THRISSUR,VELLANGALLUR,30,22,52,0,0,0,0,0
KERALA,WAYANAD,KALPETTA,0,197,197,0,0,0,0,0
KERALA,WAYANAD,KALPETTA MUNI,0,24,24,0,0,0,0,0
KERALA,WAYANAD,MANANTHAVADI,0,368,368,0,0,0,0,0
KERALA,WAYANAD,SULTHANBATHERI,0,424,424,0,0,0,0,0
MADHYA PRADESH,BALAGHAT,BAIHAR,37,50,87,74.75,64.66,0,0,139
MADHYA PRADESH,BALAGHAT,BALAGHAT,3,58,61,0,0,0,0,0
MADHYA PRADESH,BALAGHAT,BIRSA,0,79,79,1.68,0.95,0,0,3
MADHYA PRADESH,BALAGHAT,KATANGI,0,1,1,0,0,0,0,0
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,17,12,29,1929.26,0,0,0,1929
MADHYA PRADESH,BALAGHAT,KIRNAPUR,2,43,45,0.74,0,0,0,1
MADHYA PRADESH,BALAGHAT,LALBURRA,0,41,41,37.86,0,0,0,38
MADHYA PRADESH,BALAGHAT,LANJI,18,449,467,473.85,0,0,0,474
MADHYA PRADESH,BALAGHAT,PARASWADA,1,36,37,0,0,0,0,0
MADHYA PRADESH,BALAGHAT,WARASEONI,11,26,37,48.6,0,0,0,49
MADHYA PRADESH,BARWANI,BARWANI,0,321,321,0,0,0,0,0
MADHYA PRADESH,BARWANI,NIWALI,0,67,67,0,0,0,0,0
MADHYA PRADESH,BARWANI,PANSEMAL,0,57,57,0,0,0,0,0
MADHYA PRADESH,BARWANI,PATI,1,506,507,62.01,270.9,0,0,333
MADHYA PRADESH,BARWANI,RAJPUR,0,1131,1131,0,0,0,0,0
MADHYA PRADESH,BARWANI,SENDHWA,3,777,780,2,0,0,0,2
MADHYA PRADESH,BARWANI,THIKRI,23,627,650,0,0,0,0,0
MADHYA PRADESH,BETUL,AMLA,305,1095,1400,0,0,0,0,0
MADHYA PRADESH,BETUL,ATHNER,0,161,161,0,0,0,0,0
MADHYA PRADESH,BETUL,BETUL,41,839,880,0,3,0,0,3
MADHYA PRADESH,BETUL,BHAINSDEHI,5,662,667,2,114.77,6.77,0,124
MADHYA PRADESH,BETUL,BHIMPURA,0,469,469,0,0,0,0,0
MADHYA PRADESH,BETUL,CHICHOLI,4,617,621,0,28.05,0,0,28
MADHYA PRADESH,BETUL,GHODA DONGRI,230,1154,1384,0,0,0,0,0
MADHYA PRADESH,BETUL,MULTAI,26,100,126,0,0,0,0,0
MADHYA PRADESH,BETUL,PRABHAT PATTAN,1,533,534,0,0,0,0,0
MADHYA PRADESH,BETUL,SHAHPUR,0,295,295,0,5.3,0,0,5
MADHYA PRADESH,BHIND,BHIND,1,1,2,0,0,0,0,0
MADHYA PRADESH,BHIND,GOHAD,5,154,159,193.54,378.89,0,0,572
MADHYA PRADESH,BHIND,LAHAR,59,48,107,0,2816.65,0,0,2817
MADHYA PRADESH,BHIND,MEHAGOAN,9,9,18,41,82,0,0,123
MADHYA PRADESH,BHIND,ROUN(MIHONA),0,4,4,0,0,0,0,0
MADHYA PRADESH,BHOPAL,BERASIA,0,1460,1460,0,547.27,0,0,547
MADHYA PRADESH,BHOPAL,FUNDA,0,885,885,110,980.77,0,0,1091
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,264,879,1143,0,6089.91,0,0,6090
MADHYA PRADESH,CHHATARPUR,BIJAWAR,2,615,617,0,2613.23,0,0,2613
MADHYA PRADESH,CHHATARPUR,BUXWAHA,87,141,228,0,1188.31,0,0,1188
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,125,163,288,0,245.66,0,0,246
MADHYA PRADESH,CHHATARPUR,GAURIHAR,13,142,155,0,488.42,0,0,488
MADHYA PRADESH,CHHATARPUR,LAUNDI,25,181,206,0,18,0,0,18
MADHYA PRADESH,CHHATARPUR,NOWGONG,67,589,656,0,503.73,0,0,504
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,145,313,458,0,1063.61,0,0,1064
MADHYA PRADESH,CHHINDWARA,BICHHUA,0,1,1,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,1,243,244,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,CHOURAI,1,0,1,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,PARASIA,90,282,372,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,TAMIA,0,58,58,0,0,0,0,0
MADHYA PRADESH,DAMOH,BATIYAGHAR,1,419,420,0,0,0,0,0
MADHYA PRADESH,DAMOH,DAMOH,2,2708,2710,0,0.4,0,0,0
MADHYA PRADESH,DAMOH,HATTA,221,1065,1286,0,617.71,0,0,618
MADHYA PRADESH,DAMOH,JABERA,167,350,517,0,1143.49,0,0,1143
MADHYA PRADESH,DAMOH,PATERA,218,1319,1537,0,222.43,0,0,222
MADHYA PRADESH,DAMOH,PATHARIA,26,1672,1698,0,219.78,0,0,220
MADHYA PRADESH,DAMOH,TENDUKHEDA,2,2127,2129,0,116.59,0,0,117
MADHYA PRADESH,DATIA,BHANDER,0,234,234,0,0,0,0,0
MADHYA PRADESH,DATIA,DATIA,1,299,300,0,0,0,0,0
MADHYA PRADESH,DEWAS,BAGLEE,64,361,425,0,0,0,0,0
MADHYA PRADESH,DEWAS,DEWAS,0,183,183,0,0,0,0,0
MADHYA PRADESH,DEWAS,KANNOD,7,855,862,0,0,0,0,0
MADHYA PRADESH,DEWAS,KHATEGAON,38,516,554,0,0,0,0,0
MADHYA PRADESH,DEWAS,SONKUCH,0,148,148,0,0,0,0,0
MADHYA PRADESH,DEWAS,TONKHURD,4,88,92,0,0,0,0,0
MADHYA PRADESH,DHAR,BADNAWER,1,455,456,0,0,0,0,0
MADHYA PRADESH,DHAR,BAGH,89,240,329,0,0,0,0,0
MADHYA PRADESH,DHAR,DAHI,2,38,40,0,0,0,0,0
MADHYA PRADESH,DHAR,DHAR,0,6,6,0,0,0,0,0
MADHYA PRADESH,DHAR,DHARAMPURI,4,638,642,0,0,0,0,0
MADHYA PRADESH,DHAR,GANDHWANI,24,393,417,0,1.5,0,0,2
MADHYA PRADESH,DHAR,KUKSHI,0,235,235,0,0,0,0,0
MADHYA PRADESH,DHAR,MANAWAR,0,750,750,34.47,184.69,0,0,219
MADHYA PRADESH,DHAR,NALACHHA,0,260,260,0,0,0,0,0
MADHYA PRADESH,DHAR,NISARPUR,8,1157,1165,0,0,0,0,0
MADHYA PRADESH,DHAR,SARDARPUR,1,593,594,0,0,0,0,0
MADHYA PRADESH,DHAR,TIRLA,0,147,147,0,0,0,0,0
MADHYA PRADESH,DHAR,UMARBAN,1,29,30,0,0,0,0,0
MADHYA PRADESH,DINDORI,DINDORI,1,26,27,0,0,0,0,0
MADHYA PRADESH,DINDORI,SAMNAPUR,0,53,53,0,0,0,0,0
MADHYA PRADESH,DINDORI,SHAHPURA,0,127,127,0,57.89,0,0,58
MADHYA PRADESH,GUNA,ARON,299,140,439,0,116.18,0,0,116
MADHYA PRADESH,GUNA,ASHOKNAGAR,254,2505,2759,0,9.13,0,0,9
MADHYA PRADESH,GUNA,BAMORI,318,927,1245,0,85.45,0,0,85
MADHYA PRADESH,GUNA,CHANCHODA,187,428,615,0,159.45,0,0,159
MADHYA PRADESH,GUNA,CHANDERI,94,655,749,0,3,0,0,3
MADHYA PRADESH,GUNA,EHSAGADH,146,1091,1237,0,0,0,0,0
MADHYA PRADESH,GUNA,GUNA,8,943,951,0,322.71,0,0,323
MADHYA PRADESH,GUNA,MUNGAWALI,66,2695,2761,0,1.33,0,0,1
MADHYA PRADESH,GUNA,RAGHOGARH,272,1834,2106,0,5.84,0,0,6
MADHYA PRADESH,GWALIOR,BHITARWAR,0,123,123,0,0,0,0,0
MADHYA PRADESH,GWALIOR,DABRA,64,270,334,80.2,120.79,0,0,201
MADHYA PRADESH,GWALIOR,GHATIGAWAN,71,409,480,0,1.78,0,0,2
MADHYA PRADESH,GWALIOR,MORAR,70,15,85,3,113,0,0,116
MADHYA PRADESH,HARDA,HARDA,1165,1239,2404,0,0,0,0,0
MADHYA PRADESH,HARDA,KHIRKIYA,19,950,969,0,0,0,0,0
MADHYA PRADESH,HARDA,TIMARNI,142,670,812,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,BABAI,158,635,793,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,0,75,75,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,109,1609,1718,0,29.38,0,0,29
MADHYA PRADESH,HOSHANGABAD,KESLA,791,1523,2314,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,19,307,326,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,688,1123,1811,2.83,0,0,0,3
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,27,1187,1214,0,2.26,0,0,2
MADHYA PRADESH,INDORE,DEPAL PUR,266,310,576,0,0,0,0,0
MADHYA PRADESH,INDORE,INDORE,116,441,557,0,0,0,0,0
MADHYA PRADESH,INDORE,MHOW,37,217,254,0,0,0,0,0
MADHYA PRADESH,INDORE,SANWER,0,685,685,0,0,0,0,0
MADHYA PRADESH,JABALPUR,BARGI,4,823,827,0,0,0,0,0
MADHYA PRADESH,JABALPUR,KUNDAM,4,327,331,3,122.26,0,0,125
MADHYA PRADESH,JABALPUR,MAJHOLI,7,831,838,0,0,0,0,0
MADHYA PRADESH,JABALPUR,PANAGAR,0,821,821,0,5.54,0,0,6
MADHYA PRADESH,JABALPUR,PATAN,0,567,567,0,3.18,0,0,3
MADHYA PRADESH,JABALPUR,SHAHPURA,0,366,366,0,0,0,0,0
MADHYA PRADESH,JABALPUR,SIHORA,5,697,702,0,0,0,0,0
MADHYA PRADESH,JHABUA,ALIRAJPUR,0,192,192,0,0,0,0,0
MADHYA PRADESH,JHABUA,BHABHARA,74,49,123,0,0,0,0,0
MADHYA PRADESH,JHABUA,JHABUA,0,141,141,0,0,0,0,0
MADHYA PRADESH,JHABUA,JOBAT,54,25,79,0,0,0,0,0
MADHYA PRADESH,JHABUA,KATTHIWADA,0,25,25,0,0,0,0,0
MADHYA PRADESH,JHABUA,MEGHNAGAR,1,294,295,0,0,0,0,0
MADHYA PRADESH,JHABUA,PETLAWAD,28,993,1021,81.25,11.79,0,0,93
MADHYA PRADESH,JHABUA,RAMA,1,159,160,0,0,0,0,0
MADHYA PRADESH,JHABUA,SONDWA,16,336,352,0,1,0,0,1
MADHYA PRADESH,JHABUA,THANDLA,6,331,337,0,0.7,0,0,1
MADHYA PRADESH,JHABUA,UDAIGARH,53,412,465,0,0,0,0,0
MADHYA PRADESH,KATNI,BADWARA,16,553,569,0,21.89,0,0,22
MADHYA PRADESH,KATNI,BAHORIBAND,16,1448,1464,0,0,0,0,0
MADHYA PRADESH,KATNI,DHIMAR KHERA,23,1523,1546,0,32.94,0,0,33
MADHYA PRADESH,KATNI,KATNI,38,735,773,0,99.52,0,0,100
MADHYA PRADESH,KATNI,RITHI,175,628,803,0,0,0,0,0
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,111,1178,1289,0,135,0,0,135
MADHYA PRADESH,KHANDWA,BALADI,0,461,461,0,0,0,0,0
MADHYA PRADESH,KHANDWA,BURHANPUR,7,192,199,0,0,0,0,0
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,1,201,202,0,0,0,0,0
MADHYA PRADESH,KHANDWA,HARSOOD,109,806,915,0,0,0,0,0
MADHYA PRADESH,KHANDWA,KHAKNAR,2,264,266,0,0,0,0,0
MADHYA PRADESH,KHANDWA,KHALWA,1,566,567,0,0,0,0,0
MADHYA PRADESH,KHANDWA,KHANDWA,22,495,517,0,0,0,0,0
MADHYA PRADESH,KHANDWA,PANDHANA,0,548,548,0,0,0,0,0
MADHYA PRADESH,KHANDWA,PUNASA,92,362,454,51.37,8.2,0,0,60
MADHYA PRADESH,KHARGONE,BARWAHA,0,1497,1497,0,0,0,0,0
