-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
MADHYA PRADESH,SHIVPURI,KOLARAS,176,559,28,1,0,10,774
MADHYA PRADESH,SHIVPURI,NARWAR,1,0,0,0,0,0,1
MADHYA PRADESH,SHIVPURI,POHARI,84,357,0,2,0,1,444
MADHYA PRADESH,SHIVPURI,SHIVPURI,34,407,4,0,0,1,446
MADHYA PRADESH,SIDHI,CHITRANGI,1,2,0,0,0,0,3
MADHYA PRADESH,SIDHI,DEOSAR,1,10,2,0,1,2,16
MADHYA PRADESH,SIDHI,KUSMI,2,0,0,0,0,0,2
MADHYA PRADESH,SIDHI,MAJHOULI,2,24,9,1,0,0,36
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,155,403,68,6,3,4,639
MADHYA PRADESH,SIDHI,SIDHI,83,196,6,3,2,1,291
MADHYA PRADESH,SIDHI,SIHAWAL,131,256,12,6,1,0,406
MADHYA PRADESH,SIDHI,WAIDHAN,51,28,0,0,0,0,79
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,1,0,0,0,0,0,1
MADHYA PRADESH,TIKAMGARH,JATARA,402,161,3,0,2,1,569
MADHYA PRADESH,TIKAMGARH,NIWARI,0,1,0,0,0,0,1
MADHYA PRADESH,TIKAMGARH,PRITHVIPUR,367,6,8,3,2,0,386
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,12,66,0,5,0,0,83
MADHYA PRADESH,UJJAIN,BARNAGAR,183,14609,210,42,11,0,15055
MADHYA PRADESH,UJJAIN,GHATTIA,941,2022,198,96,4,7,3268
MADHYA PRADESH,UJJAIN,KHACHROD,311,5026,11,6,16,3,5373
MADHYA PRADESH,UJJAIN,MEHIDPUR,321,2042,14,3,1,0,2381
MADHYA PRADESH,UJJAIN,TARANA,322,1570,145,47,4,0,2088
MADHYA PRADESH,UJJAIN,UJJAIN,566,6070,433,239,13,9,7330
MADHYA PRADESH,UMARIA,KARKELI,45,74,16,1,0,0,136
MADHYA PRADESH,UMARIA,MANPUR,69,304,9,4,0,6,392
MADHYA PRADESH,UMARIA,PALI,0,24,5,1,3,0,33
MADHYA PRADESH,VIDISHA,BASODA,150,1117,42,7,0,6,1322
MADHYA PRADESH,VIDISHA,GYARASPUR,85,773,282,20,2,4,1166
MADHYA PRADESH,VIDISHA,KURWAI,403,1972,64,4,0,0,2443
MADHYA PRADESH,VIDISHA,LATERI,113,330,2,0,0,0,445
MADHYA PRADESH,VIDISHA,NATERAN,44,766,100,8,12,4,934
MADHYA PRADESH,VIDISHA,SIRONJ,79,1074,13,3,1,0,1170
MADHYA PRADESH,VIDISHA,VIDISHA,83,2236,137,7,1,5,2469
MAHARASHTRA,AHMEDNAGAR,AKOLA,67,5,9,0,0,0,81
MAHARASHTRA,AHMEDNAGAR,JAMKHED,0,6,0,1,3,0,10
MAHARASHTRA,AHMEDNAGAR,KARJAT,55,0,0,0,1,0,56
MAHARASHTRA,AHMEDNAGAR,KOPARGAON,459,0,0,0,0,0,459
MAHARASHTRA,AHMEDNAGAR,NAGAR,20,130,14,0,0,0,164
MAHARASHTRA,AHMEDNAGAR,NEVASA,2719,0,2,3,1,14,2739
MAHARASHTRA,AHMEDNAGAR,PARNER,43,541,16,11,1,2,614
MAHARASHTRA,AHMEDNAGAR,PATHARDI,96,1,0,1,34,36,168
MAHARASHTRA,AHMEDNAGAR,RAHATA,373,276,121,3,1,0,774
MAHARASHTRA,AHMEDNAGAR,RAHURI,2599,36,31,19,0,0,2685
MAHARASHTRA,AHMEDNAGAR,SANGAMNER,773,910,14,6,0,0,1703
MAHARASHTRA,AHMEDNAGAR,SHEVGAON,32,531,1,1,0,0,565
MAHARASHTRA,AHMEDNAGAR,SHRIGONDA,89,0,0,0,0,0,89
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,66,562,256,136,4,0,1024
MAHARASHTRA,AKOLA,AKOLA,6,0,0,0,0,0,6
MAHARASHTRA,AKOLA,BALAPUR,99,47,30,5,0,0,181
MAHARASHTRA,AKOLA,BARSHI TAKLI,4,0,0,0,0,0,4
MAHARASHTRA,AKOLA,MURTIJAPUR,12,1,1,0,0,0,14
MAHARASHTRA,AKOLA,TELHARA,19,0,1,0,0,0,20
MAHARASHTRA,AMRAVATI,ACHALPUR,0,3,2,0,0,0,5
MAHARASHTRA,AMRAVATI,AMRAVATI,5,0,0,0,0,0,5
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,1,0,0,0,0,0,1
MAHARASHTRA,AMRAVATI,CHANDUR BAZAR,8,5,0,0,0,0,13
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,2,0,0,0,0,0,2
MAHARASHTRA,AMRAVATI,DARYAPUR,1,0,0,0,0,0,1
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,7,8,1,0,1,0,17
MAHARASHTRA,AMRAVATI,DHARNI,6,1,0,0,0,0,7
MAHARASHTRA,AMRAVATI,WARUD,86,0,0,0,0,0,86
MAHARASHTRA,AURANGABAD,AURANGABAD,19,0,2,0,0,0,21
MAHARASHTRA,AURANGABAD,GANAGAPUR,386,73,0,1,4,0,464
MAHARASHTRA,AURANGABAD,KHULDABAD,33,0,0,0,0,0,33
MAHARASHTRA,AURANGABAD,PAITHAN,785,23,0,0,0,0,808
MAHARASHTRA,AURANGABAD,SOEGAON,22,0,1,0,0,0,23
MAHARASHTRA,AURANGABAD,VAIJAPUR,85,5,5,0,0,0,95
MAHARASHTRA,BEED,BEED,6,0,0,0,0,0,6
MAHARASHTRA,BEED,PARLI,2,241,0,3,0,0,246
MAHARASHTRA,BEED,PATODA,0,135,1,0,0,0,136
MAHARASHTRA,BEED,SHIRUR (KASAR),4,0,0,0,0,0,4
MAHARASHTRA,BEED,WADWANI,1,95,1,0,0,0,97
MAHARASHTRA,BHANDARA,BHANDARA,1,19,0,0,0,0,20
MAHARASHTRA,BHANDARA,LAKHANDUR,3,1,0,1,0,6,11
MAHARASHTRA,BHANDARA,LAKHANI,2,1,0,1,0,0,4
MAHARASHTRA,BHANDARA,PAVANI,12,5,0,0,0,0,17
MAHARASHTRA,BHANDARA,SAKOLI,5,0,0,1,0,0,6
MAHARASHTRA,BULDANA,BULDANA,90,0,5,0,0,0,95
MAHARASHTRA,BULDANA,CHIKHLI,165,68,2,1,0,0,236
MAHARASHTRA,BULDANA,LONAR,43,26,0,1,0,0,70
MAHARASHTRA,BULDANA,MEHKAR,8,35,1,0,0,0,44
MAHARASHTRA,BULDANA,MOTALA,6,3,0,0,0,0,9
MAHARASHTRA,BULDANA,NANDURA,2,0,0,0,0,0,2
MAHARASHTRA,BULDANA,SANGRAMPUR,1,1,0,0,0,0,2
MAHARASHTRA,BULDANA,SHEGAON,1,0,0,0,0,0,1
MAHARASHTRA,CHANDRAPUR,BALLARPUR,3,0,1,0,0,0,4
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,0,1,0,0,0,0,1
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,6,2,0,0,0,0,8
MAHARASHTRA,CHANDRAPUR,CHIMUR,0,4,0,1,1,0,6
MAHARASHTRA,CHANDRAPUR,KORPANA,56,1,4,0,0,0,61
MAHARASHTRA,CHANDRAPUR,RAJURA,0,26,0,0,0,0,26
MAHARASHTRA,CHANDRAPUR,SAWALI,0,1,0,0,0,0,1
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,4,27,1,0,1,0,33
MAHARASHTRA,CHANDRAPUR,WARORA,1,0,0,0,0,0,1
MAHARASHTRA,DHULE,DHULE,176,9,4,4,0,25,218
MAHARASHTRA,DHULE,SAKRI,74,35,47,6,3,117,282
MAHARASHTRA,DHULE,SHIRPUR,64,1,0,0,0,71,136
MAHARASHTRA,DHULE,SINDKHEDA,1,0,0,0,0,40,41
MAHARASHTRA,GADCHIROLI,CHAMORSHI,0,0,0,0,4,0,4
MAHARASHTRA,GADCHIROLI,KURKHEDA,5,1,0,0,0,0,6
MAHARASHTRA,GADCHIROLI,SIRONCHA,108,5,4,14,1,0,132
MAHARASHTRA,GONDIYA,A / MORGAON,1,0,0,0,0,0,1
MAHARASHTRA,GONDIYA,AMGAON,24,1,1,0,0,0,26
MAHARASHTRA,GONDIYA,DEVRI,2,0,0,0,1,1,4
MAHARASHTRA,GONDIYA,GONDIYA,37,12,10,3,0,2,64
MAHARASHTRA,GONDIYA,GOREGAON,14,1,0,99,0,0,114
MAHARASHTRA,GONDIYA,SADAK ARJUNI,22,0,5,8,0,0,35
MAHARASHTRA,GONDIYA,SALEKASA,2,0,0,0,0,0,2
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),300,392,2,0,1,0,695
MAHARASHTRA,HINGOLI,BASMATH,185,360,0,0,0,0,545
MAHARASHTRA,HINGOLI,HINGOLI,45,1043,4,0,0,0,1092
MAHARASHTRA,HINGOLI,KALAMNURI,449,23,1,11,0,0,484
MAHARASHTRA,HINGOLI,SENGAON,431,3,1,2,0,0,437
MAHARASHTRA,JALGAON,AMALNER,105,1,1,1,0,0,108
MAHARASHTRA,JALGAON,BHUSAWAL,303,19,1,0,0,0,323
MAHARASHTRA,JALGAON,BODWAD,16,2,0,0,0,0,18
MAHARASHTRA,JALGAON,CHOPDA,66,4,0,6,0,0,76
MAHARASHTRA,JALGAON,DHARANGAON,168,0,2,0,0,0,170
MAHARASHTRA,JALGAON,ERANDOL,32,0,0,0,0,0,32
MAHARASHTRA,JALGAON,JALGAON,5,0,0,0,0,0,5
MAHARASHTRA,JALGAON,JAMNER,16,1,0,0,0,0,17
MAHARASHTRA,JALGAON,RAVER,476,43,32,0,0,0,551
MAHARASHTRA,JALGAON,YAWAL,20,0,0,0,0,0,20
MAHARASHTRA,JALNA,AMBAD,2,0,0,0,0,0,2
MAHARASHTRA,JALNA,BADNAPUR,2,0,0,0,0,0,2
MAHARASHTRA,JALNA,BHOKARDAN,5,0,0,0,0,0,5
MAHARASHTRA,JALNA,GHANSAWANGI,95,0,0,0,0,0,95
MAHARASHTRA,JALNA,JALNA,1,1,48,0,0,0,50
MAHARASHTRA,JALNA,MANTHA,2,0,0,0,0,0,2
MAHARASHTRA,JALNA,PARTUR,7,0,0,0,0,0,7
MAHARASHTRA,KOLHAPUR,AJRA,47,5,9,9,0,0,70
MAHARASHTRA,KOLHAPUR,BHUDARGAD,42,10,3,15,0,0,70
MAHARASHTRA,KOLHAPUR,CHANDGAD,31,12,2,3,0,0,48
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,131,24,1,8,15,6,185
MAHARASHTRA,KOLHAPUR,HATKANANGALE,753,103,11,3,1,0,871
MAHARASHTRA,KOLHAPUR,KAGAL,3,59,1,0,0,0,63
MAHARASHTRA,KOLHAPUR,KARVIR,282,20,6,5,2,0,315
MAHARASHTRA,KOLHAPUR,PANHALA,43,7,1,2,0,0,53
MAHARASHTRA,KOLHAPUR,RADHANAGARI,2,16,0,0,1,0,19
MAHARASHTRA,KOLHAPUR,SHAHUWADI,16,9,6,2,0,0,33
MAHARASHTRA,KOLHAPUR,SHIROL,280,457,50,5,0,0,792
MAHARASHTRA,LATUR,AHMADPUR,107,23,3,5,0,0,138
MAHARASHTRA,LATUR,CHAKUR,497,4,27,19,0,0,547
MAHARASHTRA,LATUR,DEONI,3,22,0,0,0,0,25
MAHARASHTRA,LATUR,NILANGA,44,50,17,2,0,0,113
MAHARASHTRA,LATUR,RENAPUR,2,0,0,0,0,0,2
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,2,102,0,0,0,0,104
MAHARASHTRA,LATUR,UDGIR,43,63,1,0,0,0,107
MAHARASHTRA,NAGPUR,BHIWAPUR,60,162,11,10,0,0,243
MAHARASHTRA,NAGPUR,HINGNA,1,4,0,0,0,0,5
MAHARASHTRA,NAGPUR,KALAMESHWAR,3,2,0,0,0,0,5
MAHARASHTRA,NAGPUR,KAMPTEE,7,0,0,0,0,0,7
MAHARASHTRA,NAGPUR,KUHI,9,12,1,0,0,0,22
MAHARASHTRA,NAGPUR,MOUDA,37,4,3,0,0,0,44
MAHARASHTRA,NAGPUR,NAGPUR RURAL,2,50,0,0,0,0,52
MAHARASHTRA,NAGPUR,NARKHED,70,0,0,3,0,0,73
MAHARASHTRA,NAGPUR,PARSEONI,0,6,0,0,0,0,6
MAHARASHTRA,NAGPUR,RAMTEK,0,8,0,0,0,0,8
MAHARASHTRA,NAGPUR,SAVNER,3,0,0,0,0,0,3
MAHARASHTRA,NAGPUR,UMRED,44,0,0,1,0,1,46
MAHARASHTRA,NANDED,ARDHAPUR,17,201,41,5,0,0,264
MAHARASHTRA,NANDED,BHOKAR,303,0,3,0,0,0,306
MAHARASHTRA,NANDED,BILOLI,335,830,141,32,0,0,1338
MAHARASHTRA,NANDED,DEGLUR,909,111,11,10,0,0,1041
MAHARASHTRA,NANDED,DHARMABAD,18,403,0,0,1,0,422
MAHARASHTRA,NANDED,HADGAON,12,726,0,0,0,0,738
MAHARASHTRA,NANDED,HIMAYATNAGAR,2,511,0,8,0,0,521
MAHARASHTRA,NANDED,KANDHAR,67,18,0,0,0,0,85
MAHARASHTRA,NANDED,KINWAT,258,31,14,3,2,1,309
MAHARASHTRA,NANDED,LOHA,33,78,0,0,0,0,111
MAHARASHTRA,NANDED,MAHOOR,38,0,0,0,0,0,38
MAHARASHTRA,NANDED,MUDKHED,123,100,22,3,0,0,248
MAHARASHTRA,NANDED,MUKHED,133,54,18,3,0,0,208
MAHARASHTRA,NANDED,NAIGAON (KHAIRGAON),70,240,48,0,10,1,369
MAHARASHTRA,NANDED,NANDED,41,521,69,2,1,0,634
MAHARASHTRA,NANDED,UMRI,65,160,11,4,0,0,240
MAHARASHTRA,NANDURBAR,AKKALKUWA,0,0,0,0,1,72,73
MAHARASHTRA,NANDURBAR,AKRANI,0,1,2,1,1,154,159
MAHARASHTRA,NANDURBAR,NANDURBAR,0,0,0,51,2,46,99
MAHARASHTRA,NANDURBAR,NAWAPUR,32,9,0,0,1,118,160
MAHARASHTRA,NANDURBAR,SHAHADE,251,177,11,0,3,166,608
MAHARASHTRA,NANDURBAR,TALODA,311,1075,6,1,3,30,1426
MAHARASHTRA,NASHIK,BAGLAN,0,0,0,0,0,24,24
MAHARASHTRA,NASHIK,CHANDWAD,23,6,10,5,5,28,77
MAHARASHTRA,NASHIK,DEOLA,8,0,0,0,0,0,8
MAHARASHTRA,NASHIK,DINDORI,482,131,99,36,3,0,751
MAHARASHTRA,NASHIK,IGATPURI,9,2,1,0,0,96,108
MAHARASHTRA,NASHIK,KALWAN,80,12,36,15,226,30,399
MAHARASHTRA,NASHIK,MALEGAON,0,248,0,0,1,115,364
MAHARASHTRA,NASHIK,NANDGAON,18,0,2,0,1,79,100
MAHARASHTRA,NASHIK,NASHIK,134,50,1,2,2,19,208
MAHARASHTRA,NASHIK,NIPHAD,993,88,26,2,2,4,1115
MAHARASHTRA,NASHIK,PEINT,0,0,0,0,1,21,22
MAHARASHTRA,NASHIK,SINNAR,50,56,4,0,0,1,111
MAHARASHTRA,NASHIK,TRIMBAKESHWAR,0,0,1,1,6,100,108
MAHARASHTRA,NASHIK,YEOLA,0,0,0,0,0,70,70
MAHARASHTRA,OSMANABAD,BHOOM,98,4,0,0,1,0,103
MAHARASHTRA,OSMANABAD,KALAMB,118,14,0,3,0,0,135
MAHARASHTRA,OSMANABAD,LOHARA,0,13,0,0,0,0,13
MAHARASHTRA,OSMANABAD,OMARGA,104,0,0,0,0,0,104
MAHARASHTRA,OSMANABAD,OSMANABAD,305,295,4,1,2,0,607
MAHARASHTRA,OSMANABAD,PARANDA,67,7,0,0,0,0,74
MAHARASHTRA,OSMANABAD,TULJAPUR,105,91,0,2,3,0,201
MAHARASHTRA,OSMANABAD,WASHI,38,27,0,0,0,0,65
MAHARASHTRA,PARBHANI,GANGAKHED,59,321,5,20,0,0,405
MAHARASHTRA,PARBHANI,JINTUR,209,6,0,1,0,0,216
MAHARASHTRA,PARBHANI,MANWAT,132,1,0,0,0,0,133
MAHARASHTRA,PARBHANI,PALAM,265,1,0,0,0,0,266
MAHARASHTRA,PARBHANI,PARBHANI,50,471,5,4,1,0,531
MAHARASHTRA,PARBHANI,PURNA,31,0,0,0,0,0,31
MAHARASHTRA,PARBHANI,SAILU,270,1,0,0,0,0,271
MAHARASHTRA,PARBHANI,SONPETH,370,0,0,0,0,0,370
MAHARASHTRA,PUNE,AMBEGAON,71,26,6,0,0,0,103
MAHARASHTRA,PUNE,BARAMATI,554,4,0,0,0,0,558
MAHARASHTRA,PUNE,DAUND,163,40,1,0,0,0,204
MAHARASHTRA,PUNE,HAVELI,82,98,1,6,0,0,187
MAHARASHTRA,PUNE,INDAPUR,0,83,0,0,0,0,83
MAHARASHTRA,PUNE,JUNNAR,809,16,1,22,0,0,848
MAHARASHTRA,PUNE,KHED,18,15,0,0,0,0,33
MAHARASHTRA,PUNE,MAWAL,249,66,0,2,5,0,322
MAHARASHTRA,PUNE,MULSHI,67,0,0,1,0,1,69
MAHARASHTRA,PUNE,PURANDHAR,320,30,1,12,0,0,363
MAHARASHTRA,PUNE,SHIRUR,1051,14,2,2,1,0,1070
MAHARASHTRA,PUNE,VELHE,2,0,0,0,0,0,2
MAHARASHTRA,RAIGHAR,ALIBAG,186,52,0,4,2,0,244
MAHARASHTRA,RAIGHAR,MAHAD,18,0,0,1,0,0,19
MAHARASHTRA,RAIGHAR,MANGOAN,18,0,0,0,0,0,18
MAHARASHTRA,RAIGHAR,MHASLA,5,0,0,0,0,0,5
MAHARASHTRA,RAIGHAR,MURUD,27,0,0,0,0,0,27
MAHARASHTRA,RAIGHAR,SHRIVARDHAN,9,12,16,0,0,0,37
MAHARASHTRA,RAIGHAR,SUDHAGAD,0,0,4,3,0,0,7
MAHARASHTRA,RATNAGIRI,CHIPLUN,1,1,0,0,0,0,2
MAHARASHTRA,RATNAGIRI,DAPOLI,4,0,0,0,0,0,4
MAHARASHTRA,SANGLI,ATPADI,77,96,0,0,0,0,173
MAHARASHTRA,SANGLI,JAT,78,427,9,4,2,0,520
MAHARASHTRA,SANGLI,KAVATHE-MAHANKLA,15,469,36,152,42,0,714
MAHARASHTRA,SANGLI,KHANAPUR,39,354,14,6,0,0,413
MAHARASHTRA,SANGLI,MIRAJ,97,663,1,0,1,0,762
MAHARASHTRA,SANGLI,PALUS,12,441,13,0,0,0,466
MAHARASHTRA,SANGLI,SHIRALA,81,145,7,0,0,0,233
MAHARASHTRA,SANGLI,TASGAON,35,878,168,0,1,0,1082
MAHARASHTRA,SANGLI,WALWA,65,928,53,6,10,0,1062
MAHARASHTRA,SATARA,KARAD,565,27,0,0,0,0,592
MAHARASHTRA,SATARA,KHANDALA,80,14,0,0,0,0,94
MAHARASHTRA,SATARA,KHATAV,33,10,0,0,0,0,43
MAHARASHTRA,SATARA,KOREGAON,46,39,0,0,0,0,85
MAHARASHTRA,SATARA,MAHABALESHWAR,14,29,0,0,0,0,43
MAHARASHTRA,SATARA,MAN,109,0,0,0,0,0,109
MAHARASHTRA,SATARA,PATAN,10,0,0,0,0,0,10
MAHARASHTRA,SATARA,PHALTAN,367,0,0,1,1,0,369
MAHARASHTRA,SATARA,SATARA,177,0,0,0,0,0,177
MAHARASHTRA,SINDHUDURGA,DEVGAD,9,0,1,0,0,0,10
MAHARASHTRA,SINDHUDURGA,KANKAVLI,4,0,0,0,0,0,4
MAHARASHTRA,SINDHUDURGA,MALWAN,0,0,0,2,0,0,2
MAHARASHTRA,SINDHUDURGA,VENGURLA,1,0,0,1,0,0,2
MAHARASHTRA,SOLAPUR,AKKALKOT,756,202,21,0,0,1,980
MAHARASHTRA,SOLAPUR,BARSHI,69,239,13,2,0,0,323
MAHARASHTRA,SOLAPUR,KARMALA,237,102,12,3,0,0,354
MAHARASHTRA,SOLAPUR,MADHA,24,90,7,1,0,0,122
MAHARASHTRA,SOLAPUR,MALSHIRAS,194,352,284,2,15,0,847
MAHARASHTRA,SOLAPUR,MANGALVEDHA,17,43,0,0,3,0,63
MAHARASHTRA,SOLAPUR,MOHOL,31,208,69,1,0,0,309
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,95,55,0,2,0,0,152
MAHARASHTRA,SOLAPUR,PANDHARPUR,77,325,27,14,0,0,443
MAHARASHTRA,SOLAPUR,SANGOLA,28,96,7,0,0,0,131
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,89,1051,21,3,0,1,1165
MAHARASHTRA,THANE,DHANU,511,140,26,3,0,0,680
MAHARASHTRA,THANE,MURBAD,3,0,0,0,0,0,3
MAHARASHTRA,THANE,PALGHAR,950,0,0,0,0,0,950
MAHARASHTRA,THANE,SHAHAPUR,2,0,0,0,0,0,2
MAHARASHTRA,THANE,TALASARI,176,5,5,123,0,0,309
MAHARASHTRA,THANE,VIKRAMGAD,50,0,0,2,0,0,52
MAHARASHTRA,THANE,WADA,13,2,0,0,0,0,15
MAHARASHTRA,WARDHA,ARVI,2,1,0,0,0,0,3
MAHARASHTRA,WARDHA,ASHTI,0,0,0,0,2,1,3
MAHARASHTRA,WARDHA,DEOLI,3,0,0,0,0,0,3
MAHARASHTRA,WARDHA,KARANJA,8,0,0,0,0,1,9
MAHARASHTRA,WARDHA,SAMUDRAPUR,53,11,16,1,4,2,87
MAHARASHTRA,WARDHA,SELOO,1,0,0,0,0,0,1
MAHARASHTRA,WARDHA,WARDHA,4,0,0,0,0,0,4
MAHARASHTRA,WASHIM,KARANJA,7,8,1,0,0,0,16
MAHARASHTRA,WASHIM,MALEGAON,8,0,1,0,0,0,9
MAHARASHTRA,WASHIM,MANGRULPIR,3,0,0,0,0,0,3
MAHARASHTRA,WASHIM,MANORA,4,0,0,0,0,0,4
MAHARASHTRA,WASHIM,RISOD,51,15,0,2,0,0,68
MAHARASHTRA,WASHIM,WASHIM,29,0,1,0,0,1,31
MAHARASHTRA,YAVATMAL,BABULGAON,67,24,0,0,1,0,92
MAHARASHTRA,YAVATMAL,DARWHA,1,0,0,0,0,0,1
MAHARASHTRA,YAVATMAL,GHATANJI,34,0,1,1,0,0,36
MAHARASHTRA,YAVATMAL,KALAMB,2,0,0,0,0,0,2
MAHARASHTRA,YAVATMAL,KELAPUR,11,4,0,0,0,0,15
MAHARASHTRA,YAVATMAL,MAREGAON,4,28,3,0,0,0,35
MAHARASHTRA,YAVATMAL,PUSAD,19,0,0,0,0,0,19
MAHARASHTRA,YAVATMAL,RALEGAON,4,6,0,1,0,0,11
MAHARASHTRA,YAVATMAL,WANI,55,242,43,0,0,0,340
MAHARASHTRA,YAVATMAL,YAVATMAL,11,1,1,0,0,0,13
MAHARASHTRA,YAVATMAL,ZARI JAMANI,18,23,161,2,0,0,204
MANIPUR,IMPHAL EAST,IRILBUNG,0,0,0,0,1,0,1
MANIPUR,IMPHAL EAST,SAWOMBUNG,0,0,0,0,2,0,2
MEGHALAYA,WEST GARO HILLS,BETASING,6,0,0,0,0,0,6
MEGHALAYA,WEST GARO HILLS,SELSELLA,20,43,0,0,0,0,63
MEGHALAYA,WEST GARO HILLS,ZIKZAK,6,0,0,0,0,0,6
NAGALAND,DIMAPUR,MEDZIPHEMA,2,0,0,0,0,0,2
ORISSA,ANGUL,ANUGUL,1,0,1,0,0,0,2
ORISSA,ANGUL,KISHOR NAGAR,0,0,1,0,0,0,1
ORISSA,ANGUL,PALALAHADA,7,0,0,0,0,0,7
ORISSA,BALASORE,BAHANAGA,9,580,23,473,197,129,1411
ORISSA,BALASORE,BALASORE,159,38,265,70,6,0,538
ORISSA,BALASORE,BALIAPAL,5,1026,195,575,27,96,1924
ORISSA,BALASORE,BASTA,8,1406,170,349,25,30,1988
ORISSA,BALASORE,BHOGRAI,62,886,266,615,24,358,2211
ORISSA,BALASORE,JALESWAR,158,398,628,210,11,0,1405
ORISSA,BALASORE,KHAIRA,4,428,60,198,298,4,992
ORISSA,BALASORE,NILAGIRI,24,68,38,36,6,0,172
ORISSA,BALASORE,OUPADA,35,35,73,9,6,0,158
ORISSA,BALASORE,REMUNA,226,203,353,101,3,0,886
ORISSA,BALASORE,SIMULIA,21,221,169,200,50,22,683
ORISSA,BALASORE,SORO,70,315,109,225,138,120,977
ORISSA,BARGARH,AMBABHANA,20,86,26,22,1,1,156
ORISSA,BARGARH,ATABIRA,0,6,4,2,0,0,12
ORISSA,BARGARH,BARAPALI,3,4,13,34,0,0,54
ORISSA,BARGARH,BARGARH,16,36,59,18,0,1,130
ORISSA,BARGARH,BHATALI,12,282,110,70,0,0,474
ORISSA,BARGARH,BHEDEN,0,1,0,0,0,0,1
ORISSA,BARGARH,BIJEPUR,0,12,23,20,0,0,55
ORISSA,BARGARH,GAISILAT,3,13,1,14,0,35,66
ORISSA,BARGARH,JHARABANDH,2,71,34,1,1,6,115
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,0,21,7,15,1,0,44
ORISSA,BARGARH,PAIKMAL,0,18,10,12,0,2,42
ORISSA,BARGARH,SOHELA,20,150,98,43,1,0,312
ORISSA,BHADRAK,BANTA,13,329,151,415,43,1,952
ORISSA,BHADRAK,BASUDEBPUR,143,74,207,124,1,4,553
ORISSA,BHADRAK,BHADRAK,2,274,54,323,135,4,792
ORISSA,BHADRAK,BHANDARI POKHARI,2,76,188,263,38,2,569
ORISSA,BHADRAK,DHAMNAGAR,21,250,217,181,9,24,702
ORISSA,BHADRAK,TIHIDI,3,23,11,293,4,0,334
ORISSA,BOLANGIR,AGALPUR,0,7,0,0,0,0,7
ORISSA,BOLANGIR,BALANGIR,0,2,2,0,0,0,4
ORISSA,BOLANGIR,BANGOMUNDA,0,0,1,0,0,0,1
ORISSA,BOLANGIR,DEOGAON,1,13,0,0,0,0,14
ORISSA,BOLANGIR,GUDVELA,5,2,0,0,0,0,7
ORISSA,BOLANGIR,LOISINGHA,0,3,0,0,0,0,3
ORISSA,BOLANGIR,MURIBAHAL,0,0,1,0,0,0,1
ORISSA,BOLANGIR,PATNAGARH,1,0,0,0,0,0,1
ORISSA,BOLANGIR,SAINTALA,0,4,0,1,0,0,5
ORISSA,BOLANGIR,TUREIKELA,4,0,0,1,0,0,5
ORISSA,CUTTACK,ATHAGARH,1,1,0,0,0,0,2
ORISSA,CUTTACK,BADAMBA,0,0,1,0,0,0,1
ORISSA,CUTTACK,BARANGA,22,98,30,157,50,38,395
ORISSA,CUTTACK,CUTTACKSADAR,54,127,36,238,18,0,473
ORISSA,CUTTACK,DAMPADA,2,0,0,0,0,0,2
ORISSA,CUTTACK,KANTAPADA,25,140,150,119,39,74,547
ORISSA,CUTTACK,MAHANGA,133,119,141,121,35,1,550
ORISSA,CUTTACK,NIALI,51,312,193,132,56,63,807
ORISSA,CUTTACK,NISCHINTAKOILI,79,190,276,516,31,0,1092
ORISSA,CUTTACK,SALIPUR,109,192,151,113,99,28,692
ORISSA,CUTTACK,TANGI CHOUDWAR,1,6,7,1,2,0,17
ORISSA,DEOGARH,RIAMAL,0,0,1,0,0,0,1
ORISSA,DHENKANAL,BHUBAN,0,0,1,0,0,0,1
ORISSA,DHENKANAL,KAMAKHYANAGAR,0,0,1,0,0,0,1
ORISSA,DHENKANAL,KANKADAHAD,0,1,2,0,0,0,3
ORISSA,DHENKANAL,SADAR,0,1,2,3,0,1,7
ORISSA,GAJAPATI,GUMMA,0,1,0,0,0,0,1
