-----
{
 "description": "The table refers to block wise distribution of shallow tubewells by type . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.5.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells by type for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.5.csv"
}
-----
State,District,Block,Shallow tubewell,Filter,Borewell,Others,Total
BIHAR,KATIHAR,HASANGANJ,347,65,148,138,698
BIHAR,KATIHAR,KADWA,2545,9,287,109,2950
BIHAR,KATIHAR,KATIHAR,617,1,105,0,723
BIHAR,KATIHAR,KORHA,2030,2,188,579,2799
BIHAR,KATIHAR,KURSELA,463,0,18,0,481
BIHAR,KATIHAR,MANIHARI,1003,22,373,2,1400
BIHAR,KATIHAR,MANSHAHI,530,0,0,0,530
BIHAR,KATIHAR,SAMELI,500,0,0,20,520
BIHAR,KHAGARIA,ALAULI,1875,1,60,1,1937
BIHAR,KHAGARIA,BELDAUR,1420,121,0,0,1541
BIHAR,KHAGARIA,CHAUTHAM,1817,0,0,1,1818
BIHAR,KHAGARIA,GOGRI,1341,0,31,1,1373
BIHAR,KHAGARIA,KHAGARIA,1858,28,7,5,1898
BIHAR,KHAGARIA,MANSI,649,0,0,0,649
BIHAR,KHAGARIA,PARBATTA,1482,1,8,1,1492
BIHAR,KISHANGANJ,BAHADURGANJ,375,1,111,767,1254
BIHAR,KISHANGANJ,DHIGHATBANK,963,0,31,0,994
BIHAR,KISHANGANJ,KISHANGANJ,1453,4,0,0,1457
BIHAR,KISHANGANJ,KOCHADHAMIN,8,0,2,1773,1783
BIHAR,KISHANGANJ,POTHIA,853,0,0,0,853
BIHAR,KISHANGANJ,TERHAGACHH,288,0,0,925,1213
BIHAR,KISHANGANJ,THAKURGANJ,1373,4,7,9,1393
BIHAR,KODARMA,SATGAWAN,206,0,8,0,214
BIHAR,LAKHISARAI,BARAHIYA,657,2,9,2,670
BIHAR,LAKHISARAI,HALSI,1013,0,1,24,1038
BIHAR,LAKHISARAI,LOKHISARAI,1713,0,57,35,1805
BIHAR,LAKHISARAI,PIPARIA,82,0,0,38,120
BIHAR,LAKHISARAI,SURAJGARA,616,112,67,8,803
BIHAR,MADHEPURA,ALAMNAGAR,1341,0,3,1,1345
BIHAR,MADHEPURA,BIHARIGANJ,518,0,0,0,518
BIHAR,MADHEPURA,CHAUSA,1678,0,12,0,1690
BIHAR,MADHEPURA,GAWALPARA,833,1,1,19,854
BIHAR,MADHEPURA,KUMAR KHAND,2400,0,1,2,2403
BIHAR,MADHEPURA,MADHEPURA,2062,1,149,0,2212
BIHAR,MADHEPURA,MURLIGANJ,1662,2,90,0,1754
BIHAR,MADHEPURA,PURAINI,417,1,2,311,731
BIHAR,MADHEPURA,SHANKERPUR,548,0,0,0,548
BIHAR,MADHEPURA,SINGHESWAR,993,0,0,1,994
BIHAR,MADHEPURA,UDA KISHANGANJ,1084,1,40,0,1125
BIHAR,MADHUBANI,ANDHARADATHI,281,0,0,0,281
BIHAR,MADHUBANI,BABUBARHI,542,3,12,11,568
BIHAR,MADHUBANI,BASOPATTI,865,1,1,2,869
BIHAR,MADHUBANI,BENIPATTI,767,1,0,3,771
BIHAR,MADHUBANI,BISFI,840,1,1,2,844
BIHAR,MADHUBANI,GHOGARDIHA,370,0,0,8,378
BIHAR,MADHUBANI,HARLAKHI,312,0,0,0,312
BIHAR,MADHUBANI,JAITYAGAR,1157,9,16,8,1190
BIHAR,MADHUBANI,JHANJHARPUR,626,1,0,8,635
BIHAR,MADHUBANI,KHAJAULI,1424,1,0,13,1438
BIHAR,MADHUBANI,LADANIA,856,0,0,0,856
BIHAR,MADHUBANI,LAKHNAUR,499,0,0,1,500
BIHAR,MADHUBANI,LAUKAHA,230,1,1,3,235
BIHAR,MADHUBANI,LAUKAHI,1175,1,0,0,1176
BIHAR,MADHUBANI,MADHAWAPUR,511,2,0,0,513
BIHAR,MADHUBANI,MADUBANI,445,0,0,27,472
BIHAR,MADHUBANI,MEDEPUR,674,99,23,0,796
BIHAR,MADHUBANI,PANDAUL,1189,3,0,2,1194
BIHAR,MADHUBANI,PHULPARAS,638,0,2,0,640
BIHAR,MADHUBANI,RAJNAGAR,626,71,22,7,726
BIHAR,MUNGER,BARIAPUR,69,0,0,0,69
BIHAR,MUNGER,DHARHARA,256,5,0,0,261
BIHAR,MUNGER,JAMALPUR,89,1,0,0,90
BIHAR,MUNGER,KHARAGPUR,348,3,1,6,358
BIHAR,MUNGER,MUNGER,222,110,20,0,352
BIHAR,MUNGER,SANGRAMPUR,242,3,359,1,605
BIHAR,MUNGER,TARAPUR,929,0,4,1,934
BIHAR,MUNGER,TETIA BUMBER,428,2,0,2,432
BIHAR,MUZAFFARPUR,AURAI,1670,9,1,0,1680
BIHAR,MUZAFFARPUR,BANDRA,1005,0,2,1,1008
BIHAR,MUZAFFARPUR,BOCHAHA,2073,2,15,86,2176
BIHAR,MUZAFFARPUR,GAIGHAT,1438,40,83,0,1561
BIHAR,MUZAFFARPUR,KANTI,2194,0,2,8,2204
BIHAR,MUZAFFARPUR,KATRA,1649,4,2,5,1660
BIHAR,MUZAFFARPUR,KURHANI,3876,25,8,8,3917
BIHAR,MUZAFFARPUR,MINAPUR,3367,1,3,0,3371
BIHAR,MUZAFFARPUR,MORAUL,887,0,0,0,887
BIHAR,MUZAFFARPUR,MOTIPUR,379,11,1,0,391
BIHAR,MUZAFFARPUR,MUSHAHARI,1437,66,120,2,1625
BIHAR,MUZAFFARPUR,PAROO,2261,5,1,0,2267
BIHAR,MUZAFFARPUR,SAHEBGANJ,2038,112,3,0,2153
BIHAR,MUZAFFARPUR,SAKRA,3401,0,2,0,3403
BIHAR,MUZAFFARPUR,SARAIYA,2583,2,0,8,2593
BIHAR,NALANDA,ASTHAWAN,923,1,1,0,925
BIHAR,NALANDA,BEN,307,41,90,4,442
BIHAR,NALANDA,BIHARSARIF,549,1,149,5,704
BIHAR,NALANDA,BIND,667,3,124,33,827
BIHAR,NALANDA,CHANDI,729,24,260,1,1014
BIHAR,NALANDA,EKANGARSARAI,752,1,258,3,1014
BIHAR,NALANDA,GIRIAK,873,1,75,1,950
BIHAR,NALANDA,HARNAUT,1008,38,80,107,1233
BIHAR,NALANDA,HILSA,1394,211,124,25,1754
BIHAR,NALANDA,ISLAMPUR,709,18,443,0,1170
BIHAR,NALANDA,KARAI PARSURAI,702,1,17,0,720
BIHAR,NALANDA,KATRISARAI,347,0,0,0,347
BIHAR,NALANDA,NAGAR NAUSA,1021,30,1,0,1052
BIHAR,NALANDA,NOORSARAI,102,22,2,11,137
BIHAR,NALANDA,PARWALPUR,196,0,138,6,340
BIHAR,NALANDA,RAHUI,654,38,38,250,980
BIHAR,NALANDA,RAJGIR,586,105,150,1,842
BIHAR,NALANDA,SARMERA,1045,12,73,7,1137
BIHAR,NALANDA,SILAO,492,21,133,4,650
BIHAR,NALANDA,THARTHARI,234,47,90,0,371
BIHAR,NAWADA,AKBARPUR,1973,15,54,66,2108
BIHAR,NAWADA,GOBINDPUR,571,7,2,0,580
BIHAR,NAWADA,HISUA,805,12,0,0,817
BIHAR,NAWADA,KANWAKOL,567,25,88,0,680
BIHAR,NAWADA,KASHICHOK,151,114,4,0,269
BIHAR,NAWADA,MESKAUR,566,0,53,0,619
BIHAR,NAWADA,NARDIGANJ,1140,5,0,0,1145
BIHAR,NAWADA,NARHAT,1250,15,17,1,1283
BIHAR,NAWADA,NAWADA,1926,14,101,0,2041
BIHAR,NAWADA,PAKRIWARAMA,1634,23,1,2,1660
BIHAR,NAWADA,RAJANLI,1207,6,60,2,1275
BIHAR,NAWADA,ROH,1118,11,6,2,1137
BIHAR,NAWADA,SIRDOLA,885,1,41,34,961
BIHAR,NAWADA,WARSHALAGANJ,1106,219,1,0,1326
BIHAR,PAKUR,MAHESHPUR,156,0,0,0,156
BIHAR,PAKUR,PAKUR,45,0,0,0,45
BIHAR,PATNA,ATHMAL GOLA,527,1,0,0,528
BIHAR,PATNA,BAKHTIARPUR,866,3,314,1,1184
BIHAR,PATNA,BARH,893,79,3,1,976
BIHAR,PATNA,BELCHI,618,1,1,0,620
BIHAR,PATNA,BIHTA,1751,0,32,0,1783
BIHAR,PATNA,BIKRAM,836,2,0,11,849
BIHAR,PATNA,DANAPUR,261,15,420,8,704
BIHAR,PATNA,DANIAWAN,210,0,46,0,256
BIHAR,PATNA,DHANARUA,1794,18,879,164,2855
BIHAR,PATNA,DULHAN BAZAR,614,1,18,0,633
BIHAR,PATNA,FATUHA,816,3,0,2,821
BIHAR,PATNA,GHOSWARI,539,0,0,0,539
BIHAR,PATNA,KHUSRUPUR,488,263,45,0,796
BIHAR,PATNA,MANER,784,1,35,3,823
BIHAR,PATNA,MASAURHI,1582,11,210,0,1803
BIHAR,PATNA,MOKAMAH,583,3,136,3,725
BIHAR,PATNA,NAUBATPUR,1630,23,16,0,1669
BIHAR,PATNA,PALIGANJ,1185,0,166,0,1351
BIHAR,PATNA,PANDARAK,854,2,1,0,857
BIHAR,PATNA,PATNA SADAR,437,77,35,10,559
BIHAR,PATNA,PHULWARISARIF,871,9,77,19,976
BIHAR,PATNA,PUNPUN,1081,1,49,0,1131
BIHAR,PATNA,SAMPATCHAK,918,0,93,0,1011
BIHAR,PURNIA,AMOUR,1976,95,1,2,2074
BIHAR,PURNIA,BAISA,1951,0,0,0,1951
BIHAR,PURNIA,BAISI,1690,0,0,0,1690
BIHAR,PURNIA,BAMNANKHI,2443,34,5,2,2484
BIHAR,PURNIA,BARAHARAKOTHI,970,1,0,0,971
BIHAR,PURNIA,BHAWANIPUR,1684,0,0,2,1686
BIHAR,PURNIA,DAGARUA,1420,0,110,51,1581
BIHAR,PURNIA,DHAMDAHA,1607,0,13,5,1625
BIHAR,PURNIA,JALALGARH,944,0,0,1,945
BIHAR,PURNIA,KASBA,1240,2,59,0,1301
BIHAR,PURNIA,KRITYANANDNAGAR,2739,3,4,0,2746
BIHAR,PURNIA,PURNIA EAST,1418,14,10,201,1643
BIHAR,PURNIA,RUPAULI,2250,0,321,8,2579
BIHAR,PURNIA,SOINAGAR,800,4,1,3,808
BIHAR,RANCHI,BERO,3,0,0,0,3
BIHAR,RANCHI,MANDAR,76,0,0,0,76
BIHAR,RANCHI,TAMAR,0,2,0,0,2
BIHAR,RANCHI,TORPA,9,0,0,0,9
BIHAR,ROHTAS,AKORHIGOLA,466,231,109,0,806
BIHAR,ROHTAS,BIKRAMGANJ,375,17,208,236,836
BIHAR,ROHTAS,CHENARI,331,9,91,0,431
BIHAR,ROHTAS,DAWATH,385,1,0,2,388
BIHAR,ROHTAS,DEHRI,1817,6,111,1,1935
BIHAR,ROHTAS,DINARA,1301,20,363,6,1690
BIHAR,ROHTAS,KARAKAT,753,15,31,9,808
BIHAR,ROHTAS,KARGHAHAR,2487,122,196,1,2806
BIHAR,ROHTAS,KUCHAI,476,97,774,0,1347
BIHAR,ROHTAS,NASHRIGANJ,373,50,64,0,487
BIHAR,ROHTAS,NAWHATTA,29,0,0,15,44
BIHAR,ROHTAS,NOKHA,517,1,9,1,528
BIHAR,ROHTAS,RAJPUR,229,0,85,0,314
BIHAR,ROHTAS,ROHTAS,333,3,232,0,568
BIHAR,ROHTAS,SANJHANLI,290,0,30,1,321
BIHAR,ROHTAS,SASARAM,747,0,202,0,949
BIHAR,ROHTAS,SHEOSAGAR,844,1,66,0,911
BIHAR,ROHTAS,SURJPURA,179,1,29,0,209
BIHAR,ROHTAS,TELAUTHU,1626,0,303,2,1931
BIHAR,SAHARSA,BANMA ITAHARI,365,0,0,1,366
BIHAR,SAHARSA,KAHRA,1019,0,0,0,1019
BIHAR,SAHARSA,MAHISHI,1052,0,3,1,1056
BIHAR,SAHARSA,NAUHATTA,1279,0,0,1,1280
BIHAR,SAHARSA,PATARGHAT,548,0,0,0,548
BIHAR,SAHARSA,SALAKHUA,848,0,0,0,848
BIHAR,SAHARSA,SATTAR KATAIYA,1844,0,0,0,1844
BIHAR,SAHARSA,SAUR BAZAR,953,0,0,0,953
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,873,1,0,3,877
BIHAR,SAHARSA,SONBARSA,1019,0,0,1,1020
BIHAR,SAHEBGANJ,BARHAIT,1,0,0,0,1
BIHAR,SAHEBGANJ,BARHARWA,56,0,0,0,56
BIHAR,SAHEBGANJ,MANDRO,1,1,0,0,2
BIHAR,SAHEBGANJ,RAJMAHAL,185,0,40,1,226
BIHAR,SAHEBGANJ,SAHEBGANJ,699,1,0,0,700
BIHAR,SAHEBGANJ,UDHUWA,778,0,1,0,779
BIHAR,SAMASTIPUR,BIBHUTIPUR,2758,0,1,3,2762
BIHAR,SAMASTIPUR,BITHAN,932,18,1,19,970
BIHAR,SAMASTIPUR,DALSINGHSARAI,1671,0,1,0,1672
BIHAR,SAMASTIPUR,HASANPUR,1149,40,110,281,1580
BIHAR,SAMASTIPUR,KALYANPUR,2516,92,0,1,2609
BIHAR,SAMASTIPUR,KHANPUR,1131,16,6,4,1157
BIHAR,SAMASTIPUR,MOHANPUR,299,31,0,0,330
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,1165,1,0,3,1169
BIHAR,SAMASTIPUR,MORWA,1707,0,3,2,1712
BIHAR,SAMASTIPUR,PATORI,740,395,1,0,1136
BIHAR,SAMASTIPUR,PUSA,941,164,22,3,1130
BIHAR,SAMASTIPUR,ROSERA,1128,0,96,46,1270
BIHAR,SAMASTIPUR,SAMASTIPUR,1781,1,21,0,1803
BIHAR,SAMASTIPUR,SARAIRANJAN,1676,0,1,0,1677
BIHAR,SAMASTIPUR,SHIWAJINAGAR,1569,0,0,2,1571
BIHAR,SAMASTIPUR,SINGHIYA,896,3,16,0,915
BIHAR,SAMASTIPUR,TAJPUR,29,0,159,1355,1543
BIHAR,SAMASTIPUR,UJIARPUR,1887,0,271,132,2290
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,1405,5,0,3,1413
BIHAR,SAMASTIPUR,WARISNAGAR,1109,21,1,0,1131
BIHAR,SARAN,AMNOUR,1900,1,3,1,1905
BIHAR,SARAN,BANIAPUR,702,2,4,7,715
BIHAR,SARAN,CHAPRA,943,0,1,0,944
BIHAR,SARAN,DARIYAPUR,1976,1,1,74,2052
BIHAR,SARAN,DIGHWARA,623,81,0,0,704
BIHAR,SARAN,EKMA,1438,0,0,0,1438
BIHAR,SARAN,GARKHA,1730,44,13,27,1814
BIHAR,SARAN,ISUAPUR,966,2,75,2,1045
BIHAR,SARAN,JALALPUR,1299,22,201,1,1523
BIHAR,SARAN,LAHLADPUR JANTA BAZA,205,0,111,1,317
BIHAR,SARAN,MAKER,586,9,2,4,601
BIHAR,SARAN,MANJHI,1752,7,2,23,1784
BIHAR,SARAN,MARHAURA,2393,3,4,1,2401
BIHAR,SARAN,MASARAKH,1660,1,2,11,1674
BIHAR,SARAN,NAGRA,821,20,5,0,846
BIHAR,SARAN,PANAPUR,1033,3,0,1,1037
BIHAR,SARAN,PARSA,1285,7,30,0,1322
BIHAR,SARAN,RIVILGANJ,515,0,0,5,520
BIHAR,SARAN,SONEPUR,714,0,21,2,737
BIHAR,SARAN,TARAIYA,1011,0,0,1,1012
BIHAR,SHEIKHPURA,ARIARI,1296,13,0,2,1311
BIHAR,SHEIKHPURA,BARBIGHA,1127,0,7,0,1134
BIHAR,SHEIKHPURA,CHEBARA,981,1,0,0,982
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,278,0,0,0,278
BIHAR,SHEIKHPURA,SHEIKHPURA,932,0,1,83,1016
BIHAR,SHEIKHPURA,SHEKHOPURSARAI,625,0,0,0,625
BIHAR,SHEOHAR,DUMARI KATSARI,476,0,0,0,476
BIHAR,SHEOHAR,PIPRAHI,900,0,24,1,925
BIHAR,SHEOHAR,PURNAHIA,682,0,0,0,682
BIHAR,SHEOHAR,SHEOHAR,1387,0,0,1,1388
BIHAR,SHEOHAR,TARIYANI,985,0,0,0,985
BIHAR,SINGHBHUM EAST,BAHARAGORA,706,6,98,1,811
BIHAR,SINGHBHUM EAST,CHAKULIA,459,2,0,2,463
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,4,0,0,0,4
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,0,7,0,4,11
BIHAR,SINGHBHUM WEST,SARAIKELA,4,0,0,0,4
BIHAR,SITAMARHI,BAIRBANJYA,826,0,0,0,826
BIHAR,SITAMARHI,BAJAPATTI,701,0,0,0,701
BIHAR,SITAMARHI,BATHNAHA,2286,0,0,6,2292
BIHAR,SITAMARHI,BELSAND,639,0,0,0,639
BIHAR,SITAMARHI,BOKHARA,457,79,0,0,536
BIHAR,SITAMARHI,CHURAUT,250,0,0,0,250
BIHAR,SITAMARHI,DUMRA,1307,60,0,0,1367
BIHAR,SITAMARHI,MEJARGANJ,929,2,0,0,931
BIHAR,SITAMARHI,NANPUR,742,10,0,1,753
BIHAR,SITAMARHI,PARIHAR,465,0,0,7,472
BIHAR,SITAMARHI,PARSAUNI,646,0,0,1,647
BIHAR,SITAMARHI,PUPARI,577,0,0,0,577
BIHAR,SITAMARHI,RIGA,967,0,0,1,968
BIHAR,SITAMARHI,RUNISAIDPUR,1764,8,4,6,1782
BIHAR,SITAMARHI,SONBARSA,1006,4,0,1,1011
BIHAR,SITAMARHI,SUPPI,944,0,0,0,944
BIHAR,SITAMARHI,SURSAND,206,3,0,7,216
BIHAR,SIWAN,ANDAR,1643,0,0,0,1643
BIHAR,SIWAN,BARHARIA,2225,172,0,1,2398
BIHAR,SIWAN,BASANTPUR,593,0,107,1,701
BIHAR,SIWAN,BHAGWANPUR GHAT,1714,0,0,0,1714
BIHAR,SIWAN,DARAULI,1923,1,0,2,1926
BIHAR,SIWAN,DARAUNDHA,1821,20,0,275,2116
BIHAR,SIWAN,GORAIKOTHI,1204,43,5,49,1301
BIHAR,SIWAN,GUTHANI,1448,1,0,0,1449
BIHAR,SIWAN,HUSSAINGANJ,1547,1,225,0,1773
BIHAR,SIWAN,LAKRI NABIGANJ,958,7,29,1,995
BIHAR,SIWAN,MAHRAJGANJ,1694,2,1,2,1699
BIHAR,SIWAN,MAIRWA,1958,0,0,3,1961
BIHAR,SIWAN,PACHRUKHI,2130,7,1,8,2146
BIHAR,SIWAN,RAGHUNATHPUR,1503,0,62,1,1566
BIHAR,SIWAN,SISWAN,1593,0,1,2,1596
BIHAR,SIWAN,SIWAN,1891,1,0,1,1893
BIHAR,SUPAUL,BASANTPUR,1171,0,12,70,1253
BIHAR,SUPAUL,CHHATAPUR,878,0,240,69,1187
BIHAR,SUPAUL,KISHANPUR,1665,0,3,0,1668
BIHAR,SUPAUL,MARAUNA,879,0,0,199,1078
BIHAR,SUPAUL,NIRMALI,313,0,0,117,430
BIHAR,SUPAUL,PIPRA,1685,2,6,8,1701
BIHAR,SUPAUL,PRATAPGANJ,597,0,0,0,597
BIHAR,SUPAUL,RAGHOPUR,634,0,6,0,640
BIHAR,SUPAUL,SUPAUL,2836,0,21,21,2878
BIHAR,SUPAUL,TRIBANIGANJ,1674,2,229,1,1906
BIHAR,VAISHALI,BHAGWANPUR,1219,0,27,18,1264
BIHAR,VAISHALI,BIDUPUR,821,198,161,95,1275
BIHAR,VAISHALI,CHEHRALALA,795,1,0,2,798
BIHAR,VAISHALI,GORAUL,932,0,0,0,932
BIHAR,VAISHALI,HAJIPUR,1585,63,40,28,1716
BIHAR,VAISHALI,JANDAHA,1799,58,0,9,1866
BIHAR,VAISHALI,LALGANJ,1445,10,5,3,1463
BIHAR,VAISHALI,MAHNAR,645,0,9,83,737
BIHAR,VAISHALI,MAHUA,2398,1,5,1,2405
BIHAR,VAISHALI,PATEHRIBELSAR,629,0,0,0,629
BIHAR,VAISHALI,PATEPUR,2734,4,33,1,2772
BIHAR,VAISHALI,PREMRAJ,615,49,0,0,664
BIHAR,VAISHALI,RAGHOPUR,1114,12,0,95,1221
BIHAR,VAISHALI,RAJAPAKAR,920,5,19,69,1013
BIHAR,VAISHALI,SAHDAI BUZURG,1445,0,5,7,1457
BIHAR,VAISHALI,VAISHALI,1224,0,0,0,1224
GOA,NORTH GOA,SATARI,8,5,7,0,20
GOA,SOUTH GOA,CANACONA,1,0,2,1,4
GOA,SOUTH GOA,MORMUGAO,0,0,2,0,2
GOA,SOUTH GOA,SANGUEM,0,2,0,0,2
HARYANA,AMBALA,AMBALA,5301,8,3,70,5382
HARYANA,AMBALA,BARARA,3013,2,0,7,3022
HARYANA,AMBALA,NARAINGARH,6069,24,68,179,6340
HARYANA,BHIWANI,BAWANI KHERA,1190,139,0,12,1341
HARYANA,BHIWANI,BHIWANI KHERA,3884,500,68,358,4810
HARYANA,BHIWANI,DADRI,4032,1658,3180,19,8889
HARYANA,BHIWANI,LOHARU,1226,189,1231,0,2646
HARYANA,BHIWANI,TOSHAM,663,21,101,1,786
HARYANA,FARIDABAD,BALLABHGARH,6412,22,56,29,6519
HARYANA,FARIDABAD,FARIDABAD,4897,57,7,115,5076
HARYANA,FARIDABAD,HATHIN,2620,43,4,27,2694
HARYANA,FARIDABAD,HODAL,1008,66,0,16,1090
HARYANA,FARIDABAD,PALWAL,9510,613,32,71,10226
HARYANA,GURGAON,FEROZEPUR JHARIKA,3428,7,36,2,3473
HARYANA,GURGAON,GURGAON,10118,117,141,1,10377
HARYANA,GURGAON,NUH,9376,20,113,17,9526
HARYANA,GURGAON,PUNHANA,5285,70,8,1,5364
HARYANA,HISAR,ADAMPUR,1915,136,4,6,2061
HARYANA,HISAR,FATEHABAD,9348,157,31,49,9585
HARYANA,HISAR,HANSI I,7089,372,4,15,7480
HARYANA,HISAR,HISAR I,10362,612,78,71,11123
HARYANA,HISAR,NARNAUND,1478,5,115,183,1781
HARYANA,HISAR,RATIA,5338,24,2,107,5471
HARYANA,HISAR,TOHANA,7696,44,9,122,7871
HARYANA,JIND,JIND,10614,36,41,107,10798
HARYANA,JIND,NARWANA,10005,347,190,26,10568
HARYANA,JIND,SAFIDON,8025,204,93,31,8353
HARYANA,KAITHAL,GUHALA,10630,290,537,130,11587
HARYANA,KAITHAL,KAITHAL,18564,137,466,211,19378
HARYANA,KARNAL,ASANDH,7430,187,26,129,7772
HARYANA,KARNAL,GHARAUNDA,11591,426,176,140,12333
HARYANA,KARNAL,INDRI,8788,326,520,113,9747
HARYANA,KARNAL,KARNAL,13532,464,353,166,14515
HARYANA,KARNAL,NILOKHERI,7670,14,129,122,7935
HARYANA,KURUKSHETRA,PEHOWA,11053,85,18,86,11242
HARYANA,KURUKSHETRA,SHAHBAD,5896,245,107,41,6289
HARYANA,KURUKSHETRA,THANESAR,17269,483,445,179,18376
HARYANA,MEHANDERGARH,MAHENDERGARH,10998,259,2441,152,13850
HARYANA,MEHANDERGARH,NARNAUL,9648,225,286,221,10380
HARYANA,PANCHKULA,KALKA,453,0,0,3,456
HARYANA,PANCHKULA,PANCHKULA,726,1,0,0,727
HARYANA,PANIPAT,PANIPAT,15729,314,1989,211,18243
HARYANA,PANIPAT,SMALKHA,7097,176,768,66,8107
HARYANA,RIWARI,BAWAL,3390,150,9,40,3589
HARYANA,RIWARI,NAHAR,4078,209,114,55,4456
HARYANA,RIWARI,RIWARI,14152,122,661,278,15213
HARYANA,ROHTAK,BAHADURGARH,7740,419,271,73,8503
HARYANA,ROHTAK,BERI,3232,145,5,6,3388
HARYANA,ROHTAK,JHAJJAR,21643,294,580,223,22740
HARYANA,ROHTAK,MEHAM,4906,82,41,27,5056
HARYANA,ROHTAK,ROHTAK,10487,228,30,223,10968
HARYANA,SIRSA,DABWALI,4772,56,15,20,4863
HARYANA,SIRSA,ELLENABAD,2056,0,2,11,2069
HARYANA,SIRSA,RANIA,2003,1,1,15,2020
HARYANA,SIRSA,SIRSA,14748,697,204,121,15770
HARYANA,SONIPAT,GANAUR,3285,14,16,21,3336
HARYANA,SONIPAT,GOHANA,8016,368,211,100,8695
HARYANA,SONIPAT,KATHURA,9858,135,223,75,10291
HARYANA,SONIPAT,SONIPAT,12561,558,371,318,13808
HARYANA,YAMUNA NAGAR,CHHACHHROLI,7993,951,147,64,9155
HARYANA,YAMUNA NAGAR,JAGADARI,16326,178,114,167,16785
HIMACHAL PRADESH,Bilaspur,Bilaspur Sadar,0,0,0,1,1
HIMACHAL PRADESH,Bilaspur,Naina Devi,21,0,0,0,21
HIMACHAL PRADESH,Hamirpur,Barsar,3,0,0,0,3
HIMACHAL PRADESH,Hamirpur,Bhoranj,5,0,0,0,5
HIMACHAL PRADESH,Hamirpur,Hamirpur,3,1,0,0,4
HIMACHAL PRADESH,Kangra,Dera Gopipur,10,0,0,0,10
HIMACHAL PRADESH,Kangra,Fatehpur,7,0,22,0,29
HIMACHAL PRADESH,Kangra,Indora,243,1,17,0,261
HIMACHAL PRADESH,Kangra,Jaisinghpur,5,0,0,0,5
HIMACHAL PRADESH,Kangra,Jawali,3,0,0,0,3
HIMACHAL PRADESH,Kangra,Palampur,0,1,0,0,1
HIMACHAL PRADESH,Mandi,Baldwara,4,0,0,0,4
HIMACHAL PRADESH,Mandi,Mandi,60,1,12,0,73
HIMACHAL PRADESH,Mandi,Sundarnagar,2,0,0,0,2
HIMACHAL PRADESH,Sirmaur,Nahan,1,0,0,1,2
HIMACHAL PRADESH,Sirmaur,Paonta Sahib,170,0,5,0,175
HIMACHAL PRADESH,Solan,Nalagarh,79,0,5,1,85
HIMACHAL PRADESH,Una,Amb,94,0,18,0,112
HIMACHAL PRADESH,Una,Bangana,2,0,0,0,2
HIMACHAL PRADESH,Una,Haroli,164,0,1,0,165
HIMACHAL PRADESH,Una,Una,589,16,56,0,661
JAMMU & KASHMIR,Budgam,Budgam,1,,,,1
JAMMU & KASHMIR,Jammu,Akhnoor,1,,,,1
JAMMU & KASHMIR,Jammu,Bishna,445,,,,445
JAMMU & KASHMIR,Jammu,Jammu,11,,,,11
JAMMU & KASHMIR,Jammu,R.S.Pora,391,,,,391
JAMMU & KASHMIR,Jammu,Samba,220,,,,220
JAMMU & KASHMIR,Kathua,Hiranagar,205,,,,205
JAMMU & KASHMIR,Kathua,Kathua,22,,,,22
JAMMU & KASHMIR,Kupwara,Kupwara,11,,,,11
JAMMU & KASHMIR,Srinagar,Srinagar,6,,,,6
KARNATAKA,BANGALORE RURAL,CHANNAPATNA,20,5,99,0,124
KARNATAKA,BANGALORE RURAL,DEVANAHALLI,183,25,734,140,1082
KARNATAKA,BANGALORE RURAL,DODDABALLAPUR,283,11,1162,100,1556
KARNATAKA,BANGALORE RURAL,HOSAKOTE,334,30,431,42,837
KARNATAKA,BANGALORE RURAL,KANAKAPURA,410,18,844,49,1321
KARNATAKA,BANGALORE RURAL,MAGADI,358,8,367,7,740
KARNATAKA,BANGALORE RURAL,NELAMANGALA,547,41,602,119,1309
KARNATAKA,BANGALORE RURAL,RAMANAGARA,112,6,478,14,610
KARNATAKA,BANGALORE URBAN,ANEKAL,46,0,0,0,46
KARNATAKA,BANGALORE URBAN,BANGALORE NORTH,264,117,690,39,1110
KARNATAKA,BANGALORE URBAN,BANGALORE SOUTH,143,8,765,266,1182
KARNATAKA,BELGAUM,ATHNI,208,197,165,2,572
KARNATAKA,BELGAUM,BELGAUM,778,2,577,0,1357
KARNATAKA,BELGAUM,CHIKODI,45,5,517,4,571
KARNATAKA,BELGAUM,GOKAK,86,128,325,23,562
KARNATAKA,BELGAUM,HUKKERI,76,6,197,0,279
KARNATAKA,BELGAUM,KHANAPUR,70,4,545,2,621
KARNATAKA,BELGAUM,PARASGAD,301,3,619,10,933
KARNATAKA,BELGAUM,RAMDURG,23,3,32,0,58
KARNATAKA,BELGAUM,RAYBAG,6,0,71,0,77
