-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes by Status", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Sinking,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
MAHARASHTRA,WASHIM,MALEGAON,275,0,0,0,0,0,0,275
MAHARASHTRA,WASHIM,MANGRULPIR,197,0,0,0,0,0,0,197
MAHARASHTRA,WASHIM,MANORA,365,43,6,0,7,1,57,422
MAHARASHTRA,WASHIM,RISOD,237,0,0,0,0,0,0,237
MAHARASHTRA,WASHIM,WASHIM,276,0,0,0,0,0,0,276
MAHARASHTRA,YAVATMAL,ARNI,554,0,0,0,0,0,0,554
MAHARASHTRA,YAVATMAL,BABULGAON,125,1,0,0,0,0,1,126
MAHARASHTRA,YAVATMAL,DARWHA,489,0,0,0,0,0,0,489
MAHARASHTRA,YAVATMAL,DIGRAS,448,0,0,0,0,0,0,448
MAHARASHTRA,YAVATMAL,GHATANJI,658,3,0,0,0,0,3,661
MAHARASHTRA,YAVATMAL,KALAMB,116,0,0,0,0,0,0,116
MAHARASHTRA,YAVATMAL,KELAPUR,413,0,0,0,0,0,0,413
MAHARASHTRA,YAVATMAL,MAHAGAON,188,0,0,0,0,0,0,188
MAHARASHTRA,YAVATMAL,MAREGAON,193,0,0,0,0,0,0,193
MAHARASHTRA,YAVATMAL,NER,70,0,0,0,0,0,0,70
MAHARASHTRA,YAVATMAL,PUSAD,731,6,0,0,0,0,6,737
MAHARASHTRA,YAVATMAL,RALEGAON,317,0,0,8,0,3,11,328
MAHARASHTRA,YAVATMAL,WANI,732,7,1,0,1,1,10,742
MAHARASHTRA,YAVATMAL,YAVATMAL,288,0,0,0,0,0,0,288
MAHARASHTRA,YAVATMAL,ZARI JAMANI,367,0,0,0,0,0,0,367
MANIPUR,IMPHAL EAST,IRILBUNG,2,0,0,0,0,0,0,2
MANIPUR,IMPHAL EAST,SAWOMBUNG,5,0,0,0,0,0,0,5
MANIPUR,IMPHAL WEST,HAORANG SABAL,2,0,0,0,0,0,0,2
MANIPUR,IMPHAL WEST,WANGOI,16,0,0,0,0,0,0,16
MANIPUR,THOUBAL,KAKCHING,5,0,0,0,0,0,0,5
MANIPUR,THOUBAL,THOUBAL,14,0,0,0,0,0,0,14
MEGHALAYA,EAST GARO HILLS,SAMANDA,1,1,0,0,0,0,1,2
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,2,0,0,0,0,0,0,2
MEGHALAYA,JAINTIA HILLS,LASKEIN,1,0,0,0,0,0,0,1
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,1,0,0,0,0,0,0,1
MEGHALAYA,WEST GARO HILLS,BETASING,3,1,0,0,0,0,1,4
MEGHALAYA,WEST GARO HILLS,DALU,0,0,0,0,0,1,1,1
MIZORAM,CHAMPHAI,KHAWZAWL,17,0,0,0,0,0,0,17
MIZORAM,KOLASIB,THINGDAWL,27,0,0,0,0,0,0,27
MIZORAM,MAMIT,REIEK,1,1,0,0,0,0,1,2
MIZORAM,SERCHHIP,EAST LUNGDAR,170,0,0,0,0,0,0,170
NAGALAND,DIMAPUR,DHANSIRI,1,0,0,0,2,4,6,7
NAGALAND,DIMAPUR,KUHUBOTO,10,3,0,0,0,1,4,14
NAGALAND,DIMAPUR,MEDZIPHEMA,3,8,0,1,3,0,12,15
NAGALAND,DIMAPUR,NIULAND,1,1,0,0,0,0,1,2
ORISSA,ANGUL,ANUGUL,178,3,0,0,0,7,10,188
ORISSA,ANGUL,ATHAMALLIK,29,21,0,0,0,1,22,51
ORISSA,ANGUL,BANRAPALA,39,2,0,0,0,1,3,42
ORISSA,ANGUL,CHHENDIPADA,21,10,0,0,0,2,12,33
ORISSA,ANGUL,KANIHA,52,3,2,1,16,0,22,74
ORISSA,ANGUL,KISHOR NAGAR,12,7,1,0,0,3,11,23
ORISSA,ANGUL,PALALAHADA,131,7,0,0,0,4,11,142
ORISSA,ANGUL,TALACHERA,18,11,0,0,0,1,12,30
ORISSA,BALASORE,BAHANAGA,0,0,3,0,5,0,8,8
ORISSA,BALASORE,BALASORE,2,5,0,5,0,6,16,18
ORISSA,BALASORE,BALIAPAL,28,3,0,1,0,0,4,32
ORISSA,BALASORE,BASTA,30,12,0,7,2,0,21,51
ORISSA,BALASORE,BHOGRAI,59,23,1,0,0,1,25,84
ORISSA,BALASORE,JALESWAR,11,27,0,1,12,1,41,52
ORISSA,BALASORE,KHAIRA,4,0,0,0,0,1,1,5
ORISSA,BALASORE,NILAGIRI,2,18,0,1,0,2,21,23
ORISSA,BALASORE,OUPADA,0,4,2,0,0,0,6,6
ORISSA,BALASORE,REMUNA,42,21,0,0,1,0,22,64
ORISSA,BALASORE,SIMULIA,5,8,0,0,0,0,8,13
ORISSA,BALASORE,SORO,17,16,2,1,3,4,26,43
ORISSA,BARGARH,AMBABHANA,30,1,0,1,2,1,5,35
ORISSA,BARGARH,ATABIRA,57,2,0,0,0,1,3,60
ORISSA,BARGARH,BARAPALI,22,13,0,0,0,0,13,35
ORISSA,BARGARH,BARGARH,146,8,0,1,0,2,11,157
ORISSA,BARGARH,BHATALI,169,40,0,0,1,0,41,210
ORISSA,BARGARH,BHEDEN,178,16,0,0,0,1,17,195
ORISSA,BARGARH,BIJEPUR,68,14,0,0,0,0,14,82
ORISSA,BARGARH,GAISILAT,33,11,1,0,0,3,15,48
ORISSA,BARGARH,JHARABANDH,32,10,0,2,1,0,13,45
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,50,17,0,2,1,1,21,71
ORISSA,BARGARH,PAIKMAL,111,46,3,0,3,7,59,170
ORISSA,BARGARH,SOHELA,56,18,0,0,0,4,22,78
ORISSA,BHADRAK,BANTA,23,1,0,0,0,0,1,24
ORISSA,BHADRAK,BASUDEBPUR,34,46,0,0,0,1,47,81
ORISSA,BHADRAK,BHADRAK,44,1,1,0,0,2,4,48
ORISSA,BHADRAK,BHANDARI POKHARI,0,4,2,1,3,0,10,10
ORISSA,BHADRAK,CHANDABALI,301,7,0,0,0,0,7,308
ORISSA,BHADRAK,DHAMNAGAR,126,99,5,3,5,2,114,240
ORISSA,BHADRAK,TIHIDI,106,4,0,0,0,1,5,111
ORISSA,BOLANGIR,AGALPUR,24,12,0,0,1,0,13,37
ORISSA,BOLANGIR,BALANGIR,142,21,0,1,1,0,23,165
ORISSA,BOLANGIR,BANGOMUNDA,14,0,0,0,0,0,0,14
ORISSA,BOLANGIR,BELAPARA,87,0,0,0,0,0,0,87
ORISSA,BOLANGIR,DEOGAON,148,10,19,0,70,2,101,249
ORISSA,BOLANGIR,GUDVELA,86,10,0,0,0,0,10,96
ORISSA,BOLANGIR,KHAPRAKHOL,166,11,0,0,1,1,13,179
ORISSA,BOLANGIR,LOISINGHA,102,4,0,0,0,0,4,106
ORISSA,BOLANGIR,MURIBAHAL,3,0,0,0,0,20,20,23
ORISSA,BOLANGIR,PATNAGARH,110,181,0,0,0,0,181,291
ORISSA,BOLANGIR,PUINTALA,72,3,100,0,1,0,104,176
ORISSA,BOLANGIR,SAINTALA,138,8,0,0,0,0,8,146
ORISSA,BOLANGIR,TITILAGARH,44,0,0,0,0,0,0,44
ORISSA,BOLANGIR,TUREIKELA,5,3,0,0,0,0,3,8
ORISSA,BOUDH,BOUDH,44,9,0,0,0,0,9,53
ORISSA,BOUDH,HARABHANGA,6,12,0,1,5,0,18,24
ORISSA,BOUDH,KANTAMAL,50,31,0,0,0,0,31,81
ORISSA,CUTTACK,ATHAGARH,86,0,0,0,0,0,0,86
ORISSA,CUTTACK,BADAMBA,15,28,2,0,0,6,36,51
ORISSA,CUTTACK,BANKI,47,4,0,0,0,0,4,51
ORISSA,CUTTACK,BARANGA,56,8,0,0,0,0,8,64
ORISSA,CUTTACK,CUTTACKSADAR,150,50,0,4,2,0,56,206
ORISSA,CUTTACK,DAMPADA,83,1,0,0,0,0,1,84
ORISSA,CUTTACK,KANTAPADA,310,2,0,0,0,0,2,312
ORISSA,CUTTACK,MAHANGA,196,31,1,0,14,8,54,250
ORISSA,CUTTACK,NARASINGHPUR,21,12,0,0,4,3,19,40
ORISSA,CUTTACK,NIALI,908,5,0,0,0,0,5,913
ORISSA,CUTTACK,NISCHINTAKOILI,234,13,0,0,0,0,13,247
ORISSA,CUTTACK,SALIPUR,329,6,0,0,1,1,8,337
ORISSA,CUTTACK,TANGI CHOUDWAR,66,31,1,0,4,1,37,103
ORISSA,CUTTACK,TIGIRIA,15,8,0,0,0,0,8,23
ORISSA,DEOGARH,BARAKOTE,137,7,0,0,0,0,7,144
ORISSA,DEOGARH,RIAMAL,345,156,1,0,0,0,157,502
ORISSA,DEOGARH,TILEIBANI,66,7,0,0,0,0,7,73
ORISSA,DHENKANAL,BHUBAN,48,4,0,0,0,0,4,52
ORISSA,DHENKANAL,GANDIA,58,17,0,0,2,5,24,82
ORISSA,DHENKANAL,HINDOL,47,6,1,0,0,12,19,66
ORISSA,DHENKANAL,KAMAKHYANAGAR,21,13,1,0,3,1,18,39
ORISSA,DHENKANAL,KANKADAHAD,54,6,0,0,0,0,6,60
ORISSA,DHENKANAL,ODAPADA,34,28,2,0,0,19,49,83
ORISSA,DHENKANAL,PARJANG,17,8,2,0,2,3,15,32
ORISSA,DHENKANAL,SADAR,44,9,0,1,1,3,14,58
ORISSA,GAJAPATI,GUMMA,28,0,0,0,7,0,7,35
ORISSA,GAJAPATI,KASINAGAR,39,0,0,0,0,0,0,39
ORISSA,GAJAPATI,MOHANA,16,2,0,0,0,6,8,24
ORISSA,GAJAPATI,NUAGADA,0,1,0,0,0,0,1,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,70,8,0,0,0,6,14,84
ORISSA,GAJAPATI,R.UDAYGIRI,2,5,0,0,1,0,6,8
ORISSA,GAJAPATI,RAYAGADA,4,6,0,0,0,16,22,26
ORISSA,GANJAM,ASKA,183,5,0,0,2,0,7,190
ORISSA,GANJAM,BELLAGUNTHA,19,4,0,0,0,0,4,23
ORISSA,GANJAM,BHANJANAGAR,42,4,0,2,2,0,8,50
ORISSA,GANJAM,BUGUDA,31,5,0,0,0,2,7,38
ORISSA,GANJAM,CHHATRAPUR,25,9,0,0,0,0,9,34
ORISSA,GANJAM,CHIKETI,41,3,0,0,0,0,3,44
ORISSA,GANJAM,DHARAKOTE,87,8,6,3,5,2,24,111
ORISSA,GANJAM,DIGAPAHANDI,367,14,0,0,0,1,15,382
ORISSA,GANJAM,GANJAM,33,2,0,4,0,0,6,39
ORISSA,GANJAM,HINJILICUT,16,4,0,0,7,11,22,38
ORISSA,GANJAM,JAGANNATHPRASAD,28,49,0,3,0,1,53,81
ORISSA,GANJAM,KABISURYANAGAR,56,1,2,0,0,0,3,59
ORISSA,GANJAM,KHALLIKOTE,12,0,0,0,0,0,0,12
ORISSA,GANJAM,KODALA,19,0,0,0,0,0,0,19
ORISSA,GANJAM,KUKUDAHANDI,2,3,2,9,5,0,19,21
ORISSA,GANJAM,PATRAPUR,19,6,1,2,4,15,28,47
ORISSA,GANJAM,POLASARA,37,6,0,0,0,1,7,44
ORISSA,GANJAM,PURUSOTTAMPUR,45,17,0,0,0,0,17,62
ORISSA,GANJAM,RANGEILUNDA,17,4,0,0,1,0,5,22
ORISSA,GANJAM,SANAKHEMUNDI,71,17,5,0,1,1,24,95
ORISSA,GANJAM,SHERAGAD,34,98,0,21,0,0,119,153
ORISSA,GANJAM,SORADA,70,24,3,2,0,11,40,110
ORISSA,JAGATSINGHPUR,BALIKUDA,10,16,1,2,3,0,22,32
ORISSA,JAGATSINGHPUR,BIRIDI,2,1,0,0,0,0,1,3
ORISSA,JAGATSINGHPUR,ERASAMA,11,2,0,0,0,5,7,18
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,2,0,0,0,0,0,0,2
ORISSA,JAGATSINGHPUR,KUJANG,10,3,0,0,0,5,8,18
ORISSA,JAGATSINGHPUR,NAUGAON,0,0,0,0,0,1,1,1
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,1,1,0,0,0,0,1,2
ORISSA,JAGATSINGHPUR,TIRTOL,5,11,0,0,6,0,17,22
ORISSA,JAJAPUR,BADACHANA,66,57,1,7,4,0,69,135
ORISSA,JAJAPUR,BARI,36,32,1,0,11,1,45,81
ORISSA,JAJAPUR,BINJHARPUR,31,14,0,0,0,0,14,45
ORISSA,JAJAPUR,DANAGADI,26,3,0,0,1,4,8,34
ORISSA,JAJAPUR,DASARATHPUR,155,0,0,0,0,0,0,155
ORISSA,JAJAPUR,DHARMASALA,294,44,1,0,0,3,48,342
ORISSA,JAJAPUR,JAJPUR,60,1,0,0,1,0,2,62
ORISSA,JAJAPUR,KOREI,1,0,0,0,0,0,0,1
ORISSA,JAJAPUR,RASULPUR,0,1,0,0,0,0,1,1
ORISSA,JAJAPUR,SUKINDA,15,14,0,0,0,0,14,29
ORISSA,JHARSUGUDA,JHARSUGUDA,31,11,4,4,7,0,26,57
ORISSA,JHARSUGUDA,KIRMIRA,129,3,0,0,0,0,3,132
ORISSA,JHARSUGUDA,KOLABIRA,54,34,0,0,0,0,34,88
ORISSA,JHARSUGUDA,LAIKERA,146,1,0,0,0,0,1,147
ORISSA,JHARSUGUDA,LAKHANPUR,141,7,0,3,0,0,10,151
ORISSA,KALAHANDI,BHAWANIPATANA,30,10,1,0,0,0,11,41
ORISSA,KALAHANDI,DHARMGAD,9,16,0,0,0,0,16,25
ORISSA,KALAHANDI,GOLAMUNDA,2,26,0,3,0,0,29,31
ORISSA,KALAHANDI,JAIPATNA,0,4,0,2,0,0,6,6
ORISSA,KALAHANDI,JUNAGAD,26,28,2,0,1,0,31,57
ORISSA,KALAHANDI,KALAMPUR,39,0,0,0,0,3,3,42
ORISSA,KALAHANDI,KARLAMUNDA,3,0,0,0,0,0,0,3
ORISSA,KALAHANDI,KESINGA,92,0,0,0,0,0,0,92
ORISSA,KALAHANDI,KOKASARA,7,3,0,0,0,0,3,10
ORISSA,KALAHANDI,LANJIGARH,18,13,0,2,0,1,16,34
ORISSA,KALAHANDI,MADANPUR RAMAPUR,37,9,0,0,0,0,9,46
ORISSA,KALAHANDI,NARLA,45,11,1,1,1,14,28,73
ORISSA,KANDHAMAL,BALIGUDA,1,7,0,0,0,0,7,8
ORISSA,KANDHAMAL,CHAKAPAD,2,7,0,0,2,2,11,13
ORISSA,KANDHAMAL,DARINGBADI,0,1,0,0,0,0,1,1
ORISSA,KANDHAMAL,FIRINGIA,32,2,0,0,0,1,3,35
ORISSA,KANDHAMAL,G.UDAYAGIRI,5,0,0,0,1,5,6,11
ORISSA,KANDHAMAL,KHAJURIPADA,2,11,0,0,0,3,14,16
ORISSA,KANDHAMAL,KOTAGARH,1,3,0,0,0,2,5,6
ORISSA,KANDHAMAL,NUAGAON,1,9,0,1,2,3,15,16
ORISSA,KANDHAMAL,PHULBANI,13,11,0,0,5,1,17,30
ORISSA,KANDHAMAL,RAIKIA,5,2,0,0,0,2,4,9
ORISSA,KANDHAMAL,TIKABALI,4,0,0,3,0,7,10,14
ORISSA,KANDHAMAL,TUMUDIBANDHA,4,2,0,0,0,6,8,12
ORISSA,KENDRAPARA,AUL,281,102,1,1,12,8,124,405
ORISSA,KENDRAPARA,DERABISHI,65,14,0,0,0,2,16,81
ORISSA,KENDRAPARA,GARADPUR,56,21,3,1,6,11,42,98
ORISSA,KENDRAPARA,KENDRAPADA,31,33,2,0,0,1,36,67
ORISSA,KENDRAPARA,MAHAKALPADA,160,34,12,1,3,30,80,240
ORISSA,KENDRAPARA,MARSHAGHAI,70,73,0,1,0,5,79,149
ORISSA,KENDRAPARA,PATTAMUNDAI,220,42,0,8,8,10,68,288
ORISSA,KENDRAPARA,RAJKANIKA,324,149,3,1,1,2,156,480
ORISSA,KENDRAPARA,RAJNAGAR,222,113,0,0,0,2,115,337
ORISSA,KEONJHAR,ANANDPUR,37,3,0,0,3,2,8,45
ORISSA,KEONJHAR,BANSPAL,71,12,3,1,4,4,24,95
ORISSA,KEONJHAR,CHAMPUA,184,5,0,7,0,30,42,226
ORISSA,KEONJHAR,GHASIPURA,45,6,0,0,2,7,15,60
ORISSA,KEONJHAR,GHATAGAON,57,1,0,0,0,1,2,59
ORISSA,KEONJHAR,HARICHANDANPUR,159,2,0,0,0,1,3,162
ORISSA,KEONJHAR,HATADIHI,96,9,0,0,3,1,13,109
ORISSA,KEONJHAR,JHUMPURA,199,2,0,1,0,3,6,205
ORISSA,KEONJHAR,JODA,36,9,0,0,0,2,11,47
ORISSA,KEONJHAR,KEONJHAR SADAR,211,5,0,0,0,1,6,217
ORISSA,KEONJHAR,PATANA,90,4,0,0,0,1,5,95
ORISSA,KEONJHAR,SAHARPADA,50,4,0,0,0,3,7,57
ORISSA,KEONJHAR,TELKOI,135,14,0,0,2,0,16,151
ORISSA,KHURDA,BALIANTA,17,0,0,0,0,0,0,17
ORISSA,KHURDA,BANAPUR,35,10,1,1,0,6,18,53
ORISSA,KHURDA,BEGUNIA,95,3,0,1,0,0,4,99
ORISSA,KHURDA,BHUBANESWAR,36,1,0,0,0,2,3,39
ORISSA,KHURDA,BOLAGARH,20,13,0,10,3,0,26,46
ORISSA,KHURDA,CHILIKA,6,3,0,0,0,3,6,12
ORISSA,KHURDA,JATANI,21,6,0,0,0,0,6,27
ORISSA,KHURDA,KHURDA,34,5,0,4,0,0,9,43
ORISSA,KHURDA,TANGI,141,43,0,0,9,0,52,193
ORISSA,KORAPUT,BANDHUGAON,30,19,0,0,0,0,19,49
ORISSA,KORAPUT,BOIPARIGUDA,263,14,0,4,1,5,24,287
ORISSA,KORAPUT,BORIGUMMA,808,4,0,0,0,12,16,824
ORISSA,KORAPUT,DASAMANTAPUR,3,1,0,0,0,1,2,5
ORISSA,KORAPUT,JEYPORE,94,1,0,0,2,0,3,97
ORISSA,KORAPUT,KORAPUT,33,7,0,1,0,3,11,44
ORISSA,KORAPUT,KOTPAD,283,3,0,0,0,0,3,286
ORISSA,KORAPUT,KUNDURA,332,6,0,0,0,0,6,338
ORISSA,KORAPUT,LAMTAPUT,9,1,0,0,0,0,1,10
ORISSA,KORAPUT,LAXMIPUR,14,3,1,0,0,1,5,19
ORISSA,KORAPUT,NANDAPUR,12,0,0,0,0,0,0,12
ORISSA,KORAPUT,NARAYANAPATNA,10,7,0,0,0,1,8,18
ORISSA,KORAPUT,POTANGI,2,0,0,0,0,0,0,2
ORISSA,KORAPUT,SEMILIGUDA,13,0,0,0,0,0,0,13
ORISSA,MALKANAGIRI,KALIMELA,15,2,0,0,0,1,3,18
ORISSA,MALKANAGIRI,KHAIRPUT,4,4,0,3,0,0,7,11
ORISSA,MALKANAGIRI,KORKONDA,60,2,0,1,0,0,3,63
ORISSA,MALKANAGIRI,KUDUMULUGUMMA,4,1,0,0,0,0,1,5
ORISSA,MALKANAGIRI,MALKANGIRI,11,2,0,0,0,0,2,13
ORISSA,MALKANAGIRI,MATHILI,34,4,0,0,2,0,6,40
ORISSA,MALKANAGIRI,PODIA,5,3,0,0,0,4,7,12
ORISSA,MAYURBHANJA,BADASAHI,82,15,0,0,5,7,27,109
ORISSA,MAYURBHANJA,BAHALADA,5,0,0,0,0,1,1,6
ORISSA,MAYURBHANJA,BANGIRIPOSI,217,6,0,0,0,0,6,223
ORISSA,MAYURBHANJA,BARIPADA,115,12,0,4,0,2,18,133
ORISSA,MAYURBHANJA,BETANATI,74,10,0,0,2,10,22,96
ORISSA,MAYURBHANJA,BIJATALA,18,0,0,0,0,0,0,18
ORISSA,MAYURBHANJA,BISOI,21,0,0,0,0,0,0,21
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,169,9,0,2,0,6,17,186
ORISSA,MAYURBHANJA,JAMADA,112,1,0,1,1,2,5,117
ORISSA,MAYURBHANJA,JASIPUR,34,6,0,1,1,4,12,46
ORISSA,MAYURBHANJA,KAPTIPADA,9,6,0,0,0,4,10,19
ORISSA,MAYURBHANJA,KARANJIA,13,13,0,0,0,9,22,35
ORISSA,MAYURBHANJA,KHUNTA,115,2,0,0,0,0,2,117
ORISSA,MAYURBHANJA,KULIANA,135,3,0,0,0,1,4,139
ORISSA,MAYURBHANJA,KUSUMI,62,1,0,0,1,2,4,66
ORISSA,MAYURBHANJA,MURUDA,92,3,0,0,2,2,7,99
ORISSA,MAYURBHANJA,RARUAN,19,17,0,0,0,0,17,36
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,40,7,0,0,1,4,12,52
ORISSA,MAYURBHANJA,RIRANGAPUR,79,4,0,0,1,0,5,84
ORISSA,MAYURBHANJA,SAMAKHUNTA,111,18,3,1,1,5,28,139
ORISSA,MAYURBHANJA,SARASAKANA,91,0,1,0,0,4,5,96
ORISSA,MAYURBHANJA,SUKRULI,16,9,0,0,0,0,9,25
ORISSA,MAYURBHANJA,SULIAPADA,269,11,0,0,0,0,11,280
ORISSA,MAYURBHANJA,THAKURMUNDA,3,3,0,0,0,0,3,6
ORISSA,MAYURBHANJA,TIRING,7,2,0,0,0,1,3,10
ORISSA,MAYURBHANJA,UDALA,66,5,0,0,0,1,6,72
ORISSA,NAWARANGAPUR,CHANDAHANDI,26,2,3,0,0,0,5,31
ORISSA,NAWARANGAPUR,DABUGAON,324,21,0,0,2,3,26,350
ORISSA,NAWARANGAPUR,JHARIGAON,173,14,0,0,1,1,16,189
ORISSA,NAWARANGAPUR,KOSAGUMUDA,256,34,1,0,0,0,35,291
ORISSA,NAWARANGAPUR,NANDAHANDI,219,2,0,2,0,2,6,225
ORISSA,NAWARANGAPUR,NAWARANGPUR,122,7,0,0,0,0,7,129
ORISSA,NAWARANGAPUR,PAPADAHANDI,441,15,0,3,0,0,18,459
ORISSA,NAWARANGAPUR,RAIGHAR,154,0,0,0,0,0,0,154
ORISSA,NAWARANGAPUR,TENTULIKHUNTI,112,0,0,0,0,1,1,113
ORISSA,NAWARANGAPUR,UMARKOTE,241,1,0,2,6,0,9,250
ORISSA,NAYAGARH,BHAPUR,16,12,3,1,0,4,20,36
ORISSA,NAYAGARH,GANIA,6,4,0,0,1,0,5,11
ORISSA,NAYAGARH,KHANDAPARA,11,18,0,0,4,2,24,35
ORISSA,NAYAGARH,NAYAGARH,2,2,0,0,0,1,3,5
ORISSA,NAYAGARH,NUAGAON,13,2,0,0,0,4,6,19
ORISSA,NAYAGARH,ODAGAON,35,0,0,0,4,1,5,40
ORISSA,NAYAGARH,RANAPUR,63,11,0,0,3,1,15,78
ORISSA,NUAPADA,BODEN,2,7,0,0,0,0,7,9
ORISSA,NUAPADA,KHARIAR,65,11,0,0,0,0,11,76
ORISSA,NUAPADA,KOMANA,21,24,0,0,0,0,24,45
ORISSA,NUAPADA,NUAPADA,16,6,0,0,0,0,6,22
ORISSA,NUAPADA,SINAPALI,38,7,0,4,1,1,13,51
ORISSA,PURI,ASTARANG,127,0,0,0,0,0,0,127
ORISSA,PURI,BRAHMAGIRI,325,416,0,23,1,1,441,766
ORISSA,PURI,DELANGA,276,9,0,0,0,0,9,285
ORISSA,PURI,GOP,450,11,0,0,0,0,11,461
ORISSA,PURI,KAKATPUR,263,1,0,0,0,0,1,264
ORISSA,PURI,KANAS,399,170,2,0,0,5,177,576
ORISSA,PURI,KRISHNAPRASAD,50,0,0,0,0,0,0,50
ORISSA,PURI,NIMAPARA,60,31,5,26,80,29,171,231
ORISSA,PURI,PIPILI,278,40,3,94,99,0,236,514
ORISSA,PURI,PURISADAR,903,125,0,0,1,0,126,1029
ORISSA,PURI,SATYABADI,493,365,91,0,0,0,456,949
ORISSA,RAYAGADA,BISAMCUTTACK,21,7,0,0,2,6,15,36
ORISSA,RAYAGADA,CHANDRAPUR,2,0,0,0,0,0,0,2
ORISSA,RAYAGADA,GUDARI,72,3,1,0,0,3,7,79
ORISSA,RAYAGADA,GUNUPUR,34,3,1,0,1,6,11,45
ORISSA,RAYAGADA,K.SINGPUR,26,1,0,1,2,1,5,31
ORISSA,RAYAGADA,KASHIPUR,9,1,0,0,5,0,6,15
ORISSA,RAYAGADA,KOLNARA,27,7,0,0,4,0,11,38
ORISSA,RAYAGADA,MUNIGUDA,36,3,0,0,0,2,5,41
ORISSA,RAYAGADA,PADMAPUR,20,7,1,2,1,3,14,34
ORISSA,RAYAGADA,RAMNAGUDA,45,4,0,0,4,0,8,53
ORISSA,RAYAGADA,RAYAGADA,124,16,1,0,8,6,31,155
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,74,0,0,0,0,3,3,77
ORISSA,SAMBALPUR,GOVINDAPUR,393,3,0,2,0,2,7,400
ORISSA,SAMBALPUR,JAMANKIRA,174,2,0,0,0,1,3,177
ORISSA,SAMBALPUR,JUJUMURA,192,4,0,1,0,3,8,200
ORISSA,SAMBALPUR,KUCHINDA,335,10,0,0,0,3,13,348
ORISSA,SAMBALPUR,MANESWAR,116,3,0,0,0,3,6,122
ORISSA,SAMBALPUR,NAKTIDEUL,50,7,0,1,0,0,8,58
ORISSA,SAMBALPUR,RAIRAKHOLA,24,2,0,0,0,4,6,30
ORISSA,SAMBALPUR,RENGALI,11,0,0,0,0,1,1,12
ORISSA,SONEPUR,BINIKA,68,0,0,0,0,0,0,68
ORISSA,SONEPUR,BIRMAHARAJPUR,38,3,0,0,4,0,7,45
ORISSA,SONEPUR,DUNGURIPALI,38,8,0,0,0,1,9,47
ORISSA,SONEPUR,SONEPUR,23,0,0,0,0,0,0,23
ORISSA,SONEPUR,TARAVA,29,0,0,0,0,0,0,29
ORISSA,SONEPUR,ULLUNDA,61,33,0,0,0,0,33,94
ORISSA,SUNDARGARH,BADAGAON,42,22,0,1,2,13,38,80
ORISSA,SUNDARGARH,BALISANKARA,18,11,0,0,0,20,31,49
ORISSA,SUNDARGARH,BISHRA,78,2,0,0,0,0,2,80
ORISSA,SUNDARGARH,BONAI,57,0,1,0,0,0,1,58
ORISSA,SUNDARGARH,GURUNDIA,31,8,0,0,0,0,8,39
ORISSA,SUNDARGARH,HEMAGIRI,47,4,0,0,1,11,16,63
ORISSA,SUNDARGARH,KOIDA,11,8,0,0,0,2,10,21
ORISSA,SUNDARGARH,KUANRAMUNDA,81,35,0,0,1,8,44,125
ORISSA,SUNDARGARH,KUTRA,78,12,0,0,3,2,17,95
ORISSA,SUNDARGARH,LAHUNIPADA,22,10,1,0,0,2,13,35
ORISSA,SUNDARGARH,LATHIKATA,29,9,0,0,0,9,18,47
ORISSA,SUNDARGARH,LEPHRIPADA,107,9,0,2,0,8,19,126
ORISSA,SUNDARGARH,NUAGAON,171,11,0,0,1,0,12,183
ORISSA,SUNDARGARH,RAJAGANGAPUR,39,14,0,0,0,15,29,68
ORISSA,SUNDARGARH,SUBDEGA,40,14,0,0,1,10,25,65
ORISSA,SUNDARGARH,SUNDARGARH,79,29,0,1,0,6,36,115
ORISSA,SUNDARGARH,TANGARPALI,36,16,0,0,1,8,25,61
PONDICHERRY,KARAIKAL,TRPATTINAM,6,0,0,0,0,0,0,6
PONDICHERRY,PONDICHERRY,VILLIANUR,1,0,0,0,0,0,0,1
PUNJAB,AMRITSER,VERKA,21,0,0,0,0,0,0,21
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,37,0,0,0,0,0,0,37
PUNJAB,GURDASPUR,DHARKALAN,10,1,0,0,0,0,1,11
PUNJAB,GURDASPUR,PATHANKOT,10,0,0,0,0,0,0,10
PUNJAB,HOSHIARPUR,TALWARA,5,0,0,0,0,0,0,5
