-----
{
 "description": "The table refers to Block wise Construction of Surface Lift Schemes over the years. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.1.csv", 
 "title": "Download CSV for Blockwise Construction of Surface Lift Schemes over the years", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.1.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Upto 1993-94,During 1994-95,During 1995-96,During 1996-97,During 1997-98,During 1998-99,During 1999-00,During 2000-01,Total (1994-01)
ORISSA,KORAPUT,KUNDURA,296,20,4,4,9,3,2,0,338
ORISSA,KORAPUT,LAMTAPUT,4,1,0,1,0,4,0,0,10
ORISSA,KORAPUT,LAXMIPUR,9,1,1,0,2,0,4,2,19
ORISSA,KORAPUT,NANDAPUR,2,0,2,1,0,5,0,2,12
ORISSA,KORAPUT,NARAYANAPATNA,16,0,1,1,0,0,0,0,18
ORISSA,KORAPUT,POTANGI,1,0,0,0,0,1,0,0,2
ORISSA,KORAPUT,SEMILIGUDA,11,0,0,0,2,0,0,0,13
ORISSA,MALKANAGIRI,KALIMELA,6,2,3,6,1,0,0,0,18
ORISSA,MALKANAGIRI,KHAIRPUT,4,0,0,0,3,1,3,0,11
ORISSA,MALKANAGIRI,KORKONDA,24,14,5,1,5,4,10,0,63
ORISSA,MALKANAGIRI,KUDUMULUGUMMA,2,0,0,1,0,1,1,0,5
ORISSA,MALKANAGIRI,MALKANGIRI,1,3,1,1,4,2,1,0,13
ORISSA,MALKANAGIRI,MATHILI,14,10,4,4,6,2,0,0,40
ORISSA,MALKANAGIRI,PODIA,4,0,0,0,2,6,0,0,12
ORISSA,MAYURBHANJA,BADASAHI,85,0,4,5,5,5,0,5,109
ORISSA,MAYURBHANJA,BAHALADA,3,0,0,0,0,1,0,2,6
ORISSA,MAYURBHANJA,BANGIRIPOSI,99,7,4,8,6,62,28,9,223
ORISSA,MAYURBHANJA,BARIPADA,102,1,5,2,7,4,3,9,133
ORISSA,MAYURBHANJA,BETANATI,67,1,1,3,6,14,1,3,96
ORISSA,MAYURBHANJA,BIJATALA,13,2,0,0,0,0,3,0,18
ORISSA,MAYURBHANJA,BISOI,12,0,0,0,0,1,2,6,21
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,125,2,3,20,28,7,0,1,186
ORISSA,MAYURBHANJA,JAMADA,114,0,2,0,0,0,1,0,117
ORISSA,MAYURBHANJA,JASIPUR,37,0,2,1,4,1,0,1,46
ORISSA,MAYURBHANJA,KAPTIPADA,15,4,0,0,0,0,0,0,19
ORISSA,MAYURBHANJA,KARANJIA,27,1,0,0,2,0,2,3,35
ORISSA,MAYURBHANJA,KHUNTA,74,0,2,4,7,28,1,1,117
ORISSA,MAYURBHANJA,KULIANA,48,16,13,27,15,12,5,3,139
ORISSA,MAYURBHANJA,KUSUMI,38,10,12,5,0,0,0,1,66
ORISSA,MAYURBHANJA,MURUDA,81,2,1,0,9,1,4,1,99
ORISSA,MAYURBHANJA,RARUAN,28,2,0,1,1,1,3,0,36
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,27,1,4,2,8,7,2,1,52
ORISSA,MAYURBHANJA,RIRANGAPUR,55,1,1,2,0,2,1,22,84
ORISSA,MAYURBHANJA,SAMAKHUNTA,104,10,4,6,1,2,2,10,139
ORISSA,MAYURBHANJA,SARASAKANA,59,3,5,9,8,4,3,5,96
ORISSA,MAYURBHANJA,SUKRULI,22,0,3,0,0,0,0,0,25
ORISSA,MAYURBHANJA,SULIAPADA,103,13,26,33,29,49,11,16,280
ORISSA,MAYURBHANJA,THAKURMUNDA,5,0,0,0,0,0,1,0,6
ORISSA,MAYURBHANJA,TIRING,6,1,0,0,1,0,1,1,10
ORISSA,MAYURBHANJA,UDALA,16,9,24,8,8,7,0,0,72
ORISSA,NAWARANGAPUR,CHANDAHANDI,23,0,2,0,0,0,6,0,31
ORISSA,NAWARANGAPUR,DABUGAON,328,2,4,1,6,4,3,2,350
ORISSA,NAWARANGAPUR,JHARIGAON,147,7,19,11,2,1,0,2,189
ORISSA,NAWARANGAPUR,KOSAGUMUDA,209,69,4,4,0,0,0,5,291
ORISSA,NAWARANGAPUR,NANDAHANDI,58,28,29,34,23,21,22,10,225
ORISSA,NAWARANGAPUR,NAWARANGPUR,115,2,1,5,3,1,2,0,129
ORISSA,NAWARANGAPUR,PAPADAHANDI,364,9,12,7,21,8,9,29,459
ORISSA,NAWARANGAPUR,RAIGHAR,97,33,0,1,6,11,6,0,154
ORISSA,NAWARANGAPUR,TENTULIKHUNTI,61,47,1,0,0,0,4,0,113
ORISSA,NAWARANGAPUR,UMARKOTE,196,38,12,1,1,1,1,0,250
ORISSA,NAYAGARH,BHAPUR,32,0,0,4,0,0,0,0,36
ORISSA,NAYAGARH,GANIA,9,0,0,0,0,2,0,0,11
ORISSA,NAYAGARH,KHANDAPARA,30,0,0,2,1,0,2,0,35
ORISSA,NAYAGARH,NAYAGARH,2,1,1,0,0,0,0,1,5
ORISSA,NAYAGARH,NUAGAON,18,0,1,0,0,0,0,0,19
ORISSA,NAYAGARH,ODAGAON,33,0,3,3,1,0,0,0,40
ORISSA,NAYAGARH,RANAPUR,58,10,3,1,3,0,3,0,78
ORISSA,NUAPADA,BODEN,7,1,0,0,1,0,0,0,9
ORISSA,NUAPADA,KHARIAR,42,3,9,5,3,8,4,2,76
ORISSA,NUAPADA,KOMANA,38,1,1,2,3,0,0,0,45
ORISSA,NUAPADA,NUAPADA,21,1,0,0,0,0,0,0,22
ORISSA,NUAPADA,SINAPALI,42,3,2,2,1,1,0,0,51
ORISSA,PURI,ASTARANG,113,4,0,3,2,2,3,0,127
ORISSA,PURI,BRAHMAGIRI,750,1,0,3,7,0,0,5,766
ORISSA,PURI,DELANGA,197,3,5,5,25,18,15,17,285
ORISSA,PURI,GOP,127,14,3,0,1,1,21,294,461
ORISSA,PURI,KAKATPUR,248,3,2,4,2,2,3,0,264
ORISSA,PURI,KANAS,410,43,21,14,15,11,38,24,576
ORISSA,PURI,KRISHNAPRASAD,36,4,1,2,7,0,0,0,50
ORISSA,PURI,NIMAPARA,161,34,17,12,6,1,0,0,231
ORISSA,PURI,PIPILI,370,27,20,35,36,19,2,5,514
ORISSA,PURI,PURISADAR,855,59,25,35,18,14,7,16,1029
ORISSA,PURI,SATYABADI,867,2,3,8,0,0,0,69,949
ORISSA,RAYAGADA,BISAMCUTTACK,22,3,2,1,5,0,0,3,36
ORISSA,RAYAGADA,CHANDRAPUR,2,0,0,0,0,0,0,0,2
ORISSA,RAYAGADA,GUDARI,63,6,2,0,0,2,2,4,79
ORISSA,RAYAGADA,GUNUPUR,42,0,0,0,1,1,1,0,45
ORISSA,RAYAGADA,K.SINGPUR,29,0,1,1,0,0,0,0,31
ORISSA,RAYAGADA,KASHIPUR,13,1,1,0,0,0,0,0,15
ORISSA,RAYAGADA,KOLNARA,32,3,0,0,1,1,1,0,38
ORISSA,RAYAGADA,MUNIGUDA,23,5,1,4,6,2,0,0,41
ORISSA,RAYAGADA,PADMAPUR,33,0,1,0,0,0,0,0,34
ORISSA,RAYAGADA,RAMNAGUDA,48,1,1,2,0,1,0,0,53
ORISSA,RAYAGADA,RAYAGADA,77,11,16,11,12,7,3,18,155
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,57,7,2,2,2,1,1,5,77
ORISSA,SAMBALPUR,GOVINDAPUR,226,111,7,44,3,2,6,1,400
ORISSA,SAMBALPUR,JAMANKIRA,130,14,12,11,2,3,3,2,177
ORISSA,SAMBALPUR,JUJUMURA,128,30,10,8,9,9,4,2,200
ORISSA,SAMBALPUR,KUCHINDA,179,44,10,7,27,27,24,30,348
ORISSA,SAMBALPUR,MANESWAR,93,14,1,1,5,5,1,2,122
ORISSA,SAMBALPUR,NAKTIDEUL,40,14,2,1,0,1,0,0,58
ORISSA,SAMBALPUR,RAIRAKHOLA,29,0,1,0,0,0,0,0,30
ORISSA,SAMBALPUR,RENGALI,9,3,0,0,0,0,0,0,12
ORISSA,SONEPUR,BINIKA,36,2,8,1,2,8,7,4,68
ORISSA,SONEPUR,BIRMAHARAJPUR,36,0,1,0,0,5,3,0,45
ORISSA,SONEPUR,DUNGURIPALI,21,5,9,7,2,1,2,0,47
ORISSA,SONEPUR,SONEPUR,10,2,2,2,2,2,3,0,23
ORISSA,SONEPUR,TARAVA,23,6,0,0,0,0,0,0,29
ORISSA,SONEPUR,ULLUNDA,89,0,0,0,1,2,2,0,94
ORISSA,SUNDARGARH,BADAGAON,5,64,3,3,2,2,1,0,80
ORISSA,SUNDARGARH,BALISANKARA,35,5,1,2,2,3,1,0,49
ORISSA,SUNDARGARH,BISHRA,47,8,21,4,0,0,0,0,80
ORISSA,SUNDARGARH,BONAI,37,3,2,12,4,0,0,0,58
ORISSA,SUNDARGARH,GURUNDIA,35,4,0,0,0,0,0,0,39
ORISSA,SUNDARGARH,HEMAGIRI,44,12,1,5,0,0,1,0,63
ORISSA,SUNDARGARH,KOIDA,12,7,2,0,0,0,0,0,21
ORISSA,SUNDARGARH,KUANRAMUNDA,87,8,9,7,5,5,2,2,125
ORISSA,SUNDARGARH,KUTRA,34,21,3,10,9,13,4,1,95
ORISSA,SUNDARGARH,LAHUNIPADA,31,1,0,0,0,1,2,0,35
ORISSA,SUNDARGARH,LATHIKATA,38,1,2,1,2,2,0,1,47
ORISSA,SUNDARGARH,LEPHRIPADA,49,18,4,5,11,12,13,14,126
ORISSA,SUNDARGARH,NUAGAON,161,17,1,1,0,2,0,1,183
ORISSA,SUNDARGARH,RAJAGANGAPUR,61,2,1,0,3,1,0,0,68
ORISSA,SUNDARGARH,SUBDEGA,37,13,3,7,1,0,3,1,65
ORISSA,SUNDARGARH,SUNDARGARH,93,8,3,7,1,0,1,2,115
ORISSA,SUNDARGARH,TANGARPALI,50,0,2,4,0,0,1,4,61
PONDICHERRY,KARAIKAL,TRPATTINAM,6,0,0,0,0,0,0,0,6
PONDICHERRY,PONDICHERRY,VILLIANUR,1,0,0,0,0,0,0,0,1
PUNJAB,AMRITSER,VERKA,20,0,1,0,0,0,0,0,21
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,35,0,2,0,0,0,0,0,37
PUNJAB,GURDASPUR,DHARKALAN,5,2,0,3,0,1,0,0,11
PUNJAB,GURDASPUR,PATHANKOT,7,0,0,1,1,0,1,0,10
PUNJAB,HOSHIARPUR,TALWARA,4,1,0,0,0,0,0,0,5
PUNJAB,MOGA,NIHAL SINGH WALA,10,10,0,0,0,0,0,0,20
PUNJAB,PATIALA,DERABASSI,32,0,1,0,0,0,0,0,33
PUNJAB,PATIALA,KANOR,182,12,25,36,16,7,3,1,282
PUNJAB,PATIALA,PATRAN,57,0,5,0,0,0,0,0,62
PUNJAB,PATIALA,RAJPURA,274,12,3,1,8,2,0,0,300
PUNJAB,PATIALA,SAMANA,13,0,0,0,0,0,0,0,13
PUNJAB,PATIALA,SANOR,23,18,7,6,2,2,0,0,58
PUNJAB,ROPAR,ANANDPUR SAHIB,83,4,2,3,0,3,3,1,99
PUNJAB,ROPAR,KHARAR,382,18,11,5,7,7,5,7,442
PUNJAB,ROPAR,MAJRI,0,15,0,0,0,0,0,0,15
PUNJAB,ROPAR,NOORPUR BEDI,19,3,3,1,0,1,0,0,27
PUNJAB,ROPAR,ROPAR,3,0,0,0,0,0,0,1,4
PUNJAB,SANGRUR,SANGRUR,0,1,0,1,0,0,0,0,2
RAJASTHAN,AJMER,SARWAD,6,0,0,0,0,0,0,0,6
RAJASTHAN,BANSWARA,BAGIDORA,42,1,3,2,2,8,9,1,68
RAJASTHAN,BANSWARA,BANSWARA,25,23,8,3,4,1,0,0,64
RAJASTHAN,BANSWARA,GADHI,179,17,10,31,14,22,5,25,303
RAJASTHAN,BANSWARA,GHATOL,401,4,16,14,8,0,7,3,453
RAJASTHAN,BANSWARA,KUSHALGARH,8,0,0,1,2,9,6,0,26
RAJASTHAN,BARAN,ANTA,18,0,1,1,0,9,0,0,29
RAJASTHAN,BARAN,KISHANGANJ,22,0,0,0,0,0,1,0,23
RAJASTHAN,BARAN,SHAHABAD,130,0,1,2,6,3,0,1,143
RAJASTHAN,BHILWARA,BHILWARA,2,0,0,0,0,0,0,3,5
RAJASTHAN,BHILWARA,JAHAJPUR,6,0,7,0,1,0,0,0,14
RAJASTHAN,BHILWARA,KOTADI,2,2,0,0,1,0,0,0,5
RAJASTHAN,BHILWARA,MANDALGARH,9,1,2,1,1,0,0,0,14
RAJASTHAN,BHILWARA,RAIPUR,0,0,2,0,2,3,0,0,7
RAJASTHAN,BHILWARA,SHAHPURA,38,0,0,0,0,1,0,0,39
RAJASTHAN,BUNDI,INDRAGARH,0,0,2,0,1,2,0,0,5
RAJASTHAN,BUNDI,KESHORAIPATAN,30,1,0,0,2,1,2,4,40
RAJASTHAN,BUNDI,NAINWA,5,1,0,0,0,0,0,0,6
RAJASTHAN,CHITTORGARH,GANGARAR,0,1,1,0,0,0,0,0,2
RAJASTHAN,CHITTORGARH,RAWATBHATA,12,2,1,7,11,8,17,2,60
RAJASTHAN,DAUSA,LALSOT,1,0,0,0,0,0,0,0,1
RAJASTHAN,DUNGARPUR,ASPUR,17,0,1,0,1,1,0,0,20
RAJASTHAN,DUNGARPUR,DUNGARPUR,1,0,0,0,0,0,2,0,3
RAJASTHAN,DUNGARPUR,SAGWARA,86,6,9,3,1,2,16,5,128
RAJASTHAN,DUNGARPUR,SIMALWARA,15,2,5,4,1,0,0,0,27
RAJASTHAN,JAIPUR,SANGANER,193,0,0,0,0,0,0,39,232
RAJASTHAN,JHALAWAR,AKLERA,0,0,1,0,0,0,0,0,1
RAJASTHAN,JHALAWAR,JHALARA PATAN,4,0,0,0,0,0,0,0,4
RAJASTHAN,JHALAWAR,KHANPUR,41,0,0,0,0,0,0,0,41
RAJASTHAN,KOTA,DIGOD,22,0,0,0,0,0,0,4,26
RAJASTHAN,KOTA,LADPURA,14,0,3,0,5,0,0,0,22
RAJASTHAN,KOTA,RAMGANJMANDI,79,2,19,2,39,9,92,3,245
RAJASTHAN,PALI,JAITARAN,0,0,0,1,0,0,2,0,3
RAJASTHAN,PALI,RAIPUR,1,0,0,2,0,0,0,0,3
RAJASTHAN,PALI,SOJAT,2,0,0,0,0,0,0,0,2
RAJASTHAN,RAJSAMAND,AMET,0,1,1,0,0,0,0,0,2
RAJASTHAN,RAJSAMAND,NATHDWARA,2,0,0,0,0,0,0,0,2
RAJASTHAN,RAJSAMAND,RAILMAGRA,56,2,0,0,0,0,5,0,63
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,0,0,0,0,1,0,0,3,4
RAJASTHAN,SIROHI,ABUROAD,3,0,0,0,0,0,0,0,3
RAJASTHAN,TONK,DEOLI,0,0,0,0,1,0,0,0,1
RAJASTHAN,TONK,PEEPLU,0,0,0,1,0,0,0,0,1
RAJASTHAN,TONK,TODARAI SINGH,17,0,6,2,1,1,0,0,27
RAJASTHAN,TONK,TONK,6,0,0,0,0,0,0,0,6
RAJASTHAN,UDAIPUR,DHARIYAVAD,0,1,0,0,0,0,0,0,1
RAJASTHAN,UDAIPUR,JHADOL,2,0,0,0,1,4,3,1,11
RAJASTHAN,UDAIPUR,KHERWADA,1,1,3,2,1,4,0,0,12
RAJASTHAN,UDAIPUR,KOTRA,16,0,0,0,0,0,0,0,16
RAJASTHAN,UDAIPUR,MAWLI,5,0,0,0,0,0,0,0,5
TAMIL NADU,COIMBATORE,ANAMALAI,112,1,5,2,2,0,7,1,130
TAMIL NADU,COIMBATORE,ANNUR,42,0,0,0,0,0,0,0,42
TAMIL NADU,COIMBATORE,KUDIMANGALAM,20,0,0,0,0,0,0,0,20
TAMIL NADU,COIMBATORE,MADATTHUKULAM,19,0,0,0,0,0,0,0,19
TAMIL NADU,COIMBATORE,METTUPALAYAM,948,0,1,0,1,0,2,0,952
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,6,0,0,0,0,0,0,0,6
TAMIL NADU,CUDDALORE,KAMMAPURAM,0,0,1,0,0,0,0,0,1
TAMIL NADU,CUDDALORE,KURINJIPADY,15,0,1,2,5,3,0,2,28
TAMIL NADU,CUDDALORE,PARANGIPETTAI,10,0,0,0,0,6,2,0,18
TAMIL NADU,CUDDALORE,VRIDHACHALAM,0,0,0,0,10,0,0,0,10
TAMIL NADU,DHARMAPURI,HARUR,13,0,0,0,0,0,0,0,13
TAMIL NADU,DHARMAPURI,HOSUR,292,0,0,0,10,12,0,51,365
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,2,21,0,0,0,0,0,0,23
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),0,2,2,0,0,0,0,0,4
TAMIL NADU,DHARMAPURI,MORAPPUR,19,0,0,0,0,0,0,0,19
TAMIL NADU,DHARMAPURI,NALLAMPALLI,29,0,0,0,0,0,0,0,29
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,562,3,2,20,30,1,1,0,619
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,17,0,0,0,0,0,0,0,17
TAMIL NADU,DINDIGUL,DINDIGUL,3,0,0,0,0,0,0,0,3
TAMIL NADU,DINDIGUL,KODAIKANAL,9,0,0,0,0,0,0,0,9
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,4,0,0,0,0,0,0,0,4
TAMIL NADU,DINDIGUL,VADAMADURAI,8,0,0,0,0,0,0,0,8
TAMIL NADU,ERODE,AMMAPETTAI,60,0,1,0,0,0,0,0,61
TAMIL NADU,ERODE,ANTHIYUR,33,0,0,0,0,0,0,0,33
TAMIL NADU,ERODE,BHAVANI,351,0,1,0,0,0,0,0,352
TAMIL NADU,ERODE,BHAVANISAGAR,28,0,0,0,0,0,0,0,28
TAMIL NADU,ERODE,DHARAPURAM,317,35,3,0,11,13,0,0,379
TAMIL NADU,ERODE,ERODE,56,0,1,0,0,0,0,0,57
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,95,2,5,0,0,0,0,0,102
TAMIL NADU,ERODE,KANGEYAM,404,1,0,0,0,1,0,0,406
TAMIL NADU,ERODE,KODUMUDI,129,17,0,0,0,0,0,0,146
TAMIL NADU,ERODE,KUMDADAM,98,0,0,0,0,0,0,0,98
TAMIL NADU,ERODE,MODAKURICHI,132,0,0,0,0,0,0,0,132
TAMIL NADU,ERODE,MOOLANUR,404,2,0,0,0,0,0,0,406
TAMIL NADU,ERODE,NAMBIYUR,11,0,0,0,0,0,0,0,11
TAMIL NADU,ERODE,SATHYAMANGALAM,21,0,1,0,6,0,0,0,28
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,62,0,0,1,0,1,0,0,64
TAMIL NADU,ERODE,VELLAKOIL,173,0,1,0,0,0,0,0,174
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,18,0,0,0,0,0,0,0,18
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,0,0,0,0,0,15,0,0,15
TAMIL NADU,KARUR,K.PARAMATHI,327,1,0,0,0,0,0,0,328
TAMIL NADU,KARUR,KARUR,9,0,16,0,0,0,0,0,25
TAMIL NADU,KARUR,KRISHNARAYAPURAM,22,0,1,0,0,0,1,0,24
TAMIL NADU,KARUR,KULITHALAI,2,0,0,0,0,0,0,0,2
TAMIL NADU,KARUR,THANTHONI,20,0,0,28,0,0,76,0,124
TAMIL NADU,KARUR,THOGAMALAI,13,0,0,0,0,0,0,0,13
TAMIL NADU,MADURAI,KALLUPATTI(T),6,0,0,0,0,0,0,0,6
TAMIL NADU,MADURAI,SEDAPATTI,2,0,0,0,0,0,0,0,2
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,62,0,0,0,0,0,0,0,62
TAMIL NADU,MADURAI,USILAMPATTI,34,0,0,0,0,0,0,0,34
TAMIL NADU,NAGAPATTINAM,KEELAIYUR,2,0,0,0,0,0,0,0,2
TAMIL NADU,NAGAPATTINAM,THALAINAYAR,2,0,0,0,0,0,0,0,2
TAMIL NADU,NAGAPATTINAM,VEDARNIYAM,3,0,1,0,0,0,0,0,4
TAMIL NADU,NAMAKKAL,KABILARMALAI,35,0,0,0,0,0,0,0,35
TAMIL NADU,NAMAKKAL,MOHANUR,89,0,0,0,90,0,0,0,179
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,771,82,0,0,0,0,0,0,853
TAMIL NADU,NAMAKKAL,PARAMATHI,7,0,0,0,0,0,0,0,7
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,747,0,0,0,95,0,0,0,842
TAMIL NADU,NILGIRIS,COONOOR,0,0,0,0,1,0,0,69,70
TAMIL NADU,NILGIRIS,GUDALUR,0,0,0,0,0,0,0,45,45
TAMIL NADU,NILGIRIS,KOTAGIRI,3,0,0,0,0,0,0,174,177
TAMIL NADU,NILGIRIS,UDHAGAMANDALAM,2,0,0,1,0,0,0,223,226
TAMIL NADU,PERAMBALUR,ALATHUR,8,0,0,0,0,0,0,0,8
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,80,0,0,0,0,0,0,0,80
TAMIL NADU,PERAMBALUR,VEPPUR,133,8,1,0,2,0,2,2,148
TAMIL NADU,SALEM,ATTUR,0,0,0,5,10,0,0,0,15
TAMIL NADU,SALEM,KOLATHUR,16,0,1,0,0,0,0,0,17
TAMIL NADU,SALEM,OMALUR,6,0,0,0,0,0,0,0,6
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,1,0,0,13,0,0,0,0,14
TAMIL NADU,SALEM,THALAIVASAL,0,0,9,9,0,0,0,0,18
TAMIL NADU,SIVAGANGA,ILAYANGUDI,9,0,0,0,0,0,0,0,9
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,3,0,0,0,0,0,0,0,3
TAMIL NADU,THANJAVUR,AMMAPETTAI,0,1,0,0,0,0,0,0,1
TAMIL NADU,THANJAVUR,ORATHANADU,0,24,21,29,31,21,21,11,158
TAMIL NADU,THANJAVUR,THIRUVONAM,0,7,3,4,7,5,4,2,32
TAMIL NADU,THENI,ANDIPATTI,134,0,0,0,1,0,0,0,135
TAMIL NADU,THENI,BODI,74,9,12,3,0,0,0,0,98
TAMIL NADU,THENI,MYILADUMPARAI,76,0,0,0,0,0,0,0,76
TAMIL NADU,THIRUVALLUR,GUMMIDIPOONDI,15,0,0,0,0,0,0,0,15
TAMIL NADU,THIRUVALLUR,KADAMBATHUR,8,0,0,0,0,0,0,0,8
TAMIL NADU,THIRUVALLUR,MINJUR,21,0,0,0,0,0,0,0,21
TAMIL NADU,THIRUVALLUR,PALLIPATTU,8,1,0,0,3,0,0,0,12
TAMIL NADU,THIRUVALLUR,POONAMALLEE,2,0,0,0,0,0,0,0,2
TAMIL NADU,THIRUVALLUR,POONDI,20,0,0,0,0,0,0,0,20
TAMIL NADU,THIRUVALLUR,SHOLAVARAM,25,0,0,0,0,0,0,0,25
TAMIL NADU,THIRUVALLUR,THIRUVALANGADU,10,0,0,0,0,0,0,0,10
TAMIL NADU,THIRUVALLUR,THIRUVALLUR,0,0,0,1,0,0,3,0,4
TAMIL NADU,THIRUVARUR,MANNARGUDI,1,0,0,0,0,0,0,0,1
TAMIL NADU,THIRUVARUR,MUTHUPETTAI,11,1,0,0,0,0,0,0,12
TAMIL NADU,THIRUVARUR,THIRUTHURAIPOONDI,3,0,0,0,0,0,0,0,3
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,26,0,0,0,0,0,0,0,26
TAMIL NADU,TIRUCHIRAPPALLI,PULLAMBADI,1,0,0,0,0,0,0,0,1
TAMIL NADU,TIRUCHIRAPPALLI,THOTTIYAM,302,3,3,72,207,6,4,0,597
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,2,0,0,0,0,0,0,0,2
TAMIL NADU,TIRUNELVELI,KADAYAM,0,0,0,0,5,0,0,0,5
TAMIL NADU,TIRUNELVELI,MANUR,1,0,0,0,0,0,0,0,1
TAMIL NADU,TIRUNELVELI,PAPPAKUDI,3,0,0,0,0,0,0,0,3
TAMIL NADU,TIRUVANNAMALAI,JAMNAMARATHUR,12,0,0,0,0,0,0,0,12
TAMIL NADU,TIRUVANNAMALAI,THELLAR,1,0,0,0,0,0,0,0,1
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,13,0,0,0,0,0,0,0,13
TAMIL NADU,TIRUVANNAMALAI,TIRUVANNAMALAI,0,1,0,0,0,0,0,0,1
TAMIL NADU,TIRUVANNAMALAI,VEMBAKKAM,11,0,0,0,0,0,0,0,11
TAMIL NADU,TUTICORIN DISTRICT,KOVILPATTI,2,0,0,0,0,0,0,0,2
TAMIL NADU,TUTICORIN DISTRICT,PUDUR,1,0,0,0,0,0,0,0,1
TAMIL NADU,VELLORE,ARAKONAM,2,0,0,0,0,0,0,0,2
TAMIL NADU,VELLORE,NATRAMPALLI,6,0,0,0,0,0,0,0,6
TAMIL NADU,VELLORE,NEMILI,0,18,24,53,26,19,22,8,170
TAMIL NADU,VELLORE,SHOLINGUR,6,0,0,0,0,0,0,0,6
TAMIL NADU,VELLORE,THIRUPATTUR,0,0,0,0,0,0,0,1,1
TAMIL NADU,VILLUPPURAM,KALLAKURICHI,14,0,0,0,0,0,0,0,14
TAMIL NADU,VILLUPPURAM,KALRAYAN KILLS,26,1,0,0,10,0,0,0,37
TAMIL NADU,VILLUPPURAM,SANKARAPURAM,6,0,0,0,0,0,0,0,6
TAMIL NADU,VILLUPPURAM,THIRUKKOYILUR,12,0,0,0,0,0,0,0,12
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,0,0,1,0,0,0,0,0,1
TAMIL NADU,VILLUPPURAM,THIYAGADHURGAM,91,0,0,0,0,0,0,0,91
TAMIL NADU,VILLUPPURAM,ULUNDURPET,117,56,9,9,5,6,0,0,202
TRIPURA,DHALAI,AMBASSA,16,2,0,1,0,0,0,4,23
TRIPURA,DHALAI,CHAMANU,2,1,0,0,0,0,0,1,4
TRIPURA,DHALAI,DUMBURNAGAR,0,0,0,0,0,2,2,1,5
TRIPURA,DHALAI,MANU,8,2,0,1,4,0,3,5,23
TRIPURA,DHALAI,SALEMA,33,2,1,0,1,2,1,2,42
TRIPURA,NORTH TRIPURA,DASDA,8,0,1,0,0,2,0,1,12
TRIPURA,NORTH TRIPURA,GOURNAGAR,19,1,0,2,0,0,2,0,24
TRIPURA,NORTH TRIPURA,KADAMTALA,11,3,1,3,0,1,0,2,21
TRIPURA,NORTH TRIPURA,KUMARGHAT,19,2,0,0,0,2,2,4,29
TRIPURA,NORTH TRIPURA,PANISAGAR,14,2,9,3,5,4,8,2,47
TRIPURA,NORTH TRIPURA,PECHARTHAL,8,1,1,1,0,1,0,2,14
TRIPURA,SOUTH TRIPURA,AMAR PUR,27,4,1,3,2,5,10,14,66
TRIPURA,SOUTH TRIPURA,BAGAFA,16,4,5,2,6,5,4,7,49
TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,3,1,9,6,7,7,8,2,43
TRIPURA,SOUTH TRIPURA,KAKRABAN,17,2,1,2,2,5,6,9,44
TRIPURA,SOUTH TRIPURA,KARBOOK,5,0,0,0,4,2,1,12,24
TRIPURA,SOUTH TRIPURA,KILLA,14,1,0,2,2,1,0,4,24
TRIPURA,SOUTH TRIPURA,MATABARI,20,1,1,1,1,2,3,8,37
TRIPURA,SOUTH TRIPURA,RAJNAGAR,42,9,19,18,12,15,13,20,148
TRIPURA,SOUTH TRIPURA,RUPAICHARI,7,6,1,1,4,17,13,9,58
TRIPURA,SOUTH TRIPURA,SATCHAND,13,1,8,7,8,16,13,23,89
TRIPURA,WEST TRIPURA,BISHALGARH,12,4,11,3,11,21,17,18,97
TRIPURA,WEST TRIPURA,BOXANAGAR,3,0,0,0,0,0,2,4,9
