-----
{
 "description": "The table refers to block wise irrigation potential utilised through surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.14.csv", 
 "title": "Download CSV for Blockwise Irrigation potential utilised through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.14.csv"
}
-----
-----
{
 "description": "The table refers to block wise irrigation potential utilised through surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.14.csv", 
 "title": "Download CSV for Blockwise Irrigation potential utilised through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.14.csv"
}
-----
"State","District","Block","Actual area irrigated - Kharif","Actual area irrigated - Rabi","Actual area irrigated - Perennial","Actual area irrigated - Others","Total"
"HIMACHAL PRADESH","Kangra","Dhira",56,56,0,0,112
"HIMACHAL PRADESH","Kangra","Fatehpur",12,12,0,0,24
"HIMACHAL PRADESH","Kangra","Indora",139,193,0,0,332
"HIMACHAL PRADESH","Kangra","Jaisinghpur",38,38,0,0,76
"HIMACHAL PRADESH","Kangra","Jaswan",9,9,0,0,18
"HIMACHAL PRADESH","Kangra","Jawali",121,132,0,0,253
"HIMACHAL PRADESH","Kangra","Kangra",63,63,0,0,126
"HIMACHAL PRADESH","Kangra","Nurpur",447,443,21,0,911
"HIMACHAL PRADESH","Kangra","Palampur",346,337,26,0,709
"HIMACHAL PRADESH","Kangra","Rakkar",6,50,0,4,60
"HIMACHAL PRADESH","Kangra","Thural",55,54,0,0,109
"HIMACHAL PRADESH","Kullu","Ani",4,4,0,0,8
"HIMACHAL PRADESH","Kullu","Kullu",93,71,0,0,164
"HIMACHAL PRADESH","Kullu","Nermand",5,5,0,0,10
"HIMACHAL PRADESH","Mandi","Aut",31,10,8,0,49
"HIMACHAL PRADESH","Mandi","Baldwara",149,149,0,0,298
"HIMACHAL PRADESH","Mandi","Chachyot",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Dharmpur",3,2,0,0,5
"HIMACHAL PRADESH","Mandi","Jogindarnagar",27,27,0,0,54
"HIMACHAL PRADESH","Mandi","Kotli",9,9,0,0,18
"HIMACHAL PRADESH","Mandi","Mandi",211,211,0,0,422
"HIMACHAL PRADESH","Mandi","Padhar",16,16,0,0,32
"HIMACHAL PRADESH","Mandi","Sandhol",15,15,0,0,30
"HIMACHAL PRADESH","Mandi","Sundarnagar",330,330,0,0,660
"HIMACHAL PRADESH","Shimla","Seoni",18,21,0,0,39
"HIMACHAL PRADESH","Shimla","Shimla",6,9,0,0,15
"HIMACHAL PRADESH","Shimla","Theog",9,9,0,0,18
"HIMACHAL PRADESH","Sirmaur","Nahan",486,440,16,1,943
"HIMACHAL PRADESH","Sirmaur","Pachhad",3,0,0,0,3
"HIMACHAL PRADESH","Sirmaur","Pajhota",21,21,0,0,42
"HIMACHAL PRADESH","Sirmaur","Paonta Sahib",505,478,57,0,1040
"HIMACHAL PRADESH","Sirmaur","Rajgarh",46,46,10,0,102
"HIMACHAL PRADESH","Solan","Arki",95,99,0,0,194
"HIMACHAL PRADESH","Solan","Kandaghat",37,31,0,0,68
"HIMACHAL PRADESH","Solan","Krishangarh",7,7,0,0,14
"HIMACHAL PRADESH","Solan","Nalagarh",444,622,13,1,1080
"HIMACHAL PRADESH","Solan","Solan",20,53,0,0,73
"HIMACHAL PRADESH","Una","Amb",90,399,6,15,510
"HIMACHAL PRADESH","Una","Bangana",25,98,0,0,123
"HIMACHAL PRADESH","Una","Haroli",31,109,1,0,141
"HIMACHAL PRADESH","Una","Una",60,487,0,0,547
"JAMMU & KASHMIR","Anantnagh","Bijehara",1500,404,0,0,1904
"JAMMU & KASHMIR","Anantnagh","Kulgam",98,210,0,0,308
"JAMMU & KASHMIR","Baramulla","Baramulla",503,512,0,0,1015
"JAMMU & KASHMIR","Baramulla","Gurez",15,0,0,0,15
"JAMMU & KASHMIR","Baramulla","Pattan",6,0,0,0,6
"JAMMU & KASHMIR","Baramulla","Sonawari",16134,462,0,0,16596
"JAMMU & KASHMIR","Baramulla","Sopore",580,0,0,0,580
"JAMMU & KASHMIR","Jammu","Akhnoor",378,320,0,0,698
"JAMMU & KASHMIR","Jammu","Bishna",6,6,0,0,12
"JAMMU & KASHMIR","Jammu","Jammu",524,294,0,0,818
"JAMMU & KASHMIR","Jammu","Samba",22,20,0,0,42
"JAMMU & KASHMIR","Kathua","Billawar",110,80,0,0,190
"JAMMU & KASHMIR","Kathua","Hiranagar",40,20,0,0,60
"JAMMU & KASHMIR","Kathua","Kathua",50,12,0,0,62
"JAMMU & KASHMIR","Kupwara","Kupwara",1170,0,0,0,1170
"JAMMU & KASHMIR","Poonch","Mendhar",9,0,0,0,9
"JAMMU & KASHMIR","Pulwama","Pampore",988,322,0,0,1310
"JAMMU & KASHMIR","Pulwama","Pulwana",2110,400,0,0,2510
"JAMMU & KASHMIR","Pulwama","Tral",1182,0,0,0,1182
"JAMMU & KASHMIR","Rajouri","Nowshera",85,70,0,0,155
"JAMMU & KASHMIR","Rajouri","Rajouri",57,27,0,0,84
"JAMMU & KASHMIR","Rajouri","Sunderbani",70,63,0,0,133
"JAMMU & KASHMIR","Srinagar","Ganderbal",628,0,0,0,628
"JAMMU & KASHMIR","Srinagar","Srinagar",1372,705,0,0,2077
"JAMMU & KASHMIR","Udhampur","Reasi",20,10,0,0,30
"JAMMU & KASHMIR","Udhampur","Udhampur",50,35,0,0,85
"KARNATAKA","BANGALORE RURAL","DEVANAHALLI",2,1,2,0,5
"KARNATAKA","BANGALORE RURAL","HOSAKOTE",10,10,0,0,20
"KARNATAKA","BANGALORE RURAL","KANAKAPURA",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","MAGADI",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","NELAMANGALA",2,23,0,0,25
"KARNATAKA","BANGALORE RURAL","RAMANAGARA",63,7,70,18,158
"KARNATAKA","BANGALORE URBAN","ANEKAL",14,14,2,0,30
"KARNATAKA","BANGALORE URBAN","BANGALORE NORTH",0,0,82,0,82
"KARNATAKA","BANGALORE URBAN","BANGALORE SOUTH",0,0,0,0,0
"KARNATAKA","BELGAUM","ATHNI",6018,2011,1672,475,10176
"KARNATAKA","BELGAUM","CHIKODI",4407,824,2123,95,7449
"KARNATAKA","BELGAUM","GOKAK",5931,1191,2186,22,9330
"KARNATAKA","BELGAUM","KHANAPUR",1120,296,3,0,1419
"KARNATAKA","BELGAUM","RAMDURG",148,133,26,6,313
"KARNATAKA","BELGAUM","RAYBAG",1099,703,229,0,2031
"KARNATAKA","BELGAUM","SAMPGAON",1755,564,8,25,2352
"KARNATAKA","BELLARY","BELLARY",1508,705,110,92,2415
"KARNATAKA","BELLARY","H.B. HALLY",1694,590,0,0,2284
"KARNATAKA","BELLARY","HADAGALI",601,339,22,12,974
"KARNATAKA","BELLARY","HARAPANA HALLI",0,0,0,0,0
"KARNATAKA","BELLARY","HOSPET",1463,822,39,0,2324
"KARNATAKA","BELLARY","KUDLIGI",0,0,0,0,0
"KARNATAKA","BELLARY","SIRAGUPPA",2943,781,3024,717,7465
"KARNATAKA","BIDAR","AURAD",264,125,19,0,408
"KARNATAKA","BIDAR","BASAVA KALYANA",21,10,0,0,31
"KARNATAKA","BIDAR","BHALKI",106,126,84,0,316
"KARNATAKA","BIDAR","BIDAR",55,59,96,5,215
"KARNATAKA","BIJAPUR","BADAMI",1279,354,91,191,1915
"KARNATAKA","BIJAPUR","BAGALKOT",732,147,37,98,1014
"KARNATAKA","BIJAPUR","BIJAPUR",33,25,0,0,58
"KARNATAKA","BIJAPUR","BILGI",425,330,1,0,756
"KARNATAKA","BIJAPUR","HUNGUND",2068,1121,158,519,3866
"KARNATAKA","BIJAPUR","INDI",683,438,154,14,1289
"KARNATAKA","BIJAPUR","JAMAKHANDI",62,59,1545,0,1666
"KARNATAKA","BIJAPUR","MUDDEBIHAL",599,600,0,0,1199
"KARNATAKA","BIJAPUR","MUDHOL",380,139,1150,0,1669
"KARNATAKA","BIJAPUR","SINDGI",41,31,0,0,72
"KARNATAKA","CHIKKAMAGALORE","KADUR",0,0,0,0,0
"KARNATAKA","CHIKKAMAGALORE","MUDIGERE",106,13,125,294,538
"KARNATAKA","CHIKKAMAGALORE","N.R. PURA",217,88,99,99,503
"KARNATAKA","CHIKKAMAGALORE","SRINGERE",14,0,92,32,138
"KARNATAKA","CHIKKAMAGALORE","TARIKERE",94,0,0,0,94
"KARNATAKA","CHITRADURGA","CHALLAKERE",47,5,4,5,61
"KARNATAKA","CHITRADURGA","CHITRADURGA",0,0,0,0,0
"KARNATAKA","CHITRADURGA","DAVANAGERE",137,0,11,100,248
"KARNATAKA","CHITRADURGA","HARIHAR",2819,37,556,1160,4572
"KARNATAKA","CHITRADURGA","HIRIYUR",54,38,72,0,164
"KARNATAKA","CHITRADURGA","HOSADURGA",0,157,6,0,163
"KARNATAKA","DAKSHINA KANNADA","BANTWAL",0,53,20,12,85
"KARNATAKA","DAKSHINA KANNADA","BELTHANGADY",11,16,28,34,89
"KARNATAKA","DAKSHINA KANNADA","KARKALA",15,144,186,10,355
"KARNATAKA","DAKSHINA KANNADA","MANGALORE",0,14,18,0,32
"KARNATAKA","DAKSHINA KANNADA","PUTTUR",20,37,118,0,175
"KARNATAKA","DAKSHINA KANNADA","SULLIA",0,2,39,0,41
"KARNATAKA","DAKSHINA KANNADA","UDUPI",0,29,1,1,31
"KARNATAKA","DHARWAR","HAVERI",1202,812,183,250,2447
"KARNATAKA","DHARWAR","HIREKERUR",2,1,0,0,3
"KARNATAKA","DHARWAR","KALGHATGI",18,0,0,0,18
"KARNATAKA","DHARWAR","MUNDARGI",1033,0,0,0,1033
"KARNATAKA","DHARWAR","NARAGUND",442,270,3,0,715
"KARNATAKA","DHARWAR","NAVALAGUND",978,704,8,0,1690
"KARNATAKA","DHARWAR","RANIBENNUR",330,249,0,150,729
"KARNATAKA","DHARWAR","SAVANUR",150,223,19,201,593
"KARNATAKA","DHARWAR","SHIRAHATTI",190,101,10,170,471
"KARNATAKA","GULBARGA","AFZALPUR TALUK",107,16,14,0,137
"KARNATAKA","GULBARGA","CHINCHOLI",23,46,9,0,78
"KARNATAKA","GULBARGA","CHITAPUR",53,53,0,0,106
"KARNATAKA","GULBARGA","GULBARGA",389,-155,0,0,234
"KARNATAKA","GULBARGA","JEWARGI",101,92,24,0,217
"KARNATAKA","GULBARGA","SAHAPUR",0,0,6,0,6
"KARNATAKA","GULBARGA","SEDAM",18,3,1,0,22
"KARNATAKA","GULBARGA","SHORAPUR",105,9,3,0,117
"KARNATAKA","GULBARGA","YADAGIR",104,2,0,0,106
"KARNATAKA","HASSAN","ALUR",2,0,0,0,2
"KARNATAKA","HASSAN","ARASIKERE",0,0,10,0,10
"KARNATAKA","HASSAN","ARKALGUD",3,0,5,0,8
"KARNATAKA","HASSAN","BELUR",32,5,0,0,37
"KARNATAKA","HASSAN","H.N. PURA",138,0,238,0,376
"KARNATAKA","HASSAN","HASSAN",0,0,0,0,0
"KARNATAKA","KODAGU","SOMWARPET",31,4,5,1,41
"KARNATAKA","KOLAR","BAGEPALLI",0,0,0,0,0
"KARNATAKA","KOLAR","BANGARPET",0,0,0,0,0
"KARNATAKA","KOLAR","GOWRIBIDANOOR",6,0,0,0,6
"KARNATAKA","KOLAR","GUDIBANDA",27,12,0,0,39
"KARNATAKA","KOLAR","MALUR",28,10,5,0,43
"KARNATAKA","KOLAR","MULABAGAL",139,0,0,0,139
"KARNATAKA","KOLAR","SIDLAGHATTA",8,6,3,0,17
"KARNATAKA","KOLAR","SRINIVASAPUR",0,0,0,0,0
"KARNATAKA","MANDYA","K.R. PET",0,0,0,0,0
"KARNATAKA","MANDYA","MADDUR",0,9,0,0,9
"KARNATAKA","MANDYA","MALAVALLY",3,0,0,1,4
"KARNATAKA","MANDYA","MANDYA",9,7,0,0,16
"KARNATAKA","MANDYA","NAGAMANGALA",3,1,0,74,78
"KARNATAKA","MANDYA","PANDAVAPURA",0,0,0,0,0
"KARNATAKA","MANDYA","SRIRANGAPATNA",2,0,6,0,8
"KARNATAKA","MYSORE","CHAMARAJANAGAR",19,0,0,0,19
"KARNATAKA","MYSORE","HEGGADADEVANAKOTE",55,41,30,5,131
"KARNATAKA","MYSORE","HUNSUR",21,13,24,0,58
"KARNATAKA","MYSORE","KOLLEGAL",23,0,0,0,23
"KARNATAKA","MYSORE","MYSORE",304,11,0,0,315
"KARNATAKA","MYSORE","PERIYAPATNA",130,0,0,130,260
"KARNATAKA","MYSORE","T. NARASIPURA",1,1,0,0,2
"KARNATAKA","RAICHUR","DEVADURGA",31,35,0,0,66
"KARNATAKA","RAICHUR","GANGAVATHI",1343,1159,98,116,2716
"KARNATAKA","RAICHUR","KOPPAL",735,446,142,17,1340
"KARNATAKA","RAICHUR","KUSHTAGI",0,0,0,0,0
"KARNATAKA","RAICHUR","LINGASUGUR",406,18,4,313,741
"KARNATAKA","RAICHUR","MANVI",1459,406,23,101,1989
"KARNATAKA","RAICHUR","RAICHUR",1123,962,199,0,2284
"KARNATAKA","RAICHUR","SINDHANUR",57,5,0,0,62
"KARNATAKA","SHIMOGA","BHADRAVATHI",31,0,71,0,102
"KARNATAKA","SHIMOGA","CHANNAGIRI",0,0,155,0,155
"KARNATAKA","SHIMOGA","HONNALI",1719,559,785,568,3631
"KARNATAKA","SHIMOGA","SAGARA",29,0,0,0,29
"KARNATAKA","SHIMOGA","SHIKARPUR",290,55,16,1,362
"KARNATAKA","SHIMOGA","SHIMOGA",938,327,748,83,2096
"KARNATAKA","SHIMOGA","SORAB",411,16,110,100,637
"KARNATAKA","SHIMOGA","TIRTHAHALLI",178,34,260,49,521
"KARNATAKA","TUMKUR","CHICKANAYAKANA HALLY",0,0,0,0,0
"KARNATAKA","TUMKUR","GUBBI",50,0,0,12,62
"KARNATAKA","TUMKUR","KUNIGAL",0,0,0,0,0
"KARNATAKA","TUMKUR","TUMKUR",17,0,34,8,59
"KARNATAKA","UTTARA KANNADA","ANKOLA",2,30,0,3,35
"KARNATAKA","UTTARA KANNADA","HALYAL",91,46,5,0,142
"KARNATAKA","UTTARA KANNADA","HONNAVAR",0,4,0,0,4
"KARNATAKA","UTTARA KANNADA","KARWAR",0,3,0,0,3
"KARNATAKA","UTTARA KANNADA","KUMTA",0,30,0,0,30
"KARNATAKA","UTTARA KANNADA","MUNDAGOD",0,1,0,0,1
"KARNATAKA","UTTARA KANNADA","SIDDAPUR",3,23,6,0,32
"KARNATAKA","UTTARA KANNADA","SIRSI",268,33,0,0,301
"KARNATAKA","UTTARA KANNADA","YELLAPUR",0,0,2,0,2
"KERALA","ALAPUZHA","ALAPUZHA",0,0,7,7,14
"KERALA","ALAPUZHA","ARIYAD",0,0,17,2,19
"KERALA","ALAPUZHA","CHAMPAKKULAM",66,65,16,6,153
"KERALA","ALAPUZHA","HARIPPAD",0,0,25,1,26
"KERALA","ALAPUZHA","MAVELIKARA",0,1707,2,0,1709
"KERALA","ALAPUZHA","MUTHUKULAM",0,0,6,23,29
"KERALA","ALAPUZHA","PANDALAM",0,0,138,0,138
"KERALA","ALAPUZHA","VELIYANAD",0,0,16,7,23
"KERALA","ERANAKULAM","ALANGAD",854,825,289,189,2157
"KERALA","ERANAKULAM","ANGAMALY",2325,2486,2501,1137,8449
