-----
{
 "description": "The table refers to block wise surface lift schemes in the command of major/minor projects and average pumping hours. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.11_1.csv", 
 "title": "Download CSV for Blockwise surface lift Schemes in the command of major/medium projects and Average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.11_1.csv"
}
-----
-----
{
 "description": "The table refers to block wise surface lift schemes in the command of major/minor projects and average pumping hours. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.11_1.csv", 
 "title": "Download CSV for Blockwise surface lift Schemes in the command of major/medium projects and Average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.11_1.csv"
}
-----
State,District,Block,Location of Schemes - On the Maj/Med,Location of schemes - Outside command,Total,Avg pumping hours (0-4),Avg pumping hours (4-8),Avg pumping hours (8-12),Avg pumping hours (12-16),Avg pumping hours (16-20),Avg pumping hours (20-24),Total
GOA,SOUTH GOA,QUEPEM,47,31,78,30,39,9,0,0,0,78
GOA,SOUTH GOA,SALCETE,3,6,9,7,1,0,1,0,0,9
GOA,SOUTH GOA,SANGUEM,27,211,238,80,145,9,3,1,0,238
HARYANA,AMBALA,AMBALA,0,20,20,14,4,2,0,0,0,20
HARYANA,AMBALA,NARAINGARH,0,12,12,7,5,0,0,0,0,12
HARYANA,KAITHAL,KAITHAL,10,138,148,0,148,0,0,0,0,148
HARYANA,KURUKSHETRA,SHAHBAD,2,0,2,2,0,0,0,0,0,2
HIMACHAL PRADESH,Bilaspur,Bilaspur Sadar,0,15,15,3,8,3,1,0,0,15
HIMACHAL PRADESH,Bilaspur,Ghumarwin,0,56,56,23,27,4,0,0,2,56
HIMACHAL PRADESH,Bilaspur,Jhanduta,0,4,4,2,1,1,0,0,0,4
HIMACHAL PRADESH,Bilaspur,Naina Devi,0,6,6,1,4,0,0,1,0,6
HIMACHAL PRADESH,Chamba,Bhattiyat,0,4,4,4,0,0,0,0,0,4
HIMACHAL PRADESH,Chamba,Chamba,0,2,2,2,0,0,0,0,0,2
HIMACHAL PRADESH,Chamba,Sihunta,0,1,1,0,0,1,0,0,0,1
HIMACHAL PRADESH,Hamirpur,Barsar,0,12,12,8,4,0,0,0,0,12
HIMACHAL PRADESH,Hamirpur,Bhoranj,3,4,7,3,4,0,0,0,0,7
HIMACHAL PRADESH,Hamirpur,Hamirpur,0,11,11,1,5,2,3,0,0,11
HIMACHAL PRADESH,Hamirpur,Nadaun,0,13,13,3,7,2,0,0,1,13
HIMACHAL PRADESH,Hamirpur,Tira Sujanpur,0,7,7,3,3,1,0,0,0,7
HIMACHAL PRADESH,Kangra,Baijnath,1,8,9,6,3,0,0,0,0,9
HIMACHAL PRADESH,Kangra,Baroh,0,4,4,4,0,0,0,0,0,4
HIMACHAL PRADESH,Kangra,Dera Gopipur,0,27,27,10,5,5,0,2,5,27
HIMACHAL PRADESH,Kangra,Dhira,0,3,3,0,3,0,0,0,0,3
HIMACHAL PRADESH,Kangra,Fatehpur,0,1,1,0,1,0,0,0,0,1
HIMACHAL PRADESH,Kangra,Indora,4,2,6,0,6,0,0,0,0,6
HIMACHAL PRADESH,Kangra,Jaisinghpur,0,5,5,1,3,1,0,0,0,5
HIMACHAL PRADESH,Kangra,Jaswan,0,1,1,0,1,0,0,0,0,1
HIMACHAL PRADESH,Kangra,Jawali,0,10,10,2,2,3,3,0,0,10
HIMACHAL PRADESH,Kangra,Kangra,0,8,8,4,4,0,0,0,0,8
HIMACHAL PRADESH,Kangra,Nurpur,0,19,19,1,10,7,0,1,0,19
HIMACHAL PRADESH,Kangra,Palampur,0,22,22,12,10,0,0,0,0,22
HIMACHAL PRADESH,Kangra,Rakkar,0,4,4,0,0,0,0,4,0,4
HIMACHAL PRADESH,Kangra,Thural,0,16,16,9,7,0,0,0,0,16
HIMACHAL PRADESH,Kullu,Ani,0,1,1,1,0,0,0,0,0,1
HIMACHAL PRADESH,Kullu,Kullu,0,9,9,7,1,1,0,0,0,9
HIMACHAL PRADESH,Kullu,Nermand,0,1,1,1,0,0,0,0,0,1
HIMACHAL PRADESH,Mandi,Aut,0,7,7,0,3,1,0,1,2,7
HIMACHAL PRADESH,Mandi,Baldwara,0,6,6,3,2,0,1,0,0,6
HIMACHAL PRADESH,Mandi,Chachyot,0,1,1,1,0,0,0,0,0,1
HIMACHAL PRADESH,Mandi,Dharmpur,0,1,1,0,1,0,0,0,0,1
HIMACHAL PRADESH,Mandi,Jogindarnagar,0,3,3,1,0,0,2,0,0,3
HIMACHAL PRADESH,Mandi,Kotli,0,2,2,0,2,0,0,0,0,2
HIMACHAL PRADESH,Mandi,Mandi,0,12,12,3,4,2,0,3,0,12
HIMACHAL PRADESH,Mandi,Padhar,0,1,1,0,1,0,0,0,0,1
HIMACHAL PRADESH,Mandi,Sandhol,0,3,3,3,0,0,0,0,0,3
HIMACHAL PRADESH,Mandi,Sundarnagar,0,19,19,5,14,0,0,0,0,19
HIMACHAL PRADESH,Shimla,Seoni,0,5,5,1,2,2,0,0,0,5
HIMACHAL PRADESH,Shimla,Shimla,0,3,3,0,3,0,0,0,0,3
HIMACHAL PRADESH,Shimla,Theog,0,2,2,0,2,0,0,0,0,2
HIMACHAL PRADESH,Sirmaur,Nahan,0,24,24,0,9,1,14,0,0,24
HIMACHAL PRADESH,Sirmaur,Pachhad,0,1,1,0,0,0,0,0,1,1
HIMACHAL PRADESH,Sirmaur,Pajhota,0,1,1,0,1,0,0,0,0,1
HIMACHAL PRADESH,Sirmaur,Paonta Sahib,0,24,24,0,3,1,19,0,1,24
HIMACHAL PRADESH,Sirmaur,Rajgarh,0,12,12,9,2,0,0,1,0,12
HIMACHAL PRADESH,Solan,Arki,0,10,10,3,5,2,0,0,0,10
HIMACHAL PRADESH,Solan,Kandaghat,0,18,18,5,5,2,2,0,4,18
HIMACHAL PRADESH,Solan,Krishangarh,0,5,5,3,2,0,0,0,0,5
HIMACHAL PRADESH,Solan,Nalagarh,0,47,47,2,11,4,10,13,7,47
HIMACHAL PRADESH,Solan,Solan,0,27,27,23,4,0,0,0,0,27
HIMACHAL PRADESH,Una,Amb,0,11,11,0,6,4,1,0,0,11
HIMACHAL PRADESH,Una,Bangana,0,7,7,0,4,3,0,0,0,7
HIMACHAL PRADESH,Una,Haroli,0,4,4,0,0,1,3,0,0,4
HIMACHAL PRADESH,Una,Una,0,17,17,0,1,1,9,6,0,17
JAMMU & KASHMIR,Anantnagh,Bijehara,0,3,3,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Anantnagh,Kulgam,0,9,9,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Baramulla,Baramulla,6,16,22,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Baramulla,Gurez,1,1,2,NA,4,NA,NA,NA,NA,4
JAMMU & KASHMIR,Baramulla,Pattan,1,2,3,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Baramulla,Sonawari,20,54,74,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Baramulla,Sopore,2,3,5,NA,4,NA,NA,NA,NA,4
JAMMU & KASHMIR,Jammu,Akhnoor,5,11,16,NA,6,NA,NA,NA,NA,6
JAMMU & KASHMIR,Jammu,Bishna,1,3,4,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Jammu,Jammu,8,15,23,NA,6,NA,NA,NA,NA,6
JAMMU & KASHMIR,Jammu,Samba,1,3,4,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Kathua,Billawar,2,3,5,NA,6,NA,NA,NA,NA,6
JAMMU & KASHMIR,Kathua,Hiranagar,2,2,4,NA,6,NA,NA,NA,NA,6
JAMMU & KASHMIR,Kathua,Kathua,3,5,8,NA,60,NA,NA,NA,NA,60
JAMMU & KASHMIR,Kupwara,Kupwara,NA,7,7,NA,4,NA,NA,NA,NA,4
JAMMU & KASHMIR,Poonch,Mendhar,NA,3,3,NA,4,NA,NA,NA,NA,4
JAMMU & KASHMIR,Pulwama,Pampore,3,11,14,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Pulwama,Pulwana,8,25,33,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Pulwama,Tral,1,2,3,NA,4,NA,NA,NA,NA,4
JAMMU & KASHMIR,Rajouri,Nowshera,1,5,6,NA,4,NA,NA,NA,NA,4
JAMMU & KASHMIR,Rajouri,Rajouri,3,14,17,NA,4,NA,NA,NA,NA,4
JAMMU & KASHMIR,Rajouri,Sunderbani,6,20,26,NA,4,NA,NA,NA,NA,4
JAMMU & KASHMIR,Srinagar,Ganderbal,3,14,17,NA,4,NA,NA,NA,NA,4
JAMMU & KASHMIR,Srinagar,Srinagar,6,26,32,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Udhampur,Reasi,NA,3,3,NA,5,NA,NA,NA,NA,5
JAMMU & KASHMIR,Udhampur,Udhampur,NA,8,8,NA,5,NA,NA,NA,NA,5
KARNATAKA,BANGALORE RURAL,DEVANAHALLI,1,0,1,0,1,0,0,0,0,1
KARNATAKA,BANGALORE RURAL,HOSAKOTE,0,1,1,1,0,0,0,0,0,1
KARNATAKA,BANGALORE RURAL,KANAKAPURA,0,14,14,0,14,0,0,0,0,14
KARNATAKA,BANGALORE RURAL,MAGADI,18,9,27,27,0,0,0,0,0,27
KARNATAKA,BANGALORE RURAL,NELAMANGALA,11,8,19,0,18,1,0,0,0,19
KARNATAKA,BANGALORE RURAL,RAMANAGARA,1,155,156,109,36,11,0,0,0,156
KARNATAKA,BANGALORE URBAN,ANEKAL,0,11,11,0,11,0,0,0,0,11
KARNATAKA,BANGALORE URBAN,BANGALORE NORTH,4,44,48,2,0,46,0,0,0,48
KARNATAKA,BANGALORE URBAN,BANGALORE SOUTH,0,18,18,11,7,0,0,0,0,18
KARNATAKA,BELGAUM,ATHNI,218,2470,2688,241,1445,518,232,229,23,2688
KARNATAKA,BELGAUM,CHIKODI,185,2741,2926,301,1334,792,166,319,14,2926
KARNATAKA,BELGAUM,GOKAK,757,2727,3484,1749,1331,280,64,22,38,3484
KARNATAKA,BELGAUM,KHANAPUR,291,395,686,429,255,0,0,0,2,686
KARNATAKA,BELGAUM,RAMDURG,74,0,74,74,0,0,0,0,0,74
KARNATAKA,BELGAUM,RAYBAG,66,483,549,199,81,230,8,18,13,549
KARNATAKA,BELGAUM,SAMPGAON,618,981,1599,565,792,68,10,2,162,1599
KARNATAKA,BELLARY,BELLARY,169,162,331,31,200,94,6,0,0,331
KARNATAKA,BELLARY,H.B. HALLY,255,574,829,563,107,1,0,157,1,829
KARNATAKA,BELLARY,HADAGALI,70,88,158,4,22,109,22,1,0,158
KARNATAKA,BELLARY,HARAPANA HALLI,2,565,567,567,0,0,0,0,0,567
KARNATAKA,BELLARY,HOSPET,167,372,539,26,347,161,1,0,4,539
KARNATAKA,BELLARY,KUDLIGI,21,23,44,44,0,0,0,0,0,44
KARNATAKA,BELLARY,SIRAGUPPA,63,752,815,385,339,86,2,3,0,815
KARNATAKA,BIDAR,AURAD,16,88,104,32,39,33,0,0,0,104
KARNATAKA,BIDAR,BASAVA KALYANA,0,18,18,18,0,0,0,0,0,18
KARNATAKA,BIDAR,BHALKI,183,54,237,173,49,14,0,0,1,237
KARNATAKA,BIDAR,BIDAR,0,101,101,29,29,2,0,0,41,101
KARNATAKA,BIJAPUR,BADAMI,70,783,853,244,437,171,1,0,0,853
KARNATAKA,BIJAPUR,BAGALKOT,392,480,872,293,574,5,0,0,0,872
KARNATAKA,BIJAPUR,BIJAPUR,0,1,1,0,0,0,1,0,0,1
KARNATAKA,BIJAPUR,BILGI,179,223,402,8,264,40,0,0,90,402
KARNATAKA,BIJAPUR,HUNGUND,157,994,1151,425,545,181,0,0,0,1151
KARNATAKA,BIJAPUR,INDI,2,323,325,114,117,1,0,0,93,325
KARNATAKA,BIJAPUR,JAMAKHANDI,373,1294,1667,312,538,307,127,89,294,1667
KARNATAKA,BIJAPUR,MUDDEBIHAL,76,568,644,118,454,68,4,0,0,644
KARNATAKA,BIJAPUR,MUDHOL,142,222,364,113,204,28,9,7,3,364
KARNATAKA,BIJAPUR,SINDGI,0,38,38,38,0,0,0,0,0,38
KARNATAKA,CHIKKAMAGALORE,KADUR,0,1,1,0,1,0,0,0,0,1
KARNATAKA,CHIKKAMAGALORE,MUDIGERE,1,91,92,12,1,79,0,0,0,92
KARNATAKA,CHIKKAMAGALORE,N.R. PURA,7,41,48,34,14,0,0,0,0,48
KARNATAKA,CHIKKAMAGALORE,SRINGERE,28,61,89,24,28,29,8,0,0,89
KARNATAKA,CHIKKAMAGALORE,TARIKERE,65,1,66,66,0,0,0,0,0,66
KARNATAKA,CHITRADURGA,CHALLAKERE,0,44,44,18,11,15,0,0,0,44
KARNATAKA,CHITRADURGA,CHITRADURGA,0,1,1,0,1,0,0,0,0,1
KARNATAKA,CHITRADURGA,DAVANAGERE,44,56,100,3,72,25,0,0,0,100
KARNATAKA,CHITRADURGA,HARIHAR,74,982,1056,22,610,144,107,173,0,1056
KARNATAKA,CHITRADURGA,HIRIYUR,0,33,33,0,24,0,0,0,9,33
KARNATAKA,CHITRADURGA,HOSADURGA,1,60,61,12,48,1,0,0,0,61
KARNATAKA,DAKSHINA KANNADA,BANTWAL,24,30,54,41,12,1,0,0,0,54
KARNATAKA,DAKSHINA KANNADA,BELTHANGADY,0,41,41,18,23,0,0,0,0,41
KARNATAKA,DAKSHINA KANNADA,KARKALA,15,233,248,215,31,2,0,0,0,248
KARNATAKA,DAKSHINA KANNADA,MANGALORE,11,27,38,38,0,0,0,0,0,38
KARNATAKA,DAKSHINA KANNADA,PUTTUR,24,33,57,34,19,4,0,0,0,57
KARNATAKA,DAKSHINA KANNADA,SULLIA,0,14,14,2,9,3,0,0,0,14
KARNATAKA,DAKSHINA KANNADA,UDUPI,3,76,79,39,40,0,0,0,0,79
KARNATAKA,DHARWAR,HAVERI,56,773,829,223,574,31,0,1,0,829
KARNATAKA,DHARWAR,HIREKERUR,0,2,2,0,0,2,0,0,0,2
KARNATAKA,DHARWAR,KALGHATGI,0,1,1,0,0,1,0,0,0,1
KARNATAKA,DHARWAR,MUNDARGI,178,222,400,328,72,0,0,0,0,400
KARNATAKA,DHARWAR,NARAGUND,0,122,122,11,104,7,0,0,0,122
KARNATAKA,DHARWAR,NAVALAGUND,30,538,568,190,325,50,2,1,0,568
KARNATAKA,DHARWAR,RANIBENNUR,77,279,356,46,308,2,0,0,0,356
KARNATAKA,DHARWAR,SAVANUR,24,138,162,28,34,65,7,27,1,162
KARNATAKA,DHARWAR,SHIRAHATTI,36,260,296,36,48,198,14,0,0,296
KARNATAKA,GULBARGA,AFZALPUR TALUK,0,58,58,5,29,23,1,0,0,58
KARNATAKA,GULBARGA,CHINCHOLI,4,8,12,8,4,0,0,0,0,12
KARNATAKA,GULBARGA,CHITAPUR,32,3,35,33,2,0,0,0,0,35
KARNATAKA,GULBARGA,GULBARGA,0,68,68,51,17,0,0,0,0,68
KARNATAKA,GULBARGA,JEWARGI,6,58,64,64,0,0,0,0,0,64
KARNATAKA,GULBARGA,SAHAPUR,0,2,2,0,2,0,0,0,0,2
KARNATAKA,GULBARGA,SEDAM,0,34,34,34,0,0,0,0,0,34
KARNATAKA,GULBARGA,SHORAPUR,4,39,43,19,18,5,1,0,0,43
KARNATAKA,GULBARGA,YADAGIR,37,6,43,43,0,0,0,0,0,43
KARNATAKA,HASSAN,ALUR,3,0,3,0,0,3,0,0,0,3
KARNATAKA,HASSAN,ARASIKERE,0,9,9,9,0,0,0,0,0,9
KARNATAKA,HASSAN,ARKALGUD,1,1,2,1,0,0,0,1,0,2
KARNATAKA,HASSAN,BELUR,0,2,2,1,0,1,0,0,0,2
KARNATAKA,HASSAN,H.N. PURA,4,100,104,3,96,5,0,0,0,104
KARNATAKA,HASSAN,HASSAN,0,1,1,0,1,0,0,0,0,1
KARNATAKA,KODAGU,SOMWARPET,7,18,25,13,6,6,0,0,0,25
KARNATAKA,KOLAR,BAGEPALLI,0,1,1,1,0,0,0,0,0,1
KARNATAKA,KOLAR,BANGARPET,1,0,1,1,0,0,0,0,0,1
KARNATAKA,KOLAR,GOWRIBIDANOOR,8,0,8,3,5,0,0,0,0,8
KARNATAKA,KOLAR,GUDIBANDA,0,3,3,2,1,0,0,0,0,3
KARNATAKA,KOLAR,MALUR,0,1,1,1,0,0,0,0,0,1
KARNATAKA,KOLAR,MULABAGAL,0,6,6,6,0,0,0,0,0,6
KARNATAKA,KOLAR,SIDLAGHATTA,4,7,11,11,0,0,0,0,0,11
KARNATAKA,KOLAR,SRINIVASAPUR,0,2,2,2,0,0,0,0,0,2
KARNATAKA,MANDYA,K.R. PET,16,0,16,6,10,0,0,0,0,16
KARNATAKA,MANDYA,MADDUR,0,6,6,5,0,0,1,0,0,6
KARNATAKA,MANDYA,MALAVALLY,2,2,4,4,0,0,0,0,0,4
KARNATAKA,MANDYA,MANDYA,0,66,66,65,0,0,1,0,0,66
KARNATAKA,MANDYA,NAGAMANGALA,3,1,4,2,2,0,0,0,0,4
KARNATAKA,MANDYA,PANDAVAPURA,0,41,41,4,37,0,0,0,0,41
KARNATAKA,MANDYA,SRIRANGAPATNA,1,7,8,3,5,0,0,0,0,8
KARNATAKA,MYSORE,CHAMARAJANAGAR,0,4,4,4,0,0,0,0,0,4
KARNATAKA,MYSORE,HEGGADADEVANAKOTE,0,11,11,1,10,0,0,0,0,11
KARNATAKA,MYSORE,HUNSUR,11,3,14,13,0,1,0,0,0,14
KARNATAKA,MYSORE,KOLLEGAL,37,6,43,22,0,13,1,7,0,43
KARNATAKA,MYSORE,MYSORE,3,41,44,29,13,1,0,1,0,44
KARNATAKA,MYSORE,PERIYAPATNA,14,22,36,10,24,2,0,0,0,36
KARNATAKA,MYSORE,T. NARASIPURA,0,1,1,1,0,0,0,0,0,1
KARNATAKA,RAICHUR,DEVADURGA,1,12,13,13,0,0,0,0,0,13
KARNATAKA,RAICHUR,GANGAVATHI,196,249,445,202,176,42,4,21,0,445
KARNATAKA,RAICHUR,KOPPAL,39,57,96,17,10,21,14,5,29,96
KARNATAKA,RAICHUR,KUSHTAGI,0,1,1,1,0,0,0,0,0,1
KARNATAKA,RAICHUR,LINGASUGUR,0,218,218,117,32,68,1,0,0,218
KARNATAKA,RAICHUR,MANVI,305,239,544,229,209,62,6,38,0,544
KARNATAKA,RAICHUR,RAICHUR,148,158,306,114,158,29,4,1,0,306
KARNATAKA,RAICHUR,SINDHANUR,12,1,13,7,5,1,0,0,0,13
KARNATAKA,SHIMOGA,BHADRAVATHI,58,361,419,283,65,40,5,1,25,419
KARNATAKA,SHIMOGA,CHANNAGIRI,5,68,73,0,73,0,0,0,0,73
KARNATAKA,SHIMOGA,HONNALI,339,475,814,220,421,89,41,17,26,814
KARNATAKA,SHIMOGA,SAGARA,0,19,19,19,0,0,0,0,0,19
KARNATAKA,SHIMOGA,SHIKARPUR,113,95,208,2,181,25,0,0,0,208
KARNATAKA,SHIMOGA,SHIMOGA,188,210,398,33,251,70,44,0,0,398
KARNATAKA,SHIMOGA,SORAB,8,209,217,105,111,1,0,0,0,217
KARNATAKA,SHIMOGA,TIRTHAHALLI,37,188,225,108,50,12,3,2,50,225
KARNATAKA,TUMKUR,CHICKANAYAKANA HALLY,0,14,14,14,0,0,0,0,0,14
KARNATAKA,TUMKUR,GUBBI,12,54,66,66,0,0,0,0,0,66
KARNATAKA,TUMKUR,KUNIGAL,0,12,12,12,0,0,0,0,0,12
KARNATAKA,TUMKUR,TUMKUR,43,0,43,10,29,4,0,0,0,43
KARNATAKA,UTTARA KANNADA,ANKOLA,0,17,17,16,1,0,0,0,0,17
KARNATAKA,UTTARA KANNADA,HALYAL,5,56,61,5,48,7,1,0,0,61
KARNATAKA,UTTARA KANNADA,HONNAVAR,0,7,7,1,3,3,0,0,0,7
KARNATAKA,UTTARA KANNADA,KARWAR,0,2,2,0,1,1,0,0,0,2
KARNATAKA,UTTARA KANNADA,KUMTA,0,1,1,0,1,0,0,0,0,1
KARNATAKA,UTTARA KANNADA,MUNDAGOD,0,1,1,1,0,0,0,0,0,1
KARNATAKA,UTTARA KANNADA,SIDDAPUR,3,41,44,43,1,0,0,0,0,44
KARNATAKA,UTTARA KANNADA,SIRSI,3,9,12,6,4,2,0,0,0,12
KARNATAKA,UTTARA KANNADA,YELLAPUR,0,4,4,1,3,0,0,0,0,4
KERALA,ALAPUZHA,ALAPUZHA,0,15,15,14,1,0,0,0,0,15
KERALA,ALAPUZHA,ARIYAD,1,6,7,6,1,0,0,0,0,7
KERALA,ALAPUZHA,CHAMPAKKULAM,12,27,39,30,9,0,0,0,0,39
KERALA,ALAPUZHA,HARIPPAD,14,37,51,45,4,2,0,0,0,51
KERALA,ALAPUZHA,MAVELIKARA,7,18,25,3,11,11,0,0,0,25
KERALA,ALAPUZHA,MUTHUKULAM,0,83,83,76,7,0,0,0,0,83
KERALA,ALAPUZHA,PANDALAM,0,5,5,0,4,0,1,0,0,5
KERALA,ALAPUZHA,VELIYANAD,0,51,51,51,0,0,0,0,0,51
KERALA,ERANAKULAM,ALANGAD,0,38,38,12,9,4,5,8,0,38
KERALA,ERANAKULAM,ANGAMALY,31,50,81,25,11,33,3,9,0,81
KERALA,ERANAKULAM,ANKAMALY,0,1,1,0,0,0,0,1,0,1
KERALA,ERANAKULAM,COCHIN,0,40,40,40,0,0,0,0,0,40
KERALA,ERANAKULAM,EDAPPALLY,0,58,58,55,3,0,0,0,0,58
KERALA,ERANAKULAM,KALAMASSERY,0,15,15,4,11,0,0,0,0,15
KERALA,ERANAKULAM,KOOVAPPADY,7,4,11,0,0,1,6,4,0,11
KERALA,ERANAKULAM,KOTHAMANGALAM,0,20,20,15,4,0,1,0,0,20
KERALA,ERANAKULAM,KOTHAMANGALAM,0,23,23,6,15,2,0,0,0,23
KERALA,ERANAKULAM,MULAMTHURUTHY,0,200,200,196,4,0,0,0,0,200
KERALA,ERANAKULAM,MUVATTUPUZHA,0,122,122,25,44,40,13,0,0,122
KERALA,ERANAKULAM,PALLURUTHY,33,0,33,31,2,0,0,0,0,33
KERALA,ERANAKULAM,PAMPAKUDA,6,20,26,4,7,5,3,7,0,26
KERALA,ERANAKULAM,PARAKADAVU,3,53,56,0,7,18,15,16,0,56
KERALA,ERANAKULAM,PERUMBAVOOR,6,0,6,5,0,0,1,0,0,6
KERALA,ERANAKULAM,TRIPPUNITHURA,0,187,187,187,0,0,0,0,0,187
KERALA,ERANAKULAM,VADAVUKODU,0,14,14,3,0,6,1,4,0,14
KERALA,ERANAKULAM,VAZHAKULAM,4,12,16,3,5,0,1,7,0,16
KERALA,ERANAKULAM,VYTTILA,0,96,96,92,4,0,0,0,0,96
KERALA,IDUKKI,AZHUTHA,0,14,14,6,8,0,0,0,0,14
KERALA,IDUKKI,DEVIKULAM,0,3,3,1,2,0,0,0,0,3
KERALA,IDUKKI,ELAMDESAM,0,17,17,17,0,0,0,0,0,17
KERALA,IDUKKI,IDUKKI,0,77,77,76,1,0,0,0,0,77
KERALA,IDUKKI,KATTAPPANA,0,28,28,11,17,0,0,0,0,28
KERALA,IDUKKI,NEDUMKADAM,0,7,7,0,7,0,0,0,0,7
KERALA,IDUKKI,THODUPUZHA,0,52,52,47,4,0,1,0,0,52
KERALA,IDUKKI,THODUPUZHA,0,4,4,4,0,0,0,0,0,4
KERALA,KANNUR,IRITTY,0,301,301,259,42,0,0,0,0,301
KERALA,KANNUR,KUTHUPARAMBA,0,3,3,0,3,0,0,0,0,3
KERALA,KANNUR,PAYYANNUR,0,287,287,277,10,0,0,0,0,287
KERALA,KANNUR,PERAVOOR,0,105,105,95,10,0,0,0,0,105
KERALA,KANNUR,THALIPPARAMBA,0,16,16,15,1,0,0,0,0,16
KERALA,KANNUR,TRIKKUR,0,1,1,1,0,0,0,0,0,1
KERALA,KASARAGODE,KANHANGAD,0,21,21,20,0,0,1,0,0,21
KERALA,KASARAGODE,MANJESWARAM,0,8,8,0,8,0,0,0,0,8
KERALA,KASARAGODE,NEELESWARAM,0,51,51,30,21,0,0,0,0,51
KERALA,KOLLAM,ITHIKKARA,0,1,1,1,0,0,0,0,0,1
KERALA,KOLLAM,KARUNAGAPPALLY,0,2,2,0,2,0,0,0,0,2
KERALA,KOLLAM,KOTTARAKKARA,0,1,1,1,0,0,0,0,0,1
KERALA,KOLLAM,PUNALOOR,0,1,1,0,1,0,0,0,0,1
KERALA,KOLLAM,SASTHAMCOTTA,4,4,8,0,0,0,0,0,8,8
KERALA,KOLLAM,VETTIKKAVALA,0,6,6,3,2,1,0,0,0,6
KERALA,KOTTAYAM,CHANGANASSERY,0,2,2,2,0,0,0,0,0,2
KERALA,KOTTAYAM,ERATTUPETTAH,0,19,19,9,10,0,0,0,0,19
KERALA,KOTTAYAM,ETTUMANOOR,0,61,61,51,6,4,0,0,0,61
KERALA,KOTTAYAM,KADUTHURUTHY,1,222,223,171,44,6,2,0,0,223
KERALA,KOTTAYAM,LALAM,0,19,19,17,1,1,0,0,0,19
KERALA,KOTTAYAM,MADAPPALLY,0,76,76,71,4,1,0,0,0,76
KERALA,KOTTAYAM,PALA,0,4,4,3,1,0,0,0,0,4
KERALA,KOTTAYAM,PALLAM,0,36,36,25,9,2,0,0,0,36
KERALA,KOTTAYAM,UZHVOOR,0,173,173,142,29,2,0,0,0,173
KERALA,KOTTAYAM,VAIKOM,0,573,573,459,79,25,2,2,6,573
KERALA,KOZHIKODE,BALUSSERY,0,5,5,5,0,0,0,0,0,5
KERALA,KOZHIKODE,CHELANNUR,0,98,98,96,2,0,0,0,0,98
KERALA,KOZHIKODE,KODUVALLY,0,66,66,64,2,0,0,0,0,66
KERALA,KOZHIKODE,KUNNAMANGALAM,1,225,226,210,15,1,0,0,0,226
KERALA,KOZHIKODE,KUNNUMMEL,0,31,31,29,2,0,0,0,0,31
KERALA,KOZHIKODE,PERAMBRA,0,1,1,0,1,0,0,0,0,1
KERALA,KOZHIKODE,THODANNUR,6,22,28,28,0,0,0,0,0,28
KERALA,KOZHIKODE,THUNERI,0,17,17,17,0,0,0,0,0,17
KERALA,KOZHIKODE,VADAGARA,7,5,12,12,0,0,0,0,0,12
KERALA,KOZHIKODE,VADAKARA,0,13,13,13,0,0,0,0,0,13
KERALA,MALAPPURAM,ANDATHODU,0,3,3,1,1,1,0,0,0,3
KERALA,MALAPPURAM,AREEKODE,0,194,194,154,40,0,0,0,0,194
KERALA,MALAPPURAM,KONDOTTY,0,82,82,76,5,1,0,0,0,82
KERALA,MALAPPURAM,KUTTIPPURAM,0,2,2,0,1,1,0,0,0,2
KERALA,MALAPPURAM,MALAPPURAM,0,22,22,11,11,0,0,0,0,22
KERALA,MALAPPURAM,MALAPPURAM,0,12,12,2,10,0,0,0,0,12
KERALA,MALAPPURAM,MANJERI,0,8,8,8,0,0,0,0,0,8
KERALA,MALAPPURAM,MANKADA,0,150,150,93,51,4,2,0,0,150
KERALA,MALAPPURAM,NILAMBOOR,5,927,932,680,229,21,2,0,0,932
KERALA,MALAPPURAM,PERUNTHALMANNA,0,99,99,87,12,0,0,0,0,99
KERALA,MALAPPURAM,PONNANI,0,22,22,12,9,1,0,0,0,22
KERALA,MALAPPURAM,THANNUR,0,18,18,17,1,0,0,0,0,18
KERALA,MALAPPURAM,THIROOR,1,3,4,0,3,0,1,0,0,4
KERALA,MALAPPURAM,THIRURANGADI,0,148,148,141,5,1,1,0,0,148
KERALA,MALAPPURAM,VENGARA,0,25,25,17,6,0,1,1,0,25
