-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells by type", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Shallow tubewell,Point,Borewell,Others,Total
ANDHRA PRADESH,KARIMNAGAR,METPALLE,454,126,50,0,630
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,429,2,185,37,653
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,54,20,1,0,75
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,3,0,0,0,3
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,7,0,9,0,16
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,45,0,29,7,81
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,1181,300,289,400,2170
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,117,5,8,1,131
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,309,21,207,43,580
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,0,0,3552,0,3552
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,89,0,0,0,89
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,149,4,2,4,159
ANDHRA PRADESH,KHAMMAM,BAYYARAM,22,9,0,0,31
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,0,0,27,0,27
ANDHRA PRADESH,KHAMMAM,BONAKAL,22,0,0,0,22
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,37,0,0,0,37
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,55,0,2,0,57
ANDHRA PRADESH,KHAMMAM,CHERLA,171,21,0,0,192
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,599,9,121,11,740
ANDHRA PRADESH,KHAMMAM,ENKURU,158,9,82,0,249
ANDHRA PRADESH,KHAMMAM,JULURPAD,61,0,16,0,77
ANDHRA PRADESH,KHAMMAM,KALLURU,11,0,16,0,27
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,84,0,0,0,84
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,46,0,0,2,48
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,44,0,21,0,65
ANDHRA PRADESH,KHAMMAM,KONIJERLA,0,0,6,0,6
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,105,10,52,0,167
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,9,37,5,0,51
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,613,250,62,0,925
ANDHRA PRADESH,KHAMMAM,MADHIRA,176,6,55,0,237
ANDHRA PRADESH,KHAMMAM,MANUGURU,152,0,0,0,152
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,191,1,2,0,194
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,14,6,24,0,44
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,29,22,0,0,51
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,228,0,0,0,228
ANDHRA PRADESH,KHAMMAM,PENUBALLI,241,5,154,1,401
ANDHRA PRADESH,KHAMMAM,PINAPAKA,778,0,128,6,912
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,175,0,50,113,338
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,13,1,0,0,14
ANDHRA PRADESH,KHAMMAM,THALLADA,15,0,17,0,32
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,186,219,131,0,536
ANDHRA PRADESH,KHAMMAM,VEMSOOR,813,0,21,0,834
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,47,22,0,0,69
ANDHRA PRADESH,KHAMMAM,WAZEED,143,1,6,0,150
ANDHRA PRADESH,KHAMMAM,WYRA,32,0,0,0,32
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,382,0,72,1,455
ANDHRA PRADESH,KRISHNA,A KONDURU,1,0,1,0,2
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,28,0,0,0,28
ANDHRA PRADESH,KRISHNA,AVANIGADDA,199,74,0,0,273
ANDHRA PRADESH,KRISHNA,BAPULAPADU,15,0,0,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLI,494,16,0,0,510
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,76,109,1,0,186
ANDHRA PRADESH,KRISHNA,CHATRAI,128,33,14,0,175
ANDHRA PRADESH,KRISHNA,G KONDURU,63,26,290,1,380
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,125,3,21,0,149
ANDHRA PRADESH,KRISHNA,GANNAVARAM,0,0,106,0,106
ANDHRA PRADESH,KRISHNA,GHANTASALA,228,69,74,0,371
ANDHRA PRADESH,KRISHNA,GUDIVADA,93,17,6,28,144
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,37,0,0,0,37
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,625,1,2,1,629
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,15,0,39,0,54
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,174,79,72,3,328
ANDHRA PRADESH,KRISHNA,KANKIPADU,1512,49,0,0,1561
ANDHRA PRADESH,KRISHNA,KODURU,87,0,0,0,87
ANDHRA PRADESH,KRISHNA,MOPIDEVI,769,0,1,0,770
ANDHRA PRADESH,KRISHNA,MOVVA,288,109,0,0,397
ANDHRA PRADESH,KRISHNA,MUSUNURU,59,0,13,0,72
ANDHRA PRADESH,KRISHNA,MYLAVARAM,49,0,0,0,49
ANDHRA PRADESH,KRISHNA,NANDIGAMA,16,251,0,0,267
ANDHRA PRADESH,KRISHNA,PAMARRU,244,2,51,1,298
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,957,116,3,0,1076
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,575,0,0,0,575
ANDHRA PRADESH,KRISHNA,PENAMALURU,1428,3,0,2,1433
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,166,0,0,0,166
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,59,1,27,0,87
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,2137,3,100,2,2242
ANDHRA PRADESH,KRISHNA,TIRUVURU,102,11,0,0,113
ANDHRA PRADESH,KRISHNA,UNGUTURU,502,65,0,0,567
ANDHRA PRADESH,KRISHNA,VATSAVAI,0,11,0,0,11
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,88,10,8,2,108
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,276,70,267,2,615
ANDHRA PRADESH,KRISHNA,VISSANNAPET,75,0,65,48,188
ANDHRA PRADESH,KRISHNA,VUYYURU,1344,1,0,0,1345
ANDHRA PRADESH,KURNOOL,ADONI,615,146,16,0,777
ANDHRA PRADESH,KURNOOL,ALLAGADDA,172,10,23,0,205
ANDHRA PRADESH,KURNOOL,ALUR,209,2,211,13,435
ANDHRA PRADESH,KURNOOL,ASPARI,14,0,287,1,302
ANDHRA PRADESH,KURNOOL,ATMAKUR,48,3,0,0,51
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,1167,4,75,10,1256
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,395,0,22,1,418
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,682,34,332,33,1081
ANDHRA PRADESH,KURNOOL,C.BELAGAL,7,1,0,0,8
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,1,0,0,0,1
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,87,0,1,0,88
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,225,209,87,0,521
ANDHRA PRADESH,KURNOOL,DHONE,285,24,87,0,396
ANDHRA PRADESH,KURNOOL,GADIVEMULA,295,26,186,1,508
ANDHRA PRADESH,KURNOOL,GONEGANDLA,191,40,77,0,308
ANDHRA PRADESH,KURNOOL,GOSPADU,86,0,0,0,86
ANDHRA PRADESH,KURNOOL,GUDUR,43,0,0,0,43
ANDHRA PRADESH,KURNOOL,HALAHARVI,13,0,33,0,46
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,248,0,9,0,257
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,109,3,4,0,116
ANDHRA PRADESH,KURNOOL,KALLUR,631,3,169,0,803
ANDHRA PRADESH,KURNOOL,KODUMUR,336,138,24,0,498
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,95,0,9,0,104
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,425,0,2,0,427
ANDHRA PRADESH,KURNOOL,KOSIGI,43,22,0,0,65
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,17,9,24,0,50
ANDHRA PRADESH,KURNOOL,KOWTHALAM,370,0,2,0,372
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,229,110,26,1,366
ANDHRA PRADESH,KURNOOL,KURNOOL,172,51,82,0,305
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,62,0,0,0,62
ANDHRA PRADESH,KURNOOL,MAHANANDI,561,0,9,0,570
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,50,3,0,0,53
ANDHRA PRADESH,KURNOOL,MIDTHUR,210,3,0,0,213
ANDHRA PRADESH,KURNOOL,NANDAVARAM,77,0,0,0,77
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,98,1,26,1,126
ANDHRA PRADESH,KURNOOL,NANDYAL,172,1,4,0,177
ANDHRA PRADESH,KURNOOL,ORVAKAL,232,2,491,0,725
ANDHRA PRADESH,KURNOOL,OWK,352,0,37,0,389
ANDHRA PRADESH,KURNOOL,PAGIDYALA,12,0,0,0,12
ANDHRA PRADESH,KURNOOL,PAMULAPADU,6,2,3,0,11
ANDHRA PRADESH,KURNOOL,PANYAM,748,0,0,1,749
ANDHRA PRADESH,KURNOOL,PATTIKANDA,120,0,92,0,212
ANDHRA PRADESH,KURNOOL,PEAPALLY,599,13,93,6,711
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,202,31,11,0,244
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,311,0,7,0,318
ANDHRA PRADESH,KURNOOL,SANJAMALA,234,1,178,1,414
ANDHRA PRADESH,KURNOOL,SIRVEL,203,2,117,0,322
ANDHRA PRADESH,KURNOOL,TUGGALI,155,0,0,0,155
ANDHRA PRADESH,KURNOOL,UYYALAWADA,76,3,0,0,79
ANDHRA PRADESH,KURNOOL,VELDURTHI,45,6,193,2,246
ANDHRA PRADESH,KURNOOL,VELGODU,11,0,0,0,11
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,278,2,7,0,287
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,686,126,242,1,1055
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,1322,28,115,0,1465
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,703,9,0,0,712
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,106,1,86,0,193
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,1359,63,360,21,1803
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,204,137,14,0,355
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,193,8,1,1,203
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,2910,86,39,6,3041
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,383,171,482,113,1149
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,1290,3,155,2,1450
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,1117,27,404,18,1566
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,1326,1,0,0,1327
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,917,42,32,0,991
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,1005,77,236,1,1319
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,460,241,68,0,769
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,355,75,304,1,735
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,1036,25,156,1,1218
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,3452,1,367,14,3834
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,322,7,51,1,381
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,901,97,369,55,1422
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,577,341,8,0,926
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,338,8,1570,3,1919
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,314,13,894,2,1223
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,260,19,49,1,329
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,2322,10,176,25,2533
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,2283,253,7,4,2547
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,1532,137,596,2,2267
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,516,1,246,0,763
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,504,11,5,2,522
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,600,4,1060,9,1673
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,61,3,0,0,64
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,1230,405,1006,23,2664
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,571,87,78,6,742
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,1259,2,918,57,2236
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,1709,65,3,2,1779
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,1882,74,13,2,1971
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,460,50,42,0,552
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,129,39,1373,1,1542
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,900,6,10,10,926
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,1326,1,5,2,1334
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,128,14,36,7,185
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,2498,123,639,1,3261
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,1148,5,166,3,1322
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,1084,140,210,2,1436
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,772,134,16,1,923
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,840,368,688,27,1923
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,503,124,84,5,716
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,130,21,0,0,151
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,344,8,190,0,542
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,533,22,432,0,987
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,1269,256,282,0,1807
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,2390,45,547,3,2985
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,1287,59,0,1,1347
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,943,177,62,29,1211
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,1477,155,17,1,1650
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,230,28,80,0,338
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,955,71,438,0,1464
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,52,32,68,0,152
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,530,19,568,85,1202
ANDHRA PRADESH,MEDAK,ALLADURG,864,0,145,0,1009
ANDHRA PRADESH,MEDAK,ANDOLE,1641,0,0,0,1641
ANDHRA PRADESH,MEDAK,CHEGUNTA,2031,445,1117,44,3637
ANDHRA PRADESH,MEDAK,CHINNA KODUR,1236,75,35,0,1346
ANDHRA PRADESH,MEDAK,DOULTABAD,3548,0,2,0,3550
ANDHRA PRADESH,MEDAK,DUBBAK,4031,240,9,0,4280
ANDHRA PRADESH,MEDAK,GAJWEL,2364,190,175,0,2729
ANDHRA PRADESH,MEDAK,HATHNOORA,1621,4,787,0,2412
ANDHRA PRADESH,MEDAK,JAGDEVPUR,1251,493,594,17,2355
ANDHRA PRADESH,MEDAK,JHARASANGAM,256,1,30,0,287
ANDHRA PRADESH,MEDAK,JINNARAM,0,0,2013,0,2013
ANDHRA PRADESH,MEDAK,KALHER,1962,2,26,0,1990
ANDHRA PRADESH,MEDAK,KANGTI,342,3,47,0,392
ANDHRA PRADESH,MEDAK,KOHIR,35,0,0,0,35
ANDHRA PRADESH,MEDAK,KONDAPAK,3467,52,305,0,3824
ANDHRA PRADESH,MEDAK,KONDAPUR,584,254,350,0,1188
ANDHRA PRADESH,MEDAK,KOWDIPALLE,1832,184,1359,0,3375
ANDHRA PRADESH,MEDAK,KULCHARAM,2142,0,0,0,2142
ANDHRA PRADESH,MEDAK,MANOOR,197,127,40,0,364
ANDHRA PRADESH,MEDAK,MEDAK,3621,0,416,0,4037
ANDHRA PRADESH,MEDAK,MIRDODDI,4430,6,37,0,4473
ANDHRA PRADESH,MEDAK,MULUG,1089,0,1653,0,2742
ANDHRA PRADESH,MEDAK,MUNPALLE,212,12,218,0,442
ANDHRA PRADESH,MEDAK,NANGANUR,1237,39,112,0,1388
ANDHRA PRADESH,MEDAK,NARAYANKHED,544,0,538,0,1082
ANDHRA PRADESH,MEDAK,NARSAPUR,1885,248,496,0,2629
ANDHRA PRADESH,MEDAK,NYALKAL,212,16,243,0,471
ANDHRA PRADESH,MEDAK,PAPANNAPET,799,0,773,0,1572
ANDHRA PRADESH,MEDAK,PATANCHERU,1363,0,63,0,1426
ANDHRA PRADESH,MEDAK,PULKAL,1477,34,320,0,1831
ANDHRA PRADESH,MEDAK,RAIKODE,52,50,73,0,175
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,653,25,1,0,679
ANDHRA PRADESH,MEDAK,RAMAYAMPET,1731,322,2491,48,4592
ANDHRA PRADESH,MEDAK,REGODE,298,146,27,0,471
ANDHRA PRADESH,MEDAK,SADASIVPET,393,64,848,0,1305
ANDHRA PRADESH,MEDAK,SANGAREDDY,1595,67,74,0,1736
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),588,0,120,0,708
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),2258,0,51,0,2309
ANDHRA PRADESH,MEDAK,SHIVAMPET,0,0,3302,0,3302
ANDHRA PRADESH,MEDAK,SIDDIPET,2169,0,0,0,2169
ANDHRA PRADESH,MEDAK,TEKMAL,39,0,1174,0,1213
ANDHRA PRADESH,MEDAK,TUPRAN,3019,215,121,0,3355
ANDHRA PRADESH,MEDAK,WARGAL,2087,183,595,1,2866
ANDHRA PRADESH,MEDAK,YELDURTHY,2030,34,217,0,2281
ANDHRA PRADESH,MEDAK,ZAHIRABAD,635,10,83,0,728
ANDHRA PRADESH,NALGONDA,ALAIR,387,102,96,0,585
ANDHRA PRADESH,NALGONDA,ANUMULA,0,0,481,0,481
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),369,262,47,0,678
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),1197,164,0,0,1361
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,419,366,2393,0,3178
ANDHRA PRADESH,NALGONDA,BIBINAGAR,803,1,204,73,1081
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,666,1,204,71,942
ANDHRA PRADESH,NALGONDA,CHANDAM PET,769,0,0,0,769
ANDHRA PRADESH,NALGONDA,CHANDUR,580,57,618,0,1255
ANDHRA PRADESH,NALGONDA,CHILKUR,12,0,0,0,12
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,248,96,422,0,766
ANDHRA PRADESH,NALGONDA,CHITYALA,1981,66,83,0,2130
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,287,39,40,15,381
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,464,2,669,46,1181
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,289,41,88,2,420
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,1423,0,0,0,1423
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,64,5,0,0,69
ANDHRA PRADESH,NALGONDA,GUNDALA,1073,302,256,0,1631
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,813,0,0,0,813
ANDHRA PRADESH,NALGONDA,GURRAMPODE,804,189,357,99,1449
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,25,0,0,0,25
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,179,278,1143,6,1606
ANDHRA PRADESH,NALGONDA,KANGAL,519,234,1130,171,2054
ANDHRA PRADESH,NALGONDA,KATTANGOOR,282,15,201,0,498
ANDHRA PRADESH,NALGONDA,KETHEPALLE,165,22,28,0,215
ANDHRA PRADESH,NALGONDA,KODAD,168,7,0,0,175
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,1226,132,275,77,1710
ANDHRA PRADESH,NALGONDA,MARRI GUDA,752,211,155,2,1120
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,45,94,83,0,222
ANDHRA PRADESH,NALGONDA,MELLACHERVU,454,4,11,2,471
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,202,29,68,0,299
ANDHRA PRADESH,NALGONDA,MOTHEY,1184,83,0,1,1268
ANDHRA PRADESH,NALGONDA,MOTHKUR,801,351,222,0,1374
ANDHRA PRADESH,NALGONDA,MUNAGALA,94,6,32,0,132
ANDHRA PRADESH,NALGONDA,MUNUGODE,581,271,478,10,1340
ANDHRA PRADESH,NALGONDA,NADIGUDEM,261,0,0,0,261
ANDHRA PRADESH,NALGONDA,NAKREKAL,162,1,167,0,330
ANDHRA PRADESH,NALGONDA,NALGONDA,1293,543,422,0,2258
ANDHRA PRADESH,NALGONDA,NAMPALLE,864,406,387,13,1670
ANDHRA PRADESH,NALGONDA,NARAYANAPUR,1084,0,497,197,1778
ANDHRA PRADESH,NALGONDA,NARKETPALLE,971,0,0,0,971
ANDHRA PRADESH,NALGONDA,NERED CHERLA,3,0,0,0,3
ANDHRA PRADESH,NALGONDA,NIDAMANUR,374,127,55,4,560
ANDHRA PRADESH,NALGONDA,NUTHANKAL,99,206,75,17,397
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLAPALLE,1517,0,0,0,1517
ANDHRA PRADESH,NALGONDA,PEDDAVURA,586,1,49,0,636
ANDHRA PRADESH,NALGONDA,PENPAHAD,353,99,76,0,528
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,843,128,331,1,1303
ANDHRA PRADESH,NALGONDA,RAJAPET,816,1,0,0,817
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,584,0,433,0,1017
ANDHRA PRADESH,NALGONDA,SALIGOURARAM,176,0,0,0,176
ANDHRA PRADESH,NALGONDA,SURYAPET,317,0,0,0,317
ANDHRA PRADESH,NALGONDA,THIPPARTHI,520,64,60,58,702
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,655,233,569,158,1615
ANDHRA PRADESH,NALGONDA,THRIPURARAM,85,124,275,0,484
ANDHRA PRADESH,NALGONDA,THUNGA THURTHI,489,161,306,10,966
ANDHRA PRADESH,NALGONDA,VALIGONDA,1351,35,402,0,1788
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,679,123,204,147,1153
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,934,32,291,12,1269
ANDHRA PRADESH,NELLORE,ALLUR,65,0,0,0,65
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,245,210,1,0,456
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,11,20,0,0,31
ANDHRA PRADESH,NELLORE,ATMAKUR,458,93,1,1,553
ANDHRA PRADESH,NELLORE,BALAYAPALLE,283,7,91,0,381
ANDHRA PRADESH,NELLORE,BOGOLE,141,0,0,0,141
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,35,1096,29,53,1213
ANDHRA PRADESH,NELLORE,CHEJERLA,378,10,89,1,478
ANDHRA PRADESH,NELLORE,CHILLAKUR,196,7,0,0,203
ANDHRA PRADESH,NELLORE,CHITTAMUR,1325,1,1,0,1327
ANDHRA PRADESH,NELLORE,DAGADARTHI,353,0,0,0,353
ANDHRA PRADESH,NELLORE,DAKKILI,52,184,19,1,256
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,251,364,0,0,615
ANDHRA PRADESH,NELLORE,DUTTALUR,274,1,139,0,414
ANDHRA PRADESH,NELLORE,GUDUR,652,0,0,0,652
ANDHRA PRADESH,NELLORE,INDUKURPET,1164,1,0,0,1165
ANDHRA PRADESH,NELLORE,JALADANKI,85,55,5,0,145
ANDHRA PRADESH,NELLORE,KALIGIRI,528,0,0,0,528
ANDHRA PRADESH,NELLORE,KALUVOYA,659,0,21,0,680
ANDHRA PRADESH,NELLORE,KAVALI,23,60,0,0,83
ANDHRA PRADESH,NELLORE,KODAVALUR,260,79,1,0,340
ANDHRA PRADESH,NELLORE,KONDAPURAM,53,39,0,12,104
ANDHRA PRADESH,NELLORE,KOTA,1343,156,1,0,1500
ANDHRA PRADESH,NELLORE,KOVUR,1418,0,12,12,1442
ANDHRA PRADESH,NELLORE,MANUBOLU,473,104,1,5,583
ANDHRA PRADESH,NELLORE,MARRIPADU,336,22,10,0,368
ANDHRA PRADESH,NELLORE,MUTHUKUR,890,648,1,0,1539
ANDHRA PRADESH,NELLORE,NAIDUPETA,1754,257,0,4,2015
ANDHRA PRADESH,NELLORE,NELLORE,332,708,2,0,1042
ANDHRA PRADESH,NELLORE,OJILI,370,153,0,0,523
ANDHRA PRADESH,NELLORE,PELLAKUR,1166,0,0,0,1166
ANDHRA PRADESH,NELLORE,PODLAKUR,708,230,1109,0,2047
ANDHRA PRADESH,NELLORE,RAPUR,120,78,101,2,301
ANDHRA PRADESH,NELLORE,SANGAM,479,508,22,0,1009
ANDHRA PRADESH,NELLORE,SULLURPETA,624,203,15,0,842
ANDHRA PRADESH,NELLORE,SYDAPURAM,475,212,67,0,754
ANDHRA PRADESH,NELLORE,TADA,188,102,3,0,293
ANDHRA PRADESH,NELLORE,THOTAPALLIGUDUR,0,757,0,0,757
ANDHRA PRADESH,NELLORE,VAKADU,1114,104,73,3,1294
ANDHRA PRADESH,NELLORE,VARIKUNTAPADU,227,61,85,78,451
ANDHRA PRADESH,NELLORE,VENKATACHALAM,119,22,18,0,159
ANDHRA PRADESH,NELLORE,VENKATAGIRI,19,17,284,1,321
ANDHRA PRADESH,NELLORE,VIDAVALUR,249,74,494,4,821
ANDHRA PRADESH,NELLORE,VINJAMUR,589,0,84,0,673
ANDHRA PRADESH,NIZAMABAD,ARMUR,3087,20,2516,1,5624
ANDHRA PRADESH,NIZAMABAD,BALKONDA,1404,286,234,582,2506
ANDHRA PRADESH,NIZAMABAD,BANSWADA,526,7,105,77,715
ANDHRA PRADESH,NIZAMABAD,BHEEMGAL,2779,10,715,5,3509
ANDHRA PRADESH,NIZAMABAD,BHIKNUR,790,18,3864,3,4675
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,1201,1,306,0,1508
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,1648,128,345,0,2121
ANDHRA PRADESH,NIZAMABAD,BODHAN,1953,141,2672,6,4772
