-----
{
 "description": "The table refers to district wise culturable command area and potential created through shallow tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Districtshtbwl2.13.csv", 
 "title": "Download CSV for District wise Culturable Command Area and Potential Created through Shallow Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Districtshtbwl2.13.csv"
}
-----
State,District,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total - Irrigation potential created
BIHAR,AURANGABAD,18649,14331,11370,341,1708,27750
BIHAR,BANKA,15887,8718,8029,617,1105,18469
BIHAR,BEGUSARAI,81203,23787,71338,4489,5534,105148
BIHAR,BHABUA,31091,22850,20218,1044,557,44669
BIHAR,BHAGALPUR,33354,14109,23396,3075,8037,48617
BIHAR,BHOJPUR,50615,26959,34087,3578,2644,67268
BIHAR,BUXAR,41453,30186,30606,779,736,62307
BIHAR,CHAMPARAN EAST,108221,57437,73216,7923,5286,143862
BIHAR,CHAMPARAN WEST,60743,40723,41764,3051,1959,87497
BIHAR,CHATRA,375,255,227,14,4,500
BIHAR,DARBHANGA,43694,21380,33914,3127,3702,62123
BIHAR,DEOGHAR,2,2,1,0,0,3
BIHAR,DHANBAD,2,1,1,0,0,2
BIHAR,GAYA,48436,32286,29402,1391,896,63975
BIHAR,GIRIDIH,937,725,702,243,237,1907
BIHAR,GODDA,1863,1254,1266,276,120,2916
BIHAR,GOPALGANJ,52061,25063,40765,2918,1453,70199
BIHAR,HAZARIBAG,16,2,15,0,0,17
BIHAR,JAMUI,6474,3884,3987,459,472,8802
BIHAR,JEHANABAD,67688,38319,29996,2459,32100,102874
BIHAR,KATIHAR,74832,32370,51956,5354,10171,99851
BIHAR,KHAGARIA,44630,19339,40652,1266,20521,81778
BIHAR,KISHANGANJ,27168,8523,22528,350,2499,33900
BIHAR,KODARMA,458,229,235,9,0,473
BIHAR,LAKHISARAI,14648,5821,10124,313,598,16856
BIHAR,MADHEPURA,49348,30011,39999,1320,1264,72594
BIHAR,MADHUBANI,53436,23140,37767,5389,5006,71302
BIHAR,MUNGER,10292,7327,8049,99,9,15484
BIHAR,MUZAFFARPUR,101413,46466,79648,7961,9602,143677
BIHAR,NALANDA,51773,30005,28350,2620,1056,62031
BIHAR,NAWADA,39733,23419,24975,2791,1218,52403
BIHAR,PAKUR,593,174,393,42,308,917
BIHAR,PATNA,51762,31783,32350,2251,5211,71595
BIHAR,PURNIA,70554,30430,50099,4785,2200,87514
BIHAR,RANCHI,67,29,39,5,1,74
BIHAR,ROHTAS,40805,30754,30296,1235,722,63007
BIHAR,SAHARSA,26735,12744,20355,482,3967,37548
BIHAR,SAHEBGANJ,4635,368,4111,238,301,5018
BIHAR,SAMASTIPUR,117074,45118,86753,9579,7876,149326
BIHAR,SARAN,84847,25379,64058,5253,2550,97240
BIHAR,SHEIKHPURA,14302,8725,7070,1176,434,17405
BIHAR,SHEOHAR,12906,6480,10068,266,215,17029
BIHAR,SINGHBHUM EAST,2072,1052,1267,88,176,2583
BIHAR,SINGHBHUM WEST,9,4,6,0,0,10
BIHAR,SITAMARHI,55431,24303,39245,7684,6269,77501
BIHAR,SIWAN,94360,67336,88495,845,672,157348
BIHAR,SUPAUL,46062,18844,30748,2920,6556,59068
BIHAR,VAISHALI,63320,30535,40201,9261,6958,86955
GOA,NORTH GOA,42,0,5,37,1,43
GOA,SOUTH GOA,9,0,0,8,1,9
HARYANA,AMBALA,63290,48370,48370,0,0,96740
HARYANA,BHIWANI,77166,58980,58980,0,0,117960
HARYANA,FARIDABAD,83386,63720,63720,0,0,127440
HARYANA,GURGAON,87152,66602,66602,0,0,133204
HARYANA,HISAR,96921,80562,80562,0,0,161124
HARYANA,JIND,76708,58625,58625,0,0,117250
HARYANA,KAITHAL,79769,61339,61339,0,0,122678
HARYANA,KARNAL,153909,115435,115435,0,0,230870
HARYANA,KURUKSHETRA,91397,70140,70140,0,0,140280
HARYANA,MEHANDERGARH,67735,51771,51775,0,0,103546
HARYANA,PANCHKULA,2314,1769,1769,0,0,3538
HARYANA,PANIPAT,73854,56441,56441,0,0,112882
HARYANA,RIWARI,62205,47544,47543,0,0,95087
HARYANA,ROHTAK,89032,98614,98616,0,0,197230
HARYANA,SIRSA,70484,53867,53867,0,0,107734
HARYANA,SONIPAT,92181,70453,70453,0,0,140906
HARYANA,YAMUNA NAGAR,66474,50803,50801,0,0,101604
HIMACHAL PRADESH,Bilaspur,47,47,47,0,0,94
HIMACHAL PRADESH,Hamirpur,21,21,21,0,0,42
HIMACHAL PRADESH,Kangra,737,722,703,0,1,1426
HIMACHAL PRADESH,Mandi,340,337,337,0,0,674
HIMACHAL PRADESH,Sirmaur,385,332,322,44,0,698
HIMACHAL PRADESH,Solan,615,494,604,6,5,1109
HIMACHAL PRADESH,Una,2760,555,2521,27,23,3126
JAMMU & KASHMIR,Budgam,2,2,2,0,0,4
JAMMU & KASHMIR,Jammu,1206,1203,1214,0,0,2417
JAMMU & KASHMIR,Kathua,205,205,205,0,0,410
JAMMU & KASHMIR,Kupwara,145,185,100,0,0,285
JAMMU & KASHMIR,Srinagar,5,5,5,0,0,10
KARNATAKA,BANGALORE RURAL,10779.13,8473.48,3334.45,2637.07,720.18,15165
KARNATAKA,BANGALORE URBAN,10689.52,10144.08,6899.74,1454.62,118.05,18616
KARNATAKA,BELGAUM,10138.06,6085.01,2038.64,2736.48,208.63,11069
KARNATAKA,BELLARY,3520,3157.67,1039.12,411.53,374.62,4983
KARNATAKA,BIDAR,682.38,371.78,301.88,53.25,29,756
KARNATAKA,BIJAPUR,5056.22,3160.29,2161.41,282.17,284.47,5888
KARNATAKA,CHIKKAMAGALORE,4197.38,1470.88,484.37,2944.66,210.68,5111
KARNATAKA,CHITRADURGA,19111.43,15223.13,3961.01,5377.29,2516.36,27078
KARNATAKA,DAKSHINA KANNADA,940.88,53.68,204.35,699.89,10.17,968
KARNATAKA,DHARWAR,13969.11,11036.48,7101.14,3166.92,2211.37,23516
KARNATAKA,GULBARGA,1452.38,940.34,618.1,23.8,13,1595
KARNATAKA,HASSAN,17680.28,10984.75,5148.53,6717.56,379.19,23230
KARNATAKA,KODAGU,19,19,4,1,0,24
KARNATAKA,KOLAR,10712.57,8437.46,4488.17,2049.05,471.11,15446
KARNATAKA,MANDYA,1353.13,690.04,334.24,438.92,59.03,1522
KARNATAKA,MYSORE,4998.69,3345.71,1506.86,1719.53,268.6,6841
KARNATAKA,RAICHUR,9271.62,8743.69,5943.06,319.16,680.9,15687
KARNATAKA,SHIMOGA,8039.89,6646.22,1960.43,1705.47,1182.15,11494
KARNATAKA,TUMKUR,20371.98,13531.01,6095.63,5187.98,3959.42,28774
KARNATAKA,UTTARA KANNADA,335.85,183.58,187.57,41.77,2.2,415
KERALA,ALAPUZHA,189,1,1,182,11,195
KERALA,ERANAKULAM,51,0,0,15,37,52
KERALA,IDUKKI,11,6,6,3,2,17
KERALA,KANNUR,0,0,0,0,0,0
KERALA,KASARAGODE,174,36,47,69,32,184
KERALA,KOLLAM,53,25,0,38,25,88
KERALA,KOTTAYAM,14,0,0,20,3,23
KERALA,KOZHIKODE,0,0,0,0,0,0
KERALA,MALAPPURAM,1083,54,47,51,992,1144
KERALA,PALAKKAD,347,252,209,4,139,604
KERALA,PATHANAMTHITTA,33,0,0,8,27,35
KERALA,THIRUVANANTHAPURAM,122,37,21,52,25,135
KERALA,THRISSUR,457,0,2,439,46,487
MADHYA PRADESH,BALAGHAT,292,312,56,1,0,369
MADHYA PRADESH,BASTAR,148,119,99,0,0,218
MADHYA PRADESH,BETUL,1902,207,4857,3,0,5067
MADHYA PRADESH,BHIND,3716,327,3837,0,0,4164
MADHYA PRADESH,BHOPAL,13123,9063,12222,80,133,21498
MADHYA PRADESH,BILASPUR,8389,7315,4242,32,11,11600
MADHYA PRADESH,CHHATARPUR,519,0,519,0,0,519
MADHYA PRADESH,CHHINDWARA,1016,248,939,0,0,1187
MADHYA PRADESH,DAMOH,8155,93,8157,3,0,8253
MADHYA PRADESH,DEWAS,24808,1765,23312,291,2,25370
MADHYA PRADESH,DHAR,57485,1824,56089,113,29,58055
MADHYA PRADESH,DURG,27892,27467,7504,398,4175,39544
MADHYA PRADESH,GUNA,12009,371,12548,0,0,12919
MADHYA PRADESH,GWALIOR,2536,934,2384,0,0,3318
MADHYA PRADESH,HOSHANGABAD,23341,118,23290,8,36,23452
MADHYA PRADESH,INDORE,75452,2477,74545,31,2,77055
MADHYA PRADESH,JABALPUR,9170,1110,8602,0,12,9724
MADHYA PRADESH,JHABUA,289,50,217,7,17,291
MADHYA PRADESH,KHANDWA,319,228,132,0,4,364
MADHYA PRADESH,KHARGONE,2813,1501,1059,488,0,3048
MADHYA PRADESH,MANDLA,155,22,133,0,0,155
MADHYA PRADESH,MANDSAUR,1374,156,1324,29,1,1510
MADHYA PRADESH,MORENA,12852,2296,14486,0,0,16782
MADHYA PRADESH,NARSIMHAPUR,33059,1970,33247,0,0,35217
MADHYA PRADESH,PANNA,605,0,605,0,0,605
MADHYA PRADESH,RAIGARH,8376,5861,4597,4,8,10470
MADHYA PRADESH,RAIPUR,15256,12643,12173,108,451,25375
MADHYA PRADESH,RAISEN,32487,2215,32275,475,0,34965
MADHYA PRADESH,RAJGARH,4709,1582,4615,37,19,6253
MADHYA PRADESH,RAJNANDGAON,1692,1250,591,104,0,1945
MADHYA PRADESH,RATLAM,13643,2070,12806,50,0,14926
MADHYA PRADESH,REWA,7047,4793,6890,214,0,11897
MADHYA PRADESH,SAGAR,5436,26,5863,0,45,5934
MADHYA PRADESH,SATNA,17540,17133,17319,12858,15,47325
MADHYA PRADESH,SEHORE,23010,1595,22899,82,7,24583
MADHYA PRADESH,SEONI,59,13,69,0,0,82
MADHYA PRADESH,SHAHDOL,730,580,526,0,0,1106
MADHYA PRADESH,SHAJAPUR,10928,390,10596,104,46,11136
MADHYA PRADESH,SHIVPURI,1095,867,1133,0,0,2000
MADHYA PRADESH,SIDHI,5461,30,5495,0,0,5525
MADHYA PRADESH,SURGUJA,42,8,34,0,0,42
MADHYA PRADESH,TIKAMGARH,2579,312,2588,0,0,2900
MADHYA PRADESH,UJJAIN,57220,3635,54601,47,93,58376
MADHYA PRADESH,VIDISHA,15788,61,19770,4,0,19835
MANIPUR,BISHNUPUR,33,0,33,0,0,33
MANIPUR,CHURACHANDPUR,7,0,7,0,0,7
MANIPUR,IMPHAL,93,0,93,0,0,93
MANIPUR,SENAPATI,4,0,4,0,0,4
MANIPUR,THOUBAL,171,0,171,0,0,171
MEGHALAYA,WEST GARO HILLS,280,148,226,5,0,379
MEGHALAYA,WEST KHASI HILLS,5,5,0,0,0,5
NAGALAND,KOHIMA,22,13,13,0,0,26
ORISSA,ANGUL,2,1,1,1,0,3
ORISSA,BALASORE,16616,6890,15662,46,114,22712
ORISSA,BARAGARH,1140,933,388,160,48,1529
ORISSA,BHADRAK,2866,1201,2477,75,42,3795
ORISSA,BOLANGIR,112,75,40,16,4,135
ORISSA,CUTTACK,8344,4877,3813,344,3791,12825
ORISSA,GAJAPATI,1007,1007,285,0,0,1292
ORISSA,GANJAM,11685,20846,17207,3181,4,41238
ORISSA,JAGATSINGHPUR,5374,2322,3843,82,209,6456
ORISSA,JAJPUR,8022,6339,8326,30,25,14720
ORISSA,JHARSUGUDA,3,1,2,0,0,3
ORISSA,KALAHANDI,43,31,18,6,4,59
ORISSA,KENDRAPARA,1992,683,1436,23,153,2295
ORISSA,KEONJHAR,1074,785,510,11,0,1306
ORISSA,KHURDA,1349,569,1110,78,59,1816
ORISSA,KORAPUT,15,5,3,10,0,18
ORISSA,MAYURBHANJ,1586,1645,1271,60,0,2976
ORISSA,NAYAGARH,715,351,268,329,10,958
ORISSA,NUAPADA,22,20,5,0,0,25
ORISSA,PURI,6388,994,8477,190,130,9791
ORISSA,RAYAGADA,2687,3178,4072,2,32,7284
ORISSA,SAMBALPUR,6,6,3,0,0,9
ORISSA,SONEPUR,3,2,1,1,0,4
ORISSA,SUNDARGARH,2,0,1,0,0,1
PUNJAB,AMRITSAR,471468,451463,444730,7839,27039,931071
PUNJAB,BATHINDA,144244,136182,134984,354,110,271630
PUNJAB,FARIDKOT,374576,328337,364103,1583,857,694880
PUNJAB,FATEHGARH SAHIB,84042,76609,77744,6185,354,160892
PUNJAB,FEROZEPUR,362304,324099,336304,1863,7828,670094
PUNJAB,GURDASPUR,302636,272116,272274,19667,8405,572462
PUNJAB,HOSHIARPUR,156518,145358,139843,11177,3408,299786
PUNJAB,JALANDHAR,296333,254360,275382,33336,15544,578622
PUNJAB,KAPURTHALA,119989,110521,121449,598,485,233053
PUNJAB,LUDHIANA,275949,263524,270988,4114,244,538870
PUNJAB,MANSA,128002,127259,127536,678,296,255769
PUNJAB,PATIALA,301385,275259,291927,6272,11852,585310
PUNJAB,ROPAR,117923,91300,102032,17058,1141,211531
PUNJAB,SANGRUR,400132,414191,413201,11387,5068,843847
RAJASTHAN,AJMER,0,0,0,0,0,0
RAJASTHAN,ALWAR,77232,385,77996,13,51,78445
RAJASTHAN,BANSWARA,33,15,28,0,5,48
RAJASTHAN,BARAN,10873,140,12025,15,0,12180
RAJASTHAN,BHARATPUR,132422,907,134100,76,126,135209
RAJASTHAN,BHILWARA,29,15,27,0,0,42
RAJASTHAN,BIKANER,144,57,138,0,0,195
RAJASTHAN,BUNDI,29,0,29,0,0,29
RAJASTHAN,CHITTORGARH,1618,0,1689,0,0,1689
RAJASTHAN,CHURU,391,18,373,0,0,391
RAJASTHAN,DAUSA,11453,21,11656,15,16,11708
RAJASTHAN,DHOLPUR,14058,764,13755,52,120,14691
RAJASTHAN,DUNGARPUR,136,9,108,2,19,138
RAJASTHAN,JAIPUR,65,0,65,0,0,65
RAJASTHAN,JAISALMER,125,37,99,0,13,149
RAJASTHAN,JALORE,299,2,297,0,1,300
RAJASTHAN,JHALAWAR,505,0,505,0,0,505
RAJASTHAN,JODHPUR,2011,115,1962,4,34,2115
RAJASTHAN,KOTA,9025,985,9206,7,41,10239
RAJASTHAN,NAGAUR,3077,85,3090,6,0,3181
RAJASTHAN,PALI,1241,0,1241,0,0,1241
RAJASTHAN,RAJSAMAND,32,0,32,0,0,32
RAJASTHAN,SAWAI-MADHOPUR,8600,15,8600,7,0,8622
RAJASTHAN,SIROHI,32,2,3,0,1,6
RAJASTHAN,TONK,14,1,11,1,0,13
RAJASTHAN,UDAIPUR,88,14,78,4,3,99
TAMIL NADU,COIMBATORE,964.38,622.2,136.53,153.54,113.78,1026
TAMIL NADU,CUDDALORE,36272.79,18850.99,15793.68,3934.27,6438.64,45018
TAMIL NADU,DHARMAPURI,243.62,218.94,2.67,21.95,0.07,244
TAMIL NADU,DINDIGUL,216.51,174.29,113.4,42,9.06,339
TAMIL NADU,ERODE,162.47,75.53,49.25,11.59,30.71,167
TAMIL NADU,KANCHIPURAM,23345.74,19848.49,3384.52,3572.04,1089.9,27895
TAMIL NADU,KANNIYAKUMARI,13.89,2.19,2.19,11.93,0,16
TAMIL NADU,KARUR,289.8,170.49,73.18,54.84,15.11,314
TAMIL NADU,MADURAI,485.65,485.65,0,0,485.65,971
TAMIL NADU,NAGAPATTINAM,2896.45,1638.91,2022.63,105.74,257.98,4025
TAMIL NADU,NAMAKKAL,30.49,30.49,0,0,0,30
TAMIL NADU,PERAMBALUR,8763.24,3986.86,4963.99,356.64,43.66,9351
TAMIL NADU,PUDUKOTTAI,586.28,331.08,281.33,19.36,0.45,632
TAMIL NADU,RAMNATHAPURAM,439.57,136.29,233.2,61.16,14.59,445
TAMIL NADU,SALEM,133.8,183.39,7.03,0.28,0,191
TAMIL NADU,SIVAGANGA,83.69,16.09,45.27,19.05,3.28,84
TAMIL NADU,THANJAVUR,33027.77,32986.12,17028.21,6786.81,2706.05,59507
TAMIL NADU,THENI,340.47,155.49,28.22,208.85,15.28,408
TAMIL NADU,TIRUNELVELI,38.41,21.39,19.11,6.79,0,47
TAMIL NADU,TIRUVALLUR,9719.97,7024.42,4072.41,797.6,214.25,12109
TAMIL NADU,TIRUVARUR,16034.58,11917.15,9877.99,659.71,360.67,22816
TAMIL NADU,TRICHIRAPPALLI,6792.21,3548.36,2804.49,994.61,516.43,7864
TAMIL NADU,VILLUPURAM,7438.42,2904.57,3471.89,1438.03,1202.66,9017
TRIPURA,DHALAI,230,221,44,1,15,281
TRIPURA,NORTH,1,1,1,0,0,2
TRIPURA,SOUTH,137,83,70,3,1,157
TRIPURA,WEST,138,52,97,0,0,149
UTTAR PRADESH,AGRA,129308,39349,240153,15824,14637,309963
UTTAR PRADESH,ALIGARH,198997,85059,134391,25866,10811,256127
UTTAR PRADESH,ALLAHABAD,122023,69272,75878,8675,14219,168044
UTTAR PRADESH,AMBEDKAR NAGAR,136530,102869,85399,23818,12144,224230
UTTAR PRADESH,AZAMGARH,119296,56844,72576,31554,5013,165987
UTTAR PRADESH,BADAUN,162476,116477,93218,3,28,209726
UTTAR PRADESH,BAHRAICH,182690,87833,125570,19641,8417,241461
UTTAR PRADESH,BALLIA,102428,51822,73769,18659,8922,153172
UTTAR PRADESH,BANDA,31978,9344,20791,2278,168,32581
UTTAR PRADESH,BARABANKI,81099,56155,62794,37852,12519,169320
UTTAR PRADESH,BAREILLY,145842,91082,92772,15872,6909,206635
UTTAR PRADESH,BASTI,161865,70930,86838,42484,24834,225086
UTTAR PRADESH,BIJNOR,155938,72761,72055,62256,10148,217220
UTTAR PRADESH,BULANDSHAHR,131025,85565,91029,26088,16930,219612
UTTAR PRADESH,DEHRADUN,1137,737,687,583,61,2068
UTTAR PRADESH,DEORIA,139804,67602,85763,26134,8252,187751
UTTAR PRADESH,ETAH,162009,68840,118990,42076,11421,241327
UTTAR PRADESH,ETAWAH,136631,48062,77407,5474,5688,136631
UTTAR PRADESH,FAIZABAD,112206,68897,73394,43557,19098,204946
UTTAR PRADESH,FARUKHABAD,199126,116824,82311,0,0,199135
UTTAR PRADESH,FATEHPUR,57552,17597,33633,10851,13580,75661
UTTAR PRADESH,FIROZABAD,95830,33437,70531,3931,13651,121550
UTTAR PRADESH,GHAZIABAD,86004,61218,60153,17706,11899,150976
UTTAR PRADESH,GHAZIPUR,131869,55341,65952,5615,4978,131886
UTTAR PRADESH,GONDA,193994,72858,152661,40430,5496,271445
UTTAR PRADESH,GORAKHPUR,206202,162065,193039,36593,21900,413597
UTTAR PRADESH,HAMIRPUR,31251,4578,28288,889,727,34482
UTTAR PRADESH,HARDOI,186020,78624,123840,46871,6241,255576
UTTAR PRADESH,HARDWAR,117305,36515,39788,33167,7836,117306
UTTAR PRADESH,JALAUN,14944,3066,14346,296,171,17879
UTTAR PRADESH,JAUNPUR,199778,106236,125982,19687,8448,260353
UTTAR PRADESH,JHANSI,7349,407,8154,25,47,8633
UTTAR PRADESH,KANPUR DEHAT,206468,60665,102179,49538,13916,226298
UTTAR PRADESH,KANPUR NAGAR,45821,17098,26101,731,3391,47321
UTTAR PRADESH,KHIRI,227978,122355,134837,67216,17223,341631
UTTAR PRADESH,KUSHI NAGAR,110070,61661,65134,34769,7851,169415
UTTAR PRADESH,LALITPUR,721,0,721,0,0,721
UTTAR PRADESH,LUCKNOW,78483,46936,60655,28073,20034,155698
UTTAR PRADESH,MAHOBA,518,99,415,4,0,518
UTTAR PRADESH,MAHRAJGANJ,131578,60655,77250,33307,9784,180996
UTTAR PRADESH,MAINPURI,201072,83137,165560,2466,34688,285851
UTTAR PRADESH,MATHURA,116547,86382,143948,15625,7324,253279
UTTAR PRADESH,MAU,46182,25758,29304,7699,2283,65044
UTTAR PRADESH,MEERUT,204186,77055,73459,47644,6028,204186
UTTAR PRADESH,MIRZAPUR,9852,2936,5314,1224,382,9856
UTTAR PRADESH,MORADABAD,417739,185717,185621,42381,4025,417744
UTTAR PRADESH,MUZAFFER NAGAR,342363,111725,126375,43406,60858,342364
UTTAR PRADESH,NAINITAL,289,2112,869,0,63,3044
UTTAR PRADESH,PILIBHIT,40293,30873,31243,8390,790,71296
UTTAR PRADESH,PRATAPGARH,130725,94875,95384,10435,3809,204503
UTTAR PRADESH,RAEBARELY,140196,61670,63023,8459,7049,140201
UTTAR PRADESH,RAMPUR,229791,86922,86308,39290,36723,249243
UTTAR PRADESH,SAHARANPUR,143804,82788,80258,56481,13429,232956
UTTAR PRADESH,SANT RAVIDAS NAGAR,33115,15469,23477,6131,3922,48999
UTTAR PRADESH,SHAHJAHANPUR,204800,153540,173912,26247,10480,364179
UTTAR PRADESH,SIDDHARTH NAGAR,87971,38027,43949,20558,11078,113612
UTTAR PRADESH,SITAPUR,204426,105584,121454,54644,21523,303205
UTTAR PRADESH,SONBHADRA,5176,2779,2239,111,48,5177
UTTAR PRADESH,SULTANPUR,118261,41835,53986,36851,23297,155969
UTTAR PRADESH,UDHAMSINGH NAGAR,53904,41772,38544,8139,1889,90344
UTTAR PRADESH,UNNAO,151780,59928,79845,6202,5809,151784
UTTAR PRADESH,VARANASI,68154,35022,43442,8241,3917,90622
WEST BENGAL,BANKURA,36807,27219,21173,801,16964,66157
WEST BENGAL,BIRBHUM,39300,21345,20030,1939,16485,59799
WEST BENGAL,BURDWAN,108861,71176,32739,4591,63531,172037
WEST BENGAL,COOCHBEHAR,36737,31398,22809,338,18913,73458
WEST BENGAL,DAKSHIN DINAJPUR,28220,18378,14972,454,7459,41263
WEST BENGAL,DARJEELING,3322,4222,725,29,131,5107
WEST BENGAL,HOOGLY,53570,35545,28972,1852,20642,87011
WEST BENGAL,HOWRAH,1901,1162,1192,28,1024,3406
WEST BENGAL,JALPAIGURI,13296,10753,6395,432,1132,18712
WEST BENGAL,MALDA,77436,41477,30349,2624,34466,108916
WEST BENGAL,MIDNAPORE,160058,66287,75666,5554,55404,202911
WEST BENGAL,MURSHIDABAD,142738,108085,74434,6140,43281,231940
WEST BENGAL,NADIA,114887,93301,60597,3286,29215,186399
WEST BENGAL,NORTH 24 PARGANAS,88044,60248,39433,2810,35229,137720
WEST BENGAL,PURULIA,12,0,12,0,0,12
WEST BENGAL,SOUTH 24 PARGANAS,9897,2875,3952,648,4053,11528
WEST BENGAL,UTTAR DINAJPUR,100390,54961,42637,1835,37777,137210
DELHI,EAST,815,731,735,2,0,1468
DELHI,NORTH-EAST,1715,1724,1713,0,2,3439
DELHI,NORTH-WEST,13733,9065,13839,11,33,22948
DELHI,SOUTH-WEST,7640,7186,7620,44,3,14853
DELHI,WEST,736,604,852,0,0,1456
PONDICHERRY,KARAIKAL,958,651,329,0,0,980
PONDICHERRY,PONDICHERRY,4905,3106,2368,1500,560,7534
