-----
{
 "description": "The table refers to Block wise Dugwells according to Water Distribution System. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.8.csv", 
 "title": "Download CSV for Blockwise Dugwells according to Water Distribution System", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Sprinkler,Drip Irrigation,Open channel,Under ground channel,Others,Total,,,,,,,,
KERALA,ALAPPUZHA,KAYAMKULAM,0,0,0,18,42,60,,,,,,,,
KERALA,ALAPPUZHA,MAVELIKARA,8,1,0,1,444,454,,,,,,,,
KERALA,ALAPPUZHA,MAVELIKKARA,18,0,0,0,0,18,,,,,,,,
KERALA,ALAPPUZHA,MUTHUKULAMD,13,0,2,19,191,225,,,,,,,,
KERALA,ALAPPUZHA,PATTANAKKAD,67,1,0,0,102,170,,,,,,,,
KERALA,ALAPPUZHA,THYCATTUSSERY,1,0,0,0,176,177,,,,,,,,
KERALA,ALAPPUZHA,VELIYANADU,0,0,11,0,12,23,,,,,,,,
KERALA,ERANAKULAM,ALANGAD,12,1,710,0,110,833,,,,,,,,
KERALA,ERANAKULAM,ALUVA,0,0,69,0,0,69,,,,,,,,
KERALA,ERANAKULAM,ANGALAMALY,137,141,2549,0,24,2851,,,,,,,,
KERALA,ERANAKULAM,ANGAMALY,1,0,257,0,0,258,,,,,,,,
KERALA,ERANAKULAM,EDAPPALY,2,0,26,0,125,153,,,,,,,,
KERALA,ERANAKULAM,KALAMASSERY,1,0,0,0,82,83,,,,,,,,
KERALA,ERANAKULAM,KOCHI CORPORATION,0,0,143,0,0,143,,,,,,,,
KERALA,ERANAKULAM,KOOVAPPADY,2,0,934,0,0,936,,,,,,,,
KERALA,ERANAKULAM,KOTHAMANGALAM,12,2,1193,0,49,1256,,,,,,,,
KERALA,ERANAKULAM,KOTHAMANGALAM-999,206,0,46,0,2,254,,,,,,,,
KERALA,ERANAKULAM,MOOVATTUPUZHA,3,1,1050,0,0,1054,,,,,,,,
KERALA,ERANAKULAM,MULANTHURUTHY,2,2,570,0,228,802,,,,,,,,
KERALA,ERANAKULAM,MUVATTUPUZHA,0,0,114,0,0,114,,,,,,,,
KERALA,ERANAKULAM,NORTH PARUR,2,0,82,0,334,418,,,,,,,,
KERALA,ERANAKULAM,PALLURUTHY,0,0,33,0,0,33,,,,,,,,
KERALA,ERANAKULAM,PAMPAKUDA,13,8,1448,0,293,1762,,,,,,,,
KERALA,ERANAKULAM,PARAKADAVU,6,1,908,2,0,917,,,,,,,,
KERALA,ERANAKULAM,PARAVOOR,186,1,555,11,807,1560,,,,,,,,
KERALA,ERANAKULAM,PERUMBAVOOR,0,0,58,0,0,58,,,,,,,,
KERALA,ERANAKULAM,THIPPUNITHURA,48,2,166,0,158,374,,,,,,,,
KERALA,ERANAKULAM,VADAVUKODE,49,16,1009,2,193,1269,,,,,,,,
KERALA,ERANAKULAM,VAZHAKULAM,59,836,1108,2,11,2016,,,,,,,,
KERALA,ERANAKULAM,VYPEEN,1,0,224,4,58,287,,,,,,,,
KERALA,ERANAKULAM,VYTILLA,0,0,77,0,25,102,,,,,,,,
KERALA,IDDUKKI,ADIMALI,6,0,0,0,916,922,,,,,,,,
KERALA,IDDUKKI,AZHUTHA,59,29,2,0,508,598,,,,,,,,
KERALA,IDDUKKI,DEVIKULAM,134,0,1,1,239,375,,,,,,,,
KERALA,IDDUKKI,ELAMDESAM,1,3,30,0,803,837,,,,,,,,
KERALA,IDDUKKI,IDUKKI,2,0,0,0,345,347,,,,,,,,
KERALA,IDDUKKI,KATTAPPANA,7,1,2,0,802,812,,,,,,,,
KERALA,IDDUKKI,NEDUMKANDAM,160,2,45,0,662,869,,,,,,,,
KERALA,IDDUKKI,THODUPUZHA,2,0,34,0,902,938,,,,,,,,
KERALA,IDDUKKI,THODUPUZHA MUNICIP,1,0,1,0,71,73,,,,,,,,
KERALA,KANNUR,EDAKKAD,145,3,1605,0,10,1763,,,,,,,,
KERALA,KANNUR,IRIKKUR,42,1,704,527,132,1406,,,,,,,,
KERALA,KANNUR,IRITTY,0,0,40,0,738,778,,,,,,,,
KERALA,KANNUR,KANNUR,1,0,562,0,54,617,,,,,,,,
KERALA,KANNUR,KANNUR MUNI,0,0,30,0,0,30,,,,,,,,
KERALA,KANNUR,KOOTHUPARAMBA,0,0,143,0,7,150,,,,,,,,
KERALA,KANNUR,KUTHUPARAMBA,1,0,1181,0,42,1224,,,,,,,,
KERALA,KANNUR,MATTANNUR,0,0,140,10,0,150,,,,,,,,
KERALA,KANNUR,PAYYANNUR,83,27,1473,1079,647,3309,,,,,,,,
KERALA,KANNUR,PAYYANNUR-999,6,0,336,107,70,519,,,,,,,,
KERALA,KANNUR,PERAVOOR,20,0,1850,0,107,1977,,,,,,,,
KERALA,KANNUR,THALASSERY,7,3,678,0,247,935,,,,,,,,
KERALA,KANNUR,THALASSERY-999,0,4,109,0,66,179,,,,,,,,
KERALA,KANNUR,THALIPARAMBA,33,7,1417,360,84,1901,,,,,,,,
KERALA,KANNUR,THALIPARAMBA-999,0,0,274,3,3,280,,,,,,,,
KERALA,KASARAGODE,KANHANGAD,19,24,1105,91,187,1426,,,,,,,,
KERALA,KASARAGODE,KANHANGAD MUNICIP,1,0,103,0,1,105,,,,,,,,
KERALA,KASARAGODE,KASARAGODE,105,46,1142,241,34,1568,,,,,,,,
KERALA,KASARAGODE,KASARAGODE MUNICIP,42,0,0,58,1,101,,,,,,,,
KERALA,KASARAGODE,MANJESWARAM,324,28,868,28,166,1414,,,,,,,,
KERALA,KASARAGODE,NEELESWARAM,39,17,988,90,1063,2197,,,,,,,,
KERALA,KOLLAM,ANCHAL,0,0,27,101,249,377,,,,,,,,
KERALA,KOLLAM,ANCHALAMOODU,58,1,0,30,170,259,,,,,,,,
KERALA,KOLLAM,CHADAYAMANGALAM,256,1,70,1,412,740,,,,,,,,
KERALA,KOLLAM,CHAVARA,0,0,135,123,112,370,,,,,,,,
KERALA,KOLLAM,CHITTUMALA,38,30,48,64,266,446,,,,,,,,
KERALA,KOLLAM,ITHIKKARA,8,0,14,220,329,571,,,,,,,,
KERALA,KOLLAM,KARUNAGAPPALLY,48,40,58,46,47,239,,,,,,,,
KERALA,KOLLAM,KOLLAM CORPORATION,58,0,93,37,172,360,,,,,,,,
KERALA,KOLLAM,KOTTARAKKARA,5,22,110,0,358,495,,,,,,,,
KERALA,KOLLAM,MUKHATHALA,142,3,73,0,83,301,,,,,,,,
KERALA,KOLLAM,OCHIRA,0,1,67,36,167,271,,,,,,,,
KERALA,KOLLAM,PARAVOOR,0,0,104,0,0,104,,,,,,,,
KERALA,KOLLAM,PATHANAPURAM,6,0,0,193,459,658,,,,,,,,
KERALA,KOLLAM,PUNALUR,0,0,0,0,37,37,,,,,,,,
KERALA,KOLLAM,SASTHAMCOTTA,55,0,162,152,90,459,,,,,,,,
KERALA,KOLLAM,VETTIKKAVALA,38,2,43,25,308,416,,,,,,,,
KERALA,KOTTAYAM,CHANGANASSERY,0,0,5,0,0,5,,,,,,,,
KERALA,KOTTAYAM,ERATTUPETTAH,10,15,266,0,920,1211,,,,,,,,
KERALA,KOTTAYAM,ETTUMANOOR,101,106,422,9,225,863,,,,,,,,
KERALA,KOTTAYAM,KADUTHURUTHY,5,11,136,200,819,1171,,,,,,,,
KERALA,KOTTAYAM,KANJIRAPPALY,10,7,387,276,395,1075,,,,,,,,
KERALA,KOTTAYAM,KOTTAYAM MUNI,6,0,15,0,0,21,,,,,,,,
KERALA,KOTTAYAM,LALAM,2,0,25,0,782,809,,,,,,,,
KERALA,KOTTAYAM,MADAPPALLY,33,0,565,0,128,726,,,,,,,,
KERALA,KOTTAYAM,PALA,0,0,0,0,135,135,,,,,,,,
KERALA,KOTTAYAM,PALLAM,3,0,621,0,163,787,,,,,,,,
KERALA,KOTTAYAM,PAMPADY,16,0,2,0,966,984,,,,,,,,
KERALA,KOTTAYAM,UZHAVOOR,1,1,843,0,605,1450,,,,,,,,
KERALA,KOTTAYAM,VAIKOM,34,117,108,2,563,824,,,,,,,,
KERALA,KOTTAYAM,VAIKOM-999,0,0,0,0,156,156,,,,,,,,
KERALA,KOTTAYAM,VAZHOOR,0,0,0,0,594,594,,,,,,,,
KERALA,KOZHIKODE,BALUSSERY,8,2,302,17,1201,1530,,,,,,,,
KERALA,KOZHIKODE,CHELANNUR,19,4,423,50,741,1237,,,,,,,,
KERALA,KOZHIKODE,KODUVALLY,25,8,310,2,996,1341,,,,,,,,
KERALA,KOZHIKODE,KOZHIKKODE,1,5,46,6,1176,1234,,,,,,,,
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,0,1,0,0,81,82,,,,,,,,
KERALA,KOZHIKODE,KUNNAMANGALAM,42,42,658,156,1217,2115,,,,,,,,
KERALA,KOZHIKODE,KUNNUMEL,6,18,311,0,836,1171,,,,,,,,
KERALA,KOZHIKODE,MELADI,4,1,6,0,674,685,,,,,,,,
KERALA,KOZHIKODE,PANTHALAYANI,1,4,2,0,557,564,,,,,,,,
KERALA,KOZHIKODE,PERAMBRA,2,1,278,0,357,638,,,,,,,,
KERALA,KOZHIKODE,QUILANDY,0,0,0,0,105,105,,,,,,,,
KERALA,KOZHIKODE,THODANNUR,2,13,90,2,420,527,,,,,,,,
KERALA,KOZHIKODE,THUNERI,17,3,255,46,447,768,,,,,,,,
KERALA,KOZHIKODE,VADAKARA,15,5,309,1,205,535,,,,,,,,
KERALA,KOZHIKODE,VADAKARA-999,6,0,16,0,78,100,,,,,,,,
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,8,0,763,8,0,779,,,,,,,,
KERALA,MALAPPURAM,AREACODE,23,6,880,6,5,920,,,,,,,,
KERALA,MALAPPURAM,KONDOTTY,4,5,879,36,12,936,,,,,,,,
KERALA,MALAPPURAM,KUTTIPPURAM,5,5,695,3,0,708,,,,,,,,
KERALA,MALAPPURAM,MALAPPURAM,6,9,770,1,0,786,,,,,,,,
KERALA,MALAPPURAM,MALAPURAM MUNI,18,2,139,0,2,161,,,,,,,,
KERALA,MALAPPURAM,MANJERI MUNI,3,0,204,0,0,207,,,,,,,,
KERALA,MALAPPURAM,MANKADA,22,8,1252,42,35,1359,,,,,,,,
KERALA,MALAPPURAM,NILAMBOOR,2,2,324,0,136,464,,,,,,,,
KERALA,MALAPPURAM,PERINTHALMANNA,6,2,623,26,2,659,,,,,,,,
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,1,0,149,0,0,150,,,,,,,,
KERALA,MALAPPURAM,PONNANI,0,0,301,0,0,301,,,,,,,,
KERALA,MALAPPURAM,PONNANI MUNI,1,0,156,0,0,157,,,,,,,,
KERALA,MALAPPURAM,THANUR,52,3,967,129,1,1152,,,,,,,,
KERALA,MALAPPURAM,THIRUR,24,16,707,65,182,994,,,,,,,,
KERALA,MALAPPURAM,THIRURANGADI,12,1,594,0,31,638,,,,,,,,
KERALA,MALAPPURAM,TIRUR MUNI,1,31,56,0,57,145,,,,,,,,
KERALA,MALAPPURAM,VENGARA,2,0,679,0,145,826,,,,,,,,
KERALA,MALAPPURAM,WANDOOR,9,3,972,1,99,1084,,,,,,,,
KERALA,PALAKKAD,ALATHUR,0,1,648,32,0,681,,,,,,,,
KERALA,PALAKKAD,ATTAPPADY,0,0,64,0,0,64,,,,,,,,
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,0,0,45,0,0,45,,,,,,,,
KERALA,PALAKKAD,CHITUR,3,11,661,52,0,727,,,,,,,,
KERALA,PALAKKAD,KOLLENGODE,0,1,183,119,0,303,,,,,,,,
KERALA,PALAKKAD,KUZHALMANNAM,13,3,704,1,1,722,,,,,,,,
KERALA,PALAKKAD,MALAMPUZHA,6,0,512,1,26,545,,,,,,,,
KERALA,PALAKKAD,MANNARKKAD,4,2,867,28,88,989,,,,,,,,
KERALA,PALAKKAD,NENMARA,0,0,284,45,0,329,,,,,,,,
KERALA,PALAKKAD,OTTAPPALAM,17,0,737,0,0,754,,,,,,,,
KERALA,PALAKKAD,OTTAPPALAM MUNI,1,1,128,0,0,130,,,,,,,,
KERALA,PALAKKAD,PALAKKAD,0,0,369,0,0,369,,,,,,,,
KERALA,PALAKKAD,PALAKKAD MUNI,0,0,24,0,0,24,,,,,,,,
KERALA,PALAKKAD,PATTAMBI,28,1,588,0,741,1358,,,,,,,,
KERALA,PALAKKAD,SHORANNUR MUNI,0,0,96,0,0,96,,,,,,,,
KERALA,PALAKKAD,SREEKRISHNAPURAM,1,0,834,0,0,835,,,,,,,,
KERALA,PALAKKAD,THRITHALA,46,0,900,0,0,946,,,,,,,,
KERALA,PATHANAMTHITTA,ADOOR MUNI,149,0,1,0,0,150,,,,,,,,
KERALA,PATHANAMTHITTA,ELANTHUR,0,3,32,0,365,400,,,,,,,,
KERALA,PATHANAMTHITTA,KOIPURAM,1,2,0,0,629,632,,,,,,,,
KERALA,PATHANAMTHITTA,KONNI,0,3,1,0,399,403,,,,,,,,
KERALA,PATHANAMTHITTA,KULANADA,8,1,103,0,517,629,,,,,,,,
KERALA,PATHANAMTHITTA,MALLAPPALLY,5,3,184,3,558,753,,,,,,,,
KERALA,PATHANAMTHITTA,PANDALAM,151,0,0,0,386,537,,,,,,,,
KERALA,PATHANAMTHITTA,PARAKKODE,3,12,291,170,1573,2049,,,,,,,,
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,0,4,0,0,46,50,,,,,,,,
KERALA,PATHANAMTHITTA,PULIKEEZHU,0,0,41,0,271,312,,,,,,,,
KERALA,PATHANAMTHITTA,RANNI,3,42,61,33,518,657,,,,,,,,
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,0,0,62,0,0,62,,,,,,,,
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,34,1,76,181,584,876,,,,,,,,
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,0,7,7,0,16,30,,,,,,,,
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,35,0,683,0,231,949,,,,,,,,
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,13,50,117,815,20,1015,,,,,,,,
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,2,1,146,2,1003,1154,,,,,,,,
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,15,0,1,3,490,509,,,,,,,,
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,0,0,0,0,92,92,,,,,,,,
KERALA,THIRUVANANTHAPURAM,NEMOM,99,21,117,589,544,1370,,,,,,,,
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,0,0,4,0,326,330,,,,,,,,
KERALA,THIRUVANANTHAPURAM,PARASSALA,15,0,514,0,337,866,,,,,,,,
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,100,3,78,12,699,892,,,,,,,,
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,31,6,161,434,401,1033,,,,,,,,
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,0,0,191,0,159,350,,,,,,,,
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,12,2,885,158,455,1512,,,,,,,,
KERALA,THIRUVANANTHAPURAM,VARKALA,53,6,32,2,800,893,,,,,,,,
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,0,0,0,0,50,50,,,,,,,,
KERALA,THIRUVANANTHAPURAM,VELLANADU,62,34,234,272,635,1237,,,,,,,,
KERALA,THRISSUR,ANTHIKKAD,11,7,1467,0,512,1997,,,,,,,,
KERALA,THRISSUR,CHALAKKUDY,169,10,3174,30,0,3383,,,,,,,,
KERALA,THRISSUR,CHALAKUDY MUNI,1,2,520,0,0,523,,,,,,,,
KERALA,THRISSUR,CHAVAKKAD,5,30,1713,233,394,2375,,,,,,,,
KERALA,THRISSUR,CHAVAKKAD MUNI,3,0,490,2,0,495,,,,,,,,
KERALA,THRISSUR,CHERPU,10,1,1912,0,34,1957,,,,,,,,
KERALA,THRISSUR,CHOWANNUR,27,2,2252,0,0,2281,,,,,,,,
KERALA,THRISSUR,GURUVAYOOR MUNI,13,0,225,0,0,238,,,,,,,,
KERALA,THRISSUR,IRINJALAKKUDA,15,1,1690,1,18,1725,,,,,,,,
KERALA,THRISSUR,IRINJALAKUDA MUNI,2,0,358,0,0,360,,,,,,,,
KERALA,THRISSUR,KODAKARA,29,6,3921,0,0,3956,,,,,,,,
KERALA,THRISSUR,KODUNGALLUR,18,0,443,129,201,791,,,,,,,,
KERALA,THRISSUR,KODUNGALLUR MUNI,0,0,110,100,0,210,,,,,,,,
KERALA,THRISSUR,KUNNAMKULAM MUNI,2,2,677,0,0,681,,,,,,,,
KERALA,THRISSUR,MALA,53,1,5764,0,0,5818,,,,,,,,
KERALA,THRISSUR,MATHILAKOM,3,0,889,24,83,999,,,,,,,,
KERALA,THRISSUR,MULLASSERY,26,4,99,1,1455,1585,,,,,,,,
KERALA,THRISSUR,OLLUKKARA,12,3,2228,0,6,2249,,,,,,,,
KERALA,THRISSUR,PAZHAYANNUR,82,15,2152,0,4,2253,,,,,,,,
KERALA,THRISSUR,PUZHAKKAL,50,2,2556,64,281,2953,,,,,,,,
KERALA,THRISSUR,THALIKULAM,51,58,1025,5,49,1188,,,,,,,,
KERALA,THRISSUR,THRISSUR CORPORATION,12,0,1776,1,2,1791,,,,,,,,
KERALA,THRISSUR,VADAKKANCHERRY,20,3,3119,1,1,3144,,,,,,,,
KERALA,THRISSUR,VELLANGALLUR,0,0,1522,0,1,1523,,,,,,,,
KERALA,WAYANAD,KALPETTA,19,0,29,3,49,100,,,,,,,,
KERALA,WAYANAD,KALPETTA MUNI,0,0,0,0,5,5,,,,,,,,
KERALA,WAYANAD,MANANTHAVADI,5,0,148,0,63,216,,,,,,,,
KERALA,WAYANAD,SULTHANBATHERI,9,1,241,1,114,366,,,,,,,,
MADHYA PRADESH,BALAGHAT,BAIHAR,10,0,89,11,51,161,,,,,,,,
MADHYA PRADESH,BALAGHAT,BALAGHAT,5,3,946,16,415,1385,,,,,,,,
MADHYA PRADESH,BALAGHAT,BIRSA,2,3,408,7,12,432,,,,,,,,
MADHYA PRADESH,BALAGHAT,KATANGI,798,14,1418,39,294,2563,,,,,,,,
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,19,113,686,143,653,1614,,,,,,,,
MADHYA PRADESH,BALAGHAT,KIRNAPUR,19,91,1791,61,283,2245,,,,,,,,
MADHYA PRADESH,BALAGHAT,LALBURRA,6,5,1351,82,128,1572,,,,,,,,
MADHYA PRADESH,BALAGHAT,LANJI,31,30,1279,1,55,1396,,,,,,,,
MADHYA PRADESH,BALAGHAT,PARASWADA,15,1,190,1,269,476,,,,,,,,
MADHYA PRADESH,BALAGHAT,WARASEONI,21,3,345,2,566,937,,,,,,,,
MADHYA PRADESH,BARWANI,BARWANI,331,1,749,235,2,1318,,,,,,,,
MADHYA PRADESH,BARWANI,NIWALI,3,0,358,0,0,361,,,,,,,,
MADHYA PRADESH,BARWANI,PANSEMAL,192,3,1323,65,6,1589,,,,,,,,
MADHYA PRADESH,BARWANI,PATI,32,0,1146,0,0,1178,,,,,,,,
MADHYA PRADESH,BARWANI,RAJPUR,306,7,6208,294,5,6820,,,,,,,,
MADHYA PRADESH,BARWANI,SENDHWA,347,17,2777,11,24,3176,,,,,,,,
MADHYA PRADESH,BARWANI,THIKRI,145,3,3509,300,56,4013,,,,,,,,
MADHYA PRADESH,BETUL,AMLA,76,1,7009,118,1189,8393,,,,,,,,
MADHYA PRADESH,BETUL,ATHNER,15,2,2671,0,239,2927,,,,,,,,
MADHYA PRADESH,BETUL,BETUL,147,37,7228,638,633,8683,,,,,,,,
MADHYA PRADESH,BETUL,BHAINSDEHI,401,34,2289,106,548,3378,,,,,,,,
MADHYA PRADESH,BETUL,BHIMPURA,12,4,2259,54,83,2412,,,,,,,,
MADHYA PRADESH,BETUL,CHICHOLI,105,24,3528,54,69,3780,,,,,,,,
MADHYA PRADESH,BETUL,GHODA DONGRI,18,2,3196,14,205,3435,,,,,,,,
MADHYA PRADESH,BETUL,MULTAI,29,4,7304,62,2591,9990,,,,,,,,
MADHYA PRADESH,BETUL,PRABHAT PATTAN,30,4,6936,14,799,7783,,,,,,,,
MADHYA PRADESH,BETUL,SHAHPUR,21,25,2624,2,553,3225,,,,,,,,
MADHYA PRADESH,BHIND,ATER,20,1,1571,0,360,1952,,,,,,,,
MADHYA PRADESH,BHIND,BHIND,22,0,636,154,270,1082,,,,,,,,
MADHYA PRADESH,BHIND,GOHAD,7,3,1699,87,187,1983,,,,,,,,
MADHYA PRADESH,BHIND,LAHAR,24,59,2469,37,1429,4018,,,,,,,,
MADHYA PRADESH,BHIND,MEHAGOAN,37,67,3671,12,136,3923,,,,,,,,
MADHYA PRADESH,BHIND,ROUN(MIHONA),177,1,1273,150,623,2224,,,,,,,,
MADHYA PRADESH,BHOPAL,BERASIA,328,27,2047,3310,1998,7710,,,,,,,,
MADHYA PRADESH,BHOPAL,FUNDA,16,3,656,1787,39,2501,,,,,,,,
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,206,72,4554,46,299,5177,,,,,,,,
MADHYA PRADESH,CHHATARPUR,BIJAWAR,246,20,5386,11,35,5698,,,,,,,,
MADHYA PRADESH,CHHATARPUR,BUXWAHA,8,37,1251,65,36,1397,,,,,,,,
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,63,7,12134,1,228,12433,,,,,,,,
MADHYA PRADESH,CHHATARPUR,GAURIHAR,15,2,863,2,30,912,,,,,,,,
MADHYA PRADESH,CHHATARPUR,LAUNDI,30,20,4581,117,305,5053,,,,,,,,
MADHYA PRADESH,CHHATARPUR,NOWGONG,187,40,9436,1,556,10220,,,,,,,,
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,43,6,12762,1,18,12830,,,,,,,,
MADHYA PRADESH,CHHINDWARA,AMARWADA,156,44,6660,481,31,7372,,,,,,,,
MADHYA PRADESH,CHHINDWARA,BICHHUA,18,1,3460,4,219,3702,,,,,,,,
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,138,41,5708,17,4936,10840,,,,,,,,
MADHYA PRADESH,CHHINDWARA,CHOURAI,116,22,9038,834,2354,12364,,,,,,,,
MADHYA PRADESH,CHHINDWARA,HARAI,71,14,2490,25,18,2618,,,,,,,,
MADHYA PRADESH,CHHINDWARA,JAMAI,29,6,3785,1,12,3833,,,,,,,,
MADHYA PRADESH,CHHINDWARA,MOHKHED,41,7,10496,856,315,11715,,,,,,,,
MADHYA PRADESH,CHHINDWARA,PANDHURANA,269,16,9919,107,69,10380,,,,,,,,
MADHYA PRADESH,CHHINDWARA,PARASIA,98,23,6048,832,410,7411,,,,,,,,
MADHYA PRADESH,CHHINDWARA,SAUSAR,706,7,5898,139,536,7286,,,,,,,,
MADHYA PRADESH,CHHINDWARA,TAMIA,11,0,126,318,0,455,,,,,,,,
MADHYA PRADESH,DAMOH,BATIYAGHAR,247,31,287,1344,8,1917,,,,,,,,
MADHYA PRADESH,DAMOH,DAMOH,724,346,1078,548,1182,3878,,,,,,,,
MADHYA PRADESH,DAMOH,HATTA,546,37,654,445,82,1764,,,,,,,,
MADHYA PRADESH,DAMOH,JABERA,389,29,236,449,145,1248,,,,,,,,
MADHYA PRADESH,DAMOH,PATERA,182,5,632,566,99,1484,,,,,,,,
MADHYA PRADESH,DAMOH,PATHARIA,110,28,85,1520,237,1980,,,,,,,,
MADHYA PRADESH,DAMOH,TENDUKHEDA,230,95,456,166,51,998,,,,,,,,
MADHYA PRADESH,DATIA,BHANDER,211,33,2346,15,53,2658,,,,,,,,
MADHYA PRADESH,DATIA,DATIA,634,25,11913,35,371,12978,,,,,,,,
MADHYA PRADESH,DATIA,SEONDHA,348,8,3924,2,74,4356,,,,,,,,
MADHYA PRADESH,DEWAS,BAGLEE,134,295,6776,1063,490,8758,,,,,,,,
MADHYA PRADESH,DEWAS,DEWAS,37,162,5536,911,536,7182,,,,,,,,
MADHYA PRADESH,DEWAS,KANNOD,146,752,3857,297,898,5950,,,,,,,,
MADHYA PRADESH,DEWAS,KHATEGAON,24,48,2321,1375,238,4006,,,,,,,,
MADHYA PRADESH,DEWAS,SONKUCH,14,7,843,3412,90,4366,,,,,,,,
MADHYA PRADESH,DEWAS,TONKHURD,33,7,2571,324,297,3232,,,,,,,,
MADHYA PRADESH,DHAR,BADNAWER,62,263,4013,674,72,5084,,,,,,,,
MADHYA PRADESH,DHAR,BAGH,129,1073,945,2,11,2160,,,,,,,,
MADHYA PRADESH,DHAR,DAHI,100,25,2930,97,25,3177,,,,,,,,
MADHYA PRADESH,DHAR,DHAR,0,2,117,0,8,127,,,,,,,,
MADHYA PRADESH,DHAR,DHARAMPURI,132,312,5426,113,24,6007,,,,,,,,
MADHYA PRADESH,DHAR,GANDHWANI,100,39,1625,35,41,1840,,,,,,,,
MADHYA PRADESH,DHAR,KUKSHI,422,1402,1956,5,42,3827,,,,,,,,
MADHYA PRADESH,DHAR,MANAWAR,97,6,3312,99,111,3625,,,,,,,,
MADHYA PRADESH,DHAR,NALACHHA,120,98,750,69,10,1047,,,,,,,,
MADHYA PRADESH,DHAR,NISARPUR,290,254,1290,30,49,1913,,,,,,,,
MADHYA PRADESH,DHAR,SARDARPUR,62,337,6975,34,126,7534,,,,,,,,
MADHYA PRADESH,DHAR,TIRLA,27,38,251,0,19,335,,,,,,,,
MADHYA PRADESH,DHAR,UMARBAN,7,15,659,0,47,728,,,,,,,,
MADHYA PRADESH,DINDORI,AMARPUR,0,0,0,0,11,11,,,,,,,,
MADHYA PRADESH,DINDORI,BAJAG,0,0,0,0,3,3,,,,,,,,
MADHYA PRADESH,DINDORI,DINDORI,0,0,22,0,0,22,,,,,,,,
MADHYA PRADESH,DINDORI,KARANJIYA,0,4,5,0,0,9,,,,,,,,
MADHYA PRADESH,DINDORI,SAMNAPUR,0,1,82,4,227,314,,,,,,,,
MADHYA PRADESH,DINDORI,SHAHPURA,5,29,40,2,21,97,,,,,,,,
MADHYA PRADESH,GUNA,ARON,1,0,126,0,326,453,,,,,,,,
MADHYA PRADESH,GUNA,ASHOKNAGAR,101,150,2123,40,348,2762,,,,,,,,
MADHYA PRADESH,GUNA,BAMORI,49,10,621,6,103,789,,,,,,,,
MADHYA PRADESH,GUNA,CHANCHODA,174,39,7776,191,1460,9640,,,,,,,,
MADHYA PRADESH,GUNA,CHANDERI,2,1,886,0,76,965,,,,,,,,
MADHYA PRADESH,GUNA,EHSAGADH,14,25,440,0,905,1384,,,,,,,,
MADHYA PRADESH,GUNA,GUNA,7,15,2721,0,504,3247,,,,,,,,
MADHYA PRADESH,GUNA,MUNGAWALI,60,789,835,0,164,1848,,,,,,,,
MADHYA PRADESH,GUNA,RAGHOGARH,71,12,4485,107,1578,6253,,,,,,,,
MADHYA PRADESH,GWALIOR,BHITARWAR,552,38,3523,116,499,4728,,,,,,,,
MADHYA PRADESH,GWALIOR,DABRA,78,15,3239,32,232,3596,,,,,,,,
MADHYA PRADESH,GWALIOR,GHATIGAWAN,153,61,3657,9,730,4610,,,,,,,,
MADHYA PRADESH,GWALIOR,MORAR,95,5,4258,35,584,4977,,,,,,,,
MADHYA PRADESH,HARDA,HARDA,21,4,1818,32,681,2556,,,,,,,,
MADHYA PRADESH,HARDA,KHIRKIYA,161,14,7377,4,64,7620,,,,,,,,
MADHYA PRADESH,HARDA,TIMARNI,167,7,2672,31,14,2891,,,,,,,,
MADHYA PRADESH,HOSHANGABAD,BABAI,50,112,3865,5,39,4071,,,,,,,,
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,327,77,4411,56,1063,5934,,,,,,,,
