-----
{
 "description": "The table refers to District wise Potential Utilized through Dugwells. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.13.csv", 
 "title": "Download CSV for Districtwise Potential Utilized through Dugwells", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.13.csv"
}
-----
"State","District","Kharif","Rabi","Perennial","Others","Total"
"MAHARASHTRA","PUNE",90730,135418,42018,9363,277529
"MAHARASHTRA","RAIGHAR",258,278,1238,0,1773
"MAHARASHTRA","RATNAGIRI",777,332,697,4,1810
"MAHARASHTRA","SANGLI",74961,57010,26508,6242,164721
"MAHARASHTRA","SATARA",76756,69178,7829,14,153777
"MAHARASHTRA","SINDHUDURGA",2186,1573,142,734,4635
"MAHARASHTRA","SOLAPUR",43961,105040,39161,3864,192027
"MAHARASHTRA","THANE",1564,2920,3971,122,8579
"MAHARASHTRA","WARDHA",26469,14931,8636,589,50625
"MAHARASHTRA","WASHIM",5014,35839,2278,1084,44215
"MAHARASHTRA","YAVATMAL",33849,29446,3539,521,67355
"MANIPUR","IMPHAL WEST",0,15,0,0,15
"MEGHALAYA","JAINTIA HILLS",17,1,1,0,19
"NAGALAND","DIMAPUR",190,53,0,0,243
"NAGALAND","MOKOKCHUNG",3,0,0,0,3
"ORISSA","ANGUL",2778,691,76,6,3551
"ORISSA","BALASORE",226,136,0,0,362
"ORISSA","BARGARH",4735,1980,209,38,6962
"ORISSA","BHADRAK",13,24,0,2,39
"ORISSA","BOLANGIR",10074,3007,662,613,14355
"ORISSA","BOUDH",949,913,45,7,1915
"ORISSA","CUTTACK",1997,898,93,4,2992
"ORISSA","DEOGARH",626,108,26,5,765
"ORISSA","DHENKANAL",1853,623,53,64,2593
"ORISSA","GAJAPATI",482,255,8,1,746
"ORISSA","GANJAM",3629,3420,222,2,7273
"ORISSA","JAGATSINGHPUR",88,111,1,10,211
"ORISSA","JAJAPUR",469,398,11,2,879
"ORISSA","JHARSUGUDA",1274,603,5,0,1881
"ORISSA","KALAHANDI",2252,839,67,18,3175
"ORISSA","KANDHAMAL",353,382,4,0,739
"ORISSA","KENDRAPARA",38,58,1,3,100
"ORISSA","KEONJHAR",2399,687,22,6,3114
"ORISSA","KHURDA",1590,856,34,9,2489
"ORISSA","KORAPUT",496,305,8,0,809
"ORISSA","MALKANAGIRI",73,64,1,5,143
"ORISSA","MAYURBHANJA",919,901,20,0,1840
"ORISSA","NAWARANGAPUR",1628,657,11,1,2298
"ORISSA","NAYAGARH",1048,1091,634,51,2824
"ORISSA","NUAPADA",914,417,26,34,1391
"ORISSA","PURI",26,108,19,15,168
"ORISSA","RAYAGADA",426,126,1,0,554
"ORISSA","SAMBALPUR",2520,1024,45,4,3593
"ORISSA","SONEPUR",2747,1273,31,3,4055
"ORISSA","SUNDARGARH",2606,2596,24,2,5227
"PONDICHERRY","KARAIKAL",0,4,0,0,4
"PONDICHERRY","PONDICHERRY",25,24,30,9,88
"PUNJAB","BATHINDA",217,205,0,0,422
"PUNJAB","FATEHGARH SAHIB",211,211,0,0,422
"PUNJAB","GURDASPUR",407,403,2,0,812
"PUNJAB","HOSHIARPUR",660,657,77,12,1405
"PUNJAB","LUDHIANA",328,328,0,0,655
"PUNJAB","MOGA",23,23,0,0,47
"PUNJAB","ROPAR",3914,3914,0,0,7828
"PUNJAB","SANGRUR",784,784,0,0,1568
"RAJASTHAN","AJMER",23154,51630,522,1058,76365
"RAJASTHAN","ALWAR",18988,273004,874,4469,297335
"RAJASTHAN","BANSWARA",131,6074,5,115,6325
"RAJASTHAN","BARAN",1184,38974,6,0,40165
"RAJASTHAN","BARMER",16864,113585,145,3357,133952
"RAJASTHAN","BHARATPUR",401,32349,5,10,32765
"RAJASTHAN","BHILWARA",31836,65104,212,346,97497
"RAJASTHAN","BIKANER",10654,11419,4,21,22098
"RAJASTHAN","BUNDI",9014,41407,1655,61,52137
"RAJASTHAN","CHITTORGARH",12085,69364,603,922,82974
"RAJASTHAN","CHURU",6826,34701,33,219,41780
"RAJASTHAN","DAUSA",3742,125497,193,632,130065
"RAJASTHAN","DHOLPUR",153,5828,4,1,5986
"RAJASTHAN","DUNGARPUR",313,6936,31,190,7470
"RAJASTHAN","GANGANAGAR",253,314,0,0,566
"RAJASTHAN","HANUMANGARH",744,749,0,0,1494
"RAJASTHAN","JAIPUR",76599,302192,518,12335,391644
"RAJASTHAN","JAISALMER",68,264,1,0,333
"RAJASTHAN","JALORE",29968,142667,2056,8363,183053
"RAJASTHAN","JHALAWAR",3822,82429,195,150,86596
"RAJASTHAN","JHUNJHUNU",35382,199617,40,3440,238480
"RAJASTHAN","JODHPUR",3180,14762,11,192,18145
"RAJASTHAN","KAROLI",704,69689,45,87,70526
"RAJASTHAN","KOTA",2676,29919,1,10,32605
"RAJASTHAN","NAGAUR",31129,116897,531,4541,153097
"RAJASTHAN","PALI",17879,62856,1998,2316,85049
"RAJASTHAN","RAJSAMAND",3177,4717,297,138,8329
"RAJASTHAN","SAWAI MADHOPUR",3042,107313,1304,84,111743
"RAJASTHAN","SIKAR",59183,156386,125,6094,221788
"RAJASTHAN","SIROHI",17212,20169,1065,4996,43443
"RAJASTHAN","TONK",6806,121302,81,241,128431
"RAJASTHAN","UDAIPUR",1726,18891,618,637,21872
"TAMIL NADU","COIMBATORE",43049,8751,72285,2995,127079
"TAMIL NADU","CUDDALORE",5855,3216,712,255,10038
"TAMIL NADU","DHARMAPURI",65289,17188,39778,3363,125618
"TAMIL NADU","DINDIGUL",25776,20296,18728,3056,67857
"TAMIL NADU","ERODE",52045,14163,10360,3082,79650
"TAMIL NADU","KANCHEEPURAM",21440,23875,1963,1133,48412
"TAMIL NADU","KANYAKUMARI",103,21,1580,20,1724
"TAMIL NADU","KARUR",15431,7984,4833,37925,66173
"TAMIL NADU","MADURAI",18250,10467,36344,455,65516
"TAMIL NADU","NAGAPATTINAM",23,148,623,44,838
"TAMIL NADU","NAMAKKAL",38502,8379,2805,1208,50894
"TAMIL NADU","NILGIRIS",577,180,515,405,1676
"TAMIL NADU","PERAMBALUR",12106,11736,1569,1351,26762
"TAMIL NADU","PUDUKKOTTAI",17877,8824,1064,166,27931
"TAMIL NADU","RAMANATHAPURAM",295,1785,4164,106,6349
"TAMIL NADU","SALEM",53144,12094,8360,1736,75334
"TAMIL NADU","SIVAGANGA",3507,6380,2206,402,12495
"TAMIL NADU","THANJAVUR",2083,1270,851,615,4818
"TAMIL NADU","THENI",16855,2221,11457,114,30647
"TAMIL NADU","THIRUVALLUR",13447,7407,1969,1183,24006
"TAMIL NADU","THIRUVARUR",161,77,6,13,255
"TAMIL NADU","TIRUCHIRAPPALLI",24620,18371,4995,1664,49650
"TAMIL NADU","TIRUNELVELI",16663,15093,11793,2524,46073
"TAMIL NADU","TIRUVANNAMALAI",57361,47668,10926,6117,122073
"TAMIL NADU","TUTICORIN DISTRICT",3386,6396,5725,531,16037
"TAMIL NADU","VELLORE",49421,29084,14280,2545,95330
"TAMIL NADU","VILLUPPURAM",58821,58275,6567,1008,124671
"TAMIL NADU","VIRUDHUNAGAR",13547,9806,7444,731,31528
"TRIPURA","DHALAI",0,1,0,0,1
"TRIPURA","SOUTH TRIPURA",115,107,0,6,228
"TRIPURA","WEST TRIPURA",59,60,8,8,135
"UTTAR PRADESH","AGRA",871,1741,1064,451,4127
"UTTAR PRADESH","ALIGARH",51,40,5,0,96
"UTTAR PRADESH","ALLAHABAD",1781,2826,351,181,5138
"UTTAR PRADESH","AMBEDAKAR NAGAR",96,118,109,11,335
"UTTAR PRADESH","AZAMGARH",19,18,5,0,42
"UTTAR PRADESH","BAGHPAT",30,33,106,5,173
"UTTAR PRADESH","BAHARAICH",182,335,145,93,755
"UTTAR PRADESH","BALLIA",36,343,225,4,607
"UTTAR PRADESH","BALRAMPUR",33,64,27,11,135
"UTTAR PRADESH","BANDA",3088,6801,1326,120,11336
"UTTAR PRADESH","BARABANKI",380,388,94,44,906
"UTTAR PRADESH","BAREILLY",74,72,70,5,221
"UTTAR PRADESH","BASTI",44,69,0,0,113
"UTTAR PRADESH","CHANDAULI",379,320,158,78,934
"UTTAR PRADESH","CHITRAKOOT",1728,7294,565,17,9604
"UTTAR PRADESH","DEORIA",29,50,2,2,82
"UTTAR PRADESH","FAIZABAD",487,456,506,37,1485
"UTTAR PRADESH","FARRUKHABAD",0,61,0,42,102
"UTTAR PRADESH","FATEHPUR",298,341,177,73,889
"UTTAR PRADESH","FIROZABAD",38,203,219,1,460
"UTTAR PRADESH","GHAZIPUR",0,0,0,0,0
"UTTAR PRADESH","GONDA",0,0,0,0,0
"UTTAR PRADESH","GORAKHPUR",73,108,3,0,184
"UTTAR PRADESH","HAMIRPUR",1610,8823,280,183,10895
"UTTAR PRADESH","HARDOI",204,292,52,29,578
"UTTAR PRADESH","JALAUN",1051,6069,32,4,7156
"UTTAR PRADESH","JAUNPUR",441,723,179,105,1448
"UTTAR PRADESH","JHANSI",9673,30017,1620,122,41432
"UTTAR PRADESH","KANNAUJ",29,101,0,42,171
"UTTAR PRADESH","KANPUR DEHAT",233,278,44,13,568
"UTTAR PRADESH","KANPUR NAGAR",228,226,26,0,479
"UTTAR PRADESH","KAUSHAMBI",20,26,7,9,62
"UTTAR PRADESH","KHERI",107,70,6,12,195
"UTTAR PRADESH","LALITPUR",0,52082,0,0,52082
"UTTAR PRADESH","LUCKNOW",23,32,50,1,106
"UTTAR PRADESH","MAHARAJ GANJ",27,48,6,6,87
"UTTAR PRADESH","MAHOBA",4513,23081,3866,492,31953
"UTTAR PRADESH","MAINPURI",0,0,0,0,0
"UTTAR PRADESH","MATHURA",512,759,27,144,1442
"UTTAR PRADESH","MAU",122,158,8,16,303
"UTTAR PRADESH","MEERUT",19,20,8,3,49
"UTTAR PRADESH","MIRZAPUR",26363,30019,7255,2730,66366
"UTTAR PRADESH","MUZZAFARNAGAR",70,74,183,16,343
"UTTAR PRADESH","PRATAPGARH",147,196,109,11,464
"UTTAR PRADESH","RAEBARELI",180,197,19,18,415
"UTTAR PRADESH","SANT KABIR NAGAR",171,239,5,2,417
"UTTAR PRADESH","SANT RAVI DAS NAGAR",141,259,49,20,468
"UTTAR PRADESH","SHRAWASTI",22,36,13,0,71
"UTTAR PRADESH","SIDDHARTH NAGAR",615,1055,119,89,1877
"UTTAR PRADESH","SONBHADRA",10274,11297,2982,1322,25875
"UTTAR PRADESH","SULTANPUR",20,17,4,0,41
"UTTAR PRADESH","UNNAO",147,627,3,9,786
"UTTAR PRADESH","VARANASI",692,785,318,97,1892
"UTTARANCHAL","DEHRA DUN",27,33,0,2,62
"UTTARANCHAL","HARIDWAR",232,194,91,38,556
"UTTARANCHAL","NAINITAL",15,34,0,0,49
"UTTARANCHAL","PAURI",0,0,0,0,0
"UTTARANCHAL","UDHAM SINGH NAGAR",3679,3619,2348,214,9859
"WEST BENGAL","BANKURA",1385,1170,18,79,2652
"WEST BENGAL","BIRBHUM",175,105,3,77,360
"WEST BENGAL","BURDWAN",29,16,1,1,47
"WEST BENGAL","COOCHBEHAR",45,1351,0,255,1651
"WEST BENGAL","DAKSHIN DINAJPUR",0,34,0,3,37
"WEST BENGAL","DARJEELING",260,216,0,4,480
"WEST BENGAL","HOOGHLY",20,26,0,1,47
"WEST BENGAL","JALPAIGURI",2409,2257,1165,255,6085
"WEST BENGAL","MALDA",0,0,0,0,0
"WEST BENGAL","MIDNAPORE",1994,4045,22,299,6360
"WEST BENGAL","MURSHIDABAD",3,1,0,4,8
"WEST BENGAL","NADIA",1,1,0,1,3
"WEST BENGAL","PURULIA",984,2768,83,191,4026
