-----
{
 "description": "The table refers to Block wise Shallow Tubewells according to Water Distribution System. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.8.csv", 
 "title": "Download CSV for Blockwise Shallow Tubewells according to Water Distribution System", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Sprinkler,Drip Irrigation,Open channel,Under ground channel,Others,Total
BIHAR,BHOJPUR,SANDESH,13,112,863,0,0,988
BIHAR,BHOJPUR,SHAHPUR,2,35,1199,1,6,1243
BIHAR,BHOJPUR,TARARI,20,2,1361,0,0,1383
BIHAR,BHOJPUR,UDWANTNAGAR,0,9,1201,0,0,1210
BIHAR,BUXAR,BRAHMPUR,0,11,1665,0,0,1676
BIHAR,BUXAR,BUXAR,9,3,1459,4,9,1484
BIHAR,BUXAR,CHAKKI,0,0,195,0,0,195
BIHAR,BUXAR,CHOUGAI,0,4,705,0,0,709
BIHAR,BUXAR,CHOUSA,12,1,987,0,1,1001
BIHAR,BUXAR,DUMRAON,5,0,1103,56,17,1181
BIHAR,BUXAR,ITARHI,8,26,2116,0,0,2150
BIHAR,BUXAR,KESATH,1,1,362,0,0,364
BIHAR,BUXAR,NAWANAGAR,0,3,1091,2,78,1174
BIHAR,BUXAR,RAJPUR,0,38,2401,25,0,2464
BIHAR,BUXAR,SIMRI,0,1,1418,0,0,1419
BIHAR,DARBHANGA,ALINAGAR,20,25,210,0,98,353
BIHAR,DARBHANGA,BAHADURPUR,1,13,796,0,3,813
BIHAR,DARBHANGA,BAHERI,0,3,1749,0,0,1752
BIHAR,DARBHANGA,BENIPUR,5,0,303,0,465,773
BIHAR,DARBHANGA,BIRAUL,1,1,1267,0,0,1269
BIHAR,DARBHANGA,DARBHANGA,0,0,817,0,0,817
BIHAR,DARBHANGA,GAURA BAURAM,0,1,773,0,1,775
BIHAR,DARBHANGA,GHANSHYAMPUR,0,0,564,0,0,564
BIHAR,DARBHANGA,HANUMAN NAGAR,2,1,608,65,76,752
BIHAR,DARBHANGA,HAYAGHAT,0,1,453,24,0,478
BIHAR,DARBHANGA,JALE,0,2,653,0,80,735
BIHAR,DARBHANGA,KEOTI RUNWAY,0,2,863,0,0,865
BIHAR,DARBHANGA,KIRATPUR,0,1,221,0,0,222
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,1,0,206,69,76,352
BIHAR,DARBHANGA,KUSESHWAR ASTHAN (E),0,1,297,0,0,298
BIHAR,DARBHANGA,MANIGACHHI,0,2,437,1,80,520
BIHAR,DARBHANGA,SINGHWARA,1,2,733,79,71,886
BIHAR,DARBHANGA,TARDIH,0,0,345,0,0,345
BIHAR,EAST CHAMPARAN,ADAPUR,0,2,1424,2,0,1428
BIHAR,EAST CHAMPARAN,AREARAJ,67,47,774,0,51,939
BIHAR,EAST CHAMPARAN,BANJARIYA,11,17,970,1,0,999
BIHAR,EAST CHAMPARAN,BANKATWA,20,2,643,0,0,665
BIHAR,EAST CHAMPARAN,CHAKIYA,1,7,789,1,1097,1895
BIHAR,EAST CHAMPARAN,CHAURADANO,0,2,496,0,819,1317
BIHAR,EAST CHAMPARAN,CHIRIYA,1,8,738,0,229,976
BIHAR,EAST CHAMPARAN,DHAKA,0,2,1152,0,98,1252
BIHAR,EAST CHAMPARAN,GHORASAHAN,0,6,984,1,0,991
BIHAR,EAST CHAMPARAN,HARSIDHI,92,14,848,0,1285,2239
BIHAR,EAST CHAMPARAN,KALYANPUR,9,123,2137,1,1,2271
BIHAR,EAST CHAMPARAN,KESARIA,1,13,12,1,971,998
BIHAR,EAST CHAMPARAN,KOTWA,0,3,637,0,2,642
BIHAR,EAST CHAMPARAN,MADHUBAN,8,30,1652,0,277,1967
BIHAR,EAST CHAMPARAN,MEHSI,12,28,1589,0,419,2048
BIHAR,EAST CHAMPARAN,MOTIHARI,3,6,288,11,1522,1830
BIHAR,EAST CHAMPARAN,PAHARPUR,0,35,506,0,1093,1634
BIHAR,EAST CHAMPARAN,PAKRIDYAL,1,0,1504,0,0,1505
BIHAR,EAST CHAMPARAN,PATAHI,0,0,745,1,601,1347
BIHAR,EAST CHAMPARAN,PHENHARA,1,8,905,0,1,915
BIHAR,EAST CHAMPARAN,PIPRAKOTHI,0,0,777,0,0,777
BIHAR,EAST CHAMPARAN,RAMGARHWA,0,3,741,0,0,744
BIHAR,EAST CHAMPARAN,RAXAUL,0,35,671,2,2,710
BIHAR,EAST CHAMPARAN,SANGRAMPUR,1,7,810,0,0,818
BIHAR,EAST CHAMPARAN,SUGAULI,0,8,1320,0,6,1334
BIHAR,EAST CHAMPARAN,TETARIA,3,18,1085,0,21,1127
BIHAR,EAST CHAMPARAN,TURKAULIA,8,14,484,1,1029,1536
BIHAR,GAYA,AMAS,0,0,184,0,0,184
BIHAR,GAYA,ATRI,0,0,645,1,0,646
BIHAR,GAYA,BANKE BAZAR,10,12,801,0,0,823
BIHAR,GAYA,BARACHATTY,0,0,454,0,0,454
BIHAR,GAYA,BATHANI,22,3,738,0,0,763
BIHAR,GAYA,BELAGANJ,1,3,2418,0,0,2422
BIHAR,GAYA,BODHGAYA,1,4,784,0,0,789
BIHAR,GAYA,DOBHI,0,3,345,7,5,360
BIHAR,GAYA,DUMARIYA,0,1,400,1,0,402
BIHAR,GAYA,FATEHPUR,0,33,668,0,4,705
BIHAR,GAYA,GAYA NAGAR,39,0,1461,16,0,1516
BIHAR,GAYA,GURARU,108,16,996,0,0,1120
BIHAR,GAYA,GURUA,0,10,1215,0,1,1226
BIHAR,GAYA,IMAMGANJ,2,5,962,1,0,970
BIHAR,GAYA,KHIZARSARAI,1,6,2194,32,8,2241
BIHAR,GAYA,KONCH,0,12,2022,0,29,2063
BIHAR,GAYA,MANPUR,23,1,944,0,0,968
BIHAR,GAYA,MOHANPUR,0,0,329,0,0,329
BIHAR,GAYA,PARAIYA,154,1,1203,0,0,1358
BIHAR,GAYA,SHERGHATTY,0,0,545,0,0,545
BIHAR,GAYA,TANKUPPA,0,1,949,0,3,953
BIHAR,GAYA,TEKARI,3,6,1849,0,611,2469
BIHAR,GAYA,WAZIRGANJ,2,0,1502,0,0,1504
BIHAR,GOPAALGANJ,BAIKUNTHPUR,0,23,1565,0,324,1912
BIHAR,GOPAALGANJ,BARAULI,9,21,953,0,544,1527
BIHAR,GOPAALGANJ,BHOREY,3,40,2259,0,70,2372
BIHAR,GOPAALGANJ,BIJAIPUR,0,1,2131,0,32,2164
BIHAR,GOPAALGANJ,GOPALGANJ,0,41,877,1,0,919
BIHAR,GOPAALGANJ,HATHUA,4,7,2006,0,24,2041
BIHAR,GOPAALGANJ,KATEYA,8,37,698,5,483,1231
BIHAR,GOPAALGANJ,KUCHAIKOTE,4,71,2295,1,246,2617
BIHAR,GOPAALGANJ,MANJHA,0,2,1293,0,204,1499
BIHAR,GOPAALGANJ,PANCHDEWRI,3,3,969,4,0,979
BIHAR,GOPAALGANJ,PHULWARIYA,1,2,1106,0,0,1109
BIHAR,GOPAALGANJ,SIDHWALIYA,0,2,127,0,406,535
BIHAR,GOPAALGANJ,THAWE,0,0,610,0,0,610
BIHAR,GOPAALGANJ,UCHKAGAON,0,0,1336,0,392,1728
BIHAR,JAMUI,ALIGANJ,6,0,188,0,0,194
BIHAR,JAMUI,BARHAT,0,0,20,0,0,20
BIHAR,JAMUI,CHAKAI,0,0,5,0,0,5
BIHAR,JAMUI,GHIDHOR,0,12,411,3,21,447
BIHAR,JAMUI,JAMUI,1,4,788,0,522,1315
BIHAR,JAMUI,JHAJHA,0,0,221,0,0,221
BIHAR,JAMUI,KHAIRA,1,4,993,0,0,998
BIHAR,JAMUI,LAXMIPUR,0,0,27,0,0,27
BIHAR,JAMUI,SIKANDARA,15,0,397,113,0,525
BIHAR,JAMUI,SONO,0,0,218,0,0,218
BIHAR,JEHANABAD,ARWAL,0,0,984,1,1,986
BIHAR,JEHANABAD,GHOSHI,14,3,1541,0,45,1603
BIHAR,JEHANABAD,HULASGANJ,0,0,880,0,185,1065
BIHAR,JEHANABAD,JEHANABAD,0,5,2110,0,0,2115
BIHAR,JEHANABAD,KAKO,0,1,2672,0,1,2674
BIHAR,JEHANABAD,KALER,2,1,622,0,0,625
BIHAR,JEHANABAD,KARPI,39,8,2464,0,1,2512
BIHAR,JEHANABAD,KURTHA,0,1,1705,0,0,1706
BIHAR,JEHANABAD,MAKHDUMPUR,6,28,2361,26,0,2421
BIHAR,JEHANABAD,MODANGANJ,0,1,1015,0,102,1118
BIHAR,JEHANABAD,RATNI,1,4,1930,0,0,1935
BIHAR,JEHANABAD,VANSHI,2,9,1030,0,1,1042
BIHAR,KAIMUR (BHABUA),BHABUA,7,1,1539,157,0,1704
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,3,11,272,4,0,290
BIHAR,KAIMUR (BHABUA),CHAINPUR,0,5,589,0,0,594
BIHAR,KAIMUR (BHABUA),CHAND,3,4,498,0,0,505
BIHAR,KAIMUR (BHABUA),DURGAWATI,53,0,1464,0,0,1517
BIHAR,KAIMUR (BHABUA),KUDRA,7,0,2914,2,22,2945
BIHAR,KAIMUR (BHABUA),MOHANIA,78,69,1786,9,2,1944
BIHAR,KAIMUR (BHABUA),NUAON,1,2,1335,80,0,1418
BIHAR,KAIMUR (BHABUA),RAMGARH,2,2,1148,0,2,1154
BIHAR,KAIMUR (BHABUA),RAMPUR,0,0,593,0,6,599
BIHAR,KATIHAR,AMDABAD,0,0,1037,0,35,1072
BIHAR,KATIHAR,AZAMNAGAR,0,0,5498,4,0,5502
BIHAR,KATIHAR,BALRAMPUR,0,4,2554,0,0,2558
BIHAR,KATIHAR,BARARI,0,0,2977,0,0,2977
BIHAR,KATIHAR,BARSOI,0,0,3324,0,0,3324
BIHAR,KATIHAR,DANDKHORA,0,0,1264,0,0,1264
BIHAR,KATIHAR,FALKA,0,0,1416,0,9,1425
BIHAR,KATIHAR,HASANGANJ,0,0,889,0,0,889
BIHAR,KATIHAR,KADWA,0,28,4667,0,0,4695
BIHAR,KATIHAR,KATIHAR,0,0,630,0,235,865
BIHAR,KATIHAR,KORHA,0,0,2803,0,0,2803
BIHAR,KATIHAR,KURSELA,0,0,514,0,0,514
BIHAR,KATIHAR,MANIHARI,0,0,1695,0,0,1695
BIHAR,KATIHAR,MANSAHI,0,0,831,0,2,833
BIHAR,KATIHAR,PRANPUR,0,0,2240,0,0,2240
BIHAR,KATIHAR,SAMELI,0,1,1485,0,10,1496
BIHAR,KHAGARIA,ALAULI,2,5,1974,0,2,1983
BIHAR,KHAGARIA,BELDAUR,0,1,1801,0,398,2200
BIHAR,KHAGARIA,CHAUTHAM,0,7,1694,0,1,1702
BIHAR,KHAGARIA,GOGRI,0,3,1943,0,1,1947
BIHAR,KHAGARIA,KHAGARIA,33,8,2377,0,275,2693
BIHAR,KHAGARIA,MANSI,0,0,0,0,700,700
BIHAR,KHAGARIA,PARBATTA,0,6,2850,0,0,2856
BIHAR,KISHANGANJ,BAHADURGANJ,0,0,1552,0,0,1552
BIHAR,KISHANGANJ,DIGHAL BANK,0,0,1454,0,0,1454
BIHAR,KISHANGANJ,KISHANGANJ,0,0,987,0,21,1008
BIHAR,KISHANGANJ,KOCHADHAMAN,0,0,2718,0,0,2718
BIHAR,KISHANGANJ,POTHIA,3,0,1313,0,0,1316
BIHAR,KISHANGANJ,TERHAGACHH,0,18,702,0,0,720
BIHAR,KISHANGANJ,THAKURGANJ,0,0,1668,0,0,1668
BIHAR,LAKHISARAI,BARHIYA,0,6,850,0,24,880
BIHAR,LAKHISARAI,HALSI,28,12,1543,1,0,1584
BIHAR,LAKHISARAI,LAKHISARAI,6,12,2200,3,23,2244
BIHAR,LAKHISARAI,PIPARYA,0,0,450,0,0,450
BIHAR,LAKHISARAI,RAMGHAR CHOK,0,2,872,0,74,948
BIHAR,LAKHISARAI,SURYAGARAH,20,0,991,0,18,1029
BIHAR,MADHEPURA,ALAMNAGAR,0,0,1305,0,0,1305
BIHAR,MADHEPURA,BIHARIGANJ,0,2,752,0,165,919
BIHAR,MADHEPURA,CHAUSA,0,9,1726,0,103,1838
BIHAR,MADHEPURA,GAMHARIA,0,2,769,22,14,807
BIHAR,MADHEPURA,GAWALPARA,1,16,841,0,382,1240
BIHAR,MADHEPURA,GHAILARH,1,54,662,0,1,718
BIHAR,MADHEPURA,KUMAR KHAND,0,1,2894,0,1,2896
BIHAR,MADHEPURA,MADHEPURA,0,23,1082,0,1,1106
BIHAR,MADHEPURA,MURLIGANJ,20,1,1822,0,192,2035
BIHAR,MADHEPURA,PURAINI,0,2,735,0,80,817
BIHAR,MADHEPURA,SHANKARPUR,0,4,925,11,40,980
BIHAR,MADHEPURA,SINGHESHWAR,0,3,1072,56,162,1293
BIHAR,MADHEPURA,UDAKISHUNGANJ,0,1,1701,0,5,1707
BIHAR,MADHUBANI,ANDHARATHADHI,1,1,298,3,50,353
BIHAR,MADHUBANI,BABUBARHI,0,0,665,5,0,670
BIHAR,MADHUBANI,BASOPATTI,0,15,258,0,560,833
BIHAR,MADHUBANI,BENIPATTI,62,41,581,0,0,684
BIHAR,MADHUBANI,BISFI,0,1,1055,1,9,1066
BIHAR,MADHUBANI,GHOGHARDIHA,0,0,1204,0,0,1204
BIHAR,MADHUBANI,HARLAKHI,0,4,551,0,0,555
BIHAR,MADHUBANI,JAYNAGAR,32,13,456,3,0,504
BIHAR,MADHUBANI,JHANJHARPUR,0,0,626,0,0,626
BIHAR,MADHUBANI,KHAJAULI,52,53,1493,9,1,1608
BIHAR,MADHUBANI,KHUTAUNA,1,0,434,0,7,442
BIHAR,MADHUBANI,LADANIA,19,4,1060,107,1,1191
BIHAR,MADHUBANI,LAKHANAUR,0,8,393,0,1,402
BIHAR,MADHUBANI,LAUKHI,0,2,805,1,45,853
BIHAR,MADHUBANI,MADHEPUR,5,5,459,1,2,472
BIHAR,MADHUBANI,MADHWAPUR,0,1,228,0,136,365
BIHAR,MADHUBANI,PANDAUL,45,148,940,0,0,1133
BIHAR,MADHUBANI,PHULPRAS,0,2,976,0,0,978
BIHAR,MADHUBANI,RAJNAGAR,17,16,643,2,750,1428
BIHAR,MADHUBANI,ROHIKA,4,4,330,0,2,340
BIHAR,MUNGER,ASARGANJ,0,4,366,0,3,373
BIHAR,MUNGER,BARIYARPUR,0,0,138,0,0,138
BIHAR,MUNGER,DHARAHARA,0,1,140,0,0,141
BIHAR,MUNGER,HAWALI KHAGARHPUR,0,1,423,0,73,497
BIHAR,MUNGER,JAMALPUR,0,0,155,28,0,183
BIHAR,MUNGER,SADAR MUNGER,0,0,220,0,21,241
BIHAR,MUNGER,SANGRAMPUR,0,1,552,1,0,554
BIHAR,MUNGER,TARAPUR,0,0,599,80,86,765
BIHAR,MUNGER,TATIA BAMBAR,0,5,475,0,0,480
BIHAR,MUZAFFARPUR,AURAI,5,3,1540,1,262,1811
BIHAR,MUZAFFARPUR,BANDRA,0,13,1090,4,151,1258
BIHAR,MUZAFFARPUR,BOCHAHAN,1,104,1927,0,170,2202
BIHAR,MUZAFFARPUR,GAIGHAT,2,12,505,0,1793,2312
BIHAR,MUZAFFARPUR,KANTI,3,24,2396,2,377,2802
BIHAR,MUZAFFARPUR,KATRA,0,5,1579,1,34,1619
BIHAR,MUZAFFARPUR,KURHANI,28,150,2288,15,1421,3902
BIHAR,MUZAFFARPUR,MINAPUR,27,2,3237,0,123,3389
BIHAR,MUZAFFARPUR,MORAUL,23,9,902,0,7,941
BIHAR,MUZAFFARPUR,MOTIPUR,2,17,2776,0,22,2817
BIHAR,MUZAFFARPUR,MUSHAHARI,1,4,1722,0,10,1737
BIHAR,MUZAFFARPUR,PAROO,0,3,2196,0,434,2633
BIHAR,MUZAFFARPUR,SAHEBGANJ,3,8,2004,1,311,2327
BIHAR,MUZAFFARPUR,SAKRA,3,16,2135,0,78,2232
BIHAR,MUZAFFARPUR,SARAIYA,0,37,815,2,1779,2633
BIHAR,NALANDA,ASTHAWAN,4,6,1146,0,19,1175
BIHAR,NALANDA,BEN,1,31,250,119,94,495
BIHAR,NALANDA,BIHARSHARIF,1,12,829,0,16,858
BIHAR,NALANDA,BIND,1,11,723,53,20,808
BIHAR,NALANDA,CHANDI,0,28,948,0,21,997
BIHAR,NALANDA,EKANGARSARAI,122,11,705,12,747,1597
BIHAR,NALANDA,GIRIYAK,105,12,1155,1,1,1274
BIHAR,NALANDA,HARNAUT,1,6,597,0,982,1586
BIHAR,NALANDA,HILSA,5,3,555,1,1267,1831
BIHAR,NALANDA,ISLAMPUR,3,58,2235,2,0,2298
BIHAR,NALANDA,KARAIPARSURAI,1,4,223,0,573,801
BIHAR,NALANDA,KATRISARAI,0,1,364,0,0,365
BIHAR,NALANDA,NAGARNAUSA,1,6,1723,20,3,1753
BIHAR,NALANDA,NOORSARAI,7,1,408,0,0,416
BIHAR,NALANDA,PARWALPUR,0,5,190,76,244,515
BIHAR,NALANDA,RAHUI,6,12,617,0,0,635
BIHAR,NALANDA,RAJGIR,1,780,493,0,0,1274
BIHAR,NALANDA,SARMERA,29,30,896,0,0,955
BIHAR,NALANDA,SILAO,2,23,861,0,3,889
BIHAR,NALANDA,THARTHARI,0,1,417,0,98,516
BIHAR,NAWADA,AKBARPUR,12,107,2465,126,2,2712
BIHAR,NAWADA,GOVINDPUR,9,13,486,21,3,532
BIHAR,NAWADA,HASUA,4,5,1707,0,0,1716
BIHAR,NAWADA,KASHICHAK,0,9,378,0,0,387
BIHAR,NAWADA,KAWAKOLE,1,42,726,91,4,864
BIHAR,NAWADA,MESKAUR,0,3,411,0,0,414
BIHAR,NAWADA,NARDIGUNJ,14,87,1309,34,1,1445
BIHAR,NAWADA,NARHAT,7,244,635,155,10,1051
BIHAR,NAWADA,NAWADA,5,169,1675,33,60,1942
BIHAR,NAWADA,PAKRIBRAWAN,21,207,723,126,13,1090
BIHAR,NAWADA,RAJAULI,38,60,1537,49,1,1685
BIHAR,NAWADA,ROH,8,118,1024,179,8,1337
BIHAR,NAWADA,SIRDALA,9,34,773,17,3,836
BIHAR,NAWADA,WARISALIGUNJ,34,45,1364,18,6,1467
BIHAR,PATNA,ATHAMALGOLA,0,55,184,0,334,573
BIHAR,PATNA,BAKHTIARPUR,0,1,574,0,426,1001
BIHAR,PATNA,BARH,0,0,302,0,499,801
BIHAR,PATNA,BELCHCHI,0,1,121,2,221,345
BIHAR,PATNA,BIHTA,190,10,1519,111,225,2055
BIHAR,PATNA,DANAPUR-CUM-KHAGAUL,163,0,374,0,228,765
BIHAR,PATNA,DANIYAWAN,18,108,446,19,2,593
BIHAR,PATNA,DHANARUA,28,557,1788,2,510,2885
BIHAR,PATNA,DULHIN BAZAR,5,1,850,0,28,884
BIHAR,PATNA,FATUHA,2,3,1322,0,144,1471
BIHAR,PATNA,GHOSWARI,0,3,693,0,1,697
BIHAR,PATNA,KHUSRUPUR,0,1,181,0,0,182
BIHAR,PATNA,MANER,3,5,752,0,243,1003
BIHAR,PATNA,MASAURHI,2,37,2091,10,1187,3327
BIHAR,PATNA,MOKAMA,0,11,514,0,79,604
BIHAR,PATNA,NAUBATPUR,6,6,2085,14,6,2117
BIHAR,PATNA,PALIGANJ,1,14,702,11,2,730
BIHAR,PATNA,PANDARAK,1,1,463,0,877,1342
BIHAR,PATNA,PATNA SADAR,2,13,425,1,101,542
BIHAR,PATNA,PHULWARI,19,9,1144,1,443,1616
BIHAR,PATNA,PUNPUN,7,56,775,3,1014,1855
BIHAR,PATNA,SAMPATCHAK,9,12,1048,0,1,1070
BIHAR,PATNA,VIKRAM,0,1,1132,0,339,1472
BIHAR,PURNIA,AMOUR,111,0,1477,0,0,1588
BIHAR,PURNIA,BAISA,4,0,1553,0,0,1557
BIHAR,PURNIA,BAISI,0,0,1730,0,0,1730
BIHAR,PURNIA,BANMANKHI,0,0,1966,0,10,1976
BIHAR,PURNIA,BARHARA KOTHI,58,19,993,0,463,1533
BIHAR,PURNIA,BHAWANIPUR,42,0,1219,0,0,1261
BIHAR,PURNIA,DAGARUA,0,0,2377,1,0,2378
BIHAR,PURNIA,DHAMDAHA,35,89,2007,0,0,2131
BIHAR,PURNIA,JALALGARH,0,0,780,0,0,780
BIHAR,PURNIA,KASBA,0,0,1137,0,0,1137
BIHAR,PURNIA,KRITYANAND NAGAR,0,0,1799,0,4,1803
BIHAR,PURNIA,PURNEA EAST,11,0,1790,0,0,1801
BIHAR,PURNIA,RUPOULI,0,0,1760,0,19,1779
BIHAR,PURNIA,SRINAGAR,0,0,986,0,0,986
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,0,0,584,0,0,584
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,5,2,730,5,229,971
BIHAR,ROHTAS(SASARAM),CHENARI,2,0,321,0,0,323
BIHAR,ROHTAS(SASARAM),DAWATH,0,1,596,0,0,597
BIHAR,ROHTAS(SASARAM),DEHRI,5,2,1967,0,0,1974
BIHAR,ROHTAS(SASARAM),DINARA,4,5,1630,23,0,1662
BIHAR,ROHTAS(SASARAM),KARAKAT,3,14,923,21,24,985
BIHAR,ROHTAS(SASARAM),KARGAHAR,4,11,3259,1,0,3275
BIHAR,ROHTAS(SASARAM),KOCHAS,26,6,2550,157,78,2817
BIHAR,ROHTAS(SASARAM),NASRIGANJ,0,5,461,1,1,468
BIHAR,ROHTAS(SASARAM),NAUHATTA,1,0,122,0,0,123
BIHAR,ROHTAS(SASARAM),NOKHA,0,0,568,0,2,570
BIHAR,ROHTAS(SASARAM),RAJPUR,0,0,412,0,5,417
BIHAR,ROHTAS(SASARAM),ROHTAS,1,0,781,0,0,782
BIHAR,ROHTAS(SASARAM),SANJHAULI,0,0,370,0,0,370
BIHAR,ROHTAS(SASARAM),SASARAM,0,2,1048,0,7,1057
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,0,3,831,14,94,942
BIHAR,ROHTAS(SASARAM),SURAJPURA,0,3,496,0,5,504
BIHAR,ROHTAS(SASARAM),TILOUTTHU,2,3,2459,0,0,2464
BIHAR,SAHARSA,BANMA ITAHARI,1,2,36,0,521,560
BIHAR,SAHARSA,KAHARA,0,4,619,1,238,862
BIHAR,SAHARSA,MAHISHI,0,2,338,1,551,892
BIHAR,SAHARSA,NAUHATTA,126,5,1342,1,2,1476
BIHAR,SAHARSA,PATARGHAT,0,6,1329,0,39,1374
BIHAR,SAHARSA,SALKHUA,0,1,256,1,854,1112
BIHAR,SAHARSA,SATTAR KATTAIYA,1,0,1050,1,10,1062
BIHAR,SAHARSA,SAUR BAZAR,3,5,2250,0,0,2258
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,2,2,697,2,102,805
BIHAR,SAHARSA,SONBARSA,0,3,1380,0,0,1383
BIHAR,SAMASTIPUR,BIBHUTIPUR,0,11,2496,4,609,3120
BIHAR,SAMASTIPUR,BITHAN,0,24,1090,0,0,1114
BIHAR,SAMASTIPUR,DALSINGHSARAI,0,2,296,1,1313,1612
BIHAR,SAMASTIPUR,HASANPUR,0,5,1452,3,85,1545
BIHAR,SAMASTIPUR,KALYANPUR,7,34,3357,0,9,3407
BIHAR,SAMASTIPUR,KHANPUR,44,7,1191,0,121,1363
BIHAR,SAMASTIPUR,MOHANPUR,0,6,410,1,0,417
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,0,4,1331,0,0,1335
BIHAR,SAMASTIPUR,MORWA,0,8,1409,0,3,1420
BIHAR,SAMASTIPUR,PATORI,0,9,641,0,84,734
BIHAR,SAMASTIPUR,PUSA,0,19,813,26,0,858
BIHAR,SAMASTIPUR,ROSERA,2,555,596,2,2,1157
BIHAR,SAMASTIPUR,SAMASTIPUR,130,29,1340,2,49,1550
BIHAR,SAMASTIPUR,SARAIRANJAN,2,45,875,0,1444,2366
BIHAR,SAMASTIPUR,SHIVAJINAGAR,0,2,1404,0,155,1561
BIHAR,SAMASTIPUR,SINGHIA,0,3,448,2,883,1336
BIHAR,SAMASTIPUR,TAJPUR,2,19,694,18,838,1571
BIHAR,SAMASTIPUR,UJIYARPUR,0,6,868,0,1463,2337
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,0,3,855,0,488,1346
BIHAR,SAMASTIPUR,WARISHNAGAR,0,3,1112,2,164,1281
BIHAR,SARAN,AMNAUR,0,0,4,0,52,56
BIHAR,SARAN,BANIYAPUR,4,17,1772,10,2,1805
BIHAR,SARAN,DARIYAPUR,4,32,1006,2,1463,2507
BIHAR,SARAN,DIGHWARA,0,1,771,0,120,892
BIHAR,SARAN,EKMA,0,2,2144,1,14,2161
BIHAR,SARAN,GARKHA,0,4,1621,24,20,1669
BIHAR,SARAN,ISHUAPUR,0,2,605,0,763,1370
BIHAR,SARAN,JALAPUR,79,37,952,9,121,1198
BIHAR,SARAN,LAHLADPUR,2,2,537,0,4,545
BIHAR,SARAN,MAKER,0,1,102,7,145,255
BIHAR,SARAN,MANJHI,0,0,40,0,16,56
BIHAR,SARAN,MARAURAH,0,0,1173,0,904,2077
BIHAR,SARAN,MASHRAKH,0,8,225,13,1013,1259
BIHAR,SARAN,NAGRA,1,3,421,365,0,790
BIHAR,SARAN,PANAPUR,0,25,942,6,8,981
BIHAR,SARAN,PARSA,5,18,1358,5,323,1709
BIHAR,SARAN,REVILGANJ,1,13,455,1,304,774
BIHAR,SARAN,SADAR,2,11,1097,1,0,1111
BIHAR,SARAN,SONPUR,0,0,509,0,0,509
BIHAR,SARAN,TRAIYA,0,0,404,0,884,1288
BIHAR,SHEKHPURA,ARIYARI,136,13,1336,5,2,1492
BIHAR,SHEKHPURA,BARBIGHA,0,1,1251,0,2,1254
BIHAR,SHEKHPURA,CHEWARA,1,1,526,1,0,529
BIHAR,SHEKHPURA,GHAT KUSUMBHA,0,1,256,0,0,257
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,0,0,633,0,2,635
BIHAR,SHEKHPURA,SHEKHPURA,0,4,568,0,0,572
BIHAR,SHEOHAR,DUMRI KATSARI,84,0,652,0,433,1169
BIHAR,SHEOHAR,PIPRAHARI,0,0,101,0,874,975
BIHAR,SHEOHAR,PURNHIYA,50,54,417,0,0,521
BIHAR,SHEOHAR,SHEOHAR,0,1,706,0,589,1296
BIHAR,SHEOHAR,TRIYANI,0,0,956,1,1315,2272
BIHAR,SITAMARHI,BAIRGANIA,3,8,711,1,213,936
BIHAR,SITAMARHI,BAJPATTI,6,3,982,0,191,1182
BIHAR,SITAMARHI,BATHNAHA,1,4,2135,1,367,2508
BIHAR,SITAMARHI,BELSAND,8,0,155,15,902,1080
BIHAR,SITAMARHI,BOKHRA,0,3,127,0,426,556
BIHAR,SITAMARHI,CHORAUT,0,0,11,0,1,12
BIHAR,SITAMARHI,DUMRA,1,2,1165,0,355,1523
BIHAR,SITAMARHI,MEJARGANJ,0,6,793,0,153,952
BIHAR,SITAMARHI,NANPUR,0,0,364,0,332,696
BIHAR,SITAMARHI,PARIHAR,0,0,984,0,28,1012
BIHAR,SITAMARHI,PARSAUNI,1,0,529,0,298,828
BIHAR,SITAMARHI,PUPARI,0,0,409,0,133,542
BIHAR,SITAMARHI,RIGA,0,0,1395,0,0,1395
BIHAR,SITAMARHI,RUNNISAIDPUR,2,19,1231,1,1294,2547
BIHAR,SITAMARHI,SONWARSA,0,0,1133,0,23,1156
BIHAR,SITAMARHI,SUPPI,3,7,655,81,418,1164
BIHAR,SITAMARHI,SURSAND,0,0,0,0,214,214
BIHAR,SIWAN,ANDER,23,3,1155,17,1,1199
BIHAR,SIWAN,BARHARIA,4,33,2337,1,0,2375
BIHAR,SIWAN,BASANTPUR,2,0,703,0,0,705
BIHAR,SIWAN,BHAGWANPUR-HAT,2,5,1701,2,78,1788
BIHAR,SIWAN,DARAULI,2,14,1842,24,97,1979
