-----
{
 "description": "The table refers to Block wise Shallow Tubewells in the command of Major/ Medium Projects and Supplementary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.14.csv", 
 "title": "Download CSV for Blockwise Shallow Tubewells in the command of Major/ Medium Projects and Supplementary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of Tubewell (Nos) - Inside Command,Location of Tubewell (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
ANDHRA PRADESH,VIZIANAGARAM,CHEEPURUPALLE,0,50,50,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,DATTIRAJERU,0,36,36,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,DENKADA,0,124,124,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,GAJAPATHINAGARAM,0,161,161,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,GANTYADA,55,111,166,3,8,0,0,11
ANDHRA PRADESH,VIZIANAGARAM,GARUGUBILLI,0,152,152,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,GURLA,0,35,35,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,JAMI,24,291,315,5,0,8,3,16
ANDHRA PRADESH,VIZIANAGARAM,JIYYAMMA VALASA,0,301,301,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,KOMARADA,0,410,410,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,KOTHAVALASA,0,4,4,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,KURUPAM,0,193,193,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,LAKKAVARAPUKOTA,0,87,87,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,MAKKUVA,0,103,103,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,MENTADA,0,81,81,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,MERAKAMUDIDAM,0,32,32,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,NELLIMARLA,0,61,61,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,PACHIPENTA,0,149,149,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,PARVATHIPURAM,0,84,84,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,PUSAPATIREGA,0,280,280,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,RAMABHADRAPURAM,0,132,132,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,SALUR,0,537,537,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,SEETHANAGARAM,21,496,517,11,2,1,2,16
ANDHRA PRADESH,VIZIANAGARAM,SRUNGAVARAPUKOTA,0,734,734,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,THERLAM,0,125,125,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,VEPADA,0,64,64,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,VIZIANAGARAM,0,6,6,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,ATMAKUR,0,3,3,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,BACHANNAPETA,5,1859,1864,1,1,0,0,2
ANDHRA PRADESH,WARANGAL,CHERIYAL,0,2651,2651,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,CHITYAL,0,238,238,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,DEVARUPPULA,0,1845,1845,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,DHARMASAGAR,0,77,77,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,DUGGONDI,0,7,7,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,0,277,277,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GEESUGONDA,0,13,13,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GHANAPUR,0,25,25,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GHANPUR(stn),0,1401,1401,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,0,28,28,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,HANAMKONDA,1,396,397,1,1,2,0,4
ANDHRA PRADESH,WARANGAL,HASANPARTHY,7,6,13,7,5,1,0,13
ANDHRA PRADESH,WARANGAL,JANGAON,0,1316,1316,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,KODAKANDLA,0,1375,1375,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,0,114,114,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,LINGALA GHANPUR,0,881,881,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,MADDUR,2,1649,1651,0,0,0,0,1
ANDHRA PRADESH,WARANGAL,MANGAPET,0,722,722,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,MARIPEDA,0,487,487,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,MOGULLAPALLE,53,167,220,28,28,0,0,55
ANDHRA PRADESH,WARANGAL,MULUG,0,751,751,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,NALLABELLY,0,167,167,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,NARMETTA,0,1435,1435,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,0,404,404,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,NELLIKUDUR,0,44,44,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,PALAKURTHI,0,1348,1348,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,PARVATHAGIRI,0,508,508,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,RAGHUNATHA PALLE,0,1967,1967,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,RAIPARTHY,3,1742,1745,4,2,0,0,6
ANDHRA PRADESH,WARANGAL,REGONDA,0,16,16,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,SANGEM,0,237,237,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,TADVAI,0,251,251,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,THORRUR,0,1255,1255,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,VENKATAPUR,0,592,592,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,WARDHANNAPET,2,1201,1203,1,1,0,0,2
ANDHRA PRADESH,WARANGAL,ZAFFERGADH,1,1485,1486,0,0,0,0,1
ANDHRA PRADESH,WEST GODAVARI,ACHANTA,666,1,667,309,309,122,116,856
ANDHRA PRADESH,WEST GODAVARI,ATTILI,49,29,78,0,37,0,0,37
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,0,123,123,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,0,425,425,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,0,742,742,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,0,1428,1428,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,0,78,78,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,0,229,229,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,IRAGAVARAM,436,0,436,131,130,0,0,261
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,34,707,741,34,33,6,0,73
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,0,485,485,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,0,2427,2427,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,0,436,436,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,0,271,271,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,552,271,823,511,549,394,95,1550
ANDHRA PRADESH,WEST GODAVARI,PALACOLE,76,11,87,33,0,0,0,33
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,0,966,966,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,18,10,28,15,9,0,0,24
ANDHRA PRADESH,WEST GODAVARI,PENUGONDA,743,0,743,319,318,1,0,638
ANDHRA PRADESH,WEST GODAVARI,PENUMANTRA,136,107,243,87,86,0,527,699
ANDHRA PRADESH,WEST GODAVARI,PERAVALI,1002,0,1002,325,389,1145,0,1859
ANDHRA PRADESH,WEST GODAVARI,PODURU,131,263,394,34,132,0,0,166
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,0,526,526,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,0,262,262,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,3,3,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,TANUKU,139,127,266,54,181,120,24,379
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,0,673,673,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,UNDRAJAVARAM,836,0,836,1087,1087,0,0,2174
ANDHRA PRADESH,WEST GODAVARI,VEERAVASARAM,141,0,141,7,72,72,0,151
ANDHRA PRADESH,WEST GODAVARI,YELAMANCHILI,300,29,329,82,81,0,0,163
ASSAM,BARPETA,BAJALI,0,799,799,0,0,0,0,0
ASSAM,BARPETA,BARPETA,0,616,616,0,0,0,0,0
ASSAM,BARPETA,BHAWANIPUR,0,79,79,0,0,0,0,0
ASSAM,BARPETA,CHAK-CHAKA,1,41,42,0,0,0,0,0
ASSAM,BARPETA,CHENGA,0,612,612,0,0,0,0,0
ASSAM,BARPETA,GOBARDHANA,0,1257,1257,0,0,0,0,0
ASSAM,BARPETA,GUMAFULBARI,2,563,565,0,0,0,0,0
ASSAM,BARPETA,JALAH,5,897,902,0,0,0,0,0
ASSAM,BARPETA,MONDIA,20,2415,2435,0,0,0,0,0
ASSAM,BARPETA,PAKABETBARI,1,1360,1361,0,0,0,0,0
ASSAM,BARPETA,RUPSI -PT,0,819,819,0,0,0,0,0
ASSAM,BARPETA,SARUKHETRI,0,295,295,0,0,0,0,0
ASSAM,BONGAIGAON,BAITAMARI,0,501,501,0,0,0,0,0
ASSAM,BONGAIGAON,BOROBAZAR,0,332,332,0,0,0,0,0
ASSAM,BONGAIGAON,DANGTOLA,4,798,802,0,0,0,0,0
ASSAM,BONGAIGAON,MANIKPUR,3,1644,1647,0,0,0,0,0
ASSAM,BONGAIGAON,SIDLI- CHIRANG PT,0,390,390,0,0,0,0,0
ASSAM,BONGAIGAON,SRIJANGRAM,0,1496,1496,0,0,0,0,0
ASSAM,BONGAIGAON,TAPALARI,2,1104,1106,0,0,0,0,0
ASSAM,DARRANG,BECHIMARI,3,457,460,0,0,0,0,0
ASSAM,DARRANG,BHERGAON,0,199,199,0,0,0,0,0
ASSAM,DARRANG,DOLGAON-SIALMARI,0,628,628,0,0,0,0,0
ASSAM,DARRANG,KALAIGAON,1,1255,1256,0,0,0,0,0
ASSAM,DARRANG,KHIRABARI,0,152,152,0,0,0,0,0
ASSAM,DARRANG,MAZBAT,0,413,413,0,0,0,0,0
ASSAM,DARRANG,PACHIM-MANGALDAI,1,744,745,0,0,0,0,0
ASSAM,DARRANG,PUB-MANGALDAI,0,875,875,0,0,0,0,0
ASSAM,DARRANG,RAWTA,0,95,95,0,0,0,0,0
ASSAM,DARRANG,SIPAJHAR,7,916,923,0,0,0,0,0
ASSAM,DARRANG,UDALGURI,1,126,127,1,0,1,1,2
ASSAM,DHEMAJI,BORDOLONI,0,288,288,0,0,0,0,0
ASSAM,DHEMAJI,DHEMAJI,0,320,320,0,0,0,0,0
ASSAM,DHEMAJI,MACH KHOWA,0,82,82,0,0,0,0,0
ASSAM,DHEMAJI,MSTD BLOCK,0,31,31,0,0,0,0,0
ASSAM,DHEMAJI,SISSIBOR GAON,0,419,419,0,0,0,0,0
ASSAM,DHUBRI,AGAMONI,1,1074,1075,0,0,0,0,0
ASSAM,DHUBRI,BILASHI PARA,0,510,510,0,0,0,0,0
ASSAM,DHUBRI,BIRASHINGJARUA,0,148,148,1,0,0,0,1
ASSAM,DHUBRI,CHAPAR-SALKOCHS,0,540,540,0,0,0,0,0
ASSAM,DHUBRI,DEBITOLA,1,548,549,0,0,0,1,1
ASSAM,DHUBRI,FEKAMANI,1,456,457,0,0,0,0,0
ASSAM,DHUBRI,GAURIPUR,2,942,944,0,0,0,0,0
ASSAM,DHUBRI,GOLOKGANJ,50,912,962,0,0,0,0,0
ASSAM,DHUBRI,JAMADARHAT,1,42,43,0,0,0,0,0
ASSAM,DHUBRI,MAHAMAYA,0,1111,1111,0,0,0,0,0
ASSAM,DHUBRI,MANKACHAR,2,715,717,2,1,0,0,3
ASSAM,DHUBRI,NAYERALGA,0,734,734,0,0,0,0,0
ASSAM,DHUBRI,RUPSI PT.,12,1406,1418,0,0,0,0,0
ASSAM,DHUBRI,SOUTH SALMARA,2,615,617,0,1,1,0,2
ASSAM,DIBRUGARH,BARBARUA,18,618,636,0,0,0,0,0
ASSAM,DIBRUGARH,JOYPUR,1,676,677,0,0,0,0,0
ASSAM,DIBRUGARH,KHOWANG,1,800,801,0,0,0,0,0
ASSAM,DIBRUGARH,LAHOWAL,33,198,231,0,0,0,0,0
ASSAM,DIBRUGARH,PANITOLA,0,397,397,0,0,0,0,0
ASSAM,DIBRUGARH,TENGAKHAT,2,666,668,136,136,0,0,272
ASSAM,DIBRUGARH,TINGKHONG,0,760,760,0,0,0,0,0
ASSAM,GOALPARA,BALIJAN,0,225,225,0,0,0,0,0
ASSAM,GOALPARA,DUDHNAI,0,46,46,0,0,0,0,0
ASSAM,GOALPARA,JALESWAR,0,506,506,0,0,0,0,0
ASSAM,GOALPARA,KHARMUJA,1,975,976,0,0,0,0,0
ASSAM,GOALPARA,KRISHNAI,0,136,136,0,0,0,0,0
ASSAM,GOALPARA,KUSHDHAWA,1,108,109,0,0,0,0,0
ASSAM,GOALPARA,LAKHIPUR,0,564,564,0,0,0,0,0
ASSAM,GOALPARA,MATIA,0,342,342,0,0,0,0,0
ASSAM,GOLAGHAT,GAMARIGURI,5,829,834,13,13,12,0,38
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,1,219,220,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,230,230,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT NORTH,0,269,269,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,9,560,569,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT WEST,47,612,659,0,0,0,0,0
ASSAM,GOLAGHAT,KAKODONGA,0,230,230,1,1,0,0,2
ASSAM,GOLAGHAT,MORONGI,0,212,212,0,0,0,0,0
ASSAM,HAILAKANDI,ALGAPUR,0,2,2,0,0,0,0,0
ASSAM,JORHAT,JORHAT CENTRAL,0,75,75,0,0,0,0,0
ASSAM,JORHAT,JORHAT EAST,0,38,38,0,0,0,0,0
ASSAM,JORHAT,JORHAT NORTH WEST,0,422,422,0,0,0,0,0
ASSAM,JORHAT,KALIAPANI,0,399,399,0,0,0,0,0
ASSAM,JORHAT,MAJULI,0,657,657,0,3,0,1,5
ASSAM,JORHAT,TITABAR,0,47,47,0,0,0,0,0
ASSAM,JORHAT,UJANI MAJULI,4,306,310,1,1,0,1,2
ASSAM,KAMRUP,BEZERA,2,279,281,0,0,0,0,0
ASSAM,KAMRUP,BIHDIA -JAJIKENA,0,354,354,0,0,0,0,0
ASSAM,KAMRUP,BOKO BONGAON,0,106,106,0,0,0,0,0
ASSAM,KAMRUP,BONGAON,0,179,179,0,0,0,0,0
ASSAM,KAMRUP,CHAMARIA,15,1163,1178,0,0,0,0,0
ASSAM,KAMRUP,CHANDRAPUR,0,81,81,0,0,0,0,0
ASSAM,KAMRUP,CHAYANI BARDUAR,0,130,130,0,0,0,0,0
ASSAM,KAMRUP,CHHAYGAON,2,332,334,0,0,0,0,0
ASSAM,KAMRUP,DIMORIA,0,192,192,0,0,0,0,0
ASSAM,KAMRUP,GAROI MARI,2,432,434,0,0,0,0,0
ASSAM,KAMRUP,GORESWAR,0,283,283,0,0,0,0,0
ASSAM,KAMRUP,HAJO,6,1655,1661,0,0,0,0,0
ASSAM,KAMRUP,KAMALPUR,1,405,406,0,0,0,0,0
ASSAM,KAMRUP,RAMPUR (PALAS BARI),12,424,436,0,0,0,0,0
ASSAM,KAMRUP,RANGIA,0,378,378,0,0,0,0,0
ASSAM,KAMRUP,RANI,0,37,37,0,0,0,0,0
ASSAM,KAMRUP,SUALKUCHI,0,502,502,0,0,0,0,0
ASSAM,KARBIANGLONG,RONGKHAG,0,65,65,0,0,0,0,0
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,4,4,0,0,0,0,0
ASSAM,KOKRAJHAR,DOTOMA,107,593,700,2,1,0,1,3
ASSAM,KOKRAJHAR,GOSSAIGAON,113,288,401,0,0,0,0,0
ASSAM,KOKRAJHAR,HATIDHURA,106,32,138,0,0,0,0,0
ASSAM,KOKRAJHAR,KACHUGAON,100,16,116,7,3,0,0,9
ASSAM,KOKRAJHAR,KOKRAJHAR,0,1026,1026,0,0,0,0,0
ASSAM,KOKRAJHAR,SIDLI-CHIRANG PT,13,86,99,0,0,0,0,0
ASSAM,LAKHIMPUR,BIHPURIA,0,165,165,0,0,0,0,0
ASSAM,LAKHIMPUR,BOGINODI,0,147,147,0,0,0,0,0
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,156,156,0,0,0,0,0
ASSAM,LAKHIMPUR,GHILAMARI,0,63,63,0,0,0,0,0
ASSAM,LAKHIMPUR,KARUNABARI,33,78,111,0,0,0,0,0
ASSAM,LAKHIMPUR,LAKHIMPUR,0,97,97,0,0,0,0,0
ASSAM,LAKHIMPUR,NARAYANPUR,0,403,403,0,0,0,0,0
ASSAM,LAKHIMPUR,NOWBOICHA,2,138,140,0,0,0,0,0
ASSAM,LAKHIMPUR,TELAHI,0,54,54,0,0,0,0,0
ASSAM,MORIGAON,BHUR- BANDHA,1,481,482,0,0,0,0,0
ASSAM,MORIGAON,DULONGGHAT,0,251,251,0,0,0,0,0
ASSAM,MORIGAON,KAPILI,0,1,1,0,0,0,0,0
ASSAM,MORIGAON,LAHORIGHAT,2,2467,2469,0,0,0,0,0
ASSAM,MORIGAON,MAIRABARI,0,582,582,0,0,0,0,0
ASSAM,MORIGAON,MAYONG,339,1353,1692,0,0,0,0,0
ASSAM,NAGOAN,BAJIAGAON,164,746,910,2,0,0,0,2
ASSAM,NAGOAN,BARHAMPUR,0,55,55,0,0,0,0,0
ASSAM,NAGOAN,BATADRAWA,3,878,881,0,0,0,0,0
ASSAM,NAGOAN,BINNAKANDI,4,109,113,0,0,0,0,0
ASSAM,NAGOAN,DALONG GHAT,0,160,160,0,2,0,0,2
ASSAM,NAGOAN,DHALPUKHURI,7,739,746,0,2,0,0,2
ASSAM,NAGOAN,JOGIJAN,13,420,433,0,0,0,0,0
ASSAM,NAGOAN,JURIA,0,1277,1277,0,1,0,0,1
ASSAM,NAGOAN,KALIABOR,13,179,192,0,2,0,0,2
ASSAM,NAGOAN,KATHITOLI,1,596,597,0,0,0,0,0
ASSAM,NAGOAN,KHAGARIJAN,1,239,240,0,1,0,0,1
ASSAM,NAGOAN,LAO-KHOWA,0,425,425,5,0,0,0,5
ASSAM,NAGOAN,LIMDING DEV,1,0,1,0,0,0,0,0
ASSAM,NAGOAN,PACHIM KALIABOR,0,25,25,0,0,0,0,0
ASSAM,NAGOAN,PAKHIMORIA,1,77,78,0,0,0,0,0
ASSAM,NAGOAN,RAHA,0,128,128,0,0,0,0,0
ASSAM,NAGOAN,RUPAHI,1,386,387,0,0,0,0,0
ASSAM,NAGOAN,UDALI,0,18,18,0,4,0,0,4
ASSAM,NALBARI,BARBHAG,0,159,159,0,0,0,0,0
ASSAM,NALBARI,BARIGOG-BANBHAG,2,149,151,0,0,0,0,0
ASSAM,NALBARI,BARKHETRI,1,1642,1643,0,0,0,0,0
ASSAM,NALBARI,BASKA,6,97,103,0,0,0,0,0
ASSAM,NALBARI,DHAMDHAMA,0,32,32,0,0,0,0,0
ASSAM,NALBARI,MADHUPUR,0,74,74,0,0,0,0,0
ASSAM,NALBARI,NAGRIJULI,2,363,365,0,0,0,0,0
ASSAM,NALBARI,PACHIM NALBARI,1,344,345,0,0,0,0,0
ASSAM,NALBARI,PUB-NALBARI,0,180,180,0,0,0,0,0
ASSAM,NALBARI,TAMULPUR,0,83,83,6,0,0,0,6
ASSAM,NALBARI,TIHU,0,138,138,0,0,0,0,0
ASSAM,NALBARI,TIHU BARAMA,0,163,163,0,0,0,0,0
ASSAM,SIBSAGAR,DEMOW,1,618,619,0,0,0,0,0
ASSAM,SIBSAGAR,GOURISAGAR,6,352,358,0,0,0,0,0
ASSAM,SIBSAGAR,LAKWA,0,102,102,0,0,0,0,0
ASSAM,SIBSAGAR,NAZIRA,0,53,53,0,0,0,0,0
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,0,69,69,0,0,0,0,0
ASSAM,SIBSAGAR,SEPEKHATI,0,233,233,1,0,0,0,1
ASSAM,SIBSAGAR,SIBSAGAR,1,460,461,0,0,0,0,0
ASSAM,SIBSAGAR,SONARI,0,191,191,0,0,0,0,0
ASSAM,SONITPUR,BAGHMARA,0,141,141,0,0,0,0,0
ASSAM,SONITPUR,BALIPARA,91,403,494,0,0,0,0,0
ASSAM,SONITPUR,BEHELI,15,43,58,0,0,0,0,0
ASSAM,SONITPUR,BIHAGURI,1,176,177,0,0,0,0,0
ASSAM,SONITPUR,BISHWANATH,2,33,35,28,38,0,0,66
ASSAM,SONITPUR,BORCHALA,2,635,637,0,0,0,0,0
ASSAM,SONITPUR,CHAIDUAR,0,15,15,0,0,0,0,0
ASSAM,SONITPUR,CHATIA,9,58,67,0,0,0,0,0
ASSAM,SONITPUR,DHEKIAJULI,6,262,268,0,0,0,0,0
ASSAM,SONITPUR,GABHARU,27,452,479,0,0,0,0,0
ASSAM,SONITPUR,NADUAR,0,241,241,0,0,0,0,0
ASSAM,SONITPUR,PUB-CHAIDUAR,14,44,58,0,0,0,0,0
ASSAM,SONITPUR,RANGAPARA,0,24,24,0,0,0,0,0
ASSAM,SONITPUR,SOKAMATHA,0,26,26,2,3,0,0,5
ASSAM,TINSUKIA,GUIJAN,0,223,223,0,0,0,0,0
ASSAM,TINSUKIA,HAPJAN,4,417,421,0,0,0,0,0
ASSAM,TINSUKIA,ITAKHULI,9,226,235,0,0,0,0,0
ASSAM,TINSUKIA,KAKAPATHAR,0,706,706,0,0,0,0,0
ASSAM,TINSUKIA,MARGHERITA,0,292,292,0,0,0,0,0
ASSAM,TINSUKIA,SADIYA,3,90,93,0,0,0,0,0
ASSAM,TINSUKIA,SAIKHOWA,3,308,311,0,0,0,0,0
BIHAR,ARARIA,ARARIA,0,1005,1005,0,0,0,0,0
BIHAR,ARARIA,BHARGAMA,0,3262,3262,0,0,0,0,0
BIHAR,ARARIA,FORBESGANJ,0,1658,1658,0,0,0,0,0
BIHAR,ARARIA,JOKIHAT,0,1798,1798,0,0,0,0,0
BIHAR,ARARIA,KURSAKANTA,0,1115,1115,0,0,0,0,0
BIHAR,ARARIA,NARPATGANJ,0,1470,1470,0,0,0,0,0
BIHAR,ARARIA,PALASI,0,1493,1493,0,0,0,0,0
BIHAR,ARARIA,RANIGANJ,0,1285,1285,0,0,0,0,0
BIHAR,ARARIA,SIKTI,0,566,566,0,0,0,0,0
BIHAR,AURANGABAD,AURANGABAD,233,149,382,342,226,4,5,576
BIHAR,AURANGABAD,BARUN,554,375,929,882,401,2,9,1294
BIHAR,AURANGABAD,DAUDNAGAR,528,15,543,494,124,8,0,626
BIHAR,AURANGABAD,DEO,8,67,75,0,0,0,0,0
BIHAR,AURANGABAD,GOH,890,1062,1952,305,344,11,9,669
BIHAR,AURANGABAD,HASPURA,999,381,1380,926,853,8,29,1817
BIHAR,AURANGABAD,KUTUMBA,283,242,525,187,141,11,13,352
BIHAR,AURANGABAD,MADANPUR,55,473,528,4,2,0,0,6
BIHAR,AURANGABAD,NABINAGAR,90,75,165,82,2,1,70,155
BIHAR,AURANGABAD,OBRA,653,86,739,287,294,0,2,584
BIHAR,AURANGABAD,RAFIGANAJ,168,1203,1371,10,17,5,3,35
BIHAR,BANKA,AMARPUR,296,806,1102,0,0,0,0,0
BIHAR,BANKA,BANKA,71,261,332,11,32,0,1,44
BIHAR,BANKA,BARAHAT,227,113,340,138,72,0,2,213
BIHAR,BANKA,BELHAR,221,280,501,125,25,16,0,166
BIHAR,BANKA,BOUNSI,3,88,91,0,0,0,0,0
BIHAR,BANKA,DHORAIYA,394,734,1128,380,8,0,0,388
BIHAR,BANKA,PHULLIDUMER,2,99,101,0,0,0,0,0
BIHAR,BANKA,RAJOUN,18,894,912,0,0,0,0,0
BIHAR,BANKA,SAMBHUGANJ,196,813,1009,26,0,0,0,26
BIHAR,BEGUSARAI,BACHHAWARA,0,2037,2037,3,11,0,0,14
BIHAR,BEGUSARAI,BAKHRI,0,760,760,0,0,0,0,0
BIHAR,BEGUSARAI,BALLIA,0,1089,1089,0,0,0,0,0
BIHAR,BEGUSARAI,BARAUNI,0,1420,1420,1,2,10,1,13
BIHAR,BEGUSARAI,BEGUSARAI,0,2546,2546,0,0,0,0,0
BIHAR,BEGUSARAI,BHAGWANPUR,0,1212,1212,2,0,0,0,2
BIHAR,BEGUSARAI,BIRPUR,0,966,966,1,0,0,0,1
BIHAR,BEGUSARAI,CH.BARIYARPUR,0,1505,1505,0,0,0,0,0
BIHAR,BEGUSARAI,CHHAURAHI,0,1287,1287,0,0,0,0,0
BIHAR,BEGUSARAI,DANDARI,0,769,769,8,12,0,1,20
BIHAR,BEGUSARAI,GADHPURA,0,858,858,0,0,0,0,0
BIHAR,BEGUSARAI,KHODAWANDPUR,0,850,850,1,0,0,0,1
BIHAR,BEGUSARAI,MANSOORCHAK,0,486,486,0,0,0,0,0
BIHAR,BEGUSARAI,MATIHANI,0,1485,1485,1,0,0,0,1
BIHAR,BEGUSARAI,NAWAKOTHI,0,1122,1122,0,0,0,0,0
BIHAR,BEGUSARAI,S.KAMAL,0,1730,1730,0,14,0,0,14
BIHAR,BEGUSARAI,SAMHO AKHA KURHA,0,253,253,0,0,0,0,0
BIHAR,BEGUSARAI,TEGHRA,0,805,805,0,0,0,0,0
BIHAR,BHAGALPUR,BIHPUR,0,1294,1294,0,0,0,0,0
BIHAR,BHAGALPUR,GOPALPUR,0,728,728,0,0,0,0,0
BIHAR,BHAGALPUR,GOURADIH,84,294,378,64,63,0,0,127
BIHAR,BHAGALPUR,ISMAILPUR,0,189,189,0,0,0,0,0
BIHAR,BHAGALPUR,JAGDISHPUR,0,64,64,0,0,0,0,0
BIHAR,BHAGALPUR,KAHALGAON,0,461,461,0,0,0,0,0
BIHAR,BHAGALPUR,KHARIK,0,901,901,0,0,0,0,0
BIHAR,BHAGALPUR,NARAYANPUR,0,418,418,0,0,0,0,0
BIHAR,BHAGALPUR,NATHNAGAR,94,741,835,0,0,0,0,0
BIHAR,BHAGALPUR,NAVGACHHIA,0,1103,1103,0,0,0,0,0
BIHAR,BHAGALPUR,PIRPAINTY,72,941,1013,0,0,0,0,0
BIHAR,BHAGALPUR,RANGRA CHOWK,1,411,412,0,0,0,0,0
BIHAR,BHAGALPUR,SABOUR,1,440,441,0,21,0,0,21
