-----
{
 "description": "The table refers to Block wise Shallow Tubewells in the command of Major/ Medium Projects and Supplementary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.14.csv", 
 "title": "Download CSV for Blockwise Shallow Tubewells in the command of Major/ Medium Projects and Supplementary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of Tubewell (Nos) - Inside Command,Location of Tubewell (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
MADHYA PRADESH,DAMOH,PATHARIA,148,1904,2052,0,136,0,0,136
MADHYA PRADESH,DAMOH,TENDUKHEDA,0,64,64,0,6,0,0,6
MADHYA PRADESH,DATIA,BHANDER,0,59,59,0,0,0,0,0
MADHYA PRADESH,DATIA,DATIA,1,798,799,17,121,285,1,423
MADHYA PRADESH,DATIA,SEONDHA,3,1215,1218,0,0,0,0,0
MADHYA PRADESH,DEWAS,BAGLEE,125,1860,1985,4,14,1,0,18
MADHYA PRADESH,DEWAS,DEWAS,241,7927,8168,0,0,0,1,1
MADHYA PRADESH,DEWAS,KANNOD,12,610,622,0,0,0,0,0
MADHYA PRADESH,DEWAS,KHATEGAON,45,2356,2401,0,50,0,0,50
MADHYA PRADESH,DEWAS,SONKUCH,102,4261,4363,11,0,0,3,14
MADHYA PRADESH,DEWAS,TONKHURD,96,2033,2129,0,0,0,0,0
MADHYA PRADESH,DHAR,BADNAWER,11,8193,8204,0,0,0,0,0
MADHYA PRADESH,DHAR,BAGH,7,61,68,0,1,0,0,1
MADHYA PRADESH,DHAR,DAHI,3,73,76,0,0,0,0,0
MADHYA PRADESH,DHAR,DHAR,7,4647,4654,0,0,0,0,0
MADHYA PRADESH,DHAR,DHARAMPURI,8,37,45,0,0,0,0,0
MADHYA PRADESH,DHAR,GANDHWANI,8,40,48,0,1,0,0,1
MADHYA PRADESH,DHAR,KUKSHI,11,49,60,0,0,0,0,0
MADHYA PRADESH,DHAR,MANAWAR,2,13,15,0,0,0,0,0
MADHYA PRADESH,DHAR,NALACHHA,32,3518,3550,0,0,0,0,0
MADHYA PRADESH,DHAR,NISARPUR,3,139,142,0,0,0,0,0
MADHYA PRADESH,DHAR,SARDARPUR,18,1649,1667,0,0,0,0,0
MADHYA PRADESH,DHAR,TIRLA,12,1438,1450,0,0,0,0,0
MADHYA PRADESH,DHAR,UMARBAN,0,2,2,0,0,0,0,0
MADHYA PRADESH,DINDORI,DINDORI,0,2,2,0,0,0,0,0
MADHYA PRADESH,GUNA,ARON,130,77,207,0,268,0,0,268
MADHYA PRADESH,GUNA,ASHOKNAGAR,102,1752,1854,0,5,0,0,5
MADHYA PRADESH,GUNA,BAMORI,125,1261,1386,0,244,0,1,245
MADHYA PRADESH,GUNA,CHANCHODA,9,26,35,0,0,0,0,0
MADHYA PRADESH,GUNA,CHANDERI,13,120,133,0,0,0,0,0
MADHYA PRADESH,GUNA,EHSAGADH,259,1545,1804,0,11,0,0,11
MADHYA PRADESH,GUNA,GUNA,12,822,834,1,407,0,0,408
MADHYA PRADESH,GUNA,MUNGAWALI,14,726,740,0,0,0,0,0
MADHYA PRADESH,GUNA,RAGHOGARH,75,346,421,0,3,0,0,3
MADHYA PRADESH,GWALIOR,BHITARWAR,645,474,1119,7,137,0,0,144
MADHYA PRADESH,GWALIOR,DABRA,1025,1061,2086,1133,1164,0,0,2298
MADHYA PRADESH,GWALIOR,GHATIGAWAN,72,554,626,1,73,0,0,74
MADHYA PRADESH,GWALIOR,MORAR,236,1569,1805,0,41,0,0,41
MADHYA PRADESH,HARDA,HARDA,186,344,530,0,0,0,0,0
MADHYA PRADESH,HARDA,KHIRKIYA,79,578,657,0,0,0,0,0
MADHYA PRADESH,HARDA,TIMARNI,54,143,197,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,BABAI,139,601,740,0,11,0,0,11
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,151,1060,1211,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,23,97,120,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,KESLA,52,321,373,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,281,1248,1529,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,1,47,48,0,53,0,0,53
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,25,757,782,0,57,0,0,57
MADHYA PRADESH,INDORE,DEPAL PUR,154,9109,9263,0,3,0,0,3
MADHYA PRADESH,INDORE,INDORE,6,7445,7451,15,751,0,0,766
MADHYA PRADESH,INDORE,MHOW,22,1105,1127,0,0,0,0,0
MADHYA PRADESH,INDORE,SANWER,1,11624,11625,1,4,0,1,6
MADHYA PRADESH,JABALPUR,BARGI,0,352,352,0,0,0,0,0
MADHYA PRADESH,JABALPUR,KUNDAM,0,21,21,0,10,0,0,10
MADHYA PRADESH,JABALPUR,MAJHOLI,3,1452,1455,0,0,0,0,0
MADHYA PRADESH,JABALPUR,PANAGAR,10,2241,2251,0,0,0,3,3
MADHYA PRADESH,JABALPUR,PATAN,75,4348,4423,0,121,0,0,121
MADHYA PRADESH,JABALPUR,SHAHPURA,41,2179,2220,0,0,0,0,0
MADHYA PRADESH,JABALPUR,SIHORA,0,324,324,0,0,0,0,0
MADHYA PRADESH,JHABUA,ALIRAJPUR,0,33,33,0,0,0,0,0
MADHYA PRADESH,JHABUA,JHABUA,0,21,21,0,1,0,0,1
MADHYA PRADESH,JHABUA,JOBAT,0,3,3,0,1,0,0,1
MADHYA PRADESH,JHABUA,KATTHIWADA,2,5,7,0,0,0,0,0
MADHYA PRADESH,JHABUA,MEGHNAGAR,0,8,8,0,0,0,0,0
MADHYA PRADESH,JHABUA,PETLAWAD,0,124,124,6,5,0,0,11
MADHYA PRADESH,JHABUA,RAMA,0,5,5,0,0,0,0,0
MADHYA PRADESH,JHABUA,SONDWA,0,4,4,0,0,0,0,0
MADHYA PRADESH,JHABUA,THANDLA,0,74,74,0,0,0,0,0
MADHYA PRADESH,JHABUA,UDAIGARH,0,4,4,0,0,0,0,0
MADHYA PRADESH,KATNI,BADWARA,1,93,94,0,0,0,0,0
MADHYA PRADESH,KATNI,BAHORIBAND,2,144,146,0,2,0,0,2
MADHYA PRADESH,KATNI,DHIMAR KHERA,36,115,151,0,0,0,0,1
MADHYA PRADESH,KATNI,KATNI,9,76,85,0,0,0,0,0
MADHYA PRADESH,KATNI,RITHI,7,43,50,0,0,2,0,2
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,54,107,161,0,0,0,0,0
MADHYA PRADESH,KHANDWA,BALADI,3,49,52,0,0,0,0,0
MADHYA PRADESH,KHANDWA,BURHANPUR,32,1090,1122,0,0,0,0,0
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,129,150,279,0,0,0,0,0
MADHYA PRADESH,KHANDWA,HARSOOD,0,65,65,0,0,0,0,0
MADHYA PRADESH,KHANDWA,KHALWA,0,7,7,0,0,0,0,0
MADHYA PRADESH,KHANDWA,KHANDWA,0,17,17,0,0,0,0,0
MADHYA PRADESH,KHANDWA,PANDHANA,5,185,190,0,0,0,0,0
MADHYA PRADESH,KHANDWA,PUNASA,8,80,88,0,0,0,0,0
MADHYA PRADESH,KHARGONE,BARWAHA,2,10,12,0,0,0,0,0
MADHYA PRADESH,KHARGONE,BHAGWANPURA,0,2,2,0,0,0,0,0
MADHYA PRADESH,KHARGONE,BHIKANGAON,3,99,102,0,0,0,0,0
MADHYA PRADESH,KHARGONE,GOGAWA,3,9,12,0,0,0,0,0
MADHYA PRADESH,KHARGONE,KASRAWAD,54,800,854,0,0,0,0,0
MADHYA PRADESH,KHARGONE,KHARGONE,0,62,62,0,0,0,0,0
MADHYA PRADESH,KHARGONE,MAHESHWAR,0,45,45,0,0,0,0,0
MADHYA PRADESH,KHARGONE,ZIRNYA,0,32,32,0,0,0,0,0
MADHYA PRADESH,MANDLA,NAINPUR,0,1,1,0,0,0,0,0
MADHYA PRADESH,MANDSAUR,GAROTH,0,81,81,0,0,0,0,0
MADHYA PRADESH,MANDSAUR,MALHARGAR,11,410,421,0,0,0,0,0
MADHYA PRADESH,MANDSAUR,MANDSAUR,0,429,429,0,0,0,0,0
MADHYA PRADESH,MANDSAUR,SITAMAU,1,80,81,0,0,0,0,0
MADHYA PRADESH,MORENA,AMBAH,0,4,4,0,0,0,0,0
MADHYA PRADESH,MORENA,JOURA,0,2,2,0,0,0,0,0
MADHYA PRADESH,MORENA,MORENA,6,51,57,0,1,0,0,1
MADHYA PRADESH,MORENA,PAHARGARH,0,4,4,0,0,0,0,0
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,456,3409,3865,0,6,0,0,6
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,6,4066,4072,13,44,0,0,57
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,12,6890,6902,0,1,1,1,3
MADHYA PRADESH,NARSINGHPUR,KARELI,0,5298,5298,0,0,0,0,0
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,210,4507,4717,0,7,0,1,8
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,14,1820,1834,0,663,0,1,664
MADHYA PRADESH,NEEMUCH,JAWAD,0,134,134,0,0,0,0,0
MADHYA PRADESH,NEEMUCH,MANASA,18,93,111,0,0,0,0,0
MADHYA PRADESH,NEEMUCH,NEEMUCH,0,168,168,0,0,0,0,0
MADHYA PRADESH,PANNA,AJAYGARH,1,107,108,0,0,0,0,0
MADHYA PRADESH,PANNA,GUNOUR,203,839,1042,0,6,0,0,6
MADHYA PRADESH,PANNA,PANNA,3,387,390,0,0,0,0,0
MADHYA PRADESH,PANNA,PAWAI,496,154,650,0,0,0,0,0
MADHYA PRADESH,PANNA,SHAHNAGAR,18,43,61,0,0,0,0,0
MADHYA PRADESH,RAISEN,ABDULLA GANJ,340,2760,3100,0,0,0,0,0
MADHYA PRADESH,RAISEN,BADI,69,922,991,0,0,0,0,0
MADHYA PRADESH,RAISEN,BEGAMGANJ,0,170,170,0,0,0,0,0
MADHYA PRADESH,RAISEN,GAIRATGANJ,72,896,968,0,6,0,0,6
MADHYA PRADESH,RAISEN,SANCHI,1379,2394,3773,0,0,0,0,0
MADHYA PRADESH,RAISEN,SILVANI,63,2195,2258,0,0,0,0,0
MADHYA PRADESH,RAISEN,UDAYPURA,5,995,1000,0,0,0,0,0
MADHYA PRADESH,RAJGARH,BIAORA,31,282,313,0,0,0,0,0
MADHYA PRADESH,RAJGARH,KHILCHIPUR,0,4,4,0,0,0,0,0
MADHYA PRADESH,RAJGARH,NARSINGARH,42,2490,2532,0,0,0,0,0
MADHYA PRADESH,RAJGARH,RAJGARH,0,7,7,0,0,0,0,0
MADHYA PRADESH,RAJGARH,SARANGPUR,51,1241,1292,0,1,0,4,5
MADHYA PRADESH,RAJGARH,ZEERAPUR],0,59,59,4,0,0,0,4
MADHYA PRADESH,RATLAM,ALOT,248,663,911,0,53,0,0,53
MADHYA PRADESH,RATLAM,BAJNA,0,28,28,0,0,0,0,0
MADHYA PRADESH,RATLAM,JAORA,15,550,565,0,10,0,0,10
MADHYA PRADESH,RATLAM,PIPLODA,202,1698,1900,9,44,0,3,56
MADHYA PRADESH,RATLAM,RATLAM,612,5506,6118,49,336,0,0,385
MADHYA PRADESH,RATLAM,SAILANA,0,34,34,0,0,0,0,0
MADHYA PRADESH,REWA,GANGEO,83,866,949,0,8,0,1,9
MADHYA PRADESH,REWA,HANUMANA,0,34,34,0,0,0,0,0
MADHYA PRADESH,REWA,JAWA,0,2,2,0,0,0,0,0
MADHYA PRADESH,REWA,MAUGANJ,0,367,367,0,0,0,0,0
MADHYA PRADESH,REWA,NAIGARHI,3,254,257,0,0,0,0,0
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,220,865,1085,0,0,0,1,1
MADHYA PRADESH,REWA,REWA,114,1855,1969,0,81,0,3,84
MADHYA PRADESH,REWA,SIRMOUR,7,358,365,7,0,0,0,7
MADHYA PRADESH,REWA,TEONTHER,14,1326,1340,0,0,0,0,0
MADHYA PRADESH,SAGAR,BANDA,0,77,77,0,0,0,0,0
MADHYA PRADESH,SAGAR,BINA,172,1170,1342,0,0,0,0,0
MADHYA PRADESH,SAGAR,DEORI,0,789,789,0,0,0,0,0
MADHYA PRADESH,SAGAR,JAISINAGAR,0,54,54,0,1,0,0,1
MADHYA PRADESH,SAGAR,KESLI,0,59,59,0,0,0,0,0
MADHYA PRADESH,SAGAR,KHURAI,17,947,964,0,0,0,0,0
MADHYA PRADESH,SAGAR,MALTHONE,0,27,27,0,0,0,0,0
MADHYA PRADESH,SAGAR,RAHATGARH,0,133,133,0,0,0,0,0
MADHYA PRADESH,SAGAR,REHLI,110,1585,1695,0,0,0,0,0
MADHYA PRADESH,SAGAR,SAGAR,0,262,262,0,0,0,0,0
MADHYA PRADESH,SAGAR,SHAHGARH,0,7,7,0,0,0,0,0
MADHYA PRADESH,SATNA,AMARPATAN,2,2323,2325,0,82,0,0,82
MADHYA PRADESH,SATNA,MAIHAR,2,1086,1088,0,6,0,0,6
MADHYA PRADESH,SATNA,MAJHAGAWAN,2,102,104,0,0,0,0,0
MADHYA PRADESH,SATNA,NAGOD,10,1192,1202,0,0,0,0,0
MADHYA PRADESH,SATNA,RAMNAGER,0,177,177,0,0,0,0,0
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,2,3815,3817,0,0,0,0,0
MADHYA PRADESH,SATNA,SOHAWAL,0,2241,2241,0,0,0,0,0
MADHYA PRADESH,SATNA,UCHEHARA,0,346,346,0,0,0,0,0
MADHYA PRADESH,SEHORE,ASHTA,266,5506,5772,0,207,17,0,224
MADHYA PRADESH,SEHORE,BUDHNI,9,107,116,0,58,0,0,58
MADHYA PRADESH,SEHORE,ICHAWAR,59,525,584,0,10,0,0,10
MADHYA PRADESH,SEHORE,NASRULLAGANJ,597,102,699,0,1215,0,0,1215
MADHYA PRADESH,SEHORE,SEHORE,186,3919,4105,0,5,0,0,5
MADHYA PRADESH,SEONI,BARGHAT,0,1,1,0,0,0,0,0
MADHYA PRADESH,SEONI,CHHAPARA,0,3,3,0,0,0,0,0
MADHYA PRADESH,SEONI,GHANSOR,0,1,1,0,0,0,0,0
MADHYA PRADESH,SEONI,KURAI,2,20,22,0,0,0,0,0
MADHYA PRADESH,SEONI,LAKHNADON,6,19,25,0,0,0,0,0
MADHYA PRADESH,SEONI,SEONI,5,43,48,0,0,0,0,0
MADHYA PRADESH,SHAHDOL,BEOHARI,6,144,150,0,192,0,0,192
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,2,6,8,0,0,0,0,0
MADHYA PRADESH,SHAHDOL,JAITHARI,0,3,3,0,0,0,0,0
MADHYA PRADESH,SHAHDOL,SOHAGPUR,2,31,33,0,0,0,0,0
MADHYA PRADESH,SHAJAPUR,AGAR,137,27,164,0,0,0,0,0
MADHYA PRADESH,SHAJAPUR,BAROD,21,157,178,0,4,0,0,4
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,99,2520,2619,0,382,11,0,393
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,499,1611,2110,0,0,0,0,0
MADHYA PRADESH,SHAJAPUR,NALKHEDA,0,31,31,0,2,0,0,2
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,100,991,1091,0,0,0,0,0
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,145,3362,3507,0,10,0,0,10
MADHYA PRADESH,SHEOPUR,KARHAL,110,8,118,0,0,0,0,0
MADHYA PRADESH,SHEOPUR,SHEOPUR,2914,1526,4440,0,0,0,5,5
MADHYA PRADESH,SHEOPUR,VIJAYPUR,2,198,200,0,0,0,0,0
MADHYA PRADESH,SHIVPURI,BADARWAS,239,730,969,30,965,0,0,995
MADHYA PRADESH,SHIVPURI,KARERA,0,61,61,0,0,0,0,0
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,2,6,8,0,0,0,0,0
MADHYA PRADESH,SHIVPURI,KOLARAS,224,550,774,0,270,0,0,270
MADHYA PRADESH,SHIVPURI,NARWAR,0,1,1,0,0,0,0,0
MADHYA PRADESH,SHIVPURI,POHARI,23,421,444,0,0,0,0,0
MADHYA PRADESH,SHIVPURI,SHIVPURI,4,442,446,0,0,0,0,0
MADHYA PRADESH,SIDHI,CHITRANGI,0,3,3,0,0,0,0,0
MADHYA PRADESH,SIDHI,DEOSAR,0,16,16,0,0,0,0,0
MADHYA PRADESH,SIDHI,KUSMI,0,2,2,0,0,0,0,0
MADHYA PRADESH,SIDHI,MAJHOULI,4,32,36,0,0,0,0,0
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,26,613,639,0,0,0,0,0
MADHYA PRADESH,SIDHI,SIDHI,6,285,291,0,0,0,0,0
MADHYA PRADESH,SIDHI,SIHAWAL,17,389,406,0,0,0,1,1
MADHYA PRADESH,SIDHI,WAIDHAN,2,77,79,0,0,0,0,0
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,1,0,1,0,0,0,0,0
MADHYA PRADESH,TIKAMGARH,JATARA,62,507,569,0,0,0,0,0
MADHYA PRADESH,TIKAMGARH,NIWARI,0,1,1,0,0,0,0,0
MADHYA PRADESH,TIKAMGARH,PRITHVIPUR,0,386,386,15,15,0,0,30
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,34,49,83,0,0,0,0,0
MADHYA PRADESH,UJJAIN,BARNAGAR,418,14637,15055,0,0,0,0,0
MADHYA PRADESH,UJJAIN,GHATTIA,44,3224,3268,2,41,0,0,43
MADHYA PRADESH,UJJAIN,KHACHROD,90,5283,5373,0,125,0,0,125
MADHYA PRADESH,UJJAIN,MEHIDPUR,0,2381,2381,0,0,0,0,0
MADHYA PRADESH,UJJAIN,TARANA,33,2055,2088,0,66,0,0,66
MADHYA PRADESH,UJJAIN,UJJAIN,133,7197,7330,0,53,0,0,53
MADHYA PRADESH,UMARIA,KARKELI,2,134,136,0,0,0,0,0
MADHYA PRADESH,UMARIA,MANPUR,5,387,392,0,92,0,0,92
MADHYA PRADESH,UMARIA,PALI,3,30,33,0,0,0,0,0
MADHYA PRADESH,VIDISHA,BASODA,17,1305,1322,0,0,0,0,0
MADHYA PRADESH,VIDISHA,GYARASPUR,0,1166,1166,0,0,0,0,0
MADHYA PRADESH,VIDISHA,KURWAI,144,2299,2443,0,0,0,0,0
MADHYA PRADESH,VIDISHA,LATERI,42,403,445,0,0,0,0,0
MADHYA PRADESH,VIDISHA,NATERAN,6,928,934,0,0,0,0,0
MADHYA PRADESH,VIDISHA,SIRONJ,82,1088,1170,0,0,0,0,0
MADHYA PRADESH,VIDISHA,VIDISHA,108,2361,2469,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,AKOLA,0,81,81,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,JAMKHED,0,10,10,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,KARJAT,0,56,56,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,KOPARGAON,0,459,459,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,NAGAR,0,164,164,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,NEVASA,663,2076,2739,1,0,14,0,15
MAHARASHTRA,AHMEDNAGAR,PARNER,12,602,614,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,PATHARDI,8,160,168,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,RAHATA,504,270,774,68,84,63,5,219
MAHARASHTRA,AHMEDNAGAR,RAHURI,312,2373,2685,152,153,291,30,627
MAHARASHTRA,AHMEDNAGAR,SANGAMNER,5,1698,1703,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,SHEVGAON,1,564,565,0,0,0,0,0
MAHARASHTRA,AHMEDNAGAR,SHRIGONDA,63,26,89,0,146,66,0,211
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,973,51,1024,304,249,214,12,779
MAHARASHTRA,AKOLA,AKOLA,0,6,6,0,0,0,0,0
MAHARASHTRA,AKOLA,BALAPUR,0,181,181,0,0,0,0,0
MAHARASHTRA,AKOLA,BARSHI TAKLI,0,4,4,0,0,0,0,0
MAHARASHTRA,AKOLA,MURTIJAPUR,0,14,14,0,0,0,0,0
MAHARASHTRA,AKOLA,TELHARA,4,16,20,0,0,0,0,0
MAHARASHTRA,AMRAVATI,ACHALPUR,0,5,5,0,0,0,0,0
MAHARASHTRA,AMRAVATI,AMRAVATI,0,5,5,0,0,0,0,0
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,1,0,1,0,0,0,0,0
MAHARASHTRA,AMRAVATI,CHANDUR BAZAR,0,13,13,0,0,0,0,0
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,0,2,2,0,0,0,0,0
MAHARASHTRA,AMRAVATI,DARYAPUR,0,1,1,0,0,0,0,0
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,12,5,17,0,0,0,0,0
MAHARASHTRA,AMRAVATI,DHARNI,0,7,7,0,0,0,0,0
MAHARASHTRA,AMRAVATI,WARUD,0,86,86,0,0,0,0,0
MAHARASHTRA,AURANGABAD,AURANGABAD,0,21,21,0,0,0,0,0
MAHARASHTRA,AURANGABAD,GANAGAPUR,24,440,464,31,0,0,0,31
MAHARASHTRA,AURANGABAD,KHULDABAD,0,33,33,0,0,0,0,0
MAHARASHTRA,AURANGABAD,PAITHAN,145,663,808,0,0,0,0,0
MAHARASHTRA,AURANGABAD,SOEGAON,0,23,23,0,0,0,0,0
MAHARASHTRA,AURANGABAD,VAIJAPUR,0,95,95,0,0,0,0,0
MAHARASHTRA,BEED,BEED,0,6,6,0,0,0,0,0
MAHARASHTRA,BEED,PARLI,85,161,246,0,0,0,0,0
MAHARASHTRA,BEED,PATODA,0,136,136,0,0,0,0,0
MAHARASHTRA,BEED,SHIRUR (KASAR),3,1,4,0,0,0,0,0
MAHARASHTRA,BEED,WADWANI,4,93,97,0,0,0,0,0
MAHARASHTRA,BHANDARA,BHANDARA,10,10,20,7,1,0,0,8
MAHARASHTRA,BHANDARA,LAKHANDUR,0,11,11,0,0,0,0,0
MAHARASHTRA,BHANDARA,LAKHANI,0,4,4,0,0,0,0,0
MAHARASHTRA,BHANDARA,PAVANI,0,17,17,0,0,0,0,0
MAHARASHTRA,BHANDARA,SAKOLI,4,2,6,2,0,0,0,2
MAHARASHTRA,BULDANA,BULDANA,0,95,95,0,0,0,0,0
MAHARASHTRA,BULDANA,CHIKHLI,1,235,236,0,0,0,0,0
MAHARASHTRA,BULDANA,LONAR,0,70,70,0,0,0,0,0
MAHARASHTRA,BULDANA,MEHKAR,0,44,44,0,0,0,0,0
MAHARASHTRA,BULDANA,MOTALA,0,9,9,0,0,0,0,0
MAHARASHTRA,BULDANA,NANDURA,0,2,2,0,0,0,0,0
MAHARASHTRA,BULDANA,SANGRAMPUR,0,2,2,0,0,0,0,0
MAHARASHTRA,BULDANA,SHEGAON,0,1,1,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,BALLARPUR,1,3,4,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,0,1,1,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,0,8,8,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,CHIMUR,0,6,6,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,KORPANA,3,58,61,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,RAJURA,0,26,26,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,SAWALI,0,1,1,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,0,33,33,0,0,0,0,0
MAHARASHTRA,CHANDRAPUR,WARORA,0,1,1,0,0,0,0,0
MAHARASHTRA,DHULE,DHULE,2,216,218,0,0,0,0,0
MAHARASHTRA,DHULE,SAKRI,2,280,282,0,0,0,0,0
MAHARASHTRA,DHULE,SHIRPUR,1,135,136,0,0,0,0,0
MAHARASHTRA,DHULE,SINDKHEDA,0,41,41,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,CHAMORSHI,0,4,4,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,KURKHEDA,0,6,6,0,0,0,0,0
MAHARASHTRA,GADCHIROLI,SIRONCHA,0,132,132,0,0,0,0,0
MAHARASHTRA,GONDIYA,A / MORGAON,0,1,1,0,0,0,0,0
MAHARASHTRA,GONDIYA,AMGAON,0,26,26,0,0,0,0,0
MAHARASHTRA,GONDIYA,DEVRI,0,4,4,0,0,0,0,0
MAHARASHTRA,GONDIYA,GONDIYA,13,51,64,10,4,0,0,14
MAHARASHTRA,GONDIYA,GOREGAON,0,114,114,0,0,0,0,0
MAHARASHTRA,GONDIYA,SADAK ARJUNI,1,34,35,0,0,0,0,0
MAHARASHTRA,GONDIYA,SALEKASA,2,0,2,0,0,0,0,0
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),9,686,695,0,0,0,0,0
MAHARASHTRA,HINGOLI,BASMATH,71,474,545,0,0,0,0,0
MAHARASHTRA,HINGOLI,HINGOLI,13,1079,1092,0,0,0,0,0
MAHARASHTRA,HINGOLI,KALAMNURI,47,437,484,0,0,0,0,0
MAHARASHTRA,HINGOLI,SENGAON,0,437,437,0,0,0,0,0
MAHARASHTRA,JALGAON,AMALNER,5,103,108,0,0,0,0,0
MAHARASHTRA,JALGAON,BHUSAWAL,7,316,323,0,0,0,0,0
MAHARASHTRA,JALGAON,BODWAD,0,18,18,0,0,0,0,0
MAHARASHTRA,JALGAON,CHOPDA,0,76,76,0,0,0,0,0
MAHARASHTRA,JALGAON,DHARANGAON,2,168,170,0,0,0,0,0
MAHARASHTRA,JALGAON,ERANDOL,0,32,32,0,0,0,0,0
MAHARASHTRA,JALGAON,JALGAON,0,5,5,0,0,0,0,0
MAHARASHTRA,JALGAON,JAMNER,0,17,17,0,0,0,0,0
MAHARASHTRA,JALGAON,RAVER,0,551,551,0,0,0,0,0
MAHARASHTRA,JALGAON,YAWAL,0,20,20,0,0,0,0,0
MAHARASHTRA,JALNA,AMBAD,0,2,2,0,0,0,0,0
MAHARASHTRA,JALNA,BADNAPUR,0,2,2,0,0,0,0,0
MAHARASHTRA,JALNA,BHOKARDAN,5,0,5,0,0,0,0,0
MAHARASHTRA,JALNA,GHANSAWANGI,11,84,95,0,0,0,0,0
MAHARASHTRA,JALNA,JALNA,2,48,50,0,0,0,0,0
MAHARASHTRA,JALNA,MANTHA,0,2,2,0,0,0,0,0
MAHARASHTRA,JALNA,PARTUR,0,7,7,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,AJRA,8,62,70,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,BHUDARGAD,18,52,70,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,CHANDGAD,3,45,48,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,24,161,185,1,1,0,0,2
MAHARASHTRA,KOLHAPUR,HATKANANGALE,622,249,871,48,74,83,0,205
MAHARASHTRA,KOLHAPUR,KAGAL,60,3,63,0,1,0,0,1
MAHARASHTRA,KOLHAPUR,KARVIR,26,289,315,1,2,0,0,3
MAHARASHTRA,KOLHAPUR,PANHALA,35,18,53,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,RADHANAGARI,0,19,19,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,SHAHUWADI,7,26,33,0,0,0,0,0
MAHARASHTRA,KOLHAPUR,SHIROL,734,58,792,123,93,77,3,297
