-----
{
 "description": "The table refers to district wise distribution of shallow tubewells according to ownership . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Districtshtbwl2.2.csv", 
 "title": "Download CSV for District wise Distribution of Shallow Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Districtshtbwl2.2.csv"
}
-----
State,District,Government,Cooperative Societies,Panchayat,Group of farmers,Individual farmers,Others,Total
ASSAM,GOALPARA,30,0,0,16,335,0,381
ASSAM,GOLAGHAT,40,0,0,3,452,0,495
ASSAM,HAILAKANDI,80,0,0,0,0,0,80
ASSAM,JORHAT,392,0,0,6,1092,0,1490
ASSAM,KAMRUP,93,27,0,301,847,0,1268
ASSAM,KARBI ANGLONG,26,0,0,1,54,0,81
ASSAM,KARIMGANJ,84,0,0,0,0,0,84
ASSAM,KOKRAJHAR,0,0,0,22,736,0,758
ASSAM,LAKHIMPUR,154,0,0,0,1012,0,1166
ASSAM,MARIGAON,178,0,0,0,1217,0,1395
ASSAM,NAGAON,144,0,0,0,3113,0,3257
ASSAM,NALBARI,148,0,0,22,1247,0,1417
ASSAM,SIBSAGAR,1,0,0,1,786,0,788
ASSAM,SONITPUR,183,0,0,85,2598,1,2867
ASSAM,TINSUKIA,66,0,0,7,1339,0,1412
BIHAR,ARARIA,72,1,1,98,12903,16,13091
BIHAR,AURANGABAD,45,1,0,23,8708,0,8777
BIHAR,BANKA,3,0,0,0,5922,0,5925
BIHAR,BEGUSARAI,307,11,1,0,21144,60,21523
BIHAR,BHABUA,347,18,78,16,11164,18,11641
BIHAR,BHAGALPUR,3,0,1,9,10585,0,10598
BIHAR,BHOJPUR,61,8,6,1,14729,0,14805
BIHAR,BUXAR,26,12,17,0,12971,0,13026
BIHAR,CHAMPARAN EAST,2,0,1,6,30597,1,30607
BIHAR,CHAMPARAN WEST,42,0,0,3,21106,7,21158
BIHAR,CHATRA,0,0,0,0,142,0,142
BIHAR,DARBHANGA,40,1,3,9,11827,4,11884
BIHAR,DEOGHAR,0,0,0,0,1,0,1
BIHAR,DHANBAD,1,0,0,0,4,0,5
BIHAR,GAYA,571,6,73,49,23996,2,24697
BIHAR,GIRIDIH,9,0,0,1,358,1,369
BIHAR,GODDA,30,0,1,2,581,0,614
BIHAR,GOPALGANJ,435,194,66,8,16378,99,17180
BIHAR,HAZARIBAG,3,0,0,0,0,0,3
BIHAR,JAMUI,13,0,0,4,3135,1,3153
BIHAR,JEHANABAD,73,0,0,3,17749,0,17825
BIHAR,KATIHAR,42,105,191,5,24174,1,24518
BIHAR,KHAGARIA,2,0,0,2,10702,2,10708
BIHAR,KISHANGANJ,1,0,0,1,8945,0,8947
BIHAR,KODARMA,0,0,0,0,214,0,214
BIHAR,LAKHISARAI,0,0,0,1,4435,0,4436
BIHAR,MADHEPURA,2,0,0,4,14168,0,14174
BIHAR,MADHUBANI,36,0,0,2,14304,52,14394
BIHAR,MUNGER,1,0,0,1,3099,0,3101
BIHAR,MUZAFFARPUR,8,1,24,26,30809,28,30896
BIHAR,NALANDA,160,6,5,29,16408,1,16609
BIHAR,NAWADA,50,9,24,11,15807,0,15901
BIHAR,PAKUR,0,0,0,0,201,0,201
BIHAR,PATNA,52,8,9,20,23359,1,23449
BIHAR,PURNIA,1,0,0,23,24050,10,24084
BIHAR,RANCHI,2,0,0,0,88,0,90
BIHAR,ROHTAS,237,5,17,31,16876,143,17309
BIHAR,SAHARSA,0,0,0,3,9802,6,9811
BIHAR,SAHEBGANJ,42,0,0,1,1721,0,1764
BIHAR,SAMASTIPUR,365,56,4,63,29314,38,29840
BIHAR,SARAN,178,5,0,2,24204,2,24391
BIHAR,SHEIKHPURA,13,0,0,0,5331,2,5346
BIHAR,SHEOHAR,0,0,0,1,4455,0,4456
BIHAR,SINGHBHUM EAST,26,0,0,3,1249,0,1278
BIHAR,SINGHBHUM WEST,4,0,0,0,11,0,15
BIHAR,SITAMARHI,8,7,1,15,14870,11,14912
BIHAR,SIWAN,8,0,0,0,26869,0,26877
BIHAR,SUPAUL,1,0,0,0,13336,1,13338
BIHAR,VAISHALI,527,108,26,12,20605,158,21436
GOA,NORTH GOA,0,0,0,4,16,0,20
GOA,SOUTH GOA,0,1,0,2,5,0,8
HARYANA,AMBALA,181,13,28,5830,8684,8,14744
HARYANA,BHIWANI,1,1,15,6347,12106,2,18472
HARYANA,FARIDABAD,98,47,64,11327,14063,6,25605
HARYANA,GURGAON,21,4,209,19905,8568,33,28740
HARYANA,HISAR,10,5,189,9164,36003,1,45372
HARYANA,JIND,9,26,110,13788,15759,27,29719
HARYANA,KAITHAL,22,62,227,18716,11924,14,30965
HARYANA,KARNAL,94,75,416,29767,21913,37,52302
HARYANA,KURUKSHETRA,75,30,189,21748,13805,60,35907
HARYANA,MEHANDERGARH,97,50,185,16925,6942,31,24230
HARYANA,PANCHKULA,2,0,1,716,452,12,1183
HARYANA,PANIPAT,43,62,164,16054,10011,16,26350
HARYANA,RIWARI,44,72,226,15383,7518,15,23258
HARYANA,ROHTAK,38,69,423,28183,21623,319,50655
HARYANA,SIRSA,27,21,109,11873,12674,18,24722
HARYANA,SONIPAT,33,50,151,19859,16005,32,36130
HARYANA,YAMUNA NAGAR,70,31,105,15357,10338,39,25940
HIMACHAL PRADESH,Bilaspur,0,0,0,22,0,0,22
HIMACHAL PRADESH,Hamirpur,1,0,0,1,10,0,12
HIMACHAL PRADESH,Kangra,7,0,1,12,289,0,309
HIMACHAL PRADESH,Mandi,14,0,0,1,64,0,79
HIMACHAL PRADESH,Sirmaur,4,0,0,17,156,0,177
HIMACHAL PRADESH,Solan,25,0,0,11,49,0,85
HIMACHAL PRADESH,Una,225,1,0,2,712,0,940
JAMMU & KASHMIR,Budgam,1,0,0,0,0,0,1
JAMMU & KASHMIR,Jammu,165,179,8,181,501,34,1068
JAMMU & KASHMIR,Kathua,12,20,4,60,121,10,227
JAMMU & KASHMIR,Kupwara,4,2,3,2,0,0,11
JAMMU & KASHMIR,Srinagar,3,1,1,1,0,0,6
KARNATAKA,BANGALORE RURAL,33,3,0,139,7403,1,7579
KARNATAKA,BANGALORE URBAN,0,0,0,11,2327,0,2338
KARNATAKA,BELGAUM,0,1,0,34,5055,0,5090
KARNATAKA,BELLARY,0,0,0,4,1473,28,1505
KARNATAKA,BIDAR,3,18,0,0,279,4,304
KARNATAKA,BIJAPUR,0,0,0,0,2253,1,2254
KARNATAKA,CHIKKAMAGALORE,1,2,1,1,2936,0,2941
KARNATAKA,CHITRADURGA,8,0,2,13,9587,0,9610
KARNATAKA,DAKSHINA KANNADA,1,0,0,0,529,0,530
KARNATAKA,DHARWAR,2,0,0,33,7598,0,7633
KARNATAKA,GULBARGA,9,2,1,5,690,0,707
KARNATAKA,HASSAN,13,1,1,22,10583,3,10623
KARNATAKA,KODAGU,0,0,0,0,11,0,11
KARNATAKA,KOLAR,5,0,3,26,6855,13,6902
KARNATAKA,MANDYA,2,0,0,1,1106,2,1111
KARNATAKA,MYSORE,3,26,0,11,2665,0,2705
KARNATAKA,RAICHUR,1,0,0,4,3711,0,3716
KARNATAKA,SHIMOGA,13,0,1,227,3544,0,3785
KARNATAKA,TUMKUR,1,0,0,22,10089,1,10113
KARNATAKA,UTTARA KANNADA,0,0,1,7,131,0,139
KERALA,ALAPUZHA,0,0,0,0,481,0,481
KERALA,ERANAKULAM,24,1,0,0,103,0,128
KERALA,IDUKKI,1,0,0,0,1,0,2
KERALA,KANNUR,1,0,0,0,2,0,3
KERALA,KASARAGODE,6,0,7,2,31,4,50
KERALA,KOLLAM,0,0,0,0,67,0,67
KERALA,KOTTAYAM,1,0,0,0,13,0,14
KERALA,KOZHIKODE,0,0,0,0,1,0,1
KERALA,MALAPPURAM,2,0,0,0,182,0,184
KERALA,PALAKKAD,1,0,0,1,187,0,189
KERALA,PATHANAMTHITTA,0,0,0,0,43,1,44
KERALA,THIRUVANANTHAPURAM,7,0,0,0,186,0,193
KERALA,THRISSUR,2,1,0,1,1003,1,1008
MADHYA PRADESH,BALAGHAT,7,0,0,38,30,2,77
MADHYA PRADESH,BASTAR,0,0,0,0,33,0,33
MADHYA PRADESH,BETUL,1,0,1,19,551,0,572
MADHYA PRADESH,BHIND,13,2,4,184,262,0,465
MADHYA PRADESH,BHOPAL,0,6,0,272,2674,0,2952
MADHYA PRADESH,BILASPUR,28,1,0,2,1807,2,1840
MADHYA PRADESH,CHHATARPUR,0,0,0,0,282,0,282
MADHYA PRADESH,CHHINDWARA,4,0,0,59,523,0,586
MADHYA PRADESH,DAMOH,4,0,2,39,2665,0,2710
MADHYA PRADESH,DEWAS,3,11,3,683,5862,0,6562
MADHYA PRADESH,DHAR,3,1,0,9,14779,4,14796
MADHYA PRADESH,DURG,110,0,0,1,5418,0,5529
MADHYA PRADESH,GUNA,39,0,6,200,1688,7,1940
MADHYA PRADESH,GWALIOR,20,0,0,40,599,3,662
MADHYA PRADESH,HOSHANGABAD,10,0,1,24,2493,1,2529
MADHYA PRADESH,INDORE,9,13,68,68,17405,3,17566
MADHYA PRADESH,JABALPUR,10,2,3,12,1233,1,1261
MADHYA PRADESH,JHABUA,0,0,0,0,78,0,78
MADHYA PRADESH,KHANDWA,0,0,0,0,62,0,62
MADHYA PRADESH,KHARGONE,0,0,2,7,820,0,829
MADHYA PRADESH,MANDLA,0,0,0,0,51,0,51
MADHYA PRADESH,MANDSAUR,3,0,0,160,239,0,402
MADHYA PRADESH,MORENA,40,1,11,240,1621,0,1913
MADHYA PRADESH,NARSIMHAPUR,9,3,13,40,5609,4,5678
MADHYA PRADESH,PANNA,0,0,0,1,145,0,146
MADHYA PRADESH,RAIGARH,212,4,3,1,1507,0,1727
MADHYA PRADESH,RAIPUR,11,1,0,2,3906,0,3920
MADHYA PRADESH,RAISEN,15,0,2,177,5371,0,5565
MADHYA PRADESH,RAJGARH,0,0,0,89,1056,0,1145
MADHYA PRADESH,RAJNANDGAON,54,0,0,1,175,0,230
MADHYA PRADESH,RATLAM,1,1,0,363,3702,0,4067
MADHYA PRADESH,REWA,12,2,1,10,1142,3,1170
MADHYA PRADESH,SAGAR,3,1,1,19,1526,4,1554
MADHYA PRADESH,SATNA,11,1,1,138,2446,0,2597
MADHYA PRADESH,SEHORE,6,3,2,191,5441,1,5644
MADHYA PRADESH,SEONI,0,0,0,0,40,0,40
MADHYA PRADESH,SHAHDOL,9,0,0,0,56,0,65
MADHYA PRADESH,SHAJAPUR,9,0,0,310,2788,0,3107
MADHYA PRADESH,SHIVPURI,14,0,0,24,199,0,237
MADHYA PRADESH,SIDHI,112,0,2,3,217,0,334
MADHYA PRADESH,SURGUJA,0,0,0,0,18,0,18
MADHYA PRADESH,TIKAMGARH,1,1,7,575,312,1,897
MADHYA PRADESH,UJJAIN,21,62,3,1191,15795,20,17092
MADHYA PRADESH,VIDISHA,2,0,0,146,2422,4,2574
MANIPUR,BISHNUPUR,3,0,0,0,0,0,3
MANIPUR,CHURACHANDPUR,2,0,0,0,0,0,2
MANIPUR,IMPHAL,9,0,0,0,0,0,9
MANIPUR,SENAPATI,3,0,0,0,0,0,3
MANIPUR,THOUBAL,19,0,0,0,0,0,19
MEGHALAYA,WEST GARO HILLS,0,0,0,2,107,0,109
MEGHALAYA,WEST KHASI HILLS,1,0,0,0,0,0,1
NAGALAND,KOHIMA,0,0,0,0,6,0,6
ORISSA,ANGUL,0,0,0,0,2,0,2
ORISSA,BALASORE,3,1,0,24,6861,0,6889
ORISSA,BARAGARH,2,1,0,0,187,0,190
ORISSA,BHADRAK,9,0,0,43,1204,0,1256
ORISSA,BOLANGIR,1,0,0,0,16,0,17
ORISSA,CUTTACK,60,1,0,9,1643,0,1713
ORISSA,GAJAPATI,2,0,0,0,85,0,87
ORISSA,GANJAM,397,4,6,8,469,15,899
ORISSA,JAGATSINGHPUR,214,1,4,13,1344,0,1576
ORISSA,JAJPUR,269,1,0,5,1050,0,1325
ORISSA,JHARSUGUDA,0,0,0,0,9,0,9
ORISSA,KALAHANDI,0,0,0,0,10,0,10
ORISSA,KENDRAPARA,86,1,0,1,497,0,585
ORISSA,KEONJHAR,91,2,1,1,27,0,122
ORISSA,KHURDA,15,0,0,4,336,0,355
ORISSA,KORAPUT,1,0,0,0,1,0,2
ORISSA,MAYURBHANJ,111,0,0,4,142,0,257
ORISSA,NAYAGARH,29,1,0,0,217,0,247
ORISSA,NUAPADA,1,0,0,0,3,0,4
ORISSA,PURI,22,1,1,18,2182,0,2224
ORISSA,RAYAGADA,270,1,0,1,47,0,319
ORISSA,SAMBALPUR,0,0,0,0,2,0,2
ORISSA,SONEPUR,0,0,0,0,2,0,2
ORISSA,SUNDARGARH,0,0,0,0,3,0,3
PUNJAB,AMRITSAR,45,4,13,14,95545,8,95629
PUNJAB,BATHINDA,1,1,2,2,32206,0,32212
PUNJAB,FARIDKOT,10,0,1,26,103281,0,103318
PUNJAB,FATEHGARH SAHIB,3,1,10,3,24731,0,24748
PUNJAB,FEROZEPUR,2,0,8,0,97795,0,97805
PUNJAB,GURDASPUR,44,1,10,10,59986,3,60054
PUNJAB,HOSHIARPUR,34,1,4,10,51256,5,51310
PUNJAB,JALANDHAR,50,4,20,27,88912,8,89021
PUNJAB,KAPURTHALA,21,2,20,7,40018,2,40070
PUNJAB,LUDHIANA,44,5,86,106,104727,10,104978
PUNJAB,MANSA,139,56,26,61,33126,3,33411
PUNJAB,PATIALA,26,10,23,171,76010,8,76248
PUNJAB,ROPAR,18,1,9,101,23762,3,23894
PUNJAB,SANGRUR,101,15,79,32,111263,21,111511
RAJASTHAN,AJMER,1,0,0,0,0,0,1
RAJASTHAN,ALWAR,21,18,2,9094,8663,11,17809
RAJASTHAN,BANSWARA,0,0,1,3,9,0,13
RAJASTHAN,BARAN,20,3,2,873,1165,6,2069
RAJASTHAN,BHARATPUR,42,24,6,15178,14326,13,29589
RAJASTHAN,BHILWARA,0,0,0,7,8,0,15
RAJASTHAN,BIKANER,0,0,0,1,19,0,20
RAJASTHAN,BUNDI,0,0,0,27,65,0,92
RAJASTHAN,CHITTORGARH,0,3,0,239,181,0,423
RAJASTHAN,CHURU,0,0,0,7,81,2,90
RAJASTHAN,DAUSA,7,11,1,2143,1223,5,3390
RAJASTHAN,DHOLPUR,8,3,0,2106,1980,5,4102
RAJASTHAN,DUNGARPUR,1,2,0,6,12,0,21
RAJASTHAN,JAIPUR,0,0,0,15,8,0,23
RAJASTHAN,JAISALMER,0,0,0,7,11,0,18
RAJASTHAN,JALORE,9,0,0,32,33,0,74
RAJASTHAN,JHALAWAR,0,0,0,26,43,0,69
RAJASTHAN,JODHPUR,4,0,0,204,60,0,268
RAJASTHAN,KOTA,4,1,0,704,1207,0,1916
RAJASTHAN,NAGAUR,2,1,0,178,343,0,524
RAJASTHAN,PALI,1,0,0,108,26,1,136
RAJASTHAN,RAJSAMAND,0,0,0,2,5,0,7
RAJASTHAN,SAWAI-MADHOPUR,19,1,0,1495,882,1,2398
RAJASTHAN,SIROHI,0,0,0,1,0,0,1
RAJASTHAN,TONK,0,0,0,5,0,0,5
RAJASTHAN,UDAIPUR,0,0,0,10,16,0,26
TAMIL NADU,COIMBATORE,1,0,0,0,772,0,773
TAMIL NADU,CUDDALORE,0,1,6,40,21554,1,21602
TAMIL NADU,DHARMAPURI,0,0,0,44,33,0,77
TAMIL NADU,DINDIGUL,0,1,30,0,43,268,342
TAMIL NADU,ERODE,0,0,0,144,36,0,180
TAMIL NADU,KANCHIPURAM,6,29,0,418,3380,5,3838
TAMIL NADU,KANNIYAKUMARI,0,0,0,0,55,0,55
TAMIL NADU,KARUR,0,0,0,0,301,0,301
TAMIL NADU,MADURAI,0,0,0,0,49,0,49
TAMIL NADU,NAGAPATTINAM,1,0,0,0,2244,0,2245
TAMIL NADU,NAMAKKAL,0,0,0,0,36,0,36
TAMIL NADU,PERAMBALUR,15,0,28,1,3265,0,3309
TAMIL NADU,PUDUKOTTAI,6,0,0,0,590,0,596
TAMIL NADU,RAMNATHAPURAM,12,0,0,1,278,0,291
TAMIL NADU,SALEM,0,0,0,0,147,0,147
TAMIL NADU,SIVAGANGA,0,0,0,0,38,0,38
TAMIL NADU,THANJAVUR,29,0,1,1,18490,382,18903
TAMIL NADU,THENI,0,0,2,55,338,0,395
TAMIL NADU,TIRUNELVELI,6,0,0,11,21,0,38
TAMIL NADU,TIRUVALLUR,0,0,1,9,5160,9,5179
TAMIL NADU,TIRUVARUR,0,0,0,0,11313,0,11313
TAMIL NADU,TRICHIRAPPALLI,0,0,0,0,748,1,749
TAMIL NADU,VILLUPURAM,1,0,0,28,5836,0,5865
TRIPURA,DHALAI,3,0,0,1,54,0,58
TRIPURA,NORTH,0,0,0,0,5,0,5
TRIPURA,SOUTH,3,19,1,0,36,0,59
TRIPURA,WEST,2,0,0,0,12,0,14
UTTAR PRADESH,AGRA,0,0,0,130,35219,0,35349
UTTAR PRADESH,ALIGARH,8,1,1,416,48694,5,49125
UTTAR PRADESH,ALLAHABAD,2,0,0,3,27720,0,27725
UTTAR PRADESH,AMBEDKAR NAGAR,0,0,0,0,35631,0,35631
UTTAR PRADESH,AZAMGARH,5,0,0,4,28534,0,28543
UTTAR PRADESH,BADAUN,35,4,3,17,54061,6,54126
UTTAR PRADESH,BAHRAICH,0,0,0,0,52982,0,52982
UTTAR PRADESH,BALLIA,9,0,4,2,23485,1,23501
UTTAR PRADESH,BANDA,2,0,1,0,6159,0,6162
UTTAR PRADESH,BARABANKI,2,0,0,2,33239,0,33243
UTTAR PRADESH,BAREILLY,2,3,1,1,48607,0,48614
UTTAR PRADESH,BASTI,0,0,0,0,46251,0,46251
UTTAR PRADESH,BIJNOR,21,3,1,1063,59821,2,60911
UTTAR PRADESH,BULANDSHAHR,0,0,0,149,44886,0,45035
UTTAR PRADESH,DEHRADUN,0,4,2,4,448,0,458
UTTAR PRADESH,DEORIA,0,0,0,0,35109,1,35110
UTTAR PRADESH,ETAH,13,1,4,0,41978,1,41997
UTTAR PRADESH,ETAWAH,41,1,3,51,29637,0,29733
UTTAR PRADESH,FAIZABAD,0,0,0,0,30681,0,30681
UTTAR PRADESH,FARUKHABAD,12,1,2,1,49943,0,49959
UTTAR PRADESH,FATEHPUR,1,2,2,20,12489,0,12514
UTTAR PRADESH,FIROZABAD,0,1,0,7,20382,0,20390
UTTAR PRADESH,GHAZIABAD,0,2,1,138,31045,1,31187
UTTAR PRADESH,GHAZIPUR,58,3,4,1,20056,3,20125
UTTAR PRADESH,GONDA,0,0,0,0,51490,0,51490
UTTAR PRADESH,GORAKHPUR,0,0,0,0,46284,0,46284
UTTAR PRADESH,HAMIRPUR,1,0,0,6,7465,0,7472
UTTAR PRADESH,HARDOI,2,0,0,0,43458,0,43460
UTTAR PRADESH,HARDWAR,0,1,1,0,23328,0,23330
UTTAR PRADESH,JALAUN,1,0,0,2,5280,0,5283
UTTAR PRADESH,JAUNPUR,1,0,3,28,55992,1,56025
UTTAR PRADESH,JHANSI,1,0,4,15,1077,0,1097
UTTAR PRADESH,KANPUR DEHAT,36,0,218,1,33185,0,33440
UTTAR PRADESH,KANPUR NAGAR,0,0,0,0,7774,0,7774
UTTAR PRADESH,KHIRI,0,1,1,2,58807,0,58811
UTTAR PRADESH,KUSHI NAGAR,3,2,0,38,27805,1,27849
UTTAR PRADESH,LALITPUR,0,0,26,126,134,0,286
UTTAR PRADESH,LUCKNOW,0,1,0,0,22428,0,22429
UTTAR PRADESH,MAHOBA,1,0,0,0,172,0,173
UTTAR PRADESH,MAHRAJGANJ,2,1,1,0,30420,0,30424
UTTAR PRADESH,MAINPURI,13,0,0,150,19861,1,20025
UTTAR PRADESH,MATHURA,0,0,0,1307,37368,0,38675
UTTAR PRADESH,MAU,1,0,0,3,10696,0,10700
UTTAR PRADESH,MEERUT,13,2,0,2,53129,0,53146
UTTAR PRADESH,MIRZAPUR,6,0,5,0,2146,0,2157
UTTAR PRADESH,MORADABAD,12,3,5,0,68705,4,68729
UTTAR PRADESH,MUZAFFER NAGAR,11,9,1,1726,60907,1,62655
UTTAR PRADESH,NAINITAL,0,0,0,0,185,1,186
UTTAR PRADESH,PILIBHIT,13,0,0,0,26764,2,26779
UTTAR PRADESH,PRATAPGARH,4,0,2,2,38198,1,38207
UTTAR PRADESH,RAEBARELY,0,0,0,0,39712,0,39712
UTTAR PRADESH,RAMPUR,0,0,0,0,45813,0,45813
UTTAR PRADESH,SAHARANPUR,0,1,2,10,55400,0,55413
UTTAR PRADESH,SANT RAVIDAS NAGAR,3,1,2,0,7262,1,7269
UTTAR PRADESH,SHAHJAHANPUR,44,5,4,446,74293,3,74795
UTTAR PRADESH,SIDDHARTH NAGAR,165,39,4,1442,21035,4,22689
UTTAR PRADESH,SITAPUR,3,1,0,2,58046,2,58054
UTTAR PRADESH,SONBHADRA,0,0,0,1,1239,0,1240
UTTAR PRADESH,SULTANPUR,0,0,0,0,32576,0,32576
UTTAR PRADESH,UDHAMSINGH NAGAR,398,9,2,448,21559,24,22440
UTTAR PRADESH,UNNAO,0,0,0,0,47760,0,47760
UTTAR PRADESH,VARANASI,6,0,0,11,18550,0,18567
WEST BENGAL,BANKURA,357,21,87,2443,19126,117,22151
WEST BENGAL,BIRBHUM,41,3,48,590,18733,74,19489
WEST BENGAL,BURDWAN,338,1674,215,783,42506,142,45658
WEST BENGAL,COOCHBEHAR,777,18,278,521,20637,153,22384
WEST BENGAL,DAKSHIN DINAJPUR,536,10,326,513,11301,34,12720
WEST BENGAL,DARJEELING,306,1,15,1,2264,5,2592
WEST BENGAL,HOOGLY,282,192,228,386,19550,17,20655
WEST BENGAL,HOWRAH,11,0,0,2,1036,1,1050
WEST BENGAL,JALPAIGURI,1605,7,1458,67,3866,21,7024
WEST BENGAL,MALDA,355,42,162,273,28895,64,29791
WEST BENGAL,MIDNAPORE,648,53,480,2643,58860,49,62733
WEST BENGAL,MURSHIDABAD,650,76,225,626,73944,114,75635
WEST BENGAL,NADIA,1004,366,269,453,82958,108,85158
WEST BENGAL,NORTH 24 PARGANAS,388,100,47,325,56418,61,57339
WEST BENGAL,PURULIA,0,0,0,2,9,0,11
WEST BENGAL,SOUTH 24 PARGANAS,19,16,3,1,6143,32,6214
WEST BENGAL,UTTAR DINAJPUR,829,29,554,359,32223,40,34034
DELHI,EAST,0,0,0,0,346,0,346
DELHI,NORTH-EAST,0,0,0,0,471,0,471
DELHI,NORTH-WEST,0,0,0,0,3675,0,3675
DELHI,SOUTH-WEST,0,0,0,0,4180,0,4180
DELHI,WEST,0,0,0,0,348,0,348
PONDICHERRY,KARAIKAL,41,3,0,0,199,7,250
PONDICHERRY,PONDICHERRY,8,0,1,4,3627,5,3645
