-----
{
 "description": "The table gives Eleventh Plan Outlay by Heads of Development for Centre, States and Union Territories. It gives details of Heads of Development-Wise Outlay (amount and percentage share in total distribution) for the years 2007-12 (Eleventh Five-Year Plan), 2007-08, 2008-09, 2009-10, 2010-11 and ...", 
 "file_name": "tab210.xls", 
 "title": "Download XLS for Eleventh Plan Outlay by Heads of Development: Centre, States and Union Territories  2007-08, 2008-09 and 2009-10(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab210.xls"
}
-----
"2.10 ELEVENTH PLAN (2007-2012) OUTLAY BY HEADS OF DEVELOPMENT : CENTRE, STATES AND UNION TERRITORIES","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","",""
"","","Amount (` crore)","","","","","","","","Percentage distribution","","","","","",""
"S.No.","Head of development","Eleventh              Plan","Annual Plan","Annual Plan","Annual Plan","Annual Plan","Annual           Plan","Eleventh              Plan","","Eleventh              Plan","Annual Plan","Annual Plan","Annual Plan","Annual Plan","Annual Plan","Eleventh              Plan"
"","","(2007-12)","2007-08","2008-09","2009-10","2010-11","2011-12","(2007-12)","","(2007-12)","2007-08","2008-09","2009-10","2010-11","2011-12","(2007-12)"
"","","Projected","(Actual)","(Actual)","(Actual)","(Actual)","(RE)","Realization","","Projected","(Actual)","(Actual)","(Actual)","(Actual)","(RE)","Realization"
"","","(At 2006-07 prices)","","","","","","(At current prices)","","(At 2006-07 prices)","","","","","","(At current prices)"
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,"",10.0,11.0,12.0,13.0,14.0,15.0,16.0
"I","Agriculture & allied activities",136381.0,20083.3902,27117.09127,29497.5834,40369.9563,46036.54,163105.0,"",3.74188071615,4.22797491168,4.31690247887,4.1138302334,4.88582105386,4.46756914455,4.43589445125
"II","Rural development",301069.0,34309.0897,59080.06936,58614.59434,67007.7879,69197.2476,288209.0,"",8.26041959899,7.22278305852,9.40524539792,8.17458457679,8.10969569701,6.71517642867,7.83829253487
"III","Special area programmes",26329.0,6607.4395,6999.2528,7874.6287,10093.2061,11242.3373,42817.0,"",0.722387850034,1.39100461417,1.11424530978,1.09822168086,1.22154204225,1.09100117503,1.16447498678
"IV","Irrigation & flood control",210326.0,38275.3017,41164.2452,42853.1016,46049.3649,60992.5389,229334.0,"",5.770707089,8.05775388085,6.5531376642,5.97643483422,5.57317810486,5.91895882787,6.23709523364
"V","Energy",854123.0,84676.8615,106212.19083,148372.155,150250.6969,194758.6054,684271.0,"",23.4345428096,17.8262555503,16.9084384942,20.6924699138,18.1842658639,18.9001505352,18.6098153463
"VI","Industry & Minerals",153600.0,19501.1782,30260.44613,39041.1824,45056.2526,51793.8106,185653.0,"",4.21431781553,4.10540707305,4.81730852361,5.44481201483,5.45298553026,5.02627760721,5.04912242149
"VII","Transport",572443.0,83743.301,105064.2847,127356.3849,139541.433,157479.7195,613185.0,"",15.7060985239,17.6297214825,16.7256976992,17.7615413274,16.8881647077,15.2824590147,16.6765208859
"VIII","Communications",95380.0,8348.07,13089.89,14748.41,10335.7,11994.38,58516.0,"",2.61693771644,1.75744384636,2.08384365515,2.05686188356,1.25089014938,1.16398239303,1.59143373722
"IX","Science, Technology &Environment",87933.0,9908.9601,11860.2284,13267.1554,15948.0917,18312.7397,69297.0,"",2.4126146385,2.08604395406,1.8880878067,1.8502812334,1.93013640188,1.77714117603,1.88463981968
"X","General economic services",62523.0,10182.5323,11107.84833,11482.1071,20496.2304,36107.4328,89376.0,"",1.71544135925,2.14363664068,1.76831274097,1.60133251225,2.48058019357,3.5040090473,2.43071949036
"XI","Social services",1102327.0,153133.056,209206.31774,215954.7919,272031.2225,347250.3968,1197576.0,"",30.2445072568,32.2377204481,33.3045776428,30.1177672733,32.9228960349,33.6985611468,32.5699441056
"XII","General services",42283.0,6242.8674,6998.98443,7972.4382,9087.65643,25294.8556,55597.0,"",1.16011718876,1.31425453976,1.11420258665,1.1118625162,1.09984422044,2.45471350354,1.51204698695
"XIII","Total (I to XII)",3644718.0,475012.0476,628160.84919,717034.53294,826267.59873,1030460.6042,3676936.0,"",100.0,100.0,100.0,100.0,100.0,100.0,100.0
"","a. Central Plans",2156571.0,"na","na","na","na","","na","",59.1697629282,"na","na","na","na","na",""
"","b. State Plans & U T Plan",1488147.0,"na","na","na","na","","na","",40.8302370718,"na","na","na","na","na",""
"","","","","","","","","","","","","","","","",""
"Source : Planning Commission.","","","","","","","","","","","","","","","",""
" RE  Revised Estimates","","","","","","","","","","","","","","","",""
