-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to Social status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.4.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to Social status", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Scheduled caste,Scheduled tribe,Other social status of farmers,Total
ASSAM,NALBARI,TAMULPUR,10,51,21,82
ASSAM,NALBARI,TIHU,18,32,88,138
ASSAM,NALBARI,TIHU BARAMA,4,105,54,163
ASSAM,SIBSAGAR,DEMOW,30,50,534,614
ASSAM,SIBSAGAR,GOURISAGAR,2,14,301,317
ASSAM,SIBSAGAR,LAKWA,1,13,88,102
ASSAM,SIBSAGAR,NAZIRA,0,0,53,53
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,8,3,58,69
ASSAM,SIBSAGAR,SEPEKHATI,3,18,212,233
ASSAM,SIBSAGAR,SIBSAGAR,7,7,447,461
ASSAM,SIBSAGAR,SONARI,6,18,167,191
ASSAM,SONITPUR,BAGHMARA,2,41,97,140
ASSAM,SONITPUR,BALIPARA,51,23,420,494
ASSAM,SONITPUR,BEHELI,18,1,39,58
ASSAM,SONITPUR,BIHAGURI,18,15,144,177
ASSAM,SONITPUR,BISHWANATH,5,3,27,35
ASSAM,SONITPUR,BORCHALA,91,59,487,637
ASSAM,SONITPUR,CHAIDUAR,2,5,8,15
ASSAM,SONITPUR,CHATIA,1,3,63,67
ASSAM,SONITPUR,DHEKIAJULI,8,35,225,268
ASSAM,SONITPUR,GABHARU,8,2,458,468
ASSAM,SONITPUR,NADUAR,12,5,224,241
ASSAM,SONITPUR,PUB-CHAIDUAR,2,4,52,58
ASSAM,SONITPUR,RANGAPARA,2,16,6,24
ASSAM,SONITPUR,SOKAMATHA,0,6,20,26
ASSAM,TINSUKIA,GUIJAN,17,3,203,223
ASSAM,TINSUKIA,HAPJAN,5,5,411,421
ASSAM,TINSUKIA,ITAKHULI,4,9,222,235
ASSAM,TINSUKIA,KAKAPATHAR,16,107,570,693
ASSAM,TINSUKIA,MARGHERITA,12,14,266,292
ASSAM,TINSUKIA,SADIYA,3,9,78,90
ASSAM,TINSUKIA,SAIKHOWA,2,148,161,311
BIHAR,ARARIA,ARARIA,38,3,964,1005
BIHAR,ARARIA,BHARGAMA,344,80,2838,3262
BIHAR,ARARIA,FORBESGANJ,188,30,1440,1658
BIHAR,ARARIA,JOKIHAT,32,2,1764,1798
BIHAR,ARARIA,KURSAKANTA,27,6,1082,1115
BIHAR,ARARIA,NARPATGANJ,295,55,1120,1470
BIHAR,ARARIA,PALASI,119,51,1323,1493
BIHAR,ARARIA,RANIGANJ,194,54,1037,1285
BIHAR,ARARIA,SIKTI,43,2,521,566
BIHAR,AURANGABAD,AURANGABAD,31,1,350,382
BIHAR,AURANGABAD,BARUN,78,2,848,928
BIHAR,AURANGABAD,DAUDNAGAR,80,0,463,543
BIHAR,AURANGABAD,DEO,4,2,69,75
BIHAR,AURANGABAD,GOH,200,0,1750,1950
BIHAR,AURANGABAD,HASPURA,135,0,1244,1379
BIHAR,AURANGABAD,KUTUMBA,57,9,456,522
BIHAR,AURANGABAD,MADANPUR,68,5,455,528
BIHAR,AURANGABAD,NABINAGAR,24,5,135,164
BIHAR,AURANGABAD,OBRA,51,4,683,738
BIHAR,AURANGABAD,RAFIGANAJ,123,5,1242,1370
BIHAR,BANKA,AMARPUR,36,3,1063,1102
BIHAR,BANKA,BANKA,6,0,317,323
BIHAR,BANKA,BARAHAT,9,0,331,340
BIHAR,BANKA,BELHAR,32,30,439,501
BIHAR,BANKA,BOUNSI,2,0,89,91
BIHAR,BANKA,DHORAIYA,57,44,1027,1128
BIHAR,BANKA,PHULLIDUMER,2,1,98,101
BIHAR,BANKA,RAJOUN,57,8,847,912
BIHAR,BANKA,SAMBHUGANJ,45,1,962,1008
BIHAR,BEGUSARAI,BACHHAWARA,121,2,1832,1955
BIHAR,BEGUSARAI,BAKHRI,51,11,696,758
BIHAR,BEGUSARAI,BALLIA,49,1,1039,1089
BIHAR,BEGUSARAI,BARAUNI,149,1,1270,1420
BIHAR,BEGUSARAI,BEGUSARAI,305,1,2236,2542
BIHAR,BEGUSARAI,BHAGWANPUR,99,6,1107,1212
BIHAR,BEGUSARAI,BIRPUR,64,1,901,966
BIHAR,BEGUSARAI,CH.BARIYARPUR,108,1,1396,1505
BIHAR,BEGUSARAI,CHHAURAHI,129,0,1158,1287
BIHAR,BEGUSARAI,DANDARI,96,1,672,769
BIHAR,BEGUSARAI,GADHPURA,56,1,801,858
BIHAR,BEGUSARAI,KHODAWANDPUR,83,0,767,850
BIHAR,BEGUSARAI,MANSOORCHAK,28,1,457,486
BIHAR,BEGUSARAI,MATIHANI,29,0,1456,1485
BIHAR,BEGUSARAI,NAWAKOTHI,145,3,974,1122
BIHAR,BEGUSARAI,S.KAMAL,64,23,1642,1729
BIHAR,BEGUSARAI,SAMHO AKHA KURHA,9,0,244,253
BIHAR,BEGUSARAI,TEGHRA,30,2,772,804
BIHAR,BHAGALPUR,BIHPUR,18,2,1273,1293
BIHAR,BHAGALPUR,GOPALPUR,22,0,706,728
BIHAR,BHAGALPUR,GOURADIH,17,46,315,378
BIHAR,BHAGALPUR,ISMAILPUR,14,0,175,189
BIHAR,BHAGALPUR,JAGDISHPUR,2,0,62,64
BIHAR,BHAGALPUR,KAHALGAON,5,26,429,460
BIHAR,BHAGALPUR,KHARIK,20,2,879,901
BIHAR,BHAGALPUR,NARAYANPUR,30,24,364,418
BIHAR,BHAGALPUR,NATHNAGAR,16,1,818,835
BIHAR,BHAGALPUR,NAVGACHHIA,29,7,1061,1097
BIHAR,BHAGALPUR,PIRPAINTY,58,287,668,1013
BIHAR,BHAGALPUR,RANGRA CHOWK,17,28,367,412
BIHAR,BHAGALPUR,SABOUR,32,0,409,441
BIHAR,BHAGALPUR,SANHAULA,57,18,1015,1090
BIHAR,BHAGALPUR,SHAHKUND,57,1,1669,1727
BIHAR,BHAGALPUR,SULTANGANJ,19,0,831,850
BIHAR,BHOJPUR,AGIAON,64,2,868,934
BIHAR,BHOJPUR,ARA,82,11,1521,1614
BIHAR,BHOJPUR,BARHARA,33,5,644,682
BIHAR,BHOJPUR,BEHEA,89,4,1478,1571
BIHAR,BHOJPUR,CHARPOKHARI,71,0,699,770
BIHAR,BHOJPUR,GARHANI,28,4,643,675
BIHAR,BHOJPUR,JAGDISHPUR,163,184,2852,3199
BIHAR,BHOJPUR,KOILWAR,55,9,1307,1371
BIHAR,BHOJPUR,PIRO,178,6,2110,2294
BIHAR,BHOJPUR,SAHAR,52,7,307,366
BIHAR,BHOJPUR,SANDESH,34,2,952,988
BIHAR,BHOJPUR,SHAHPUR,63,8,1164,1235
BIHAR,BHOJPUR,TARARI,142,3,1238,1383
BIHAR,BHOJPUR,UDWANTNAGAR,110,6,1094,1210
BIHAR,BUXAR,BRAHMPUR,63,2,1611,1676
BIHAR,BUXAR,BUXAR,49,5,1395,1449
BIHAR,BUXAR,CHAKKI,10,0,185,195
BIHAR,BUXAR,CHOUGAI,14,88,607,709
BIHAR,BUXAR,CHOUSA,19,0,982,1001
BIHAR,BUXAR,DUMRAON,26,15,1140,1181
BIHAR,BUXAR,ITARHI,128,69,1953,2150
BIHAR,BUXAR,KESATH,19,0,345,364
BIHAR,BUXAR,NAWANAGAR,83,11,1080,1174
BIHAR,BUXAR,RAJPUR,152,19,2293,2464
BIHAR,BUXAR,SIMRI,24,3,1392,1419
BIHAR,DARBHANGA,ALINAGAR,11,0,342,353
BIHAR,DARBHANGA,BAHADURPUR,77,4,732,813
BIHAR,DARBHANGA,BAHERI,136,2,1614,1752
BIHAR,DARBHANGA,BENIPUR,38,0,735,773
BIHAR,DARBHANGA,BIRAUL,69,0,1200,1269
BIHAR,DARBHANGA,DARBHANGA,67,7,743,817
BIHAR,DARBHANGA,GAURA BAURAM,28,0,747,775
BIHAR,DARBHANGA,GHANSHYAMPUR,15,0,549,564
BIHAR,DARBHANGA,HANUMAN NAGAR,95,8,649,752
BIHAR,DARBHANGA,HAYAGHAT,41,28,409,478
BIHAR,DARBHANGA,JALE,91,0,644,735
BIHAR,DARBHANGA,KEOTI RUNWAY,84,8,773,865
BIHAR,DARBHANGA,KIRATPUR,15,0,207,222
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,58,0,294,352
BIHAR,DARBHANGA,KUSESHWAR ASTHAN (E),26,1,271,298
BIHAR,DARBHANGA,MANIGACHHI,33,0,487,520
BIHAR,DARBHANGA,SINGHWARA,54,1,831,886
BIHAR,DARBHANGA,TARDIH,3,0,342,345
BIHAR,EAST CHAMPARAN,ADAPUR,69,1,1358,1428
BIHAR,EAST CHAMPARAN,AREARAJ,40,2,897,939
BIHAR,EAST CHAMPARAN,BANJARIYA,35,22,941,998
BIHAR,EAST CHAMPARAN,BANKATWA,16,0,649,665
BIHAR,EAST CHAMPARAN,CHAKIYA,171,2,1722,1895
BIHAR,EAST CHAMPARAN,CHAURADANO,101,0,1216,1317
BIHAR,EAST CHAMPARAN,CHIRIYA,75,1,900,976
BIHAR,EAST CHAMPARAN,DHAKA,65,3,1184,1252
BIHAR,EAST CHAMPARAN,GHORASAHAN,117,0,874,991
BIHAR,EAST CHAMPARAN,HARSIDHI,180,2,2057,2239
BIHAR,EAST CHAMPARAN,KALYANPUR,164,2,2105,2271
BIHAR,EAST CHAMPARAN,KESARIA,67,10,921,998
BIHAR,EAST CHAMPARAN,KOTWA,100,2,540,642
BIHAR,EAST CHAMPARAN,MADHUBAN,125,4,1838,1967
BIHAR,EAST CHAMPARAN,MEHSI,145,151,1752,2048
BIHAR,EAST CHAMPARAN,MOTIHARI,119,1,1710,1830
BIHAR,EAST CHAMPARAN,PAHARPUR,208,3,1423,1634
BIHAR,EAST CHAMPARAN,PAKRIDYAL,138,0,1367,1505
BIHAR,EAST CHAMPARAN,PATAHI,97,15,1235,1347
BIHAR,EAST CHAMPARAN,PHENHARA,27,2,886,915
BIHAR,EAST CHAMPARAN,PIPRAKOTHI,51,2,724,777
BIHAR,EAST CHAMPARAN,RAMGARHWA,81,10,653,744
BIHAR,EAST CHAMPARAN,RAXAUL,78,0,632,710
BIHAR,EAST CHAMPARAN,SANGRAMPUR,34,29,755,818
BIHAR,EAST CHAMPARAN,SUGAULI,121,3,1210,1334
BIHAR,EAST CHAMPARAN,TETARIA,54,21,1052,1127
BIHAR,EAST CHAMPARAN,TURKAULIA,148,1,1386,1535
BIHAR,GAYA,AMAS,23,0,161,184
BIHAR,GAYA,ATRI,43,0,603,646
BIHAR,GAYA,BANKE BAZAR,102,5,709,816
BIHAR,GAYA,BARACHATTY,40,5,409,454
BIHAR,GAYA,BATHANI,59,14,689,762
BIHAR,GAYA,BELAGANJ,164,3,2246,2413
BIHAR,GAYA,BODHGAYA,85,0,701,786
BIHAR,GAYA,DOBHI,43,4,273,320
BIHAR,GAYA,DUMARIYA,54,0,346,400
BIHAR,GAYA,FATEHPUR,96,1,608,705
BIHAR,GAYA,GAYA NAGAR,127,0,1365,1492
BIHAR,GAYA,GURARU,139,0,971,1110
BIHAR,GAYA,GURUA,199,3,1022,1224
BIHAR,GAYA,IMAMGANJ,164,1,805,970
BIHAR,GAYA,KHIZARSARAI,178,20,2031,2229
BIHAR,GAYA,KONCH,198,12,1853,2063
BIHAR,GAYA,MANPUR,106,1,848,955
BIHAR,GAYA,MOHANPUR,44,1,281,326
BIHAR,GAYA,PARAIYA,118,2,1232,1352
BIHAR,GAYA,SHERGHATTY,43,3,492,538
BIHAR,GAYA,TANKUPPA,166,3,784,953
BIHAR,GAYA,TEKARI,209,3,2234,2446
BIHAR,GAYA,WAZIRGANJ,150,3,1336,1489
BIHAR,GOPAALGANJ,BAIKUNTHPUR,97,5,1810,1912
BIHAR,GOPAALGANJ,BARAULI,88,2,1437,1527
BIHAR,GOPAALGANJ,BHOREY,183,4,2185,2372
BIHAR,GOPAALGANJ,BIJAIPUR,185,12,1966,2163
BIHAR,GOPAALGANJ,GOPALGANJ,60,6,852,918
BIHAR,GOPAALGANJ,HATHUA,170,18,1853,2041
BIHAR,GOPAALGANJ,KATEYA,83,6,1142,1231
BIHAR,GOPAALGANJ,KUCHAIKOTE,171,19,2427,2617
BIHAR,GOPAALGANJ,MANJHA,93,0,1406,1499
BIHAR,GOPAALGANJ,PANCHDEWRI,68,11,899,978
BIHAR,GOPAALGANJ,PHULWARIYA,116,5,988,1109
BIHAR,GOPAALGANJ,SIDHWALIYA,29,0,506,535
BIHAR,GOPAALGANJ,THAWE,42,1,567,610
BIHAR,GOPAALGANJ,UCHKAGAON,90,1,1635,1726
BIHAR,JAMUI,ALIGANJ,16,0,178,194
BIHAR,JAMUI,BARHAT,0,0,20,20
BIHAR,JAMUI,CHAKAI,0,0,5,5
BIHAR,JAMUI,GHIDHOR,33,0,414,447
BIHAR,JAMUI,JAMUI,62,0,1253,1315
BIHAR,JAMUI,JHAJHA,16,0,205,221
BIHAR,JAMUI,KHAIRA,45,1,942,988
BIHAR,JAMUI,LAXMIPUR,1,0,26,27
BIHAR,JAMUI,SIKANDARA,61,6,456,523
BIHAR,JAMUI,SONO,21,0,197,218
BIHAR,JEHANABAD,ARWAL,210,0,776,986
BIHAR,JEHANABAD,GHOSHI,81,0,1522,1603
BIHAR,JEHANABAD,HULASGANJ,56,1,1007,1064
BIHAR,JEHANABAD,JEHANABAD,138,11,1966,2115
BIHAR,JEHANABAD,KAKO,243,5,2426,2674
BIHAR,JEHANABAD,KALER,109,1,514,624
BIHAR,JEHANABAD,KARPI,225,3,2284,2512
BIHAR,JEHANABAD,KURTHA,143,76,1486,1705
BIHAR,JEHANABAD,MAKHDUMPUR,132,41,2243,2416
BIHAR,JEHANABAD,MODANGANJ,69,2,1047,1118
BIHAR,JEHANABAD,RATNI,93,13,1829,1935
BIHAR,JEHANABAD,VANSHI,87,0,955,1042
BIHAR,KAIMUR (BHABUA),BHABUA,114,0,1590,1704
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,12,1,277,290
BIHAR,KAIMUR (BHABUA),CHAINPUR,39,7,548,594
BIHAR,KAIMUR (BHABUA),CHAND,22,4,476,502
BIHAR,KAIMUR (BHABUA),DURGAWATI,165,3,1349,1517
BIHAR,KAIMUR (BHABUA),KUDRA,206,2,2737,2945
BIHAR,KAIMUR (BHABUA),MOHANIA,154,21,1767,1942
BIHAR,KAIMUR (BHABUA),NUAON,93,12,1313,1418
BIHAR,KAIMUR (BHABUA),RAMGARH,71,2,1081,1154
BIHAR,KAIMUR (BHABUA),RAMPUR,53,2,542,597
BIHAR,KATIHAR,AMDABAD,11,62,999,1072
BIHAR,KATIHAR,AZAMNAGAR,114,233,5155,5502
BIHAR,KATIHAR,BALRAMPUR,71,67,2420,2558
BIHAR,KATIHAR,BARARI,61,159,2757,2977
BIHAR,KATIHAR,BARSOI,82,27,3215,3324
BIHAR,KATIHAR,DANDKHORA,48,151,1065,1264
BIHAR,KATIHAR,FALKA,46,89,1290,1425
BIHAR,KATIHAR,HASANGANJ,33,77,779,889
BIHAR,KATIHAR,KADWA,56,67,4572,4695
BIHAR,KATIHAR,KATIHAR,12,33,820,865
BIHAR,KATIHAR,KORHA,126,148,2529,2803
BIHAR,KATIHAR,KURSELA,22,10,482,514
BIHAR,KATIHAR,MANIHARI,47,284,1364,1695
BIHAR,KATIHAR,MANSAHI,19,86,728,833
BIHAR,KATIHAR,PRANPUR,47,141,2052,2240
BIHAR,KATIHAR,SAMELI,26,11,1454,1491
BIHAR,KHAGARIA,ALAULI,167,2,1814,1983
BIHAR,KHAGARIA,BELDAUR,171,4,2025,2200
BIHAR,KHAGARIA,CHAUTHAM,224,2,1476,1702
BIHAR,KHAGARIA,GOGRI,57,18,1872,1947
BIHAR,KHAGARIA,KHAGARIA,70,20,2603,2693
BIHAR,KHAGARIA,MANSI,27,0,673,700
BIHAR,KHAGARIA,PARBATTA,59,20,2776,2855
BIHAR,KISHANGANJ,BAHADURGANJ,48,4,1500,1552
BIHAR,KISHANGANJ,DIGHAL BANK,61,61,1332,1454
BIHAR,KISHANGANJ,KISHANGANJ,27,44,934,1005
BIHAR,KISHANGANJ,KOCHADHAMAN,82,21,2614,2717
BIHAR,KISHANGANJ,POTHIA,56,84,1176,1316
BIHAR,KISHANGANJ,TERHAGACHH,13,10,697,720
BIHAR,KISHANGANJ,THAKURGANJ,65,95,1508,1668
BIHAR,LAKHISARAI,BARHIYA,57,0,823,880
BIHAR,LAKHISARAI,HALSI,96,1,1487,1584
BIHAR,LAKHISARAI,LAKHISARAI,113,2,2129,2244
BIHAR,LAKHISARAI,PIPARYA,7,0,443,450
BIHAR,LAKHISARAI,RAMGHAR CHOK,45,2,901,948
BIHAR,LAKHISARAI,SURYAGARAH,39,0,990,1029
BIHAR,MADHEPURA,ALAMNAGAR,97,1,1207,1305
BIHAR,MADHEPURA,BIHARIGANJ,43,5,871,919
BIHAR,MADHEPURA,CHAUSA,227,6,1605,1838
BIHAR,MADHEPURA,GAMHARIA,42,0,765,807
BIHAR,MADHEPURA,GAWALPARA,44,44,1151,1239
BIHAR,MADHEPURA,GHAILARH,99,4,614,717
BIHAR,MADHEPURA,KUMAR KHAND,722,96,2078,2896
BIHAR,MADHEPURA,MADHEPURA,214,6,886,1106
BIHAR,MADHEPURA,MURLIGANJ,184,56,1795,2035
BIHAR,MADHEPURA,PURAINI,56,0,761,817
BIHAR,MADHEPURA,SHANKARPUR,73,0,907,980
BIHAR,MADHEPURA,SINGHESHWAR,85,0,1207,1292
BIHAR,MADHEPURA,UDAKISHUNGANJ,256,12,1439,1707
BIHAR,MADHUBANI,ANDHARATHADHI,54,1,298,353
BIHAR,MADHUBANI,BABUBARHI,52,1,617,670
BIHAR,MADHUBANI,BASOPATTI,203,0,630,833
BIHAR,MADHUBANI,BENIPATTI,89,0,595,684
BIHAR,MADHUBANI,BISFI,200,4,862,1066
BIHAR,MADHUBANI,GHOGHARDIHA,51,2,1151,1204
BIHAR,MADHUBANI,HARLAKHI,119,1,435,555
BIHAR,MADHUBANI,JAYNAGAR,64,4,435,503
BIHAR,MADHUBANI,JHANJHARPUR,74,0,552,626
BIHAR,MADHUBANI,KHAJAULI,166,66,1376,1608
BIHAR,MADHUBANI,KHUTAUNA,86,2,353,441
BIHAR,MADHUBANI,LADANIA,94,2,1094,1190
BIHAR,MADHUBANI,LAKHANAUR,115,1,286,402
BIHAR,MADHUBANI,LAUKHI,72,9,772,853
BIHAR,MADHUBANI,MADHEPUR,148,14,305,467
BIHAR,MADHUBANI,MADHWAPUR,97,0,267,364
BIHAR,MADHUBANI,PANDAUL,222,1,910,1133
BIHAR,MADHUBANI,PHULPRAS,31,11,564,606
BIHAR,MADHUBANI,RAJNAGAR,258,2,1166,1426
BIHAR,MADHUBANI,ROHIKA,105,0,235,340
BIHAR,MUNGER,ASARGANJ,14,0,359,373
BIHAR,MUNGER,BARIYARPUR,9,0,128,137
BIHAR,MUNGER,DHARAHARA,2,0,138,140
BIHAR,MUNGER,HAWALI KHAGARHPUR,24,5,425,454
BIHAR,MUNGER,JAMALPUR,2,0,181,183
BIHAR,MUNGER,SADAR MUNGER,3,0,198,201
BIHAR,MUNGER,SANGRAMPUR,39,0,515,554
BIHAR,MUNGER,TARAPUR,34,2,727,763
BIHAR,MUNGER,TATIA BAMBAR,6,1,468,475
BIHAR,MUZAFFARPUR,AURAI,59,2,1749,1810
BIHAR,MUZAFFARPUR,BANDRA,65,1,1192,1258
BIHAR,MUZAFFARPUR,BOCHAHAN,118,3,2081,2202
BIHAR,MUZAFFARPUR,GAIGHAT,112,2,2198,2312
BIHAR,MUZAFFARPUR,KANTI,150,2,2650,2802
BIHAR,MUZAFFARPUR,KATRA,96,5,1518,1619
BIHAR,MUZAFFARPUR,KURHANI,147,42,3711,3900
BIHAR,MUZAFFARPUR,MINAPUR,138,59,3192,3389
BIHAR,MUZAFFARPUR,MORAUL,50,3,888,941
BIHAR,MUZAFFARPUR,MOTIPUR,147,27,2643,2817
BIHAR,MUZAFFARPUR,MUSHAHARI,57,4,1676,1737
BIHAR,MUZAFFARPUR,PAROO,157,6,2470,2633
BIHAR,MUZAFFARPUR,SAHEBGANJ,126,4,2197,2327
BIHAR,MUZAFFARPUR,SAKRA,119,3,2110,2232
BIHAR,MUZAFFARPUR,SARAIYA,216,0,2416,2632
BIHAR,NALANDA,ASTHAWAN,111,2,1061,1174
BIHAR,NALANDA,BEN,8,1,486,495
BIHAR,NALANDA,BIHARSHARIF,47,2,807,856
BIHAR,NALANDA,BIND,8,1,799,808
BIHAR,NALANDA,CHANDI,62,2,933,997
BIHAR,NALANDA,EKANGARSARAI,50,3,1540,1593
BIHAR,NALANDA,GIRIYAK,85,2,1187,1274
BIHAR,NALANDA,HARNAUT,57,9,1519,1585
BIHAR,NALANDA,HILSA,71,2,1758,1831
BIHAR,NALANDA,ISLAMPUR,108,30,2153,2291
BIHAR,NALANDA,KARAIPARSURAI,61,1,739,801
BIHAR,NALANDA,KATRISARAI,12,3,350,365
BIHAR,NALANDA,NAGARNAUSA,92,2,1659,1753
BIHAR,NALANDA,NOORSARAI,16,0,400,416
BIHAR,NALANDA,PARWALPUR,11,1,503,515
BIHAR,NALANDA,RAHUI,27,0,608,635
BIHAR,NALANDA,RAJGIR,61,0,1213,1274
BIHAR,NALANDA,SARMERA,36,0,919,955
BIHAR,NALANDA,SILAO,54,1,832,887
BIHAR,NALANDA,THARTHARI,26,0,490,516
BIHAR,NAWADA,AKBARPUR,439,730,1543,2712
BIHAR,NAWADA,GOVINDPUR,67,5,459,531
BIHAR,NAWADA,HASUA,62,29,1625,1716
BIHAR,NAWADA,KASHICHAK,19,0,361,380
BIHAR,NAWADA,KAWAKOLE,260,245,357,862
BIHAR,NAWADA,MESKAUR,37,7,366,410
BIHAR,NAWADA,NARDIGUNJ,94,497,854,1445
BIHAR,NAWADA,NARHAT,113,533,405,1051
BIHAR,NAWADA,NAWADA,87,551,1301,1939
BIHAR,NAWADA,PAKRIBRAWAN,54,316,720,1090
BIHAR,NAWADA,RAJAULI,258,230,1196,1684
BIHAR,NAWADA,ROH,418,590,329,1337
BIHAR,NAWADA,SIRDALA,29,375,432,836
BIHAR,NAWADA,WARISALIGUNJ,27,455,985,1467
BIHAR,PATNA,ATHAMALGOLA,12,14,547,573
BIHAR,PATNA,BAKHTIARPUR,55,0,941,996
BIHAR,PATNA,BARH,77,1,722,800
BIHAR,PATNA,BELCHCHI,42,0,303,345
BIHAR,PATNA,BIHTA,35,13,2006,2054
BIHAR,PATNA,DANAPUR-CUM-KHAGAUL,5,9,749,763
BIHAR,PATNA,DANIYAWAN,23,2,568,593
BIHAR,PATNA,DHANARUA,101,25,2759,2885
BIHAR,PATNA,DULHIN BAZAR,17,2,865,884
BIHAR,PATNA,FATUHA,27,9,1433,1469
BIHAR,PATNA,GHOSWARI,85,1,611,697
BIHAR,PATNA,KHUSRUPUR,158,0,24,182
BIHAR,PATNA,MANER,15,2,986,1003
BIHAR,PATNA,MASAURHI,195,15,3116,3326
BIHAR,PATNA,MOKAMA,52,3,549,604
BIHAR,PATNA,NAUBATPUR,74,12,2024,2110
BIHAR,PATNA,PALIGANJ,46,0,682,728
BIHAR,PATNA,PANDARAK,94,0,1246,1340
BIHAR,PATNA,PATNA SADAR,36,1,505,542
BIHAR,PATNA,PHULWARI,49,0,1567,1616
BIHAR,PATNA,PUNPUN,122,4,1729,1855
BIHAR,PATNA,SAMPATCHAK,26,2,1042,1070
BIHAR,PATNA,VIKRAM,57,0,1414,1471
BIHAR,PURNIA,AMOUR,7,5,1576,1588
BIHAR,PURNIA,BAISA,37,2,1518,1557
BIHAR,PURNIA,BAISI,62,117,1551,1730
BIHAR,PURNIA,BANMANKHI,272,126,1578,1976
BIHAR,PURNIA,BARHARA KOTHI,113,139,1281,1533
BIHAR,PURNIA,BHAWANIPUR,77,33,1151,1261
BIHAR,PURNIA,DAGARUA,61,48,2269,2378
BIHAR,PURNIA,DHAMDAHA,100,179,1852,2131
BIHAR,PURNIA,JALALGARH,50,20,710,780
BIHAR,PURNIA,KASBA,85,74,978,1137
BIHAR,PURNIA,KRITYANAND NAGAR,203,134,1466,1803
BIHAR,PURNIA,PURNEA EAST,49,116,1633,1798
BIHAR,PURNIA,RUPOULI,240,40,1499,1779
BIHAR,PURNIA,SRINAGAR,72,49,865,986
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,72,2,510,584
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,61,0,910,971
BIHAR,ROHTAS(SASARAM),CHENARI,53,1,269,323
BIHAR,ROHTAS(SASARAM),DAWATH,58,1,538,597
BIHAR,ROHTAS(SASARAM),DEHRI,83,0,1890,1973
BIHAR,ROHTAS(SASARAM),DINARA,90,7,1564,1661
BIHAR,ROHTAS(SASARAM),KARAKAT,42,1,942,985
BIHAR,ROHTAS(SASARAM),KARGAHAR,175,3,3097,3275
BIHAR,ROHTAS(SASARAM),KOCHAS,152,9,2651,2812
BIHAR,ROHTAS(SASARAM),NASRIGANJ,34,2,432,468
BIHAR,ROHTAS(SASARAM),NAUHATTA,18,0,105,123
BIHAR,ROHTAS(SASARAM),NOKHA,69,0,501,570
BIHAR,ROHTAS(SASARAM),RAJPUR,32,4,381,417
BIHAR,ROHTAS(SASARAM),ROHTAS,36,1,744,781
BIHAR,ROHTAS(SASARAM),SANJHAULI,45,0,325,370
BIHAR,ROHTAS(SASARAM),SASARAM,91,1,962,1054
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,91,1,850,942
BIHAR,ROHTAS(SASARAM),SURAJPURA,20,0,484,504
BIHAR,ROHTAS(SASARAM),TILOUTTHU,207,5,2252,2464
BIHAR,SAHARSA,BANMA ITAHARI,23,0,537,560
BIHAR,SAHARSA,KAHARA,56,1,805,862
BIHAR,SAHARSA,MAHISHI,58,1,833,892
BIHAR,SAHARSA,NAUHATTA,189,8,1279,1476
BIHAR,SAHARSA,PATARGHAT,35,1,1338,1374
BIHAR,SAHARSA,SALKHUA,82,0,1030,1112
BIHAR,SAHARSA,SATTAR KATTAIYA,48,2,1012,1062
BIHAR,SAHARSA,SAUR BAZAR,44,9,2205,2258
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,44,1,760,805
BIHAR,SAHARSA,SONBARSA,49,11,1323,1383
BIHAR,SAMASTIPUR,BIBHUTIPUR,178,1,2941,3120
BIHAR,SAMASTIPUR,BITHAN,60,1,1053,1114
BIHAR,SAMASTIPUR,DALSINGHSARAI,98,6,1508,1612
BIHAR,SAMASTIPUR,HASANPUR,125,2,1418,1545
BIHAR,SAMASTIPUR,KALYANPUR,202,33,3172,3407
BIHAR,SAMASTIPUR,KHANPUR,77,12,1274,1363
BIHAR,SAMASTIPUR,MOHANPUR,21,0,393,414
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,52,0,1283,1335
BIHAR,SAMASTIPUR,MORWA,61,1,1358,1420
BIHAR,SAMASTIPUR,PATORI,36,1,697,734
BIHAR,SAMASTIPUR,PUSA,44,6,808,858
BIHAR,SAMASTIPUR,ROSERA,101,28,1028,1157
BIHAR,SAMASTIPUR,SAMASTIPUR,117,10,1423,1550
BIHAR,SAMASTIPUR,SARAIRANJAN,152,40,2174,2366
BIHAR,SAMASTIPUR,SHIVAJINAGAR,109,2,1450,1561
BIHAR,SAMASTIPUR,SINGHIA,182,2,1152,1336
BIHAR,SAMASTIPUR,TAJPUR,81,26,1464,1571
BIHAR,SAMASTIPUR,UJIYARPUR,142,1,2194,2337
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,55,7,1284,1346
