-----
{
 "description": "The table refers to District wise Culturable Command Area and Potential Created through Dugwells. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.12.csv", 
 "title": "Download CSV for Districtwise Culturable Command Area and Potential Created through Dugwells", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.12.csv"
}
-----
"State","District","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total - Irrigation potential created"
"UTTAR PRADESH","HARDOI",1612,714,989,136,118,1956
"UTTAR PRADESH","JALAUN",7752,1197,6713,45,16,7971
"UTTAR PRADESH","JAUNPUR",4553,1547,2422,366,869,5204
"UTTAR PRADESH","JHANSI",38622,9307,32972,1404,152,43835
"UTTAR PRADESH","KANNAUJ",174,30,104,0,44,177
"UTTAR PRADESH","KANPUR DEHAT",508,278,330,36,13,656
"UTTAR PRADESH","KANPUR NAGAR",316,236,238,25,0,500
"UTTAR PRADESH","KAUSHAMBI",61,26,17,16,4,63
"UTTAR PRADESH","KHERI",436,446,82,6,15,549
"UTTAR PRADESH","LALITPUR",52082,0,52082,0,0,52082
"UTTAR PRADESH","LUCKNOW",124,94,105,50,1,251
"UTTAR PRADESH","MAHARAJ GANJ",102,48,72,13,10,142
"UTTAR PRADESH","MAHOBA",29955,6417,23806,2688,384,33294
"UTTAR PRADESH","MAINPURI",6,1,4,2,1,8
"UTTAR PRADESH","MATHURA",877,580,846,27,161,1613
"UTTAR PRADESH","MAU",302,280,206,8,20,515
"UTTAR PRADESH","MEERUT",42,27,22,11,5,64
"UTTAR PRADESH","MIRZAPUR",53892,47813,34674,9572,3557,95615
"UTTAR PRADESH","MUZZAFARNAGAR",526,121,130,235,80,565
"UTTAR PRADESH","PRATAPGARH",431,231,252,134,16,633
"UTTAR PRADESH","RAEBARELI",8085,4514,5021,777,1243,11556
"UTTAR PRADESH","SANT KABIR NAGAR",605,349,413,21,24,808
"UTTAR PRADESH","SANT RAVI DAS NAGAR",458,147,260,55,20,482
"UTTAR PRADESH","SHRAWASTI",185,127,128,4,34,292
"UTTAR PRADESH","SIDDHARTH NAGAR",2000,719,1227,179,99,2224
"UTTAR PRADESH","SONBHADRA",20422,20205,12745,4056,1169,38175
"UTTAR PRADESH","SULTANPUR",1298,1299,56,19,0,1373
"UTTAR PRADESH","UNNAO",855,207,683,3,14,907
"UTTAR PRADESH","VARANASI",1883,719,868,356,168,2111
"UTTARANCHAL","DEHRA DUN",74,37,41,1,5,85
"UTTARANCHAL","HARIDWAR",1061,582,484,308,73,1447
"UTTARANCHAL","NAINITAL",48,15,34,0,0,49
"UTTARANCHAL","PAURI",0,0,0,0,0,0
"UTTARANCHAL","UDHAM SINGH NAGAR",6448,3842,3805,2470,239,10355
"WEST BENGAL","BANKURA",3196,2316,1909,31,130,4386
"WEST BENGAL","BIRBHUM",596,516,310,9,247,1082
"WEST BENGAL","BURDWAN",56,53,34,5,12,104
"WEST BENGAL","COOCHBEHAR",2283,2091,1839,1,844,4776
"WEST BENGAL","DAKSHIN DINAJPUR",41,40,38,0,15,94
"WEST BENGAL","DARJEELING",1012,1012,886,0,127,2024
"WEST BENGAL","HOOGHLY",82,72,63,0,13,148
"WEST BENGAL","JALPAIGURI",8867,6934,4641,1291,517,13383
"WEST BENGAL","MALDA",2,2,0,0,0,2
"WEST BENGAL","MIDNAPORE",6814,4040,4714,39,487,9280
"WEST BENGAL","MURSHIDABAD",10,4,2,0,4,10
"WEST BENGAL","NADIA",2,2,2,0,1,4
"WEST BENGAL","PURULIA",4999,4463,3797,150,1705,10115
"WEST BENGAL","UTTAR DINAJPUR",2,2,1,0,0,3
