-----
{
 "description": "The table refers to Block wise Distribution of Dugwells by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells by Status", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
KARNATAKA,Dakshina Kannada,PUTTUR,9452,83,1,58,0,8,150,9602
KARNATAKA,Dakshina Kannada,SULLIA,5188,13,1,0,0,0,14,5202
KARNATAKA,Davanagere,CHANNAGIRI,285,3,0,0,0,0,3,288
KARNATAKA,Davanagere,DAVANGERE,49,1,0,11,0,0,12,61
KARNATAKA,Davanagere,HARIHAR,130,5,0,0,0,0,5,135
KARNATAKA,Davanagere,HARPANAHALLI,61,2,0,5,0,3,10,71
KARNATAKA,Davanagere,HONNALI,174,4,0,0,0,0,4,178
KARNATAKA,Davanagere,JAGALUR,48,6,0,0,0,0,6,54
KARNATAKA,Dharwar,DHARWAD,244,6,0,8,1,0,15,259
KARNATAKA,Dharwar,HUBLI,107,1,0,5,3,2,11,118
KARNATAKA,Dharwar,KALGHATGI,1,0,0,33,0,3,36,37
KARNATAKA,Dharwar,KUNDGOL,2,0,0,0,0,0,0,2
KARNATAKA,Dharwar,NAVALGUND,42,5,0,0,0,0,5,47
KARNATAKA,Gadag,GADAG,810,8,0,3,5,0,16,826
KARNATAKA,Gadag,MUNDARGI,357,1,2,38,0,0,41,398
KARNATAKA,Gadag,NARGUND,32,3,1,0,0,0,4,36
KARNATAKA,Gadag,RON,224,18,0,9,2,0,29,253
KARNATAKA,Gadag,SHIRHATTI,669,3,2,11,0,3,19,688
KARNATAKA,Gulbarga,AFZALPUR,2467,19,0,21,0,4,44,2511
KARNATAKA,Gulbarga,ALAND,6597,29,11,13,1,1,55,6652
KARNATAKA,Gulbarga,CHINCHOLI,889,0,0,1,0,0,1,890
KARNATAKA,Gulbarga,CHITAPUR,338,6,0,6,0,0,12,350
KARNATAKA,Gulbarga,GULBARGA,2559,502,14,90,11,2,619,3178
KARNATAKA,Gulbarga,JEVARGI,1134,82,84,10,31,6,213,1347
KARNATAKA,Gulbarga,SEDAM,677,8,14,15,6,15,58,735
KARNATAKA,Gulbarga,SHAHAPUR,799,32,6,89,3,9,139,938
KARNATAKA,Gulbarga,SHORAPUR,683,37,13,72,53,21,196,879
KARNATAKA,Gulbarga,YADGIR,1546,23,0,19,0,0,42,1588
KARNATAKA,Hassan,ALUR,155,2,0,0,0,1,3,158
KARNATAKA,Hassan,ARASIKERE,121,5,1,24,1,3,34,155
KARNATAKA,Hassan,ARKALGUD,463,12,2,0,0,22,36,499
KARNATAKA,Hassan,BELUR,45,0,0,0,0,0,0,45
KARNATAKA,Hassan,CHANNARAYAPATNA,7,0,0,0,0,0,0,7
KARNATAKA,Hassan,HASSAN,141,8,0,1,5,2,16,157
KARNATAKA,Hassan,HOLENARSIPUR,115,0,0,0,0,0,0,115
KARNATAKA,Hassan,SAKALESHPURA,622,1,0,0,0,0,1,623
KARNATAKA,Haveri,BYADGI,1,0,0,0,0,1,1,2
KARNATAKA,Haveri,HANGAL,3,2,0,0,0,0,2,5
KARNATAKA,Haveri,HAVERI,3,0,0,4,0,0,4,7
KARNATAKA,Haveri,HIREKERUR,21,0,12,22,5,1,40,61
KARNATAKA,Haveri,RANIBENNUR,53,5,0,0,1,0,6,59
KARNATAKA,Haveri,SAVANUR,0,0,0,3,0,0,3,3
KARNATAKA,Haveri,SHIGGAON,90,4,5,27,0,0,36,126
KARNATAKA,Kodagu,MADIKERI,66,0,0,0,0,0,0,66
KARNATAKA,Kodagu,SOMVARPET,49,0,0,0,0,0,0,49
KARNATAKA,Kodagu,VIRAJPET,3,0,0,0,0,4,4,7
KARNATAKA,Kolar,BAGEPALLI,1374,11,3,34,1,0,49,1423
KARNATAKA,Kolar,BANGARAPET,1786,70,1,111,6,0,188,1974
KARNATAKA,Kolar,CHIKBALLAPUR,1570,23,0,96,3,0,122,1692
KARNATAKA,Kolar,CHINTAMANI,25,0,0,0,0,0,0,25
KARNATAKA,Kolar,GOWRIBIDANUR,1432,54,1,23,0,20,98,1530
KARNATAKA,Kolar,GUDIBANDA,289,0,4,5,0,0,9,298
KARNATAKA,Kolar,KOLAR,150,11,1,69,0,0,81,231
KARNATAKA,Kolar,MALUR,314,90,1,25,5,42,163,477
KARNATAKA,Kolar,MULBAGAL,3057,7,1,3,3,0,14,3071
KARNATAKA,Kolar,SIDLAGHATTA,135,9,0,20,0,19,48,183
KARNATAKA,Kolar,SRINIVASPUR,273,12,0,5,2,0,19,292
KARNATAKA,Koppal,GANGAVATHI,130,1,3,0,0,0,4,134
KARNATAKA,Koppal,KOPPAL,234,3,0,81,68,15,167,401
KARNATAKA,Koppal,KUSHTAGI,775,34,2,200,2,7,245,1020
KARNATAKA,Koppal,YELBARGA,548,15,4,2,4,0,25,573
KARNATAKA,Mandya,KRISHNARAJPET,1312,19,0,0,0,3,22,1334
KARNATAKA,Mandya,MADDUR,1205,12,2,11,2,0,27,1232
KARNATAKA,Mandya,MALAVALLI,1477,12,2,11,15,0,40,1517
KARNATAKA,Mandya,MANDYA,1892,13,1,2,0,0,16,1908
KARNATAKA,Mandya,NAGAMANGALA,977,12,0,7,1,0,20,997
KARNATAKA,Mandya,PANDAVAPURA,816,16,0,5,0,8,29,845
KARNATAKA,Mandya,SRIRANGAPATTANA,655,11,2,0,0,0,13,668
KARNATAKA,Mysore,HEGGADADEVANKOTE,261,10,3,5,3,0,21,282
KARNATAKA,Mysore,HUNSUR,853,1,0,2,0,0,3,856
KARNATAKA,Mysore,KRISHNARAJANAGARA,621,11,0,0,0,0,11,632
KARNATAKA,Mysore,MYSORE,222,2,1,2,0,4,9,231
KARNATAKA,Mysore,NANJANGUD,604,8,9,0,0,0,17,621
KARNATAKA,Mysore,PERIYAPATNA,187,8,2,2,1,0,13,200
KARNATAKA,Mysore,T.NARASIPURA,1753,13,0,0,0,0,13,1766
KARNATAKA,Raichur,DEODURGA,2153,12,4,0,0,2,18,2171
KARNATAKA,Raichur,LINGASUGUR,2986,33,1,42,3,1,80,3066
KARNATAKA,Raichur,MANVI,921,2,0,0,0,0,2,923
KARNATAKA,Raichur,RAICHUR,3673,21,1,5,0,3,30,3703
KARNATAKA,Raichur,SINDHANUR,22,87,0,0,0,0,87,109
KARNATAKA,Shimoga,BHADRAVATHI,849,7,0,1,1,7,16,865
KARNATAKA,Shimoga,HOSANAGARA,1071,26,3,9,0,0,38,1109
KARNATAKA,Shimoga,SAGAR,2428,51,14,4,17,1,87,2515
KARNATAKA,Shimoga,SHIKARIPURA,47,1,0,0,0,0,1,48
KARNATAKA,Shimoga,SHIMOGA,405,7,2,0,7,0,16,421
KARNATAKA,Shimoga,SORAB,635,20,1,0,0,0,21,656
KARNATAKA,Shimoga,THIRTHAHALLI,1803,80,8,2,0,0,90,1893
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,398,10,4,7,1,10,32,430
KARNATAKA,Tumkur,GUBBI,880,18,2,177,1,0,198,1078
KARNATAKA,Tumkur,KORATAGERE,1789,6,1,70,0,0,77,1866
KARNATAKA,Tumkur,KUNIGAL,899,19,0,158,0,2,179,1078
KARNATAKA,Tumkur,MADHUGIRI,3069,18,0,25,1,24,68,3137
KARNATAKA,Tumkur,PAVAGADA,2008,20,1,131,15,0,167,2175
KARNATAKA,Tumkur,SIRA,2831,4,1,65,19,1,90,2921
KARNATAKA,Tumkur,TIPTUR,276,22,0,39,0,4,65,341
KARNATAKA,Tumkur,TUMKUR,1046,10,0,194,6,17,227,1273
KARNATAKA,Tumkur,TURUVEKERE,389,1,0,53,6,16,76,465
KARNATAKA,Udupi,KARKAL,4738,14,0,0,0,0,14,4752
KARNATAKA,Udupi,KUNDAPURA,8467,55,2,1,1,1,60,8527
KARNATAKA,Udupi,UDUPI,15303,27,0,0,3,0,30,15333
KARNATAKA,Uttara Kannada,ANKOLA,1921,3,0,0,0,0,3,1924
KARNATAKA,Uttara Kannada,BHATKAL,1149,3,0,0,0,1,4,1153
KARNATAKA,Uttara Kannada,HALIYAL,2,0,0,0,0,0,0,2
KARNATAKA,Uttara Kannada,HONAVAR,4440,32,0,0,0,0,32,4472
KARNATAKA,Uttara Kannada,KARWAR,2639,0,0,0,0,0,0,2639
KARNATAKA,Uttara Kannada,KUMTA,3752,22,2,0,1,1,26,3778
KARNATAKA,Uttara Kannada,MUNDGOD,41,10,0,0,0,0,10,51
KARNATAKA,Uttara Kannada,SIDDAPUR,1040,14,0,0,0,0,14,1054
KARNATAKA,Uttara Kannada,SIRSI,2592,24,0,3,0,11,38,2630
KARNATAKA,Uttara Kannada,SUPA,12,0,0,0,0,0,0,12
KARNATAKA,Uttara Kannada,YELLAPUR,1067,2,0,1,1,0,4,1071
KERALA,ALAPPUZHA,ALAPPUZHA,30,0,0,0,0,0,0,30
KERALA,ALAPPUZHA,AMBALAPUZHA,35,0,0,0,0,0,0,35
KERALA,ALAPPUZHA,ARYAD,139,0,0,0,0,0,0,139
KERALA,ALAPPUZHA,BHARANICAVU,1081,0,0,1,0,0,1,1082
KERALA,ALAPPUZHA,CHEMBAKULAM,55,0,0,0,0,0,0,55
KERALA,ALAPPUZHA,CHENGANNUR,1455,7,1,0,0,0,8,1463
KERALA,ALAPPUZHA,CHENGANNUR-999,90,0,0,0,0,0,0,90
KERALA,ALAPPUZHA,CHERTHALA,18,0,0,0,0,0,0,18
KERALA,ALAPPUZHA,HARIPAD,483,0,6,1,0,0,7,490
KERALA,ALAPPUZHA,KANJIKUZHY,167,15,0,0,0,0,15,182
KERALA,ALAPPUZHA,KAYAMKULAM,60,0,0,0,0,0,0,60
KERALA,ALAPPUZHA,MAVELIKARA,454,0,0,0,0,0,0,454
KERALA,ALAPPUZHA,MAVELIKKARA,18,0,0,0,0,0,0,18
KERALA,ALAPPUZHA,MUTHUKULAMD,225,0,0,0,0,0,0,225
KERALA,ALAPPUZHA,PATTANAKKAD,170,0,0,0,0,0,0,170
KERALA,ALAPPUZHA,THYCATTUSSERY,177,0,0,0,0,0,0,177
KERALA,ALAPPUZHA,VELIYANADU,23,0,0,0,0,0,0,23
KERALA,ERANAKULAM,ALANGAD,833,0,0,0,0,0,0,833
KERALA,ERANAKULAM,ALUVA,69,0,0,0,0,0,0,69
KERALA,ERANAKULAM,ANGALAMALY,2826,16,9,0,0,0,25,2851
KERALA,ERANAKULAM,ANGAMALY,258,0,0,0,0,0,0,258
KERALA,ERANAKULAM,EDAPPALY,151,0,1,1,0,0,2,153
KERALA,ERANAKULAM,KALAMASSERY,83,0,0,0,0,0,0,83
KERALA,ERANAKULAM,KOCHI CORPORATION,143,0,0,0,0,0,0,143
KERALA,ERANAKULAM,KOOVAPPADY,919,17,0,0,0,0,17,936
KERALA,ERANAKULAM,KOTHAMANGALAM,1252,1,3,0,0,0,4,1256
KERALA,ERANAKULAM,KOTHAMANGALAM-999,254,0,0,0,0,0,0,254
KERALA,ERANAKULAM,MOOVATTUPUZHA,1031,19,4,0,0,0,23,1054
KERALA,ERANAKULAM,MULANTHURUTHY,801,0,1,0,0,0,1,802
KERALA,ERANAKULAM,MUVATTUPUZHA,114,0,0,0,0,0,0,114
KERALA,ERANAKULAM,NORTH PARUR,416,0,1,1,0,0,2,418
KERALA,ERANAKULAM,PALLURUTHY,33,0,0,0,0,0,0,33
KERALA,ERANAKULAM,PAMPAKUDA,1758,0,0,1,3,0,4,1762
KERALA,ERANAKULAM,PARAKADAVU,916,0,1,0,0,0,1,917
KERALA,ERANAKULAM,PARAVOOR,1418,54,88,0,0,0,142,1560
KERALA,ERANAKULAM,PERUMBAVOOR,58,0,0,0,0,0,0,58
KERALA,ERANAKULAM,THIPPUNITHURA,331,23,20,0,0,0,43,374
KERALA,ERANAKULAM,VADAVUKODE,1263,0,0,6,0,0,6,1269
KERALA,ERANAKULAM,VAZHAKULAM,1984,0,32,0,0,0,32,2016
KERALA,ERANAKULAM,VYPEEN,286,0,0,1,0,0,1,287
KERALA,ERANAKULAM,VYTILLA,102,0,0,0,0,0,0,102
KERALA,IDDUKKI,ADIMALI,922,0,0,0,0,0,0,922
KERALA,IDDUKKI,AZHUTHA,579,19,0,0,0,0,19,598
KERALA,IDDUKKI,DEVIKULAM,335,8,32,0,0,0,40,375
KERALA,IDDUKKI,ELAMDESAM,834,2,1,0,0,0,3,837
KERALA,IDDUKKI,IDUKKI,320,27,0,0,0,0,27,347
KERALA,IDDUKKI,KATTAPPANA,810,2,0,0,0,0,2,812
KERALA,IDDUKKI,NEDUMKANDAM,867,1,1,0,0,0,2,869
KERALA,IDDUKKI,THODUPUZHA,936,2,0,0,0,0,2,938
KERALA,IDDUKKI,THODUPUZHA MUNICIP,73,0,0,0,0,0,0,73
KERALA,KANNUR,EDAKKAD,1761,1,1,0,0,0,2,1763
KERALA,KANNUR,IRIKKUR,1373,32,1,0,0,0,33,1406
KERALA,KANNUR,IRITTY,778,0,0,0,0,0,0,778
KERALA,KANNUR,KANNUR,616,0,1,0,0,0,1,617
KERALA,KANNUR,KANNUR MUNI,30,0,0,0,0,0,0,30
KERALA,KANNUR,KOOTHUPARAMBA,150,0,0,0,0,0,0,150
KERALA,KANNUR,KUTHUPARAMBA,1223,0,0,0,0,1,1,1224
KERALA,KANNUR,MATTANNUR,150,0,0,0,0,0,0,150
KERALA,KANNUR,PAYYANNUR,3138,109,22,30,10,0,171,3309
KERALA,KANNUR,PAYYANNUR-999,514,2,1,0,1,1,5,519
KERALA,KANNUR,PERAVOOR,1976,1,0,0,0,0,1,1977
KERALA,KANNUR,THALASSERY,931,2,1,0,0,1,4,935
KERALA,KANNUR,THALASSERY-999,179,0,0,0,0,0,0,179
KERALA,KANNUR,THALIPARAMBA,1878,10,9,4,0,0,23,1901
KERALA,KANNUR,THALIPARAMBA-999,279,0,1,0,0,0,1,280
KERALA,KASARAGODE,KANHANGAD,1416,0,9,1,0,0,10,1426
KERALA,KASARAGODE,KANHANGAD MUNICIP,104,0,0,1,0,0,1,105
KERALA,KASARAGODE,KASARAGODE,1565,3,0,0,0,0,3,1568
KERALA,KASARAGODE,KASARAGODE MUNICIP,100,1,0,0,0,0,1,101
KERALA,KASARAGODE,MANJESWARAM,1189,218,7,0,0,0,225,1414
KERALA,KASARAGODE,NEELESWARAM,2188,3,3,3,0,0,9,2197
KERALA,KOLLAM,ANCHAL,377,0,0,0,0,0,0,377
KERALA,KOLLAM,ANCHALAMOODU,258,0,0,1,0,0,1,259
KERALA,KOLLAM,CHADAYAMANGALAM,709,20,11,0,0,0,31,740
KERALA,KOLLAM,CHAVARA,369,0,0,0,0,1,1,370
KERALA,KOLLAM,CHITTUMALA,446,0,0,0,0,0,0,446
KERALA,KOLLAM,ITHIKKARA,553,13,0,2,2,1,18,571
KERALA,KOLLAM,KARUNAGAPPALLY,239,0,0,0,0,0,0,239
KERALA,KOLLAM,KOLLAM CORPORATION,359,0,0,1,0,0,1,360
KERALA,KOLLAM,KOTTARAKKARA,437,39,19,0,0,0,58,495
KERALA,KOLLAM,MUKHATHALA,300,1,0,0,0,0,1,301
KERALA,KOLLAM,OCHIRA,271,0,0,0,0,0,0,271
KERALA,KOLLAM,PARAVOOR,53,1,0,0,0,50,51,104
KERALA,KOLLAM,PATHANAPURAM,656,2,0,0,0,0,2,658
KERALA,KOLLAM,PUNALUR,37,0,0,0,0,0,0,37
KERALA,KOLLAM,SASTHAMCOTTA,457,0,0,2,0,0,2,459
KERALA,KOLLAM,VETTIKKAVALA,415,0,1,0,0,0,1,416
KERALA,KOTTAYAM,CHANGANASSERY,5,0,0,0,0,0,0,5
KERALA,KOTTAYAM,ERATTUPETTAH,1188,15,2,4,2,0,23,1211
KERALA,KOTTAYAM,ETTUMANOOR,857,4,2,0,0,0,6,863
KERALA,KOTTAYAM,KADUTHURUTHY,1171,0,0,0,0,0,0,1171
KERALA,KOTTAYAM,KANJIRAPPALY,1063,3,6,3,0,0,12,1075
KERALA,KOTTAYAM,KOTTAYAM MUNI,21,0,0,0,0,0,0,21
KERALA,KOTTAYAM,LALAM,805,1,2,1,0,0,4,809
KERALA,KOTTAYAM,MADAPPALLY,710,13,2,1,0,0,16,726
KERALA,KOTTAYAM,PALA,135,0,0,0,0,0,0,135
KERALA,KOTTAYAM,PALLAM,782,1,4,0,0,0,5,787
KERALA,KOTTAYAM,PAMPADY,982,2,0,0,0,0,2,984
KERALA,KOTTAYAM,UZHAVOOR,1449,0,1,0,0,0,1,1450
KERALA,KOTTAYAM,VAIKOM,762,59,2,1,0,0,62,824
KERALA,KOTTAYAM,VAIKOM-999,156,0,0,0,0,0,0,156
KERALA,KOTTAYAM,VAZHOOR,594,0,0,0,0,0,0,594
KERALA,KOZHIKODE,BALUSSERY,1525,3,1,1,0,0,5,1530
KERALA,KOZHIKODE,CHELANNUR,1223,10,1,2,1,0,14,1237
KERALA,KOZHIKODE,KODUVALLY,1320,12,9,0,0,0,21,1341
KERALA,KOZHIKODE,KOZHIKKODE,1233,1,0,0,0,0,1,1234
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,82,0,0,0,0,0,0,82
KERALA,KOZHIKODE,KUNNAMANGALAM,2094,14,5,1,0,1,21,2115
KERALA,KOZHIKODE,KUNNUMEL,1169,1,1,0,0,0,2,1171
KERALA,KOZHIKODE,MELADI,684,0,1,0,0,0,1,685
KERALA,KOZHIKODE,PANTHALAYANI,564,0,0,0,0,0,0,564
KERALA,KOZHIKODE,PERAMBRA,633,4,1,0,0,0,5,638
KERALA,KOZHIKODE,QUILANDY,105,0,0,0,0,0,0,105
KERALA,KOZHIKODE,THODANNUR,525,1,1,0,0,0,2,527
KERALA,KOZHIKODE,THUNERI,751,5,6,0,6,0,17,768
KERALA,KOZHIKODE,VADAKARA,524,10,1,0,0,0,11,535
KERALA,KOZHIKODE,VADAKARA-999,100,0,0,0,0,0,0,100
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,777,1,0,1,0,0,2,779
KERALA,MALAPPURAM,AREACODE,882,37,1,0,0,0,38,920
KERALA,MALAPPURAM,KONDOTTY,890,41,1,4,0,0,46,936
KERALA,MALAPPURAM,KUTTIPPURAM,700,8,0,0,0,0,8,708
KERALA,MALAPPURAM,MALAPPURAM,782,4,0,0,0,0,4,786
KERALA,MALAPPURAM,MALAPURAM MUNI,161,0,0,0,0,0,0,161
KERALA,MALAPPURAM,MANJERI MUNI,206,1,0,0,0,0,1,207
KERALA,MALAPPURAM,MANKADA,1306,45,6,1,1,0,53,1359
KERALA,MALAPPURAM,NILAMBOOR,462,1,1,0,0,0,2,464
KERALA,MALAPPURAM,PERINTHALMANNA,613,44,1,0,1,0,46,659
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,150,0,0,0,0,0,0,150
KERALA,MALAPPURAM,PONNANI,301,0,0,0,0,0,0,301
KERALA,MALAPPURAM,PONNANI MUNI,157,0,0,0,0,0,0,157
KERALA,MALAPPURAM,THANUR,1147,5,0,0,0,0,5,1152
KERALA,MALAPPURAM,THIRUR,967,6,19,0,2,0,27,994
KERALA,MALAPPURAM,THIRURANGADI,621,9,4,4,0,0,17,638
KERALA,MALAPPURAM,TIRUR MUNI,144,0,1,0,0,0,1,145
KERALA,MALAPPURAM,VENGARA,819,6,0,0,1,0,7,826
KERALA,MALAPPURAM,WANDOOR,1044,40,0,0,0,0,40,1084
KERALA,PALAKKAD,ALATHUR,681,0,0,0,0,0,0,681
KERALA,PALAKKAD,ATTAPPADY,64,0,0,0,0,0,0,64
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,45,0,0,0,0,0,0,45
KERALA,PALAKKAD,CHITUR,723,4,0,0,0,0,4,727
KERALA,PALAKKAD,KOLLENGODE,303,0,0,0,0,0,0,303
KERALA,PALAKKAD,KUZHALMANNAM,709,13,0,0,0,0,13,722
KERALA,PALAKKAD,MALAMPUZHA,542,0,3,0,0,0,3,545
KERALA,PALAKKAD,MANNARKKAD,955,32,0,1,1,0,34,989
KERALA,PALAKKAD,NENMARA,329,0,0,0,0,0,0,329
KERALA,PALAKKAD,OTTAPPALAM,753,0,0,0,0,1,1,754
KERALA,PALAKKAD,OTTAPPALAM MUNI,130,0,0,0,0,0,0,130
KERALA,PALAKKAD,PALAKKAD,369,0,0,0,0,0,0,369
KERALA,PALAKKAD,PALAKKAD MUNI,24,0,0,0,0,0,0,24
KERALA,PALAKKAD,PATTAMBI,1356,2,0,0,0,0,2,1358
KERALA,PALAKKAD,SHORANNUR MUNI,96,0,0,0,0,0,0,96
KERALA,PALAKKAD,SREEKRISHNAPURAM,831,4,0,0,0,0,4,835
KERALA,PALAKKAD,THRITHALA,944,0,2,0,0,0,2,946
KERALA,PATHANAMTHITTA,ADOOR MUNI,150,0,0,0,0,0,0,150
KERALA,PATHANAMTHITTA,ELANTHUR,400,0,0,0,0,0,0,400
KERALA,PATHANAMTHITTA,KOIPURAM,622,5,0,0,5,0,10,632
KERALA,PATHANAMTHITTA,KONNI,403,0,0,0,0,0,0,403
KERALA,PATHANAMTHITTA,KULANADA,621,0,1,0,7,0,8,629
KERALA,PATHANAMTHITTA,MALLAPPALLY,749,3,1,0,0,0,4,753
KERALA,PATHANAMTHITTA,PANDALAM,537,0,0,0,0,0,0,537
KERALA,PATHANAMTHITTA,PARAKKODE,2047,0,2,0,0,0,2,2049
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,50,0,0,0,0,0,0,50
KERALA,PATHANAMTHITTA,PULIKEEZHU,292,20,0,0,0,0,20,312
KERALA,PATHANAMTHITTA,RANNI,647,1,9,0,0,0,10,657
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,54,8,0,0,0,0,8,62
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,875,1,0,0,0,0,1,876
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,30,0,0,0,0,0,0,30
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,946,1,1,0,1,0,3,949
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,1014,1,0,0,0,0,1,1015
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,1154,0,0,0,0,0,0,1154
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,503,4,1,1,0,0,6,509
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,92,0,0,0,0,0,0,92
KERALA,THIRUVANANTHAPURAM,NEMOM,1308,18,23,17,3,1,62,1370
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,328,2,0,0,0,0,2,330
KERALA,THIRUVANANTHAPURAM,PARASSALA,861,0,0,4,1,0,5,866
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,884,4,1,2,1,0,8,892
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,1031,2,0,0,0,0,2,1033
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,321,0,0,0,1,28,29,350
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,1489,4,19,0,0,0,23,1512
KERALA,THIRUVANANTHAPURAM,VARKALA,877,5,2,8,0,1,16,893
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,50,0,0,0,0,0,0,50
KERALA,THIRUVANANTHAPURAM,VELLANADU,1229,0,5,3,0,0,8,1237
KERALA,THRISSUR,ANTHIKKAD,1996,1,0,0,0,0,1,1997
KERALA,THRISSUR,CHALAKKUDY,3376,6,1,0,0,0,7,3383
KERALA,THRISSUR,CHALAKUDY MUNI,523,0,0,0,0,0,0,523
KERALA,THRISSUR,CHAVAKKAD,2343,0,32,0,0,0,32,2375
KERALA,THRISSUR,CHAVAKKAD MUNI,494,0,0,1,0,0,1,495
KERALA,THRISSUR,CHERPU,1956,0,0,1,0,0,1,1957
KERALA,THRISSUR,CHOWANNUR,2280,1,0,0,0,0,1,2281
KERALA,THRISSUR,GURUVAYOOR MUNI,236,1,1,0,0,0,2,238
KERALA,THRISSUR,IRINJALAKKUDA,1724,1,0,0,0,0,1,1725
KERALA,THRISSUR,IRINJALAKUDA MUNI,360,0,0,0,0,0,0,360
KERALA,THRISSUR,KODAKARA,3952,3,0,1,0,0,4,3956
KERALA,THRISSUR,KODUNGALLUR,787,2,0,1,1,0,4,791
KERALA,THRISSUR,KODUNGALLUR MUNI,210,0,0,0,0,0,0,210
KERALA,THRISSUR,KUNNAMKULAM MUNI,681,0,0,0,0,0,0,681
KERALA,THRISSUR,MALA,5817,1,0,0,0,0,1,5818
KERALA,THRISSUR,MATHILAKOM,998,1,0,0,0,0,1,999
KERALA,THRISSUR,MULLASSERY,1584,1,0,0,0,0,1,1585
KERALA,THRISSUR,OLLUKKARA,2241,7,0,0,1,0,8,2249
KERALA,THRISSUR,PAZHAYANNUR,2246,6,0,1,0,0,7,2253
KERALA,THRISSUR,PUZHAKKAL,2932,9,7,5,0,0,21,2953
KERALA,THRISSUR,THALIKULAM,1187,1,0,0,0,0,1,1188
KERALA,THRISSUR,THRISSUR CORPORATION,1788,3,0,0,0,0,3,1791
KERALA,THRISSUR,VADAKKANCHERRY,3133,9,0,2,0,0,11,3144
KERALA,THRISSUR,VELLANGALLUR,1523,0,0,0,0,0,0,1523
KERALA,WAYANAD,KALPETTA,100,0,0,0,0,0,0,100
KERALA,WAYANAD,KALPETTA MUNI,5,0,0,0,0,0,0,5
KERALA,WAYANAD,MANANTHAVADI,205,11,0,0,0,0,11,216
KERALA,WAYANAD,SULTHANBATHERI,364,0,0,0,2,0,2,366
MADHYA PRADESH,BALAGHAT,BAIHAR,159,0,0,2,0,0,2,161
MADHYA PRADESH,BALAGHAT,BALAGHAT,1328,45,2,6,3,1,57,1385
MADHYA PRADESH,BALAGHAT,BIRSA,432,0,0,0,0,0,0,432
MADHYA PRADESH,BALAGHAT,KATANGI,2523,0,0,13,0,27,40,2563
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,1498,34,1,23,5,53,116,1614
MADHYA PRADESH,BALAGHAT,KIRNAPUR,2107,36,7,44,2,49,138,2245
MADHYA PRADESH,BALAGHAT,LALBURRA,1554,15,1,0,0,2,18,1572
MADHYA PRADESH,BALAGHAT,LANJI,1372,19,3,0,1,1,24,1396
MADHYA PRADESH,BALAGHAT,PARASWADA,454,10,6,1,5,0,22,476
MADHYA PRADESH,BALAGHAT,WARASEONI,876,16,6,1,3,35,61,937
MADHYA PRADESH,BARWANI,BARWANI,688,521,4,83,21,1,630,1318
MADHYA PRADESH,BARWANI,NIWALI,201,36,107,15,2,0,160,361
MADHYA PRADESH,BARWANI,PANSEMAL,1355,54,20,159,0,1,234,1589
MADHYA PRADESH,BARWANI,PATI,735,225,102,114,0,2,443,1178
MADHYA PRADESH,BARWANI,RAJPUR,4694,1457,4,512,60,93,2126,6820
MADHYA PRADESH,BARWANI,SENDHWA,2676,314,14,119,28,25,500,3176
MADHYA PRADESH,BARWANI,THIKRI,2657,1131,78,124,12,11,1356,4013
MADHYA PRADESH,BETUL,AMLA,6494,1068,52,699,26,54,1899,8393
MADHYA PRADESH,BETUL,ATHNER,2331,540,17,2,1,36,596,2927
MADHYA PRADESH,BETUL,BETUL,7765,704,69,63,21,61,918,8683
MADHYA PRADESH,BETUL,BHAINSDEHI,1932,1085,47,133,13,168,1446,3378
MADHYA PRADESH,BETUL,BHIMPURA,1992,373,15,14,8,10,420,2412
MADHYA PRADESH,BETUL,CHICHOLI,3349,367,31,9,7,17,431,3780
MADHYA PRADESH,BETUL,GHODA DONGRI,3003,326,2,51,5,48,432,3435
