-----
{
 "description": "Data provides year-wise details on release vs expenditure under NBA upto 31st March, 2013.", 
 "file_name": "Year-wise_Release_Vs_Expenditure_Upto_31st_March2013.xls", 
 "title": "Download XLS for Year-wise Release Vs Expenditure Under NBA Upto 31st March 2013", 
 "url": "http://data.gov.in/sites/default/files/Year-wise_Release_Vs_Expenditure_Upto_31st_March2013.xls"
}
-----
-----
{
 "description": "Data provides state-wise and district-wise details (such as project cost, approved centre share, approved state share, approved beneficiary share, IHHL BPL sanctioned, etc) on projects sanctioned under NBA upto 31st March, 2013. ", 
 "file_name": "Details_of_Projects_Sanctioned_Upto_31st_March2013.xls", 
 "title": "Download XLS for Details of Projects Sanctioned Under NBA Upto 31st March 2013", 
 "url": "http://data.gov.in/sites/default/files/Details_of_Projects_Sanctioned_Upto_31st_March2013.xls"
}
-----
"State Name","District Name","Date of Sanction","Project Cost","Approved Centre Share","Approved State Share","Approved Beneficiary Share","IHHL BPL Sanctioned","IHHL APL Sanctioned","IHHL TOTAL Sanctioned","SCW Sanctioned","School Toilets Sanctioned","Anganwadi Toilets Sanctioned","RSM/PC Sanctioned"
"MANIPUR","CHURACHANDPUR","13-08-2007",1986.26,1398.73,457.12,130.41,33864.0,3762.0,37626.0,50.0,676.0,190.0,7.0
"MANIPUR","IMPHAL EAST","12-03-2003",1008.5,700.15,243.45,64.9,13189.0,12030.0,25219.0,50.0,804.0,119.0,3.0
"MANIPUR","IMPHAL WEST","22-03-2001",942.21,656.51,209.11,76.59,20608.0,4405.0,25013.0,45.0,156.0,0.0,5.0
"MANIPUR","SENAPATI","13-08-2007",2509.77,1766.2,564.69,178.88,47968.0,28392.0,76360.0,50.0,490.0,185.0,1.0
"MANIPUR","TAMENGLONG","13-08-2007",883.84,617.51,204.61,61.72,13380.0,1486.0,14866.0,50.0,424.0,0.0,4.0
"MANIPUR","THOUBAL","12-03-2003",1351.23,954.19,303.18,93.86,23264.0,5250.0,28514.0,42.0,395.0,42.0,3.0
"MANIPUR","UKHRUL","31-07-2006",823.38,577.6,193.22,52.56,12852.0,8192.0,21044.0,25.0,238.0,399.0,5.0
"MEGHALAYA","EAST GARO HILLS","31-07-2006",1899.42,1355.15,443.55,100.72,31739.0,6469.0,38208.0,10.0,1311.0,177.0,10.0
"MEGHALAYA","EAST KHASI HILLS","14-01-2004",2784.15,1957.65,651.34,175.16,42284.0,32778.0,75062.0,50.0,2148.0,349.0,4.0
"MEGHALAYA","JAINTIA HILLS","17-11-2006",1625.05,1141.78,372.82,110.45,31950.0,6729.0,38679.0,50.0,595.0,155.0,5.0
"MEGHALAYA","RI BHOI","23-11-2005",1553.53,1074.04,403.07,76.42,16276.0,21196.0,37472.0,50.0,1946.0,305.0,3.0
"MEGHALAYA","SOUTH GARO HILLS","15-01-2008",1237.23,858.26,307.91,71.06,12891.0,5346.0,18237.0,30.0,1074.0,227.0,4.0
"MEGHALAYA","WEST GARO HILLS","14-01-2004",2772.29,1669.52,728.49,374.28,44385.0,11179.0,55564.0,50.0,2244.0,448.0,4.0
"MEGHALAYA","WEST KHASI HILLS","17-11-2006",2137.32,1506.47,503.89,126.96,36808.0,1803.0,38611.0,50.0,1013.0,190.0,6.0
"MIZORAM","AIZAWL","23-11-2005",1088.11,751.95,265.15,71.01,16525.0,3497.0,20022.0,60.0,1025.0,454.0,5.0
"MIZORAM","CHAMPHAI","23-11-2005",1010.51,695.73,252.24,62.54,11077.0,1949.0,13026.0,54.0,1097.0,282.0,3.0
"MIZORAM","KOLASIB","23-11-2005",489.29,336.08,115.08,38.13,8833.0,720.0,9553.0,20.0,360.0,97.0,3.0
"MIZORAM","LAWNGTLAI","15-07-2005",1079.08,736.95,258.51,83.62,16544.0,2773.0,19317.0,149.0,908.0,141.0,2.0
"MIZORAM","LUNGLEI","15-07-2005",1222.06,836.68,292.49,92.89,19280.0,4665.0,23945.0,150.0,1287.0,218.0,3.0
"MIZORAM","MAMIT","02-05-2003",654.3,448.63,166.18,39.49,5459.0,2000.0,7459.0,50.0,734.0,222.0,0.0
"MIZORAM","SAIHA","20-02-2003",391.32,275.29,87.52,28.51,7238.0,567.0,7805.0,0.0,214.0,99.0,2.0
"MIZORAM","SERCHHIP","15-07-2005",367.47,250.27,84.33,32.87,4947.0,2804.0,7751.0,77.0,280.0,117.0,2.0
"NAGALAND","DIMAPUR","10-10-2000",1254.41,884.82,277.99,91.6,28927.0,3331.0,32258.0,0.0,450.0,215.0,3.0
"NAGALAND","KIPHIRE","04-08-2010",868.68,607.44,206.49,54.75,14316.0,78.0,14394.0,10.0,194.0,77.0,4.0
"NAGALAND","KOHIMA","22-03-2001",713.9,511.98,135.81,66.11,25610.0,13063.0,38673.0,189.0,365.0,184.0,3.0
"NAGALAND","LONGLENG","04-08-2010",363.97,254.21,85.54,24.22,6438.0,0.0,6438.0,8.0,26.0,40.0,2.0
"NAGALAND","MOKOKCHUNG","22-03-2001",516.6,362.24,120.69,33.67,11000.0,2312.0,13312.0,10.0,430.0,110.0,2.0
"NAGALAND","MON","20-02-2006",967.54,681.75,214.63,71.16,20631.0,7839.0,28470.0,17.0,368.0,99.0,2.0
"NAGALAND","PEREN","31-07-2006",395.83,278.51,86.14,31.18,9018.0,2325.0,11343.0,6.0,95.0,148.0,3.0
"NAGALAND","PHEK","20-01-2007",732.0,511.32,155.91,64.77,18742.0,1160.0,19902.0,11.0,155.0,89.0,2.0
"NAGALAND","TUENSANG","20-01-2007",578.09,403.52,129.39,45.18,13027.0,0.0,13027.0,5.0,214.0,81.0,3.0
"NAGALAND","WOKHA","31-07-2006",513.83,370.71,106.68,36.44,11813.0,1146.0,12959.0,7.0,134.0,196.0,3.0
"NAGALAND","ZUNHEBOTO","23-04-2002",1052.73,740.54,240.48,71.71,20570.0,0.0,20570.0,12.0,541.0,63.0,2.0
"ORISSA","ANGUL","24-09-2004",4152.45,2794.83,1007.11,350.51,109581.0,77228.0,186809.0,24.0,2040.0,795.0,10.0
"ORISSA","BALANGIR","13-02-2003",6720.7,4496.49,1634.15,590.06,199853.0,142381.0,342234.0,28.0,2400.0,915.0,10.0
"ORISSA","BALESWAR","28-03-2000",6649.37,4416.83,1561.67,670.87,281636.0,102367.0,384003.0,48.0,3787.0,1849.0,10.0
"ORISSA","BARGARH","27-12-2004",6105.44,4080.06,1472.77,552.61,175810.0,140072.0,315882.0,0.0,2393.0,361.0,10.0
"ORISSA","BHADRAK","18-09-2001",4115.18,2746.55,987.86,380.77,136849.0,81632.0,218481.0,0.0,1855.0,1190.0,8.0
"ORISSA","BOUDH","27-12-2004",2735.83,1845.44,665.73,224.66,71702.0,20970.0,92672.0,3.0,1033.0,258.0,10.0
"ORISSA","CUTTACK","01-05-2002",5811.85,3873.76,1386.78,551.31,178679.0,186195.0,364874.0,50.0,2426.0,42.0,10.0
"ORISSA","DEBAGARH","27-12-2004",1705.3,1150.2,404.81,150.29,42977.0,19981.0,62958.0,20.0,620.0,190.0,10.0
"ORISSA","DHENKANAL","27-12-2004",4603.56,3096.41,1118.23,388.92,125111.0,65196.0,190307.0,32.0,2065.0,690.0,10.0
"ORISSA","GAJAPATI","24-09-2004",2996.63,2026.75,737.68,232.2,68154.0,42038.0,110192.0,14.0,1438.0,630.0,10.0
"ORISSA","GANJAM","28-03-2000",8954.97,5966.47,2140.54,847.96,270886.0,180430.0,451316.0,20.0,4235.0,2505.0,10.0
"ORISSA","JAGATSINGHAPUR","13-02-2003",3340.31,2249.43,796.05,294.83,95623.0,116710.0,212333.0,16.0,2434.0,955.0,10.0
"ORISSA","JAJAPUR","01-05-2002",6385.41,4283.17,1554.84,547.4,162500.0,191899.0,354399.0,50.0,3414.0,1355.0,10.0
"ORISSA","JHARSUGUDA","27-12-2004",1483.49,1002.44,356.16,124.89,33172.0,34757.0,67929.0,30.0,811.0,433.0,10.0
"ORISSA","KALAHANDI","24-09-2004",7138.43,4776.4,1748.32,613.71,190958.0,105415.0,296373.0,50.0,2330.0,676.0,10.0
"ORISSA","KANDHAMAL","12-03-2003",4428.09,2975.36,1100.63,352.1,112422.0,43118.0,155540.0,0.0,1812.0,937.0,5.0
"ORISSA","KENDRAPARA","13-02-2003",4433.47,2981.58,1076.03,375.86,136153.0,80039.0,216192.0,9.0,2583.0,1064.0,10.0
"ORISSA","KENDUJHAR","24-09-2004",9266.57,6221.22,2321.83,723.52,219850.0,43598.0,263448.0,50.0,5428.0,1590.0,10.0
"ORISSA","KHORDHA","18-09-2001",4436.66,2959.3,1060.24,417.12,150000.0,80593.0,230593.0,50.0,2431.0,150.0,8.0
"ORISSA","KORAPUT","13-02-2003",7781.77,5192.27,1913.5,676.0,221421.0,42780.0,264201.0,50.0,2659.0,1130.0,10.0
"ORISSA","MALKANGIRI","24-09-2004",3532.33,2370.51,856.1,305.72,89117.0,42591.0,131708.0,50.0,1650.0,534.0,10.0
"ORISSA","MAYURBHANJ","24-09-2004",12029.74,7971.46,2896.26,1162.02,369475.0,193293.0,562768.0,10.0,4642.0,1698.0,10.0
"ORISSA","NABARANGAPUR","24-09-2004",5971.15,3982.53,1478.84,509.78,158604.0,95891.0,254495.0,50.0,1838.0,378.0,10.0
"ORISSA","NAYAGARH","01-05-2002",4723.4,3146.15,1123.53,453.72,134750.0,72562.0,207312.0,51.0,1993.0,34.0,8.0
"ORISSA","NUAPADA","24-09-2004",3920.21,2634.16,956.66,329.39,101492.0,27298.0,128790.0,20.0,941.0,585.0,10.0
"ORISSA","PURI","13-02-2003",5865.69,3914.59,1396.07,555.03,160972.0,70160.0,231132.0,50.0,2250.0,1130.0,10.0
"ORISSA","RAYAGADA","13-02-2003",5583.72,3769.28,1379.64,434.8,134397.0,77807.0,212204.0,25.0,2931.0,1001.0,10.0
"ORISSA","SAMBALPUR","27-12-2004",3594.39,2425.16,869.18,300.05,88701.0,59914.0,148615.0,0.0,2217.0,480.0,10.0
"ORISSA","SONEPUR","24-09-2004",3073.09,2064.03,736.73,272.33,80396.0,26722.0,107118.0,0.0,1563.0,214.0,10.0
"ORISSA","SUNDARGARH","28-03-2000",4665.63,3096.27,1104.01,465.35,183809.0,107961.0,291770.0,18.0,2444.0,1391.0,10.0
"PUDUCHERRY","PONDICHERRY","18-09-2001",572.56,481.72,0.0,90.84,18000.0,0.0,18000.0,0.0,26.0,16.0,3.0
"PUNJAB","AMRITSAR","02-05-2003",3939.15,2484.93,1072.78,381.44,90089.0,66983.0,157072.0,0.0,599.0,378.0,0.0
"PUNJAB","BARNALA","04-08-2010",560.71,360.73,145.42,54.56,12137.0,12000.0,24137.0,35.0,54.0,123.0,0.0
"PUNJAB","BATHINDA","10-01-2001",1146.55,775.3,305.63,65.62,40000.0,11602.0,51602.0,14.0,442.0,0.0,7.0
"PUNJAB","FARIDKOT","02-05-2003",300.92,181.3,87.54,32.08,6000.0,0.0,6000.0,0.0,410.0,0.0,1.0
"PUNJAB","FATEHGARH SAHIB","02-05-2003",233.72,151.47,65.1,17.15,2485.0,16192.0,18677.0,0.0,363.0,0.0,2.0
"PUNJAB","FEROZEPUR","15-07-2005",1479.83,1013.1,392.84,73.89,50655.0,75000.0,125655.0,0.0,326.0,604.0,10.0
"PUNJAB","GURDASPUR","02-05-2003",1483.77,879.82,429.65,174.3,40780.0,73530.0,114310.0,0.0,600.0,0.0,4.0
"PUNJAB","HOSHIARPUR","02-05-2003",365.6,206.63,97.96,61.01,11112.0,0.0,11112.0,0.0,839.0,0.0,5.0
"PUNJAB","JALANDHAR","02-05-2003",689.57,395.76,190.67,103.14,19885.0,2708.0,22593.0,0.0,1200.0,0.0,5.0
"PUNJAB","KAPURTHALA","02-05-2003",415.76,238.4,117.14,60.22,12617.0,2229.0,14846.0,0.0,500.0,0.0,2.0
"PUNJAB","LUDHIANA","07-07-2004",2100.49,1120.46,574.65,405.38,45422.0,8956.0,54378.0,50.0,156.0,311.0,10.0
"PUNJAB","MANSA","15-07-2005",843.85,489.05,233.65,121.15,25000.0,44004.0,69004.0,75.0,240.0,391.0,10.0
"PUNJAB","MOGA","18-09-2001",1108.71,753.77,301.48,53.46,37170.0,0.0,37170.0,10.0,210.0,0.0,5.0
"PUNJAB","MUKTSAR","22-03-2001",747.42,512.08,188.77,46.57,33148.0,0.0,33148.0,200.0,193.0,0.0,5.0
"PUNJAB","NAWANSHAHR","02-05-2003",184.66,100.52,48.59,35.55,7273.0,35894.0,43167.0,0.0,330.0,0.0,2.0
"PUNJAB","PATIALA","01-05-2002",2748.66,1794.35,728.44,225.87,60513.0,76029.0,136542.0,2.0,0.0,417.0,0.0
"PUNJAB","RUPNAGAR","02-05-2003",1282.95,829.37,340.74,112.84,28278.0,20872.0,49150.0,0.0,52.0,228.0,9.0
"PUNJAB","S.A.S NAGAR","04-08-2010",396.0,271.81,105.99,18.2,4008.0,16674.0,20682.0,0.0,504.0,0.0,4.0
"PUNJAB","SANGRUR","01-05-2002",623.59,306.9,183.29,133.4,19920.0,26006.0,45926.0,25.0,306.0,372.0,0.0
"PUNJAB","TARN TARAN","04-08-2010",3482.56,2274.14,922.07,286.35,76706.0,55691.0,132397.0,0.0,140.0,450.0,0.0
"RAJASTHAN","AJMER","01-05-2002",1770.7,1206.41,446.3,117.99,27392.0,184378.0,211770.0,50.0,2050.0,1157.0,10.0
"RAJASTHAN","ALWAR","28-03-2000",2926.71,1977.54,755.14,194.03,55920.0,284634.0,340554.0,50.0,3156.0,1610.0,10.0
"RAJASTHAN","BANSWARA","11-03-2005",7953.45,5351.42,2011.87,590.16,169828.0,79429.0,249257.0,40.0,4092.0,1619.0,8.0
"RAJASTHAN","BARAN","15-07-2005",2505.38,1700.32,622.92,182.14,45648.0,113170.0,158818.0,50.0,1269.0,1013.0,10.0
"RAJASTHAN","BARMER","03-03-2000",5374.94,3609.71,1355.98,409.25,112891.0,171707.0,284598.0,60.0,4394.0,1980.0,10.0
"RAJASTHAN","BHARATPUR","27-12-2004",2249.68,1513.84,561.0,174.84,45606.0,199450.0,245056.0,50.0,794.0,586.0,10.0
"RAJASTHAN","BHILWARA","17-05-2005",5066.56,3380.14,1293.18,393.24,104663.0,174671.0,279334.0,50.0,4500.0,1519.0,10.0
"RAJASTHAN","BIKANER","24-09-2004",2829.04,1882.61,684.23,262.2,63295.0,120000.0,183295.0,85.0,2764.0,917.0,10.0
"RAJASTHAN","BUNDI","01-05-2002",2179.99,1474.56,537.96,167.47,41413.0,125545.0,166958.0,20.0,1898.0,296.0,10.0
"RAJASTHAN","CHITTORGARH","11-03-2005",3108.43,2098.13,776.16,234.14,56149.0,189366.0,245515.0,50.0,2800.0,1071.0,14.0
"RAJASTHAN","CHURU","17-05-2005",1919.85,1298.81,464.04,157.0,40000.0,101217.0,141217.0,42.0,1312.0,950.0,10.0
"RAJASTHAN","DAUSA","17-05-2005",2615.75,1778.84,674.29,162.62,43276.0,214288.0,257564.0,50.0,2073.0,954.0,10.0
"RAJASTHAN","DHOLPUR","11-03-2005",1675.85,1132.68,423.44,119.73,29882.0,100462.0,130344.0,50.0,1002.0,384.0,10.0
"RAJASTHAN","DUNGARPUR","11-03-2005",5544.01,3702.03,1379.28,462.7,130459.0,37264.0,167723.0,50.0,3768.0,1481.0,10.0
"RAJASTHAN","GANGANAGAR","17-05-2005",2302.66,1585.63,585.76,131.27,31756.0,134637.0,166393.0,20.0,3600.0,858.0,10.0
"RAJASTHAN","HANUMANGARH","17-05-2005",1618.48,1100.11,388.71,129.66,31621.0,35602.0,67223.0,50.0,1246.0,227.0,10.0
"RAJASTHAN","JAIPUR","28-03-2000",4710.26,3236.22,1237.78,236.26,60791.0,315869.0,376660.0,50.0,7043.0,1108.0,10.0
"RAJASTHAN","JAISALMER","27-12-2004",1833.55,1267.2,473.85,92.5,17497.0,61888.0,79385.0,56.0,2674.0,484.0,10.0
"RAJASTHAN","JALOR","15-07-2005",3927.1,2670.55,997.41,259.14,67713.0,133481.0,201194.0,50.0,3011.0,960.0,10.0
"RAJASTHAN","JHALAWAR","22-03-2001",2998.14,2032.02,764.02,202.1,55229.0,143234.0,198463.0,50.0,2452.0,1179.0,12.0
"RAJASTHAN","JHUNJHUNU","27-12-2004",1644.35,1123.91,418.31,102.13,21440.0,177396.0,198836.0,50.0,1755.0,902.0,10.0
"RAJASTHAN","JODHPUR","11-03-2005",4214.75,2889.55,1063.73,261.47,70837.0,248282.0,319119.0,50.0,4996.0,906.0,10.0
"RAJASTHAN","KARAULI","17-05-2005",4108.01,2792.19,1057.93,257.89,68530.0,148819.0,217349.0,56.0,3969.0,672.0,10.0
"RAJASTHAN","KOTA","01-05-2002",2359.75,1583.05,592.9,183.8,47767.0,87135.0,134902.0,50.0,1510.0,1398.0,10.0
"RAJASTHAN","NAGAUR","17-05-2005",2519.29,1713.76,637.74,167.79,41537.0,256360.0,297897.0,50.0,2793.0,1855.0,10.0
"RAJASTHAN","PALI","17-05-2005",2389.22,1619.13,588.36,181.73,46444.0,228892.0,275336.0,50.0,1560.0,753.0,10.0
"RAJASTHAN","RAJSAMAND","01-05-2002",2974.59,2015.74,736.72,222.13,69568.0,121350.0,190918.0,35.0,2401.0,677.0,10.0
"RAJASTHAN","SAWAI MADHOPUR","20-02-2003",1864.18,1258.92,460.84,144.42,38914.0,137304.0,176218.0,50.0,1021.0,723.0,3.0
"RAJASTHAN","SIKAR","03-03-2000",1862.18,1271.68,467.79,122.71,28460.0,228307.0,256767.0,58.0,2962.0,659.0,10.0
"RAJASTHAN","SIROHI","17-05-2005",1925.35,1301.63,480.54,143.18,36060.0,79445.0,115505.0,50.0,1137.0,391.0,10.0
"RAJASTHAN","TONK","11-03-2005",2270.48,1533.84,573.03,163.61,41916.0,182977.0,224893.0,50.0,1812.0,724.0,10.0
"RAJASTHAN","UDAIPUR","11-03-2005",9000.49,5994.56,2248.72,757.21,218401.0,206871.0,425272.0,22.0,3848.0,2256.0,10.0
"SIKKIM","EAST SIKKIM","18-03-2002",768.19,501.5,161.29,105.4,24109.0,18000.0,42109.0,225.0,464.0,36.0,7.0
"SIKKIM","NORTH SIKKIM","18-03-2002",270.69,178.95,59.51,32.23,4978.0,1031.0,6009.0,135.0,272.0,63.0,3.0
"SIKKIM","SOUTH SIKKIM","25-11-1999",466.58,301.51,101.8,63.27,8970.0,7681.0,16651.0,205.0,438.0,82.0,1.0
"SIKKIM","WEST SIKKIM","25-11-1999",548.36,356.6,118.14,73.62,13245.0,9000.0,22245.0,224.0,430.0,159.0,1.0
"TAMIL NADU","COIMBATORE","25-11-1999",3517.04,2233.12,863.27,420.65,190006.0,163561.0,353567.0,10.0,1026.0,812.0,14.0
"TAMIL NADU","CUDDALORE","25-11-1999",5955.58,3893.32,1417.73,644.53,242992.0,104369.0,347361.0,69.0,2635.0,1486.0,10.0
"TAMIL NADU","DHARMAPURI","29-01-2002",3498.86,2279.71,821.14,398.01,152872.0,60203.0,213075.0,0.0,2507.0,715.0,4.0
"TAMIL NADU","DINDIGUL","20-02-2003",3871.65,2044.42,1089.34,737.89,131516.0,319776.0,451292.0,20.0,1368.0,1374.0,10.0
"TAMIL NADU","ERODE","02-03-2001",3097.77,1991.28,699.77,406.72,165306.0,110521.0,275827.0,63.0,2798.0,752.0,10.0
"TAMIL NADU","KANCHIPURAM","26-06-2002",4541.1,2209.82,1286.29,1044.99,147350.0,240767.0,388117.0,58.0,1955.0,1497.0,10.0
"TAMIL NADU","KANYAKUMARI(NAGERCOIL)","22-03-2001",2124.05,938.81,591.65,593.59,76233.0,10568.0,86801.0,43.0,557.0,367.0,5.0
"TAMIL NADU","KARUR","26-06-2002",2101.46,1343.58,463.8,294.08,105280.0,72598.0,177878.0,108.0,932.0,418.0,10.0
"TAMIL NADU","KRISHNAGIRI","27-12-2004",6151.0,4049.14,1485.02,616.84,204772.0,85863.0,290635.0,40.0,2774.0,924.0,6.0
"TAMIL NADU","MADURAI","29-01-2002",4273.73,2793.22,1031.56,448.95,153151.0,224536.0,377687.0,0.0,1845.0,881.0,10.0
"TAMIL NADU","NAGAPATTINAM","02-05-2003",3738.82,2489.81,914.38,334.63,131000.0,140933.0,271933.0,50.0,1934.0,646.0,10.0
"TAMIL NADU","NAMAKKAL","20-02-2003",2357.0,1516.25,529.35,311.4,117538.0,113278.0,230816.0,50.0,1027.0,673.0,4.0
"TAMIL NADU","NILGIRIS(UDHAGAMANDALAM)","02-05-2003",1423.43,875.08,356.0,192.35,43000.0,51545.0,94545.0,75.0,839.0,271.0,4.0
"TAMIL NADU","PERAMBALUR","03-03-2000",3340.23,2146.04,761.29,432.9,181496.0,94081.0,275577.0,49.0,1256.0,1185.0,10.0
"TAMIL NADU","PUDUKKOTTAI","26-06-2002",4012.67,2638.5,956.52,417.65,176710.0,77100.0,253810.0,50.0,3826.0,1306.0,10.0
"TAMIL NADU","RAMANATHAPURAM","26-06-2002",2262.6,1183.45,595.69,483.46,105000.0,109870.0,214870.0,52.0,1460.0,821.0,10.0
"TAMIL NADU","SALEM","20-02-2003",5827.49,3808.23,1419.66,599.6,232463.0,233736.0,466199.0,128.0,2108.0,1253.0,10.0
"TAMIL NADU","SIVAGANGA","20-02-2003",3170.89,1964.33,739.38,467.18,125730.0,130058.0,255788.0,10.0,851.0,601.0,6.0
"TAMIL NADU","THANJAVUR","20-02-2003",7560.24,4017.84,2152.97,1389.43,177761.0,196183.0,373944.0,25.0,4540.0,1022.0,10.0
"TAMIL NADU","THENI","26-06-2002",2213.13,1095.61,610.21,507.31,73362.0,71577.0,144939.0,35.0,440.0,552.0,7.0
"TAMIL NADU","THOOTHUKUDI","20-02-2003",2592.94,1207.55,730.98,654.41,91637.0,253636.0,345273.0,54.0,260.0,718.0,4.0
"TAMIL NADU","TIRUCHIRAPPALLI","29-01-2002",2020.75,939.24,552.86,528.65,77747.0,166886.0,244633.0,5.0,929.0,1027.0,10.0
"TAMIL NADU","TIRUNELVELI","26-06-2002",2623.83,1716.56,571.03,336.24,125763.0,155744.0,281507.0,19.0,557.0,907.0,10.0
"TAMIL NADU","TIRUVALLUR","02-05-2003",6505.18,4249.62,1572.4,683.16,194625.0,58084.0,252709.0,35.0,1418.0,1312.0,10.0
"TAMIL NADU","TIRUVANNAMALAI","02-05-2003",5575.39,2703.4,1572.91,1299.08,209116.0,356665.0,565781.0,70.0,3635.0,1263.0,10.0
"TAMIL NADU","TIRUVARUR","02-05-2003",2038.24,1333.31,476.9,228.03,80920.0,53866.0,134786.0,50.0,1698.0,519.0,5.0
"TAMIL NADU","VELLORE","03-03-2000",4395.49,2813.71,1104.31,477.47,207635.0,283872.0,491507.0,26.0,3451.0,1667.0,10.0
"TAMIL NADU","VILLUPURAM","02-05-2003",9153.83,6053.89,2228.5,871.44,326185.0,211877.0,538062.0,60.0,3021.0,2185.0,10.0
"TAMIL NADU","VIRUDHUNAGAR","22-03-2001",4422.62,2837.17,1088.65,496.8,174967.0,93202.0,268169.0,184.0,2031.0,816.0,10.0
"TRIPURA","DHALAI","29-01-2002",1443.04,956.68,317.46,168.9,53507.0,28305.0,81812.0,95.0,648.0,944.0,5.0
"TRIPURA","NORTH TRIPURA","18-09-2001",1902.5,1190.38,514.0,198.12,78389.0,33744.0,112133.0,80.0,1150.0,1161.0,10.0
"TRIPURA","SOUTH TRIPURA","18-09-2001",3314.95,1892.4,811.32,611.23,139456.0,55849.0,195305.0,38.0,1352.0,1858.0,10.0
"TRIPURA","WEST TRIPURA","10-01-2001",3178.03,2080.78,757.72,339.53,183405.0,51119.0,234524.0,13.0,3683.0,2061.0,10.0
"UTTAR PRADESH","AGRA","30-08-2000",3015.28,2034.58,776.78,203.92,54188.0,278943.0,333131.0,5.0,5274.0,2856.0,3.0
"UTTAR PRADESH","ALIGARH","25-07-2003",3363.52,2259.6,806.56,297.36,73937.0,208775.0,282712.0,0.0,4007.0,1458.0,10.0
"UTTAR PRADESH","ALLAHABAD","29-01-2002",4879.3,3058.85,1210.41,610.04,181370.0,493671.0,675041.0,20.0,5829.0,2547.0,10.0
"UTTAR PRADESH","AMBEDKAR NAGAR","25-07-2003",4474.96,2875.47,1079.27,520.22,132725.0,138141.0,270866.0,18.0,2146.0,1350.0,4.0
"UTTAR PRADESH","AURAIYA","25-07-2003",4530.79,2948.87,1105.63,476.29,127279.0,133364.0,260643.0,50.0,1277.0,817.0,3.0
"UTTAR PRADESH","AZAMGARH","02-03-2001",5895.58,3811.05,1469.79,614.74,188141.0,466925.0,655066.0,87.0,4888.0,4104.0,10.0
"UTTAR PRADESH","BAGPAT","25-07-2003",1349.48,899.6,323.85,126.03,31467.0,77930.0,109397.0,12.0,1166.0,954.0,2.0
"UTTAR PRADESH","BAHRAICH","29-01-2002",9891.7,6418.32,2449.55,1023.83,284073.0,174857.0,458930.0,10.0,6100.0,1802.0,10.0
"UTTAR PRADESH","BALLIA","10-01-2001",4737.11,2989.07,1139.7,608.34,172179.0,136937.0,309116.0,115.0,4636.0,1888.0,10.0
"UTTAR PRADESH","BALRAMPUR","20-02-2003",2443.75,1600.46,603.4,239.89,65273.0,138410.0,203683.0,18.0,2948.0,1215.0,3.0
"UTTAR PRADESH","BANDA","20-02-2003",5073.28,3381.73,1223.38,468.17,120620.0,78999.0,199619.0,10.0,4149.0,948.0,3.0
"UTTAR PRADESH","BARABANKI","29-01-2002",5582.06,3549.47,1376.28,656.31,199542.0,377972.0,577514.0,26.0,5100.0,1798.0,10.0
"UTTAR PRADESH","BAREILLY","20-02-2003",3776.07,2478.06,921.05,376.96,110000.0,227284.0,337284.0,15.0,4142.0,1798.0,5.0
"UTTAR PRADESH","BASTI","29-01-2002",5338.11,3361.67,1352.71,623.73,160480.0,120653.0,281133.0,40.0,3695.0,2223.0,10.0
"UTTAR PRADESH","BIJNOR","02-03-2001",3785.67,2472.81,935.15,377.71,110403.0,222569.0,332972.0,75.0,5271.0,1399.0,10.0
"UTTAR PRADESH","BUDAUN","29-01-2002",2932.13,1794.77,754.59,382.77,107603.0,204479.0,312082.0,155.0,4680.0,1615.0,0.0
"UTTAR PRADESH","BULANDSHAHR","29-01-2002",2055.59,1383.67,537.29,134.63,28885.0,283408.0,312293.0,8.0,4868.0,2041.0,8.0
"UTTAR PRADESH","CHANDAULI","03-03-2000",2007.56,1290.49,453.31,263.76,92022.0,108852.0,200874.0,25.0,2287.0,1102.0,10.0
"UTTAR PRADESH","CHITRAKOOT","29-01-2002",1135.11,722.64,279.92,132.55,38082.0,102505.0,140587.0,0.0,1920.0,479.0,5.0
"UTTAR PRADESH","DEORIA","10-01-2001",6481.13,4280.7,1550.34,650.09,181225.0,198893.0,380118.0,39.0,4696.0,1461.0,10.0
"UTTAR PRADESH","ETAH","25-07-2003",2196.39,1442.27,511.24,242.88,62001.0,143740.0,205741.0,30.0,3455.0,1347.0,8.0
"UTTAR PRADESH","ETAWAH","25-07-2003",3550.2,2310.58,848.61,391.01,94097.0,223387.0,317484.0,44.0,2925.0,1223.0,4.0
"UTTAR PRADESH","FAIZABAD","25-07-2003",2800.59,1743.82,677.57,379.2,103376.0,105998.0,209374.0,10.0,2085.0,1140.0,10.0
"UTTAR PRADESH","FARRUKHABAD","25-07-2003",4121.39,2650.64,1019.16,451.59,120471.0,54314.0,174785.0,35.0,3143.0,1227.0,3.0
"UTTAR PRADESH","FATEHPUR","20-02-2003",3596.43,2332.75,881.1,382.58,104414.0,202040.0,306454.0,15.0,3938.0,1548.0,5.0
"UTTAR PRADESH","FIROZABAD","25-07-2003",1308.36,884.5,335.54,88.32,19843.0,228195.0,248038.0,10.0,3232.0,963.0,4.0
"UTTAR PRADESH","GAUTAM BUDDHA NAGAR","25-07-2003",1090.5,620.74,324.7,145.06,14574.0,58357.0,72931.0,15.0,1414.0,716.0,2.0
