-----
{
 "description": "The table refers to District wise Distribution of Dugwells according to Average Pumping Hours. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.11.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells according to Average Pumping Hours", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.11.csv"
}
-----
"State","District","Avg pumping hours (0-4)","Avg pumping hours (4 - 8)","Avg pumping hours (8-12)","Avg pumping hours (12 -16)","Avg pumping hours (16 - 20)","Avg pumping hours (20 - 24)","Total"
"UTTAR PRADESH","CHITRAKOOT",1404,1914,280,63,4,5,3670
"UTTAR PRADESH","DEORIA",6,21,0,0,0,0,27
"UTTAR PRADESH","FAIZABAD",261,60,50,0,0,4,375
"UTTAR PRADESH","FARRUKHABAD",16,13,0,0,0,0,29
"UTTAR PRADESH","FATEHPUR",621,90,60,0,0,0,771
"UTTAR PRADESH","FIROZABAD",21,31,9,0,0,0,61
"UTTAR PRADESH","GHAZIPUR",77,1,0,0,0,0,78
"UTTAR PRADESH","GONDA",14,0,0,0,0,0,14
"UTTAR PRADESH","GORAKHPUR",31,48,6,0,0,0,85
"UTTAR PRADESH","HAMIRPUR",513,1213,547,273,287,47,2880
"UTTAR PRADESH","HARDOI",238,110,25,0,0,0,373
"UTTAR PRADESH","JALAUN",310,1907,588,24,4,0,2833
"UTTAR PRADESH","JAUNPUR",1606,340,31,0,0,1,1978
"UTTAR PRADESH","JHANSI",20977,3785,667,12,30,33,25504
"UTTAR PRADESH","KANNAUJ",29,28,0,0,0,0,57
"UTTAR PRADESH","KANPUR DEHAT",28,140,8,0,0,0,176
"UTTAR PRADESH","KANPUR NAGAR",99,67,0,0,0,0,166
"UTTAR PRADESH","KAUSHAMBI",0,13,2,0,0,0,15
"UTTAR PRADESH","KHERI",18,148,2,0,0,0,168
"UTTAR PRADESH","LALITPUR",18406,6717,242,7,1,0,25373
"UTTAR PRADESH","LUCKNOW",38,13,1,0,0,0,52
"UTTAR PRADESH","MAHARAJ GANJ",26,18,1,2,0,0,47
"UTTAR PRADESH","MAHOBA",10928,3935,161,16,29,115,15184
"UTTAR PRADESH","MAINPURI",4,0,0,0,0,0,4
"UTTAR PRADESH","MATHURA",0,416,6,0,0,0,422
"UTTAR PRADESH","MAU",16,101,12,0,0,1,130
"UTTAR PRADESH","MEERUT",2,20,0,0,0,0,22
"UTTAR PRADESH","MIRZAPUR",6316,8125,2173,253,21,17,16905
"UTTAR PRADESH","MUZZAFARNAGAR",88,142,0,0,0,0,230
"UTTAR PRADESH","PRATAPGARH",39,129,0,0,0,0,168
"UTTAR PRADESH","RAEBARELI",5072,110,19,27,1,0,5229
"UTTAR PRADESH","SANT KABIR NAGAR",229,91,0,0,0,0,320
"UTTAR PRADESH","SANT RAVI DAS NAGAR",30,14,20,1,0,0,65
"UTTAR PRADESH","SHRAWASTI",43,5,0,0,0,0,48
"UTTAR PRADESH","SIDDHARTH NAGAR",71,309,47,1,0,0,428
"UTTAR PRADESH","SONBHADRA",5425,2892,703,48,16,34,9118
"UTTAR PRADESH","SULTANPUR",827,26,0,0,0,0,853
"UTTAR PRADESH","UNNAO",38,74,113,3,0,0,228
"UTTAR PRADESH","VARANASI",27,340,54,9,1,0,431
"UTTARANCHAL","DEHRA DUN",10,3,6,0,0,0,19
"UTTARANCHAL","HARIDWAR",2,126,113,0,0,1,242
"UTTARANCHAL","NAINITAL",1,0,0,0,0,0,1
"UTTARANCHAL","PAURI",1,0,0,0,0,0,1
"UTTARANCHAL","UDHAM SINGH NAGAR",43,122,180,95,59,75,574
"WEST BENGAL","BANKURA",4699,495,29,3,0,0,5226
"WEST BENGAL","BIRBHUM",467,54,15,0,3,0,539
"WEST BENGAL","BURDWAN",88,0,0,0,0,0,88
"WEST BENGAL","COOCHBEHAR",4466,2086,217,0,0,0,6769
"WEST BENGAL","DAKSHIN DINAJPUR",3,122,0,0,0,0,125
"WEST BENGAL","DARJEELING",79,157,15,2,0,0,253
"WEST BENGAL","HOOGHLY",6,14,0,0,0,1,21
"WEST BENGAL","JALPAIGURI",2249,1696,89,13,0,0,4047
"WEST BENGAL","MALDA",0,0,1,0,0,0,1
"WEST BENGAL","MIDNAPORE",5828,2823,286,18,14,12,8981
"WEST BENGAL","MURSHIDABAD",0,0,1,0,0,0,1
"WEST BENGAL","NADIA",2,0,0,0,0,0,2
"WEST BENGAL","PURULIA",13322,0,0,0,0,0,13322
"WEST BENGAL","UTTAR DINAJPUR",2,0,0,0,0,0,2
