-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Surface Flow Schemes. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.9.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Surface Flow Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.9.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others
ORISSA,MALKANAGIRI,MALKANGIRI,136,124,53,3,4
ORISSA,MALKANAGIRI,MATHILI,175,106,69,0,0
ORISSA,MALKANAGIRI,PODIA,484,343,147,0,0
ORISSA,MAYURBHANJA,BADASAHI,1000,980,237,0,0
ORISSA,MAYURBHANJA,BAHALADA,1250,1027,442,0,0
ORISSA,MAYURBHANJA,BANGIRIPOSI,419,343,111,0,0
ORISSA,MAYURBHANJA,BARIPADA,2733,2732,809,4,3
ORISSA,MAYURBHANJA,BETANATI,1016,1015,152,0,0
ORISSA,MAYURBHANJA,BIJATALA,1343,1133,219,0,0
ORISSA,MAYURBHANJA,BISOI,2126,2046,134,0,0
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,569,533,36,0,0
ORISSA,MAYURBHANJA,JAMADA,593,540,19,0,40
ORISSA,MAYURBHANJA,JASIPUR,2550,2459,884,0,0
ORISSA,MAYURBHANJA,KAPTIPADA,659,651,13,0,0
ORISSA,MAYURBHANJA,KARANJIA,2494,2288,627,0,0
ORISSA,MAYURBHANJA,KHUNTA,1280,1249,44,0,0
ORISSA,MAYURBHANJA,KULIANA,190,190,129,0,0
ORISSA,MAYURBHANJA,KUSUMI,1590,1424,224,0,0
ORISSA,MAYURBHANJA,MURUDA,1808,1805,973,0,0
ORISSA,MAYURBHANJA,RARUAN,1532,1497,241,0,0
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,594,497,227,0,0
ORISSA,MAYURBHANJA,RIRANGAPUR,832,695,112,0,25
ORISSA,MAYURBHANJA,SAMAKHUNTA,1371,1371,550,3,3
ORISSA,MAYURBHANJA,SARASAKANA,452,452,313,0,0
ORISSA,MAYURBHANJA,SUKRULI,524,363,170,0,0
ORISSA,MAYURBHANJA,SULIAPADA,598,560,218,0,0
ORISSA,MAYURBHANJA,THAKURMUNDA,336,336,163,0,0
ORISSA,MAYURBHANJA,TIRING,542,446,256,0,0
ORISSA,MAYURBHANJA,UDALA,4044,3867,492,55,7
ORISSA,NAWARANGAPUR,CHANDAHANDI,28,28,14,0,0
ORISSA,NAWARANGAPUR,DABUGAON,53,53,6,0,0
ORISSA,NAWARANGAPUR,JHARIGAON,237,237,68,0,0
ORISSA,NAWARANGAPUR,KOSAGUMUDA,36,36,2,0,0
ORISSA,NAWARANGAPUR,NANDAHANDI,510,510,32,1,0
ORISSA,NAWARANGAPUR,NAWARANGPUR,650,650,51,0,0
ORISSA,NAWARANGAPUR,PAPADAHANDI,414,414,11,0,0
ORISSA,NAWARANGAPUR,RAIGHAR,154,154,0,0,0
ORISSA,NAWARANGAPUR,TENTULIKHUNTI,420,420,85,0,0
ORISSA,NAWARANGAPUR,UMARKOTE,425,405,92,0,0
ORISSA,NAYAGARH,BHAPUR,127,100,43,13,3
ORISSA,NAYAGARH,DASAPALLA,2616,2362,828,0,0
ORISSA,NAYAGARH,GANIA,1078,837,174,54,16
ORISSA,NAYAGARH,KHANDAPARA,1752,1544,526,212,2
ORISSA,NAYAGARH,NAYAGARH,1388,1223,142,83,20
ORISSA,NAYAGARH,NUAGAON,2152,1633,351,191,0
ORISSA,NAYAGARH,ODAGAON,3939,3677,291,3,0
ORISSA,NAYAGARH,RANAPUR,2105,2079,624,4,0
ORISSA,NUAPADA,BODEN,1319,1318,5,0,0
ORISSA,NUAPADA,KHARIAR,2992,1768,1037,43,162
ORISSA,NUAPADA,KOMANA,3492,3362,300,0,0
ORISSA,NUAPADA,NUAPADA,6003,5682,390,12,4
ORISSA,NUAPADA,SINAPALI,3194,3148,54,0,0
ORISSA,PURI,BRAHMAGIRI,162,0,162,0,0
ORISSA,PURI,DELANGA,4,0,4,0,0
ORISSA,PURI,GOP,49,0,49,0,0
ORISSA,PURI,KAKATPUR,52,0,52,0,0
ORISSA,PURI,KANAS,237,162,75,0,0
ORISSA,PURI,NIMAPARA,118,15,103,0,0
ORISSA,PURI,PIPILI,17,3,14,0,0
ORISSA,PURI,PURISADAR,615,1,614,0,0
ORISSA,RAYAGADA,BISAMCUTTACK,3101,3098,355,1,10
ORISSA,RAYAGADA,CHANDRAPUR,1107,1105,250,0,0
ORISSA,RAYAGADA,GUDARI,3077,3010,81,0,0
ORISSA,RAYAGADA,GUNUPUR,4076,4075,481,0,0
ORISSA,RAYAGADA,K.SINGPUR,6461,6450,1620,0,0
ORISSA,RAYAGADA,KASHIPUR,5873,5392,1601,61,11
ORISSA,RAYAGADA,KOLNARA,4522,4460,753,0,0
ORISSA,RAYAGADA,MUNIGUDA,2300,2279,152,40,1
ORISSA,RAYAGADA,PADMAPUR,3212,3220,90,0,0
ORISSA,RAYAGADA,RAMNAGUDA,4281,4281,305,5,0
ORISSA,RAYAGADA,RAYAGADA,5189,5113,1178,37,0
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,1513,1513,813,2,0
ORISSA,SAMBALPUR,GOVINDAPUR,2535,2466,516,0,0
ORISSA,SAMBALPUR,JAMANKIRA,1465,1456,268,0,0
ORISSA,SAMBALPUR,JUJUMURA,1461,1460,426,5,0
ORISSA,SAMBALPUR,KUCHINDA,1740,1716,270,0,0
ORISSA,SAMBALPUR,MANESWAR,1664,1515,250,0,0
ORISSA,SAMBALPUR,NAKTIDEUL,6065,5774,888,39,1
ORISSA,SAMBALPUR,RAIRAKHOLA,643,638,59,0,0
ORISSA,SAMBALPUR,RENGALI,1635,1614,471,17,0
ORISSA,SONEPUR,BINIKA,3099,3156,789,0,0
ORISSA,SONEPUR,BIRMAHARAJPUR,3824,3824,0,0,0
ORISSA,SONEPUR,DUNGURIPALI,546,546,523,0,0
ORISSA,SONEPUR,SONEPUR,899,829,71,0,0
ORISSA,SONEPUR,TARAVA,1055,1030,25,0,0
ORISSA,SONEPUR,ULLUNDA,2539,2539,50,0,0
ORISSA,SUNDARGARH,BADAGAON,1134,1115,180,0,0
ORISSA,SUNDARGARH,BALISANKARA,1082,940,312,0,0
ORISSA,SUNDARGARH,BISHRA,157,154,18,0,0
ORISSA,SUNDARGARH,BONAI,463,375,88,0,0
ORISSA,SUNDARGARH,GURUNDIA,491,407,204,3,1
ORISSA,SUNDARGARH,HEMAGIRI,484,393,242,10,0
ORISSA,SUNDARGARH,KOIDA,244,159,95,10,0
ORISSA,SUNDARGARH,KUANRAMUNDA,312,312,130,0,0
ORISSA,SUNDARGARH,KUTRA,509,409,126,0,0
ORISSA,SUNDARGARH,LAHUNIPADA,1354,1179,275,0,0
ORISSA,SUNDARGARH,LATHIKATA,165,92,115,0,0
ORISSA,SUNDARGARH,LEPHRIPADA,5345,4634,2238,0,1
ORISSA,SUNDARGARH,NUAGAON,130,64,76,0,0
ORISSA,SUNDARGARH,RAJAGANGAPUR,153,153,28,0,0
ORISSA,SUNDARGARH,SUBDEGA,538,395,192,0,0
ORISSA,SUNDARGARH,SUNDARGARH,1821,1789,418,0,0
ORISSA,SUNDARGARH,TANGARPALI,887,887,41,0,0
PONDICHERRY,KARAIKAL,KARAIKAL,991,0,991,0,0
PONDICHERRY,KARAIKAL,KOTTUCHERRY,1084,4,1091,0,0
PONDICHERRY,KARAIKAL,NEDUNGADU,1920,9,1911,0,0
PONDICHERRY,KARAIKAL,NERAVY,961,2,961,0,0
PONDICHERRY,KARAIKAL,THIRUNALLAR,3257,1924,1334,0,0
PONDICHERRY,KARAIKAL,TRPATTINAM,650,0,650,0,0
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,83,83,0,0,0
PONDICHERRY,PONDICHERRY,BAHOUR,1012,742,306,54,0
PONDICHERRY,PONDICHERRY,MANNADIPET,128,128,0,0,0
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,595,595,0,0,0
PONDICHERRY,PONDICHERRY,VILLIANUR,72,73,0,0,0
PONDICHERRY,YANAM,YANAM,1173,866,944,5,174
PUNJAB,GURDASPUR,DHARKALAN,347,317,307,0,0
PUNJAB,GURDASPUR,PATHANKOT,110,110,110,0,0
PUNJAB,HOSHIARPUR,BHUNGA,210,210,210,10,0
PUNJAB,HOSHIARPUR,TALWARA,17,17,11,0,0
PUNJAB,MOGA,NIHAL SINGH WALA,59,59,59,0,0
PUNJAB,PATIALA,PATRAN,200,200,200,0,0
PUNJAB,ROPAR,ANANDPUR SAHIB,1244,1230,1244,0,0
PUNJAB,ROPAR,KHARAR,1227,1227,1227,0,0
PUNJAB,ROPAR,ROPAR,288,288,287,0,0
RAJASTHAN,AJMER,BEAWAR,1829,813,1544,0,0
RAJASTHAN,AJMER,BHINAI,9187,9286,5142,0,0
RAJASTHAN,AJMER,KEKRI,6572,3224,6570,0,10
RAJASTHAN,AJMER,KISHANGARH,3196,2360,2836,0,0
RAJASTHAN,AJMER,MASUDA,1014,719,810,0,0
RAJASTHAN,AJMER,NASIRABAD,2869,2059,1746,0,0
RAJASTHAN,AJMER,PISAGAON,656,224,502,0,0
RAJASTHAN,AJMER,SARWAD,6992,649,6620,12,792
RAJASTHAN,ALWAR,ALWAR,635,516,635,0,0
RAJASTHAN,ALWAR,THANAGAZI,1,0,1,0,0
RAJASTHAN,BANSWARA,BAGIDORA,399,6,393,0,0
RAJASTHAN,BANSWARA,BANSWARA,1202,0,1202,0,0
RAJASTHAN,BANSWARA,GADHI,1527,546,1215,318,133
RAJASTHAN,BANSWARA,GHATOL,22,0,22,0,0
RAJASTHAN,BANSWARA,KUSHALGARH,772,0,772,0,0
RAJASTHAN,BARAN,ATRU,6507,4060,6636,498,0
RAJASTHAN,BARAN,BARAN,1162,337,950,0,0
RAJASTHAN,BARAN,KISHANGANJ,3578,1778,3219,0,0
RAJASTHAN,BARAN,SHAHABAD,2529,646,2420,0,0
RAJASTHAN,BHARATPUR,BAYANA,290,0,290,0,0
RAJASTHAN,BHARATPUR,KAMAN,944,0,844,0,100
RAJASTHAN,BHARATPUR,ROOPBAS,710,0,710,0,0
RAJASTHAN,BHILWARA,ASIND,666,670,599,0,0
RAJASTHAN,BHILWARA,BANEDA,4186,3444,2007,0,0
RAJASTHAN,BHILWARA,BHILWARA,1134,86,1049,0,0
RAJASTHAN,BHILWARA,BIJOLIYA,71,66,77,0,0
RAJASTHAN,BHILWARA,HURDA,1304,922,407,0,0
RAJASTHAN,BHILWARA,JAHAJPUR,4042,1363,3055,0,0
RAJASTHAN,BHILWARA,KOTADI,2300,1245,2229,0,0
RAJASTHAN,BHILWARA,MANDAL,5650,4980,4008,0,100
RAJASTHAN,BHILWARA,MANDALGARH,2184,1008,1176,0,0
RAJASTHAN,BHILWARA,RAIPUR,1172,1064,691,0,0
RAJASTHAN,BHILWARA,SAHADA,2400,1982,1930,0,65
RAJASTHAN,BHILWARA,SHAHPURA,3072,2869,2961,0,0
RAJASTHAN,BUNDI,BUNDI,822,613,289,0,0
RAJASTHAN,BUNDI,HINDOLI,51,0,45,6,0
RAJASTHAN,BUNDI,NAINWA,943,347,709,0,265
RAJASTHAN,CHITTORGARH,BENGU,912,645,655,0,0
RAJASTHAN,CHITTORGARH,CHITTORGARH,81,5,78,0,0
RAJASTHAN,CHITTORGARH,GANGARAR,302,309,240,20,0
RAJASTHAN,CHITTORGARH,KAPASAN,137,98,41,0,0
RAJASTHAN,CHITTORGARH,NIMBAHERA,87,0,87,0,14
RAJASTHAN,CHITTORGARH,RAWATBHATA,1189,622,1033,0,6
RAJASTHAN,DAUSA,DAUSA,45,0,45,0,0
RAJASTHAN,DAUSA,LALSOT,100,6,94,0,0
RAJASTHAN,DHOLPUR,BARI,1983,216,1826,0,0
RAJASTHAN,DHOLPUR,BASERI,96,0,96,0,0
RAJASTHAN,DHOLPUR,DHOLPUR,520,0,520,0,0
RAJASTHAN,DUNGARPUR,ASPUR,115,100,15,0,0
RAJASTHAN,DUNGARPUR,DUNGARPUR,763,219,770,5,0
RAJASTHAN,DUNGARPUR,SAGWARA,315,98,330,2,57
RAJASTHAN,DUNGARPUR,SIMALWARA,822,0,822,0,0
RAJASTHAN,JAIPUR,CHAKSU,2,0,2,0,0
RAJASTHAN,JAIPUR,JAIPUR,79,0,79,0,0
RAJASTHAN,JAIPUR,PHAGI,1863,71,1863,0,0
RAJASTHAN,JAIPUR,SANGANER,51,3,47,0,1
RAJASTHAN,JAISALMER,JAISALMER,3,0,3,0,0
RAJASTHAN,JALORE,AHORE,32,0,69,0,0
RAJASTHAN,JHALAWAR,AKLERA,2531,2,2513,1,104
RAJASTHAN,JHALAWAR,JHALARA PATAN,812,0,812,0,0
RAJASTHAN,JHALAWAR,KHANPUR,492,0,492,0,0
RAJASTHAN,JHUNJHUNU,NAWALGARH,12,5,10,0,0
RAJASTHAN,KAROLI,KAROLI,17,0,17,0,0
RAJASTHAN,KAROLI,MANDRAYAL,17,1,15,0,0
RAJASTHAN,KAROLI,NADOTI,3796,17,3795,2,0
RAJASTHAN,KAROLI,SAPOTRA,426,0,426,0,0
RAJASTHAN,KAROLI,TODA BHIM,2962,0,2962,0,0
RAJASTHAN,KOTA,DIGOD,317,0,317,0,0
RAJASTHAN,KOTA,LADPURA,556,320,277,0,0
RAJASTHAN,KOTA,PIPALLDA,0,0,0,0,0
RAJASTHAN,KOTA,RAMGANJMANDI,38,0,38,0,0
RAJASTHAN,NAGAUR,DEGANA,1113,0,1113,0,0
RAJASTHAN,NAGAUR,NAGAUR,29,22,27,0,0
RAJASTHAN,PALI,BALI,1619,1388,235,0,0
RAJASTHAN,PALI,DESURI,135,76,70,0,0
RAJASTHAN,PALI,JAITARAN,134,25,114,0,5
RAJASTHAN,PALI,MARWAR JUNCTION,539,0,587,0,0
RAJASTHAN,PALI,PALI,1005,0,0,840,165
RAJASTHAN,PALI,RAIPUR,2995,1650,2229,0,0
RAJASTHAN,PALI,SOJAT,3781,0,3781,0,0
RAJASTHAN,PALI,SUMERPUR,1138,189,949,0,0
RAJASTHAN,RAJSAMAND,AMET,635,274,411,0,0
RAJASTHAN,RAJSAMAND,BHIM,661,550,622,0,4
RAJASTHAN,RAJSAMAND,DEVGARH,60,50,62,0,0
RAJASTHAN,RAJSAMAND,KUMBHALGARH,222,73,152,34,12
RAJASTHAN,RAJSAMAND,NATHDWARA,938,199,749,3,1
RAJASTHAN,RAJSAMAND,RAILMAGRA,123,123,103,21,11
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,723,0,732,0,0
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,1195,0,1195,0,0
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,233,0,233,0,0
RAJASTHAN,SIROHI,ABUROAD,37,13,25,7,11
RAJASTHAN,SIROHI,PINDWARA,988,1,987,0,1
RAJASTHAN,SIROHI,REVDAR,113,0,117,0,0
RAJASTHAN,SIROHI,SHIVGANJ,1716,138,1550,28,11
RAJASTHAN,TONK,DEOLI,3125,0,3156,0,0
RAJASTHAN,TONK,MALPURA,7195,2126,6477,0,0
RAJASTHAN,TONK,NIWAI,9,0,9,0,0
RAJASTHAN,TONK,PEEPLU,579,0,579,0,0
RAJASTHAN,TONK,TODARAI SINGH,4044,205,4105,0,0
RAJASTHAN,TONK,TONK,1846,0,1846,0,0
RAJASTHAN,TONK,UNIYARA,2555,0,2641,0,0
RAJASTHAN,UDAIPUR,DHARIYAVAD,20,12,12,0,0
RAJASTHAN,UDAIPUR,GIRWA,752,118,625,132,32
RAJASTHAN,UDAIPUR,GOGUNDA,383,0,383,0,0
RAJASTHAN,UDAIPUR,JHADOL,379,32,364,2,0
RAJASTHAN,UDAIPUR,KHERWADA,1783,66,1717,0,0
RAJASTHAN,UDAIPUR,KOTRA,231,229,231,0,0
RAJASTHAN,UDAIPUR,MAWLI,27,0,27,0,0
RAJASTHAN,UDAIPUR,SALUMBER,1111,0,1110,9,21
SIKKIM,EAST,AHO-YANGTAM,563,299,157,83,78
SIKKIM,EAST,AMBA,74,50,18,13,7
SIKKIM,EAST,ARITAR,118,90,23,10,8
SIKKIM,EAST,ASSAM-LINGZEY,652,360,107,189,104
SIKKIM,EAST,BYANG-PHENGYONG,69,44,15,6,5
SIKKIM,EAST,CENTRAL PENDAM,162,103,41,13,7
SIKKIM,EAST,CHANGE SENTI,177,124,20,52,12
SIKKIM,EAST,CHUJACHEN,9,5,2,1,1
SIKKIM,EAST,DHOLEPCHEN,48,32,11,4,6
SIKKIM,EAST,EAST PENDAM,156,102,36,12,8
SIKKIM,EAST,KHAMDONG,64,41,24,4,4
SIKKIM,EAST,LATUK-CHOCHENPEHRI,65,41,12,22,1
SIKKIM,EAST,LINGDOK-PENLONG,505,281,164,51,29
SIKKIM,EAST,LINGTAM PHADAMCHEN,12,10,1,1,0
SIKKIM,EAST,LINKEY-TARETHANG,132,107,32,8,10
SIKKIM,EAST,MARTAM-NAZITAM,848,533,244,52,43
SIKKIM,EAST,NAMCHEY BUNG,194,109,73,20,13
SIKKIM,EAST,PACHEYKHANI,223,124,79,21,20
SIKKIM,EAST,PAKYONG,63,39,19,13,1
SIKKIM,EAST,PREMLAKHA SUBANEDARA,2,2,1,0,0
SIKKIM,EAST,RAKDONG,184,95,60,18,12
SIKKIM,EAST,RANKA-BARBING,804,499,300,46,7
SIKKIM,EAST,RAWATER-RUMTEK,350,231,146,8,5
SIKKIM,EAST,REY-MENDU,248,183,78,3,1
SIKKIM,EAST,RHEGOH,6,4,1,1,0
SIKKIM,EAST,RHENAK-TARPIN,20,15,5,2,3
SIKKIM,EAST,RIWA-PARKHA,162,113,39,27,7
SIKKIM,EAST,ROLEP-LAMATEN,12,4,6,2,3
SIKKIM,EAST,SAMDUR,178,84,44,21,38
SIKKIM,EAST,SAMLIK-MARCHAK,396,224,158,51,24
SIKKIM,EAST,SICHEYGAON,171,122,63,5,2
SIKKIM,EAST,SIMIK-LINGZEY,110,65,30,11,7
SIKKIM,EAST,SUMEN-LINGZEY,180,114,41,14,11
SIKKIM,EAST,SUNDUNGLAKHA,41,25,7,5,4
SIKKIM,EAST,TAZA,54,87,28,6,11
SIKKIM,EAST,THATHANGCHEN,276,144,58,53,35
SIKKIM,EAST,TUMEN KAMBAL,915,561,287,51,35
SIKKIM,EAST,WEST PENDAM,280,187,73,17,13
SIKKIM,NORTH,BARFOK-LINGDONG,113,74,40,7,8
SIKKIM,NORTH,HEE-GYATHANG,210,147,114,0,0
SIKKIM,NORTH,KABI-TINGDA,94,46,31,11,16
SIKKIM,NORTH,LACHUNG,33,7,13,8,8
SIKKIM,NORTH,LINGTHEM-LINGDEM,35,26,15,0,0
SIKKIM,NORTH,LUM-GOR-SANGTOK,134,107,49,6,3
SIKKIM,NORTH,MEN RONGONG,45,19,17,5,11
SIKKIM,NORTH,NAMOK-SHEYAM,173,103,49,28,26
SIKKIM,NORTH,PHENSONG,41,15,10,9,11
SIKKIM,NORTH,RAMTHANG-TANGYEK,44,16,18,5,6
SIKKIM,NORTH,RINGHIM-NAMPATAM,147,86,32,25,18
SIKKIM,NORTH,RONGONG-TUMLANG,177,87,62,16,26
SIKKIM,NORTH,SAKYONG-PENTUNG,96,74,35,0,0
SIKKIM,NORTH,SHIP-GER,126,100,26,0,0
SIKKIM,NORTH,TINGBONG,70,50,30,20,0
SIKKIM,NORTH,TINGCHIM-MANGSHILA,195,106,73,29,26
SIKKIM,NORTH,TSUNGTHANG,6,5,3,2,1
SIKKIM,NORTH,TUNG-NAGA,51,28,17,9,10
SIKKIM,SOUTH,BARFUNG-ZURUNG,186,145,41,18,5
SIKKIM,SOUTH,BARNYAK-TOKAL,403,230,148,17,8
SIKKIM,SOUTH,BEN-NAMPHRIK,143,93,52,11,3
SIKKIM,SOUTH,BRONG-PHAMTHANG,142,110,39,14,5
SIKKIM,SOUTH,KEWZING-BAKKHIM,172,141,43,10,11
SIKKIM,SOUTH,LAMTING-TINGMO,69,53,26,7,4
SIKKIM,SOUTH,LIKSHIP,7,6,2,1,1
SIKKIM,SOUTH,LINGI PAIYONG,356,236,160,68,6
SIKKIM,SOUTH,LINGMO-KOLTHANG,369,301,133,5,17
SIKKIM,SOUTH,LONGCHOK-KAMAREY,12,10,4,0,0
SIKKIM,SOUTH,MAMLEY-KAMRANG,210,208,82,38,24
SIKKIM,SOUTH,MANIRAM-PHALIDARA,14,7,5,2,0
SIKKIM,SOUTH,MELLIDARA-PAIYONG,52,36,17,8,10
SIKKIM,SOUTH,MIKKHOLA-KITAM,134,135,49,1,7
SIKKIM,SOUTH,NAGI-MANEYDARA,67,64,43,9,17
SIKKIM,SOUTH,NAMPHING,266,143,90,27,6
SIKKIM,SOUTH,PARBING-CHUBA,34,27,19,6,10
SIKKIM,SOUTH,POKLOK-DENCHUNG,75,47,28,0,0
SIKKIM,SOUTH,RABONG-SANGMO,224,140,70,11,3
SIKKIM,SOUTH,RALONG-NAMLUNG,141,118,34,9,4
SIKKIM,SOUTH,RATEYPANI,96,74,43,12,14
SIKKIM,SOUTH,RONGBUL,35,24,11,2,7
SIKKIM,SOUTH,SADAM SUKRABREY,119,95,60,16,5
SIKKIM,SOUTH,SALGHARI,36,25,11,3,0
SIKKIM,SOUTH,SANGHANATH,14,11,6,3,0
SIKKIM,SOUTH,SINGHTHANG,15,10,6,2,0
SIKKIM,SOUTH,SOROK-SHYAMPANI,9,9,2,0,0
SIKKIM,SOUTH,SRIPATAM-NEH BRUM,411,343,150,7,15
SIKKIM,SOUTH,SUMBUK-KARTICHEY,49,41,17,1,3
SIKKIM,SOUTH,TEMI-TARKU,448,252,169,32,5
SIKKIM,SOUTH,TINGKITAM-RAYONG,170,165,33,5,2
SIKKIM,SOUTH,TURUK-RAMABUNG,41,37,24,6,4
SIKKIM,SOUTH,TURUNG-PAMPHOK,104,71,49,17,20
SIKKIM,SOUTH,WAK-OMCHU,161,138,34,7,5
SIKKIM,SOUTH,YANGANG-RANGANG,139,121,54,0,0
SIKKIM,WEST,ARITHANG CHONGRANG,121,68,37,21,8
SIKKIM,WEST,BANGTEN-KARMATAR,340,254,115,10,23
SIKKIM,WEST,BARNYAK-MARTAM,297,288,116,2,3
SIKKIM,WEST,CHAKUNG,20,13,2,2,3
SIKKIM,WEST,CHINTHANG,44,39,14,2,1
SIKKIM,WEST,CHUMBONG,22,13,4,2,2
SIKKIM,WEST,DARAP,265,120,38,121,9
SIKKIM,WEST,DENTAM,377,265,136,22,8
SIKKIM,WEST,DEYTHANG,24,20,7,1,2
SIKKIM,WEST,DODAK BURIKHOP,69,69,27,2,0
SIKKIM,WEST,GERETHANG,194,153,40,14,6
SIKKIM,WEST,GYALSHING-UMCHUNG,155,108,46,10,8
SIKKIM,WEST,HEE,118,95,37,17,7
SIKKIM,WEST,KARCHI MANGNAM,36,20,11,20,1
SIKKIM,WEST,KHANISHRBUNG-SAMDONG,32,22,6,4,2
SIKKIM,WEST,KONGRI LABDANG,40,13,12,20,1
SIKKIM,WEST,LINGCHOM-TIKJYA,397,217,166,36,19
SIKKIM,WEST,LONGCHOK-SALYANGDANG,20,20,8,0,0
SIKKIM,WEST,LOWER-FAMBONG,230,130,52,22,35
SIKKIM,WEST,MALBASEY,97,64,27,8,8
SIKKIM,WEST,MANEYBUNG-SOPAKHA,236,175,71,4,10
SIKKIM,WEST,MELLI,63,29,18,27,1
SIKKIM,WEST,RUMBUK,44,40,16,2,1
SIKKIM,WEST,SAMDONG,43,35,14,6,4
SIKKIM,WEST,SAMSING-GELING,4,4,2,0,0
SIKKIM,WEST,SANGDORJI-RINCHNPONG,90,85,37,10,2
SIKKIM,WEST,SANGKHU-RADUKHANDU,414,273,101,58,0
SIKKIM,WEST,SARDONG-LUNGZIK,77,50,28,7,1
SIKKIM,WEST,SIKTAM-TIKPUR,5,5,2,0,2
SIKKIM,WEST,SINGLING,18,1,14,4,1
SIKKIM,WEST,SINGYANG-CHONGRUNG,121,62,36,27,0
SIKKIM,WEST,SORENG,61,50,14,3,1
SIKKIM,WEST,TASHIDING,104,84,18,5,11
SIKKIM,WEST,THINGLE-KHACHODPALRI,162,54,40,82,26
SIKKIM,WEST,TIMBURBONG,31,20,9,2,3
SIKKIM,WEST,UPPER-FAMBONG,62,62,25,0,0
SIKKIM,WEST,YANGTEN,281,152,123,39,22
SIKKIM,WEST,YANGTHANG-KYONGSA,136,90,62,10,5
SIKKIM,WEST,YUKSAM,165,94,27,32,20
SIKKIM,WEST,ZOOM,3,1,1,1,1
TAMIL NADU,COIMBATORE,ANNUR,40,65,14,14,13
TAMIL NADU,COIMBATORE,KUDIMANGALAM,54,36,18,23,30
TAMIL NADU,COIMBATORE,METTUPALAYAM,1541,1090,554,828,514
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,432,292,144,250,144
TAMIL NADU,COIMBATORE,THONDAMUTHUR,136,95,45,77,45
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,4252,4808,1420,1588,1419
TAMIL NADU,CUDDALORE,KAMMAPURAM,281,49,246,0,0
TAMIL NADU,CUDDALORE,KURINJIPADY,2435,1581,2065,15,3
TAMIL NADU,CUDDALORE,MANGALORE,128,144,99,0,0
TAMIL NADU,CUDDALORE,NALLUR,2009,363,1708,1,713
TAMIL NADU,CUDDALORE,PARANGIPETTAI,2,0,0,2,0
TAMIL NADU,CUDDALORE,VRIDHACHALAM,870,293,761,30,44
TAMIL NADU,DHARMAPURI,BARUGUR,880,880,846,858,205
TAMIL NADU,DHARMAPURI,HARUR,9,9,8,8,1
TAMIL NADU,DHARMAPURI,HOSUR,959,958,913,918,107
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,1456,1456,1429,1428,288
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),1923,1923,1854,1850,0
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,334,334,318,334,25
TAMIL NADU,DHARMAPURI,MATHUR,571,571,542,548,0
TAMIL NADU,DHARMAPURI,MORAPPUR,19,19,18,18,0
TAMIL NADU,DHARMAPURI,NALLAMPALLI,1,1,1,1,0
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,5,5,5,5,5
TAMIL NADU,DHARMAPURI,PENNAGARAM,15,15,14,14,0
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,322,322,308,311,12
TAMIL NADU,DHARMAPURI,THALLY,2779,2779,2663,2682,43
TAMIL NADU,DHARMAPURI,UTHANGARAI,3,3,3,3,0
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,683,683,654,672,25
TAMIL NADU,DINDIGUL,ATHOOR,2634,1895,2149,727,18
TAMIL NADU,DINDIGUL,BATLAGUNDU,371,370,366,0,0
TAMIL NADU,DINDIGUL,DINDIGUL,1132,702,698,164,45
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,591,561,551,0,0
TAMIL NADU,DINDIGUL,NATHAM,953,842,721,165,6
TAMIL NADU,DINDIGUL,NILAKOTTAI,444,288,314,72,183
TAMIL NADU,DINDIGUL,ODDANCHATRAM,348,280,256,27,1
TAMIL NADU,DINDIGUL,PALANI,2748,2661,2612,244,71
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,949,786,760,44,45
TAMIL NADU,DINDIGUL,SHANARPATTI,1069,758,1141,82,4
TAMIL NADU,DINDIGUL,THOPPAMPATTI,1738,1074,1330,72,57
TAMIL NADU,DINDIGUL,VADAMADURAI,1387,1391,912,25,0
TAMIL NADU,DINDIGUL,VEDASANDUR,1257,1261,811,0,0
