-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Surface Flow Schemes. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.9.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Surface Flow Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.9.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others
ARUNACHAL PRADESH,UPPER SUBANSIRI,NACHO,305,232,50,19,34
ARUNACHAL PRADESH,UPPER SUBANSIRI,TALIHA,30,30,0,0,0
ARUNACHAL PRADESH,WEST KAMENG,DIRANG,518,415,75,0,33
ARUNACHAL PRADESH,WEST KAMENG,KALAKTANG,751,464,290,0,0
ARUNACHAL PRADESH,WEST KAMENG,THRIZINO,522,462,138,0,0
ARUNACHAL PRADESH,WEST SIANG,ALONG,443,433,15,0,5
ARUNACHAL PRADESH,WEST SIANG,BASAR,547,558,54,23,17
ARUNACHAL PRADESH,WEST SIANG,GENSI,1019,801,218,0,0
ARUNACHAL PRADESH,WEST SIANG,KAYING PAYUM,1220,1220,0,0,0
ARUNACHAL PRADESH,WEST SIANG,LIROMOBA,1845,1840,26,0,0
ARUNACHAL PRADESH,WEST SIANG,MECHUKA,10,10,0,0,0
ARUNACHAL PRADESH,WEST SIANG,RUMGONG,3070,2980,0,0,190
ASSAM,BARPETA,BAJALI,122,80,3,35,4
ASSAM,BARPETA,GOBARDHANA,31,16,15,0,0
ASSAM,BARPETA,JALAH,332,324,8,0,0
ASSAM,BONGAIGAON,BOROBAZAR,12103,8682,3212,20,194
ASSAM,BONGAIGAON,MANIKPUR,115,70,45,0,0
ASSAM,BONGAIGAON,SIDLI- CHIRANG PT,514,500,14,0,100
ASSAM,CACHAR,BARJALENGA,190,110,34,0,46
ASSAM,CACHAR,LAKHIPUR,10,3,2,2,3
ASSAM,CACHAR,NARSINGPUR,32,20,12,0,0
ASSAM,CACHAR,PALANGHAT,35,23,13,0,0
ASSAM,CACHAR,SILCHAR,18,7,5,4,4
ASSAM,CACHAR,SONAI,162,79,83,0,0
ASSAM,DARRANG,BECHIMARI,1329,1260,44,0,25
ASSAM,DARRANG,BHERGAON,1870,1346,428,50,49
ASSAM,DARRANG,KALAIGAON,3405,2565,671,162,227
ASSAM,DARRANG,KHIRABARI,1360,1030,330,0,0
ASSAM,DARRANG,MAZBAT,43,12,9,9,13
ASSAM,DARRANG,PACHIM-MANGALDAI,160,102,28,20,14
ASSAM,DARRANG,PUB-MANGALDAI,1315,945,308,31,31
ASSAM,DARRANG,SIPAJHAR,221,221,56,0,0
ASSAM,DARRANG,UDALGURI,1134,974,130,0,30
ASSAM,DHUBRI,DEBITOLA,294,162,114,0,20
ASSAM,DHUBRI,MANKACHAR,85,62,62,0,0
ASSAM,GOALPARA,DUDHNAI,1149,1149,50,0,0
ASSAM,GOALPARA,JALESWAR,140,150,0,0,0
ASSAM,GOALPARA,KUSHDHAWA,7369,5846,410,205,978
ASSAM,GOALPARA,LAKHIPUR,55,50,0,0,5
ASSAM,GOLAGHAT,GAMARIGURI,334,176,208,132,20
ASSAM,HAILAKANDI,ALGAPUR,30,0,0,0,30
ASSAM,HAILAKANDI,HAILAKANDI,10,10,0,0,0
ASSAM,JORHAT,JORHAT CENTRAL,31,20,11,0,0
ASSAM,JORHAT,KALIAPANI,200,150,50,0,0
ASSAM,JORHAT,TITABAR,115,101,14,0,0
ASSAM,KAMRUP,BOKO BONGAON,4412,4411,1671,55,0
ASSAM,KAMRUP,BONGAON,3,2,1,0,0
ASSAM,KAMRUP,CHANDRAPUR,170,170,0,0,0
ASSAM,KAMRUP,CHHAYGAON,270,210,60,0,0
ASSAM,KAMRUP,DIMORIA,2,1,1,0,0
ASSAM,KAMRUP,RANI,1413,905,508,0,0
ASSAM,KARBIANGLONG,AMRI,1184,765,554,0,0
ASSAM,KARBIANGLONG,BOKAJAN,236,167,69,0,0
ASSAM,KARBIANGLONG,CHINTHONG,500,250,250,0,0
ASSAM,KARBIANGLONG,HOWRAGHAT,267,155,112,0,0
ASSAM,KARBIANGLONG,LONGSOMEPI,513,379,134,0,0
ASSAM,KARBIANGLONG,LUMBATANG,125,63,62,0,0
ASSAM,KARBIANGLONG,NILIP,458,260,205,0,0
ASSAM,KARBIANGLONG,RONGKHAG,3010,1618,1402,0,0
ASSAM,KARBIANGLONG,RONGMONGWAY,1020,626,394,0,0
ASSAM,KARBIANGLONG,SOCHENG,79,38,41,0,0
ASSAM,KARBIANGLONG,SOMILANGSO,565,324,241,0,0
ASSAM,KARIMGANJ,PATHERKANDI,220,136,180,0,0
ASSAM,KOKRAJHAR,DOTOMA,3324,8589,5290,2,1
ASSAM,KOKRAJHAR,KACHUGAON,1823,1732,160,0,0
ASSAM,KOKRAJHAR,KOKRAJHAR,1257,1247,241,0,0
ASSAM,KOKRAJHAR,SIDLI-CHIRANG PT,4295,3966,539,7,46
ASSAM,LAKHIMPUR,DHAKUAKHANA,680,410,270,0,0
ASSAM,LAKHIMPUR,NARAYANPUR,785,773,71,0,0
ASSAM,MORIGAON,BHUR- BANDHA,5,3,2,0,0
ASSAM,MORIGAON,MAYONG,20,20,0,0,0
ASSAM,NAGOAN,BARHAMPUR,216,211,506,0,0
ASSAM,NAGOAN,BINNAKANDI,4,4,4,0,0
ASSAM,NAGOAN,KALIABOR,150,100,50,0,0
ASSAM,NAGOAN,KATHITOLI,317,102,142,73,0
ASSAM,NAGOAN,KHAGARIJAN,8,0,8,0,0
ASSAM,NAGOAN,LIMDING DEV,4,5,2,0,2
ASSAM,NAGOAN,RAHA,90,97,76,35,0
ASSAM,NALBARI,BASKA,441,442,202,0,1
ASSAM,NALBARI,DHAMDHAMA,2106,2148,435,0,0
ASSAM,NALBARI,TAMULPUR,3,2,1,0,0
ASSAM,NC HILLS,DIYANG VELLEY,2069,2069,0,0,0
ASSAM,NC HILLS,DIYUNGBRA,427,422,5,0,0
ASSAM,NC HILLS,HARANGAJAO,951,951,0,0,0
ASSAM,NC HILLS,JATINGA VALLEY,299,299,0,0,0
ASSAM,NC HILLS,NEW SANGBAR,84,76,8,0,0
ASSAM,SIBSAGAR,DEMOW,40,40,20,0,0
ASSAM,SIBSAGAR,LAKWA,60,40,20,0,0
ASSAM,SIBSAGAR,NAZIRA,83,49,34,0,0
ASSAM,SIBSAGAR,SEPEKHATI,300,300,50,0,0
ASSAM,SIBSAGAR,SIBSAGAR,100,100,30,0,0
ASSAM,SONITPUR,BAGHMARA,2366,1700,666,0,0
ASSAM,SONITPUR,BALIPARA,5,5,0,0,0
ASSAM,SONITPUR,BEHELI,1280,1000,280,0,0
ASSAM,SONITPUR,BORCHALA,300,100,200,0,0
ASSAM,SONITPUR,CHATIA,1890,1890,80,0,0
ASSAM,SONITPUR,DHEKIAJULI,839,690,149,0,0
ASSAM,SONITPUR,NADUAR,1033,1033,0,0,0
ASSAM,SONITPUR,PUB-CHAIDUAR,120,60,60,0,0
ASSAM,SONITPUR,SOKAMATHA,1676,1150,526,0,0
BIHAR,ARARIA,BHARGAMA,183,175,177,0,0
BIHAR,AURANGABAD,AURANGABAD,1178,1353,16,10,43
BIHAR,AURANGABAD,BARUN,364,361,421,0,6
BIHAR,AURANGABAD,DEO,5238,4614,1219,10,20
BIHAR,AURANGABAD,GOH,1159,1146,23,3,0
BIHAR,AURANGABAD,HASPURA,31,69,57,1,2
BIHAR,AURANGABAD,KUTUMBA,461,419,110,5,15
BIHAR,AURANGABAD,MADANPUR,7271,7188,2011,49,38
BIHAR,AURANGABAD,NABINAGAR,14628,13327,2471,126,480
BIHAR,AURANGABAD,OBRA,254,239,215,0,0
BIHAR,AURANGABAD,RAFIGANAJ,3924,3613,327,8,30
BIHAR,BANKA,AMARPUR,1892,1534,418,0,0
BIHAR,BANKA,BANKA,1079,824,499,23,1
BIHAR,BANKA,BARAHAT,3226,2391,1184,0,8
BIHAR,BANKA,BELHAR,2491,2315,1523,220,0
BIHAR,BANKA,BOUNSI,885,1403,416,78,0
BIHAR,BANKA,CHANAN,1645,1535,514,210,40
BIHAR,BANKA,DHORAIYA,6087,5995,3321,35,11
BIHAR,BANKA,KATORIYA,4403,3632,1287,55,48
BIHAR,BANKA,PHULLIDUMER,1300,1062,369,10,149
BIHAR,BANKA,RAJOUN,6178,3176,2588,357,139
BIHAR,BANKA,SAMBHUGANJ,10614,6443,3868,148,674
BIHAR,BEGUSARAI,BACHHAWARA,1384,19,1383,0,0
BIHAR,BEGUSARAI,BAKHRI,1270,415,432,471,378
BIHAR,BEGUSARAI,GADHPURA,6,0,6,0,0
BIHAR,BEGUSARAI,S.KAMAL,90,0,90,0,0
BIHAR,BHAGALPUR,GOURADIH,233,182,88,8,0
BIHAR,BHAGALPUR,JAGDISHPUR,176,179,15,0,0
BIHAR,BHAGALPUR,KHARIK,200,200,0,0,0
BIHAR,BHAGALPUR,PIRPAINTY,619,387,430,29,0
BIHAR,BHAGALPUR,SANHAULA,2554,2140,778,61,113
BIHAR,BHAGALPUR,SHAHKUND,437,398,135,1,0
BIHAR,BHAGALPUR,SULTANGANJ,2,2,0,0,0
BIHAR,BHOJPUR,JAGDISHPUR,787,796,0,0,0
BIHAR,BHOJPUR,PIRO,1654,1617,618,0,0
BIHAR,BHOJPUR,SAHAR,630,593,35,2,0
BIHAR,BHOJPUR,SANDESH,150,121,30,0,0
BIHAR,BHOJPUR,UDWANTNAGAR,292,292,110,0,0
BIHAR,BUXAR,ITARHI,204,165,147,9,7
BIHAR,BUXAR,NAWANAGAR,32,7,15,7,4
BIHAR,EAST CHAMPARAN,CHIRIYA,96,36,51,19,0
BIHAR,EAST CHAMPARAN,KALYANPUR,742,400,342,0,0
BIHAR,GAYA,AMAS,1931,1511,1,0,442
BIHAR,GAYA,ATRI,1564,1407,202,0,185
BIHAR,GAYA,BANKE BAZAR,2402,1874,246,0,343
BIHAR,GAYA,BARACHATTY,2251,2275,43,0,5
BIHAR,GAYA,BATHANI,4518,4481,34,0,9
BIHAR,GAYA,BELAGANJ,2588,2622,0,0,46
BIHAR,GAYA,BODHGAYA,1269,1199,318,7,108
BIHAR,GAYA,DOBHI,1716,2039,387,32,62
BIHAR,GAYA,DUMARIYA,5343,5185,282,55,162
BIHAR,GAYA,FATEHPUR,6683,6287,1901,25,58
BIHAR,GAYA,GAYA NAGAR,3543,3597,310,195,332
BIHAR,GAYA,GURARU,6492,5874,580,66,70
BIHAR,GAYA,GURUA,7800,7988,590,4,35
BIHAR,GAYA,IMAMGANJ,3997,4159,573,0,131
BIHAR,GAYA,KHIZARSARAI,1862,1685,369,0,71
BIHAR,GAYA,KONCH,6653,5628,1228,0,243
BIHAR,GAYA,MANPUR,5362,4862,385,128,143
BIHAR,GAYA,MOHANPUR,2159,2110,325,0,9
BIHAR,GAYA,PARAIYA,4226,3681,106,0,600
BIHAR,GAYA,SHERGHATTY,4354,4952,287,29,84
BIHAR,GAYA,TANKUPPA,3853,2907,730,9,576
BIHAR,GAYA,TEKARI,3965,4423,388,5,46
BIHAR,GAYA,WAZIRGANJ,14325,13768,258,48,708
BIHAR,GOPAALGANJ,BAIKUNTHPUR,135,14,78,20,25
BIHAR,GOPAALGANJ,BARAULI,10,5,5,0,0
BIHAR,GOPAALGANJ,BIJAIPUR,3,1,2,0,0
BIHAR,GOPAALGANJ,HATHUA,507,433,527,10,0
BIHAR,GOPAALGANJ,MANJHA,6,4,2,0,0
BIHAR,GOPAALGANJ,PHULWARIYA,12,3,7,2,1
BIHAR,JAMUI,ALIGANJ,11635,11635,0,0,0
BIHAR,JAMUI,BARHAT,436,238,198,0,0
BIHAR,JAMUI,CHAKAI,4850,4572,753,55,21
BIHAR,JAMUI,GHIDHOR,868,832,189,0,0
BIHAR,JAMUI,JAMUI,4062,3584,567,0,0
BIHAR,JAMUI,JHAJHA,638,535,98,30,0
BIHAR,JAMUI,KHAIRA,3212,3146,983,9,1
BIHAR,JAMUI,LAXMIPUR,5696,5713,136,0,0
BIHAR,JAMUI,SIKANDARA,7365,7192,228,0,0
BIHAR,JAMUI,SONO,3758,2767,1565,95,145
BIHAR,JEHANABAD,ARWAL,1008,931,120,0,0
BIHAR,JEHANABAD,GHOSHI,1704,1757,0,9,0
BIHAR,JEHANABAD,HULASGANJ,1335,1334,0,0,1
BIHAR,JEHANABAD,JEHANABAD,3572,3544,41,0,0
BIHAR,JEHANABAD,KAKO,927,927,26,6,5
BIHAR,JEHANABAD,KARPI,347,387,86,4,3
BIHAR,JEHANABAD,KURTHA,16,16,0,0,0
BIHAR,JEHANABAD,MAKHDUMPUR,1735,1835,16,10,0
BIHAR,JEHANABAD,MODANGANJ,1281,1291,22,2,1
BIHAR,JEHANABAD,RATNI,2015,2042,1,0,0
BIHAR,KAIMUR (BHABUA),ADHAURA,650,539,134,0,0
BIHAR,KAIMUR (BHABUA),BHABUA,4401,2800,1740,0,0
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,2,135,101,0,0
BIHAR,KAIMUR (BHABUA),CHAINPUR,435,434,212,0,0
BIHAR,KAIMUR (BHABUA),CHAND,615,529,114,3,0
BIHAR,KAIMUR (BHABUA),MOHANIA,16,65,43,0,0
BIHAR,KAIMUR (BHABUA),NUAON,157,110,71,14,3
BIHAR,KAIMUR (BHABUA),RAMGARH,1049,659,448,17,7
BIHAR,KAIMUR (BHABUA),RAMPUR,90,85,5,0,0
BIHAR,KATIHAR,AZAMNAGAR,2,2,2,0,0
BIHAR,LAKHISARAI,BARHIYA,16,0,16,0,0
BIHAR,LAKHISARAI,HALSI,1931,1908,23,0,0
BIHAR,LAKHISARAI,LAKHISARAI,4827,4068,900,115,0
BIHAR,LAKHISARAI,PIPARYA,431,431,0,0,0
BIHAR,LAKHISARAI,RAMGHAR CHOK,793,778,43,0,0
BIHAR,LAKHISARAI,SURYAGARAH,1337,1129,235,3,1
BIHAR,MADHEPURA,SINGHESHWAR,50,30,35,0,0
BIHAR,MADHUBANI,BABUBARHI,195,86,117,16,4
BIHAR,MADHUBANI,BASOPATTI,1412,706,706,0,0
BIHAR,MADHUBANI,GHOGHARDIHA,355,125,125,55,50
BIHAR,MADHUBANI,JAYNAGAR,40,40,40,0,0
BIHAR,MADHUBANI,JHANJHARPUR,71,27,30,9,15
BIHAR,MADHUBANI,KHUTAUNA,1244,898,367,0,0
BIHAR,MADHUBANI,LAUKHI,225,96,94,0,35
BIHAR,MADHUBANI,MADHWAPUR,468,425,291,91,36
BIHAR,MADHUBANI,RAJNAGAR,8,7,7,0,0
BIHAR,MADHUBANI,ROHIKA,56,21,34,4,3
BIHAR,MUNGER,DHARAHARA,1740,1740,0,0,0
BIHAR,MUNGER,HAWALI KHAGARHPUR,3460,1903,1856,0,0
BIHAR,MUNGER,SANGRAMPUR,8,6,2,0,0
BIHAR,MUNGER,TARAPUR,27,13,13,4,0
BIHAR,MUNGER,TATIA BAMBAR,1675,1017,698,0,0
BIHAR,MUZAFFARPUR,AURAI,8,0,8,0,0
BIHAR,MUZAFFARPUR,MOTIPUR,81,46,92,4,42
BIHAR,NALANDA,ASTHAWAN,400,370,370,0,0
BIHAR,NALANDA,BEN,1800,1690,1536,0,0
BIHAR,NALANDA,BIND,800,680,655,0,0
BIHAR,NALANDA,CHANDI,700,650,608,0,0
BIHAR,NALANDA,EKANGARSARAI,800,748,643,0,0
BIHAR,NALANDA,GIRIYAK,2148,2082,1836,0,0
BIHAR,NALANDA,HARNAUT,534,530,451,0,0
BIHAR,NALANDA,HILSA,8836,8241,7510,0,0
BIHAR,NALANDA,ISLAMPUR,875,810,728,0,0
BIHAR,NALANDA,KARAIPARSURAI,3208,2965,2549,0,0
BIHAR,NALANDA,KATRISARAI,200,195,189,0,0
BIHAR,NALANDA,NOORSARAI,100,100,98,0,0
BIHAR,NALANDA,PARWALPUR,4820,4648,3565,0,0
BIHAR,NALANDA,RAJGIR,2800,2496,2243,0,0
BIHAR,NALANDA,SILAO,1050,862,804,0,0
BIHAR,NAWADA,AKBARPUR,7771,7618,197,2,2
BIHAR,NAWADA,GOVINDPUR,4070,4139,1268,19,12
BIHAR,NAWADA,HASUA,2935,3075,89,0,1
BIHAR,NAWADA,KASHICHAK,6788,5780,1378,641,82
BIHAR,NAWADA,KAWAKOLE,2562,2450,120,6,1
BIHAR,NAWADA,MESKAUR,5615,5237,836,0,0
BIHAR,NAWADA,NARDIGUNJ,5722,5890,0,50,0
BIHAR,NAWADA,NARHAT,628,284,154,119,92
BIHAR,NAWADA,NAWADA,8267,8674,245,9,1
BIHAR,NAWADA,PAKRIBRAWAN,111348,103280,5718,1214,1146
BIHAR,NAWADA,RAJAULI,6137,5237,1066,650,130
BIHAR,NAWADA,ROH,5264,4946,282,43,3
BIHAR,NAWADA,SIRDALA,2890,2989,73,28,0
BIHAR,NAWADA,WARISALIGUNJ,4479,4450,56,21,0
BIHAR,PATNA,MASAURHI,343,340,5,0,0
BIHAR,PATNA,PALIGANJ,4000,3991,2035,627,91
BIHAR,PATNA,PUNPUN,710,710,142,71,0
BIHAR,ROHTAS(SASARAM),CHENARI,1513,1252,525,3,0
BIHAR,ROHTAS(SASARAM),ROHTAS,203,200,44,0,4
BIHAR,ROHTAS(SASARAM),SASARAM,1163,1081,252,5,1
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,1999,1978,912,0,1
BIHAR,SARAN,GARKHA,70,6,55,3,13
BIHAR,SARAN,MAKER,270,157,187,35,11
BIHAR,SARAN,TRAIYA,77,22,23,18,17
BIHAR,SHEKHPURA,ARIYARI,3678,3256,609,25,25
BIHAR,SHEKHPURA,BARBIGHA,349,249,109,0,22
BIHAR,SHEKHPURA,CHEWARA,6,4,2,2,1
BIHAR,SHEKHPURA,GHAT KUSUMBHA,120,123,0,0,0
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,1954,1300,578,0,76
BIHAR,SHEKHPURA,SHEKHPURA,2197,2030,148,26,6
BIHAR,SITAMARHI,PUPARI,10,200,10,0,30
BIHAR,SITAMARHI,RUNNISAIDPUR,54,4,35,4,14
BIHAR,SITAMARHI,SONWARSA,530,225,280,35,10
BIHAR,SIWAN,BARHARIA,362,147,260,57,7
BIHAR,SIWAN,DARAULI,1345,197,1393,1,1
BIHAR,SIWAN,GOREAKOTHI,2,4,1,0,0
BIHAR,SIWAN,RAGHUNATHPUR,274,51,188,31,9
BIHAR,SUPAUL,MARAUNA,10,5,5,0,0
BIHAR,SUPAUL,TRIVENIGANJ,234,117,117,0,0
BIHAR,VAISHALI,BHAGWANPUR,30,10,20,3,2
BIHAR,VAISHALI,PATEDHI BELSAR,4,0,4,0,0
BIHAR,WEST CHAMPARAN,CHANPATIA,32,12,19,10,0
BIHAR,WEST CHAMPARAN,GAUNAHA,699,316,409,174,1
BIHAR,WEST CHAMPARAN,LAURIA,50,20,32,0,0
BIHAR,WEST CHAMPARAN,NARKATIAGANJ,1843,1545,910,323,0
BIHAR,WEST CHAMPARAN,SIDHAW,121,73,0,35,13
BIHAR,WEST CHAMPARAN,THAKRAHA,76,21,54,20,0
CHHATTISGARH,BASTER,JAGDALPUR,1840,1366,573,2,0
CHHATTISGARH,BASTER,KESHKAL,775,840,179,0,0
CHHATTISGARH,BASTER,KONDAGAON,2793,2366,625,0,0
CHHATTISGARH,BASTER,NARAYANPUR,1147,1146,4,0,1
CHHATTISGARH,BILASPUR,BELHA,2618,2691,733,0,0
CHHATTISGARH,BILASPUR,BILASPUR,422,337,238,0,13
CHHATTISGARH,BILASPUR,KOTA,1404,1084,462,0,0
CHHATTISGARH,BILASPUR,LORMI,874,867,27,0,0
CHHATTISGARH,BILASPUR,MASTURI,506,485,43,0,0
CHHATTISGARH,BILASPUR,MUNGELI,69,59,11,0,0
CHHATTISGARH,BILASPUR,PENDRA-ROAD,3059,2624,834,25,0
CHHATTISGARH,BILASPUR,TAKHATPUR,807,758,207,18,0
CHHATTISGARH,DANTEWADA,BEEJAPUR,48,43,38,3,0
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,6931,6873,155,0,0
CHHATTISGARH,DANTEWADA,DANTEVADA,15,13,13,0,0
CHHATTISGARH,DANTEWADA,KONTA,1429,1445,207,0,0
CHHATTISGARH,DHAMTARI,DHAMTARI,374,374,0,0,0
CHHATTISGARH,DHAMTARI,KURUD,607,607,0,0,0
CHHATTISGARH,DHAMTARI,NAGARI,3163,3186,1,0,0
CHHATTISGARH,DURG,BALOD,6836,6815,61,0,0
CHHATTISGARH,DURG,BEMETARA,2192,2168,29,0,0
CHHATTISGARH,DURG,BERLA,4447,4422,25,0,1
CHHATTISGARH,DURG,DHMADHA,4651,4969,182,0,0
CHHATTISGARH,DURG,DONDILOHAR,4479,4525,0,0,0
CHHATTISGARH,DURG,DURG,788,788,21,0,0
CHHATTISGARH,DURG,GUNDERDEHI,2033,2033,1,0,0
CHHATTISGARH,DURG,NAVAGARH,1423,1363,40,20,0
CHHATTISGARH,DURG,PATAN,2956,2782,210,0,0
CHHATTISGARH,DURG,SAJA,4688,4625,69,0,0
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,1686,1658,100,0,0
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,13009,12857,15387,0,1
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,884,873,44,0,0
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,2115,1923,283,0,0
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,1330,1308,33,1,0
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,539,411,128,0,0
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,387,353,40,0,0
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,6406,6330,93,2,2
CHHATTISGARH,JASHPUR,BAGICHA,2042,676,1764,13,0
CHHATTISGARH,JASHPUR,JASHPUR,362,12,382,42,4
CHHATTISGARH,JASHPUR,KUNKURI,644,251,544,16,16
CHHATTISGARH,JASHPUR,PATHALGAON,411,210,202,37,0
CHHATTISGARH,KANKER,ANTAGAR,610,610,538,0,0
CHHATTISGARH,KANKER,BHANUPRATAPPUR,54,54,0,0,0
CHHATTISGARH,KANKER,CHARAMA,3502,3523,136,0,0
CHHATTISGARH,KANKER,KANKER,1218,1218,87,0,0
CHHATTISGARH,KANKER,NARHARPUR,1,1,1,0,0
CHHATTISGARH,KANKER,PAKHANJUR,1305,1144,167,0,0
CHHATTISGARH,KORBA,KARTALA,5371,5145,2615,395,142
CHHATTISGARH,KORBA,KATGHORA,1440,394,1113,0,0
CHHATTISGARH,KORBA,KORBA,5780,5822,4555,203,20
CHHATTISGARH,KORBA,PALI,2165,1911,935,165,3
CHHATTISGARH,KORIA,BAIKUNTHPUR,458,182,286,4,0
CHHATTISGARH,KORIA,BHARATPUR,4485,2888,2165,1,1
CHHATTISGARH,KORIA,MANENDRAGARH,2081,1156,1674,30,7
CHHATTISGARH,KORIA,SONHAT,1199,1382,517,66,6
CHHATTISGARH,KVARDHA,KVARDHA,3908,3491,591,2,2
CHHATTISGARH,KVARDHA,PANDARIYA,3485,3530,307,0,0
CHHATTISGARH,MAHASAMUND,BASNA,2543,2487,147,0,0
CHHATTISGARH,MAHASAMUND,MAHASAMUND,16054,16968,2040,0,0
CHHATTISGARH,MAHASAMUND,SARIYPALI,5742,5762,516,6,0
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,3831,1013,2999,0,0
CHHATTISGARH,RAIGARH,GHARGODA,5916,50,5908,0,0
CHHATTISGARH,RAIGARH,KHARSIYA,1214,530,962,0,0
CHHATTISGARH,RAIGARH,LAILUNGA,298,0,299,0,0
CHHATTISGARH,RAIGARH,RAIGARH,2889,2081,1303,0,0
CHHATTISGARH,RAIGARH,SARANGARH,5744,5316,889,0,5
CHHATTISGARH,RAIPUR,ABHANPUR,1348,1263,115,0,0
CHHATTISGARH,RAIPUR,ARANG,2203,2035,303,0,0
CHHATTISGARH,RAIPUR,BHATAPARA,357,357,1,0,0
CHHATTISGARH,RAIPUR,BILAIGARH,1216,1248,3,0,0
CHHATTISGARH,RAIPUR,BLOUDABAJAR,90,90,90,0,0
CHHATTISGARH,RAIPUR,DEVBHOG,1629,1609,50,0,0
CHHATTISGARH,RAIPUR,GARIYABAND,9911,9911,1363,0,0
CHHATTISGARH,RAIPUR,KASDOL,1046,1117,101,0,0
CHHATTISGARH,RAIPUR,PALARI,845,839,114,0,0
CHHATTISGARH,RAIPUR,RAIPUR,4206,4137,119,0,0
CHHATTISGARH,RAIPUR,RAJIM,1189,1189,15,0,0
CHHATTISGARH,RAIPUR,SIMGA,1618,1638,35,0,0
CHHATTISGARH,RAIPUR,TILDA,4566,4569,0,0,0
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,4918,5358,89,0,0
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,451,549,0,0,0
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,4403,4220,284,0,0
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,2433,4486,1,0,0
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,887,883,8,0,0
CHHATTISGARH,RAJNANDGAON,MANPUR,1258,1234,37,9,0
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,5446,5455,124,10,0
CHHATTISGARH,SURGUJA,AMBIKAPUR,3029,713,2535,40,2
CHHATTISGARH,SURGUJA,LUNDRA,357,288,247,10,1
CHHATTISGARH,SURGUJA,PAL,2696,1594,1552,14,1
CHHATTISGARH,SURGUJA,PRATAPPUR,579,44,738,14,0
CHHATTISGARH,SURGUJA,RAJPUR,604,132,596,1,0
CHHATTISGARH,SURGUJA,SAMRI,833,188,962,0,0
CHHATTISGARH,SURGUJA,SITAPUR,5386,4564,2515,5,2
CHHATTISGARH,SURGUJA,SURAJPUR,2512,1080,2055,22,0
CHHATTISGARH,SURGUJA,WADRAFNAGAR,314,109,215,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,8,8,5,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,8,8,86,4,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,40,40,8,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,10,10,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,54,54,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,7,7,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,9,9,0,0,0
DELHI,ALIPUR,ALIPUR,135,116,128,0,0
GOA,NORTH GOA,BARDEZ,293,71,263,28,1
GOA,NORTH GOA,BICHOLIM,805,0,695,103,7
GOA,NORTH GOA,PERNEM,853,4,741,89,20
GOA,NORTH GOA,PONDA,1541,1,1000,539,7
GOA,NORTH GOA,SATTARI,718,0,539,136,44
GOA,NORTH GOA,TISWADI,208,0,201,0,7
GOA,SOUTH GOA,CANACONA,401,154,239,36,7
GOA,SOUTH GOA,MORMUGAO,70,0,69,1,0
GOA,SOUTH GOA,QUEPEM,329,3,270,35,26
GOA,SOUTH GOA,SALCETE,845,201,761,12,39
GOA,SOUTH GOA,SANGUEM,1182,24,856,303,12
GUJARAT,AHMEDABAD,BARWALA,304,154,0,0,150
GUJARAT,AHMEDABAD,BAVLA,947,670,55,2,220
GUJARAT,AHMEDABAD,DASKROI,1965,1435,1442,1,520
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,917,313,458,0,162
GUJARAT,AHMEDABAD,DHANDHUKA,450,190,0,0,260
