-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to major/medium projects and  average pumping hours . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.11.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to major/medium projects and  Average Pumping Hours for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.11.csv"
}
-----
State,District,Block,On the Maj/Med,Outside Command,Total,Avg pumping hours (0-4),Avg pumping hours (4 - 8),Avg pumping hours (8-12),Avg pumping hours (12 -16),Avg pumping hours (16 - 20),Avg pumping hours (20 - 24),Total
ANDHRA PRADESH,GUNTUR,KARLAPALEM,0,40,40,0,40,0,0,0,0,40
ANDHRA PRADESH,GUNTUR,KOLLIPARA,253,1422,1675,36,262,1373,4,0,0,1675
ANDHRA PRADESH,GUNTUR,KOLLUR,133,2400,2533,2,75,1668,433,355,0,2533
ANDHRA PRADESH,GUNTUR,KROSURU,4,0,4,1,3,0,0,0,0,4
ANDHRA PRADESH,GUNTUR,MACHERLA,8,100,108,0,100,8,0,0,0,108
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,20,870,890,17,281,404,99,87,2,890
ANDHRA PRADESH,GUNTUR,NADENDLA,1,0,1,1,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,NAGARAM,14,19,33,8,19,6,0,0,0,33
ANDHRA PRADESH,GUNTUR,NARASARAOPET,3,0,3,0,3,0,0,0,0,3
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,5,0,5,1,4,0,0,0,0,5
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,1,56,57,52,5,0,0,0,0,57
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,89,89,6,80,3,0,0,0,89
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,0,5,5,1,4,0,0,0,0,5
ANDHRA PRADESH,GUNTUR,PONNUR,958,3,961,8,937,16,0,0,0,961
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,21,21,9,4,8,0,0,0,21
ANDHRA PRADESH,GUNTUR,RAJUPALEM,25,0,25,1,20,4,0,0,0,25
ANDHRA PRADESH,GUNTUR,RENTACHINTALA,16,13,29,7,22,0,0,0,0,29
ANDHRA PRADESH,GUNTUR,REPALLE,40,48,88,33,47,8,0,0,0,88
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,1,0,1,0,1,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,SAV'PURAM KANUM'PUDI,6,0,6,6,0,0,0,0,0,6
ANDHRA PRADESH,GUNTUR,TADEPALLE,0,1019,1019,17,564,424,11,3,0,1019
ANDHRA PRADESH,GUNTUR,TADIKONDA,11,316,327,38,177,109,3,0,0,327
ANDHRA PRADESH,GUNTUR,TENALI,859,0,859,407,288,164,0,0,0,859
ANDHRA PRADESH,GUNTUR,THULLUR,4,2051,2055,0,2055,0,0,0,0,2055
ANDHRA PRADESH,GUNTUR,TSUNDUR,100,432,532,8,267,257,0,0,0,532
ANDHRA PRADESH,GUNTUR,VELDURTHY,0,413,413,0,412,1,0,0,0,413
ANDHRA PRADESH,GUNTUR,VEMURU,332,202,534,251,261,21,0,1,0,534
ANDHRA PRADESH,GUNTUR,VINUKONDA,0,17,17,4,13,0,0,0,0,17
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,57,57,2,55,0,0,0,0,57
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,0,14,14,4,10,0,0,0,0,14
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,0,10,10,6,4,0,0,0,0,10
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,0,19,19,14,5,0,0,0,0,19
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,0,42,42,13,29,0,0,0,0,42
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,0,1,1,0,1,0,0,0,0,1
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,19,45,64,27,33,3,1,0,0,64
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,0,7,7,0,6,1,0,0,0,7
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,3,4,7,7,0,0,0,0,0,7
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,0,8,8,0,8,0,0,0,0,8
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,0,4,4,0,4,0,0,0,0,4
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,0,3,3,0,0,3,0,0,0,3
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,0,11,11,11,0,0,0,0,0,11
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,25,73,98,22,73,3,0,0,0,98
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,0,5,5,0,5,0,0,0,0,5
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,0,53,53,0,50,3,0,0,0,53
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,0,3,3,0,3,0,0,0,0,3
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,0,74,74,38,33,3,0,0,0,74
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,1,18,19,1,8,3,1,3,3,19
ANDHRA PRADESH,KARIMNAGAR,METPALLE,0,7,7,0,7,0,0,0,0,7
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,1,2,3,1,2,0,0,0,0,3
ANDHRA PRADESH,KARIMNAGAR,SHANKARA PATNAM,0,1,1,0,1,0,0,0,0,1
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,0,380,380,148,160,29,0,43,0,380
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,1,99,100,97,2,1,0,0,0,100
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,0,26,26,26,0,0,0,0,0,26
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,15,15,0,7,8,0,0,0,15
ANDHRA PRADESH,KHAMMAM,CHERLA,0,388,388,29,359,0,0,0,0,388
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,0,752,752,0,752,0,0,0,0,752
ANDHRA PRADESH,KHAMMAM,ENKURU,13,106,119,111,7,1,0,0,0,119
ANDHRA PRADESH,KHAMMAM,GUNDALA,0,1,1,0,1,0,0,0,0,1
ANDHRA PRADESH,KHAMMAM,KHAMMAM (RURAL),0,5,5,1,4,0,0,0,0,5
ANDHRA PRADESH,KHAMMAM,KHAMMAM (URBAN),0,14,14,0,14,0,0,0,0,14
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,0,35,35,0,35,0,0,0,0,35
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,8,8,0,8,0,0,0,0,8
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,1,388,389,193,196,0,0,0,0,389
ANDHRA PRADESH,KHAMMAM,MADHIRA,15,145,160,88,58,10,0,0,4,160
ANDHRA PRADESH,KHAMMAM,MANUGUR,0,70,70,22,48,0,0,0,0,70
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,0,24,24,10,14,0,0,0,0,24
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,0,37,37,0,37,0,0,0,0,37
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,0,4,4,2,2,0,0,0,0,4
ANDHRA PRADESH,KHAMMAM,PALWANCHA,0,46,46,9,17,4,0,0,16,46
ANDHRA PRADESH,KHAMMAM,PENUBALLI,0,42,42,6,30,6,0,0,0,42
ANDHRA PRADESH,KHAMMAM,PINAPAKA,0,727,727,7,271,419,29,1,0,727
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,205,205,9,196,0,0,0,0,205
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,0,21,21,4,17,0,0,0,0,21
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,0,215,215,80,102,32,0,0,1,215
ANDHRA PRADESH,KHAMMAM,VEMSOOR,0,239,239,8,181,50,0,0,0,239
ANDHRA PRADESH,KHAMMAM,WAZEED,0,65,65,0,65,0,0,0,0,65
ANDHRA PRADESH,KHAMMAM,WYRA,0,21,21,0,13,7,0,1,0,21
ANDHRA PRADESH,KHAMMAM,YELLANDU,0,4,4,2,1,1,0,0,0,4
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,15,187,202,15,59,75,7,0,46,202
ANDHRA PRADESH,KRISHNA,A.KONDURU,0,3,3,0,3,0,0,0,0,3
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,0,11,11,4,7,0,0,0,0,11
ANDHRA PRADESH,KRISHNA,AVANIGADDA,23,201,224,100,120,4,0,0,0,224
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,15,15,0,0,2,13,0,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,169,239,408,6,249,139,6,8,0,408
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,93,21,114,8,45,43,18,0,0,114
ANDHRA PRADESH,KRISHNA,CHATRAI,0,70,70,2,33,33,2,0,0,70
ANDHRA PRADESH,KRISHNA,G.KONDURU,93,274,367,10,73,275,5,3,1,367
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,16,95,111,15,65,31,0,0,0,111
ANDHRA PRADESH,KRISHNA,GANNAVARAM,0,31,31,0,9,22,0,0,0,31
ANDHRA PRADESH,KRISHNA,GHANTASALA,75,174,249,5,117,127,0,0,0,249
ANDHRA PRADESH,KRISHNA,GUDIVADA,127,0,127,3,62,54,0,8,0,127
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,38,0,38,0,0,38,0,0,0,38
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,0,390,390,5,55,99,116,85,30,390
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,31,251,282,40,208,11,16,7,0,282
ANDHRA PRADESH,KRISHNA,KANKIPADU,1186,227,1413,146,1144,121,2,0,0,1413
ANDHRA PRADESH,KRISHNA,KODURU,0,85,85,19,64,1,0,1,0,85
ANDHRA PRADESH,KRISHNA,MOPIDEVI,151,317,468,8,263,181,16,0,0,468
ANDHRA PRADESH,KRISHNA,MOVVA,270,76,346,58,282,6,0,0,0,346
ANDHRA PRADESH,KRISHNA,MUSUNURU,57,0,57,11,45,1,0,0,0,57
ANDHRA PRADESH,KRISHNA,MYLAVARAM,0,46,46,1,25,15,1,4,0,46
ANDHRA PRADESH,KRISHNA,NANDIGAMA,59,189,248,1,243,4,0,0,0,248
ANDHRA PRADESH,KRISHNA,NANDIVADA,22,0,22,22,0,0,0,0,0,22
ANDHRA PRADESH,KRISHNA,PAMARRU,242,0,242,29,84,104,23,2,0,242
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,760,216,976,15,210,576,119,36,20,976
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,467,0,467,19,169,276,2,1,0,467
ANDHRA PRADESH,KRISHNA,PENAMALURU,256,923,1179,40,577,231,164,167,0,1179
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,146,5,151,41,110,0,0,0,0,151
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,46,11,57,0,53,4,0,0,0,57
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,442,1627,2069,18,1641,352,51,7,0,2069
ANDHRA PRADESH,KRISHNA,TIRUVURU,8,65,73,15,53,5,0,0,0,73
ANDHRA PRADESH,KRISHNA,UNGUTURU,497,7,504,0,175,167,154,8,0,504
ANDHRA PRADESH,KRISHNA,VATSAVAI,7,0,7,2,5,0,0,0,0,7
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,59,0,59,10,49,0,0,0,0,59
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),0,88,88,0,88,0,0,0,0,88
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,5,309,314,37,194,47,14,17,5,314
ANDHRA PRADESH,KRISHNA,VISSANNAPET,0,137,137,4,33,73,0,18,9,137
ANDHRA PRADESH,KRISHNA,VUYYURU,879,368,1247,82,936,205,4,20,0,1247
ANDHRA PRADESH,KURNOOL,ADONI,0,229,229,95,130,4,0,0,0,229
ANDHRA PRADESH,KURNOOL,ALLAGADDA,3,70,73,0,72,1,0,0,0,73
ANDHRA PRADESH,KURNOOL,ALUR,0,117,117,116,1,0,0,0,0,117
ANDHRA PRADESH,KURNOOL,ASPARI,0,149,149,94,48,7,0,0,0,149
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,8,524,532,49,401,73,6,3,0,532
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,0,180,180,10,39,77,21,33,0,180
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,0,643,643,60,495,88,0,0,0,643
ANDHRA PRADESH,KURNOOL,C.BELAGAL,0,6,6,0,6,0,0,0,0,6
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,27,107,134,4,130,0,0,0,0,134
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,0,56,56,20,33,3,0,0,0,56
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,0,385,385,144,237,3,0,0,1,385
ANDHRA PRADESH,KURNOOL,DHONE,0,199,199,87,106,5,1,0,0,199
ANDHRA PRADESH,KURNOOL,GADIVEMULA,2,301,303,1,65,53,39,145,0,303
ANDHRA PRADESH,KURNOOL,GONEGANDLA,39,209,248,62,154,30,2,0,0,248
ANDHRA PRADESH,KURNOOL,GOSPADU,21,2,23,12,11,0,0,0,0,23
ANDHRA PRADESH,KURNOOL,GUDUR,4,22,26,4,18,4,0,0,0,26
ANDHRA PRADESH,KURNOOL,HALAHARVI,2,22,24,13,11,0,0,0,0,24
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,0,72,72,69,3,0,0,0,0,72
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,0,30,30,6,22,2,0,0,0,30
ANDHRA PRADESH,KURNOOL,KALLUR,9,587,596,206,189,193,8,0,0,596
ANDHRA PRADESH,KURNOOL,KODUMUR,29,389,418,284,106,28,0,0,0,418
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,1,47,48,6,42,0,0,0,0,48
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,0,188,188,12,57,118,0,1,0,188
ANDHRA PRADESH,KURNOOL,KOSIGI,5,2,7,3,4,0,0,0,0,7
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,0,27,27,15,12,0,0,0,0,27
ANDHRA PRADESH,KURNOOL,KOWTHALAM,0,126,126,18,91,13,1,3,0,126
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,0,179,179,89,89,1,0,0,0,179
ANDHRA PRADESH,KURNOOL,KURNOOL,0,215,215,42,108,57,7,1,0,215
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),0,43,43,23,20,0,0,0,0,43
ANDHRA PRADESH,KURNOOL,MAHANANDI,0,456,456,12,365,79,0,0,0,456
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,0,5,5,4,1,0,0,0,0,5
ANDHRA PRADESH,KURNOOL,MIDTHUR,0,143,143,38,89,14,0,2,0,143
ANDHRA PRADESH,KURNOOL,NANDAVARAM,2,13,15,3,11,1,0,0,0,15
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,0,107,107,8,79,16,4,0,0,107
ANDHRA PRADESH,KURNOOL,NANDYAL,0,127,127,15,97,15,0,0,0,127
ANDHRA PRADESH,KURNOOL,ORVAKAL,0,419,419,54,92,120,32,104,17,419
ANDHRA PRADESH,KURNOOL,OWK,0,73,73,4,35,34,0,0,0,73
ANDHRA PRADESH,KURNOOL,PAMULAPADU,2,8,10,1,6,3,0,0,0,10
ANDHRA PRADESH,KURNOOL,PANYAM,0,505,505,6,218,254,16,11,0,505
ANDHRA PRADESH,KURNOOL,PATTIKONDA,0,70,70,18,19,33,0,0,0,70
ANDHRA PRADESH,KURNOOL,PEAPALLY,1,460,461,129,262,67,3,0,0,461
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,3,16,19,12,7,0,0,0,0,19
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,0,320,320,73,243,3,1,0,0,320
ANDHRA PRADESH,KURNOOL,SANJAMALA,0,225,225,4,83,94,18,16,10,225
ANDHRA PRADESH,KURNOOL,SIRVEL,9,216,225,18,205,1,1,0,0,225
ANDHRA PRADESH,KURNOOL,TUGGALI,0,23,23,10,13,0,0,0,0,23
ANDHRA PRADESH,KURNOOL,UYYALAWADA,0,10,10,6,4,0,0,0,0,10
ANDHRA PRADESH,KURNOOL,VELDURTHI,0,138,138,112,24,2,0,0,0,138
ANDHRA PRADESH,KURNOOL,VELGODE,0,3,3,0,1,2,0,0,0,3
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,4,108,112,77,33,1,0,0,1,112
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,0,41,41,34,3,4,0,0,0,41
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,2,634,636,439,188,9,0,0,0,636
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,0,94,94,7,87,0,0,0,0,94
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,11,14,25,3,22,0,0,0,0,25
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,0,278,278,224,37,17,0,0,0,278
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,1,64,65,37,28,0,0,0,0,65
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,0,87,87,23,34,23,5,2,0,87
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,0,678,678,22,271,291,76,16,2,678
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,6,88,94,10,58,18,3,4,1,94
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,0,471,471,317,151,3,0,0,0,471
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,3,813,816,265,482,69,0,0,0,816
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,0,256,256,222,33,1,0,0,0,256
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,0,676,676,187,224,249,16,0,0,676
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,0,158,158,109,38,11,0,0,0,158
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,0,574,574,251,230,73,15,5,0,574
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,93,382,475,327,130,18,0,0,0,475
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,0,6,6,6,0,0,0,0,0,6
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,4,208,212,67,100,29,13,3,0,212
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,0,1693,1693,563,523,430,125,39,13,1693
ANDHRA PRADESH,MAHABOOB NAGAR,GADWAL,0,60,60,33,24,3,0,0,0,60
ANDHRA PRADESH,MAHABOOB NAGAR,GHANPUR,0,475,475,301,159,15,0,0,0,475
ANDHRA PRADESH,MAHABOOB NAGAR,GOPALPETA,5,182,187,71,47,25,44,0,0,187
ANDHRA PRADESH,MAHABOOB NAGAR,HANWADA,0,132,132,41,48,38,5,0,0,132
ANDHRA PRADESH,MAHABOOB NAGAR,ITIKYAL,0,32,32,29,3,0,0,0,0,32
ANDHRA PRADESH,MAHABOOB NAGAR,JADCHERLA,0,694,694,409,222,60,3,0,0,694
ANDHRA PRADESH,MAHABOOB NAGAR,KALWAKURTHY,0,821,821,81,180,323,237,0,0,821
ANDHRA PRADESH,MAHABOOB NAGAR,KESHAMPETA,0,950,950,54,270,318,92,35,181,950
ANDHRA PRADESH,MAHABOOB NAGAR,KODAIR,0,55,55,4,9,15,0,26,1,55
ANDHRA PRADESH,MAHABOOB NAGAR,KOILKONDA,2,444,446,253,175,12,2,4,0,446
ANDHRA PRADESH,MAHABOOB NAGAR,KOLLAPUR,0,3,3,2,1,0,0,0,0,3
ANDHRA PRADESH,MAHABOOB NAGAR,KONDURG,1,427,428,199,122,63,25,18,1,428
ANDHRA PRADESH,MAHABOOB NAGAR,KOSGI,1,364,365,146,130,88,1,0,0,365
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHAKOTA,0,199,199,112,52,26,9,0,0,199
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHUR,0,1259,1259,264,635,215,29,45,71,1259
ANDHRA PRADESH,MAHABOOB NAGAR,LINGAL,0,17,17,5,9,3,0,0,0,17
ANDHRA PRADESH,MAHABOOB NAGAR,MADDUR,0,242,242,150,73,19,0,0,0,242
ANDHRA PRADESH,MAHABOOB NAGAR,MADGUL,0,670,670,386,59,84,42,15,84,670
ANDHRA PRADESH,MAHABOOB NAGAR,MAGANOOR,0,266,266,205,60,1,0,0,0,266
ANDHRA PRADESH,MAHABOOB NAGAR,MAHBUBNAGAR,0,655,655,532,100,22,1,0,0,655
ANDHRA PRADESH,MAHABOOB NAGAR,MAKTHAL,0,206,206,103,101,1,1,0,0,206
ANDHRA PRADESH,MAHABOOB NAGAR,MALDAKAL,0,54,54,21,10,17,1,0,5,54
ANDHRA PRADESH,MAHABOOB NAGAR,MANOPADU,9,6,15,3,8,4,0,0,0,15
ANDHRA PRADESH,MAHABOOB NAGAR,MIDJIL,4,1320,1324,194,432,370,59,267,2,1324
ANDHRA PRADESH,MAHABOOB NAGAR,NAGARKURNOOL,0,255,255,245,10,0,0,0,0,255
ANDHRA PRADESH,MAHABOOB NAGAR,NARAYANPET,0,237,237,61,91,31,5,4,45,237
ANDHRA PRADESH,MAHABOOB NAGAR,NARVA,57,297,354,201,136,17,0,0,0,354
ANDHRA PRADESH,MAHABOOB NAGAR,NAWABPET,12,547,559,95,287,97,2,0,78,559
ANDHRA PRADESH,MAHABOOB NAGAR,PANGAL,0,100,100,48,41,7,3,1,0,100
ANDHRA PRADESH,MAHABOOB NAGAR,PEBBAIR,0,4,4,4,0,0,0,0,0,4
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAKOTHAPALLE,0,35,35,5,14,16,0,0,0,35
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAMANDADI,0,190,190,114,43,20,0,9,4,190
ANDHRA PRADESH,MAHABOOB NAGAR,TADOOR,0,548,548,252,216,74,6,0,0,548
ANDHRA PRADESH,MAHABOOB NAGAR,TALAKONDAPALLE,0,428,428,75,184,116,27,13,13,428
ANDHRA PRADESH,MAHABOOB NAGAR,TELKAPALLE,0,181,181,132,49,0,0,0,0,181
ANDHRA PRADESH,MAHABOOB NAGAR,THIMMAJIPETA,22,463,485,257,228,0,0,0,0,485
ANDHRA PRADESH,MAHABOOB NAGAR,UPPUNUNTHALA,0,109,109,71,35,3,0,0,0,109
ANDHRA PRADESH,MAHABOOB NAGAR,UTKOOR,0,307,307,232,62,8,2,1,2,307
ANDHRA PRADESH,MAHABOOB NAGAR,VANGOOR,0,303,303,129,168,6,0,0,0,303
ANDHRA PRADESH,MAHABOOB NAGAR,VEEPANGANDLA,0,73,73,45,24,4,0,0,0,73
ANDHRA PRADESH,MAHABOOB NAGAR,VELDANDA,0,181,181,31,71,24,0,0,55,181
ANDHRA PRADESH,MAHABOOB NAGAR,WADDEPALLE,3,17,20,2,8,8,2,0,0,20
ANDHRA PRADESH,MAHABOOB NAGAR,WANAPARTHY,0,169,169,74,29,58,3,5,0,169
ANDHRA PRADESH,MEDAK,ALLADURG,5,347,352,109,215,27,1,0,0,352
ANDHRA PRADESH,MEDAK,ANDOLE,3,622,625,25,489,103,8,0,0,625
ANDHRA PRADESH,MEDAK,CHEGUNTA,4,1166,1170,223,736,197,13,1,0,1170
ANDHRA PRADESH,MEDAK,CHINNAKODUR,0,66,66,65,1,0,0,0,0,66
ANDHRA PRADESH,MEDAK,DOULTABAD,5,2153,2158,1211,732,152,1,62,0,2158
ANDHRA PRADESH,MEDAK,DUBBAK,0,660,660,164,50,133,309,4,0,660
ANDHRA PRADESH,MEDAK,GAJWEL,1,2348,2349,95,567,1264,352,71,0,2349
ANDHRA PRADESH,MEDAK,HATHNOORA,125,700,825,145,184,395,50,0,51,825
ANDHRA PRADESH,MEDAK,JAGDEVPUR,1,950,951,84,455,292,105,12,3,951
ANDHRA PRADESH,MEDAK,JHARASANGAM,0,42,42,28,12,2,0,0,0,42
ANDHRA PRADESH,MEDAK,JINNARAM,1,1239,1240,52,357,516,231,83,1,1240
ANDHRA PRADESH,MEDAK,KALHER,1,479,480,142,86,172,66,12,2,480
ANDHRA PRADESH,MEDAK,KANGTI,5,30,35,19,4,10,1,0,1,35
ANDHRA PRADESH,MEDAK,KOHIR,0,137,137,51,50,34,2,0,0,137
ANDHRA PRADESH,MEDAK,KONDAPAK,56,672,728,326,236,133,21,3,9,728
ANDHRA PRADESH,MEDAK,KONDAPUR,3,349,352,76,137,136,3,0,0,352
ANDHRA PRADESH,MEDAK,KOWDIPALLI,69,2478,2547,320,1587,610,29,1,0,2547
ANDHRA PRADESH,MEDAK,KULCHARAM,18,958,976,142,718,106,10,0,0,976
ANDHRA PRADESH,MEDAK,MEDAK,5,1582,1587,273,837,455,13,9,0,1587
ANDHRA PRADESH,MEDAK,MIRDODDI,4,991,995,210,244,409,95,33,4,995
ANDHRA PRADESH,MEDAK,MULUG,2,1638,1640,426,758,204,32,45,175,1640
ANDHRA PRADESH,MEDAK,MUNPALLE,0,220,220,91,124,5,0,0,0,220
ANDHRA PRADESH,MEDAK,NANGANUR,0,147,147,63,43,26,11,2,2,147
ANDHRA PRADESH,MEDAK,NARAYANKHED,1,56,57,5,13,30,9,0,0,57
ANDHRA PRADESH,MEDAK,NARSAPUR,7,1563,1570,111,753,484,65,77,80,1570
ANDHRA PRADESH,MEDAK,NYALKAL,1,88,89,3,47,30,2,7,0,89
ANDHRA PRADESH,MEDAK,PAPANNAPET,1,481,482,35,235,209,3,0,0,482
ANDHRA PRADESH,MEDAK,PATANCHERU,8,558,566,7,48,184,290,37,0,566
ANDHRA PRADESH,MEDAK,RAIKODE,0,32,32,26,3,2,1,0,0,32
ANDHRA PRADESH,MEDAK,RAMAYAMPET,33,643,676,366,245,63,2,0,0,676
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,0,282,282,157,108,17,0,0,0,282
ANDHRA PRADESH,MEDAK,REGODE,0,85,85,22,18,33,6,6,0,85
ANDHRA PRADESH,MEDAK,SADASIVPET,0,608,608,230,348,29,1,0,0,608
ANDHRA PRADESH,MEDAK,SANGAREDDY,1,914,915,78,525,184,29,97,2,915
ANDHRA PRADESH,MEDAK,SHANKARAMPET[A],0,113,113,68,41,4,0,0,0,113
ANDHRA PRADESH,MEDAK,SHANKARAMPET[R],0,594,594,495,99,0,0,0,0,594
ANDHRA PRADESH,MEDAK,SHIVAMPET,9,572,581,27,51,292,5,199,7,581
ANDHRA PRADESH,MEDAK,SIDDIPET,0,138,138,38,92,8,0,0,0,138
ANDHRA PRADESH,MEDAK,TEKMAL,0,447,447,0,234,212,0,0,1,447
ANDHRA PRADESH,MEDAK,TUPRAN,0,286,286,145,54,83,4,0,0,286
ANDHRA PRADESH,MEDAK,WARGAL,3,2210,2213,1497,151,494,0,1,70,2213
ANDHRA PRADESH,MEDAK,YELDURTHY,17,542,559,361,149,33,10,5,1,559
ANDHRA PRADESH,MEDAK,ZAHIRABAD,0,331,331,199,131,1,0,0,0,331
ANDHRA PRADESH,NALGONDA,ALAIR,0,241,241,5,45,185,2,4,0,241
ANDHRA PRADESH,NALGONDA,ANUMULA,68,374,442,2,437,3,0,0,0,442
ANDHRA PRADESH,NALGONDA,ATMAKUR(M),0,23,23,4,10,3,5,1,0,23
