-----
{
 "description": "This data provides details of Hon\u2019ble Members of the Fifth Lok Sabha from 15th March 1971 to 18th January 1977. It consists of name of members, constituency name, state name and party name.", 
 "file_name": "Members_of_Fifth_Lok_Sabha_From_15th_March_1971_to_18th_January_1977_0.xls", 
 "title": "Download XLS for Members of Fifth Lok Sabha from 15th March 1971 to 18th January 1977", 
 "url": "http://data.gov.in/sites/default/files/Members_of_Fifth_Lok_Sabha_From_15th_March_1971_to_18th_January_1977_0.xls"
}
-----
"Lok Sabha","Member Name","Gender","Constituency Name","State Name","Party Name"
"Fifth Lok Sabha","Shri Abdul Shafee","Male","Chanda                                                                                              ","Maharashtra                                                 ","Congress"
"Fifth Lok Sabha","Seth Achal Singh","Male","Agra                                                                                                ","Uttar Pradesh                                               ","Congress"
"Fifth Lok Sabha","Shri Dharamao Sharanappa Afzalpurkar","Male","Gulbarga                                                                                            ","Mysore                                                      ","Congress"
"Fifth Lok Sabha","Shri Syed Ahmed Aga","Male","Baramullah                                                                                          ","Jammu and Kashmir                                           ","Congress"
"Fifth Lok Sabha","Shri Kamala Prasad Agarwala","Male","Tezpur                                                                                              ","Assam                                                       ","Congress"
"Fifth Lok Sabha","Shri Virendra Agarwala","Male","Moradabad                                                                                           ","Uttar Pradesh                                               ","Jan Sangh"
"Fifth Lok Sabha","Shri Shrikrishna Agrawal","Male","Mahasamund                                                                                          ","Madhya Pradesh                                              ","Congress"
"Fifth Lok Sabha","Shri Nathu Ram Ahirwar","Male","Tikamgarh-SC                                                                                        ","Madhya Pradesh                                              ","Congress"
"Fifth Lok Sabha","Shri Fakhruddin Ali Ahmed","Male","Barpeta                                                                                             ","Assam                                                       ","Congress"
"Fifth Lok Sabha","Shri O.V. Alagesan Mudaliar","Male","Tiruttani                                                                                           ","Tamil Nadu                                                  ","Congress"
"Fifth Lok Sabha","Shri Chhatrapati Ambesh","Male","Firozabad-SC                                                                                        ","Uttar Pradesh                                               ","Congress"
"Fifth Lok Sabha","Shri Amrit Nahata","Male","Barmer                                                                                              ","Rajasthan                                                   ","Congress"
"Fifth Lok Sabha","Shri Anand Singh","Male","Gonda                                                                                               ","Uttar Pradesh                                               ","Congress (O)"
"Fifth Lok Sabha","Shri Maganti Ankineedu","Male","Gudiwada                                                                                            ","Andhra Pradesh                                              ","Congress"
"Fifth Lok Sabha","Shri P. Ankineedu Prasada Rao","Male","Ongole                                                                                              ","Andhra Pradesh                                              ","Congress"
"Fifth Lok Sabha","Shri Ziaur Rahman Ansari","Male","Unnao                                                                                               ","Uttar Pradesh                                               ","Congress"
"Fifth Lok Sabha","Shri Frank Anthony","Male","Nominated Anglo-Indian                                                                              ","NA","Nominated"
"Fifth Lok Sabha","Shri S.R.A.S. Appalanaidu","Male","Anakapalli                                                                                          ","Andhra Pradesh                                              ","Congress"
"Fifth Lok Sabha","Shri K.M. Asghar Husain","Male","Akola                                                                                               ","Maharashtra                                                 ","Congress"
"Fifth Lok Sabha","Dr. Henry Austin","Male","Ernakulam                                                                                           ","Kerala                                                      ","Congress"
