-----
{
 "description": "The table refers to District wise Construction of Shallow Tubewells over the years. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.1.csv", 
 "title": "Download CSV for Districtwise Construction of Shallow Tubewells over the years", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.1.csv"
}
-----
"State","District","Upto 1993-94","During 1994-95","During 1995-96","During 1996-97","During 1997-98","During 1998-99","During 1999-00","During 2000-01","Total (1994-01)"
"KARNATAKA","Davanagere",8881,3281,4329,4757,4105,3867,2730,2241,34191
"KARNATAKA","Dharwar",1426,685,794,886,942,971,418,327,6449
"KARNATAKA","Gadag",4266,447,412,407,332,265,233,410,6772
"KARNATAKA","Gulbarga",1510,388,465,969,1039,821,628,492,6312
"KARNATAKA","Hassan",6040,4168,4140,5352,4671,4853,2485,2526,34235
"KARNATAKA","Haveri",8737,2318,1848,1978,1585,1532,976,782,19756
"KARNATAKA","Kodagu",19,2,6,8,15,19,7,12,88
"KARNATAKA","Kolar",20967,6366,6837,6544,4875,3897,2872,2326,54684
"KARNATAKA","Koppal",3938,1626,2134,2494,2270,2242,941,1169,16814
"KARNATAKA","Mandya",3899,1480,1424,1709,1994,1801,1889,1705,15901
"KARNATAKA","Mysore",3488,1763,1920,2247,1973,2233,1544,1659,16827
"KARNATAKA","Raichur",1224,544,628,611,499,530,326,311,4673
"KARNATAKA","Shimoga",2330,783,925,1137,1330,1333,1022,1097,9957
"KARNATAKA","Tumkur",22946,9215,8820,11168,9242,10040,4526,2793,78750
"KARNATAKA","Udupi",215,26,30,18,21,27,23,22,382
"KARNATAKA","Uttara Kannada",467,146,209,124,216,140,197,131,1630
"KERALA","ALAPPUZHA",273,102,127,258,123,118,111,164,1276
"KERALA","ERANAKULAM",232,35,20,7,14,10,24,17,359
"KERALA","IDDUKKI",112,22,15,22,18,21,56,10,276
"KERALA","KANNUR",66,21,12,10,5,2,1,0,117
"KERALA","KASARAGODE",81,21,22,91,27,43,13,6,304
"KERALA","KOLLAM",53,7,10,14,4,4,21,1,114
"KERALA","KOTTAYAM",82,19,6,8,6,4,2,1,128
"KERALA","KOZHIKODE",14,5,2,10,17,20,5,3,76
"KERALA","MALAPPURAM",171,28,34,31,43,33,19,9,368
"KERALA","PALAKKAD",190,32,55,66,147,68,65,25,648
"KERALA","PATHANAMTHITTA",62,20,12,14,4,0,13,0,125
"KERALA","THIRUVANANTHAPURAM",32,4,6,4,1,2,1,7,57
"KERALA","THRISSUR",637,45,36,30,36,27,15,6,832
"MADHYA PRADESH","BALAGHAT",5,0,0,2,2,2,3,2,16
"MADHYA PRADESH","BARWANI",371,136,118,176,132,116,96,45,1190
"MADHYA PRADESH","BETUL",572,165,284,183,195,109,89,26,1623
"MADHYA PRADESH","BHIND",520,65,130,106,115,93,129,196,1354
"MADHYA PRADESH","BHOPAL",2895,298,335,777,579,319,186,111,5500
"MADHYA PRADESH","CHHATARPUR",104,4,15,4,10,7,23,25,192
"MADHYA PRADESH","CHHINDWARA",364,113,128,191,179,176,212,193,1556
"MADHYA PRADESH","DAMOH",1326,395,523,744,791,760,556,331,5426
"MADHYA PRADESH","DATIA",1215,270,127,104,132,124,81,23,2076
"MADHYA PRADESH","DEWAS",8000,1797,2001,2480,2297,1696,901,496,19668
"MADHYA PRADESH","DHAR",9001,2664,2935,2296,1556,992,438,99,19981
"MADHYA PRADESH","DINDORI",2,0,0,0,0,0,0,0,2
"MADHYA PRADESH","GUNA",1882,605,713,926,1028,1032,629,599,7414
"MADHYA PRADESH","GWALIOR",1038,392,446,719,704,906,819,612,5636
"MADHYA PRADESH","HARDA",313,39,75,128,188,216,162,263,1384
"MADHYA PRADESH","HOSHANGABAD",1867,402,528,446,461,406,313,380,4803
"MADHYA PRADESH","INDORE",9671,3061,4021,4230,3425,2599,1868,591,29466
"MADHYA PRADESH","JABALPUR",3314,996,1607,1696,1402,991,772,268,11046
"MADHYA PRADESH","JHABUA",58,26,43,37,51,32,28,8,283
"MADHYA PRADESH","KATNI",207,58,60,38,83,70,76,95,687
"MADHYA PRADESH","KHANDWA",557,134,273,221,158,143,92,242,1820
"MADHYA PRADESH","KHARGONE",264,45,106,144,189,192,126,55,1121
"MADHYA PRADESH","MANDLA",0,0,0,0,1,0,0,0,1
"MADHYA PRADESH","MANDSAUR",280,90,102,151,111,110,97,71,1012
"MADHYA PRADESH","MORENA",36,3,3,4,4,3,6,8,67
"MADHYA PRADESH","NARSINGHPUR",10906,4808,3408,2709,1975,1486,837,559,26688
"MADHYA PRADESH","NEEMUCH",207,24,24,57,25,19,29,28,413
"MADHYA PRADESH","PANNA",293,45,153,263,378,513,495,111,2251
"MADHYA PRADESH","RAISEN",3016,1416,1704,2222,1834,1192,406,470,12260
"MADHYA PRADESH","RAJGARH",2009,243,361,429,444,349,213,159,4207
"MADHYA PRADESH","RATLAM",4857,773,883,888,797,766,385,207,9556
"MADHYA PRADESH","REWA",1745,682,766,973,1078,705,295,124,6368
"MADHYA PRADESH","SAGAR",2261,437,378,416,554,588,491,284,5409
"MADHYA PRADESH","SATNA",3046,1241,1516,1518,1550,1205,822,402,11300
"MADHYA PRADESH","SEHORE",4291,994,1093,1303,2118,816,403,258,11276
"MADHYA PRADESH","SEONI",14,10,19,12,10,5,17,13,100
"MADHYA PRADESH","SHAHDOL",32,21,37,34,28,17,4,21,194
"MADHYA PRADESH","SHAJAPUR",3343,891,987,948,1370,1050,498,613,9700
"MADHYA PRADESH","SHEOPUR",1348,399,523,478,592,584,580,254,4758
"MADHYA PRADESH","SHIVPURI",690,210,307,248,431,342,364,111,2703
"MADHYA PRADESH","SIDHI",283,102,195,197,176,205,203,111,1472
"MADHYA PRADESH","TIKAMGARH",709,70,48,45,31,54,44,39,1040
"MADHYA PRADESH","UJJAIN",12621,3912,4213,4662,4304,2772,1526,1485,35495
"MADHYA PRADESH","UMARIA",108,89,93,83,54,51,64,19,561
"MADHYA PRADESH","VIDISHA",2018,624,780,1242,1467,1659,1317,842,9949
"MAHARASHTRA","AHMEDNAGAR",5053,690,1011,1055,980,977,753,612,11131
"MAHARASHTRA","AKOLA",97,5,6,14,34,51,12,6,225
"MAHARASHTRA","AMRAVATI",85,8,10,8,3,8,6,9,137
"MAHARASHTRA","AURANGABAD",138,186,53,126,378,306,203,54,1444
"MAHARASHTRA","BEED",159,48,19,41,38,60,81,43,489
"MAHARASHTRA","BHANDARA",13,8,2,5,7,3,10,10,58
"MAHARASHTRA","BULDANA",113,38,28,45,74,62,43,56,459
"MAHARASHTRA","CHANDRAPUR",25,7,11,19,19,24,17,19,141
"MAHARASHTRA","DHULE",314,34,45,53,59,72,34,66,677
"MAHARASHTRA","GADCHIROLI",57,8,11,22,6,7,6,25,142
"MAHARASHTRA","GONDIYA",80,19,16,24,23,42,33,9,246
"MAHARASHTRA","HINGOLI",579,314,467,610,531,363,244,145,3253
"MAHARASHTRA","JALGAON",604,69,120,203,73,78,77,96,1320
"MAHARASHTRA","JALNA",48,6,1,2,8,31,23,44,163
"MAHARASHTRA","KOLHAPUR",1047,391,230,211,284,112,97,147,2519
"MAHARASHTRA","LATUR",295,184,184,123,66,82,84,18,1036
"MAHARASHTRA","NAGPUR",147,15,46,41,45,48,75,97,514
"MAHARASHTRA","NANDED",1880,789,1013,1143,792,629,378,248,6872
"MAHARASHTRA","NANDURBAR",1251,286,418,323,164,64,16,3,2525
"MAHARASHTRA","NASHIK",1210,225,374,260,717,283,184,212,3465
"MAHARASHTRA","OSMANABAD",260,171,281,189,134,97,88,82,1302
"MAHARASHTRA","PARBHANI",369,378,430,352,230,210,166,88,2223
"MAHARASHTRA","PUNE",1850,267,347,295,339,324,242,178,3842
"MAHARASHTRA","RAIGHAR",132,30,48,43,25,16,16,47,357
"MAHARASHTRA","RATNAGIRI",4,0,0,0,0,0,1,1,6
"MAHARASHTRA","SANGLI",1742,319,483,392,667,497,657,668,5425
"MAHARASHTRA","SATARA",1037,26,50,113,118,100,50,28,1522
"MAHARASHTRA","SINDHUDURGA",4,1,1,3,4,1,1,3,18
"MAHARASHTRA","SOLAPUR",950,206,332,457,658,1291,566,429,4889
"MAHARASHTRA","THANE",1377,168,164,79,80,62,55,26,2011
"MAHARASHTRA","WARDHA",13,6,8,2,30,3,4,44,110
"MAHARASHTRA","WASHIM",18,4,21,13,14,12,16,33,131
"MAHARASHTRA","YAVATMAL",240,58,82,82,60,87,76,83,768
"MANIPUR","IMPHAL EAST",0,1,2,0,0,0,0,0,3
"MEGHALAYA","WEST GARO HILLS",22,3,3,3,7,11,13,13,75
"NAGALAND","DIMAPUR",2,0,0,0,0,0,0,0,2
"ORISSA","ANGUL",2,0,0,0,7,0,0,1,10
"ORISSA","BALASORE",4161,771,965,1511,2067,1962,1204,704,13345
"ORISSA","BARGARH",179,75,94,215,250,308,213,127,1461
"ORISSA","BHADRAK",923,211,321,518,635,630,363,301,3902
"ORISSA","BOLANGIR",16,12,2,5,8,1,2,2,48
"ORISSA","CUTTACK",1658,323,429,482,539,493,332,322,4578
"ORISSA","DEOGARH",1,0,0,0,0,0,0,0,1
"ORISSA","DHENKANAL",0,1,2,3,1,2,2,1,12
"ORISSA","GAJAPATI",112,3,3,13,1,3,2,4,141
"ORISSA","GANJAM",905,60,62,58,43,49,284,498,1959
"ORISSA","JAGATSINGHPUR",774,274,431,527,584,481,521,410,4002
"ORISSA","JAJAPUR",748,188,287,334,501,545,327,215,3145
"ORISSA","JHARSUGUDA",9,0,0,0,0,0,0,1,10
"ORISSA","KALAHANDI",13,4,5,3,3,5,3,2,38
"ORISSA","KANDHAMAL",1,0,0,0,0,0,0,0,1
"ORISSA","KENDRAPARA",472,102,64,108,153,123,90,141,1253
"ORISSA","KEONJHAR",160,50,49,66,105,134,163,58,785
"ORISSA","KHURDA",237,55,55,57,112,97,88,157,858
"ORISSA","KORAPUT",0,1,1,0,1,0,2,0,5
"ORISSA","MAYURBHANJA",121,55,117,191,391,560,312,94,1841
"ORISSA","NAWARANGAPUR",5,0,1,2,1,1,1,0,11
"ORISSA","NAYAGARH",203,9,9,6,10,9,4,10,260
"ORISSA","NUAPADA",1,3,1,2,1,0,2,1,11
"ORISSA","PURI",1414,455,497,682,904,727,545,523,5747
"ORISSA","RAYAGADA",308,11,3,12,9,8,13,17,381
"ORISSA","SAMBALPUR",2,2,3,1,1,4,4,6,23
"ORISSA","SONEPUR",10,0,0,0,9,0,0,1,20
"ORISSA","SUNDARGARH",4,4,2,3,4,7,6,3,33
"PONDICHERRY","KARAIKAL",261,9,4,1,5,0,3,8,291
"PONDICHERRY","PONDICHERRY",3120,350,282,85,66,45,66,65,4079
"PUNJAB","AMRITSER",111442,4974,2829,2241,1069,1134,784,336,124809
"PUNJAB","BATHINDA",28444,2624,2873,2490,1827,1873,1547,1695,43373
"PUNJAB","FARIDKOT",21628,1100,974,791,759,696,966,1642,28556
"PUNJAB","FATEHGARH SAHIB",31112,334,308,101,78,88,156,224,32401
"PUNJAB","FEROZEPUR",58020,10817,8155,5911,3507,2273,1838,1141,91662
"PUNJAB","GURDASPUR",61053,2957,1909,1338,977,987,741,878,70840
"PUNJAB","HOSHIARPUR",47939,3604,2294,2016,1124,1025,1074,803,59879
"PUNJAB","JALANDHAR",63254,1936,1311,1061,414,366,427,313,69082
"PUNJAB","KAPURTHALA",44040,1817,972,551,301,477,335,230,48723
"PUNJAB","LUDHIANA",92418,5798,4135,2859,1380,809,750,708,108857
"PUNJAB","MANSA",25265,4679,5524,2339,1721,1158,783,504,41973
"PUNJAB","MOGA",23560,9219,6907,4473,2942,2764,2670,1106,53641
"PUNJAB","MUKATSAR",14361,3095,2853,2229,1887,1288,1016,489,27218
"PUNJAB","NAWANSHAHAR",22668,2872,1049,581,260,195,207,159,27991
"PUNJAB","PATIALA",57348,7668,5744,3836,2403,1777,911,811,80498
"PUNJAB","ROPAR",25187,849,948,743,531,664,652,584,30158
"PUNJAB","SANGRUR",80736,16961,11203,8721,4330,2458,1702,1345,127456
"RAJASTHAN","AJMER",19,2,3,8,20,9,18,19,98
"RAJASTHAN","ALWAR",9181,2982,2675,2541,1901,1511,881,380,22052
"RAJASTHAN","BANSWARA",11,1,5,3,8,25,14,26,93
"RAJASTHAN","BARAN",400,181,253,363,596,818,673,306,3590
"RAJASTHAN","BARMER",14,2,7,11,13,2,3,1,53
"RAJASTHAN","BHARATPUR",11548,4209,4771,4725,4555,3518,1904,498,35728
"RAJASTHAN","BHILWARA",75,3,33,22,19,81,73,28,334
"RAJASTHAN","BIKANER",0,0,0,0,0,7,2,1,10
"RAJASTHAN","BUNDI",235,161,204,233,472,966,996,859,4126
"RAJASTHAN","CHITTORGARH",139,188,211,353,363,477,527,204,2462
"RAJASTHAN","CHURU",2,5,7,10,55,14,16,6,115
"RAJASTHAN","DAUSA",2906,324,130,158,187,248,136,100,4189
"RAJASTHAN","DHOLPUR",7722,2251,1562,1259,720,565,377,306,14762
"RAJASTHAN","DUNGARPUR",66,29,23,12,20,21,35,17,223
"RAJASTHAN","GANGANAGAR",0,0,1,1,0,0,101,0,103
"RAJASTHAN","HANUMANGARH",337,28,112,176,89,170,194,75,1181
"RAJASTHAN","JAIPUR",1222,456,291,188,171,183,221,203,2935
"RAJASTHAN","JAISALMER",0,0,0,1,1,2,1,1,6
"RAJASTHAN","JALORE",46,14,16,55,34,14,43,17,239
"RAJASTHAN","JHALAWAR",35,29,235,116,170,170,102,46,903
"RAJASTHAN","JHUNJHUNU",2,3,5,2,2,0,2,5,21
"RAJASTHAN","JODHPUR",218,94,138,179,216,215,173,72,1305
"RAJASTHAN","KAROLI",3079,189,217,122,160,181,173,84,4205
"RAJASTHAN","KOTA",1342,837,1103,1070,1536,1862,1621,808,10179
"RAJASTHAN","NAGAUR",200,46,47,13,47,63,74,27,517
"RAJASTHAN","PALI",281,70,78,79,108,79,74,16,785
"RAJASTHAN","RAJSAMAND",1,2,6,6,17,20,12,6,70
"RAJASTHAN","SAWAI MADHOPUR",261,236,206,338,227,95,143,121,1627
"RAJASTHAN","SIKAR",8,1,6,16,49,50,41,47,218
"RAJASTHAN","SIROHI",0,1,0,0,4,1,1,0,7
"RAJASTHAN","TONK",6,2,2,2,8,14,10,3,47
