-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes according to ownership. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.2.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes according to ownership", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.2.csv"
}
-----
"State","District","Government","Cooperative Societies","Panchayat","Group of farmers","Individual farmers","Others","Total"
"TAMIL NADU","TUTICORIN DISTRICT",265,9,75,6,1219,12,1586
"TAMIL NADU","VELLORE",325,0,9,24,938,0,1296
"TAMIL NADU","VILLUPPURAM",772,5,57,30,549,27,1440
"TAMIL NADU","VIRUDHUNAGAR",395,10,234,4,2,10,655
"TRIPURA","DHALAI",5,0,2,1,5,0,13
"TRIPURA","NORTH TRIPURA",26,1,33,27,53,4,144
"TRIPURA","SOUTH TRIPURA",57,1,54,105,261,11,489
"TRIPURA","WEST TRIPURA",76,2,57,59,63,33,290
"UTTAR PRADESH","ALIGARH",3,35,0,1,0,0,39
"UTTAR PRADESH","ALLAHABAD",59,0,1,0,433,0,493
"UTTAR PRADESH","BAGHPAT",0,0,0,0,2,0,2
"UTTAR PRADESH","BAHARAICH",3,0,0,0,0,0,3
"UTTAR PRADESH","BANDA",6,0,0,0,232,0,238
"UTTAR PRADESH","BAREILLY",2,0,0,0,413,0,415
"UTTAR PRADESH","BASTI",0,0,0,0,5,0,5
"UTTAR PRADESH","BULAND SAHAR",1,0,0,0,13,0,14
"UTTAR PRADESH","CHANDAULI",0,0,0,0,112,0,112
"UTTAR PRADESH","CHITRAKOOT",2,0,0,0,470,0,472
"UTTAR PRADESH","DEORIA",0,0,0,0,10,0,10
"UTTAR PRADESH","FATEHPUR",0,0,0,0,31,0,31
"UTTAR PRADESH","GHAZIABAD",39,0,0,0,63,1,103
"UTTAR PRADESH","GORAKHPUR",1,0,0,0,0,0,1
"UTTAR PRADESH","HAMIRPUR",20,0,0,0,357,0,377
"UTTAR PRADESH","JALAUN",0,0,0,2,600,0,602
"UTTAR PRADESH","JAUNPUR",1,0,0,0,5,0,6
"UTTAR PRADESH","JHANSI",14,0,1,0,804,0,819
"UTTAR PRADESH","KANNAUJ",0,0,0,0,16,0,16
"UTTAR PRADESH","KANPUR DEHAT",0,0,0,0,27,0,27
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0,4,0,4
"UTTAR PRADESH","KAUSHAMBI",0,0,0,0,2,0,2
"UTTAR PRADESH","LALITPUR",0,0,1,0,535,0,536
"UTTAR PRADESH","LUCKNOW",0,0,0,0,1,0,1
"UTTAR PRADESH","MAHARAJ GANJ",0,0,0,0,100,0,100
"UTTAR PRADESH","MAHOBA",0,0,0,0,59,0,59
"UTTAR PRADESH","MEERUT",0,0,0,0,1,0,1
"UTTAR PRADESH","MIRZAPUR",0,0,0,1,163,0,164
"UTTAR PRADESH","MORADABAD",0,0,0,12,1,0,13
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,15,0,15
"UTTAR PRADESH","RAMPUR",0,0,0,0,4,0,4
"UTTAR PRADESH","SAHARANPUR",1,0,0,0,0,0,1
"UTTAR PRADESH","SANT KABIR NAGAR",1,0,0,0,23,3,27
"UTTAR PRADESH","SANT RAVI DAS NAGAR",2,0,0,0,0,0,2
"UTTAR PRADESH","SHRAWASTI",0,0,0,0,13,0,13
"UTTAR PRADESH","SIDDHARTH NAGAR",2,0,0,0,40,0,42
"UTTAR PRADESH","SONBHADRA",0,0,0,0,1497,0,1497
"UTTAR PRADESH","VARANASI",3,0,0,0,30,0,33
"UTTARANCHAL","ALMORA",375,5,2428,62,475,1,3346
"UTTARANCHAL","BAGESHWAR",632,7,555,171,106,87,1558
"UTTARANCHAL","CHAMOLI",176,10,1083,7,342,3,1621
"UTTARANCHAL","CHAMPAWAT",192,9,450,45,111,20,827
"UTTARANCHAL","DEHRA DUN",302,13,113,219,213,7,867
"UTTARANCHAL","HARIDWAR",17,0,0,2,0,0,19
"UTTARANCHAL","NAINITAL",988,13,412,192,1555,1,3161
"UTTARANCHAL","PAURI",692,24,835,879,166,15,2611
"UTTARANCHAL","PITHORAGARH",330,22,2174,296,571,23,3416
"UTTARANCHAL","RUDHARAPARYAG",288,22,226,103,104,0,743
"UTTARANCHAL","TEHARI GARHWAL",351,45,2885,822,673,1,4777
"UTTARANCHAL","UDHAM SINGH NAGAR",443,1,0,5,23,11,483
"UTTARANCHAL","UTTARKASHI",422,17,1020,257,379,2,2097
"WEST BENGAL","BANKURA",629,21,84,13067,968,0,14769
"WEST BENGAL","BIRBHUM",479,27,36,6888,558,0,7988
"WEST BENGAL","BURDWAN",157,1,40,1258,127,0,1583
"WEST BENGAL","DARJEELING",163,0,19,25,104,0,311
"WEST BENGAL","HAORA",377,0,17,17,70,0,481
"WEST BENGAL","HOOGHLY",20,0,1,72,112,0,205
"WEST BENGAL","JALPAIGURI",24,1,45,14,295,0,379
"WEST BENGAL","MALDA",64,0,39,31,267,0,401
"WEST BENGAL","MIDNAPORE",509,92,108,635,548,0,1892
"WEST BENGAL","MURSHIDABAD",103,0,6,1287,474,0,1870
"WEST BENGAL","NADIA",1,0,0,0,37,0,38
"WEST BENGAL","NORTH 24 PARGANAS",7,0,0,8,984,0,999
"WEST BENGAL","PURULIA",1114,145,327,16686,3014,0,21286
"WEST BENGAL","SOUTH 24 PARGANAS",593,5,77,291,609,0,1575
"WEST BENGAL","UTTAR DINAJPUR",1,0,0,0,3,0,4
