-----
{
 "description": "The table refers to Block wise Construction of Shallow Tubewells over the years. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.1.csv", 
 "title": "Download CSV for Blockwise Construction of Shallow Tubewells over the years", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.1.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Upto 1993-94,During 1994-95,During 1995-96,During 1996-97,During 1997-98,During 1998-99,During 1999-00,During 2000-01,Total
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,3,0,0,0,0,0,0,0,3
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,5,0,0,0,0,0,0,0,5
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,36,7,5,3,6,4,23,2,86
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,89,0,0,0,0,0,1,0,90
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,1,0,0,3,16,23,16,0,59
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,GUNTUR,PONNUR,926,28,17,5,7,18,13,7,1021
ANDHRA PRADESH,GUNTUR,PRATHIPADU,21,1,0,1,3,2,0,0,28
ANDHRA PRADESH,GUNTUR,RAJUPALEM,23,2,0,0,0,0,0,0,25
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,26,6,0,0,0,0,0,0,32
ANDHRA PRADESH,GUNTUR,REPALLE,0,4,1,0,0,26,5,57,93
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,0,0,0,0,0,0,0,1,1
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,6,4,6,4,0,0,0,0,20
ANDHRA PRADESH,GUNTUR,TADIKONDA,275,4,16,24,14,4,3,2,342
ANDHRA PRADESH,GUNTUR,TENALI,1127,51,8,61,19,3,6,14,1289
ANDHRA PRADESH,GUNTUR,THADEPALLE,1015,10,12,0,2,1,1,1,1042
ANDHRA PRADESH,GUNTUR,THULLUR,1757,33,67,100,50,14,98,41,2160
ANDHRA PRADESH,GUNTUR,TSUNDUR,524,29,31,39,9,6,1,0,639
ANDHRA PRADESH,GUNTUR,VEMURU,638,5,9,1,0,0,0,0,653
ANDHRA PRADESH,GUNTUR,VINUKONDA,17,0,0,0,0,0,0,0,17
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,231,61,58,70,238,145,117,83,1003
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,27,2,4,8,11,5,7,8,72
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,71,8,46,62,56,67,33,21,364
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,11,4,3,8,103,61,72,36,298
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,90,5,36,18,38,51,18,82,338
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,1,1,1,0,3,5,2,1,14
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,30,31,26,67,31,31,30,9,255
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,240,204,110,34,31,131,52,70,872
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,813,24,97,42,24,10,9,12,1031
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,31,7,14,40,191,364,79,67,793
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,0,0,0,0,0,0,0,1,1
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,30,25,37,44,37,39,26,22,260
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,9,0,1,6,1,4,5,3,29
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,26,9,2,1,12,22,5,0,77
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,4,0,0,0,19,1,0,5,29
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,12,22,69,109,135,204,495,239,1285
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,1,0,1,1,11,7,27,24,72
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,401,27,28,29,129,124,121,49,908
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,105,56,23,30,93,165,83,154,709
ANDHRA PRADESH,KARIMNAGAR,KORATLA,18,5,27,13,14,29,18,7,131
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,7,6,99,112,60,18,0,0,302
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,36,12,5,1,7,1,2,0,64
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,0,2,1,1,2,17,23,20,66
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,33,0,1,0,0,0,0,0,34
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,80,58,52,40,15,9,13,13,280
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,26,25,16,10,26,116,39,42,300
ANDHRA PRADESH,KARIMNAGAR,METPALLE,0,0,3,42,109,272,76,128,630
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,0,7,20,33,134,351,62,46,653
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,75,0,0,0,0,0,0,0,75
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,0,0,0,0,0,0,0,3,3
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,4,2,2,2,0,3,1,2,16
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,4,2,14,27,8,8,14,4,81
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,380,113,194,192,163,449,292,387,2170
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,12,4,9,12,6,33,29,26,131
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,91,12,26,42,93,148,131,37,580
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,2856,289,102,83,68,97,40,17,3552
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,1,0,0,14,63,6,4,1,89
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,82,41,22,11,1,2,0,0,159
ANDHRA PRADESH,KHAMMAM,BAYYARAM,0,0,0,0,9,1,0,21,31
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,13,0,11,2,0,0,0,1,27
ANDHRA PRADESH,KHAMMAM,BONAKAL,11,2,3,1,4,1,0,0,22
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,0,10,18,9,0,0,0,0,37
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,20,1,0,2,11,11,1,11,57
ANDHRA PRADESH,KHAMMAM,CHERLA,144,44,4,0,0,0,0,0,192
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,304,129,80,33,33,134,25,2,740
ANDHRA PRADESH,KHAMMAM,ENKURU,12,3,12,20,117,34,29,22,249
ANDHRA PRADESH,KHAMMAM,JULURPAD,55,11,1,3,4,2,1,0,77
ANDHRA PRADESH,KHAMMAM,KALLURU,12,11,0,0,0,1,2,1,27
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,4,18,22,17,16,4,3,0,84
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,9,14,11,2,5,3,4,0,48
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,18,3,8,16,20,0,0,0,65
ANDHRA PRADESH,KHAMMAM,KONIJERLA,0,4,0,0,0,0,0,2,6
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,25,6,12,53,6,42,15,8,167
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,50,0,1,0,0,0,0,0,51
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,247,97,112,175,85,127,62,20,925
ANDHRA PRADESH,KHAMMAM,MADHIRA,152,7,5,20,17,21,11,4,237
ANDHRA PRADESH,KHAMMAM,MANUGURU,5,12,19,93,13,10,0,0,152
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,34,122,13,12,2,7,2,2,194
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,9,0,0,0,16,19,0,0,44
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,10,1,20,12,0,5,2,1,51
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,62,42,18,15,18,36,35,2,228
ANDHRA PRADESH,KHAMMAM,PENUBALLI,45,26,36,68,50,88,60,28,401
ANDHRA PRADESH,KHAMMAM,PINAPAKA,747,7,64,57,10,11,1,15,912
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,133,71,87,35,7,3,2,0,338
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,0,0,0,5,0,9,0,0,14
ANDHRA PRADESH,KHAMMAM,THALLADA,11,5,0,1,3,4,7,1,32
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,272,12,20,51,60,74,34,13,536
ANDHRA PRADESH,KHAMMAM,VEMSOOR,19,93,206,181,142,111,82,0,834
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,30,20,10,0,5,0,0,4,69
ANDHRA PRADESH,KHAMMAM,WAZEED,24,2,7,20,38,56,3,0,150
ANDHRA PRADESH,KHAMMAM,WYRA,12,6,5,4,1,1,1,2,32
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,273,13,17,54,30,19,31,18,455
ANDHRA PRADESH,KRISHNA,A KONDURU,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,7,5,0,0,4,4,3,5,28
ANDHRA PRADESH,KRISHNA,AVANIGADDA,268,0,0,0,0,2,0,3,273
ANDHRA PRADESH,KRISHNA,BAPULAPADU,15,0,0,0,0,0,0,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLI,216,18,19,60,49,61,73,14,510
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,125,10,0,11,4,2,20,14,186
ANDHRA PRADESH,KRISHNA,CHATRAI,56,6,6,20,17,25,32,13,175
ANDHRA PRADESH,KRISHNA,G KONDURU,158,103,4,10,10,10,7,78,380
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,94,4,18,20,5,0,0,8,149
ANDHRA PRADESH,KRISHNA,GANNAVARAM,36,4,6,12,6,15,25,2,106
ANDHRA PRADESH,KRISHNA,GHANTASALA,286,3,12,13,7,11,1,38,371
ANDHRA PRADESH,KRISHNA,GUDIVADA,80,13,6,25,0,9,5,6,144
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,37,0,0,0,0,0,0,0,37
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,254,165,87,79,33,9,1,1,629
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,0,14,12,4,9,1,12,2,54
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,189,59,7,17,16,36,1,3,328
ANDHRA PRADESH,KRISHNA,KANKIPADU,1217,100,84,30,44,51,20,15,1561
ANDHRA PRADESH,KRISHNA,KODURU,86,1,0,0,0,0,0,0,87
ANDHRA PRADESH,KRISHNA,MOPIDEVI,515,128,37,33,18,15,16,8,770
ANDHRA PRADESH,KRISHNA,MOVVA,383,3,3,2,3,1,1,1,397
ANDHRA PRADESH,KRISHNA,MUSUNURU,36,0,12,5,19,0,0,0,72
ANDHRA PRADESH,KRISHNA,MYLAVARAM,26,0,1,3,3,2,0,14,49
ANDHRA PRADESH,KRISHNA,NANDIGAMA,242,5,3,3,2,7,4,1,267
ANDHRA PRADESH,KRISHNA,PAMARRU,213,20,24,11,14,9,2,5,298
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,924,49,23,32,17,5,7,19,1076
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,470,10,9,11,15,24,12,24,575
ANDHRA PRADESH,KRISHNA,PENAMALURU,1193,10,36,41,47,56,50,0,1433
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,107,7,15,12,3,1,6,15,166
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,59,0,0,0,8,5,11,4,87
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,1365,79,153,164,159,153,93,76,2242
ANDHRA PRADESH,KRISHNA,TIRUVURU,52,0,0,20,16,25,0,0,113
ANDHRA PRADESH,KRISHNA,UNGUTURU,442,22,19,20,13,24,18,9,567
ANDHRA PRADESH,KRISHNA,VATSAVAI,3,5,0,0,3,0,0,0,11
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,56,3,1,14,4,13,16,1,108
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,224,8,43,53,82,96,60,49,615
ANDHRA PRADESH,KRISHNA,VISSANNAPET,62,2,13,11,14,31,40,15,188
ANDHRA PRADESH,KRISHNA,VUYYURU,1131,33,52,38,27,28,27,9,1345
ANDHRA PRADESH,KURNOOL,ADONI,242,96,94,111,107,64,39,24,777
ANDHRA PRADESH,KURNOOL,ALLAGADDA,22,9,14,22,56,63,13,6,205
ANDHRA PRADESH,KURNOOL,ALUR,118,20,52,69,84,67,17,8,435
ANDHRA PRADESH,KURNOOL,ASPARI,209,18,21,24,10,8,4,8,302
ANDHRA PRADESH,KURNOOL,ATMAKUR,8,0,2,1,13,10,13,4,51
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,306,115,90,152,132,92,326,43,1256
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,154,7,9,18,86,65,56,23,418
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,416,277,206,52,34,50,31,15,1081
ANDHRA PRADESH,KURNOOL,C.BELAGAL,0,0,0,4,3,1,0,0,8
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,34,19,10,17,5,1,0,2,88
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,375,32,34,35,18,15,11,1,521
ANDHRA PRADESH,KURNOOL,DHONE,86,25,65,45,34,86,32,23,396
ANDHRA PRADESH,KURNOOL,GADIVEMULA,133,20,69,96,40,80,36,34,508
ANDHRA PRADESH,KURNOOL,GONEGANDLA,119,10,15,31,29,35,47,22,308
ANDHRA PRADESH,KURNOOL,GOSPADU,31,2,5,2,10,9,3,24,86
ANDHRA PRADESH,KURNOOL,GUDUR,3,1,2,6,12,12,4,3,43
ANDHRA PRADESH,KURNOOL,HALAHARVI,10,0,1,1,20,5,3,6,46
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,92,20,16,24,38,38,22,7,257
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,21,15,9,4,26,27,1,13,116
ANDHRA PRADESH,KURNOOL,KALLUR,203,114,146,64,133,79,43,21,803
ANDHRA PRADESH,KURNOOL,KODUMUR,414,16,44,11,4,2,1,6,498
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,18,2,2,34,5,14,23,6,104
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,145,22,39,59,50,56,30,26,427
ANDHRA PRADESH,KURNOOL,KOSIGI,15,21,19,6,0,2,1,1,65
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,14,2,2,11,5,5,6,5,50
ANDHRA PRADESH,KURNOOL,KOWTHALAM,124,5,50,164,29,0,0,0,372
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,48,12,33,70,136,21,34,12,366
ANDHRA PRADESH,KURNOOL,KURNOOL,81,3,28,34,31,54,45,29,305
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,15,6,4,13,0,4,16,4,62
ANDHRA PRADESH,KURNOOL,MAHANANDI,42,45,47,167,131,100,36,2,570
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,4,5,12,17,8,2,3,2,53
ANDHRA PRADESH,KURNOOL,MIDTHUR,149,23,11,15,6,7,2,0,213
ANDHRA PRADESH,KURNOOL,NANDAVARAM,5,1,0,1,2,24,36,8,77
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,31,3,2,12,36,29,10,3,126
ANDHRA PRADESH,KURNOOL,NANDYAL,125,1,2,9,19,16,5,0,177
ANDHRA PRADESH,KURNOOL,ORVAKAL,39,40,62,93,121,217,113,40,725
ANDHRA PRADESH,KURNOOL,OWK,77,43,41,23,24,57,87,37,389
ANDHRA PRADESH,KURNOOL,PAGIDYALA,0,0,0,0,0,0,0,12,12
ANDHRA PRADESH,KURNOOL,PAMULAPADU,10,0,1,0,0,0,0,0,11
ANDHRA PRADESH,KURNOOL,PANYAM,421,76,49,80,55,47,19,2,749
ANDHRA PRADESH,KURNOOL,PATTIKANDA,109,25,10,9,30,15,8,6,212
ANDHRA PRADESH,KURNOOL,PEAPALLY,507,41,23,29,95,3,10,3,711
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,17,36,41,74,46,19,8,3,244
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,7,20,20,51,105,74,35,6,318
ANDHRA PRADESH,KURNOOL,SANJAMALA,123,38,45,56,43,37,46,26,414
ANDHRA PRADESH,KURNOOL,SIRVEL,120,2,36,32,26,39,41,26,322
ANDHRA PRADESH,KURNOOL,TUGGALI,56,8,11,31,5,23,17,4,155
ANDHRA PRADESH,KURNOOL,UYYALAWADA,22,0,0,1,10,19,22,5,79
ANDHRA PRADESH,KURNOOL,VELDURTHI,60,14,42,13,24,78,15,0,246
ANDHRA PRADESH,KURNOOL,VELGODU,11,0,0,0,0,0,0,0,11
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,116,0,7,43,34,46,32,9,287
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,493,43,244,91,81,77,18,8,1055
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,464,176,103,213,181,166,142,20,1465
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,44,41,54,91,130,106,138,108,712
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,64,26,25,19,40,15,3,1,193
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,565,138,229,187,177,155,197,155,1803
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,52,0,11,33,18,116,95,30,355
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,18,14,8,10,45,56,40,12,203
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,255,152,373,519,830,508,299,105,3041
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,80,52,112,141,202,198,307,57,1149
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,439,200,216,298,119,96,52,30,1450
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,619,198,225,223,151,59,62,29,1566
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,411,150,135,164,137,131,123,76,1327
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,674,18,36,43,46,27,80,67,991
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,86,31,100,464,105,283,158,92,1319
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,214,4,42,55,73,193,72,116,769
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,211,38,172,104,72,71,56,11,735
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,201,30,79,121,244,243,252,48,1218
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,265,274,519,1217,772,380,176,231,3834
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,42,22,25,14,38,106,92,42,381
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,171,208,188,342,198,134,157,24,1422
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,202,71,40,32,94,152,158,177,926
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,48,40,165,324,294,423,370,255,1919
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,163,135,191,182,127,212,142,71,1223
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,82,14,18,34,38,39,40,64,329
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,779,311,317,339,265,264,166,92,2533
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,863,257,329,355,408,204,91,40,2547
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,295,171,389,376,213,371,362,90,2267
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,73,70,55,36,69,129,173,158,763
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,174,67,58,58,46,58,31,30,522
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,287,102,112,200,254,377,252,89,1673
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,13,0,8,16,10,10,7,0,64
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,516,280,154,280,569,364,298,203,2664
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,146,119,134,219,66,38,9,11,742
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,566,147,307,432,359,220,144,61,2236
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,78,126,194,209,338,273,348,213,1779
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,1347,131,115,65,80,74,119,40,1971
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,409,10,4,27,26,31,28,17,552
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,436,171,203,188,174,160,119,91,1542
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,59,96,203,242,211,77,23,15,926
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,134,73,198,176,308,222,130,93,1334
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,46,26,17,27,27,30,3,9,185
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,603,282,345,613,505,430,297,186,3261
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,352,149,181,161,200,104,101,74,1322
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,532,67,397,304,79,46,10,1,1436
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,255,139,170,101,83,59,75,41,923
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,275,80,169,309,354,356,209,171,1923
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,593,31,27,7,7,23,17,11,716
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,46,32,25,12,10,17,9,0,151
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,60,76,100,115,50,67,49,25,542
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,80,174,216,85,140,166,98,28,987
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,135,196,296,429,298,300,119,34,1807
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,291,314,433,534,680,589,122,22,2985
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,531,186,194,126,101,70,67,72,1347
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,233,218,190,150,118,80,133,89,1211
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,319,84,163,190,206,360,263,65,1650
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,127,10,37,40,57,36,29,2,338
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,460,62,339,254,150,84,102,13,1464
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,62,21,12,4,12,6,5,30,152
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,151,97,199,407,230,81,30,7,1202
ANDHRA PRADESH,MEDAK,ALLADURG,226,90,94,210,171,130,48,40,1009
ANDHRA PRADESH,MEDAK,ANDOLE,1218,54,51,96,53,88,51,30,1641
ANDHRA PRADESH,MEDAK,CHEGUNTA,365,186,762,834,593,474,365,58,3637
ANDHRA PRADESH,MEDAK,CHINNA KODUR,129,68,63,205,275,185,279,142,1346
ANDHRA PRADESH,MEDAK,DOULTABAD,96,55,274,758,996,755,569,47,3550
ANDHRA PRADESH,MEDAK,DUBBAK,374,409,505,705,866,999,409,13,4280
ANDHRA PRADESH,MEDAK,GAJWEL,1339,686,217,161,104,133,51,38,2729
ANDHRA PRADESH,MEDAK,HATHNOORA,460,68,431,420,316,603,56,58,2412
ANDHRA PRADESH,MEDAK,JAGDEVPUR,1279,282,210,162,235,105,60,22,2355
ANDHRA PRADESH,MEDAK,JHARASANGAM,18,16,32,61,70,53,30,7,287
ANDHRA PRADESH,MEDAK,JINNARAM,1017,180,246,156,141,132,90,51,2013
ANDHRA PRADESH,MEDAK,KALHER,1150,169,16,268,48,151,186,2,1990
ANDHRA PRADESH,MEDAK,KANGTI,12,0,21,51,8,49,5,246,392
ANDHRA PRADESH,MEDAK,KOHIR,12,4,2,4,6,6,1,0,35
ANDHRA PRADESH,MEDAK,KONDAPAK,83,83,133,448,647,881,1313,236,3824
ANDHRA PRADESH,MEDAK,KONDAPUR,280,96,145,155,213,173,64,62,1188
ANDHRA PRADESH,MEDAK,KOWDIPALLE,439,233,356,424,703,525,402,293,3375
ANDHRA PRADESH,MEDAK,KULCHARAM,123,233,274,434,448,369,184,77,2142
ANDHRA PRADESH,MEDAK,MANOOR,280,21,12,10,19,8,10,4,364
ANDHRA PRADESH,MEDAK,MEDAK,167,380,748,826,790,653,327,146,4037
ANDHRA PRADESH,MEDAK,MIRDODDI,622,1081,519,717,717,486,178,153,4473
ANDHRA PRADESH,MEDAK,MULUG,679,168,305,472,602,343,112,61,2742
ANDHRA PRADESH,MEDAK,MUNPALLE,156,95,36,51,44,31,18,11,442
ANDHRA PRADESH,MEDAK,NANGANUR,550,154,62,82,146,189,174,31,1388
ANDHRA PRADESH,MEDAK,NARAYANKHED,82,62,88,157,201,241,179,72,1082
ANDHRA PRADESH,MEDAK,NARSAPUR,707,86,226,303,369,182,79,677,2629
ANDHRA PRADESH,MEDAK,NYALKAL,127,106,35,51,58,34,37,23,471
ANDHRA PRADESH,MEDAK,PAPANNAPET,404,368,577,123,44,27,18,11,1572
ANDHRA PRADESH,MEDAK,PATANCHERU,627,240,111,148,79,89,95,37,1426
ANDHRA PRADESH,MEDAK,PULKAL,729,112,153,202,137,237,158,103,1831
ANDHRA PRADESH,MEDAK,RAIKODE,49,36,34,21,17,13,4,1,175
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,312,25,25,52,41,98,82,44,679
ANDHRA PRADESH,MEDAK,RAMAYAMPET,442,391,711,907,808,837,446,50,4592
ANDHRA PRADESH,MEDAK,REGODE,136,25,25,57,74,96,39,19,471
ANDHRA PRADESH,MEDAK,SADASIVPET,311,23,33,156,363,347,39,33,1305
ANDHRA PRADESH,MEDAK,SANGAREDDY,1275,97,123,102,66,45,23,5,1736
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),232,98,78,48,101,76,46,29,708
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),453,191,382,899,180,139,51,14,2309
ANDHRA PRADESH,MEDAK,SHIVAMPET,661,482,568,439,549,258,213,132,3302
ANDHRA PRADESH,MEDAK,SIDDIPET,1,16,181,66,312,1293,291,9,2169
ANDHRA PRADESH,MEDAK,TEKMAL,22,47,1130,14,0,0,0,0,1213
ANDHRA PRADESH,MEDAK,TUPRAN,402,158,885,580,597,603,78,52,3355
ANDHRA PRADESH,MEDAK,WARGAL,1063,549,230,70,195,490,182,87,2866
ANDHRA PRADESH,MEDAK,YELDURTHY,471,225,197,341,259,416,221,151,2281
ANDHRA PRADESH,MEDAK,ZAHIRABAD,347,71,73,51,61,36,59,30,728
ANDHRA PRADESH,NALGONDA,ALAIR,226,138,49,58,44,60,10,0,585
ANDHRA PRADESH,NALGONDA,ANUMULA,134,0,347,0,0,0,0,0,481
