-----
{
 "description": "The table provides the State-wise Net State Domestic Product at Current Prices since 2004-05. It also gives details of the percentage growth of Net State Domestic Product over the previous year.", 
 "file_name": "tab17.xls", 
 "title": "Download XLS for Net State Domestic Product at Current Prices(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab17.xls"
}
-----
"","       1.7 :  NET STATE DOMESTIC PRODUCT AT CURRENT PRICES","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","","","(` Crore)","","","","","(% Growth over previous year)","","",""
"","","","","","","","","","","","","","",""
"Sl.","State\UT","2004-2005","2006-2007","2007-2008","2008-09","2009-10","2010-11","2011-12","2006-2007","2007-2008","2008-09","2009-10","2010-11","2011-12"
"No.","","","","","","","","","","","","","",""
"(1)","(2)","(3)","(5)","(6)","(7)","(8)","(9)","(10)","(5)","(6)","(7)","(8)","(9)","(10)"
" 1.","Andhra Pradesh",201303.0,269120.0,325955.0,384005.0,441784.0,531139.0,608921.0,17.3316126557,21.1188317479,17.8092067923,15.0464186664,20.2259475219,14.6443774605
" 2.","Arunachal Pradesh",3188.0,3765.0,4407.0,5199.0,6521.0,7632.0,8691.0,9.47949985461,17.0517928287,17.9714091219,25.4279669167,17.0372642233,13.8757861635
" 3.","Assam",47181.0,57033.0,62342.0,71478.0,82495.0,92970.0,103559.0,8.7585812357,9.30864587169,14.6546469475,15.4131341112,12.6977392569,11.3896956007
" 4.","Bihar",70167.0,91331.0,102853.0,129690.0,149028.0,183970.0,230843.0,23.1805675442,12.6156507648,26.0925787289,14.9109414758,23.4466006388,25.478610643
" 5.","Jharkhand",53056.0,58512.0,74388.0,76234.0,87112.0,100117.0,113114.0,9.65928258181,27.1328958162,2.48158305103,14.269223706,14.9290568464,12.9818112808
" 6.","Goa",10999.0,14394.0,17045.0,22149.0,25224.0,27852.0,34658.0,15.2626521461,18.4173961373,29.9442651804,13.8832452932,10.4186489058,24.4363061899
" 7.","Gujarat",172265.0,240733.0,281579.0,314485.0,368013.0,440942.0,"N.A",16.6116062779,16.9673455654,11.6862408063,17.0208436014,19.8169629877,"N.A"
" 8.","Haryana",86222.0,116104.0,136581.0,164595.0,203822.0,238711.0,279616.0,18.5908501272,17.6367739268,20.5109056164,23.8324371943,17.1173867394,17.1357834369
" 9.","Himachal Pradesh",21189.0,26247.0,28873.0,33115.0,39407.0,46029.0,51688.0,10.546266268,10.004952947,14.6919267135,19.0004529669,16.8041210952,12.2944230811
"10.","Jammu & Kashmir",23292.0,27652.0,30720.0,34290.0,38715.0,43830.0,49846.0,9.39156578843,11.0950383336,11.62109375,12.9046369204,13.2119333592,13.7257586128
"11.","Karnataka",148729.0,203819.0,243028.0,278534.0,300875.0,354872.0,408737.0,16.5272624363,19.2371663093,14.6098391955,8.02092383695,17.9466555879,15.1787123244
"12.","Kerala",104776.0,135104.0,153981.0,180134.0,206200.0,246213.0,290593.0,12.3348493793,13.9721991947,16.9845630305,14.4703387478,19.4049466537,18.0250433568
"13.","Madhya Pradesh",99940.0,127663.0,142917.0,175503.0,202652.0,231355.0,281812.0,16.4680874357,11.9486460447,22.8006465291,15.4692512379,14.1636894775,21.8093406237
"14.","Chhattisgarh",41387.0,57536.0,69348.0,82809.0,86045.0,102918.0,118762.0,25.9985984583,20.5297552836,19.4107977159,3.90778780084,19.6095066535,15.3947803105
"15.","Maharashtra",370023.0,526910.0,619884.0,677781.0,787761.0,982452.0,1150616.0,20.5459582753,17.6451386385,9.33997328532,16.2264802348,24.7144755833,17.1167649921
"16.","Manipur",4603.0,5503.0,6049.0,6614.0,7436.0,8228.0,9115.0,7.10393149085,9.9218608032,9.3403868408,12.4281826429,10.650887574,10.7802625182
"17.","Meghalaya",5846.0,7701.0,8619.0,10341.0,11122.0,12305.0,13979.0,19.1920755301,11.9205298013,19.9791159067,7.55246107727,10.6365761554,13.6042259244
"18.","Mizoram",2400.0,2944.0,3411.0,4154.0,4717.0,5504.0,"N.A",10.5105105105,15.8627717391,21.7824684843,13.5532017333,16.6843332627,"N.A"
"19.","Nagaland",5421.0,6728.0,7477.0,8784.0,9700.0,10397.0,11299.0,10.0065402224,11.1325802616,17.4802728367,10.4280510018,7.18556701031,8.67557949408
"20.","Odisha",67987.0,87921.0,111109.0,127516.0,141318.0,168403.0,194869.0,19.5390890551,26.3736763686,14.766580565,10.823739766,19.1659944239,15.715872045
"21.","Punjab",86108.0,113013.0,135706.0,154827.0,176442.0,200329.0,220618.0,17.8421722175,20.0799907975,14.0900181274,13.9607432812,13.5381598486,10.1278397037
"22.","Rajasthan",112636.0,151428.0,172250.0,203939.0,231963.0,286008.0,325266.0,20.8205340972,13.7504292469,18.3970972424,13.7413638392,23.2989744054,13.7261894772
"23.","Sikkim",1511.0,1871.0,2139.0,2796.0,5463.0,6364.0,7481.0,7.96306982112,14.3238909674,30.7152875175,95.3862660944,16.4927695405,17.5518541798
"24.","Tamil Nadu",193645.0,276711.0,313812.0,359391.0,429999.0,507571.0,572020.0,20.9158123804,13.407851513,14.524301174,19.6465687789,18.0400419536,12.6975339411
"25.","Tripura",8170.0,9981.0,10808.0,12509.0,14210.0,16183.0,18478.0,10.4092920354,8.28574291153,15.7383419689,13.5982092893,13.8845883181,14.1815485386
