-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells by Status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells by Status", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in Use,Grand Total (Use + Not in Use)
UTTAR PRADESH,GHAZIPUR,SAIDPUR,3321,18,6,9,0,0,33,3354
UTTAR PRADESH,GHAZIPUR,VIRNO,2489,7,5,0,0,1,13,2502
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,5832,8,9,5,1,1,24,5856
UTTAR PRADESH,GONDA,BELSAR,3433,0,0,0,0,0,0,3433
UTTAR PRADESH,GONDA,BHABHANJOT,7803,5,1,4,0,0,10,7813
UTTAR PRADESH,GONDA,CHHAPIA,9256,2,0,0,0,0,2,9258
UTTAR PRADESH,GONDA,COLONELGANJ,3038,0,0,1,0,0,1,3039
UTTAR PRADESH,GONDA,HALDAR MAU,3056,0,0,0,0,0,0,3056
UTTAR PRADESH,GONDA,ITIYATHOK,8711,13,25,45,3,8,94,8805
UTTAR PRADESH,GONDA,JHANJHRI,6219,0,0,0,0,0,0,6219
UTTAR PRADESH,GONDA,KATRA BAZAR,2903,0,0,24,0,0,24,2927
UTTAR PRADESH,GONDA,MANKAPUR,7466,3,103,18,0,0,124,7590
UTTAR PRADESH,GONDA,MUJEHNA,6336,0,0,0,0,0,0,6336
UTTAR PRADESH,GONDA,NAWABGANJ,5431,0,0,0,1,0,1,5432
UTTAR PRADESH,GONDA,PANDRIKRIPAL,4952,0,0,0,0,0,0,4952
UTTAR PRADESH,GONDA,PARASPUR,6397,0,0,0,0,0,0,6397
UTTAR PRADESH,GONDA,RUPIHDEEH,9074,0,125,0,0,0,125,9199
UTTAR PRADESH,GONDA,TARABGANJ,2423,40,0,0,0,0,40,2463
UTTAR PRADESH,GONDA,WAZIRGANJ,5885,0,1,0,0,0,1,5886
UTTAR PRADESH,GORAKHPUR,BANSGAON,3405,2,0,0,0,0,2,3407
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,3599,13,2,1,0,34,50,3649
UTTAR PRADESH,GORAKHPUR,BELGHAT,5160,1,2,0,0,0,3,5163
UTTAR PRADESH,GORAKHPUR,BHATHAT,5862,2,1,6,1,1,11,5873
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,4149,10,6,3,0,0,19,4168
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,7685,1,0,4,3,0,8,7693
UTTAR PRADESH,GORAKHPUR,CHARGANWA,4035,4,0,1,0,0,5,4040
UTTAR PRADESH,GORAKHPUR,GAGHA,1765,3,0,0,0,0,3,1768
UTTAR PRADESH,GORAKHPUR,GOLA,2989,14,8,8,0,0,30,3019
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,4844,16,9,3,0,2,30,4874
UTTAR PRADESH,GORAKHPUR,KAURIRAM,3004,61,3,0,0,2,66,3070
UTTAR PRADESH,GORAKHPUR,KHAJANI,5129,17,3,3,0,0,23,5152
UTTAR PRADESH,GORAKHPUR,KHORABAR,2616,8,2,2,1,2,15,2631
UTTAR PRADESH,GORAKHPUR,PALI,3378,1,0,0,0,0,1,3379
UTTAR PRADESH,GORAKHPUR,PIPRAICH,4351,2,1,1,1,2,7,4358
UTTAR PRADESH,GORAKHPUR,PIPRAULI,2705,2,12,0,0,0,14,2719
UTTAR PRADESH,GORAKHPUR,SAHJANWA,3708,9,1,2,0,0,12,3720
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,3222,1,3,1,0,0,5,3227
UTTAR PRADESH,GORAKHPUR,URUWA,4676,5,5,11,0,1,22,4698
UTTAR PRADESH,HAMIRPUR,GOHAND,650,8,0,0,0,1,9,659
UTTAR PRADESH,HAMIRPUR,KURARA,400,5,1,1,2,33,42,442
UTTAR PRADESH,HAMIRPUR,MAUDAHA,1954,33,7,1,0,2,43,1997
UTTAR PRADESH,HAMIRPUR,MUSKARA,1257,31,20,4,0,3,58,1315
UTTAR PRADESH,HAMIRPUR,RATH,2731,4,0,0,1,2,7,2738
UTTAR PRADESH,HAMIRPUR,SARILA,1352,24,7,0,0,1,32,1384
UTTAR PRADESH,HAMIRPUR,SUMREPUR,1776,45,85,2,3,43,178,1954
UTTAR PRADESH,HARDOI,AHIROURI,4583,0,0,0,5,2,7,4590
UTTAR PRADESH,HARDOI,BAVAN,3518,3,0,0,4,111,118,3636
UTTAR PRADESH,HARDOI,BEHANDAR,2819,0,0,0,0,29,29,2848
UTTAR PRADESH,HARDOI,BHARAWAN,1717,0,0,0,0,3,3,1720
UTTAR PRADESH,HARDOI,BHARKHANI,4993,0,1,0,0,48,49,5042
UTTAR PRADESH,HARDOI,BILGRAM,2725,4,0,0,1,52,57,2782
UTTAR PRADESH,HARDOI,HARIYAWAN,2190,1,5,0,2,18,26,2216
UTTAR PRADESH,HARDOI,HARPALPUR,4491,0,0,0,7,14,21,4512
UTTAR PRADESH,HARDOI,KACHOUNA,4070,34,13,0,5,34,86,4156
UTTAR PRADESH,HARDOI,KOTHAWAN,3490,0,0,0,5,48,53,3543
UTTAR PRADESH,HARDOI,MAHDHOGANJ,3124,1,1,0,1,101,104,3228
UTTAR PRADESH,HARDOI,MALLAWAN,2556,0,0,0,3,10,13,2569
UTTAR PRADESH,HARDOI,PIHANI,2755,3,1,0,0,4,8,2763
UTTAR PRADESH,HARDOI,SANDI,3687,2,0,0,2,30,34,3721
UTTAR PRADESH,HARDOI,SANDILA,2111,0,0,0,0,11,11,2122
UTTAR PRADESH,HARDOI,SHAHABAD,5611,17,5,1,15,109,147,5758
UTTAR PRADESH,HARDOI,SURSA,4067,30,0,1,2,50,83,4150
UTTAR PRADESH,HARDOI,TANDIYAWA,2005,0,0,0,0,1,1,2006
UTTAR PRADESH,HARDOI,TODARPUR,3786,2,3,0,3,21,29,3815
UTTAR PRADESH,HATHRAS,HASAYAN,4856,0,0,0,0,0,0,4856
UTTAR PRADESH,HATHRAS,HATHRAS,5088,0,0,0,0,0,0,5088
UTTAR PRADESH,HATHRAS,MURSAN,5056,6,2,0,0,0,8,5064
UTTAR PRADESH,HATHRAS,SADABAD,4408,12,2,2,0,1,17,4425
UTTAR PRADESH,HATHRAS,SAHPAU,2665,0,0,0,0,0,0,2665
UTTAR PRADESH,HATHRAS,SASNI,4028,0,0,0,1,3,4,4032
UTTAR PRADESH,HATHRAS,SIKANDRARAO,4353,0,0,0,0,1,1,4354
UTTAR PRADESH,JALAUN,DAKOR,882,12,6,1,1,3,23,905
UTTAR PRADESH,JALAUN,ETKONCH,1609,10,4,1,1,0,16,1625
UTTAR PRADESH,JALAUN,JALAUN,1753,38,11,2,6,7,64,1817
UTTAR PRADESH,JALAUN,KADAURA,323,55,3,0,0,0,58,381
UTTAR PRADESH,JALAUN,KUTHAUND,873,7,6,0,2,0,15,888
UTTAR PRADESH,JALAUN,MADHO GANJ,1935,12,2,4,0,0,18,1953
UTTAR PRADESH,JALAUN,MAHEBA,455,0,0,0,0,0,0,455
UTTAR PRADESH,JALAUN,NADIGAON,455,15,2,0,0,0,17,472
UTTAR PRADESH,JALAUN,RAMPURA,1062,9,1,1,1,0,12,1074
UTTAR PRADESH,JAUNPUR,BADLA PUR,5213,22,4,5,0,0,31,5244
UTTAR PRADESH,JAUNPUR,BAKSHA,4535,55,2,0,0,0,57,4592
UTTAR PRADESH,JAUNPUR,BARSOTHI,2856,7,4,0,0,0,11,2867
UTTAR PRADESH,JAUNPUR,DHARMA PUR,2739,17,3,0,6,5,31,2770
UTTAR PRADESH,JAUNPUR,DOBHI,2860,14,5,1,0,3,23,2883
UTTAR PRADESH,JAUNPUR,JALAL PUR,1858,0,0,0,0,7,7,1865
UTTAR PRADESH,JAUNPUR,KARNJAKALA,4555,10,4,1,0,0,15,4570
UTTAR PRADESH,JAUNPUR,KERAKAT,2993,6,0,0,0,0,6,2999
UTTAR PRADESH,JAUNPUR,KHUTHAN,4556,76,23,13,31,1,144,4700
UTTAR PRADESH,JAUNPUR,M.SHAHAR,3771,2,9,0,0,0,11,3782
UTTAR PRADESH,JAUNPUR,MADRIYAHU,3556,22,1,1,1,0,25,3581
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,4892,2,0,0,0,0,2,4894
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,2426,4,1,33,0,0,38,2464
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,2212,12,7,3,1,3,26,2238
UTTAR PRADESH,JAUNPUR,RAM NAGAR,2001,21,8,1,0,0,30,2031
UTTAR PRADESH,JAUNPUR,RAMPUR,2365,12,1,0,0,1,14,2379
UTTAR PRADESH,JAUNPUR,SHAH GANJ,5944,8,0,2,2,1,13,5957
UTTAR PRADESH,JAUNPUR,SIKRARA,3998,7,2,0,0,9,18,4016
UTTAR PRADESH,JAUNPUR,SIRKONI,3060,9,1,0,0,0,10,3070
UTTAR PRADESH,JAUNPUR,SUITHA KALA,4577,2,0,1,1,0,4,4581
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,4373,13,9,1,2,1,26,4399
UTTAR PRADESH,JHANSI,BABINA,637,11,0,0,0,0,11,648
UTTAR PRADESH,JHANSI,BADAGAON,611,2,0,0,0,0,2,613
UTTAR PRADESH,JHANSI,BAMAUR,133,0,0,0,0,2,2,135
UTTAR PRADESH,JHANSI,BANGRA,190,0,0,0,0,0,0,190
UTTAR PRADESH,JHANSI,CHIRGAON,3031,16,2,3,2,0,23,3054
UTTAR PRADESH,JHANSI,GURSARAI,920,35,0,9,1,0,45,965
UTTAR PRADESH,JHANSI,MAURANIPUR,1426,36,0,0,0,0,36,1462
UTTAR PRADESH,JHANSI,MOTH,2199,63,18,6,0,5,92,2291
UTTAR PRADESH,JYOTIBA PHULENAGAR,AMROHA,10265,3,0,0,2,0,5,10270
UTTAR PRADESH,JYOTIBA PHULENAGAR,DHANORA,12625,7,0,0,3,0,10,12635
UTTAR PRADESH,JYOTIBA PHULENAGAR,GAJROLA,11556,3,0,0,3,0,6,11562
UTTAR PRADESH,JYOTIBA PHULENAGAR,GANGESHWARI,13895,4,0,0,4,0,8,13903
UTTAR PRADESH,JYOTIBA PHULENAGAR,HASANPUR,11929,3,0,0,3,0,6,11935
UTTAR PRADESH,JYOTIBA PHULENAGAR,JOYA,9375,2,0,0,2,0,4,9379
UTTAR PRADESH,KANNAUJ,CHHIBRAMAU,3879,3,1,0,2,0,6,3885
UTTAR PRADESH,KANNAUJ,HASERAN,929,0,0,0,0,0,0,929
UTTAR PRADESH,KANNAUJ,JALABAD,2925,0,0,0,0,0,0,2925
UTTAR PRADESH,KANNAUJ,KANNAUJ,2999,0,0,0,0,0,0,2999
UTTAR PRADESH,KANNAUJ,SAURIKH,3515,26,5,4,10,0,45,3560
UTTAR PRADESH,KANNAUJ,TALGRAM,6408,31,11,0,1,0,43,6451
UTTAR PRADESH,KANNAUJ,UMARDA,6064,0,0,0,0,0,0,6064
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,2898,60,21,3,1,3,88,2986
UTTAR PRADESH,KANPUR DEHAT,AMRAUDHA,188,11,2,0,0,4,17,205
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,2619,41,6,10,3,2,62,2681
UTTAR PRADESH,KANPUR DEHAT,JHINJHAK,3282,21,8,2,0,1,32,3314
UTTAR PRADESH,KANPUR DEHAT,MAITHA,3966,39,11,4,1,3,58,4024
UTTAR PRADESH,KANPUR DEHAT,MALASA,1030,59,43,15,4,2,123,1153
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,695,8,2,2,0,4,16,711
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,6679,68,19,8,1,0,96,6775
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,1625,9,2,2,0,1,14,1639
UTTAR PRADESH,KANPUR DEHAT,SARVENKHERA,2775,19,2,1,0,5,27,2802
UTTAR PRADESH,KANPUR NAGAR,BILHAUR,4338,56,33,0,1,1,91,4429
UTTAR PRADESH,KANPUR NAGAR,BITARGAON,3464,158,36,20,2,2,218,3682
UTTAR PRADESH,KANPUR NAGAR,CHAMBEPUR,2483,41,5,8,1,0,55,2538
UTTAR PRADESH,KANPUR NAGAR,GHATAMPUR,472,10,1,0,3,0,14,486
UTTAR PRADESH,KANPUR NAGAR,KAKWAN,1338,5,2,1,0,1,9,1347
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,2762,6,5,2,0,0,13,2775
UTTAR PRADESH,KANPUR NAGAR,PATARA,2400,13,2,2,0,0,17,2417
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,2251,28,44,0,23,1,96,2347
UTTAR PRADESH,KANPUR NAGAR,SHIVRAJPUR,4068,7,5,1,1,11,25,4093
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,3564,8,8,1,0,0,17,3581
UTTAR PRADESH,KAUSHAMBI,CHAYAL,1728,45,0,0,5,10,60,1788
UTTAR PRADESH,KAUSHAMBI,KARA,2008,21,15,0,2,1,39,2047
UTTAR PRADESH,KAUSHAMBI,KOSHAMBHI,1559,118,124,9,7,4,262,1821
UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,3118,25,19,1,10,16,71,3189
UTTAR PRADESH,KAUSHAMBI,MURATGANJ,602,4,4,0,0,0,8,610
UTTAR PRADESH,KAUSHAMBI,NEWADA,1383,8,28,3,3,1,43,1426
UTTAR PRADESH,KAUSHAMBI,SARSAWAN,2266,52,76,1,3,4,136,2402
UTTAR PRADESH,KAUSHAMBI,SIRATHU,933,11,0,1,0,16,28,961
UTTAR PRADESH,KHERI,BANKEYGANJ,8068,21,24,3,8,12,68,8136
UTTAR PRADESH,KHERI,BEHJAM,5752,61,20,5,9,37,132,5884
UTTAR PRADESH,KHERI,BIJUA,5830,108,26,8,14,37,193,6023
UTTAR PRADESH,KHERI,DHAUREHRA,2073,1,0,0,0,0,1,2074
UTTAR PRADESH,KHERI,ISANAGAR,2531,21,17,0,0,0,38,2569
UTTAR PRADESH,KHERI,KHUMBHIGOLA,9659,65,7,11,3,0,86,9745
UTTAR PRADESH,KHERI,LAKHIMPUR,9069,132,92,23,30,51,328,9397
UTTAR PRADESH,KHERI,MITAULI,7321,156,49,7,3,5,220,7541
UTTAR PRADESH,KHERI,MOHAMMADI,8479,166,61,1,0,0,228,8707
UTTAR PRADESH,KHERI,NAKAHA,7550,179,61,21,11,16,288,7838
UTTAR PRADESH,KHERI,NIGHASAN,5643,25,37,2,0,0,64,5707
UTTAR PRADESH,KHERI,PALIA,5883,32,10,0,3,0,45,5928
UTTAR PRADESH,KHERI,PASGAWAN,6143,18,12,1,3,5,39,6182
UTTAR PRADESH,KHERI,PHOOLBEHAR,10785,121,39,3,9,17,189,10974
UTTAR PRADESH,KHERI,RAMIA BEHAR,3023,17,0,1,0,0,18,3041
UTTAR PRADESH,KUSHINAGAR,BISHUN PUR,2640,10,5,3,0,51,69,2709
UTTAR PRADESH,KUSHINAGAR,DUDAHI,2256,0,0,2,0,15,17,2273
UTTAR PRADESH,KUSHINAGAR,FAZIL NAGAR,3131,3,3,1,0,113,120,3251
UTTAR PRADESH,KUSHINAGAR,HATA,3053,8,5,1,0,49,63,3116
UTTAR PRADESH,KUSHINAGAR,KAPTAN GANJ,4421,24,52,3,0,80,159,4580
UTTAR PRADESH,KUSHINAGAR,KASAYA,2632,3,0,0,0,2,5,2637
UTTAR PRADESH,KUSHINAGAR,KHADDA,2034,0,0,1,0,39,40,2074
UTTAR PRADESH,KUSHINAGAR,MOTI CHAK,3666,9,3,2,1,82,97,3763
UTTAR PRADESH,KUSHINAGAR,NEBUAA NAORANGIYA,3024,8,2,7,0,5,22,3046
UTTAR PRADESH,KUSHINAGAR,PADRAUNA,4031,8,7,1,5,140,161,4192
UTTAR PRADESH,KUSHINAGAR,RAMKOLA,2764,17,1,2,0,132,152,2916
UTTAR PRADESH,KUSHINAGAR,SEVARI,1489,0,0,0,0,16,16,1505
UTTAR PRADESH,KUSHINAGAR,SHUKARAULI,3670,3,3,4,0,3,13,3683
UTTAR PRADESH,KUSHINAGAR,TAMAKUHI,2949,1,1,4,0,7,13,2962
UTTAR PRADESH,LALITPUR,BAR,286,0,0,0,0,0,0,286
UTTAR PRADESH,LALITPUR,BIRDHA,204,0,0,0,0,0,0,204
UTTAR PRADESH,LALITPUR,JAKHAURA,123,0,0,0,0,0,0,123
UTTAR PRADESH,LALITPUR,MEHRONI,324,0,0,0,0,0,0,324
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,4193,38,43,5,2,501,589,4782
UTTAR PRADESH,LUCKNOW,CHINHAT,2199,13,6,1,3,27,50,2249
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,5187,20,2,0,2,19,43,5230
UTTAR PRADESH,LUCKNOW,KAKORI,2551,70,22,19,7,32,150,2701
UTTAR PRADESH,LUCKNOW,MALIHABAD,2347,8,24,46,3,6,87,2434
UTTAR PRADESH,LUCKNOW,MALL,2936,92,47,19,1,21,180,3116
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,6171,53,3,55,3,112,226,6397
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,4878,58,58,2,8,53,179,5057
UTTAR PRADESH,MAHARAJ GANJ,BRIDGEMANGANJ,4889,0,0,0,0,0,0,4889
UTTAR PRADESH,MAHARAJ GANJ,DHANI,1705,2,0,0,0,0,2,1707
UTTAR PRADESH,MAHARAJ GANJ,GHUGHULI,4558,0,0,0,0,0,0,4558
UTTAR PRADESH,MAHARAJ GANJ,LAKSHMIPUR,6763,0,0,0,0,0,0,6763
UTTAR PRADESH,MAHARAJ GANJ,MAHRAJGANJ SADAR,4711,0,0,0,0,0,0,4711
UTTAR PRADESH,MAHARAJ GANJ,MITHAURA,4563,0,0,0,0,0,0,4563
UTTAR PRADESH,MAHARAJ GANJ,NAUTANAWA,5027,0,0,0,0,0,0,5027
UTTAR PRADESH,MAHARAJ GANJ,NICHLAUL,7126,0,0,0,0,0,0,7126
UTTAR PRADESH,MAHARAJ GANJ,PANIYARA,7516,0,0,0,0,0,0,7516
UTTAR PRADESH,MAHARAJ GANJ,PARTAWAL,4561,0,0,0,0,0,0,4561
UTTAR PRADESH,MAHARAJ GANJ,PHARENDA,6333,0,0,0,0,0,0,6333
UTTAR PRADESH,MAHARAJ GANJ,SISWA,4619,0,0,0,0,0,0,4619
UTTAR PRADESH,MAHOBA,CHARKHARI,270,9,1,0,0,0,10,280
UTTAR PRADESH,MAHOBA,KABARAI,29,0,0,0,0,0,0,29
UTTAR PRADESH,MAHOBA,PANWADI,440,2,1,0,1,0,4,444
UTTAR PRADESH,MAINPURI,BARNAHAL,3768,24,7,0,0,1,32,3800
UTTAR PRADESH,MAINPURI,BEWAR,9378,108,8,4,0,2,122,9500
UTTAR PRADESH,MAINPURI,GHIROR,5878,49,0,0,0,0,49,5927
UTTAR PRADESH,MAINPURI,JAGIR,4571,162,0,0,0,0,162,4733
UTTAR PRADESH,MAINPURI,KARHAL,5748,287,11,3,10,0,311,6059
UTTAR PRADESH,MAINPURI,KISHANI,4037,0,0,0,0,0,0,4037
UTTAR PRADESH,MAINPURI,KURAWALI,6972,56,5,0,0,0,61,7033
UTTAR PRADESH,MAINPURI,MAINPURI,7551,45,16,1,3,6,71,7622
UTTAR PRADESH,MAINPURI,SULTANGANJ,9115,156,0,0,2,0,158,9273
UTTAR PRADESH,MATHURA,BALDEV,4120,11,4,14,0,11,40,4160
UTTAR PRADESH,MATHURA,CHHATA,6769,24,0,0,2,1,27,6796
UTTAR PRADESH,MATHURA,CHOMUHA,3828,568,38,13,3,0,622,4450
UTTAR PRADESH,MATHURA,FARAH,6696,104,62,181,20,29,396,7092
UTTAR PRADESH,MATHURA,GOVERDHAN,4291,46,0,1,0,0,47,4338
UTTAR PRADESH,MATHURA,MAAT,3462,15,0,0,0,1,16,3478
UTTAR PRADESH,MATHURA,MATHURA,6685,50,42,7,3,27,129,6814
UTTAR PRADESH,MATHURA,NAND GAWON,4600,53,0,0,0,0,53,4653
UTTAR PRADESH,MATHURA,NOHJHIL,6253,435,12,1,0,0,448,6701
UTTAR PRADESH,MATHURA,RAYA,5949,55,0,0,0,0,55,6004
UTTAR PRADESH,MAU,BADRAW,2438,37,3,2,1,0,43,2481
UTTAR PRADESH,MAU,DOHARIGHAT,2776,11,4,7,0,4,26,2802
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,5135,27,3,9,1,0,40,5175
UTTAR PRADESH,MAU,GHOSI,2927,21,4,3,0,1,29,2956
UTTAR PRADESH,MAU,KOPAGANJ,2083,9,77,1,13,0,100,2183
UTTAR PRADESH,MAU,MUHAMMDABAD,4766,56,85,8,0,3,152,4918
UTTAR PRADESH,MAU,PARDHA,3757,69,13,4,3,0,89,3846
UTTAR PRADESH,MAU,RANIPUR,3569,27,1,11,0,0,39,3608
UTTAR PRADESH,MAU,RATANPURA,2536,36,6,0,1,175,218,2754
UTTAR PRADESH,MEERUT,DAURALA,4185,26,16,0,1,12,55,4240
UTTAR PRADESH,MEERUT,GEHTA,3242,24,5,7,0,12,48,3290
UTTAR PRADESH,MEERUT,HASTINAPUR,7016,21,1,0,9,110,141,7157
UTTAR PRADESH,MEERUT,JANI KHURD,3541,7,5,0,7,12,31,3572
UTTAR PRADESH,MEERUT,KHARKHODA,3247,8,4,0,3,7,22,3269
UTTAR PRADESH,MEERUT,MACHHRA,4090,25,9,0,13,5,52,4142
UTTAR PRADESH,MEERUT,MAWANA,7257,15,13,1,14,19,62,7319
UTTAR PRADESH,MEERUT,MEERUT,1631,5,1,0,1,5,12,1643
UTTAR PRADESH,MEERUT,PARIKSHITGARH,5785,6,7,0,4,10,27,5812
UTTAR PRADESH,MEERUT,RAJPURA,2908,21,2,3,15,22,63,2971
UTTAR PRADESH,MEERUT,SARDHANA,4261,35,10,3,1,5,54,4315
UTTAR PRADESH,MEERUT,SARURPUR KHURD,4075,19,3,0,0,18,40,4115
UTTAR PRADESH,MIRZAPUR,CHHANBEY,313,1,0,0,0,0,1,314
UTTAR PRADESH,MIRZAPUR,CITY,1077,6,6,0,0,0,12,1089
UTTAR PRADESH,MIRZAPUR,HALIYA,391,4,0,1,0,0,5,396
UTTAR PRADESH,MIRZAPUR,JAMALPUR,1300,90,1,3,0,2,96,1396
UTTAR PRADESH,MIRZAPUR,KONE,248,18,15,1,0,5,39,287
UTTAR PRADESH,MIRZAPUR,LALGANJ,331,4,1,0,0,0,5,336
UTTAR PRADESH,MIRZAPUR,MAJHWAN,531,1,3,0,0,0,4,535
UTTAR PRADESH,MIRZAPUR,MARIHAN,1,0,0,0,0,0,0,1
UTTAR PRADESH,MIRZAPUR,NARAYANPUR,1046,23,15,4,1,6,49,1095
UTTAR PRADESH,MIRZAPUR,PAHARI,255,2,0,1,0,1,4,259
UTTAR PRADESH,MIRZAPUR,RAJGARH,201,0,0,0,0,0,0,201
UTTAR PRADESH,MIRZAPUR,SIKHAR,1076,11,3,6,1,6,27,1103
UTTAR PRADESH,MORADABAD,ASMOLI,4585,1,0,0,1,0,2,4587
UTTAR PRADESH,MORADABAD,BAHJOI,6607,2,0,0,1,0,3,6610
UTTAR PRADESH,MORADABAD,BANIYA KHERA,9459,3,0,0,2,0,5,9464
UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,6834,2,0,0,2,0,4,6838
UTTAR PRADESH,MORADABAD,BILARI,7377,2,0,0,2,0,4,7381
UTTAR PRADESH,MORADABAD,BILARI-I,13709,3,0,0,3,0,6,13715
UTTAR PRADESH,MORADABAD,CHAILLAT,6264,2,0,0,1,0,3,6267
UTTAR PRADESH,MORADABAD,DINGPUR,9228,3,0,0,2,0,5,9233
UTTAR PRADESH,MORADABAD,MORADABAD,4139,1,0,0,1,0,2,4141
UTTAR PRADESH,MORADABAD,MUNDAPANDEY,6682,2,0,0,1,0,3,6685
UTTAR PRADESH,MORADABAD,PAWASA,9723,2,0,0,2,0,4,9727
UTTAR PRADESH,MORADABAD,SAMBHAL,9084,3,0,0,2,0,5,9089
UTTAR PRADESH,MORADABAD,THAKURDWARA,7681,2,0,0,2,0,4,7685
UTTAR PRADESH,MUZZAFARNAGAR,BAGHARA,5742,7,8,19,1,8,43,5785
UTTAR PRADESH,MUZZAFARNAGAR,BUDHANA,3605,5,1,1,0,15,22,3627
UTTAR PRADESH,MUZZAFARNAGAR,CHARTHAWAL,6629,16,11,2,9,5,43,6672
UTTAR PRADESH,MUZZAFARNAGAR,JANSATH,13066,21,0,1,9,10,41,13107
UTTAR PRADESH,MUZZAFARNAGAR,KAIRANA,4310,7,1,0,2,6,16,4326
UTTAR PRADESH,MUZZAFARNAGAR,KANDHLA,4112,9,61,0,6,10,86,4198
UTTAR PRADESH,MUZZAFARNAGAR,KHATOLI,8102,23,5,0,0,35,63,8165
UTTAR PRADESH,MUZZAFARNAGAR,MORNA,6679,16,14,0,4,22,56,6735
UTTAR PRADESH,MUZZAFARNAGAR,MUZAFFER NAGAR SADAR,7491,37,9,11,13,17,87,7578
UTTAR PRADESH,MUZZAFARNAGAR,PURKAZI,4298,29,0,2,2,41,74,4372
UTTAR PRADESH,MUZZAFARNAGAR,SHAHPUR,4743,4,3,1,9,12,29,4772
UTTAR PRADESH,MUZZAFARNAGAR,SHAMLI,4403,26,13,0,0,24,63,4466
UTTAR PRADESH,MUZZAFARNAGAR,THANA BHAVAN,5599,12,1,0,1,4,18,5617
UTTAR PRADESH,MUZZAFARNAGAR,UN,12132,56,6,0,14,80,156,12288
UTTAR PRADESH,PILIBHIT,AMREYA,9632,49,41,18,5,7,120,9752
UTTAR PRADESH,PILIBHIT,BERKHEDA,8069,36,7,6,0,10,59,8128
UTTAR PRADESH,PILIBHIT,BILSANDA,7532,88,44,3,20,19,174,7706
UTTAR PRADESH,PILIBHIT,BISALPUR,7017,40,7,14,10,8,79,7096
UTTAR PRADESH,PILIBHIT,LALORIKHEDA,6081,130,9,5,4,10,158,6239
UTTAR PRADESH,PILIBHIT,MARORI,11105,47,7,7,6,1,68,11173
UTTAR PRADESH,PILIBHIT,PURANPUR,23677,77,34,8,17,13,149,23826
UTTAR PRADESH,PRATAPGARH,AASPUR DEVSARA,6001,3,3,2,1,2,11,6012
UTTAR PRADESH,PRATAPGARH,BABAGANJ,4770,40,2,10,0,0,52,4822
UTTAR PRADESH,PRATAPGARH,BIHAR,4606,12,2,7,0,0,21,4627
UTTAR PRADESH,PRATAPGARH,GAURA,4471,16,4,16,0,1,37,4508
UTTAR PRADESH,PRATAPGARH,KALAKANKAR,2659,4,0,4,0,0,8,2667
UTTAR PRADESH,PRATAPGARH,KUNDA,10949,64,10,16,2,1,93,11042
UTTAR PRADESH,PRATAPGARH,LAXMANPUR,3057,15,5,10,0,0,30,3087
UTTAR PRADESH,PRATAPGARH,MANDHATA,6202,22,7,15,0,0,44,6246
UTTAR PRADESH,PRATAPGARH,MANGRAURA,14487,117,9,14,2,1,143,14630
UTTAR PRADESH,PRATAPGARH,PATTI,6386,47,10,1,0,5,63,6449
UTTAR PRADESH,PRATAPGARH,RAMPUR KHAS,2628,21,12,7,0,2,42,2670
UTTAR PRADESH,PRATAPGARH,RAMPUR-SANGRAMGARH.,4468,7,2,12,0,1,22,4490
UTTAR PRADESH,PRATAPGARH,SADAR,4086,14,16,7,1,0,38,4124
UTTAR PRADESH,PRATAPGARH,SANDWA CHANDRIKA,3927,24,0,32,0,12,68,3995
UTTAR PRADESH,PRATAPGARH,SANGIPUR,4383,17,2,5,0,8,32,4415
