-----
{
 "description": "The table refers to District wise Distribution of Shallow Tubewells in use and their Potential Created/Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.16.csv", 
 "title": "Download CSV for Districtwise Distribution of Shallow Tubewells in use and their Potential Created/Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.16.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"ORISSA","JAGATSINGHPUR",13,2823,2836,82,5076,5158,46,3244,3290
"ORISSA","JAJAPUR",4,2707,2711,33,9663,9696,16,4294,4311
"ORISSA","JHARSUGUDA",0,10,10,0,28,28,0,4,4
"ORISSA","KALAHANDI",0,31,31,0,148,148,0,119,119
"ORISSA","KANDHAMAL",0,0,0,0,0,0,0,0,0
"ORISSA","KENDRAPARA",9,917,926,64,2024,2088,28,1491,1518
"ORISSA","KEONJHAR",22,611,633,284,1080,1364,216,685,901
"ORISSA","KHURDA",7,734,741,82,1864,1946,51,1429,1480
"ORISSA","KORAPUT",0,5,5,0,18,18,0,14,14
"ORISSA","MAYURBHANJA",8,1596,1604,78,4009,4087,31,2579,2610
"ORISSA","NAWARANGAPUR",2,9,11,1,42,43,1,38,39
"ORISSA","NAYAGARH",20,200,220,89,741,830,55,378,433
"ORISSA","NUAPADA",1,6,7,1,43,44,1,34,35
"ORISSA","PURI",24,5309,5333,120,12890,13010,103,8882,8985
"ORISSA","RAYAGADA",169,117,286,2090,1308,3398,1813,1168,2981
"ORISSA","SAMBALPUR",0,21,21,0,38,38,0,8,8
"ORISSA","SONEPUR",0,15,15,0,16,16,0,13,13
"ORISSA","SUNDARGARH",2,30,32,16,72,89,0,55,56
"PONDICHERRY","KARAIKAL",34,252,286,216,345,561,216,345,561
"PONDICHERRY","PONDICHERRY",25,4021,4046,198,9194,9393,198,9139,9338
"PUNJAB","AMRITSER",31,124681,124712,272,792109,792380,159,540477,540637
"PUNJAB","BATHINDA",165,42997,43162,1148,294132,295280,1148,294132,295280
"PUNJAB","FARIDKOT",2,28406,28408,13,172122,172135,12,116476,116488
"PUNJAB","FATEHGARH SAHIB",516,31683,32199,3281,176158,179439,3210,167775,170985
"PUNJAB","FEROZEPUR",113,91313,91426,1262,483093,484355,1216,473326,474542
"PUNJAB","GURDASPUR",112,70379,70491,2700,347031,349731,1685,333974,335659
"PUNJAB","HOSHIARPUR",78,59606,59684,471,262352,262823,471,260409,260880
"PUNJAB","JALANDHAR",253,68691,68944,1652,395524,397175,1642,391642,393283
"PUNJAB","KAPURTHALA",130,48493,48623,1342,272197,273540,1105,257688,258793
"PUNJAB","LUDHIANA",664,107847,108511,5871,575163,581035,5847,571597,577444
"PUNJAB","MANSA",109,41461,41570,907,277339,278246,907,277337,278244
"PUNJAB","MOGA",168,53166,53334,1028,366620,367648,959,318084,319043
"PUNJAB","MUKATSAR",0,27118,27118,0,89130,89130,0,85396,85396
"PUNJAB","NAWANSHAHAR",303,27590,27893,1501,131882,133383,1463,130193,131656
"PUNJAB","PATIALA",391,79737,80128,3353,495391,498744,3331,493023,496354
"PUNJAB","ROPAR",57,29805,29862,643,130712,131356,643,130703,131346
"PUNJAB","SANGRUR",1059,126250,127309,8164,824520,832684,7235,746360,753595
"RAJASTHAN","AJMER",0,93,93,0,386,386,0,270,270
"RAJASTHAN","ALWAR",12,21905,21917,88,151811,151899,83,137652,137735
"RAJASTHAN","BANSWARA",0,91,91,0,370,370,0,288,288
"RAJASTHAN","BARAN",7,3509,3516,32,16600,16632,32,14489,14521
"RAJASTHAN","BARMER",0,52,52,0,432,432,0,315,315
"RAJASTHAN","BHARATPUR",16,35521,35537,105,234676,234782,100,224727,224827
"RAJASTHAN","BHILWARA",0,298,298,0,1740,1740,0,1407,1407
"RAJASTHAN","BIKANER",0,8,8,0,48,48,0,48,48
"RAJASTHAN","BUNDI",8,3578,3586,26,18949,18975,8,13997,14005
"RAJASTHAN","CHITTORGARH",6,2191,2197,18,8117,8135,17,5087,5103
"RAJASTHAN","CHURU",0,113,113,0,1589,1589,0,1115,1115
"RAJASTHAN","DAUSA",17,3902,3919,81,17622,17703,79,16736,16815
"RAJASTHAN","DHOLPUR",18,14651,14669,95,47365,47460,89,42586,42674
"RAJASTHAN","DUNGARPUR",0,140,140,0,527,527,0,282,282
"RAJASTHAN","GANGANAGAR",0,103,103,0,1583,1583,0,791,791
"RAJASTHAN","HANUMANGARH",0,1179,1179,0,7268,7268,0,6059,6059
"RAJASTHAN","JAIPUR",3,2878,2881,10,14773,14783,10,13238,13248
"RAJASTHAN","JAISALMER",0,3,3,0,28,28,0,28,28
"RAJASTHAN","JALORE",0,213,213,0,1399,1399,0,1022,1022
"RAJASTHAN","JHALAWAR",0,891,891,0,3900,3900,0,3739,3739
"RAJASTHAN","JHUNJHUNU",0,21,21,0,143,143,0,105,105
"RAJASTHAN","JODHPUR",4,1275,1279,69,15042,15111,58,13852,13910
"RAJASTHAN","KAROLI",17,3604,3621,67,15739,15806,63,14420,14483
"RAJASTHAN","KOTA",82,8951,9033,347,49727,50075,304,47364,47668
"RAJASTHAN","NAGAUR",6,501,507,19,6105,6124,16,5479,5495
"RAJASTHAN","PALI",2,593,595,6,6024,6030,6,2575,2581
"RAJASTHAN","RAJSAMAND",0,59,59,0,190,190,0,75,75
"RAJASTHAN","SAWAI MADHOPUR",1,1614,1615,4,7542,7546,4,7279,7283
"RAJASTHAN","SIKAR",1,212,213,2,1272,1274,1,944,945
"RAJASTHAN","SIROHI",0,7,7,0,31,31,0,14,14
"RAJASTHAN","TONK",0,34,34,0,330,330,0,329,329
"RAJASTHAN","UDAIPUR",4,546,550,7,1338,1346,2,932,934
"TAMIL NADU","COIMBATORE",1,139,140,1,299,300,0,198,199
"TAMIL NADU","CUDDALORE",0,28224,28224,0,61832,61832,0,58340,58340
"TAMIL NADU","DHARMAPURI",0,298,298,0,1040,1040,0,375,375
"TAMIL NADU","DINDIGUL",2,168,170,12,282,295,9,214,223
"TAMIL NADU","ERODE",0,567,567,0,1168,1168,0,745,745
"TAMIL NADU","KANCHEEPURAM",7,5004,5011,28,9324,9352,20,8597,8617
"TAMIL NADU","KANYAKUMARI",0,337,337,0,146,146,0,145,145
"TAMIL NADU","KARUR",1,551,552,7,1050,1057,4,737,741
"TAMIL NADU","MADURAI",4,412,416,52,2479,2531,52,2292,2344
"TAMIL NADU","NAGAPATTINAM",0,16699,16699,0,37502,37502,0,21734,21734
"TAMIL NADU","NAMAKKAL",0,780,780,0,1069,1069,0,826,826
"TAMIL NADU","NILGIRIS",0,3,3,0,1,1,0,1,1
"TAMIL NADU","PERAMBALUR",4,4278,4282,9,4648,4657,8,3231,3239
"TAMIL NADU","PUDUKKOTTAI",13,1049,1062,36,1430,1466,35,1133,1168
"TAMIL NADU","RAMANATHAPURAM",5,779,784,15,1646,1661,14,1436,1449
"TAMIL NADU","SALEM",0,103,103,0,110,110,0,90,90
"TAMIL NADU","SIVAGANGA",19,238,257,76,434,510,64,313,377
"TAMIL NADU","THANJAVUR",22,26372,26394,63,46315,46378,62,34163,34225
"TAMIL NADU","THENI",0,660,660,0,1240,1240,0,1054,1054
"TAMIL NADU","THIRUVALLUR",2,12500,12502,1,35264,35265,1,29330,29331
"TAMIL NADU","THIRUVARUR",0,14378,14378,0,32212,32212,0,28079,28079
"TAMIL NADU","TIRUCHIRAPPALLI",17,5751,5768,22,8323,8344,9,4230,4238
"TAMIL NADU","TIRUNELVELI",4,325,329,2,715,717,2,405,406
"TAMIL NADU","TIRUVANNAMALAI",0,243,243,0,481,481,0,328,328
"TAMIL NADU","TUTICORIN DISTRICT",3,568,571,3,843,846,2,588,590
"TAMIL NADU","VELLORE",59,616,675,95,1077,1172,95,908,1003
"TAMIL NADU","VILLUPPURAM",127,17478,17605,169,34213,34381,152,28082,28234
"TAMIL NADU","VIRUDHUNAGAR",2,240,242,2,440,443,2,348,350
"TRIPURA","NORTH TRIPURA",3,12,15,3,40,43,1,25,26
"TRIPURA","SOUTH TRIPURA",29,471,500,170,2331,2500,135,2043,2178
"TRIPURA","WEST TRIPURA",54,521,575,634,3184,3818,510,2681,3192
"UTTAR PRADESH","AGRA",0,63824,63824,0,179477,179477,0,156637,156637
"UTTAR PRADESH","ALIGARH",67,45948,46015,642,262024,262666,526,231545,232071
"UTTAR PRADESH","ALLAHABAD",1,29049,29050,4,133411,133415,4,103638,103642
"UTTAR PRADESH","AMBEDAKAR NAGAR",0,55983,55983,0,246531,246531,0,189320,189320
"UTTAR PRADESH","AURAIYA",3,32558,32561,9,97674,97683,9,97674,97683
"UTTAR PRADESH","AZAMGARH",6,63992,63998,190,479280,479470,150,266192,266341
"UTTAR PRADESH","BAGHPAT",8,24618,24626,31,104879,104910,27,88867,88894
"UTTAR PRADESH","BAHARAICH",2,51023,51025,75,243405,243480,69,186871,186940
"UTTAR PRADESH","BALLIA",0,33025,33025,0,192806,192806,0,167261,167261
"UTTAR PRADESH","BALRAMPUR",0,45454,45454,0,193317,193317,0,129483,129483
"UTTAR PRADESH","BANDA",0,10103,10103,0,49041,49041,0,45745,45745
"UTTAR PRADESH","BARABANKI",1,84437,84438,5,348122,348127,5,269159,269164
"UTTAR PRADESH","BAREILLY",55,108475,108530,186,415382,415567,154,335919,336073
"UTTAR PRADESH","BASTI",0,67169,67169,0,172707,172707,0,170837,170837
"UTTAR PRADESH","BIJNOR",13,85456,85469,141,213858,213999,141,209030,209171
"UTTAR PRADESH","BUDAUN",13,94767,94780,199,442808,443007,83,386046,386128
"UTTAR PRADESH","BULAND SAHAR",27,61234,61261,98,343757,343855,83,268386,268469
"UTTAR PRADESH","CHANDAULI",0,11761,11761,0,69304,69304,0,65189,65189
"UTTAR PRADESH","CHITRAKOOT",0,3391,3391,0,16343,16343,0,15746,15746
"UTTAR PRADESH","DEORIA",1,55626,55627,2,157518,157520,2,154577,154579
"UTTAR PRADESH","ETAH",3,65338,65341,24,451178,451202,14,308747,308761
"UTTAR PRADESH","ETAWAH",0,30217,30217,0,90651,90651,0,90651,90651
"UTTAR PRADESH","FAIZABAD",1,62566,62567,2,256022,256024,1,211596,211597
"UTTAR PRADESH","FARRUKHABAD",11,25859,25870,44,110627,110671,44,100692,100736
"UTTAR PRADESH","FATEHPUR",0,34503,34503,0,251942,251942,0,138878,138878
"UTTAR PRADESH","FIROZABAD",0,29948,29948,0,172856,172856,0,148848,148848
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",0,23401,23401,0,95115,95115,0,85913,85913
"UTTAR PRADESH","GHAZIABAD",1,34853,34854,3,137341,137344,3,125481,125484
"UTTAR PRADESH","GHAZIPUR",0,66616,66616,0,397995,397995,0,300951,300951
"UTTAR PRADESH","GONDA",0,92383,92383,0,472898,472898,0,279831,279831
"UTTAR PRADESH","GORAKHPUR",0,76282,76282,0,213272,213272,0,170958,170958
"UTTAR PRADESH","HAMIRPUR",0,10120,10120,0,37506,37506,0,34519,34519
"UTTAR PRADESH","HARDOI",10,64288,64298,76,297140,297216,70,244671,244741
"UTTAR PRADESH","HATHRAS",0,30454,30454,0,121874,121874,0,116780,116780
"UTTAR PRADESH","JALAUN",0,9347,9347,0,26763,26763,0,26710,26710
"UTTAR PRADESH","JAUNPUR",5,75335,75340,226,355941,356167,66,274635,274701
"UTTAR PRADESH","JHANSI",1,9146,9147,5,31438,31443,5,30703,30708
"UTTAR PRADESH","JYOTIBA PHULENAGAR",0,69645,69645,0,207532,207532,0,196791,196791
"UTTAR PRADESH","KANNAUJ",4,26715,26719,12,122880,122892,12,108542,108554
"UTTAR PRADESH","KANPUR DEHAT",31,25726,25757,86,90365,90451,55,84004,84059
"UTTAR PRADESH","KANPUR NAGAR",20,27120,27140,84,146323,146407,63,125169,125232
"UTTAR PRADESH","KAUSHAMBI",9,13588,13597,50,71569,71619,48,65321,65368
"UTTAR PRADESH","KHERI",0,97809,97809,0,499890,499890,0,317491,317491
"UTTAR PRADESH","KUSHINAGAR",1,41759,41760,9,220638,220647,9,212825,212834
"UTTAR PRADESH","LALITPUR",0,937,937,0,2078,2078,0,2062,2062
"UTTAR PRADESH","LUCKNOW",13,30449,30462,369,194375,194744,363,165745,166108
"UTTAR PRADESH","MAHARAJ GANJ",1,62370,62371,37,310360,310397,37,243929,243966
"UTTAR PRADESH","MAHOBA",0,739,739,0,2237,2237,0,2221,2221
"UTTAR PRADESH","MAINPURI",0,57018,57018,0,237958,237958,0,200843,200843
"UTTAR PRADESH","MATHURA",0,52653,52653,0,187462,187462,0,175049,175049
"UTTAR PRADESH","MAU",0,29987,29987,0,190532,190532,0,163350,163350
"UTTAR PRADESH","MEERUT",12,51226,51238,39,174752,174792,35,147273,147308
"UTTAR PRADESH","MIRZAPUR",0,6770,6770,0,31961,31961,0,24484,24484
"UTTAR PRADESH","MORADABAD",0,101372,101372,0,300487,300487,0,284933,284933
"UTTAR PRADESH","MUZZAFARNAGAR",29,90882,90911,118,303115,303233,97,264733,264830
"UTTAR PRADESH","PILIBHIT",0,73113,73113,0,284774,284774,0,199188,199188
"UTTAR PRADESH","PRATAPGARH",0,89981,89981,0,435289,435289,0,340490,340490
"UTTAR PRADESH","RAEBARELI",1,67653,67654,8,276836,276844,8,239400,239408
"UTTAR PRADESH","RAMPUR",0,71381,71381,0,211596,211596,0,200729,200729
"UTTAR PRADESH","SAHARANPUR",4,79630,79634,24,423709,423733,9,193590,193599
"UTTAR PRADESH","SANT KABIR NAGAR",2,35619,35621,6,133222,133228,5,109383,109388
"UTTAR PRADESH","SANT RAVI DAS NAGAR",1,7140,7141,1500,40697,42197,1500,36003,37503
"UTTAR PRADESH","SHAHJAHANPUR",0,93552,93552,0,456589,456589,0,271292,271292
"UTTAR PRADESH","SHRAWASTI",3,39881,39884,25,216521,216546,10,153729,153739
"UTTAR PRADESH","SIDDHARTH NAGAR",2,46684,46686,23,314163,314186,9,250432,250441
"UTTAR PRADESH","SITAPUR",0,116701,116701,0,386170,386170,0,385845,385845
"UTTAR PRADESH","SONBHADRA",0,4732,4732,0,23987,23987,0,20617,20617
"UTTAR PRADESH","SULTANPUR",0,118280,118280,0,578458,578458,0,422902,422902
"UTTAR PRADESH","UNNAO",5,67928,67933,10,298551,298561,4,263660,263664
"UTTAR PRADESH","VARANASI",0,14223,14223,0,73949,73949,0,66696,66696
"UTTARANCHAL","CHAMPAWAT",0,611,611,0,1521,1521,0,1475,1475
"UTTARANCHAL","DEHRA DUN",0,171,171,0,857,857,0,801,801
"UTTARANCHAL","HARIDWAR",43,25737,25780,228,119104,119332,183,74700,74882
"UTTARANCHAL","NAINITAL",3,551,554,54,3163,3217,51,3077,3128
"UTTARANCHAL","UDHAM SINGH NAGAR",271,24029,24300,1863,112173,114036,1821,102506,104326
"WEST BENGAL","BANKURA",820,26424,27244,3503,77877,81380,2495,47364,49859
"WEST BENGAL","BIRBHUM",184,16261,16445,1376,82346,83723,740,41969,42709
"WEST BENGAL","BURDWAN",3009,43580,46589,35782,251465,287247,25263,134588,159850
"WEST BENGAL","COOCHBEHAR",6475,33212,39687,15511,79033,94544,8246,41712,49958
"WEST BENGAL","DAKSHIN DINAJPUR",275,23741,24016,975,53013,53988,775,40350,41125
"WEST BENGAL","DARJEELING",64,1148,1212,512,9186,9698,105,1752,1857
"WEST BENGAL","HAORA",7,1053,1060,56,5212,5267,18,3485,3504
"WEST BENGAL","HOOGHLY",1643,18135,19778,15418,101458,116876,12751,72575,85326
"WEST BENGAL","JALPAIGURI",2580,4208,6788,13481,18104,31585,4215,5442,9657
"WEST BENGAL","MALDA",437,35977,36414,1357,103924,105280,1129,90965,92094
"WEST BENGAL","MIDNAPORE",1184,71830,73014,5277,230574,235850,3887,166426,170312
"WEST BENGAL","MURSHIDABAD",666,79396,80062,3435,257110,260545,2245,166237,168482
"WEST BENGAL","NADIA",1002,92069,93071,5060,148604,153664,3644,127885,131529
"WEST BENGAL","NORTH 24 PARGANAS",366,61776,62142,2384,170742,173126,1509,100944,102453
"WEST BENGAL","PURULIA",2,0,2,5,0,5,4,0,4
"WEST BENGAL","SOUTH 24 PARGANAS",18,9126,9144,49,18522,18571,32,13492,13524
"WEST BENGAL","UTTAR DINAJPUR",366,39912,40278,2243,193634,195878,1224,112689,113913
