-----
{
 "description": "The table refers to Block wise Distribution of Dugwells according to Water Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.9.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells according to Water Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.9.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Electric pumps,Diesel pumps,Wind mills,Solar pumps,Man/Animal operated,Others,Total
ANDHRA PRADESH,ADILABAD,JANNARAM,379,0,0,0,0,0,379
ANDHRA PRADESH,ADILABAD,KADDAMPEDDUR,1765,0,0,0,0,0,1765
ANDHRA PRADESH,ADILABAD,KAGAZ NAGAR,335,0,0,0,0,0,335
ANDHRA PRADESH,ADILABAD,KASIPET,163,0,0,0,0,0,163
ANDHRA PRADESH,ADILABAD,KERAMERI,183,0,0,0,0,0,183
ANDHRA PRADESH,ADILABAD,KHANPUR,2511,0,0,0,0,0,2511
ANDHRA PRADESH,ADILABAD,KOTAPALLE,128,0,0,0,0,0,128
ANDHRA PRADESH,ADILABAD,KOUTHALA,384,0,0,0,0,0,384
ANDHRA PRADESH,ADILABAD,KUBEER,54,0,0,0,0,0,54
ANDHRA PRADESH,ADILABAD,KUNTALA,26,0,0,0,0,0,26
ANDHRA PRADESH,ADILABAD,LAXMANCHANDA,1207,0,0,0,0,0,1207
ANDHRA PRADESH,ADILABAD,LOHESRA,160,0,0,0,0,0,160
ANDHRA PRADESH,ADILABAD,LUXETTIPET,1580,0,0,0,0,0,1580
ANDHRA PRADESH,ADILABAD,MAMDA,529,0,1,0,1,0,531
ANDHRA PRADESH,ADILABAD,MANCHERIAL,1931,0,0,0,0,0,1931
ANDHRA PRADESH,ADILABAD,MANDAMARRI,492,105,0,0,0,0,597
ANDHRA PRADESH,ADILABAD,NARNOOR,607,0,0,0,0,0,607
ANDHRA PRADESH,ADILABAD,NENNAL,356,0,0,0,0,0,356
ANDHRA PRADESH,ADILABAD,NERADIGONDA,126,0,0,0,0,0,126
ANDHRA PRADESH,ADILABAD,NIRMAL,1760,0,0,0,1,0,1761
ANDHRA PRADESH,ADILABAD,REBBANA,81,49,0,0,178,0,308
ANDHRA PRADESH,ADILABAD,SARANGAPUR,196,0,0,0,0,0,196
ANDHRA PRADESH,ADILABAD,SIRPUR (T),350,0,0,0,0,0,350
ANDHRA PRADESH,ADILABAD,SIRPUR (U),387,0,0,0,0,0,387
ANDHRA PRADESH,ADILABAD,TALAMADUGU,672,111,0,0,30,0,813
ANDHRA PRADESH,ADILABAD,TAMSI,315,129,0,0,1,0,445
ANDHRA PRADESH,ADILABAD,TANDUR,218,0,0,0,0,0,218
ANDHRA PRADESH,ADILABAD,TIRYANI,184,0,0,0,0,0,184
ANDHRA PRADESH,ADILABAD,UTNUR,769,0,0,0,0,0,769
ANDHRA PRADESH,ADILABAD,VEMANPALLE,234,0,0,0,0,0,234
ANDHRA PRADESH,ADILABAD,WANKDI,42,94,0,0,4,0,140
ANDHRA PRADESH,ANANTHAPUR,AGALI,934,16,11,0,1,0,962
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,862,82,1,0,9,0,954
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,490,23,2,0,0,0,515
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,607,0,0,0,9,0,616
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,715,0,1,0,0,0,716
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,601,0,2,0,6,0,609
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,445,0,0,0,1,0,446
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,139,42,0,0,48,0,229
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,693,1,0,0,0,1,695
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,904,0,0,0,2,0,906
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,1816,0,3,0,3,0,1822
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,722,38,7,0,14,0,781
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,1348,0,0,0,0,0,1348
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,609,1,0,1,0,2,613
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,1650,0,3,0,8,0,1661
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,589,16,0,0,185,3,793
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,718,0,1,0,2,0,721
ANDHRA PRADESH,ANANTHAPUR,GOOTY,477,0,6,2,1,0,486
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,1094,119,5,0,0,0,1218
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,641,1,0,0,2,0,644
ANDHRA PRADESH,ANANTHAPUR,GUMMAGATTA,710,0,0,0,2,0,712
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,521,1,9,0,3,0,534
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,943,1,0,1,0,0,945
ANDHRA PRADESH,ANANTHAPUR,KADIRI,620,5,2,0,5,0,632
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,1033,0,7,1,13,0,1054
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,823,1,1,0,0,0,825
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,881,22,4,0,13,0,920
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,185,0,1,0,0,0,186
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,1392,22,16,1,9,0,1440
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,792,18,0,0,1,0,811
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,1009,2,1,0,0,0,1012
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,593,0,1,0,0,0,594
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,1174,295,12,1,14,0,1496
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,1250,17,1,0,2,0,1270
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,535,2,1,0,1,0,539
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,1013,5,6,0,4,0,1028
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,981,1,0,0,1,0,983
ANDHRA PRADESH,ANANTHAPUR,NARPALA,1812,2,14,1,10,0,1839
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,1101,28,3,0,12,0,1144
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,346,0,0,0,22,0,368
ANDHRA PRADESH,ANANTHAPUR,PARIGI,665,54,7,1,3,0,730
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,377,0,0,0,0,0,377
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,26,3,0,0,0,0,29
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,1128,92,4,0,16,1,1241
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,1663,1,7,0,6,0,1677
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,815,10,1,0,1,0,827
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,506,27,1,0,0,0,534
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,619,0,1,0,4,0,624
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,719,1,0,0,0,0,720
ANDHRA PRADESH,ANANTHAPUR,RODDAM,295,2,1,0,511,0,809
ANDHRA PRADESH,ANANTHAPUR,ROLLA,753,62,22,0,5,0,842
ANDHRA PRADESH,ANANTHAPUR,SETTUR,710,0,1,0,1,0,712
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,1123,0,1,0,3,0,1127
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,630,91,3,1,8,0,733
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,1076,0,7,0,1,0,1084
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,592,0,1,0,203,0,796
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,1115,9,4,0,100,1,1229
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,1063,39,2,0,14,1,1119
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,450,3,2,0,118,0,573
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,291,4,0,0,17,0,312
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,190,1,4,1,1,0,197
ANDHRA PRADESH,ANANTHAPUR,YADIKI,524,1,2,0,0,0,527
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,1046,2,2,0,1,0,1051
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,557,13,0,0,14,0,584
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,2698,64,4,1,276,0,3043
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,3394,18,18,1,11,1,3443
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,551,39,0,0,2,0,592
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,2706,1,33,2,24,0,2766
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,1405,45,11,4,4,0,1469
ANDHRA PRADESH,CHITTOOR,CHITTOOR,2501,18,35,4,5,8,2571
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,1440,207,5,0,7,0,1659
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,4063,22,4,0,19,0,4108
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,1772,37,69,0,313,4,2195
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,748,166,0,0,0,2,916
ANDHRA PRADESH,CHITTOOR,GUDIPALA,2557,12,8,0,18,0,2595
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,1556,129,10,0,13,1,1709
ANDHRA PRADESH,CHITTOOR,IRALA,2697,18,40,0,0,1,2756
ANDHRA PRADESH,CHITTOOR,K V P PURAM,918,304,2,0,0,0,1224
ANDHRA PRADESH,CHITTOOR,KALAKADA,1563,227,8,0,81,0,1879
ANDHRA PRADESH,CHITTOOR,KALIKIRI,1259,74,12,0,14,0,1359
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,2445,156,24,0,30,0,2655
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,2229,0,1,0,0,0,2230
ANDHRA PRADESH,CHITTOOR,KUPPAM,2516,15,2,0,0,0,2533
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,948,22,3,0,10,0,983
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,1053,13,2,0,5,0,1073
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,850,17,5,0,0,0,872
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,850,82,30,0,3,0,965
ANDHRA PRADESH,CHITTOOR,NAGARI,1629,0,2,2,3,2,1638
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,746,0,2,1,74,0,823
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,805,29,7,0,178,0,1019
ANDHRA PRADESH,CHITTOOR,NINDRA,1287,1,12,1,39,0,1340
ANDHRA PRADESH,CHITTOOR,PAKALA,2190,1,28,0,51,0,2270
ANDHRA PRADESH,CHITTOOR,PALAMANER,1866,101,37,1,2,0,2007
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,1668,2,21,0,39,0,1730
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,1444,203,54,0,42,26,1769
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,845,150,6,0,1,1,1003
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,1027,0,3,0,160,65,1255
ANDHRA PRADESH,CHITTOOR,PENUMURU,2480,1,13,0,56,0,2550
ANDHRA PRADESH,CHITTOOR,PICHATUR,1065,34,0,1,1,0,1101
ANDHRA PRADESH,CHITTOOR,PILERU,1600,36,10,0,18,0,1664
ANDHRA PRADESH,CHITTOOR,PULICHERLA,1478,0,5,4,2,0,1489
ANDHRA PRADESH,CHITTOOR,PUNGANUR,1219,70,23,0,342,0,1654
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,2968,3,7,1,17,1,2997
ANDHRA PRADESH,CHITTOOR,PUTTUR,1730,28,31,2,0,0,1791
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,1730,18,37,0,77,3,1865
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,2016,0,0,0,0,0,2016
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,1298,205,7,2,6,6,1524
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,1124,54,9,0,37,3,1227
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,673,0,7,0,265,0,945
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,913,90,0,0,85,0,1088
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,1030,468,19,0,1,0,1518
ANDHRA PRADESH,CHITTOOR,SODAM,1708,435,7,0,414,1,2565
ANDHRA PRADESH,CHITTOOR,SOMALA,1635,437,11,0,2,0,2085
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,1201,391,7,0,12,1,1612
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,1972,18,39,2,10,0,2041
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,787,33,23,0,213,3,1059
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,3131,0,2,0,13,0,3146
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,1074,217,0,0,129,0,1420
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,1056,0,0,0,879,0,1935
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,171,22,3,0,3,0,199
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,1840,26,4,0,3,0,1873
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,357,421,3,2,24,0,807
ANDHRA PRADESH,CHITTOOR,VAYALPAD,1246,8,24,1,3,1,1283
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,2825,3,3,1,360,0,3192
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,2610,15,32,2,6,0,2665
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,1521,37,6,0,0,0,1564
ANDHRA PRADESH,CHITTOOR,YADAMARI,2267,15,14,1,148,1,2446
ANDHRA PRADESH,CHITTOOR,YERPEDU,1449,85,23,3,10,0,1570
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,647,48,3,0,1,0,699
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,686,27,0,0,0,2,715
ANDHRA PRADESH,CUDDAPAH,ATLUR,692,369,0,0,75,1,1137
ANDHRA PRADESH,CUDDAPAH,B KODUR,368,328,0,0,4,0,700
ANDHRA PRADESH,CUDDAPAH,BADVEL,147,394,0,0,0,132,673
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,816,20,0,0,0,0,836
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,949,216,0,0,0,4,1169
ANDHRA PRADESH,CUDDAPAH,CHAPAD,238,50,0,0,0,3,291
ANDHRA PRADESH,CUDDAPAH,CHENNUR,124,3,0,0,0,0,127
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,1371,182,0,0,16,0,1569
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,980,44,0,0,1,0,1025
ANDHRA PRADESH,CUDDAPAH,CHITVEL,557,4,0,0,0,0,561
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,19,192,0,0,0,0,211
ANDHRA PRADESH,CUDDAPAH,DUVVUR,553,372,0,0,1,0,926
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,979,1256,0,0,40,1,2276
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,141,385,0,0,4,0,530
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,214,90,0,0,0,0,304
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,607,9,0,0,0,0,616
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,429,80,0,0,3,0,512
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,501,86,0,0,0,0,587
ANDHRA PRADESH,CUDDAPAH,KODUR,1198,15,0,0,5,29,1247
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,60,5,0,0,0,0,65
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,850,736,0,0,0,3,1589
ANDHRA PRADESH,CUDDAPAH,LINGALA,663,65,0,0,2,0,730
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,419,19,0,0,1,0,439
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,259,314,0,0,0,0,573
ANDHRA PRADESH,CUDDAPAH,NANDALUR,529,68,0,0,1,0,598
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,1310,2,0,0,0,0,1312
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,60,74,0,0,0,0,134
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,251,13,0,0,0,0,264
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,337,8,0,0,14,1,360
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,1513,191,0,0,4,0,1708
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,97,0,0,0,0,0,97
ANDHRA PRADESH,CUDDAPAH,PULIVENDLA,564,18,0,0,0,0,582
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,1233,35,0,0,15,0,1283
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,1372,29,0,0,3,0,1404
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,59,18,0,0,0,0,77
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,538,402,0,0,0,0,940
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,1121,570,0,0,203,0,1894
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,335,934,0,0,12,0,1281
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,1386,353,0,0,55,0,1794
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,687,13,0,0,0,0,700
ANDHRA PRADESH,CUDDAPAH,SIMHADRIPURAM,607,51,0,0,0,0,658
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,1162,352,0,0,3,0,1517
ANDHRA PRADESH,CUDDAPAH,THANDUR,482,90,0,0,0,0,572
ANDHRA PRADESH,CUDDAPAH,VALLUR,472,49,0,0,0,0,521
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,804,282,0,0,0,0,1086
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,494,2,0,0,0,0,496
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,606,2,0,0,2,0,610
ANDHRA PRADESH,CUDDAPAH,VEMULA,535,156,0,0,3,0,694
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,1568,2,0,0,3,0,1573
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,217,3,0,0,0,0,220
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,0,1,0,0,0,0,1
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,4,0,0,0,0,3,7
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,16,0,0,0,0,0,16
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,48,50,0,0,0,0,98
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,75,44,0,0,1,0,120
ANDHRA PRADESH,EAST GODAVARI,KARAPA,0,2,0,0,0,0,2
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,131,0,0,0,0,0,131
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,72,109,1,0,0,0,182
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,0,40,0,0,0,0,40
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,0,2,0,0,0,0,2
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,24,2,0,0,0,0,26
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,60,41,0,0,4,1,106
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,168,0,1,0,0,0,169
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,6,5,0,0,0,0,11
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,0,16,0,0,0,0,16
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,156,13,0,0,64,0,233
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,240,97,1,0,0,0,338
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,1,18,0,0,0,0,19
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,68,5,0,0,2,0,75
ANDHRA PRADESH,EAST GODAVARI,TUNI,226,384,1,0,0,1,612
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,3,0,0,0,0,0,3
ANDHRA PRADESH,GUNTUR,ACHAMPETA,61,470,9,0,6,2,548
ANDHRA PRADESH,GUNTUR,AMARAVATHI,215,511,5,0,17,0,748
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,4,0,0,0,0,0,4
ANDHRA PRADESH,GUNTUR,BAPATLA,24,253,0,0,2829,0,3106
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,18,250,2,0,4,0,274
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,32,0,0,0,0,0,32
ANDHRA PRADESH,GUNTUR,CHEBROLE,19,45,0,1,722,0,787
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,3,3,0,0,1108,0,1114
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,193,260,4,1,10,0,468
ANDHRA PRADESH,GUNTUR,DACHEPALLE,29,11,0,0,0,0,40
ANDHRA PRADESH,GUNTUR,EDLAPADU,1,269,1,0,3,0,274
ANDHRA PRADESH,GUNTUR,GUNTUR,9,31,1,0,1,0,42
ANDHRA PRADESH,GUNTUR,GURAZALA,7,6,0,0,0,0,13
ANDHRA PRADESH,GUNTUR,IPURU,12,129,2,0,3,4,150
ANDHRA PRADESH,GUNTUR,KAREMPUDI,0,26,0,0,0,0,26
ANDHRA PRADESH,GUNTUR,KARLAPALEM,3,5,0,0,1481,0,1489
ANDHRA PRADESH,GUNTUR,KROSURU,46,255,0,1,27,0,329
ANDHRA PRADESH,GUNTUR,MACHAVARAM,8,50,0,0,0,0,58
ANDHRA PRADESH,GUNTUR,MACHERLA,159,0,0,0,0,0,159
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,204,41,3,0,1,0,249
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,14,20,0,0,19,0,53
ANDHRA PRADESH,GUNTUR,MUPPALLA,5,190,1,0,0,0,196
ANDHRA PRADESH,GUNTUR,NADENDLA,20,93,2,0,19,0,134
ANDHRA PRADESH,GUNTUR,NAGARAM,2,1,0,0,305,0,308
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,20,40,0,0,0,0,60
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,172,119,2,0,23,0,316
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,1,10,0,0,122,0,133
ANDHRA PRADESH,GUNTUR,NUZENDLA,57,19,0,0,0,0,76
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,35,32,0,0,2,2,71
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,19,211,0,0,67,0,297
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,9,61,0,0,0,0,70
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,3,52,0,0,0,0,55
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,5,1,0,0,744,0,750
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,0,0,0,14,0,14
ANDHRA PRADESH,GUNTUR,RAJUPALEM,15,161,0,0,0,0,176
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,8,15,0,0,0,0,23
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,52,115,0,0,0,4,171
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,6,52,0,0,0,0,58
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,11,4,0,0,0,0,15
ANDHRA PRADESH,GUNTUR,TADIKONDA,18,0,0,0,22,0,40
ANDHRA PRADESH,GUNTUR,THADEPALLE,112,4,0,0,0,0,116
ANDHRA PRADESH,GUNTUR,THULLUR,42,21,0,0,0,0,63
ANDHRA PRADESH,GUNTUR,VELDURTHI,13,233,2,2,1,0,251
ANDHRA PRADESH,GUNTUR,VINUKONDA,14,19,1,0,1,0,35
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,5866,6,0,0,4,0,5876
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,5653,3,0,0,9,0,5665
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,3787,0,0,0,0,0,3787
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,4358,28,0,0,1,0,4387
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,4254,0,0,0,0,0,4254
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,3820,4,0,0,0,0,3824
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,3077,764,0,0,80,0,3921
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,2707,89,0,0,0,0,2796
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,1369,0,0,0,0,0,1369
