-----
{
 "description": "The table refers to block wise distribution of surface lift schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.6_1.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes by its status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.6_1.csv"
}
-----
"State","District","Block","Schemes in use","Schemes not in use - Temporary","Schemes not in use - Abandoned (Salinity)","Schemes not in use - Dried up","Schemes not in use - Sinking","Schemes not in use - Others","Total - Schemes not in use","Grand total"
"MADHYA PRADESH","BHOPAL","PHANDA",1203,0,0,0,0,0,0,1203
"MADHYA PRADESH","BILASPUR","BALAUDA",14,0,3,0,0,0,3,17
"MADHYA PRADESH","BILASPUR","BILHA",58,0,1,2,0,0,3,61
"MADHYA PRADESH","BILASPUR","DABHARA",12,1,0,0,0,0,1,13
"MADHYA PRADESH","BILASPUR","JALJAIPUR",37,1,0,0,0,0,1,38
"MADHYA PRADESH","BILASPUR","KARTALA",34,0,0,1,0,0,1,35
"MADHYA PRADESH","BILASPUR","LORMI",23,0,0,0,0,0,0,23
"MADHYA PRADESH","BILASPUR","MALKHARAUDA",1,0,0,0,0,0,0,1
"MADHYA PRADESH","BILASPUR","MASTURI",14,0,0,0,0,0,0,14
"MADHYA PRADESH","BILASPUR","PANDARIYA",71,0,0,0,0,0,0,71
"MADHYA PRADESH","BILASPUR","PONDI-APRORA",6,0,0,0,0,0,0,6
"MADHYA PRADESH","CHHATARPUR","BADAMALHARA",1249,2,1,0,0,2,5,1254
"MADHYA PRADESH","CHHATARPUR","BAKSWAHA",283,0,0,0,0,2,2,285
"MADHYA PRADESH","CHHATARPUR","BIJAWAR",884,1,1,7,1,29,39,923
"MADHYA PRADESH","CHHATARPUR","CHHATARPUR",291,5,41,1,0,2,49,340
"MADHYA PRADESH","CHHATARPUR","GAURIHAR",1205,2,2,0,0,0,4,1209
"MADHYA PRADESH","CHHATARPUR","LAUNDI",334,2,1,1,0,0,4,338
"MADHYA PRADESH","CHHATARPUR","NAUGAON",134,2,1,1,0,1,5,139
"MADHYA PRADESH","CHHATARPUR","RAJNAGAR",117,0,0,0,0,10,10,127
"MADHYA PRADESH","CHHINDWARA","AMARWADA",33,0,0,0,0,0,0,33
"MADHYA PRADESH","CHHINDWARA","CHAURAI",454,0,0,0,0,0,0,454
"MADHYA PRADESH","CHHINDWARA","CHHINDWARA",521,0,0,0,0,0,0,521
"MADHYA PRADESH","CHHINDWARA","HARRAI",12,0,0,0,0,0,0,12
"MADHYA PRADESH","CHHINDWARA","MOHKHED",46,0,0,0,0,0,0,46
"MADHYA PRADESH","CHHINDWARA","PANDHURNA",1,0,0,0,0,0,0,1
"MADHYA PRADESH","CHHINDWARA","PARASIYA",581,0,0,0,0,0,0,581
"MADHYA PRADESH","CHHINDWARA","SAUNSAR",40,0,0,0,0,0,0,40
"MADHYA PRADESH","DAMOH","DAMOH",1366,7,3,0,0,0,10,1376
"MADHYA PRADESH","DAMOH","HATA",1296,1,0,1,0,0,2,1298
"MADHYA PRADESH","DAMOH","JABERA",2033,11,3,2,1,0,17,2050
"MADHYA PRADESH","DAMOH","PATERA",2101,0,3,0,0,0,3,2104
"MADHYA PRADESH","DAMOH","PATHARIYA",1595,7,1,1,0,0,9,1604
"MADHYA PRADESH","DAMOH","PATIYAGARH",1640,0,1,1,0,7,9,1649
"MADHYA PRADESH","DAMOH","TENDUKHEDA",1960,9,1,1,0,9,20,1980
"MADHYA PRADESH","DATIA","DATIA",51,0,0,0,0,0,0,51
"MADHYA PRADESH","DEWAS","BAGALI",654,0,0,50,0,1,51,705
"MADHYA PRADESH","DEWAS","DEWAS",171,0,0,0,0,1,1,172
"MADHYA PRADESH","DEWAS","KANNAUD",925,0,0,1,0,1,2,927
"MADHYA PRADESH","DEWAS","KHATEGAON",1096,0,1,1,0,7,9,1105
"MADHYA PRADESH","DEWAS","SONKACHH",175,0,0,2,0,22,24,199
"MADHYA PRADESH","DEWAS","TONK KHURD",96,0,0,0,0,0,0,96
"MADHYA PRADESH","DHAR","BADNAWAR",544,3,0,0,0,10,13,557
"MADHYA PRADESH","DHAR","BANDH",129,0,0,1,0,1,2,131
"MADHYA PRADESH","DHAR","DHAR",20,0,0,0,0,1,1,21
"MADHYA PRADESH","DHAR","DHARAMPURI",489,0,0,1,0,16,17,506
"MADHYA PRADESH","DHAR","GANDHWANI",1129,2,1,40,3,48,94,1223
"MADHYA PRADESH","DHAR","KUKSHI",647,0,0,0,0,1,1,648
"MADHYA PRADESH","DHAR","MANAWAR",143,0,0,0,0,0,0,143
"MADHYA PRADESH","DHAR","NALCHHA",213,0,0,2,0,14,16,229
"MADHYA PRADESH","DHAR","NISARPUR",261,0,0,0,0,2,2,263
"MADHYA PRADESH","DHAR","SARDARPUR",334,0,0,3,0,3,6,340
"MADHYA PRADESH","DHAR","TIRLA",426,2,0,0,0,9,11,437
"MADHYA PRADESH","DURG","BALOD",2,0,0,1,0,0,1,3
"MADHYA PRADESH","DURG","BEMETARA",58,1,0,0,0,0,1,59
"MADHYA PRADESH","DURG","BERLA",122,13,1,3,0,0,17,139
"MADHYA PRADESH","DURG","DHAMDA",51,0,0,0,0,0,0,51
"MADHYA PRADESH","DURG","DONDI",13,0,0,0,0,0,0,13
"MADHYA PRADESH","DURG","DONDILOHARA",21,3,1,0,0,1,5,26
"MADHYA PRADESH","DURG","DURG",190,1,0,3,0,0,4,194
"MADHYA PRADESH","DURG","GUNDARDEHI",6,0,0,0,0,0,0,6
"MADHYA PRADESH","DURG","GURUR",120,1,0,7,0,0,8,128
"MADHYA PRADESH","DURG","NAWAGARH",3,2,1,0,0,0,3,6
"MADHYA PRADESH","DURG","PATAN",142,0,0,0,0,0,0,142
"MADHYA PRADESH","DURG","SAJA",63,2,0,1,0,0,3,66
"MADHYA PRADESH","GUNA","ASHOKNAGAR",1498,0,0,0,0,0,0,1498
"MADHYA PRADESH","GUNA","BAGHOGARH",1047,0,0,0,0,0,0,1047
"MADHYA PRADESH","GUNA","BAMORI",1262,0,0,0,0,0,0,1262
"MADHYA PRADESH","GUNA","CHACHAUDA",808,0,0,0,0,0,0,808
"MADHYA PRADESH","GUNA","CHANDERI",1160,0,0,0,0,0,0,1160
"MADHYA PRADESH","GUNA","GUNA",440,0,0,0,0,0,0,440
"MADHYA PRADESH","GUNA","ISAGARH",847,0,0,0,0,0,0,847
"MADHYA PRADESH","GUNA","MUNGAOLI",1332,0,0,0,0,0,0,1332
"MADHYA PRADESH","GWALIOR","BHANDER",379,0,0,0,0,0,0,379
"MADHYA PRADESH","GWALIOR","BHITARWAR",230,0,0,0,0,0,0,230
"MADHYA PRADESH","GWALIOR","DABRA",631,0,0,0,0,0,0,631
"MADHYA PRADESH","GWALIOR","GHATI GAON",322,0,0,0,0,0,0,322
"MADHYA PRADESH","GWALIOR","MORAR",169,0,0,0,0,0,0,169
"MADHYA PRADESH","HOSHANGABAD","BABAI",413,0,0,0,0,0,0,413
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",74,0,0,0,0,0,0,74
"MADHYA PRADESH","HOSHANGABAD","HARDA",1731,2,0,1,0,0,3,1734
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",966,0,0,0,0,0,0,966
"MADHYA PRADESH","HOSHANGABAD","KESALI",1239,0,2,0,0,0,2,1241
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",929,0,0,0,0,0,0,929
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",118,0,0,0,0,0,0,118
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",933,11,0,0,0,8,19,952
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",1110,1,0,0,0,1,2,1112
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",943,0,0,1,0,0,1,944
"MADHYA PRADESH","INDORE","DEPALPUR",343,0,0,0,0,20,20,363
"MADHYA PRADESH","INDORE","INDORE",121,0,0,0,0,0,0,121
"MADHYA PRADESH","INDORE","MHOW",104,0,0,1,0,0,1,105
"MADHYA PRADESH","INDORE","SANWER",592,0,0,0,1,0,1,593
"MADHYA PRADESH","JABALPUR","BADWARA",571,0,0,0,0,0,0,571
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",849,0,0,0,0,0,0,849
"MADHYA PRADESH","JABALPUR","BARGI",321,0,0,0,0,0,0,321
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",281,0,0,0,0,0,0,281
"MADHYA PRADESH","JABALPUR","KATNI",5,0,0,0,0,0,0,5
"MADHYA PRADESH","JABALPUR","KUNDAM",58,0,0,0,0,0,0,58
"MADHYA PRADESH","JABALPUR","PANAGARH",286,0,0,0,0,0,0,286
"MADHYA PRADESH","JABALPUR","PATAN",130,0,0,0,0,0,0,130
"MADHYA PRADESH","JABALPUR","RITHI",127,0,0,0,0,0,0,127
"MADHYA PRADESH","JABALPUR","SHAHPURA",133,0,0,0,0,0,0,133
"MADHYA PRADESH","JABALPUR","SIHORA",377,0,0,0,0,0,0,377
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",13,0,0,0,0,0,0,13
"MADHYA PRADESH","JHABUA","ALIRAJPUR",311,0,0,0,0,0,0,311
"MADHYA PRADESH","JHABUA","BHAWRA",201,0,0,0,0,0,0,201
"MADHYA PRADESH","JHABUA","JHABUA",419,0,0,1,0,0,1,420
"MADHYA PRADESH","JHABUA","JOBAT",750,1,6,0,18,3,28,778
"MADHYA PRADESH","JHABUA","KANTHIWADA",104,0,0,0,1,0,1,105
"MADHYA PRADESH","JHABUA","MEGHNAGAR",484,0,0,0,1,0,1,485
"MADHYA PRADESH","JHABUA","PETALAWAD",3652,0,0,0,151,0,151,3803
"MADHYA PRADESH","JHABUA","RAMA",1155,0,0,0,0,11,11,1166
"MADHYA PRADESH","JHABUA","RANAPUR",1180,0,0,1,5,0,6,1186
"MADHYA PRADESH","JHABUA","SONDWA",170,0,0,0,0,1,1,171
"MADHYA PRADESH","JHABUA","THANDLA",2059,0,0,0,7,0,7,2066
"MADHYA PRADESH","JHABUA","UDAIGARH",550,0,0,0,0,0,0,550
"MADHYA PRADESH","KHANDWA","BALDEE",515,14,0,0,0,5,19,534
"MADHYA PRADESH","KHANDWA","BURHANPUR",374,0,0,0,0,1,1,375
"MADHYA PRADESH","KHANDWA","CHHAIGAON MAKHAN",165,0,0,0,0,9,9,174
"MADHYA PRADESH","KHANDWA","HARSUD",952,8,2,0,0,10,20,972
"MADHYA PRADESH","KHANDWA","KHAKNER",194,0,8,0,0,0,8,202
"MADHYA PRADESH","KHANDWA","KHALWA",1644,2,0,0,0,9,11,1655
"MADHYA PRADESH","KHANDWA","KHANDWA",401,0,0,0,0,2,2,403
"MADHYA PRADESH","KHANDWA","PANDHANA",504,0,0,0,0,1,1,505
"MADHYA PRADESH","KHANDWA","PUNASA",42,0,0,0,0,0,0,42
"MADHYA PRADESH","KHARGONE","BADWAH",1218,9,3,2,0,10,24,1242
"MADHYA PRADESH","KHARGONE","BADWANI",814,0,0,0,0,1,1,815
"MADHYA PRADESH","KHARGONE","BHAGWANPURA",413,0,4,0,0,0,4,417
"MADHYA PRADESH","KHARGONE","BHEEKANGAON",794,0,0,2,0,3,5,799
"MADHYA PRADESH","KHARGONE","GOGAWAN",562,0,0,0,0,0,0,562
"MADHYA PRADESH","KHARGONE","JHIRANYA",474,0,0,0,0,0,0,474
"MADHYA PRADESH","KHARGONE","KASRAWAD",807,0,0,0,0,1,1,808
"MADHYA PRADESH","KHARGONE","KHARGONE",729,5,1,1,0,6,13,742
"MADHYA PRADESH","KHARGONE","MAHESHWAR",642,0,0,0,0,16,16,658
"MADHYA PRADESH","KHARGONE","NIWALI",202,18,0,0,0,15,33,235
"MADHYA PRADESH","KHARGONE","PANSEMAL",89,0,0,0,0,0,0,89
"MADHYA PRADESH","KHARGONE","PATEE",63,0,0,0,0,2,2,65
"MADHYA PRADESH","KHARGONE","RAJPUR",841,0,0,0,0,3,3,844
"MADHYA PRADESH","KHARGONE","SEGAON",465,0,0,0,0,1,1,466
"MADHYA PRADESH","KHARGONE","SENDHWA",442,0,0,0,0,5,5,447
"MADHYA PRADESH","KHARGONE","THIKARI",512,3,0,0,0,1,4,516
"MADHYA PRADESH","MANDLA","AMARPUR",10,0,0,0,0,0,0,10
"MADHYA PRADESH","MANDLA","BAJANG",8,0,0,0,0,0,0,8
"MADHYA PRADESH","MANDLA","BEEJADANDI",3,0,0,0,0,0,0,3
"MADHYA PRADESH","MANDLA","BICHHIYA",27,0,0,0,0,0,0,27
"MADHYA PRADESH","MANDLA","DINDORI",31,6,0,0,0,0,6,37
"MADHYA PRADESH","MANDLA","GHUGHARI",87,0,0,0,0,0,0,87
"MADHYA PRADESH","MANDLA","KARANJIYA",43,0,0,0,0,0,0,43
"MADHYA PRADESH","MANDLA","MANDLA",445,0,0,0,0,0,0,445
"MADHYA PRADESH","MANDLA","MEHADWANI",1,0,0,0,0,0,0,1
"MADHYA PRADESH","MANDLA","MOHGAON",44,0,0,0,0,0,0,44
"MADHYA PRADESH","MANDLA","MOWAS",2,0,0,0,0,0,0,2
"MADHYA PRADESH","MANDLA","NAINPUR",118,0,0,0,0,0,0,118
"MADHYA PRADESH","MANDLA","NARAYANGANJ",50,0,0,0,0,0,0,50
"MADHYA PRADESH","MANDLA","SAMNAPUR",3,0,0,0,0,0,0,3
"MADHYA PRADESH","MANDLA","SHAHPURA",110,0,0,0,0,0,0,110
"MADHYA PRADESH","MANDSAUR","BHANPURA",264,0,1,0,0,1,2,266
"MADHYA PRADESH","MANDSAUR","GAROTH",39,0,0,0,0,0,0,39
"MADHYA PRADESH","MANDSAUR","JAWAD",101,0,0,0,0,1,1,102
"MADHYA PRADESH","MANDSAUR","MALHARGARH",481,0,0,0,0,0,0,481
"MADHYA PRADESH","MANDSAUR","MANASA",290,0,0,0,0,0,0,290
"MADHYA PRADESH","MANDSAUR","MANDSAUR",282,0,0,0,0,14,14,296
"MADHYA PRADESH","MANDSAUR","NEEMACH",45,0,0,0,0,1,1,46
"MADHYA PRADESH","MANDSAUR","SITAMAU",465,0,1,88,0,0,89,554
"MADHYA PRADESH","MORENA","JAURA",2,0,0,0,0,0,0,2
"MADHYA PRADESH","MORENA","KARAHAL",554,0,0,0,0,0,0,554
"MADHYA PRADESH","MORENA","MORENA",4,0,0,0,0,0,0,4
"MADHYA PRADESH","MORENA","PAHARGARH",128,0,0,0,0,0,0,128
"MADHYA PRADESH","MORENA","SABALGARH",1,0,0,0,0,0,0,1
"MADHYA PRADESH","MORENA","SHEOPUR KALAN",797,0,0,0,0,0,0,797
"MADHYA PRADESH","NARSIMHAPUR","BABAICHICHALI",14,0,0,0,0,0,0,14
"MADHYA PRADESH","NARSIMHAPUR","CHANWARPATHA",268,0,0,0,0,0,0,268
"MADHYA PRADESH","NARSIMHAPUR","GOTEGAON",418,0,0,0,3,0,3,421
"MADHYA PRADESH","NARSIMHAPUR","KARELI",139,0,0,0,6,0,6,145
"MADHYA PRADESH","NARSIMHAPUR","NARSINGHPUR",615,0,0,0,60,0,60,675
"MADHYA PRADESH","NARSIMHAPUR","SAINKHEDA",28,0,0,0,0,0,0,28
"MADHYA PRADESH","PANNA","AJAIGARH",588,0,1,2,0,0,3,591
"MADHYA PRADESH","PANNA","GUNNAUR",1514,8,0,2,0,0,10,1524
"MADHYA PRADESH","PANNA","PANNA",1109,5,0,0,0,0,5,1114
"MADHYA PRADESH","PANNA","PAWAI",1214,11,0,2,0,0,13,1227
"MADHYA PRADESH","PANNA","SHAHNAGAR",2599,38,5,3,0,1,47,2646
"MADHYA PRADESH","RAIGARH","DHARAMJAIGARH",216,0,0,0,0,0,0,216
"MADHYA PRADESH","RAIGARH","KANSABEL",10,4,0,0,0,0,4,14
"MADHYA PRADESH","RAIGARH","KHARASIYA",92,47,0,0,0,0,47,139
"MADHYA PRADESH","RAIGARH","LALLUNGA",199,2,14,0,0,0,16,215
"MADHYA PRADESH","RAIGARH","PATTHALGAON",241,13,0,0,0,0,13,254
"MADHYA PRADESH","RAIGARH","PUSAUR",246,0,0,0,0,0,0,246
"MADHYA PRADESH","RAIGARH","RAIGARH",805,11,4,0,0,0,15,820
"MADHYA PRADESH","RAIGARH","SARANGARH",193,51,11,34,0,0,96,289
"MADHYA PRADESH","RAIGARH","SARIYALENDHA",95,2,0,1,0,0,3,98
"MADHYA PRADESH","RAIGARH","TAMNAR",81,0,0,0,0,0,0,81
"MADHYA PRADESH","RAIGARH","TAPKARA",116,0,0,0,0,0,0,116
"MADHYA PRADESH","RAIPUR","ABHANPUR",29,0,0,0,0,0,0,29
"MADHYA PRADESH","RAIPUR","BAGBAHRA",25,0,0,0,0,0,0,25
"MADHYA PRADESH","RAIPUR","BASNA",110,7,1,2,1,4,15,125
"MADHYA PRADESH","RAIPUR","BHATAPARA",43,0,0,0,0,0,0,43
"MADHYA PRADESH","RAIPUR","DEOBHOG",12,0,0,0,0,0,0,12
"MADHYA PRADESH","RAIPUR","DHAMTARI",24,0,0,0,0,0,0,24
"MADHYA PRADESH","RAIPUR","GARIYABAND",88,0,0,0,0,0,0,88
"MADHYA PRADESH","RAIPUR","KASDOL",80,2,2,10,0,0,14,94
"MADHYA PRADESH","RAIPUR","PALARI",506,11,22,7,0,0,40,546
"MADHYA PRADESH","RAIPUR","PALARI(BALODABAZAR)",243,3,2,2,0,2,9,252
"MADHYA PRADESH","RAIPUR","PITHORA",135,1,2,0,0,5,8,143
"MADHYA PRADESH","RAIPUR","RAIPUR(DHARSIWA)",220,1,0,0,0,0,1,221
"MADHYA PRADESH","RAIPUR","RAJIM",58,0,0,0,0,0,0,58
"MADHYA PRADESH","RAIPUR","SARAIPALI",401,1,0,1,0,0,2,403
"MADHYA PRADESH","RAIPUR","SIHAWA",19,5,1,1,0,0,7,26
"MADHYA PRADESH","RAIPUR","SIMGA",64,0,0,0,0,1,1,65
"MADHYA PRADESH","RAIPUR","TILDA",94,3,5,0,0,0,8,102
"MADHYA PRADESH","RAISEN","BARELI",771,0,0,0,0,1,1,772
"MADHYA PRADESH","RAISEN","BEGAMGANJ",1243,1,0,0,0,0,1,1244
"MADHYA PRADESH","RAISEN","GAIRATGANJ",897,0,0,0,0,0,0,897
"MADHYA PRADESH","RAISEN","OBEDULLAHGANJ",1169,0,0,0,0,0,0,1169
"MADHYA PRADESH","RAISEN","SANCHI",1251,0,0,0,0,1,1,1252
"MADHYA PRADESH","RAISEN","SILWANI",1327,0,0,0,0,0,0,1327
"MADHYA PRADESH","RAISEN","UDAIPURA",365,1,0,0,0,1,2,367
"MADHYA PRADESH","RAJGARH","BIAORA",1023,0,0,0,0,0,0,1023
"MADHYA PRADESH","RAJGARH","JEERAPUR",675,0,1,0,0,0,1,676
"MADHYA PRADESH","RAJGARH","KHILCHIPUR",53,0,0,0,0,0,0,53
"MADHYA PRADESH","RAJGARH","NARASINGHGARH",764,0,0,1,0,0,1,765
"MADHYA PRADESH","RAJGARH","PACHAUR (SARANGPUR)",785,2,0,1,0,1,4,789
"MADHYA PRADESH","RAJGARH","RAJGARH",609,5,0,0,0,2,7,616
"MADHYA PRADESH","RAJNANDGAON","DONGARGAON",1,0,0,0,0,0,0,1
"MADHYA PRADESH","RAJNANDGAON","KHALRAGARH",20,0,0,0,0,0,0,20
"MADHYA PRADESH","RAJNANDGAON","SAHASPURLOHARA",18,0,0,0,0,0,0,18
"MADHYA PRADESH","RATLAM","ALOT",361,0,2,0,0,2,4,365
"MADHYA PRADESH","RATLAM","BAJNA",1052,0,0,0,0,0,0,1052
"MADHYA PRADESH","RATLAM","JAWRA",446,0,0,0,0,1,1,447
"MADHYA PRADESH","RATLAM","PIPLODA",125,0,0,0,0,0,0,125
"MADHYA PRADESH","RATLAM","RATLAM",390,0,0,0,0,1,1,391
"MADHYA PRADESH","RATLAM","SAILANA",1025,2,1,0,0,9,12,1037
"MADHYA PRADESH","REWA","GANGEO",566,1,0,1,0,0,2,568
"MADHYA PRADESH","REWA","HANUMANA",166,0,5,0,0,0,5,171
"MADHYA PRADESH","REWA","JAWA",426,0,1,0,0,0,1,427
"MADHYA PRADESH","REWA","MAUGANJ",455,1,1,4,0,0,6,461
"MADHYA PRADESH","REWA","NAIGARHI",290,6,1,0,0,0,7,297
"MADHYA PRADESH","REWA","RAIPUR",196,4,0,0,0,0,4,200
"MADHYA PRADESH","REWA","REWA",187,8,3,8,0,0,19,206
"MADHYA PRADESH","REWA","SIRMAUR",326,4,1,8,0,0,13,339
"MADHYA PRADESH","REWA","TYONTHAR",69,1,0,1,0,0,2,71
"MADHYA PRADESH","SAGAR","BANDA",1494,0,0,0,0,0,0,1494
"MADHYA PRADESH","SAGAR","BEENA",1594,0,0,0,0,0,0,1594
"MADHYA PRADESH","SAGAR","DEORI",1777,0,0,0,0,0,0,1777
"MADHYA PRADESH","SAGAR","JAISINAGAR",1980,0,0,0,0,0,0,1980
"MADHYA PRADESH","SAGAR","KESALI",1131,0,0,0,0,0,0,1131
"MADHYA PRADESH","SAGAR","KHURAI",292,0,0,0,0,0,0,292
"MADHYA PRADESH","SAGAR","MALTHON",1180,0,0,0,0,0,0,1180
"MADHYA PRADESH","SAGAR","RAHATGARH",2092,0,0,0,0,0,0,2092
"MADHYA PRADESH","SAGAR","REHALI",1819,0,0,0,0,0,0,1819
"MADHYA PRADESH","SAGAR","SAGAR",1285,0,0,0,0,0,0,1285
"MADHYA PRADESH","SAGAR","SHAHGARH",1498,0,0,0,0,0,0,1498
"MADHYA PRADESH","SATNA","AMARPATAN",33,0,0,0,0,0,0,33
"MADHYA PRADESH","SATNA","CHITRAKOOT",818,0,0,0,0,0,0,818
"MADHYA PRADESH","SATNA","MAIHAR",1037,0,0,0,0,0,0,1037
"MADHYA PRADESH","SATNA","NAGOD",794,1,0,0,0,0,1,795
"MADHYA PRADESH","SATNA","RAMNAGAR",65,0,0,0,0,0,0,65
"MADHYA PRADESH","SATNA","RAMPUR",365,0,0,0,0,0,0,365
"MADHYA PRADESH","SATNA","SATNA",538,0,0,0,0,0,0,538
"MADHYA PRADESH","SATNA","UNCHEHARA",402,0,0,0,0,0,0,402
"MADHYA PRADESH","SEHORE","AASHTA",1574,0,0,0,0,0,0,1574
"MADHYA PRADESH","SEHORE","BUDANI",440,0,0,0,0,0,0,440
"MADHYA PRADESH","SEHORE","ICHHAWER",718,0,0,0,0,0,0,718
"MADHYA PRADESH","SEHORE","NASRULLAHGANJ",501,2,0,1,0,0,3,504
"MADHYA PRADESH","SEHORE","SIHORE",1312,0,0,0,0,0,0,1312
"MADHYA PRADESH","SEONI","BARGHAT",170,0,0,0,0,0,0,170
"MADHYA PRADESH","SEONI","CHHAPARA",481,0,0,0,1,0,1,482
"MADHYA PRADESH","SEONI","DHANORA",186,0,0,0,0,0,0,186
"MADHYA PRADESH","SEONI","KAHANAPUS",43,0,0,0,0,0,0,43
"MADHYA PRADESH","SEONI","KEOLARI",156,0,0,0,0,0,0,156
"MADHYA PRADESH","SEONI","KURAI",451,0,0,0,1,0,1,452
"MADHYA PRADESH","SEONI","LAKHNADAUN",687,0,0,0,2,0,2,689
"MADHYA PRADESH","SEONI","SEONI",523,0,0,0,3,0,3,526
"MADHYA PRADESH","SHAHDOL","ANUPPUR",32,0,0,0,0,17,17,49
"MADHYA PRADESH","SHAHDOL","BUDHAR",387,0,0,0,0,0,0,387
"MADHYA PRADESH","SHAHDOL","BYOHARI",239,3,0,0,0,0,3,242
"MADHYA PRADESH","SHAHDOL","JAISINGHNAGAR",777,0,0,0,0,30,30,807
"MADHYA PRADESH","SHAHDOL","JAITAHARI",31,2,1,0,0,0,3,34
"MADHYA PRADESH","SHAHDOL","KOTAMA",29,2,0,0,0,0,2,31
"MADHYA PRADESH","SHAHDOL","MANPUR",456,0,0,0,0,23,23,479
"MADHYA PRADESH","SHAHDOL","PALEE-1",136,0,0,0,0,0,0,136
"MADHYA PRADESH","SHAHDOL","PALEE-2",498,1,0,0,0,1,2,500
"MADHYA PRADESH","SHAHDOL","PUSHPRAJGARH",146,6,0,0,0,5,11,157
"MADHYA PRADESH","SHAHDOL","SOHAGPUR",401,8,0,0,0,25,33,434
"MADHYA PRADESH","SHAHDOL","UMARIYA",535,0,0,0,0,8,8,543
"MADHYA PRADESH","SHAJAPUR","AGAR",662,0,1,0,0,12,13,675
"MADHYA PRADESH","SHAJAPUR","BAROD",156,0,0,0,0,3,3,159
"MADHYA PRADESH","SHAJAPUR","KALAPIPALMANDI",502,0,2,2,0,1,5,507
"MADHYA PRADESH","SHAJAPUR","MOMANBARODIYA",713,0,0,0,0,6,6,719
"MADHYA PRADESH","SHAJAPUR","SHAJAPUR",776,0,0,0,0,0,0,776
"MADHYA PRADESH","SHAJAPUR","SUJALPUR",282,0,0,0,0,0,0,282
"MADHYA PRADESH","SHAJAPUR","SUSNER",398,0,0,0,0,1,1,399
"MADHYA PRADESH","SHIVPURI","BADARWAS",1460,0,0,0,0,0,0,1460
"MADHYA PRADESH","SHIVPURI","KARERA",363,0,0,0,0,0,0,363
"MADHYA PRADESH","SHIVPURI","KHANIYADHANA",343,0,0,0,0,0,0,343
"MADHYA PRADESH","SHIVPURI","KOLARAS",608,0,0,0,0,0,0,608
"MADHYA PRADESH","SHIVPURI","NARWAR",250,0,0,0,0,0,0,250
"MADHYA PRADESH","SHIVPURI","PICHHORE",158,0,0,0,0,0,0,158
"MADHYA PRADESH","SHIVPURI","POHARI",470,0,0,0,0,0,0,470
"MADHYA PRADESH","SHIVPURI","SHIVPURI",762,0,0,0,0,0,0,762
"MADHYA PRADESH","SIDHI","BAIDHAN",124,1,0,0,0,0,1,125
"MADHYA PRADESH","SIDHI","CHITRANGI",366,0,2,0,0,0,2,368
"MADHYA PRADESH","SIDHI","DEOSAR",148,0,0,0,0,0,0,148
"MADHYA PRADESH","SIDHI","KUSAMI",121,0,0,0,0,0,0,121
"MADHYA PRADESH","SIDHI","MAJHAULI",481,0,0,0,0,0,0,481
"MADHYA PRADESH","SIDHI","RAMPURNEKIN",169,0,0,0,0,0,0,169
"MADHYA PRADESH","SIDHI","SIDHI",126,0,0,0,0,0,0,126
"MADHYA PRADESH","SIDHI","SIHAWAL",53,0,0,0,0,3,3,56
"MADHYA PRADESH","SURGUJA","AMBIKAPUR",104,0,0,0,0,0,0,104
"MADHYA PRADESH","SURGUJA","BADRAFNAGAR",901,46,0,0,0,0,46,947
"MADHYA PRADESH","SURGUJA","BALRAMPUR",150,0,0,0,0,0,0,150
"MADHYA PRADESH","SURGUJA","BATOLI",137,0,0,0,0,0,0,137
"MADHYA PRADESH","SURGUJA","BHAIYATHAN",341,0,0,0,0,0,0,341
"MADHYA PRADESH","SURGUJA","BHARATPUR",443,0,0,0,0,0,0,443
"MADHYA PRADESH","SURGUJA","KUSAMI",990,0,0,0,0,0,0,990
"MADHYA PRADESH","SURGUJA","LAKHANPUR",95,0,0,0,0,0,0,95
"MADHYA PRADESH","SURGUJA","LUNDRA",304,0,0,0,0,0,0,304
"MADHYA PRADESH","SURGUJA","MAINPAT",79,0,0,0,0,0,0,79
"MADHYA PRADESH","SURGUJA","MANENDRAGARH",191,0,0,0,0,0,0,191
"MADHYA PRADESH","SURGUJA","ODAGI",82,0,0,0,0,0,0,82
"MADHYA PRADESH","SURGUJA","PRATAPPUR",90,0,0,0,0,0,0,90
"MADHYA PRADESH","SURGUJA","RAJPUR",290,0,0,0,0,0,0,290
"MADHYA PRADESH","SURGUJA","RAMANUJNAGAR",148,0,0,0,0,0,0,148
"MADHYA PRADESH","SURGUJA","RAMCHANDRAPUR",261,0,0,0,0,0,0,261
