-----
{
 "description": "This table consists of the physical progress of the total sanitation campaign in Eleventh Plan during financial year from 2007-08 to 2011-12 in construction of IHHL BPL, IHHL APL, Total IHHL, School Toilets, Sanitary Complexes and Anganwadi Toilets.", 
 "file_name": "Physical_Progress_Of_The_Total_Sanitation_Campaign.xls", 
 "title": "Download XLS for Physical Progress Of The Total Sanitation Campaign In Eleventh Plan During Financial Year (2007-08 To 2011-12)", 
 "url": "http://data.gov.in/sites/default/files/Physical_Progress_Of_The_Total_Sanitation_Campaign.xls"
}
-----
"Financial Year (Eleventh Plan)","IHHL BPL","IHHL APL","Total IHHL","School Toilets","Sanitary Complexes","Anganwadi Toilets"
"2007-08",5763430.0,5764460.0,11527890.0,236259.0,3006.0,86489.0
"2008-09",5570899.0,5694983.0,11265882.0,253004.0,3245.0,68995.0
"2009-10",5869608.0,6538170.0,12407778.0,144480.0,2230.0,66227.0
"2010-11",6155933.0,6087798.0,12243731.0,105509.0,3377.0,50823.0
"2011-12",4734816.0,4064048.0,8798864.0,122471.0,2547.0,28409.0
