-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Surface Lift Schemes. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Surface Lift Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total - Irrigation potential created
BIHAR,SIWAN,NAUTAN,238,89,128,4,31,251
BIHAR,SIWAN,RAGHUNATHPUR,82,34,34,14,0,82
BIHAR,SIWAN,SISWAN,700,330,690,0,0,1020
BIHAR,SIWAN,SIWAN,240,104,235,15,9,363
BIHAR,SUPAUL,BASANTPUR,14,7,7,0,0,14
BIHAR,VAISHALI,GORAUL,10,2,4,2,3,11
BIHAR,VAISHALI,MAHNAR,200,50,150,0,0,200
BIHAR,VAISHALI,MAHUA,45,43,42,14,10,109
BIHAR,VAISHALI,PATEPUR,40,10,30,0,0,40
BIHAR,WEST CHAMPARAN,LAURIA,278,188,170,0,0,358
BIHAR,WEST CHAMPARAN,MAJHAULIA,22,7,10,5,0,22
BIHAR,WEST CHAMPARAN,SIKTA,140,79,91,0,0,170
CHHATTISGARH,BASTER,JAGDALPUR,3822,2271,2556,37,1,4865
CHHATTISGARH,BASTER,KESHKAL,366,251,115,0,0,366
CHHATTISGARH,BASTER,KONDAGAON,1030,683,485,0,0,1169
CHHATTISGARH,BASTER,NARAYANPUR,358,358,0,0,0,358
CHHATTISGARH,BILASPUR,BELHA,174,162,172,0,0,334
CHHATTISGARH,BILASPUR,BILASPUR,62,32,53,0,0,85
CHHATTISGARH,BILASPUR,KOTA,333,250,215,0,0,465
CHHATTISGARH,BILASPUR,LORMI,330,4282,188,0,0,4470
CHHATTISGARH,BILASPUR,MASTURI,210,148,153,0,0,300
CHHATTISGARH,BILASPUR,MUNGELI,44,26,41,0,0,67
CHHATTISGARH,BILASPUR,PENDRA-ROAD,266,206,97,0,1,304
CHHATTISGARH,BILASPUR,TAKHATPUR,143,121,88,0,0,209
CHHATTISGARH,DANTEWADA,BEEJAPUR,30,28,3,0,0,31
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,114,110,4,0,0,115
CHHATTISGARH,DANTEWADA,DANTEVADA,23,46,46,0,9,101
CHHATTISGARH,DANTEWADA,KONTA,1147,960,300,0,0,1261
CHHATTISGARH,DHAMTARI,DHAMTARI,1178,1242,89,0,105,1436
CHHATTISGARH,DHAMTARI,KURUD,502,502,13,0,0,515
CHHATTISGARH,DHAMTARI,NAGARI,545,532,55,0,0,587
CHHATTISGARH,DURG,BALOD,51,11,18,36,10,75
CHHATTISGARH,DURG,BEMETARA,585,578,87,2,0,667
CHHATTISGARH,DURG,BERLA,486,418,219,3,44,684
CHHATTISGARH,DURG,DHMADHA,712,635,336,19,0,990
CHHATTISGARH,DURG,DONDILOHAR,1204,1287,44,2,0,1333
CHHATTISGARH,DURG,DURG,2022,1724,797,22,1,2544
CHHATTISGARH,DURG,GUNDERDEHI,416,416,29,0,0,445
CHHATTISGARH,DURG,NAVAGARH,29,26,3,0,1,30
CHHATTISGARH,DURG,PATAN,1218,978,631,0,1,1610
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,201,7,195,0,0,202
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,96,46,83,0,0,129
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,338,88,300,0,0,387
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,290,56,285,2,0,343
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,252,85,202,5,0,292
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,641,521,513,3,1,1038
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,418,221,216,6,0,443
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,287,37,284,2,0,324
CHHATTISGARH,JASHPUR,BAGICHA,41,2,26,13,0,41
CHHATTISGARH,JASHPUR,JASHPUR,109,13,96,0,0,109
CHHATTISGARH,JASHPUR,KUNKURI,37,4,33,0,0,37
CHHATTISGARH,JASHPUR,PATHALGAON,375,60,316,1,0,377
CHHATTISGARH,KANKER,ANTAGAR,2,2,0,0,0,2
CHHATTISGARH,KANKER,BHANUPRATAPPUR,41,40,34,3,0,78
CHHATTISGARH,KANKER,CHARAMA,369,369,144,0,0,513
CHHATTISGARH,KANKER,KANKER,506,506,111,0,0,618
CHHATTISGARH,KANKER,NARHARPUR,669,669,361,0,0,1030
CHHATTISGARH,KANKER,PAKHANJUR,69,67,25,0,0,92
CHHATTISGARH,KORBA,KARTALA,1348,296,1105,13,0,1414
CHHATTISGARH,KORBA,KATGHORA,106,11,95,0,0,107
CHHATTISGARH,KORBA,KORBA,236,42,194,0,0,236
CHHATTISGARH,KORBA,PALI,129,37,95,0,0,132
CHHATTISGARH,KORIA,BAIKUNTHPUR,328,34,293,0,0,328
CHHATTISGARH,KORIA,BHARATPUR,1086,35,1055,0,0,1090
CHHATTISGARH,KORIA,MANENDRAGARH,274,62,228,0,0,290
CHHATTISGARH,KORIA,SONHAT,21,2,18,1,0,21
CHHATTISGARH,KVARDHA,KVARDHA,1901,1846,242,9,3,2100
CHHATTISGARH,KVARDHA,PANDARIYA,2095,5361,930,0,0,6290
CHHATTISGARH,MAHASAMUND,BASNA,946,930,17,0,0,947
CHHATTISGARH,MAHASAMUND,MAHASAMUND,2292,2282,160,0,0,2442
CHHATTISGARH,MAHASAMUND,SARIYPALI,863,881,46,0,0,928
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,593,87,582,0,0,669
CHHATTISGARH,RAIGARH,GHARGODA,1074,227,852,2,0,1081
CHHATTISGARH,RAIGARH,KHARSIYA,333,52,316,0,0,369
CHHATTISGARH,RAIGARH,LAILUNGA,307,2,309,0,0,311
CHHATTISGARH,RAIGARH,RAIGARH,1745,954,1099,2,1,2056
CHHATTISGARH,RAIGARH,SARANGARH,1643,1305,1024,15,0,2344
CHHATTISGARH,RAIPUR,ABHANPUR,292,291,49,0,0,340
CHHATTISGARH,RAIPUR,ARANG,1387,1644,971,9,3,2627
CHHATTISGARH,RAIPUR,BHATAPARA,250,249,58,0,0,307
CHHATTISGARH,RAIPUR,BILAIGARH,873,856,91,1,0,948
CHHATTISGARH,RAIPUR,BLOUDABAJAR,253,251,225,0,0,475
CHHATTISGARH,RAIPUR,DEVBHOG,760,759,602,0,0,1361
CHHATTISGARH,RAIPUR,GARIYABAND,1235,1355,68,0,0,1423
CHHATTISGARH,RAIPUR,KASDOL,270,317,198,0,0,515
CHHATTISGARH,RAIPUR,PALARI,250,227,48,0,0,275
CHHATTISGARH,RAIPUR,RAIPUR,1373,1362,438,18,3,1821
CHHATTISGARH,RAIPUR,RAJIM,294,254,45,0,0,299
CHHATTISGARH,RAIPUR,SIMGA,1178,1174,180,44,0,1397
CHHATTISGARH,RAIPUR,TILDA,931,905,93,0,9,1007
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,356,356,0,0,0,356
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,273,273,7,0,0,280
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,393,391,44,0,0,435
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,252,252,60,1,0,313
CHHATTISGARH,RAJNANDGAON,MANPUR,13,13,13,0,0,26
CHHATTISGARH,RAJNANDGAON,MOHLA,7,7,2,0,0,9
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,1081,1182,69,0,0,1252
CHHATTISGARH,SURGUJA,AMBIKAPUR,1697,49,1684,0,0,1733
CHHATTISGARH,SURGUJA,LUNDRA,1432,445,1131,15,0,1591
CHHATTISGARH,SURGUJA,PAL,3292,141,3269,0,0,3410
CHHATTISGARH,SURGUJA,PRATAPPUR,1689,433,1258,0,0,1691
CHHATTISGARH,SURGUJA,RAJPUR,1649,1,1650,0,0,1651
CHHATTISGARH,SURGUJA,SAMRI,1253,8,1249,0,0,1256
CHHATTISGARH,SURGUJA,SITAPUR,576,54,566,0,0,621
CHHATTISGARH,SURGUJA,SURAJPUR,2624,65,2588,0,0,2653
CHHATTISGARH,SURGUJA,WADRAFNAGAR,755,0,755,0,0,755
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,209,209,116,0,0,324
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,88,88,50,0,0,138
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,125,125,66,0,0,191
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,126,126,62,0,0,189
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,45,45,20,0,0,65
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,54,54,34,0,0,88
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,33,32,18,0,0,50
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,18,18,16,0,0,34
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,19,19,13,0,0,32
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,15,15,11,0,0,26
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,137,137,76,0,0,213
DELHI,NANGLOI,NANGLOI,443,232,223,0,0,456
GOA,NORTH GOA,BICHOLIM,174,0,29,136,11,175
GOA,NORTH GOA,PERNEM,300,0,81,192,27,300
GOA,NORTH GOA,PONDA,207,0,52,156,0,209
GOA,NORTH GOA,SATTARI,939,1,39,764,136,940
GOA,NORTH GOA,TISWADI,4,0,4,0,0,4
GOA,SOUTH GOA,CANACONA,37,8,1,27,2,38
GOA,SOUTH GOA,MORMUGAO,1,0,0,1,0,1
GOA,SOUTH GOA,QUEPEM,391,0,1,359,32,392
GOA,SOUTH GOA,SALCETE,50,4,21,20,5,50
GOA,SOUTH GOA,SANGUEM,1848,10,199,1617,89,1916
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,156,0,75,81,0,156
GUJARAT,AHMEDABAD,DHOLKA,26,13,14,0,0,27
GUJARAT,AHMEDABAD,SANAND,10,10,0,0,0,10
GUJARAT,BANASKANTHA,DANTA,44,44,40,0,0,84
GUJARAT,BHARUCH,AMOD,185,100,85,0,0,185
GUJARAT,BHARUCH,JAMBUSAR,210,90,140,0,35,265
GUJARAT,DAHOD,DEVGADH BARIA,219,132,197,0,5,334
GUJARAT,DAHOD,DHANPUR,541,496,448,0,0,944
GUJARAT,DAHOD,DOHAD,1873,1443,1601,231,40,3315
GUJARAT,DAHOD,FATEPURA,133,80,63,0,0,143
GUJARAT,DAHOD,GARBADA,397,307,328,40,0,675
GUJARAT,DAHOD,JHALOD,3047,2126,2034,28,0,4188
GUJARAT,DAHOD,LIMKHEDA,2943,1556,1873,61,50,3540
GUJARAT,DANG,DANG,230,200,120,0,0,320
GUJARAT,KACHCHH,ABDASA,1222,1190,131,0,2,1323
GUJARAT,KACHCHH,BHACHAU,160,58,112,0,0,170
GUJARAT,KACHCHH,BHUJ,212,208,13,0,3,224
GUJARAT,KACHCHH,MANDVI,370,387,54,33,63,538
GUJARAT,KACHCHH,MUNDRA,2,2,0,0,0,2
GUJARAT,KACHCHH,NAKHATRANA,120,89,29,17,0,135
GUJARAT,KACHCHH,RAPAR,2489,275,2289,0,0,2564
GUJARAT,KHEDA,BALASINOR,70,65,10,0,0,75
GUJARAT,KHEDA,KAPADVANJ,65,70,0,0,0,70
GUJARAT,KHEDA,NADIAD,62,65,0,0,0,65
GUJARAT,NAVSARI,BANSDA,1332,1332,0,0,0,1332
GUJARAT,NAVSARI,CHIKHLI,236,121,34,89,11,255
GUJARAT,NAVSARI,GANDEVI,6,0,3,3,0,6
GUJARAT,PATAN,SANTALPUR,110,110,0,0,0,110
GUJARAT,RAJKOT,DHORAJI,280,280,0,0,0,280
GUJARAT,RAJKOT,GONDAL,1635,1680,502,0,40,2223
GUJARAT,RAJKOT,JAMKANDORNA,124,124,0,0,0,124
GUJARAT,RAJKOT,JETPUR,141,141,0,0,0,141
GUJARAT,RAJKOT,KOTADA SANGANI,40,10,30,0,0,40
GUJARAT,RAJKOT,MALIYA,525,501,114,0,0,615
GUJARAT,RAJKOT,MORVI,57,57,0,0,0,57
GUJARAT,RAJKOT,TANKARA,169,166,110,3,4,283
GUJARAT,RAJKOT,WANKANER,369,376,7,0,0,383
GUJARAT,SABARKANTHA,BHILODA,46,0,46,0,0,46
GUJARAT,SABARKANTHA,DHANSURA,189,130,122,3,0,255
GUJARAT,SABARKANTHA,HIMATNAGAR,80,0,80,0,0,80
GUJARAT,SABARKANTHA,KHEDBRAHMA,30,0,30,0,0,30
GUJARAT,SABARKANTHA,MODASA,211,0,211,0,0,211
GUJARAT,SURAT,MAHUVA,142,28,71,44,0,143
GUJARAT,SURAT,MANDVI,39,8,19,12,0,39
GUJARAT,SURAT,MANGROL,1488,298,688,519,64,1568
GUJARAT,SURAT,NIZAR,544,109,272,163,0,544
GUJARAT,SURAT,SONGADH,1275,264,655,356,0,1275
GUJARAT,SURAT,VYARA,3715,705,1795,1172,210,3881
GUJARAT,SURENDRANAGAR,CHOTILA,50,50,0,0,0,50
GUJARAT,SURENDRANAGAR,DHRANGADHRA,162,179,60,0,0,239
GUJARAT,SURENDRANAGAR,HALVAD,152,152,42,0,0,194
GUJARAT,SURENDRANAGAR,LAKHTAR,2,2,0,0,0,2
GUJARAT,SURENDRANAGAR,LIMDI,65,0,65,0,0,65
GUJARAT,SURENDRANAGAR,MULI,130,130,0,0,0,130
GUJARAT,SURENDRANAGAR,SAYLA,42,42,0,0,0,42
GUJARAT,VADODARA,CHHOTA UDAIPUR,729,729,0,0,0,729
GUJARAT,VADODARA,JETPUR  PAVI,136,136,0,0,0,136
GUJARAT,VADODARA,KAVANT,1493,1406,178,0,20,1604
GUJARAT,VADODARA,NASVADI,283,280,3,0,0,283
GUJARAT,VADODARA,SAVLI,495,255,240,0,0,495
GUJARAT,VADODARA,VADODARA,343,0,315,19,10,343
GUJARAT,VALSAD,DHARMPUR,209,38,188,0,0,227
GUJARAT,VALSAD,KAPRADA,97,15,83,0,0,98
GUJARAT,VALSAD,PARDI,152,105,78,36,0,219
GUJARAT,VALSAD,UMBERGAON,353,207,267,30,0,504
GUJARAT,VALSAD,VALSAD,41,7,26,5,2,41
HARYANA,BHIWANI,BADHRA,470,128,443,0,0,571
HARYANA,BHIWANI,BAWANI-KHERA,31,29,29,0,0,59
HARYANA,BHIWANI,BHIWANI,173,120,129,0,0,249
HARYANA,BHIWANI,DADRI-I,125,32,121,0,0,153
HARYANA,BHIWANI,DADRI-II,123,69,94,0,0,163
HARYANA,BHIWANI,KURU,18,9,9,0,0,18
HARYANA,BHIWANI,LOHARU,364,355,359,0,0,713
HARYANA,BHIWANI,SIWANI,112,39,92,0,0,131
HARYANA,BHIWANI,TOSHAM,19,10,11,0,0,21
HARYANA,FATEHABAD,TOHANA,447,445,443,0,0,888
HARYANA,PANCHKULA,MORNI,224,224,199,0,0,423
HARYANA,PANCHKULA,PINJORE,87,73,121,4,0,198
HARYANA,SIRSA,BARAGUDHA,88,85,85,0,0,169
HARYANA,SONEPAT,GANAUR,54,79,78,0,0,157
HIMACHAL PRADESH,Bilaspur,BILASPUR SADAR,151,150,150,0,0,300
HIMACHAL PRADESH,Bilaspur,GHUMARWIN,688,688,688,0,0,1377
HIMACHAL PRADESH,Bilaspur,JHANDUTA,269,248,254,0,0,501
HIMACHAL PRADESH,Bilaspur,NAINA DEVI (ST),13,13,13,0,0,25
HIMACHAL PRADESH,Chamba,Bhattiyat,69,69,69,0,0,139
HIMACHAL PRADESH,Chamba,Chamba,1,1,1,0,0,3
HIMACHAL PRADESH,Chamba,Chaurah,1,1,1,0,0,2
HIMACHAL PRADESH,Chamba,Dalhousie,31,15,15,0,0,31
HIMACHAL PRADESH,Chamba,Sihunta,53,50,50,0,0,101
HIMACHAL PRADESH,Hamirpur,BARSAR,19,13,18,0,0,31
HIMACHAL PRADESH,Hamirpur,BHORANJ,54,45,45,0,3,93
HIMACHAL PRADESH,Hamirpur,BIJHARI (SUB-TEHSIL),25,25,25,1,0,51
HIMACHAL PRADESH,Hamirpur,HAMIRPUR,199,186,186,0,1,372
HIMACHAL PRADESH,Hamirpur,NADAUN,496,438,439,0,0,877
HIMACHAL PRADESH,Hamirpur,TIHRA SUJANPUR,245,219,223,1,0,444
HIMACHAL PRADESH,Kangra,BAIJNATH,170,169,169,1,0,339
HIMACHAL PRADESH,Kangra,BAROH,84,84,84,0,0,169
HIMACHAL PRADESH,Kangra,DERA GOPIPUR,692,448,618,0,0,1067
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),29,24,26,0,0,50
HIMACHAL PRADESH,Kangra,INDORA,94,89,89,0,0,178
HIMACHAL PRADESH,Kangra,JAISINGHPUR,225,221,218,0,0,439
HIMACHAL PRADESH,Kangra,JASWAN,13,13,13,0,0,25
HIMACHAL PRADESH,Kangra,JAWALI,180,179,179,0,0,358
HIMACHAL PRADESH,Kangra,KANGRA,92,83,83,1,0,167
HIMACHAL PRADESH,Kangra,NURPUR,515,477,479,2,0,958
HIMACHAL PRADESH,Kangra,PALAMPUR,150,150,150,0,0,300
HIMACHAL PRADESH,Kangra,RAKKAR (ST),191,147,41,41,0,229
HIMACHAL PRADESH,Kangra,THURAL (ST),67,60,60,7,0,127
HIMACHAL PRADESH,Kullu,ANI (ST),30,30,30,0,0,61
HIMACHAL PRADESH,Kullu,KULLU,416,410,292,0,0,702
HIMACHAL PRADESH,Lahul & Spiti,UDAIPUR (ST),17,12,9,0,0,21
HIMACHAL PRADESH,Mandi,AUT (ST),88,88,88,0,0,177
HIMACHAL PRADESH,Mandi,BALDWARA (ST),164,135,159,0,0,293
HIMACHAL PRADESH,Mandi,DHARAMPUR (ST),66,63,62,0,0,124
HIMACHAL PRADESH,Mandi,JOGINDARNAGAR,44,44,44,0,0,87
HIMACHAL PRADESH,Mandi,KARSOG,12,8,6,0,0,14
HIMACHAL PRADESH,Mandi,MANDI,797,797,793,0,8,1598
HIMACHAL PRADESH,Mandi,PADHAR,43,43,43,0,0,87
HIMACHAL PRADESH,Mandi,SARKAGHAT,51,51,51,0,0,101
HIMACHAL PRADESH,Mandi,SUNDARNAGAR,520,415,434,0,0,850
HIMACHAL PRADESH,Shimla,CHAUPAL,2,2,2,0,0,5
HIMACHAL PRADESH,Shimla,JUBBAL,5,5,0,0,0,5
HIMACHAL PRADESH,Shimla,ROHRU,27,25,13,0,0,38
HIMACHAL PRADESH,Shimla,SEONI,80,73,67,5,0,145
HIMACHAL PRADESH,Shimla,THEOG,46,29,39,9,0,77
HIMACHAL PRADESH,Sirmaur,DADAHU (ST),9,9,9,0,0,19
HIMACHAL PRADESH,Sirmaur,NAHAN,889,808,810,2,0,1620
HIMACHAL PRADESH,Sirmaur,PACHHAD,137,137,137,0,0,273
HIMACHAL PRADESH,Sirmaur,PAJHAUTA,17,15,15,0,0,31
HIMACHAL PRADESH,Sirmaur,PAONTA SAHIB,1476,1246,1245,225,0,2716
HIMACHAL PRADESH,Sirmaur,RAJGARH,90,90,90,0,0,180
HIMACHAL PRADESH,Sirmaur,RENUKA,30,30,30,0,0,60
HIMACHAL PRADESH,Solan,ARKI,102,72,67,1,0,140
HIMACHAL PRADESH,Solan,KANDAGHAT,248,172,136,1,0,309
HIMACHAL PRADESH,Solan,KRISHANGARH (ST),1,1,1,0,0,2
HIMACHAL PRADESH,Solan,NALAGARH,1270,1141,1135,28,5,2309
HIMACHAL PRADESH,Solan,RAMSHAHR (ST),35,35,35,0,0,69
HIMACHAL PRADESH,Solan,SOLAN,86,85,82,2,0,169
HIMACHAL PRADESH,Una,AMB,465,318,428,50,101,898
HIMACHAL PRADESH,Una,BANGANA,51,51,51,0,0,102
HIMACHAL PRADESH,Una,UNA,1328,683,782,0,0,1465
JAMMU & KASHMIR,ANANTNAG,ACHABAL,3,4,4,0,0,8
JAMMU & KASHMIR,ANANTNAG,DACHNIPORA,562,562,550,0,0,1112
JAMMU & KASHMIR,ANANTNAG,LARKI PORA,10,9,2,1,0,12
JAMMU & KASHMIR,ANANTNAG,QAIMOH,134,112,72,9,0,193
JAMMU & KASHMIR,BADGAM,B.K. PORA,773,925,187,1,0,1113
JAMMU & KASHMIR,BADGAM,BUDGAM,337,280,213,0,0,493
JAMMU & KASHMIR,BADGAM,CHADOORA,980,831,433,25,0,1289
JAMMU & KASHMIR,BADGAM,KHANSAHIB,992,970,648,0,0,1618
JAMMU & KASHMIR,BADGAM,NAGAM,276,210,204,0,0,414
JAMMU & KASHMIR,BADGAM,TEH. CHADOORA,1376,1417,616,2,357,2392
JAMMU & KASHMIR,BARAMULLA,AJAS,425,425,0,0,0,425
JAMMU & KASHMIR,BARAMULLA,BARAMULLA,592,536,61,39,0,636
JAMMU & KASHMIR,BARAMULLA,BONIYAR,52,71,55,0,0,126
JAMMU & KASHMIR,BARAMULLA,DANGIWACHA,27,28,0,0,0,28
JAMMU & KASHMIR,BARAMULLA,GUNDI SADERKOOT,315,315,12,0,0,327
JAMMU & KASHMIR,BARAMULLA,GUREZ,10,16,10,0,0,26
JAMMU & KASHMIR,BARAMULLA,HAJIN,3576,3787,27,0,0,3814
JAMMU & KASHMIR,BARAMULLA,KOSUM BAGH,420,433,0,0,0,433
JAMMU & KASHMIR,BARAMULLA,PATTAN,3742,4648,761,11,0,5420
JAMMU & KASHMIR,BARAMULLA,SAFA PORA,34,34,0,0,0,34
JAMMU & KASHMIR,BARAMULLA,SOPORE,107,104,12,0,0,116
JAMMU & KASHMIR,BARAMULLA,SUMBAL,2406,2483,70,0,0,2553
JAMMU & KASHMIR,DODA,PADDAR,1262,1280,146,0,0,1426
JAMMU & KASHMIR,JAMMU,MARH,8,8,8,0,0,16
JAMMU & KASHMIR,JAMMU,R. S. PURA,140,188,49,10,0,247
JAMMU & KASHMIR,JAMMU,SAMBA,2,1,1,0,0,2
JAMMU & KASHMIR,KATHUA,BARNOTI,86,75,75,0,0,150
JAMMU & KASHMIR,KATHUA,BILLAWAR,84,68,59,0,0,127
JAMMU & KASHMIR,KATHUA,GHAGWAL,56,58,18,0,0,76
JAMMU & KASHMIR,KATHUA,HIRANAGAR,130,99,82,0,0,181
JAMMU & KASHMIR,KATHUA,KATHUA,27,26,25,0,0,51
JAMMU & KASHMIR,KATHUA,TEH. HIRANAGAR,5,5,5,0,0,10
JAMMU & KASHMIR,KUPWARA,SOGAM,7,7,0,0,0,7
JAMMU & KASHMIR,POONCH,POONCH,40,40,12,0,0,52
JAMMU & KASHMIR,PULWAMA,KAKAPORA,423,434,434,0,0,868
JAMMU & KASHMIR,PULWAMA,PAMPORE,1389,971,585,3,0,1559
JAMMU & KASHMIR,PULWAMA,PULWAMA,682,722,597,0,0,1319
JAMMU & KASHMIR,PULWAMA,SHOPIAN,4,4,4,1,0,9
JAMMU & KASHMIR,PULWAMA,TRAL,1052,1087,817,0,0,1904
JAMMU & KASHMIR,RAJOURI,NOWSHERA,18,20,12,0,0,32
JAMMU & KASHMIR,RAJOURI,RAJOURI,15,15,15,0,0,30
JAMMU & KASHMIR,RAJOURI,SUNDERBANI,125,92,54,0,0,146
JAMMU & KASHMIR,SRINAGAR,LAR,7,10,4,0,0,14
JAMMU & KASHMIR,SRINAGAR,SRINAGAR,2264,2128,263,167,0,2558
JAMMU & KASHMIR,UDHAMPUR,POUNI,5,5,0,0,0,5
JAMMU & KASHMIR,UDHAMPUR,REASI,15,9,6,0,0,15
JAMMU & KASHMIR,UDHAMPUR,UDHAMPUR,58,36,22,0,0,58
JHARKHAND,BOKARO,CHANDANKIYARI,12,8,5,2,0,14
JHARKHAND,BOKARO,CHAS,865,1029,134,0,0,1163
JHARKHAND,BOKARO,KASMAR,93,39,54,0,4,98
JHARKHAND,CHATRA,CHATRA,28,28,9,0,0,37
JHARKHAND,CHATRA,GIDHAUR,23,23,10,0,0,33
JHARKHAND,CHATRA,HANTARGANJ,109,94,28,0,5,127
JHARKHAND,CHATRA,LAWALONG,26,26,0,0,0,26
JHARKHAND,CHATRA,PRATAPPUR,14,14,4,2,0,19
JHARKHAND,CHATRA,SIMARIA,48,36,9,3,0,48
JHARKHAND,CHATRA,TANDVA,33,33,0,0,0,33
JHARKHAND,DEOGHAR,DEOGHAR,837,756,258,6,11,1031
JHARKHAND,DEOGHAR,DEVIPUR,61,58,34,1,0,94
JHARKHAND,DEOGHAR,KAROO,113,42,75,7,0,124
JHARKHAND,DEOGHAR,MADHUPUR,4,4,1,0,0,5
JHARKHAND,DEOGHAR,MOHANPUR,40,14,26,2,0,42
JHARKHAND,DEOGHAR,PALOJORI,7,5,2,0,0,7
JHARKHAND,DEOGHAR,SARATH,21,24,13,0,0,37
JHARKHAND,DEOGHAR,SARRAMA,20,13,6,1,1,21
JHARKHAND,DHANBAD,BALIYAPUR,235,214,120,0,0,335
JHARKHAND,DHANBAD,DHANBAD,2,0,1,0,0,2
JHARKHAND,DHANBAD,GOBINDPUR,32,23,16,4,0,42
JHARKHAND,DHANBAD,JHARIYA,46,31,20,6,0,58
JHARKHAND,DHANBAD,NIRSA,321,195,125,0,0,321
JHARKHAND,DHANBAD,TOPCHANCHI,272,212,104,8,0,324
JHARKHAND,DHANBAD,TUNDI,218,209,149,2,1,360
JHARKHAND,DUMKA,DUMKA,60,44,19,0,0,63
JHARKHAND,DUMKA,GOPIKANDAR,1,1,0,0,0,1
JHARKHAND,DUMKA,JAMA,27,11,12,0,6,29
JHARKHAND,DUMKA,JARMUNDI,30,12,12,3,3,31
JHARKHAND,DUMKA,KATIKUND,158,126,86,10,14,237
JHARKHAND,DUMKA,MASALIA,49,24,19,7,3,53
JHARKHAND,DUMKA,RAMGARH,72,41,27,6,0,74
JHARKHAND,DUMKA,RANESHWAR,648,565,210,42,0,817
JHARKHAND,DUMKA,SAREYAHAT,34,19,16,4,0,39
JHARKHAND,DUMKA,SHIKARIPADA,1181,1004,395,3,34,1435
JHARKHAND,GARHWA,BHANDARIYA,7,0,7,0,0,7
JHARKHAND,GARHWA,BHAVNATHPUR,7,4,4,0,0,8
JHARKHAND,GARHWA,CHINIYA,40,40,0,0,0,40
JHARKHAND,GARHWA,DANDAI,4,5,3,0,0,8
JHARKHAND,GARHWA,DHURAKI,62,29,35,0,0,64
JHARKHAND,GARHWA,GADAWA,19,9,6,1,2,19
JHARKHAND,GARHWA,KHARAUNDI,5,1,4,0,1,6
JHARKHAND,GARHWA,MANJHIAON,76,38,38,0,0,76
JHARKHAND,GARHWA,MERAL,14,5,9,0,0,14
JHARKHAND,GARHWA,NAGAR UTARI,144,109,106,2,0,217
JHARKHAND,GARHWA,RAMNA,76,49,28,0,0,78
JHARKHAND,GARHWA,RANKA,137,72,86,2,1,162
JHARKHAND,GIRIDIH,BAGODAR,67,50,17,11,1,79
JHARKHAND,GIRIDIH,BENGABAD,219,129,145,0,0,274
JHARKHAND,GIRIDIH,BIRNI,39,19,24,1,0,44
JHARKHAND,GIRIDIH,DHANWAR,25,15,9,0,0,25
JHARKHAND,GIRIDIH,DUMARI,86,89,41,7,0,137
JHARKHAND,GIRIDIH,GANDEY,40,2,28,10,1,41
JHARKHAND,GIRIDIH,GAWA,79,77,37,0,0,115
JHARKHAND,GIRIDIH,GIRIDIH,21,7,11,2,0,21
JHARKHAND,GIRIDIH,JAMUA,197,127,72,0,0,199
JHARKHAND,GIRIDIH,TISRI,353,245,153,6,0,404
