-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
"State","District","Block","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total"
"KARNATAKA","HASSAN","BELUR",37,30,7,0,0,37
"KARNATAKA","HASSAN","H.N. PURA",320,142,0,239,0,381
"KARNATAKA","HASSAN","HASSAN",17,17,0,1,0,18
"KARNATAKA","KODAGU","SOMWARPET",38,32,4,6,1,43
"KARNATAKA","KOLAR","BAGEPALLI",0,0,0,0,0,0
"KARNATAKA","KOLAR","BANGARPET",0,0,0,0,0,0
"KARNATAKA","KOLAR","GOWRIBIDANOOR",8,8,0,0,0,8
"KARNATAKA","KOLAR","GUDIBANDA",23,27,12,0,0,39
"KARNATAKA","KOLAR","MALUR",40,30,10,5,0,45
"KARNATAKA","KOLAR","MULABAGAL",139,139,0,0,0,139
"KARNATAKA","KOLAR","SIDLAGHATTA",41,20,13,7,2,42
"KARNATAKA","KOLAR","SRINIVASAPUR",0,0,0,0,0,0
"KARNATAKA","MANDYA","K.R. PET",250,245,0,7,0,252
"KARNATAKA","MANDYA","MADDUR",216,117,99,0,0,216
"KARNATAKA","MANDYA","MALAVALLY",4,4,0,0,0,4
"KARNATAKA","MANDYA","MANDYA",15,9,9,0,0,18
"KARNATAKA","MANDYA","NAGAMANGALA",78,3,1,0,74,78
"KARNATAKA","MANDYA","PANDAVAPURA",0,0,18,4,0,22
"KARNATAKA","MANDYA","SRIRANGAPATNA",7,2,0,6,0,8
"KARNATAKA","MYSORE","CHAMARAJANAGAR",19,19,0,0,0,19
"KARNATAKA","MYSORE","HEGGADADEVANAKOTE",65,57,42,29,3,131
"KARNATAKA","MYSORE","HUNSUR",269,231,13,24,0,268
"KARNATAKA","MYSORE","KOLLEGAL",22,23,0,0,0,23
"KARNATAKA","MYSORE","MYSORE",394,382,13,0,0,395
"KARNATAKA","MYSORE","PERIYAPATNA",130,130,0,0,130,260
"KARNATAKA","MYSORE","T. NARASIPURA",1,1,1,0,0,2
"KARNATAKA","RAICHUR","DEVADURGA",31,31,35,0,0,66
"KARNATAKA","RAICHUR","GANGAVATHI",794,1432,1206,124,142,2904
"KARNATAKA","RAICHUR","KOPPAL",1170,735,446,142,17,1340
"KARNATAKA","RAICHUR","KUSHTAGI",0,40,0,0,0,40
"KARNATAKA","RAICHUR","LINGASUGUR",478,455,18,5,429,907
"KARNATAKA","RAICHUR","MANVI",1928,1973,437,18,114,2542
"KARNATAKA","RAICHUR","RAICHUR",3149,2494,3566,159,3,6222
"KARNATAKA","RAICHUR","SINDHANUR",59,65,8,0,0,73
"KARNATAKA","SHIMOGA","BHADRAVATHI",119,37,0,86,0,123
"KARNATAKA","SHIMOGA","CHANNAGIRI",155,0,0,155,0,155
"KARNATAKA","SHIMOGA","HONNALI",2650,1783,578,799,553,3713
"KARNATAKA","SHIMOGA","SAGARA",28,29,0,0,0,29
"KARNATAKA","SHIMOGA","SHIKARPUR",329,300,78,15,1,394
"KARNATAKA","SHIMOGA","SHIMOGA",1455,1057,464,759,83,2363
"KARNATAKA","SHIMOGA","SORAB",541,410,19,114,100,643
"KARNATAKA","SHIMOGA","TIRTHAHALLI",510,213,72,299,113,697
"KARNATAKA","TUMKUR","CHICKANAYAKANA HALLY",2,3,2,5,0,10
"KARNATAKA","TUMKUR","GUBBI",65,171,0,12,0,183
"KARNATAKA","TUMKUR","KUNIGAL",6,5,2,0,0,7
"KARNATAKA","TUMKUR","TUMKUR",75,39,0,38,3,80
"KARNATAKA","UTTARA KANNADA","ANKOLA",114,2,110,0,3,115
"KARNATAKA","UTTARA KANNADA","HALYAL",153,103,51,8,2,164
"KARNATAKA","UTTARA KANNADA","HONNAVAR",308,0,308,0,0,308
"KARNATAKA","UTTARA KANNADA","KARWAR",62,0,62,0,0,62
"KARNATAKA","UTTARA KANNADA","KUMTA",84,0,84,0,0,84
"KARNATAKA","UTTARA KANNADA","MUNDAGOD",1,0,1,0,0,1
"KARNATAKA","UTTARA KANNADA","SIDDAPUR",34,3,24,7,0,34
"KARNATAKA","UTTARA KANNADA","SIRSI",721,721,0,0,0,721
"KARNATAKA","UTTARA KANNADA","YELLAPUR",8,0,0,8,0,8
"KERALA","ALAPUZHA","ALAPUZHA",13,0,0,9,4,13
"KERALA","ALAPUZHA","ARIYAD",18,0,0,17,2,19
"KERALA","ALAPUZHA","CHAMPAKKULAM",89,66,66,18,6,156
"KERALA","ALAPUZHA","HARIPPAD",26,0,0,25,1,26
"KERALA","ALAPUZHA","MAVELIKARA",1709,0,1707,2,0,1709
"KERALA","ALAPUZHA","MUTHUKULAM",30,0,0,7,23,30
"KERALA","ALAPUZHA","PANDALAM",138,0,0,138,0,138
"KERALA","ALAPUZHA","VELIYANAD",25,0,0,17,8,25
"KERALA","ERANAKULAM","ALANGAD",1753,1011,1010,282,207,2510
"KERALA","ERANAKULAM","ANGAMALY",4086,2409,2495,2502,1137,8543
"KERALA","ERANAKULAM","ANKAMALY",72,60,60,11,1,132
"KERALA","ERANAKULAM","COCHIN",24,1,6,19,0,26
"KERALA","ERANAKULAM","EDAPPALLY",46,17,17,29,0,63
"KERALA","ERANAKULAM","KALAMASSERY",160,130,90,44,21,285
"KERALA","ERANAKULAM","KOOVAPPADY",1132,488,494,448,100,1530
"KERALA","ERANAKULAM","KOTHAMANGALAM",92,16,16,54,9,95
"KERALA","ERANAKULAM","KOTHAMANGALAM",465,230,228,0,233,691
"KERALA","ERANAKULAM","MULAMTHURUTHY",195,133,133,62,20,348
"KERALA","ERANAKULAM","MUVATTUPUZHA",1090,421,416,269,378,1484
"KERALA","ERANAKULAM","PALLURUTHY",11,0,0,11,0,11
"KERALA","ERANAKULAM","PAMPAKUDA",1742,1388,1171,1292,94,3945
"KERALA","ERANAKULAM","PARAKADAVU",2833,1667,1704,993,411,4775
"KERALA","ERANAKULAM","PERUMBAVOOR",89,53,52,24,10,139
"KERALA","ERANAKULAM","TRIPPUNITHURA",162,162,137,0,0,299
"KERALA","ERANAKULAM","VADAVUKODU",675,581,556,83,7,1227
"KERALA","ERANAKULAM","VAZHAKULAM",675,464,238,184,72,958
"KERALA","ERANAKULAM","VYTTILA",33,0,0,32,1,33
"KERALA","IDUKKI","AZHUTHA",60,0,0,60,0,60
"KERALA","IDUKKI","DEVIKULAM",30,0,0,10,20,30
"KERALA","IDUKKI","ELAMDESAM",19,6,6,6,9,27
"KERALA","IDUKKI","IDUKKI",64,1,1,24,38,64
"KERALA","IDUKKI","KATTAPPANA",105,16,11,88,0,115
"KERALA","IDUKKI","NEDUMKADAM",51,1,1,46,4,52
"KERALA","IDUKKI","THODUPUZHA",95,36,36,44,19,135
"KERALA","IDUKKI","THODUPUZHA",12,0,0,9,3,12
"KERALA","KANNUR","IRITTY",369,1,23,334,96,454
"KERALA","KANNUR","KUTHUPARAMBA",50,38,19,15,0,72
"KERALA","KANNUR","PAYYANNUR",496,52,70,348,200,670
"KERALA","KANNUR","PERAVOOR",117,0,35,58,40,133
"KERALA","KANNUR","THALIPPARAMBA",45,48,55,14,1,118
"KERALA","KANNUR","TRIKKUR",2,0,0,1,1,2
"KERALA","KASARAGODE","KANHANGAD",131,100,100,31,0,231
"KERALA","KASARAGODE","MANJESWARAM",178,0,143,26,22,191
"KERALA","KASARAGODE","NEELESWARAM",95,34,24,51,10,119
"KERALA","KOLLAM","ITHIKKARA",1,0,0,1,0,1
"KERALA","KOLLAM","KARUNAGAPPALLY",129,129,129,0,0,258
"KERALA","KOLLAM","KOTTARAKKARA",6,6,6,0,0,12
"KERALA","KOLLAM","PUNALOOR",2,0,0,2,1,3
"KERALA","KOLLAM","SASTHAMCOTTA",326,107,107,48,64,326
"KERALA","KOLLAM","VETTIKKAVALA",77,48,48,29,5,130
"KERALA","KOTTAYAM","CHANGANASSERY",32,13,12,4,3,32
"KERALA","KOTTAYAM","ERATTUPETTAH",52,0,0,58,10,68
"KERALA","KOTTAYAM","ETTUMANOOR",186,26,121,56,25,228
"KERALA","KOTTAYAM","KADUTHURUTHY",379,212,208,170,2,592
"KERALA","KOTTAYAM","LALAM",58,4,5,73,9,91
"KERALA","KOTTAYAM","MADAPPALLY",2455,1437,1317,0,0,2754
"KERALA","KOTTAYAM","PALA",18,1,1,24,4,30
"KERALA","KOTTAYAM","PALLAM",230,131,58,34,10,233
"KERALA","KOTTAYAM","UZHVOOR",229,89,97,159,13,358
"KERALA","KOTTAYAM","VAIKOM",392,60,29,332,0,421
"KERALA","KOZHIKODE","BALUSSERY",13,0,0,13,1,14
"KERALA","KOZHIKODE","CHELANNUR",206,133,101,23,75,332
"KERALA","KOZHIKODE","KODUVALLY",80,13,8,68,10,99
"KERALA","KOZHIKODE","KUNNAMANGALAM",641,175,180,442,294,1091
"KERALA","KOZHIKODE","KUNNUMMEL",74,0,14,54,13,81
"KERALA","KOZHIKODE","PERAMBRA",8,0,0,8,0,8
"KERALA","KOZHIKODE","THODANNUR",51,0,37,10,9,56
"KERALA","KOZHIKODE","THUNERI",14,0,2,13,2,17
"KERALA","KOZHIKODE","VADAGARA",8,0,5,3,1,9
"KERALA","KOZHIKODE","VADAKARA",7,0,4,3,1,8
"KERALA","MALAPPURAM","ANDATHODU",742,130,582,57,0,769
"KERALA","MALAPPURAM","AREEKODE",490,217,172,253,104,746
"KERALA","MALAPPURAM","KONDOTTY",280,189,189,85,4,467
"KERALA","MALAPPURAM","KUTTIPPURAM",201,125,125,0,10,260
"KERALA","MALAPPURAM","MALAPPURAM",42,38,39,20,11,108
"KERALA","MALAPPURAM","MALAPPURAM",15,15,15,0,0,30
"KERALA","MALAPPURAM","MANJERI",67,51,51,16,28,146
"KERALA","MALAPPURAM","MANKADA",408,263,277,190,181,911
"KERALA","MALAPPURAM","NILAMBOOR",2780,428,431,2030,452,3341
"KERALA","MALAPPURAM","PERUNTHALMANNA",120,21,56,66,33,176
"KERALA","MALAPPURAM","PONNANI",1186,1181,368,5,0,1554
"KERALA","MALAPPURAM","THANNUR",16,2,7,9,7,25
"KERALA","MALAPPURAM","THIROOR",1007,985,322,25,0,1332
"KERALA","MALAPPURAM","THIRURANGADI",420,307,130,107,6,550
"KERALA","MALAPPURAM","VENGARA",515,260,340,41,65,706
"KERALA","MALAPPURAM","WANDOOR",529,106,110,457,90,763
"KERALA","PALAKKAD","ALATHUR",2148,1704,1699,0,278,3681
"KERALA","PALAKKAD","ATTAPPADY",379,157,110,69,46,382
"KERALA","PALAKKAD","CHITTUR",197,172,172,0,25,369
"KERALA","PALAKKAD","CHITTUR THATHAMANGAL",35,32,32,0,3,67
"KERALA","PALAKKAD","KOLLENGODE",1114,1062,1061,0,52,2175
"KERALA","PALAKKAD","KUZHALMANNAM",35,33,33,2,0,68
"KERALA","PALAKKAD","MALAMPUZHA",962,802,802,0,118,1722
"KERALA","PALAKKAD","MANNARKKAD",386,38,31,317,29,415
"KERALA","PALAKKAD","NEMMARA",639,151,151,11,493,806
"KERALA","PALAKKAD","OTTAPPALAM",7,0,6,1,0,7
"KERALA","PALAKKAD","OTTAPPALAM",211,144,172,24,2,342
"KERALA","PALAKKAD","PATTAMBI",767,747,591,48,22,1408
"KERALA","PALAKKAD","SHORANNUR",117,53,115,1,0,169
"KERALA","PALAKKAD","SREEKRISHNAPURAM",264,144,89,89,18,340
"KERALA","PALAKKAD","THRITHALA",767,504,956,0,311,1771
"KERALA","PATHANAMTHITTA","ELALTHUR",209,206,206,59,0,471
"KERALA","PATHANAMTHITTA","KOIPURAM",215,2,205,10,5,222
"KERALA","PATHANAMTHITTA","KONNI",134,68,40,45,14,167
"KERALA","PATHANAMTHITTA","KULANADA",328,123,115,61,46,345
"KERALA","PATHANAMTHITTA","MALLAPPALLY",167,10,151,7,36,204
"KERALA","PATHANAMTHITTA","PANDALAM",372,145,127,54,46,372
"KERALA","PATHANAMTHITTA","PARAKODE",3,1,0,2,0,3
"KERALA","PATHANAMTHITTA","PULIKEEZHU",749,328,619,130,0,1077
"KERALA","THIRUVANANTHAPURAM","NEDUMANGADU",44,20,20,24,0,64
"KERALA","THIRUVANANTHAPURAM","VAMANAPURAM",24,0,0,24,0,24
"KERALA","THIRUVANANTHAPURAM","VARKKALA",16,15,15,1,4,35
"KERALA","THIRUVANANTHAPURAM","VELLANADU",3,3,3,14,8,28
"KERALA","THRISSUR","ANTHIKKAD",3022,458,2896,122,2847,6323
"KERALA","THRISSUR","CHALAKKUDI",177,100,100,70,7,277
"KERALA","THRISSUR","CHALAKUDY",578,419,419,160,0,998
"KERALA","THRISSUR","CHAVAKKAD",314,75,239,0,0,314
"KERALA","THRISSUR","CHERPU",1463,641,1240,532,302,2715
"KERALA","THRISSUR","CHOWANNUR",348,0,348,0,0,348
"KERALA","THRISSUR","IRRINJALAKUDA",1296,77,524,263,627,1491
"KERALA","THRISSUR","KODAKARA",564,138,46,418,11,613
"KERALA","THRISSUR","KODUNGALLOOR",96,0,0,85,34,119
"KERALA","THRISSUR","KODUNGALLUR",27,2,8,17,13,40
"KERALA","THRISSUR","MALA",1135,640,532,383,106,1661
"KERALA","THRISSUR","MATHILAKAM",348,203,81,57,7,348
"KERALA","THRISSUR","OLLUKKARA",419,69,85,272,135,561
"KERALA","THRISSUR","PAZHAYANNUR",984,927,931,39,180,2077
"KERALA","THRISSUR","PUZHAKKAL",692,245,710,0,394,1349
"KERALA","THRISSUR","THALIKUALAM",136,0,0,133,53,186
"KERALA","THRISSUR","VADAKKANCHERRY",243,117,183,24,37,361
"KERALA","THRISSUR","VILLANGALLUR",4855,2620,4710,18,128,7476
"KERALA","WAYANAD","KALPETTA",798,257,252,527,16,1052
"KERALA","WAYANAD","MANANTHAVADI",1051,658,641,370,23,1692
"KERALA","WAYANAD","SULTHANBATHERY",1458,965,934,384,85,2368
"MADHYA PRADESH","BALAGHAT","BAIHAR",188,146,42,0,0,188
"MADHYA PRADESH","BALAGHAT","BALAGHAT",49,23,30,1,0,54
"MADHYA PRADESH","BALAGHAT","BIRSA",125,124,1,0,0,125
"MADHYA PRADESH","BALAGHAT","KATANGI",1154,1192,6,0,0,1198
"MADHYA PRADESH","BALAGHAT","KHAIRLANJI",47,4,23,21,0,48
"MADHYA PRADESH","BALAGHAT","KIRNAPUR",178,177,83,0,0,260
"MADHYA PRADESH","BALAGHAT","LALBARRA",238,208,34,0,0,242
"MADHYA PRADESH","BALAGHAT","LANJI",60,51,9,0,0,60
"MADHYA PRADESH","BALAGHAT","PARASWADA",343,327,32,0,0,359
"MADHYA PRADESH","BALAGHAT","WARASEONI",21,64,27,0,0,91
"MADHYA PRADESH","BASTAR","BAKAWAND",229,39,190,0,0,229
"MADHYA PRADESH","BASTAR","BASTAR",1147,869,510,0,0,1379
"MADHYA PRADESH","BASTAR","BHAIRAMGARH",11,5,10,0,0,15
"MADHYA PRADESH","BASTAR","BIJAPUR",518,478,342,0,3,823
"MADHYA PRADESH","BASTAR","DANTEWARA",13,13,13,0,0,26
"MADHYA PRADESH","BASTAR","DARBHA",190,188,85,0,0,273
"MADHYA PRADESH","BASTAR","DURGKONDAL",9,8,8,0,0,16
"MADHYA PRADESH","BASTAR","FARASGAON",22,22,22,0,0,44
"MADHYA PRADESH","BASTAR","GEEDAM",7,7,5,0,0,12
"MADHYA PRADESH","BASTAR","KONDAGAON",845,792,752,18,0,1562
"MADHYA PRADESH","BASTAR","KONTA",266,281,61,2,0,344
"MADHYA PRADESH","BASTAR","KOYALIBEDA",802,802,155,0,0,957
"MADHYA PRADESH","BASTAR","MAKADI",29,29,29,0,0,58
"MADHYA PRADESH","BASTAR","NARAYANPUR",203,165,123,10,0,298
"MADHYA PRADESH","BASTAR","TOKAPAL",97,97,48,0,0,145
"MADHYA PRADESH","BETUL","AAMLA",1398,107,1362,1,0,1470
"MADHYA PRADESH","BETUL","AATHNER",1104,0,1107,2,0,1109
"MADHYA PRADESH","BETUL","BETUL",2502,72,2493,6,0,2571
"MADHYA PRADESH","BETUL","BHAINSDEHI",2146,16,2143,0,0,2159
"MADHYA PRADESH","BETUL","BHEEMPUR",1295,22,1294,3,0,1319
"MADHYA PRADESH","BETUL","CHICHOLI",1031,0,1030,0,0,1030
"MADHYA PRADESH","BETUL","GHODADONGRI",1332,2,1333,0,0,1335
"MADHYA PRADESH","BETUL","MULTAI",807,1,807,0,0,808
"MADHYA PRADESH","BETUL","PRABHATPATTANAM",2699,358,2369,33,2,2762
"MADHYA PRADESH","BETUL","SHAHPUR",1022,51,976,0,0,1027
"MADHYA PRADESH","BHIND","GOHAD",1727,40,1727,0,0,1767
"MADHYA PRADESH","BHIND","MEHGAON",78,0,78,0,0,78
"MADHYA PRADESH","BHIND","MITONA (RAUN)",137,120,137,0,0,257
"MADHYA PRADESH","BHOPAL","BERASIYA",5681,5414,5665,26,2,11107
"MADHYA PRADESH","BHOPAL","PHANDA",4738,3332,4412,100,55,7899
"MADHYA PRADESH","BILASPUR","BALAUDA",34,34,10,0,0,44
"MADHYA PRADESH","BILASPUR","BILHA",150,144,32,0,3,179
"MADHYA PRADESH","BILASPUR","DABHARA",1640,1621,19,0,0,1640
"MADHYA PRADESH","BILASPUR","JALJAIPUR",23,5,18,0,0,23
"MADHYA PRADESH","BILASPUR","KARTALA",140,43,109,0,0,152
"MADHYA PRADESH","BILASPUR","LORMI",39,18,24,0,0,42
"MADHYA PRADESH","BILASPUR","MALKHARAUDA",7,0,7,0,0,7
"MADHYA PRADESH","BILASPUR","MASTURI",403,403,0,0,0,403
"MADHYA PRADESH","BILASPUR","PANDARIYA",286,314,205,0,0,519
"MADHYA PRADESH","BILASPUR","PONDI-APRORA",37,35,7,0,0,42
"MADHYA PRADESH","CHHATARPUR","BADAMALHARA",4867,11,4943,6,0,4960
"MADHYA PRADESH","CHHATARPUR","BAKSWAHA",989,5,989,0,0,994
"MADHYA PRADESH","CHHATARPUR","BIJAWAR",1833,0,1863,0,0,1863
"MADHYA PRADESH","CHHATARPUR","CHHATARPUR",824,0,858,0,0,858
"MADHYA PRADESH","CHHATARPUR","GAURIHAR",2205,1,2206,0,3,2210
"MADHYA PRADESH","CHHATARPUR","LAUNDI",681,0,688,0,0,688
"MADHYA PRADESH","CHHATARPUR","NAUGAON",480,0,570,0,0,570
"MADHYA PRADESH","CHHATARPUR","RAJNAGAR",329,0,330,0,0,330
"MADHYA PRADESH","CHHINDWARA","AMARWADA",64,19,65,0,0,84
"MADHYA PRADESH","CHHINDWARA","CHAURAI",1209,79,1190,0,9,1278
"MADHYA PRADESH","CHHINDWARA","CHHINDWARA",1516,390,1944,0,0,2334
"MADHYA PRADESH","CHHINDWARA","HARRAI",76,0,77,0,0,77
"MADHYA PRADESH","CHHINDWARA","MOHKHED",93,0,95,0,0,95
"MADHYA PRADESH","CHHINDWARA","PANDHURNA",1,0,1,0,0,1
"MADHYA PRADESH","CHHINDWARA","PARASIYA",1375,90,1406,0,0,1496
"MADHYA PRADESH","CHHINDWARA","SAUNSAR",151,15,136,0,0,151
"MADHYA PRADESH","DAMOH","DAMOH",2569,0,2570,8,0,2578
"MADHYA PRADESH","DAMOH","HATA",3340,3,3346,15,0,3364
"MADHYA PRADESH","DAMOH","JABERA",3522,120,3482,0,0,3602
"MADHYA PRADESH","DAMOH","PATERA",4145,5,4440,1,0,4446
"MADHYA PRADESH","DAMOH","PATHARIYA",3039,0,3052,0,0,3052
"MADHYA PRADESH","DAMOH","PATIYAGARH",3072,0,3072,0,0,3072
"MADHYA PRADESH","DAMOH","TENDUKHEDA",3956,2,4005,8,1,4016
"MADHYA PRADESH","DATIA","DATIA",64,0,73,0,0,73
"MADHYA PRADESH","DEWAS","BAGALI",1202,68,1165,7,0,1240
"MADHYA PRADESH","DEWAS","DEWAS",266,35,254,0,0,289
"MADHYA PRADESH","DEWAS","KANNAUD",2286,170,2172,0,16,2358
"MADHYA PRADESH","DEWAS","KHATEGAON",3548,364,3196,0,0,3560
"MADHYA PRADESH","DEWAS","SONKACHH",531,14,511,13,0,538
"MADHYA PRADESH","DEWAS","TONK KHURD",139,10,131,0,0,141
"MADHYA PRADESH","DHAR","BADNAWAR",917,314,725,1,0,1040
"MADHYA PRADESH","DHAR","BANDH",491,169,333,0,11,513
"MADHYA PRADESH","DHAR","DHAR",48,2,46,0,0,48
"MADHYA PRADESH","DHAR","DHARAMPURI",2204,1062,1058,316,0,2436
"MADHYA PRADESH","DHAR","GANDHWANI",1868,767,1207,20,137,2131
"MADHYA PRADESH","DHAR","KUKSHI",1127,450,733,0,0,1183
"MADHYA PRADESH","DHAR","MANAWAR",689,446,346,2,0,794
"MADHYA PRADESH","DHAR","NALCHHA",779,45,737,0,0,782
"MADHYA PRADESH","DHAR","NISARPUR",939,522,454,0,0,976
"MADHYA PRADESH","DHAR","SARDARPUR",1812,468,1337,26,1,1832
"MADHYA PRADESH","DHAR","TIRLA",807,34,809,1,0,844
"MADHYA PRADESH","DURG","BALOD",6,4,2,0,2,8
"MADHYA PRADESH","DURG","BEMETARA",113,105,18,0,0,123
"MADHYA PRADESH","DURG","BERLA",397,397,76,0,0,473
"MADHYA PRADESH","DURG","DHAMDA",324,323,173,113,5,614
"MADHYA PRADESH","DURG","DONDI",17,13,8,0,4,25
"MADHYA PRADESH","DURG","DONDILOHARA",267,223,186,0,0,409
"MADHYA PRADESH","DURG","DURG",1618,1580,827,180,4,2591
"MADHYA PRADESH","DURG","GUNDARDEHI",72,72,2,0,0,74
"MADHYA PRADESH","DURG","GURUR",18,17,6,0,0,23
"MADHYA PRADESH","DURG","NAWAGARH",33,33,8,0,0,41
"MADHYA PRADESH","DURG","PATAN",614,622,331,0,6,959
"MADHYA PRADESH","DURG","SAJA",308,264,78,2,1,345
"MADHYA PRADESH","GUNA","ASHOKNAGAR",3626,18,3651,0,0,3669
"MADHYA PRADESH","GUNA","BAGHOGARH",2664,24,2940,0,0,2964
"MADHYA PRADESH","GUNA","BAMORI",3479,154,3713,0,0,3867
"MADHYA PRADESH","GUNA","CHACHAUDA",1167,16,1352,0,0,1368
"MADHYA PRADESH","GUNA","CHANDERI",3819,141,4292,0,0,4433
"MADHYA PRADESH","GUNA","GUNA",1536,2,1563,0,0,1565
"MADHYA PRADESH","GUNA","ISAGARH",1833,0,1877,0,0,1877
"MADHYA PRADESH","GUNA","MUNGAOLI",6004,2,6545,0,0,6547
"MADHYA PRADESH","GWALIOR","BHANDER",1244,6,1247,0,0,1253
"MADHYA PRADESH","GWALIOR","BHITARWAR",517,8,517,0,0,525
"MADHYA PRADESH","GWALIOR","DABRA",1707,388,1629,0,0,2017
"MADHYA PRADESH","GWALIOR","GHATI GAON",1025,431,5146,0,0,5577
"MADHYA PRADESH","GWALIOR","MORAR",811,107,1122,0,0,1229
"MADHYA PRADESH","HOSHANGABAD","BABAI",808,0,809,0,0,809
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",333,0,335,0,0,335
"MADHYA PRADESH","HOSHANGABAD","HARDA",6370,1126,6197,157,617,8097
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",1991,4,1992,3,0,1999
"MADHYA PRADESH","HOSHANGABAD","KESALI",2795,0,2796,0,0,2796
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",3424,5,3429,0,0,3434
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",390,0,390,0,0,390
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",2532,0,2535,0,0,2535
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",2809,0,2814,0,0,2814
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",2016,1,2015,0,0,2016
"MADHYA PRADESH","INDORE","DEPALPUR",2144,17,2143,5,0,2165
"MADHYA PRADESH","INDORE","INDORE",433,0,434,0,0,434
"MADHYA PRADESH","INDORE","MHOW",280,3,282,0,0,285
"MADHYA PRADESH","INDORE","SANWER",997,10,991,0,0,1001
"MADHYA PRADESH","JABALPUR","BADWARA",1750,316,1585,0,0,1901
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",1533,362,1353,0,0,1715
"MADHYA PRADESH","JABALPUR","BARGI",821,35,820,0,0,855
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",878,342,593,0,0,935
"MADHYA PRADESH","JABALPUR","KATNI",25,0,26,0,0,26
"MADHYA PRADESH","JABALPUR","KUNDAM",194,0,200,0,0,200
"MADHYA PRADESH","JABALPUR","PANAGARH",1762,84,1728,0,0,1812
"MADHYA PRADESH","JABALPUR","PATAN",345,0,345,0,0,345
"MADHYA PRADESH","JABALPUR","RITHI",235,0,235,0,0,235
"MADHYA PRADESH","JABALPUR","SHAHPURA",537,13,523,0,1,537
"MADHYA PRADESH","JABALPUR","SIHORA",994,34,2586,0,0,2620
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",31,2,31,0,0,33
"MADHYA PRADESH","JHABUA","ALIRAJPUR",1319,808,1032,3,1,1844
"MADHYA PRADESH","JHABUA","BHAWRA",1356,78,1314,0,0,1392
"MADHYA PRADESH","JHABUA","JHABUA",3417,0,3420,0,0,3420
"MADHYA PRADESH","JHABUA","JOBAT",3404,252,3154,0,3,3409
"MADHYA PRADESH","JHABUA","KANTHIWADA",1064,121,1078,0,0,1199
"MADHYA PRADESH","JHABUA","MEGHNAGAR",2156,225,2016,0,2,2243
"MADHYA PRADESH","JHABUA","PETALAWAD",6086,2861,3714,1,0,6576
"MADHYA PRADESH","JHABUA","RAMA",2950,177,2836,0,0,3013
"MADHYA PRADESH","JHABUA","RANAPUR",1286,27,1277,0,0,1304
"MADHYA PRADESH","JHABUA","SONDWA",700,484,658,2,17,1161
"MADHYA PRADESH","JHABUA","THANDLA",3862,464,3493,11,3,3971
"MADHYA PRADESH","JHABUA","UDAIGARH",2402,988,1453,0,0,2441
"MADHYA PRADESH","KHANDWA","BALDEE",1837,901,1025,21,0,1947
"MADHYA PRADESH","KHANDWA","BURHANPUR",1521,385,679,612,6,1682
"MADHYA PRADESH","KHANDWA","CHHAIGAON MAKHAN",310,63,253,0,0,316
"MADHYA PRADESH","KHANDWA","HARSUD",2414,1008,1881,1,0,2890
"MADHYA PRADESH","KHANDWA","KHAKNER",958,284,404,303,15,1006
"MADHYA PRADESH","KHANDWA","KHALWA",4130,1569,3046,18,18,4651
"MADHYA PRADESH","KHANDWA","KHANDWA",1096,447,674,0,0,1121
"MADHYA PRADESH","KHANDWA","PANDHANA",1092,327,810,3,0,1140
"MADHYA PRADESH","KHANDWA","PUNASA",107,68,40,0,0,108
"MADHYA PRADESH","KHARGONE","BADWAH",6184,4120,2489,18,7,6634
"MADHYA PRADESH","KHARGONE","BADWANI",2989,1435,1388,426,6,3255
"MADHYA PRADESH","KHARGONE","BHAGWANPURA",846,684,601,22,0,1307
"MADHYA PRADESH","KHARGONE","BHEEKANGAON",2638,1739,1106,20,0,2865
"MADHYA PRADESH","KHARGONE","GOGAWAN",1562,889,772,28,2,1691
"MADHYA PRADESH","KHARGONE","JHIRANYA",1401,737,779,0,0,1516
