-----
{
 "description": "This table provides category-wise Accretion of Coal Reserves at the end of the respective years. The details are given for years 2005 to 2011.\r", 
 "file_name": "Accretion_of_Coal_Reserves.xls", 
 "title": "Download XLS for Accretion of Coal Reserves - Power Sector", 
 "url": "http://data.gov.in/sites/default/files/Accretion_of_Coal_Reserves.xls"
}
-----
"Reserves as on ","Proved Category","Accretion in Proved Category","Inferred Category ","Indicated Category","Total Reserves","Reserves Accretion"
38353.0,92960.0,0.0,117090.0,37797.0,247847.0,0.0
39083.0,97920.0,4960.0,118992.0,38260.0,255172.0,7325.0
39539.0,101829.0,3909.0,124216.0,38490.0,264535.0,9363.0
39904.0,105720.0,3891.0,123570.0,37921.0,267211.0,2676.0
40269.0,109798.0,4078.0,130654.0,36359.0,276810.0,9599.0
40634.0,"1,14,002",4204.0,137471.0,34390.0,285862.0,9051.0
