-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Farmer's saving,Loan & Savings,Subsidy & Bank loan,Others,Total
RAJASTHAN,BHILWARA,RAIPUR,0,0,3,4,7
RAJASTHAN,BHILWARA,SHAHPURA,34,0,0,5,39
RAJASTHAN,BUNDI,INDRAGARH,2,0,2,1,5
RAJASTHAN,BUNDI,KESHORAIPATAN,7,7,26,0,40
RAJASTHAN,BUNDI,NAINWA,4,0,0,2,6
RAJASTHAN,CHITTORGARH,GANGARAR,1,0,0,1,2
RAJASTHAN,CHITTORGARH,RAWATBHATA,41,2,4,13,60
RAJASTHAN,DAUSA,LALSOT,0,0,0,1,1
RAJASTHAN,DUNGARPUR,ASPUR,16,0,3,1,20
RAJASTHAN,DUNGARPUR,DUNGARPUR,0,1,1,1,3
RAJASTHAN,DUNGARPUR,SAGWARA,44,25,54,5,128
RAJASTHAN,DUNGARPUR,SIMALWARA,2,4,21,0,27
RAJASTHAN,JAIPUR,SANGANER,203,29,0,0,232
RAJASTHAN,JHALAWAR,AKLERA,0,0,1,0,1
RAJASTHAN,JHALAWAR,JHALARA PATAN,3,0,1,0,4
RAJASTHAN,JHALAWAR,KHANPUR,0,0,0,41,41
RAJASTHAN,KOTA,DIGOD,16,0,0,10,26
RAJASTHAN,KOTA,LADPURA,15,3,0,4,22
RAJASTHAN,KOTA,RAMGANJMANDI,180,53,5,7,245
RAJASTHAN,PALI,JAITARAN,3,0,0,0,3
RAJASTHAN,PALI,RAIPUR,2,0,0,1,3
RAJASTHAN,PALI,SOJAT,0,0,2,0,2
RAJASTHAN,RAJSAMAND,AMET,1,0,1,0,2
RAJASTHAN,RAJSAMAND,NATHDWARA,2,0,0,0,2
RAJASTHAN,RAJSAMAND,RAILMAGRA,56,1,0,6,63
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,4,0,0,0,4
RAJASTHAN,SIROHI,ABUROAD,3,0,0,0,3
RAJASTHAN,TONK,DEOLI,1,0,0,0,1
RAJASTHAN,TONK,PEEPLU,1,0,0,0,1
RAJASTHAN,TONK,TODARAI SINGH,26,0,0,1,27
RAJASTHAN,TONK,TONK,0,0,1,5,6
RAJASTHAN,UDAIPUR,DHARIYAVAD,0,0,1,0,1
RAJASTHAN,UDAIPUR,JHADOL,9,0,0,2,11
RAJASTHAN,UDAIPUR,KHERWADA,3,4,5,0,12
RAJASTHAN,UDAIPUR,KOTRA,14,1,1,0,16
RAJASTHAN,UDAIPUR,MAWLI,0,0,5,0,5
TAMIL NADU,COIMBATORE,ANAMALAI,122,8,0,0,130
TAMIL NADU,COIMBATORE,ANNUR,42,0,0,0,42
TAMIL NADU,COIMBATORE,KUDIMANGALAM,20,0,0,0,20
TAMIL NADU,COIMBATORE,MADATTHUKULAM,19,0,0,0,19
TAMIL NADU,COIMBATORE,METTUPALAYAM,882,21,49,0,952
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,6,0,0,0,6
TAMIL NADU,CUDDALORE,KAMMAPURAM,0,0,0,1,1
TAMIL NADU,CUDDALORE,KURINJIPADY,28,0,0,0,28
TAMIL NADU,CUDDALORE,PARANGIPETTAI,17,1,0,0,18
TAMIL NADU,CUDDALORE,VRIDHACHALAM,0,0,10,0,10
TAMIL NADU,DHARMAPURI,HARUR,13,0,0,0,13
TAMIL NADU,DHARMAPURI,HOSUR,302,0,39,24,365
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,0,22,1,0,23
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),4,0,0,0,4
TAMIL NADU,DHARMAPURI,MORAPPUR,19,0,0,0,19
TAMIL NADU,DHARMAPURI,NALLAMPALLI,29,0,0,0,29
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,455,46,79,39,619
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,0,0,0,17,17
TAMIL NADU,DINDIGUL,DINDIGUL,0,0,3,0,3
TAMIL NADU,DINDIGUL,KODAIKANAL,0,0,0,9,9
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,3,0,1,0,4
TAMIL NADU,DINDIGUL,VADAMADURAI,8,0,0,0,8
TAMIL NADU,ERODE,AMMAPETTAI,44,0,1,16,61
TAMIL NADU,ERODE,ANTHIYUR,32,0,1,0,33
TAMIL NADU,ERODE,BHAVANI,316,0,0,36,352
TAMIL NADU,ERODE,BHAVANISAGAR,28,0,0,0,28
TAMIL NADU,ERODE,DHARAPURAM,368,8,1,2,379
TAMIL NADU,ERODE,ERODE,55,0,2,0,57
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,101,0,0,1,102
TAMIL NADU,ERODE,KANGEYAM,396,0,10,0,406
TAMIL NADU,ERODE,KODUMUDI,146,0,0,0,146
TAMIL NADU,ERODE,KUMDADAM,98,0,0,0,98
TAMIL NADU,ERODE,MODAKURICHI,123,0,1,8,132
TAMIL NADU,ERODE,MOOLANUR,405,0,0,1,406
TAMIL NADU,ERODE,NAMBIYUR,11,0,0,0,11
TAMIL NADU,ERODE,SATHYAMANGALAM,28,0,0,0,28
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,63,1,0,0,64
TAMIL NADU,ERODE,VELLAKOIL,174,0,0,0,174
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,13,0,5,0,18
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,5,10,0,0,15
TAMIL NADU,KARUR,K.PARAMATHI,287,1,40,0,328
TAMIL NADU,KARUR,KARUR,18,4,3,0,25
TAMIL NADU,KARUR,KRISHNARAYAPURAM,0,20,4,0,24
TAMIL NADU,KARUR,KULITHALAI,2,0,0,0,2
TAMIL NADU,KARUR,THANTHONI,17,106,1,0,124
TAMIL NADU,KARUR,THOGAMALAI,13,0,0,0,13
TAMIL NADU,MADURAI,KALLUPATTI(T),1,0,0,5,6
TAMIL NADU,MADURAI,SEDAPATTI,0,0,0,2,2
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,62,0,0,0,62
TAMIL NADU,MADURAI,USILAMPATTI,34,0,0,0,34
TAMIL NADU,NAGAPATTINAM,KEELAIYUR,0,0,2,0,2
TAMIL NADU,NAGAPATTINAM,THALAINAYAR,0,0,0,2,2
TAMIL NADU,NAGAPATTINAM,VEDARNIYAM,0,0,4,0,4
TAMIL NADU,NAMAKKAL,KABILARMALAI,35,0,0,0,35
TAMIL NADU,NAMAKKAL,MOHANUR,179,0,0,0,179
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,127,0,0,726,853
TAMIL NADU,NAMAKKAL,PARAMATHI,7,0,0,0,7
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,841,0,0,1,842
TAMIL NADU,NILGIRIS,COONOOR,68,2,0,0,70
TAMIL NADU,NILGIRIS,GUDALUR,45,0,0,0,45
TAMIL NADU,NILGIRIS,KOTAGIRI,177,0,0,0,177
TAMIL NADU,NILGIRIS,UDHAGAMANDALAM,217,8,1,0,226
TAMIL NADU,PERAMBALUR,ALATHUR,0,0,0,8,8
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,71,0,0,9,80
TAMIL NADU,PERAMBALUR,VEPPUR,38,75,35,0,148
TAMIL NADU,SALEM,ATTUR,15,0,0,0,15
TAMIL NADU,SALEM,KOLATHUR,17,0,0,0,17
TAMIL NADU,SALEM,OMALUR,6,0,0,0,6
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,14,0,0,0,14
TAMIL NADU,SALEM,THALAIVASAL,18,0,0,0,18
TAMIL NADU,SIVAGANGA,ILAYANGUDI,9,0,0,0,9
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,3,0,0,0,3
TAMIL NADU,THANJAVUR,AMMAPETTAI,0,0,1,0,1
TAMIL NADU,THANJAVUR,ORATHANADU,5,9,0,144,158
TAMIL NADU,THANJAVUR,THIRUVONAM,1,5,2,24,32
TAMIL NADU,THENI,ANDIPATTI,135,0,0,0,135
TAMIL NADU,THENI,BODI,75,0,10,13,98
TAMIL NADU,THENI,MYILADUMPARAI,0,0,76,0,76
TAMIL NADU,THIRUVALLUR,GUMMIDIPOONDI,0,0,0,15,15
TAMIL NADU,THIRUVALLUR,KADAMBATHUR,8,0,0,0,8
TAMIL NADU,THIRUVALLUR,MINJUR,0,0,0,21,21
TAMIL NADU,THIRUVALLUR,PALLIPATTU,0,0,5,7,12
TAMIL NADU,THIRUVALLUR,POONAMALLEE,0,0,0,2,2
TAMIL NADU,THIRUVALLUR,POONDI,1,0,4,15,20
TAMIL NADU,THIRUVALLUR,SHOLAVARAM,0,0,0,25,25
TAMIL NADU,THIRUVALLUR,THIRUVALANGADU,10,0,0,0,10
TAMIL NADU,THIRUVALLUR,THIRUVALLUR,0,0,0,4,4
TAMIL NADU,THIRUVARUR,MANNARGUDI,0,0,0,1,1
TAMIL NADU,THIRUVARUR,MUTHUPETTAI,6,0,1,5,12
TAMIL NADU,THIRUVARUR,THIRUTHURAIPOONDI,0,0,3,0,3
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,26,0,0,0,26
TAMIL NADU,TIRUCHIRAPPALLI,PULLAMBADI,1,0,0,0,1
TAMIL NADU,TIRUCHIRAPPALLI,THOTTIYAM,564,8,1,24,597
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,0,0,0,2,2
TAMIL NADU,TIRUNELVELI,KADAYAM,5,0,0,0,5
TAMIL NADU,TIRUNELVELI,MANUR,0,0,1,0,1
TAMIL NADU,TIRUNELVELI,PAPPAKUDI,2,0,1,0,3
TAMIL NADU,TIRUVANNAMALAI,JAMNAMARATHUR,12,0,0,0,12
TAMIL NADU,TIRUVANNAMALAI,THELLAR,1,0,0,0,1
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,13,0,0,0,13
TAMIL NADU,TIRUVANNAMALAI,TIRUVANNAMALAI,0,0,0,1,1
TAMIL NADU,TIRUVANNAMALAI,VEMBAKKAM,11,0,0,0,11
TAMIL NADU,TUTICORIN DISTRICT,KOVILPATTI,2,0,0,0,2
TAMIL NADU,TUTICORIN DISTRICT,PUDUR,0,0,0,1,1
TAMIL NADU,VELLORE,ARAKONAM,0,2,0,0,2
TAMIL NADU,VELLORE,NATRAMPALLI,6,0,0,0,6
TAMIL NADU,VELLORE,NEMILI,169,0,0,1,170
TAMIL NADU,VELLORE,SHOLINGUR,6,0,0,0,6
TAMIL NADU,VELLORE,THIRUPATTUR,0,0,1,0,1
TAMIL NADU,VILLUPPURAM,KALLAKURICHI,14,0,0,0,14
TAMIL NADU,VILLUPPURAM,KALRAYAN KILLS,19,2,8,8,37
TAMIL NADU,VILLUPPURAM,SANKARAPURAM,6,0,0,0,6
TAMIL NADU,VILLUPPURAM,THIRUKKOYILUR,8,0,2,2,12
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,1,0,0,0,1
TAMIL NADU,VILLUPPURAM,THIYAGADHURGAM,90,0,0,1,91
TAMIL NADU,VILLUPPURAM,ULUNDURPET,194,6,1,1,202
TRIPURA,DHALAI,AMBASSA,0,0,11,12,23
TRIPURA,DHALAI,CHAMANU,0,0,0,4,4
TRIPURA,DHALAI,DUMBURNAGAR,0,0,5,0,5
TRIPURA,DHALAI,MANU,0,0,0,23,23
TRIPURA,DHALAI,SALEMA,6,0,1,35,42
TRIPURA,NORTH TRIPURA,DASDA,1,0,1,10,12
TRIPURA,NORTH TRIPURA,GOURNAGAR,2,0,1,21,24
TRIPURA,NORTH TRIPURA,KADAMTALA,4,0,11,6,21
TRIPURA,NORTH TRIPURA,KUMARGHAT,0,0,0,29,29
TRIPURA,NORTH TRIPURA,PANISAGAR,5,0,0,42,47
TRIPURA,NORTH TRIPURA,PECHARTHAL,0,0,0,14,14
TRIPURA,SOUTH TRIPURA,AMAR PUR,2,0,20,44,66
TRIPURA,SOUTH TRIPURA,BAGAFA,11,0,7,31,49
TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,9,0,23,11,43
TRIPURA,SOUTH TRIPURA,KAKRABAN,4,0,7,33,44
TRIPURA,SOUTH TRIPURA,KARBOOK,1,1,21,1,24
TRIPURA,SOUTH TRIPURA,KILLA,8,0,15,1,24
TRIPURA,SOUTH TRIPURA,MATABARI,8,0,28,1,37
TRIPURA,SOUTH TRIPURA,RAJNAGAR,18,1,91,38,148
TRIPURA,SOUTH TRIPURA,RUPAICHARI,25,0,10,23,58
TRIPURA,SOUTH TRIPURA,SATCHAND,42,0,11,36,89
TRIPURA,WEST TRIPURA,BISHALGARH,7,2,20,68,97
TRIPURA,WEST TRIPURA,BOXANAGAR,0,0,2,7,9
TRIPURA,WEST TRIPURA,DUKLI,5,19,7,13,44
TRIPURA,WEST TRIPURA,HAZAMARA,2,0,1,0,3
TRIPURA,WEST TRIPURA,JAMPUIJALA,7,0,4,10,21
TRIPURA,WEST TRIPURA,JIRANIA,2,0,13,19,34
TRIPURA,WEST TRIPURA,KALYANPUR,1,0,0,12,13
TRIPURA,WEST TRIPURA,KATHALIA,1,0,3,5,9
TRIPURA,WEST TRIPURA,KHOWAI,2,4,4,12,22
TRIPURA,WEST TRIPURA,MANDAI,0,0,2,2,4
TRIPURA,WEST TRIPURA,MELAGHAR,4,1,14,18,37
TRIPURA,WEST TRIPURA,MOHANPUR,2,0,9,8,19
TRIPURA,WEST TRIPURA,PADMABILL,0,0,0,1,1
TRIPURA,WEST TRIPURA,TELIAMURA,0,0,12,9,21
TRIPURA,WEST TRIPURA,TULASHIKHAR,0,0,0,7,7
UTTAR PRADESH,ALIGARH,AKRABAD,0,4,0,0,4
UTTAR PRADESH,ALIGARH,ATRAULI,0,10,0,0,10
UTTAR PRADESH,ALIGARH,CHANDOUS,0,5,0,0,5
UTTAR PRADESH,ALIGARH,IGLAS,0,2,0,0,2
UTTAR PRADESH,ALIGARH,KHAIR,0,4,0,0,4
UTTAR PRADESH,ALLAHABAD,BAHADURPUR,4,0,0,0,4
UTTAR PRADESH,ALLAHABAD,HANDIA,22,1,0,0,23
UTTAR PRADESH,ALLAHABAD,JASRA,0,0,4,0,4
UTTAR PRADESH,ALLAHABAD,KORAON,2,36,0,0,38
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,69,53,12,13,147
UTTAR PRADESH,BAHARAICH,CHITTAURA,3,0,0,0,3
UTTAR PRADESH,BALRAMPUR,BALRAMPUR,0,0,0,2,2
UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,23,0,2,0,25
UTTAR PRADESH,BALRAMPUR,REHARA BAZAR,0,6,0,0,6
UTTAR PRADESH,BALRAMPUR,SHRI DATTGANJ,3,0,0,0,3
UTTAR PRADESH,BANDA,BABERU,21,3,0,0,24
UTTAR PRADESH,BANDA,BADOKHAR KHURD,21,0,0,0,21
UTTAR PRADESH,BANDA,BISANDA,22,0,0,0,22
UTTAR PRADESH,BANDA,MAHUA,1,0,0,0,1
UTTAR PRADESH,BANDA,NARAINI,35,20,0,0,55
UTTAR PRADESH,BANDA,TINDWARI,0,1,1,0,2
UTTAR PRADESH,BAREILLY,SHERGARH,12,0,0,0,12
UTTAR PRADESH,BIJNOR,NOORPUR,6,0,0,6,12
UTTAR PRADESH,BULAND SAHAR,ANUPSHAHR,0,1,0,0,1
UTTAR PRADESH,CHANDAULI,BARAHNI,4,1,1,1,7
UTTAR PRADESH,CHANDAULI,CHAHANIA,53,3,8,1,65
UTTAR PRADESH,CHANDAULI,CHAKIYA,8,0,1,0,9
UTTAR PRADESH,CHANDAULI,NIYMATA BAD,1,2,0,0,3
UTTAR PRADESH,CHITRAKOOT,KARVI,74,48,5,0,127
UTTAR PRADESH,CHITRAKOOT,MANIKPUR,78,322,7,24,431
UTTAR PRADESH,CHITRAKOOT,MAU,69,85,2,20,176
UTTAR PRADESH,CHITRAKOOT,PAHADI,109,90,2,17,218
UTTAR PRADESH,CHITRAKOOT,RAM NAGAR,123,171,39,7,340
UTTAR PRADESH,DEORIA,BANKATA,0,3,1,0,4
UTTAR PRADESH,FARRUKHABAD,MOHAMDABAD,4,1,0,5,10
UTTAR PRADESH,GHAZIABAD,HAPUR,6,0,2,0,8
UTTAR PRADESH,GHAZIPUR,SADAT,1,0,0,0,1
UTTAR PRADESH,GONDA,MUJEHNA,0,24,0,2,26
UTTAR PRADESH,GONDA,TARABGANJ,0,0,2,0,2
UTTAR PRADESH,HAMIRPUR,KURARA,3,0,0,1,4
UTTAR PRADESH,HAMIRPUR,MAUDAHA,13,42,22,2,79
UTTAR PRADESH,HAMIRPUR,MUSKARA,209,78,13,35,335
UTTAR PRADESH,HAMIRPUR,RATH,3,6,0,17,26
UTTAR PRADESH,HAMIRPUR,SARILA,12,0,0,1,13
UTTAR PRADESH,HAMIRPUR,SUMREPUR,18,6,0,4,28
UTTAR PRADESH,HARDOI,SHAHABAD,0,8,0,4,12
UTTAR PRADESH,HARDOI,SURSA,9,0,0,3,12
UTTAR PRADESH,JALAUN,DAKOR,146,16,0,11,173
UTTAR PRADESH,JALAUN,ETKONCH,0,0,0,12,12
UTTAR PRADESH,JALAUN,JALAUN,0,2,0,0,2
UTTAR PRADESH,JALAUN,KADAURA,0,1,0,0,1
UTTAR PRADESH,JALAUN,KUTHAUND,4,0,0,0,4
UTTAR PRADESH,JALAUN,MADHO GANJ,4,0,8,3,15
UTTAR PRADESH,JALAUN,MAHEBA,27,0,0,0,27
UTTAR PRADESH,JALAUN,NADIGAON,0,0,0,10,10
UTTAR PRADESH,JAUNPUR,DOBHI,0,1,0,0,1
UTTAR PRADESH,JAUNPUR,JALAL PUR,5,3,0,0,8
UTTAR PRADESH,JAUNPUR,MADRIYAHU,1,0,0,0,1
UTTAR PRADESH,JHANSI,BABINA,4,0,0,0,4
UTTAR PRADESH,JHANSI,BADAGAON,55,18,0,0,73
UTTAR PRADESH,JHANSI,BAMAUR,167,12,15,41,235
UTTAR PRADESH,JHANSI,BANGRA,18,15,27,15,75
UTTAR PRADESH,JHANSI,CHIRGAON,2,2,6,85,95
UTTAR PRADESH,JHANSI,MAURANIPUR,125,29,36,86,276
UTTAR PRADESH,JHANSI,MOTH,10,429,0,3,442
UTTAR PRADESH,KANNAUJ,SAURIKH,2,0,15,0,17
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,0,0,0,5,5
UTTAR PRADESH,KANPUR NAGAR,BILHAUR,6,0,0,0,6
UTTAR PRADESH,KANPUR NAGAR,GHATAMPUR,19,4,0,0,23
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,4,0,0,0,4
UTTAR PRADESH,KANPUR NAGAR,PATARA,22,1,0,0,23
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,0,7,0,0,7
UTTAR PRADESH,LALITPUR,BIRDHA,31,249,0,3,283
UTTAR PRADESH,LALITPUR,JAKHAURA,33,16,0,0,49
UTTAR PRADESH,LALITPUR,MEHRONI,2,2,6,85,95
UTTAR PRADESH,LALITPUR,TALBEHAT,4,0,0,0,4
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,0,0,16,0,16
UTTAR PRADESH,LUCKNOW,CHINHAT,0,0,0,1,1
UTTAR PRADESH,LUCKNOW,MALIHABAD,10,0,0,0,10
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,0,0,0,2,2
UTTAR PRADESH,MAHARAJ GANJ,BRIDGEMANGANJ,0,1,0,15,16
UTTAR PRADESH,MAHARAJ GANJ,DHANI,10,0,0,0,10
UTTAR PRADESH,MAHOBA,CHARKHARI,33,23,0,0,56
UTTAR PRADESH,MAHOBA,JAITPUR,0,0,0,17,17
UTTAR PRADESH,MAHOBA,KABARAI,19,21,0,98,138
UTTAR PRADESH,MAHOBA,PANWADI,7,41,0,0,48
UTTAR PRADESH,MEERUT,DAURALA,0,0,0,2,2
UTTAR PRADESH,MEERUT,HASTINAPUR,0,13,0,0,13
UTTAR PRADESH,MEERUT,KHARKHODA,0,0,0,2,2
UTTAR PRADESH,MEERUT,RAJPURA,0,0,0,1,1
UTTAR PRADESH,MIRZAPUR,CHHANBEY,39,5,30,5,79
UTTAR PRADESH,MIRZAPUR,CITY,16,16,1,0,33
UTTAR PRADESH,MIRZAPUR,HALIYA,63,9,50,51,173
UTTAR PRADESH,MIRZAPUR,LALGANJ,54,13,8,0,75
UTTAR PRADESH,MUZZAFARNAGAR,CHARTHAWAL,9,0,0,4,13
UTTAR PRADESH,MUZZAFARNAGAR,SHAHPUR,0,0,0,2,2
UTTAR PRADESH,MUZZAFARNAGAR,UN,0,0,0,1,1
UTTAR PRADESH,RAEBARELI,DEEH,0,0,0,1,1
UTTAR PRADESH,RAMPUR,SAID NAGAR,17,6,0,0,23
UTTAR PRADESH,SANT KABIR NAGAR,KHALILABAD,1,0,0,2,3
UTTAR PRADESH,SANT KABIR NAGAR,MENHDAWAL,3,0,0,0,3
UTTAR PRADESH,SANT KABIR NAGAR,NATHNAGAR,0,12,0,0,12
UTTAR PRADESH,SANT RAVI DAS NAGAR,AURAI,2,0,3,7,12
UTTAR PRADESH,SHRAWASTI,JAMUNHA,0,12,0,1,13
UTTAR PRADESH,SIDDHARTH NAGAR,JOGIYA,0,0,0,2,2
UTTAR PRADESH,SIDDHARTH NAGAR,MITHWAL,6,4,4,1,15
UTTAR PRADESH,SIDDHARTH NAGAR,SHOHRATH GARH,24,8,4,9,45
UTTAR PRADESH,SIDDHARTH NAGAR,USKA BAZAR,0,9,0,2,11
UTTAR PRADESH,SONBHADRA,BABHANI,4,0,0,2,6
UTTAR PRADESH,SONBHADRA,CHATRA,60,16,12,4,92
UTTAR PRADESH,SONBHADRA,CHOPAN,63,72,33,9,177
UTTAR PRADESH,SONBHADRA,LALGANJ,10,2,4,21,37
UTTAR PRADESH,SONBHADRA,MEYOURPUR,55,195,100,40,390
UTTAR PRADESH,SONBHADRA,NAGAOA,14,3,18,0,35
UTTAR PRADESH,SONBHADRA,RABERTSGANJ,220,222,152,13,607
UTTAR PRADESH,SULTANPUR,DOSTPUR,2,0,0,0,2
UTTAR PRADESH,VARANASI,CHIRAI GOAN,0,2,1,0,3
UTTAR PRADESH,VARANASI,SAVAPURI,11,0,0,0,11
UTTARANCHAL,ALMORA,BHAISIACHHANA,4,0,0,0,4
UTTARANCHAL,ALMORA,BHIKIASAIN,9,0,0,0,9
UTTARANCHAL,ALMORA,CHAUKHUTIYA,21,0,0,0,21
UTTARANCHAL,ALMORA,DHAULADEVI,1,0,0,0,1
UTTARANCHAL,ALMORA,DWARAHAT,7,0,0,0,7
UTTARANCHAL,ALMORA,HAWALBAG,15,0,0,0,15
UTTARANCHAL,ALMORA,LAMGARA,3,0,0,0,3
UTTARANCHAL,ALMORA,SALT,4,0,0,0,4
UTTARANCHAL,ALMORA,SYALDEY,6,2,0,0,8
UTTARANCHAL,ALMORA,TAKULA,5,0,0,0,5
UTTARANCHAL,ALMORA,TARIKHET,5,0,0,0,5
UTTARANCHAL,BAGESHWAR,BAGESHWAR,1,0,0,27,28
UTTARANCHAL,BAGESHWAR,GARUR,2,1,0,8,11
UTTARANCHAL,BAGESHWAR,KAPKOT,0,0,0,8,8
UTTARANCHAL,CHAMOLI,DASHOLI,6,0,0,0,6
UTTARANCHAL,CHAMOLI,DEWAL,2,0,0,0,2
UTTARANCHAL,CHAMOLI,GAIRSEN,19,0,0,0,19
UTTARANCHAL,CHAMOLI,GHAT,6,0,0,0,6
UTTARANCHAL,CHAMOLI,KARNAPRAYAG,12,0,0,0,12
UTTARANCHAL,CHAMOLI,NARAINBAGAR,11,0,0,0,11
UTTARANCHAL,CHAMOLI,POKHARI,2,0,0,0,2
UTTARANCHAL,CHAMOLI,THARALI,1,0,0,0,1
UTTARANCHAL,CHAMPAWAT,CHAMPAWAT,4,0,0,0,4
UTTARANCHAL,CHAMPAWAT,LOHAGHAT,2,0,0,0,2
UTTARANCHAL,CHAMPAWAT,PATI,6,0,0,0,6
UTTARANCHAL,DEHRA DUN,DOIWALA,1,0,0,0,1
UTTARANCHAL,DEHRA DUN,SEHASPUR,7,1,0,16,24
UTTARANCHAL,DEHRA DUN,VIKASH NAGAR,2,6,0,0,8
UTTARANCHAL,HARIDWAR,BHADRABAD,2,0,0,0,2
UTTARANCHAL,NAINITAL,BETALGHAT,0,0,0,15,15
UTTARANCHAL,NAINITAL,BHIMTAL,0,0,4,14,18
UTTARANCHAL,NAINITAL,DHARI,1,2,0,10,13
UTTARANCHAL,NAINITAL,KOTABAGH,0,0,0,2,2
UTTARANCHAL,NAINITAL,OKHALKANDA,0,0,0,9,9
UTTARANCHAL,NAINITAL,RAMGARH,0,1,0,25,26
UTTARANCHAL,NAINITAL,RAMNAGAR,0,0,0,2,2
UTTARANCHAL,PAURI,BIRONKHAL,1,0,3,1,5
UTTARANCHAL,PAURI,DUGADDA,22,0,0,0,22
UTTARANCHAL,PAURI,DWARIKHAL(DHANGU),2,0,0,0,2
UTTARANCHAL,PAURI,EKESWAR,8,0,0,0,8
UTTARANCHAL,PAURI,JAIHARIKHAL,8,0,0,0,8
UTTARANCHAL,PAURI,KALJIKHAL,23,0,0,0,23
UTTARANCHAL,PAURI,KHIRSU,2,0,0,0,2
UTTARANCHAL,PAURI,KOT,6,0,0,0,6
UTTARANCHAL,PAURI,PABO,8,0,0,0,8
UTTARANCHAL,PAURI,PAURI,9,0,0,0,9
UTTARANCHAL,PAURI,POKHRA,4,0,0,0,4
UTTARANCHAL,PAURI,YAMKESWAR,2,0,0,0,2
UTTARANCHAL,PITHORAGARH,BERINAAG,0,0,2,10,12
UTTARANCHAL,PITHORAGARH,BIN,3,1,1,14,19
UTTARANCHAL,PITHORAGARH,DHARCHULA,0,0,0,3,3
UTTARANCHAL,PITHORAGARH,DIDIHAT,0,0,0,8,8
UTTARANCHAL,PITHORAGARH,GANGOLIHAT,6,0,1,8,15
UTTARANCHAL,PITHORAGARH,KANALICHINA,2,0,0,13,15
UTTARANCHAL,PITHORAGARH,MUNAKOT,2,0,0,19,21
UTTARANCHAL,PITHORAGARH,MUNSIYARI,1,0,0,10,11
UTTARANCHAL,RUDHARAPARYAG,AUGUSTYAMUNI,14,0,0,0,14
UTTARANCHAL,RUDHARAPARYAG,JAKHOLI,1,0,0,0,1
UTTARANCHAL,TEHARI GARHWAL,CHAMBA,1,0,0,0,1
UTTARANCHAL,TEHARI GARHWAL,DEV PRAYAAG,2,0,0,0,2
UTTARANCHAL,TEHARI GARHWAL,DHOOLDHAR,5,0,0,0,5
UTTARANCHAL,TEHARI GARHWAL,JAAKHANIDAHAR,4,0,0,0,4
UTTARANCHAL,TEHARI GARHWAL,JONPUR,9,0,0,0,9
UTTARANCHAL,TEHARI GARHWAL,KIRTINAGAR,17,0,0,0,17
UTTARANCHAL,TEHARI GARHWAL,MILANGNA,14,0,0,0,14
UTTARANCHAL,TEHARI GARHWAL,NARANDER NAGAR,6,0,0,0,6
UTTARANCHAL,TEHARI GARHWAL,PRATAP NAGAR,3,0,0,0,3
UTTARANCHAL,UDHAM SINGH NAGAR,JASPUR,1,2,3,0,6
UTTARANCHAL,UDHAM SINGH NAGAR,KASHIPUR,0,1,5,6,12
UTTARANCHAL,UDHAM SINGH NAGAR,KHATIMA,0,3,0,0,3
UTTARANCHAL,UDHAM SINGH NAGAR,RUDRAPUR,28,32,0,2,62
UTTARANCHAL,UTTARKASHI,BHATWARI,2,0,0,0,2
UTTARANCHAL,UTTARKASHI,CHINALISAUR,7,0,0,0,7
UTTARANCHAL,UTTARKASHI,DUNDA,3,0,0,0,3
