-----
{
 "description": "The table refers to District wise Culturable Command Area and Potential Created through Surface Lift Schemes. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.12.csv", 
 "title": "Download CSV for Districtwise Culturable Command Area and Potential Created through Surface Lift Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.12.csv"
}
-----
"State","District","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total - Irrigation potential created"
"UTTAR PRADESH","BAHARAICH",12,7,6,4,0,17
"UTTAR PRADESH","BALRAMPUR",154,103,118,62,6,288
"UTTAR PRADESH","BANDA",2459,72,2411,6,0,2489
"UTTAR PRADESH","BAREILLY",12,7,7,0,0,14
"UTTAR PRADESH","BIJNOR",18,13,3,3,0,19
"UTTAR PRADESH","BULAND SAHAR",2,2,0,0,0,2
"UTTAR PRADESH","CHANDAULI",594,426,287,345,71,1130
"UTTAR PRADESH","CHITRAKOOT",4358,1045,3111,412,11,4579
"UTTAR PRADESH","DEORIA",8,2,5,2,0,8
"UTTAR PRADESH","FARRUKHABAD",157,132,88,150,0,370
"UTTAR PRADESH","GHAZIABAD",8,7,6,13,0,26
"UTTAR PRADESH","GHAZIPUR",2,2,2,0,0,4
"UTTAR PRADESH","GONDA",28,28,28,6,0,62
"UTTAR PRADESH","HAMIRPUR",3956,986,1968,1012,0,3966
"UTTAR PRADESH","HARDOI",58,28,30,0,0,58
"UTTAR PRADESH","JALAUN",597,31,567,25,0,623
"UTTAR PRADESH","JAUNPUR",21,17,14,2,0,33
"UTTAR PRADESH","JHANSI",5438,768,4961,467,6,6202
"UTTAR PRADESH","KANNAUJ",28,30,15,2,0,46
"UTTAR PRADESH","KANPUR DEHAT",5,1,4,0,0,5
"UTTAR PRADESH","KANPUR NAGAR",150,47,110,20,10,187
"UTTAR PRADESH","LALITPUR",2550,447,2430,324,0,3201
"UTTAR PRADESH","LUCKNOW",356,71,266,55,14,406
"UTTAR PRADESH","MAHARAJ GANJ",82,34,65,6,7,112
"UTTAR PRADESH","MAHOBA",969,80,855,65,2,1000
"UTTAR PRADESH","MEERUT",35,8,8,27,1,45
"UTTAR PRADESH","MIRZAPUR",2617,2030,1507,326,16,3877
"UTTAR PRADESH","MUZZAFARNAGAR",28,28,42,69,0,139
"UTTAR PRADESH","RAEBARELI",100,25,75,0,0,100
"UTTAR PRADESH","RAMPUR",109,51,56,1,8,115
"UTTAR PRADESH","SANT KABIR NAGAR",165,105,130,66,16,317
"UTTAR PRADESH","SANT RAVI DAS NAGAR",231,85,142,63,21,311
"UTTAR PRADESH","SHRAWASTI",58,28,30,1,0,59
"UTTAR PRADESH","SIDDHARTH NAGAR",229,103,157,59,15,334
"UTTAR PRADESH","SONBHADRA",3699,3236,2595,1466,182,7478
"UTTAR PRADESH","SULTANPUR",4,2,2,4,0,7
"UTTAR PRADESH","VARANASI",45,21,24,5,2,52
"UTTARANCHAL","ALMORA",1052,1052,1052,0,8,2111
"UTTARANCHAL","BAGESHWAR",552,381,364,15,56,816
"UTTARANCHAL","CHAMOLI",525,504,504,22,0,1030
"UTTARANCHAL","CHAMPAWAT",166,116,131,50,2,299
"UTTARANCHAL","DEHRA DUN",480,384,257,7,0,649
"UTTARANCHAL","HARIDWAR",213,68,109,132,14,323
"UTTARANCHAL","NAINITAL",1073,978,975,121,19,2093
"UTTARANCHAL","PAURI",826,742,736,93,3,1575
"UTTARANCHAL","PITHORAGARH",1189,734,561,48,120,1463
"UTTARANCHAL","RUDHARAPARYAG",178,121,121,121,1,363
"UTTARANCHAL","TEHARI GARHWAL",695,457,416,1,6,881
"UTTARANCHAL","UDHAM SINGH NAGAR",2468,1751,1592,356,711,4411
"UTTARANCHAL","UTTARKASHI",326,223,223,0,0,446
"WEST BENGAL","BANKURA",14858,11414,8907,118,5147,25587
"WEST BENGAL","BIRBHUM",25970,21685,16122,553,8628,46987
"WEST BENGAL","BURDWAN",21714,16155,8384,222,6547,31308
"WEST BENGAL","COOCHBEHAR",8826,6669,5492,66,3291,15518
"WEST BENGAL","DAKSHIN DINAJPUR",22406,14167,11054,154,9101,34476
"WEST BENGAL","DARJEELING",4374,1160,704,3194,282,5339
"WEST BENGAL","HAORA",32051,29612,16927,428,27414,74382
"WEST BENGAL","HOOGHLY",28346,18979,15588,203,9220,43989
"WEST BENGAL","JALPAIGURI",27422,6258,5885,19284,2218,33646
"WEST BENGAL","MALDA",22996,7684,9936,330,7938,25887
"WEST BENGAL","MIDNAPORE",66298,26098,13923,2248,36434,78703
"WEST BENGAL","MURSHIDABAD",20439,17132,10914,389,9948,38383
"WEST BENGAL","NADIA",18553,18145,11857,350,6000,36353
"WEST BENGAL","NORTH 24 PARGANAS",7185,4830,2686,884,3443,11843
"WEST BENGAL","PURULIA",8054,6066,5123,180,486,11856
"WEST BENGAL","SOUTH 24 PARGANAS",47092,30625,12312,2284,26121,71342
"WEST BENGAL","UTTAR DINAJPUR",8846,5445,4356,712,4049,14562
