-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes by Status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by Status", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
KARNATAKA,Bangalore Rural,MAGADI,187,43,0,0,2,0,45,232
KARNATAKA,Bangalore Rural,NELEMANGALA,135,11,0,0,0,0,11,146
KARNATAKA,Bangalore Rural,RAMANAGARA,205,67,1,0,0,0,68,273
KARNATAKA,Belgaum,ATHANI,128,9,0,1,0,0,10,138
KARNATAKA,Belgaum,BAILAHONGAL,18,3,0,1,0,1,5,23
KARNATAKA,Belgaum,BELGAUM,11,24,0,0,0,0,24,35
KARNATAKA,Belgaum,GOKAK,20,4,0,0,0,0,4,24
KARNATAKA,Belgaum,HUKKERI,5,0,0,1,0,0,1,6
KARNATAKA,Belgaum,KHANAPUR,29,19,0,2,0,0,21,50
KARNATAKA,Belgaum,RAIBAG,7,0,0,0,0,1,1,8
KARNATAKA,Belgaum,RAMDURGA,3,0,0,0,0,0,0,3
KARNATAKA,Belgaum,SOUNDATTI,34,33,0,0,0,0,33,67
KARNATAKA,Bellary,BELLARY,20,0,0,0,0,0,0,20
KARNATAKA,Bellary,HAGARIBOMMANAHALLI,3,9,0,0,2,0,11,14
KARNATAKA,Bellary,HOSPET,18,1,0,0,0,0,1,19
KARNATAKA,Bellary,KUDLIGI,13,12,0,0,0,0,12,25
KARNATAKA,Bellary,SANDUR,16,0,0,1,0,0,1,17
KARNATAKA,Bellary,SIRUGUPPA,9,0,0,0,0,0,0,9
KARNATAKA,Bidar,AURAD,502,0,0,0,0,0,0,502
KARNATAKA,Bidar,BASAVAKALYAN,191,51,0,1,0,0,52,243
KARNATAKA,Bidar,BHALKI,364,26,0,0,0,0,26,390
KARNATAKA,Bidar,BIDAR,421,0,0,0,0,0,0,421
KARNATAKA,Bijapur,BASAVANA BAGEWADI,101,14,0,0,0,0,14,115
KARNATAKA,Bijapur,BIJAPUR,37,23,0,0,0,1,24,61
KARNATAKA,Bijapur,INDI,11,22,0,0,0,0,22,33
KARNATAKA,Bijapur,MUDDEBIHAL,8,8,0,0,0,0,8,16
KARNATAKA,Bijapur,SINDGI,37,0,0,0,0,0,0,37
KARNATAKA,Chamaraja Nagara,CHAMRAJANAGARA,1,0,0,1,0,0,1,2
KARNATAKA,Chamaraja Nagara,GUNDLUPET,14,0,0,57,0,0,57,71
KARNATAKA,Chamaraja Nagara,KOLLEGAL,4,0,0,0,0,0,0,4
KARNATAKA,Chamaraja Nagara,YELANDUR,19,0,0,0,0,0,0,19
KARNATAKA,Chikmagalur,CHIKMAGALUR,247,70,0,0,0,8,78,325
KARNATAKA,Chikmagalur,KADUR,45,18,1,0,0,0,19,64
KARNATAKA,Chikmagalur,KOPPA,526,26,0,0,0,0,26,552
KARNATAKA,Chikmagalur,MUDIGERE,174,4,2,0,0,1,7,181
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,467,76,2,4,12,49,143,610
KARNATAKA,Chikmagalur,SRINGERI,125,1,0,1,0,1,3,128
KARNATAKA,Chikmagalur,TARIKERE,72,1,0,4,1,0,6,78
KARNATAKA,Chitradurga,CHALLAKERE,27,29,0,0,0,0,29,56
KARNATAKA,Chitradurga,CHITRADURGA,4,5,0,0,0,0,5,9
KARNATAKA,Chitradurga,HIRIYUR,33,4,0,1,0,0,5,38
KARNATAKA,Chitradurga,HOLALKERE,1,0,4,0,0,0,4,5
KARNATAKA,Chitradurga,HOSDURGA,28,13,0,0,0,0,13,41
KARNATAKA,Chitradurga,MOLAKALMURU,2,0,0,0,0,6,6,8
KARNATAKA,Dakshina Kannada,BELTHANGADI,400,28,0,0,0,0,28,428
KARNATAKA,Dakshina Kannada,BUNTWAL,121,6,1,0,0,0,7,128
KARNATAKA,Dakshina Kannada,MANGALORE,394,0,1,0,0,0,1,395
KARNATAKA,Dakshina Kannada,PUTTUR,240,4,0,0,0,0,4,244
KARNATAKA,Dakshina Kannada,SULLIA,150,28,0,1,0,0,29,179
KARNATAKA,Davanagere,CHANNAGIRI,70,0,0,0,0,0,0,70
KARNATAKA,Davanagere,DAVANGERE,155,1,3,2,0,9,15,170
KARNATAKA,Davanagere,HARIHAR,218,1,0,0,0,0,1,219
KARNATAKA,Davanagere,HARPANAHALLI,4,6,0,0,0,1,7,11
KARNATAKA,Davanagere,HONNALI,181,2,0,1,0,0,3,184
KARNATAKA,Davanagere,JAGALUR,3,3,0,0,0,0,3,6
KARNATAKA,Dharwar,DHARWAD,20,26,0,0,0,0,26,46
KARNATAKA,Dharwar,HUBLI,55,19,0,2,5,1,27,82
KARNATAKA,Dharwar,KALGHATGI,466,252,0,0,0,0,252,718
KARNATAKA,Dharwar,KUNDGOL,3,0,0,0,0,0,0,3
KARNATAKA,Gadag,GADAG,3,0,0,0,0,0,0,3
KARNATAKA,Gadag,MUNDARGI,14,0,0,0,0,0,0,14
KARNATAKA,Gadag,RON,14,0,0,0,0,0,0,14
KARNATAKA,Gadag,SHIRHATTI,6,0,0,0,0,0,0,6
KARNATAKA,Gulbarga,AFZALPUR,46,0,0,0,0,0,0,46
KARNATAKA,Gulbarga,ALAND,61,0,0,0,0,0,0,61
KARNATAKA,Gulbarga,CHINCHOLI,5,0,0,0,0,0,0,5
KARNATAKA,Gulbarga,CHITAPUR,7,1,0,0,0,0,1,8
KARNATAKA,Gulbarga,GULBARGA,124,34,1,0,0,0,35,159
KARNATAKA,Gulbarga,JEVARGI,2,1,0,0,0,0,1,3
KARNATAKA,Gulbarga,SEDAM,55,11,0,0,0,0,11,66
KARNATAKA,Gulbarga,SHAHAPUR,37,10,0,0,0,0,10,47
KARNATAKA,Gulbarga,SHORAPUR,7,11,0,0,0,0,11,18
KARNATAKA,Gulbarga,YADGIR,120,0,0,1,0,4,5,125
KARNATAKA,Hassan,ALUR,651,1,1,0,0,3,5,656
KARNATAKA,Hassan,ARASIKERE,97,15,0,1,1,0,17,114
KARNATAKA,Hassan,ARKALGUD,28,22,0,1,0,482,505,533
KARNATAKA,Hassan,BELUR,1259,56,0,0,0,1,57,1316
KARNATAKA,Hassan,CHANNARAYAPATNA,136,15,0,0,0,0,15,151
KARNATAKA,Hassan,HASSAN,662,2,0,0,0,61,63,725
KARNATAKA,Hassan,HOLENARSIPUR,70,19,3,0,0,13,35,105
KARNATAKA,Hassan,SAKALESHPURA,802,10,0,0,0,1,11,813
KARNATAKA,Haveri,BYADGI,19,243,0,0,0,0,243,262
KARNATAKA,Haveri,HANGAL,484,226,1,9,0,12,248,732
KARNATAKA,Haveri,HAVERI,2,16,0,0,0,0,16,18
KARNATAKA,Haveri,HIREKERUR,408,22,1,2,0,34,59,467
KARNATAKA,Haveri,RANIBENNUR,27,25,0,0,0,0,25,52
KARNATAKA,Haveri,SHIGGAON,94,73,1,0,0,0,74,168
KARNATAKA,Kodagu,MADIKERI,210,55,1,0,1,32,89,299
KARNATAKA,Kodagu,SOMVARPET,68,194,0,0,0,6,200,268
KARNATAKA,Kodagu,VIRAJPET,14,281,1,0,0,0,282,296
KARNATAKA,Kolar,BAGEPALLI,395,28,0,0,0,1,29,424
KARNATAKA,Kolar,BANGARAPET,401,40,0,0,0,0,40,441
KARNATAKA,Kolar,CHIKBALLAPUR,62,30,0,0,0,1,31,93
KARNATAKA,Kolar,CHINTAMANI,423,62,0,0,0,0,62,485
KARNATAKA,Kolar,GOWRIBIDANUR,39,9,0,14,1,23,47,86
KARNATAKA,Kolar,GUDIBANDA,59,1,0,0,0,0,1,60
KARNATAKA,Kolar,KOLAR,271,41,0,0,0,0,41,312
KARNATAKA,Kolar,MALUR,353,13,0,0,0,2,15,368
KARNATAKA,Kolar,MULBAGAL,578,146,0,0,0,0,146,724
KARNATAKA,Kolar,SIDLAGHATTA,186,23,0,0,0,0,23,209
KARNATAKA,Kolar,SRINIVASPUR,246,86,0,0,0,4,90,336
KARNATAKA,Koppal,GANGAVATHI,1,0,0,1,0,0,1,2
KARNATAKA,Koppal,KOPPAL,24,1,0,0,0,0,1,25
KARNATAKA,Koppal,KUSHTAGI,18,8,0,0,0,0,8,26
KARNATAKA,Koppal,YELBARGA,2,2,0,0,0,1,3,5
KARNATAKA,Mandya,KRISHNARAJPET,119,0,0,0,0,0,0,119
KARNATAKA,Mandya,MADDUR,11,3,0,0,0,0,3,14
KARNATAKA,Mandya,MALAVALLI,2,0,0,0,0,0,0,2
KARNATAKA,Mandya,MANDYA,73,5,0,0,0,0,5,78
KARNATAKA,Mandya,NAGAMANGALA,79,2,0,0,0,1,3,82
KARNATAKA,Mandya,PANDAVAPURA,43,0,0,0,0,0,0,43
KARNATAKA,Mandya,SRIRANGAPATTANA,19,6,0,0,0,0,6,25
KARNATAKA,Mysore,HEGGADADEVANKOTE,29,0,0,1,0,1,2,31
KARNATAKA,Mysore,HUNSUR,114,0,0,0,0,0,0,114
KARNATAKA,Mysore,KRISHNARAJANAGARA,27,11,1,2,0,0,14,41
KARNATAKA,Mysore,MYSORE,5,0,0,0,0,0,0,5
KARNATAKA,Mysore,NANJANGUD,1,0,0,1,0,0,1,2
KARNATAKA,Mysore,PERIYAPATNA,289,16,0,0,0,0,16,305
KARNATAKA,Mysore,T.NARASIPURA,2,0,0,0,0,0,0,2
KARNATAKA,Raichur,DEODURGA,213,3,0,0,0,0,3,216
KARNATAKA,Raichur,LINGASUGUR,6,5,0,0,0,0,5,11
KARNATAKA,Raichur,RAICHUR,208,0,0,0,0,1,1,209
KARNATAKA,Raichur,SINDHANUR,0,93,0,0,0,0,93,93
KARNATAKA,Shimoga,BHADRAVATHI,8,0,0,0,0,0,0,8
KARNATAKA,Shimoga,HOSANAGARA,672,54,4,0,0,0,58,730
KARNATAKA,Shimoga,SAGAR,847,57,1,0,0,0,58,905
KARNATAKA,Shimoga,SHIKARIPURA,1036,8,0,0,0,0,8,1044
KARNATAKA,Shimoga,SHIMOGA,323,10,0,0,0,0,10,333
KARNATAKA,Shimoga,SORAB,994,15,0,0,0,1,16,1010
KARNATAKA,Shimoga,THIRTHAHALLI,668,14,4,0,1,0,19,687
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,48,9,0,0,1,0,10,58
KARNATAKA,Tumkur,GUBBI,125,18,0,0,0,0,18,143
KARNATAKA,Tumkur,KORATAGERE,96,26,0,0,0,0,26,122
KARNATAKA,Tumkur,KUNIGAL,213,16,0,0,0,0,16,229
KARNATAKA,Tumkur,MADHUGIRI,173,29,0,0,0,0,29,202
KARNATAKA,Tumkur,PAVAGADA,32,29,0,0,1,0,30,62
KARNATAKA,Tumkur,SIRA,61,13,0,1,0,8,22,83
KARNATAKA,Tumkur,TIPTUR,54,10,0,0,0,0,10,64
KARNATAKA,Tumkur,TUMKUR,174,3,0,0,0,4,7,181
KARNATAKA,Tumkur,TURUVEKERE,117,0,0,0,0,0,0,117
KARNATAKA,Udupi,KARKAL,388,4,0,1,0,5,10,398
KARNATAKA,Udupi,KUNDAPURA,751,21,0,1,0,0,22,773
KARNATAKA,Udupi,UDUPI,384,4,0,0,0,0,4,388
KARNATAKA,Uttara Kannada,ANKOLA,514,1,0,0,0,0,1,515
KARNATAKA,Uttara Kannada,BHATKAL,30,0,0,0,0,0,0,30
KARNATAKA,Uttara Kannada,HALIYAL,74,3,0,0,0,0,3,77
KARNATAKA,Uttara Kannada,HONAVAR,68,9,0,0,0,0,9,77
KARNATAKA,Uttara Kannada,KARWAR,61,13,0,0,0,0,13,74
KARNATAKA,Uttara Kannada,KUMTA,73,6,0,0,0,0,6,79
KARNATAKA,Uttara Kannada,MUNDGOD,130,0,0,0,0,0,0,130
KARNATAKA,Uttara Kannada,SIDDAPUR,114,1,0,0,0,4,5,119
KARNATAKA,Uttara Kannada,SIRSI,122,41,0,0,0,3,44,166
KARNATAKA,Uttara Kannada,SUPA,101,0,2,0,1,5,8,109
KARNATAKA,Uttara Kannada,YELLAPUR,231,5,1,0,0,1,7,238
KERALA,ALAPPUZHA,ARYAD,11,0,0,0,0,0,0,11
KERALA,ALAPPUZHA,BHARANICAVU,40,0,0,0,0,0,0,40
KERALA,ALAPPUZHA,CHENGANNUR,37,4,0,0,0,0,4,41
KERALA,ALAPPUZHA,CHERTHALA,3,0,0,0,0,0,0,3
KERALA,ALAPPUZHA,HARIPAD,19,8,0,0,0,0,8,27
KERALA,ALAPPUZHA,KANJIKUZHY,0,22,0,0,0,0,22,22
KERALA,ALAPPUZHA,KAYAMKULAM,0,0,0,0,0,5,5,5
KERALA,ALAPPUZHA,MAVELIKARA,34,0,0,0,0,0,0,34
KERALA,ALAPPUZHA,MAVELIKKARA,3,0,0,0,0,0,0,3
KERALA,ALAPPUZHA,MUTHUKULAMD,6,15,0,0,0,26,41,47
KERALA,ALAPPUZHA,PATTANAKKAD,19,2,0,0,0,0,2,21
KERALA,ALAPPUZHA,THYCATTUSSERY,25,10,0,0,0,0,10,35
KERALA,ERANAKULAM,ANGALAMALY,41,0,0,0,0,0,0,41
KERALA,ERANAKULAM,EDAPPALY,0,0,2,0,0,0,2,2
KERALA,ERANAKULAM,KOTHAMANGALAM,55,1,19,0,0,0,20,75
KERALA,ERANAKULAM,KOTHAMANGALAM-999,9,0,1,0,0,0,1,10
KERALA,ERANAKULAM,MOOVATTUPUZHA,93,0,1,0,0,0,1,94
KERALA,ERANAKULAM,MULANTHURUTHY,42,0,0,0,0,0,0,42
KERALA,ERANAKULAM,MUVATTUPUZHA,3,0,0,0,0,0,0,3
KERALA,ERANAKULAM,PALLURUTHY,32,0,0,0,0,0,0,32
KERALA,ERANAKULAM,PAMPAKUDA,151,1,0,0,0,0,1,152
KERALA,ERANAKULAM,VADAVUKODE,104,0,0,0,0,0,0,104
KERALA,ERANAKULAM,VAZHAKULAM,12,0,0,0,0,0,0,12
KERALA,IDDUKKI,ADIMALI,31,0,0,0,1,0,1,32
KERALA,IDDUKKI,AZHUTHA,26,0,0,0,3,0,3,29
KERALA,IDDUKKI,DEVIKULAM,99,2,0,0,0,0,2,101
KERALA,IDDUKKI,ELAMDESAM,90,1,1,0,0,0,2,92
KERALA,IDDUKKI,IDUKKI,50,1,0,4,0,0,5,55
KERALA,IDDUKKI,KATTAPPANA,42,0,0,0,0,0,0,42
KERALA,IDDUKKI,NEDUMKANDAM,30,0,0,0,0,0,0,30
KERALA,IDDUKKI,THODUPUZHA,32,0,0,0,0,0,0,32
KERALA,IDDUKKI,THODUPUZHA MUNICIP,7,0,0,0,0,0,0,7
KERALA,KANNUR,EDAKKAD,32,2,1,0,0,0,3,35
KERALA,KANNUR,IRIKKUR,43,6,0,0,0,0,6,49
KERALA,KANNUR,IRITTY,146,0,0,0,0,0,0,146
KERALA,KANNUR,KANNUR,14,1,0,0,0,0,1,15
KERALA,KANNUR,KANNUR MUNI,2,1,0,0,0,0,1,3
KERALA,KANNUR,KOOTHUPARAMBA,7,0,0,0,0,0,0,7
KERALA,KANNUR,KUTHUPARAMBA,49,1,0,0,0,0,1,50
KERALA,KANNUR,MATTANNUR,19,0,0,0,0,0,0,19
KERALA,KANNUR,PAYYANNUR,159,19,1,0,7,0,27,186
KERALA,KANNUR,PAYYANNUR-999,16,5,0,0,2,0,7,23
KERALA,KANNUR,PERAVOOR,147,0,0,0,0,0,0,147
KERALA,KANNUR,THALASSERY,73,0,0,0,0,0,0,73
KERALA,KANNUR,THALASSERY-999,8,0,0,0,0,0,0,8
KERALA,KANNUR,THALIPARAMBA,73,8,3,0,0,0,11,84
KERALA,KANNUR,THALIPARAMBA-999,13,0,0,0,0,0,0,13
KERALA,KASARAGODE,KANHANGAD,176,16,2,0,1,2,21,197
KERALA,KASARAGODE,KANHANGAD MUNICIP,9,0,0,0,0,0,0,9
KERALA,KASARAGODE,KASARAGODE,112,8,0,1,0,0,9,121
KERALA,KASARAGODE,KASARAGODE MUNICIP,9,1,1,0,0,0,2,11
KERALA,KASARAGODE,MANJESWARAM,185,25,6,0,0,2,33,218
KERALA,KASARAGODE,NEELESWARAM,135,5,1,0,0,0,6,141
KERALA,KOLLAM,ANCHAL,38,32,3,0,6,0,41,79
KERALA,KOLLAM,CHADAYAMANGALAM,1,60,0,2,0,0,62,63
KERALA,KOLLAM,CHAVARA,7,0,0,0,0,0,0,7
KERALA,KOLLAM,CHITTUMALA,11,1,0,0,0,0,1,12
KERALA,KOLLAM,ITHIKKARA,20,2,0,2,0,0,4,24
KERALA,KOLLAM,KARUNAGAPPALLY,8,1,0,0,0,0,1,9
KERALA,KOLLAM,KOTTARAKKARA,46,10,0,1,12,0,23,69
KERALA,KOLLAM,MUKHATHALA,28,0,0,0,0,0,0,28
KERALA,KOLLAM,OCHIRA,5,0,0,0,0,0,0,5
KERALA,KOLLAM,PATHANAPURAM,77,31,0,0,0,0,31,108
KERALA,KOLLAM,PUNALUR,27,0,0,0,0,0,0,27
KERALA,KOLLAM,SASTHAMCOTTA,17,0,0,0,0,0,0,17
KERALA,KOLLAM,VETTIKKAVALA,54,0,1,14,0,1,16,70
KERALA,KOTTAYAM,ERATTUPETTAH,83,0,0,0,0,0,0,83
KERALA,KOTTAYAM,ETTUMANOOR,98,7,0,0,0,0,7,105
KERALA,KOTTAYAM,KADUTHURUTHY,94,0,0,0,0,0,0,94
KERALA,KOTTAYAM,KANJIRAPPALY,1,0,0,0,0,0,0,1
KERALA,KOTTAYAM,LALAM,21,0,0,0,2,0,2,23
KERALA,KOTTAYAM,MADAPPALLY,7,7,2,0,0,0,9,16
KERALA,KOTTAYAM,PALA,1,0,0,0,0,0,0,1
KERALA,KOTTAYAM,PALLAM,78,0,1,0,0,0,1,79
KERALA,KOTTAYAM,PAMPADY,7,0,0,0,0,0,0,7
KERALA,KOTTAYAM,UZHAVOOR,52,0,0,0,0,0,0,52
KERALA,KOTTAYAM,VAIKOM,59,3,0,0,0,0,3,62
KERALA,KOTTAYAM,VAIKOM-999,1,0,0,0,0,0,0,1
KERALA,KOTTAYAM,VAZHOOR,9,0,0,0,0,0,0,9
KERALA,KOZHIKODE,BALUSSERY,24,4,0,0,1,0,5,29
KERALA,KOZHIKODE,CHELANNUR,24,6,0,0,1,0,7,31
KERALA,KOZHIKODE,KODUVALLY,49,0,1,0,0,0,1,50
KERALA,KOZHIKODE,KOZHIKKODE,8,0,0,0,0,0,0,8
KERALA,KOZHIKODE,KUNNAMANGALAM,146,16,1,0,1,1,19,165
KERALA,KOZHIKODE,KUNNUMEL,20,9,0,0,0,1,10,30
KERALA,KOZHIKODE,MELADI,2,0,0,0,0,0,0,2
KERALA,KOZHIKODE,PANTHALAYANI,4,1,3,0,0,0,4,8
KERALA,KOZHIKODE,PERAMBRA,11,0,0,0,0,0,0,11
KERALA,KOZHIKODE,THODANNUR,13,0,0,0,0,0,0,13
KERALA,KOZHIKODE,THUNERI,20,2,2,0,0,0,4,24
KERALA,KOZHIKODE,VADAKARA,3,0,0,0,0,0,0,3
KERALA,KOZHIKODE,VADAKARA-999,0,0,0,0,0,3,3,3
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,44,0,0,0,0,0,0,44
KERALA,MALAPPURAM,AREACODE,76,1,0,0,6,1,8,84
KERALA,MALAPPURAM,KONDOTTY,54,0,0,0,1,0,1,55
KERALA,MALAPPURAM,KUTTIPPURAM,56,0,0,0,0,0,0,56
KERALA,MALAPPURAM,MALAPPURAM,73,2,0,0,0,0,2,75
KERALA,MALAPPURAM,MALAPURAM MUNI,9,0,0,0,0,0,0,9
KERALA,MALAPPURAM,MANJERI MUNI,16,4,0,0,0,0,4,20
KERALA,MALAPPURAM,MANKADA,121,3,3,0,0,0,6,127
KERALA,MALAPPURAM,NILAMBOOR,124,5,1,0,1,1,8,132
KERALA,MALAPPURAM,PERINTHALMANNA,77,14,0,0,2,0,16,93
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,15,0,0,0,0,0,0,15
KERALA,MALAPPURAM,PONNANI,18,0,0,0,0,0,0,18
KERALA,MALAPPURAM,PONNANI MUNI,14,0,0,0,0,0,0,14
KERALA,MALAPPURAM,THANUR,40,1,2,0,0,0,3,43
KERALA,MALAPPURAM,THIRUR,50,0,0,1,1,0,2,52
KERALA,MALAPPURAM,THIRURANGADI,17,2,0,0,0,0,2,19
KERALA,MALAPPURAM,VENGARA,58,3,1,0,0,1,5,63
KERALA,MALAPPURAM,WANDOOR,102,3,1,1,3,0,8,110
KERALA,PALAKKAD,ALATHUR,199,0,0,0,0,0,0,199
KERALA,PALAKKAD,ATTAPPADY,53,2,1,0,0,0,3,56
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,74,0,1,0,0,0,1,75
KERALA,PALAKKAD,CHITUR,376,4,0,0,0,0,4,380
KERALA,PALAKKAD,KOLLENGODE,207,0,0,0,0,0,0,207
KERALA,PALAKKAD,KUZHALMANNAM,33,0,0,0,0,0,0,33
KERALA,PALAKKAD,MALAMPUZHA,65,0,0,3,1,1,5,70
KERALA,PALAKKAD,MANNARKKAD,168,2,1,0,0,0,3,171
KERALA,PALAKKAD,NENMARA,265,0,0,0,0,0,0,265
KERALA,PALAKKAD,OTTAPPALAM,29,0,0,0,0,0,0,29
KERALA,PALAKKAD,OTTAPPALAM MUNI,15,0,0,0,0,0,0,15
KERALA,PALAKKAD,PALAKKAD,187,0,0,0,0,0,0,187
KERALA,PALAKKAD,PALAKKAD MUNI,6,0,0,0,0,0,0,6
KERALA,PALAKKAD,PATTAMBI,144,0,0,0,0,0,0,144
KERALA,PALAKKAD,SHORANNUR MUNI,12,0,0,0,0,0,0,12
KERALA,PALAKKAD,SREEKRISHNAPURAM,111,0,0,0,0,0,0,111
KERALA,PALAKKAD,THRITHALA,306,32,1,0,0,0,33,339
KERALA,PATHANAMTHITTA,ADOOR MUNI,7,0,0,0,0,0,0,7
KERALA,PATHANAMTHITTA,ELANTHUR,15,1,2,0,1,0,4,19
KERALA,PATHANAMTHITTA,KOIPURAM,3,0,0,0,0,0,0,3
KERALA,PATHANAMTHITTA,KONNI,49,8,1,0,0,0,9,58
KERALA,PATHANAMTHITTA,KULANADA,31,0,0,0,0,0,0,31
KERALA,PATHANAMTHITTA,MALLAPPALLY,13,0,0,0,0,0,0,13
KERALA,PATHANAMTHITTA,PANDALAM,60,0,0,0,0,0,0,60
KERALA,PATHANAMTHITTA,PARAKKODE,43,0,0,0,0,0,0,43
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,2,5,3,0,0,0,8,10
KERALA,PATHANAMTHITTA,RANNI,2,0,0,0,1,0,1,3
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,2,0,0,0,0,0,0,2
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,88,0,0,0,0,0,0,88
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,4,0,0,0,0,0,0,4
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,6,0,0,0,0,0,0,6
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,59,1,0,0,0,0,1,60
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,167,0,0,0,0,0,0,167
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,94,0,0,0,0,0,0,94
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,2,16,0,0,0,0,16,18
KERALA,THIRUVANANTHAPURAM,NEMOM,165,5,0,0,0,0,5,170
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,48,0,0,0,0,0,0,48
KERALA,THIRUVANANTHAPURAM,PARASSALA,312,0,1,0,0,0,1,313
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,215,10,1,6,0,0,17,232
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,113,0,2,0,0,0,2,115
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,20,0,0,0,0,0,0,20
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,60,5,8,2,3,1,19,79
KERALA,THIRUVANANTHAPURAM,VARKALA,44,0,0,0,0,0,0,44
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,12,3,0,0,0,0,3,15
KERALA,THIRUVANANTHAPURAM,VELLANADU,202,0,6,0,0,0,6,208
KERALA,THRISSUR,ANTHIKKAD,11,0,0,0,0,0,0,11
KERALA,THRISSUR,CHALAKKUDY,44,0,0,0,0,0,0,44
KERALA,THRISSUR,CHALAKUDY MUNI,4,0,0,0,0,0,0,4
KERALA,THRISSUR,CHAVAKKAD,15,0,0,0,0,0,0,15
KERALA,THRISSUR,CHERPU,9,0,0,0,0,0,0,9
KERALA,THRISSUR,CHOWANNUR,36,0,0,0,0,0,0,36
KERALA,THRISSUR,IRINJALAKKUDA,9,0,0,0,0,0,0,9
KERALA,THRISSUR,IRINJALAKUDA MUNI,2,0,0,0,0,0,0,2
KERALA,THRISSUR,KODAKARA,61,0,1,0,0,0,1,62
KERALA,THRISSUR,KUNNAMKULAM MUNI,31,0,0,0,0,0,0,31
KERALA,THRISSUR,MATHILAKOM,52,0,1,0,0,0,1,53
KERALA,THRISSUR,MULLASSERY,6,0,0,0,0,0,0,6
KERALA,THRISSUR,OLLUKKARA,73,1,1,0,0,0,2,75
KERALA,THRISSUR,PAZHAYANNUR,121,0,3,3,1,0,7,128
KERALA,THRISSUR,PUZHAKKAL,88,0,0,0,0,0,0,88
KERALA,THRISSUR,THALIKULAM,29,0,1,0,0,0,1,30
KERALA,THRISSUR,THRISSUR CORPORATION,43,0,0,0,0,0,0,43
KERALA,THRISSUR,VADAKKANCHERRY,231,1,0,0,0,0,1,232
KERALA,THRISSUR,VELLANGALLUR,44,0,0,0,0,0,0,44
KERALA,WAYANAD,KALPETTA,107,8,0,11,19,0,38,145
KERALA,WAYANAD,KALPETTA MUNI,3,0,0,0,0,0,0,3
KERALA,WAYANAD,MANANTHAVADI,140,91,1,2,1,0,95,235
KERALA,WAYANAD,SULTHANBATHERI,124,8,0,1,2,0,11,135
MADHYA PRADESH,BALAGHAT,BAIHAR,674,3,0,0,0,0,3,677
MADHYA PRADESH,BALAGHAT,BALAGHAT,829,2,0,0,0,0,2,831
MADHYA PRADESH,BALAGHAT,BIRSA,55,0,0,1,0,0,1,56
MADHYA PRADESH,BALAGHAT,KATANGI,2370,1,0,1,0,0,2,2372
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,212,1,0,1,0,0,2,214
MADHYA PRADESH,BALAGHAT,KIRNAPUR,98,3,0,0,1,0,4,102
MADHYA PRADESH,BALAGHAT,LALBURRA,592,22,0,0,0,8,30,622
MADHYA PRADESH,BALAGHAT,LANJI,1676,0,0,0,0,0,0,1676
MADHYA PRADESH,BALAGHAT,PARASWADA,222,0,0,0,1,0,1,223
MADHYA PRADESH,BALAGHAT,WARASEONI,254,0,0,0,0,0,0,254
MADHYA PRADESH,BARWANI,NIWALI,19,0,0,0,0,0,0,19
MADHYA PRADESH,BARWANI,PANSEMAL,37,0,0,0,0,0,0,37
MADHYA PRADESH,BARWANI,PATI,142,118,0,0,0,0,118,260
MADHYA PRADESH,BARWANI,RAJPUR,807,50,0,10,0,0,60,867
MADHYA PRADESH,BARWANI,SENDHWA,267,5,5,0,1,0,11,278
MADHYA PRADESH,BARWANI,THIKRI,4,0,0,0,0,0,0,4
MADHYA PRADESH,BETUL,AMLA,134,1,1,0,0,20,22,156
MADHYA PRADESH,BETUL,ATHNER,693,5,0,0,0,0,5,698
MADHYA PRADESH,BETUL,BETUL,357,1,0,63,0,0,64,421
