-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Shallow Tubewells. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Shallow Tubewells", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total
MAHARASHTRA,AHMEDNAGAR,KARJAT,94,94,22,43,18,176
MAHARASHTRA,AHMEDNAGAR,KOPARGAON,672,672,347,164,36,1219
MAHARASHTRA,AHMEDNAGAR,NAGAR,774,404,368,28,18,819
MAHARASHTRA,AHMEDNAGAR,NEVASA,5989,4988,2150,1411,905,9455
MAHARASHTRA,AHMEDNAGAR,PARNER,1852,1157,1329,58,60,2604
MAHARASHTRA,AHMEDNAGAR,PATHARDI,340,340,166,102,5,613
MAHARASHTRA,AHMEDNAGAR,RAHATA,2179,1195,456,396,291,2338
MAHARASHTRA,AHMEDNAGAR,RAHURI,3646,1838,1487,1022,47,4394
MAHARASHTRA,AHMEDNAGAR,SANGAMNER,2424,2266,98,0,65,2428
MAHARASHTRA,AHMEDNAGAR,SHEVGAON,1202,572,606,137,75,1390
MAHARASHTRA,AHMEDNAGAR,SHRIGONDA,374,53,255,67,0,376
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,3765,1052,773,1181,1077,4082
MAHARASHTRA,AKOLA,AKOLA,10,0,10,0,0,10
MAHARASHTRA,AKOLA,BALAPUR,489,415,145,5,19,584
MAHARASHTRA,AKOLA,BARSHI TAKLI,24,9,15,1,0,25
MAHARASHTRA,AKOLA,MURTIJAPUR,34,24,25,3,0,52
MAHARASHTRA,AKOLA,TELHARA,64,34,18,11,7,69
MAHARASHTRA,AMRAVATI,ACHALPUR,14,8,6,6,0,20
MAHARASHTRA,AMRAVATI,AMRAVATI,6,1,4,1,1,7
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,6,2,2,2,0,6
MAHARASHTRA,AMRAVATI,CHANDUR BAZAR,52,9,2,43,0,54
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,5,2,2,1,0,5
MAHARASHTRA,AMRAVATI,DARYAPUR,2,0,2,0,0,2
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,61,41,8,11,2,62
MAHARASHTRA,AMRAVATI,DHARNI,32,21,12,0,0,33
MAHARASHTRA,AMRAVATI,WARUD,166,102,54,11,1,168
MAHARASHTRA,AURANGABAD,AURANGABAD,13,12,8,2,1,23
MAHARASHTRA,AURANGABAD,GANAGAPUR,1202,1005,268,207,185,1665
MAHARASHTRA,AURANGABAD,KHULDABAD,78,42,52,9,13,117
MAHARASHTRA,AURANGABAD,PAITHAN,1129,857,421,347,53,1678
MAHARASHTRA,AURANGABAD,SOEGAON,54,48,30,6,0,84
MAHARASHTRA,AURANGABAD,VAIJAPUR,297,216,110,0,0,326
MAHARASHTRA,BEED,BEED,16,8,6,1,5,20
MAHARASHTRA,BEED,PARLI,391,20,129,238,370,756
MAHARASHTRA,BEED,PATODA,1015,669,353,146,1120,2288
MAHARASHTRA,BEED,SHIRUR (KASAR),41,27,14,0,41,81
MAHARASHTRA,BEED,WADWANI,445,345,101,0,442,888
MAHARASHTRA,BHANDARA,BHANDARA,36,33,23,0,2,59
MAHARASHTRA,BHANDARA,LAKHANDUR,9,9,8,0,0,16
MAHARASHTRA,BHANDARA,LAKHANI,10,10,0,0,0,10
MAHARASHTRA,BHANDARA,PAVANI,28,27,11,0,14,52
MAHARASHTRA,BHANDARA,SAKOLI,7,7,4,0,1,12
MAHARASHTRA,BULDANA,BULDANA,149,108,42,0,0,150
MAHARASHTRA,BULDANA,CHIKHLI,404,84,312,9,0,405
MAHARASHTRA,BULDANA,LONAR,218,72,148,0,0,220
MAHARASHTRA,BULDANA,MEHKAR,129,64,73,0,0,137
MAHARASHTRA,BULDANA,MOTALA,40,23,17,0,0,40
MAHARASHTRA,BULDANA,NANDURA,2,2,0,0,0,2
MAHARASHTRA,BULDANA,SANGRAMPUR,9,6,3,0,0,9
MAHARASHTRA,BULDANA,SHEGAON,2,1,1,0,0,2
MAHARASHTRA,CHANDRAPUR,BALLARPUR,5,4,3,0,0,7
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,1,1,1,0,0,2
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,18,18,5,0,0,23
MAHARASHTRA,CHANDRAPUR,CHIMUR,24,14,10,0,0,24
MAHARASHTRA,CHANDRAPUR,KORPANA,217,217,135,76,0,428
MAHARASHTRA,CHANDRAPUR,RAJURA,93,82,11,22,0,116
MAHARASHTRA,CHANDRAPUR,SAWALI,2,2,0,0,0,2
MAHARASHTRA,CHANDRAPUR,SINDEWAHI,47,48,10,0,0,58
MAHARASHTRA,CHANDRAPUR,WARORA,0,0,0,0,0,1
MAHARASHTRA,DHULE,DHULE,370,370,161,0,0,531
MAHARASHTRA,DHULE,SAKRI,269,255,23,6,6,289
MAHARASHTRA,DHULE,SHIRPUR,129,66,44,20,2,132
MAHARASHTRA,DHULE,SINDKHEDA,2,1,0,0,0,2
MAHARASHTRA,GADCHIROLI,CHAMORSHI,71,71,0,0,0,71
MAHARASHTRA,GADCHIROLI,KURKHEDA,17,17,0,0,0,17
MAHARASHTRA,GADCHIROLI,SIRONCHA,320,320,0,0,0,320
MAHARASHTRA,GONDIYA,A / MORGAON,5,5,0,0,0,5
MAHARASHTRA,GONDIYA,AMGAON,37,29,6,0,7,43
MAHARASHTRA,GONDIYA,DEVRI,3,0,3,2,0,5
MAHARASHTRA,GONDIYA,GONDIYA,152,120,42,3,69,234
MAHARASHTRA,GONDIYA,GOREGAON,102,100,40,0,1,140
MAHARASHTRA,GONDIYA,SADAK ARJUNI,64,58,10,1,6,74
MAHARASHTRA,GONDIYA,SALEKASA,1,1,1,0,0,2
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),1096,1093,1013,0,144,2250
MAHARASHTRA,HINGOLI,BASMATH,957,779,831,40,385,2034
MAHARASHTRA,HINGOLI,HINGOLI,1916,1807,1703,16,593,4118
MAHARASHTRA,HINGOLI,KALAMNURI,888,485,599,179,12,1276
MAHARASHTRA,HINGOLI,SENGAON,1076,876,799,10,51,1736
MAHARASHTRA,JALGAON,AMALNER,352,315,97,24,3,439
MAHARASHTRA,JALGAON,BHUSAWAL,590,458,89,140,17,705
MAHARASHTRA,JALGAON,BODWAD,38,21,17,4,0,42
MAHARASHTRA,JALGAON,CHOPDA,159,30,57,96,0,183
MAHARASHTRA,JALGAON,DHARANGAON,293,232,187,79,0,498
MAHARASHTRA,JALGAON,ERANDOL,66,42,30,24,0,97
MAHARASHTRA,JALGAON,JALGAON,11,0,4,2,5,11
MAHARASHTRA,JALGAON,JAMNER,46,43,3,0,0,46
MAHARASHTRA,JALGAON,RAVER,1064,507,86,454,62,1109
MAHARASHTRA,JALGAON,YAWAL,51,32,0,21,0,54
MAHARASHTRA,JALNA,AMBAD,2,1,1,0,0,2
MAHARASHTRA,JALNA,BADNAPUR,3,1,1,1,1,3
MAHARASHTRA,JALNA,BHOKARDAN,9,6,3,0,0,9
MAHARASHTRA,JALNA,GHANSAWANGI,317,221,111,35,1,367
MAHARASHTRA,JALNA,JALNA,134,47,56,34,4,142
MAHARASHTRA,JALNA,MANTHA,5,4,1,1,0,6
MAHARASHTRA,JALNA,PARTUR,11,3,3,6,0,12
MAHARASHTRA,KOLHAPUR,AJRA,164,91,27,52,4,173
MAHARASHTRA,KOLHAPUR,BHUDARGAD,94,67,19,14,13,113
MAHARASHTRA,KOLHAPUR,CHANDGAD,85,57,5,23,5,90
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,234,90,82,64,16,252
MAHARASHTRA,KOLHAPUR,HATKANANGALE,1133,228,375,557,35,1196
MAHARASHTRA,KOLHAPUR,KAGAL,113,15,30,62,9,116
MAHARASHTRA,KOLHAPUR,KARVIR,293,93,47,141,25,307
MAHARASHTRA,KOLHAPUR,PANHALA,33,10,6,15,2,33
MAHARASHTRA,KOLHAPUR,RADHANAGARI,13,2,0,10,1,13
MAHARASHTRA,KOLHAPUR,SHAHUWADI,33,22,14,8,4,47
MAHARASHTRA,KOLHAPUR,SHIROL,1526,533,427,710,107,1776
MAHARASHTRA,LATUR,AHMADPUR,419,302,171,113,0,586
MAHARASHTRA,LATUR,CHAKUR,1771,938,920,524,13,2395
MAHARASHTRA,LATUR,DEONI,108,47,24,40,0,110
MAHARASHTRA,LATUR,NILANGA,250,38,150,101,0,289
MAHARASHTRA,LATUR,RENAPUR,17,6,9,3,0,17
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,311,164,77,67,8,317
MAHARASHTRA,LATUR,UDGIR,256,96,104,78,3,281
MAHARASHTRA,NAGPUR,BHIWAPUR,699,653,306,37,0,996
MAHARASHTRA,NAGPUR,HINGNA,23,15,6,2,3,26
MAHARASHTRA,NAGPUR,KALAMESHWAR,7,4,1,7,1,12
MAHARASHTRA,NAGPUR,KAMPTEE,17,13,11,1,0,25
MAHARASHTRA,NAGPUR,KUHI,38,36,8,0,0,44
MAHARASHTRA,NAGPUR,MOUDA,69,67,32,2,0,101
MAHARASHTRA,NAGPUR,NAGPUR RURAL,109,97,77,29,0,203
MAHARASHTRA,NAGPUR,NARKHED,193,110,38,83,8,240
MAHARASHTRA,NAGPUR,PARSEONI,9,4,2,4,0,10
MAHARASHTRA,NAGPUR,RAMTEK,15,4,1,10,0,15
MAHARASHTRA,NAGPUR,SAVNER,5,4,2,1,0,7
MAHARASHTRA,NAGPUR,UMRED,89,49,51,4,2,105
MAHARASHTRA,NANDED,ARDHAPUR,375,169,176,154,0,499
MAHARASHTRA,NANDED,BHOKAR,673,548,156,115,25,843
MAHARASHTRA,NANDED,BILOLI,2136,1445,1559,895,535,4434
MAHARASHTRA,NANDED,DEGLUR,3100,472,2775,101,191,3540
MAHARASHTRA,NANDED,DHARMABAD,605,317,298,280,0,895
MAHARASHTRA,NANDED,HADGAON,1189,707,682,464,5,1858
MAHARASHTRA,NANDED,HIMAYATNAGAR,989,643,607,365,2,1617
MAHARASHTRA,NANDED,KANDHAR,232,159,99,44,21,323
MAHARASHTRA,NANDED,KINWAT,720,772,251,26,77,1125
MAHARASHTRA,NANDED,LOHA,315,269,261,118,0,647
MAHARASHTRA,NANDED,MAHOOR,74,72,69,0,0,141
MAHARASHTRA,NANDED,MUDKHED,260,122,136,225,23,506
MAHARASHTRA,NANDED,MUKHED,400,86,275,123,11,496
MAHARASHTRA,NANDED,NAIGAON (KHAIRGAON),751,200,382,279,56,917
MAHARASHTRA,NANDED,NANDED,1227,615,694,450,15,1774
MAHARASHTRA,NANDED,UMRI,456,156,218,156,27,557
MAHARASHTRA,NANDURBAR,AKKALKUWA,1,0,0,0,1,1
MAHARASHTRA,NANDURBAR,AKRANI,8,6,6,0,2,14
MAHARASHTRA,NANDURBAR,NANDURBAR,133,97,38,0,1,136
MAHARASHTRA,NANDURBAR,NAWAPUR,91,85,7,23,1,116
MAHARASHTRA,NANDURBAR,SHAHADE,966,797,124,168,0,1088
MAHARASHTRA,NANDURBAR,TALODA,3263,77,6,3125,56,3264
MAHARASHTRA,NASHIK,BAGLAN,0,0,0,0,0,0
MAHARASHTRA,NASHIK,CHANDWAD,124,102,29,0,0,132
MAHARASHTRA,NASHIK,DEOLA,9,8,3,0,0,10
MAHARASHTRA,NASHIK,DINDORI,1716,951,579,186,83,1799
MAHARASHTRA,NASHIK,IGATPURI,17,16,10,0,1,27
MAHARASHTRA,NASHIK,KALWAN,733,351,178,3,369,902
MAHARASHTRA,NASHIK,MALEGAON,450,247,201,0,6,454
MAHARASHTRA,NASHIK,NANDGAON,33,33,5,0,1,38
MAHARASHTRA,NASHIK,NASHIK,787,625,58,104,3,790
MAHARASHTRA,NASHIK,NIPHAD,1963,1248,745,68,10,2071
MAHARASHTRA,NASHIK,PEINT,0,0,0,0,0,0
MAHARASHTRA,NASHIK,SINNAR,274,165,47,66,0,278
MAHARASHTRA,NASHIK,TRIMBAKESHWAR,1,0,0,0,1,1
MAHARASHTRA,NASHIK,YEOLA,1,0,0,0,1,1
MAHARASHTRA,OSMANABAD,BHOOM,268,113,130,31,15,289
MAHARASHTRA,OSMANABAD,KALAMB,256,215,132,97,38,482
MAHARASHTRA,OSMANABAD,LOHARA,34,18,17,12,4,51
MAHARASHTRA,OSMANABAD,OMARGA,185,77,53,68,1,199
MAHARASHTRA,OSMANABAD,OSMANABAD,1587,532,584,494,51,1661
MAHARASHTRA,OSMANABAD,PARANDA,202,63,77,26,67,233
MAHARASHTRA,OSMANABAD,TULJAPUR,519,248,319,62,23,652
MAHARASHTRA,OSMANABAD,WASHI,133,52,65,40,3,160
MAHARASHTRA,PARBHANI,GANGAKHED,857,106,609,141,20,876
MAHARASHTRA,PARBHANI,JINTUR,747,699,466,129,5,1299
MAHARASHTRA,PARBHANI,MANWAT,468,364,103,57,2,526
MAHARASHTRA,PARBHANI,PALAM,276,5,0,15,257,277
MAHARASHTRA,PARBHANI,PARBHANI,1601,28,1320,282,14,1644
MAHARASHTRA,PARBHANI,PURNA,53,17,4,2,30,53
MAHARASHTRA,PARBHANI,SAILU,632,623,563,358,0,1543
MAHARASHTRA,PARBHANI,SONPETH,412,22,30,16,346,414
MAHARASHTRA,PUNE,AMBEGAON,110,61,57,3,5,126
MAHARASHTRA,PUNE,BARAMATI,1202,80,965,196,71,1312
MAHARASHTRA,PUNE,DAUND,472,100,219,182,34,535
MAHARASHTRA,PUNE,HAVELI,218,189,78,14,10,291
MAHARASHTRA,PUNE,INDAPUR,123,72,124,23,0,219
MAHARASHTRA,PUNE,JUNNAR,1040,834,695,190,15,1734
MAHARASHTRA,PUNE,KHED,50,21,27,18,0,66
MAHARASHTRA,PUNE,MAWAL,650,517,212,18,70,817
MAHARASHTRA,PUNE,MULSHI,153,146,87,0,0,233
MAHARASHTRA,PUNE,PURANDHAR,937,555,521,38,59,1173
MAHARASHTRA,PUNE,SHIRUR,2109,768,1181,429,199,2577
MAHARASHTRA,PUNE,VELHE,2,1,1,1,0,3
MAHARASHTRA,RAIGHAR,ALIBAG,165,64,22,79,0,165
MAHARASHTRA,RAIGHAR,MAHAD,11,0,2,9,0,11
MAHARASHTRA,RAIGHAR,MANGOAN,50,0,0,50,0,50
MAHARASHTRA,RAIGHAR,MHASLA,6,0,1,5,0,6
MAHARASHTRA,RAIGHAR,MURUD,34,0,13,20,0,34
MAHARASHTRA,RAIGHAR,SHRIVARDHAN,38,0,0,38,0,38
MAHARASHTRA,RAIGHAR,SUDHAGAD,0,0,0,0,0,0
MAHARASHTRA,RATNAGIRI,CHIPLUN,2,0,0,0,2,2
MAHARASHTRA,RATNAGIRI,DAPOLI,1,1,0,0,0,1
MAHARASHTRA,SANGLI,ATPADI,359,148,156,54,55,413
MAHARASHTRA,SANGLI,JAT,1103,528,592,242,69,1431
MAHARASHTRA,SANGLI,KAVATHE-MAHANKLA,1188,748,413,227,0,1389
MAHARASHTRA,SANGLI,KHANAPUR,896,637,236,108,24,1004
MAHARASHTRA,SANGLI,MIRAJ,1268,758,280,382,38,1458
MAHARASHTRA,SANGLI,PALUS,662,390,157,139,9,695
MAHARASHTRA,SANGLI,SHIRALA,276,193,93,59,3,348
MAHARASHTRA,SANGLI,TASGAON,1988,1209,570,403,24,2206
MAHARASHTRA,SANGLI,WALWA,1109,349,220,567,107,1244
MAHARASHTRA,SATARA,KARAD,562,229,229,331,0,790
MAHARASHTRA,SATARA,KHANDALA,221,211,207,0,0,418
MAHARASHTRA,SATARA,KHATAV,92,92,92,0,0,185
MAHARASHTRA,SATARA,KOREGAON,110,95,44,12,0,151
MAHARASHTRA,SATARA,MAHABALESHWAR,22,21,15,0,0,36
MAHARASHTRA,SATARA,MAN,304,262,170,6,0,439
MAHARASHTRA,SATARA,PATAN,5,5,5,0,0,10
MAHARASHTRA,SATARA,PHALTAN,436,174,127,245,0,546
MAHARASHTRA,SATARA,SATARA,239,210,207,30,0,448
MAHARASHTRA,SINDHUDURGA,DEVGAD,7,0,0,0,6,7
MAHARASHTRA,SINDHUDURGA,KANKAVLI,5,4,0,0,1,5
MAHARASHTRA,SINDHUDURGA,MALWAN,1,1,0,0,0,1
MAHARASHTRA,SINDHUDURGA,VENGURLA,1,1,1,0,0,3
MAHARASHTRA,SOLAPUR,AKKALKOT,2196,487,934,1013,29,2463
MAHARASHTRA,SOLAPUR,BARSHI,800,286,455,146,55,943
MAHARASHTRA,SOLAPUR,KARMALA,935,562,514,92,42,1211
MAHARASHTRA,SOLAPUR,MADHA,197,100,116,50,0,266
MAHARASHTRA,SOLAPUR,MALSHIRAS,1218,595,682,398,51,1725
MAHARASHTRA,SOLAPUR,MANGALVEDHA,111,60,92,15,0,167
MAHARASHTRA,SOLAPUR,MOHOL,520,141,169,264,1,575
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,354,162,234,64,7,467
MAHARASHTRA,SOLAPUR,PANDHARPUR,608,284,366,268,32,949
MAHARASHTRA,SOLAPUR,SANGOLA,213,137,155,32,0,324
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,2896,959,1946,313,231,3449
MAHARASHTRA,THANE,DHANU,1656,30,435,1135,130,1729
MAHARASHTRA,THANE,MURBAD,7,0,7,7,0,14
MAHARASHTRA,THANE,PALGHAR,1028,0,868,221,0,1089
MAHARASHTRA,THANE,SHAHAPUR,5,0,5,0,0,5
MAHARASHTRA,THANE,TALASARI,420,0,0,420,33,453
MAHARASHTRA,THANE,VIKRAMGAD,104,36,11,58,0,105
MAHARASHTRA,THANE,WADA,207,49,90,27,41,208
MAHARASHTRA,WARDHA,ARVI,149,144,144,1,0,289
MAHARASHTRA,WARDHA,ASHTI,3,3,3,1,1,8
MAHARASHTRA,WARDHA,DEOLI,36,36,2,2,0,39
MAHARASHTRA,WARDHA,KARANJA,20,20,10,0,0,30
MAHARASHTRA,WARDHA,SAMUDRAPUR,317,312,64,1,0,376
MAHARASHTRA,WARDHA,SELOO,1,0,0,1,0,1
MAHARASHTRA,WARDHA,WARDHA,10,5,3,5,0,13
MAHARASHTRA,WASHIM,KARANJA,48,8,13,3,24,48
MAHARASHTRA,WASHIM,MALEGAON,18,10,8,1,0,19
MAHARASHTRA,WASHIM,MANGRULPIR,8,3,4,1,0,8
MAHARASHTRA,WASHIM,MANORA,4,0,2,2,0,4
MAHARASHTRA,WASHIM,RISOD,240,0,217,0,23,240
MAHARASHTRA,WASHIM,WASHIM,72,0,71,0,1,72
MAHARASHTRA,YAVATMAL,BABULGAON,194,128,89,4,0,221
MAHARASHTRA,YAVATMAL,DARWHA,4,2,1,1,0,4
MAHARASHTRA,YAVATMAL,GHATANJI,109,63,46,0,0,109
MAHARASHTRA,YAVATMAL,KALAMB,9,9,0,0,0,9
MAHARASHTRA,YAVATMAL,KELAPUR,70,12,59,0,0,71
MAHARASHTRA,YAVATMAL,MAREGAON,103,53,48,0,9,110
MAHARASHTRA,YAVATMAL,PUSAD,62,25,32,5,0,62
MAHARASHTRA,YAVATMAL,RALEGAON,32,16,8,0,8,32
MAHARASHTRA,YAVATMAL,WANI,918,630,428,39,10,1107
MAHARASHTRA,YAVATMAL,YAVATMAL,37,24,16,0,0,40
MAHARASHTRA,YAVATMAL,ZARI JAMANI,662,368,278,18,69,733
MANIPUR,IMPHAL EAST,IRILBUNG,14,0,25,0,0,25
MANIPUR,IMPHAL EAST,SAWOMBUNG,18,0,40,0,0,40
MEGHALAYA,WEST GARO HILLS,BETASING,27,21,21,0,0,42
MEGHALAYA,WEST GARO HILLS,SELSELLA,159,121,141,41,20,323
MEGHALAYA,WEST GARO HILLS,ZIKZAK,255,255,0,0,0,255
NAGALAND,DIMAPUR,MEDZIPHEMA,6,4,2,0,0,6
ORISSA,ANGUL,ANUGUL,3,2,1,0,1,4
ORISSA,ANGUL,KISHOR NAGAR,2,1,1,0,0,2
ORISSA,ANGUL,PALALAHADA,4,4,2,0,0,7
ORISSA,BALASORE,BAHANAGA,2753,2004,1617,5,1,3628
ORISSA,BALASORE,BALASORE,1340,1131,700,0,0,1831
ORISSA,BALASORE,BALIAPAL,5551,508,5429,10,3,5951
ORISSA,BALASORE,BASTA,5233,741,4948,9,0,5698
ORISSA,BALASORE,BHOGRAI,12906,4560,11629,19,0,16208
ORISSA,BALASORE,JALESWAR,3913,2340,3451,70,1,5862
ORISSA,BALASORE,KHAIRA,1717,1700,885,7,0,2592
ORISSA,BALASORE,NILAGIRI,614,563,243,3,0,808
ORISSA,BALASORE,OUPADA,274,226,163,1,0,390
ORISSA,BALASORE,REMUNA,997,723,713,2,0,1438
ORISSA,BALASORE,SIMULIA,714,697,526,0,0,1223
ORISSA,BALASORE,SORO,1983,1781,1557,0,0,3338
ORISSA,BARGARH,AMBABHANA,408,236,148,54,18,457
ORISSA,BARGARH,ATABIRA,35,35,27,0,0,62
ORISSA,BARGARH,BARAPALI,105,92,58,15,0,165
ORISSA,BARGARH,BARGARH,321,241,198,62,5,505
ORISSA,BARGARH,BHATALI,1218,834,478,249,59,1620
ORISSA,BARGARH,BHEDEN,1,1,1,0,0,2
ORISSA,BARGARH,BIJEPUR,137,121,79,20,0,219
ORISSA,BARGARH,GAISILAT,179,174,144,5,0,323
ORISSA,BARGARH,JHARABANDH,198,168,99,0,0,267
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,109,109,73,0,0,183
ORISSA,BARGARH,PAIKMAL,121,122,106,3,0,230
ORISSA,BARGARH,SOHELA,688,537,303,115,4,959
ORISSA,BHADRAK,BANTA,2312,1006,1567,9,22,2604
ORISSA,BHADRAK,BASUDEBPUR,2248,578,2004,10,24,2616
ORISSA,BHADRAK,BHADRAK,2410,1088,2237,2,22,3349
ORISSA,BHADRAK,BHANDARI POKHARI,1094,278,877,2,0,1157
ORISSA,BHADRAK,DHAMNAGAR,1544,279,1370,7,65,1721
ORISSA,BHADRAK,TIHIDI,1237,15,1232,0,2,1249
ORISSA,BOLANGIR,AGALPUR,10,9,1,0,0,10
ORISSA,BOLANGIR,BALANGIR,11,9,4,2,0,15
ORISSA,BOLANGIR,BANGOMUNDA,2,2,1,0,0,2
ORISSA,BOLANGIR,DEOGAON,21,16,2,5,0,22
ORISSA,BOLANGIR,GUDVELA,13,11,5,1,0,16
ORISSA,BOLANGIR,LOISINGHA,7,5,2,0,0,7
ORISSA,BOLANGIR,MURIBAHAL,5,5,3,0,0,8
ORISSA,BOLANGIR,PATNAGARH,5,5,0,0,0,5
ORISSA,BOLANGIR,SAINTALA,11,8,3,0,0,11
ORISSA,BOLANGIR,TUREIKELA,28,28,0,0,0,28
ORISSA,CUTTACK,ATHAGARH,3,3,3,1,0,6
ORISSA,CUTTACK,BADAMBA,2,1,0,1,0,2
ORISSA,CUTTACK,BARANGA,970,418,732,24,1,1174
ORISSA,CUTTACK,CUTTACKSADAR,691,583,563,19,0,1165
ORISSA,CUTTACK,DAMPADA,4,2,1,1,0,4
ORISSA,CUTTACK,KANTAPADA,1796,871,1352,195,7,2425
ORISSA,CUTTACK,MAHANGA,798,206,629,77,2,915
ORISSA,CUTTACK,NIALI,2239,838,1611,161,59,2669
ORISSA,CUTTACK,NISCHINTAKOILI,1263,1212,830,115,7,2163
ORISSA,CUTTACK,SALIPUR,914,695,756,11,1,1463
ORISSA,CUTTACK,TANGI CHOUDWAR,20,18,2,0,0,20
ORISSA,DEOGARH,RIAMAL,1,1,0,0,0,1
ORISSA,DHENKANAL,BHUBAN,1,0,0,0,0,1
ORISSA,DHENKANAL,KAMAKHYANAGAR,2,2,1,1,0,4
ORISSA,DHENKANAL,KANKADAHAD,4,3,2,0,0,5
ORISSA,DHENKANAL,SADAR,46,19,5,6,20,50
ORISSA,GAJAPATI,GUMMA,2,2,1,0,0,3
ORISSA,GAJAPATI,KASINAGAR,321,313,167,62,0,543
ORISSA,GAJAPATI,PARALAKHEMUNDI,560,559,293,54,3,909
ORISSA,GAJAPATI,RAYAGADA,9,9,4,0,0,13
ORISSA,GANJAM,ASKA,4856,3824,3705,33,0,7562
ORISSA,GANJAM,BELLAGUNTHA,564,336,393,15,0,743
ORISSA,GANJAM,BHANJANAGAR,458,457,31,0,0,488
ORISSA,GANJAM,CHHATRAPUR,726,671,264,7,0,942
ORISSA,GANJAM,CHIKETI,552,464,153,0,0,617
ORISSA,GANJAM,DHARAKOTE,562,549,216,27,0,792
ORISSA,GANJAM,DIGAPAHANDI,440,437,94,2,0,533
ORISSA,GANJAM,GANJAM,863,961,500,0,0,1461
ORISSA,GANJAM,HINJILICUT,751,742,182,54,0,978
ORISSA,GANJAM,JAGANNATHPRASAD,335,240,82,73,0,395
ORISSA,GANJAM,KABISURYANAGAR,456,450,249,32,0,730
ORISSA,GANJAM,KUKUDAHANDI,8,5,5,0,0,10
ORISSA,GANJAM,PATRAPUR,383,383,113,0,0,496
ORISSA,GANJAM,POLASARA,177,177,64,4,0,245
ORISSA,GANJAM,PURUSOTTAMPUR,1974,2278,493,1,0,2771
ORISSA,GANJAM,RANGEILUNDA,13,12,1,0,0,13
ORISSA,GANJAM,SANAKHEMUNDI,553,547,153,0,0,700
ORISSA,GANJAM,SHERAGAD,906,889,251,0,0,1141
ORISSA,GANJAM,SORADA,284,239,76,2,0,317
ORISSA,JAGATSINGHPUR,BALIKUDA,850,211,659,3,1,873
ORISSA,JAGATSINGHPUR,BIRIDI,531,89,323,91,32,535
ORISSA,JAGATSINGHPUR,ERASAMA,548,150,463,3,0,617
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,1121,237,854,38,28,1158
ORISSA,JAGATSINGHPUR,KUJANG,577,435,478,2,0,916
ORISSA,JAGATSINGHPUR,NAUGAON,970,265,716,3,0,984
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,1012,676,246,106,48,1075
ORISSA,JAGATSINGHPUR,TIRTOL,1581,785,923,5,4,1716
ORISSA,JAJAPUR,BADACHANA,169,50,133,11,0,194
ORISSA,JAJAPUR,BARI,1269,665,1195,5,3,1868
ORISSA,JAJAPUR,BINJHARPUR,1832,596,1752,1,0,2349
ORISSA,JAJAPUR,DANAGADI,41,23,35,0,0,59
ORISSA,JAJAPUR,DASARATHPUR,821,581,515,0,0,1096
ORISSA,JAJAPUR,DHARMASALA,311,283,137,22,0,442
ORISSA,JAJAPUR,JAJPUR,1555,1312,1008,29,0,2348
ORISSA,JAJAPUR,KOREI,752,744,397,3,3,1148
ORISSA,JAJAPUR,RASULPUR,1250,571,1162,19,5,1757
ORISSA,JAJAPUR,SUKINDA,4,3,1,0,0,4
ORISSA,JHARSUGUDA,JHARSUGUDA,4,4,4,3,0,10
ORISSA,JHARSUGUDA,LAIKERA,14,14,4,1,0,18
ORISSA,KALAHANDI,BHAWANIPATANA,28,14,8,9,0,31
ORISSA,KALAHANDI,JAIPATNA,3,2,1,0,0,3
ORISSA,KALAHANDI,JUNAGAD,44,25,14,4,0,44
ORISSA,KALAHANDI,KALAMPUR,8,5,3,0,0,8
ORISSA,KALAHANDI,KESINGA,3,2,2,0,0,5
ORISSA,KALAHANDI,KOKASARA,19,16,11,0,0,27
ORISSA,KALAHANDI,MADANPUR RAMAPUR,2,2,2,0,0,3
ORISSA,KALAHANDI,NARLA,40,39,16,0,0,55
ORISSA,KANDHAMAL,TUMUDIBANDHA,5,5,0,0,0,5
ORISSA,KENDRAPARA,AUL,154,0,154,0,0,154
ORISSA,KENDRAPARA,DERABISHI,903,217,733,42,16,1008
ORISSA,KENDRAPARA,GARADPUR,1467,840,632,8,4,1483
